AMGN,Date
0.24711307883262634,1983-06-17
0.21715959906578064,1983-06-20
0.21715959906578064,1983-06-21
0.22464817762374878,1983-06-22
0.22464817762374878,1983-06-23
0.22090429067611694,1983-06-24
0.19469483196735382,1983-06-27
0.19469483196735382,1983-06-28
0.19095097482204437,1983-06-29
0.19469483196735382,1983-06-30
0.19469483196735382,1983-07-01
0.18720702826976776,1983-07-05
0.18720702826976776,1983-07-06
0.19095097482204437,1983-07-07
0.18720702826976776,1983-07-08
0.19095097482204437,1983-07-11
0.19095097482204437,1983-07-12
0.19843944907188416,1983-07-13
0.20031142234802246,1983-07-14
0.20031142234802246,1983-07-15
0.19843944907188416,1983-07-18
0.19469483196735382,1983-07-19
0.1928228735923767,1983-07-20
0.18346235156059265,1983-07-21
0.18159052729606628,1983-07-22
0.18159052729606628,1983-07-25
0.18159052729606628,1983-07-26
0.17410273849964142,1983-07-27
0.17410273849964142,1983-07-28
0.17223000526428223,1983-07-29
0.16848613321781158,1983-08-01
0.16661418974399567,1983-08-02
0.16661418974399567,1983-08-03
0.1609976440668106,1983-08-04
0.15725374221801758,1983-08-05
0.15350978076457977,1983-08-08
0.14789322018623352,1983-08-09
0.14789322018623352,1983-08-10
0.14789322018623352,1983-08-11
0.14789322018623352,1983-08-12
0.14602132141590118,1983-08-15
0.14602132141590118,1983-08-16
0.14602132141590118,1983-08-17
0.1366608589887619,1983-08-18
0.1347888708114624,1983-08-19
0.11981261521577835,1983-08-22
0.11981261521577835,1983-08-23
0.11981261521577835,1983-08-24
0.11794063448905945,1983-08-25
0.11981261521577835,1983-08-26
0.11981261521577835,1983-08-29
0.11981261521577835,1983-08-30
0.12542840838432312,1983-08-31
0.13291695713996887,1983-09-01
0.14227746427059174,1983-09-02
0.14414936304092407,1983-09-06
0.14414936304092407,1983-09-07
0.14602132141590118,1983-09-08
0.14602132141590118,1983-09-09
0.14789322018623352,1983-09-12
0.14789322018623352,1983-09-13
0.14602132141590118,1983-09-14
0.1347888708114624,1983-09-15
0.11606802046298981,1983-09-16
0.11794063448905945,1983-09-19
0.12168458104133606,1983-09-20
0.12168458104133606,1983-09-21
0.12355653941631317,1983-09-22
0.1273004114627838,1983-09-23
0.12917305529117584,1983-09-26
0.1273004114627838,1983-09-27
0.12917305529117584,1983-09-28
0.12917305529117584,1983-09-29
0.1273004114627838,1983-09-30
0.1273004114627838,1983-10-03
0.1273004114627838,1983-10-04
0.1273004114627838,1983-10-05
0.1273004114627838,1983-10-06
0.1273004114627838,1983-10-07
0.12355653941631317,1983-10-10
0.11606802046298981,1983-10-11
0.1141960620880127,1983-10-12
0.11045214533805847,1983-10-13
0.11232408881187439,1983-10-14
0.11232408881187439,1983-10-17
0.10858020931482315,1983-10-18
0.10109167546033859,1983-10-19
0.10109167546033859,1983-10-20
0.10109167546033859,1983-10-21
0.10109167546033859,1983-10-24
0.09734776616096497,1983-10-25
0.09734776616096497,1983-10-26
0.09734776616096497,1983-10-27
0.09734776616096497,1983-10-28
0.09734776616096497,1983-10-31
0.09360317140817642,1983-11-01
0.08798732608556747,1983-11-02
0.08798732608556747,1983-11-03
0.0898592621088028,1983-11-04
0.08798732608556747,1983-11-07
0.08798732608556747,1983-11-08
0.08798732608556747,1983-11-09
0.08798732608556747,1983-11-10
0.08798732608556747,1983-11-11
0.09547580778598785,1983-11-14
0.10109167546033859,1983-11-15
0.11045214533805847,1983-11-16
0.11606802046298981,1983-11-17
0.11606802046298981,1983-11-18
0.11232408881187439,1983-11-21
0.10670821368694305,1983-11-22
0.10296362638473511,1983-11-23
0.10483556985855103,1983-11-25
0.10483556985855103,1983-11-28
0.10296362638473511,1983-11-29
0.10296362638473511,1983-11-30
0.10296362638473511,1983-12-01
0.10296362638473511,1983-12-02
0.09734776616096497,1983-12-05
0.09547580778598785,1983-12-06
0.09734776616096497,1983-12-07
0.09734776616096497,1983-12-08
0.10109167546033859,1983-12-09
0.10109167546033859,1983-12-12
0.10296362638473511,1983-12-13
0.10109167546033859,1983-12-14
0.10109167546033859,1983-12-15
0.09921972453594208,1983-12-16
0.10296362638473511,1983-12-19
0.10109167546033859,1983-12-20
0.10296362638473511,1983-12-21
0.10296362638473511,1983-12-22
0.10109167546033859,1983-12-23
0.10483556985855103,1983-12-27
0.10670821368694305,1983-12-28
0.10670821368694305,1983-12-29
0.10858020931482315,1983-12-30
0.10858020931482315,1984-01-03
0.10670821368694305,1984-01-04
0.11232408881187439,1984-01-05
0.11981261521577835,1984-01-06
0.11794063448905945,1984-01-09
0.12168458104133606,1984-01-10
0.12355653941631317,1984-01-11
0.11981261521577835,1984-01-12
0.11981261521577835,1984-01-13
0.12168458104133606,1984-01-16
0.11981261521577835,1984-01-17
0.11606802046298981,1984-01-18
0.11981261521577835,1984-01-19
0.11606802046298981,1984-01-20
0.11232408881187439,1984-01-23
0.11981261521577835,1984-01-24
0.11794063448905945,1984-01-25
0.12168458104133606,1984-01-26
0.11981261521577835,1984-01-27
0.11981261521577835,1984-01-30
0.11606802046298981,1984-01-31
0.1141960620880127,1984-02-01
0.1141960620880127,1984-02-02
0.11232408881187439,1984-02-03
0.10670821368694305,1984-02-06
0.10670821368694305,1984-02-07
0.10483556985855103,1984-02-08
0.10109167546033859,1984-02-09
0.10296362638473511,1984-02-10
0.09547580778598785,1984-02-13
0.09921972453594208,1984-02-14
0.09921972453594208,1984-02-15
0.09173117578029633,1984-02-16
0.09547580778598785,1984-02-17
0.09173117578029633,1984-02-21
0.09547580778598785,1984-02-22
0.09173117578029633,1984-02-23
0.09547580778598785,1984-02-24
0.09734776616096497,1984-02-27
0.09360317140817642,1984-02-28
0.0898592621088028,1984-02-29
0.0898592621088028,1984-03-01
0.09360317140817642,1984-03-02
0.09173117578029633,1984-03-05
0.09360317140817642,1984-03-06
0.09360317140817642,1984-03-07
0.09547580778598785,1984-03-08
0.09360317140817642,1984-03-09
0.09360317140817642,1984-03-12
0.09173117578029633,1984-03-13
0.09360317140817642,1984-03-14
0.09173117578029633,1984-03-15
0.09173117578029633,1984-03-16
0.09360317140817642,1984-03-19
0.09547580778598785,1984-03-20
0.09360317140817642,1984-03-21
0.09173117578029633,1984-03-22
0.09360317140817642,1984-03-23
0.0898592621088028,1984-03-26
0.0898592621088028,1984-03-27
0.09173117578029633,1984-03-28
0.09173117578029633,1984-03-29
0.0898592621088028,1984-03-30
0.08798732608556747,1984-04-02
0.08798732608556747,1984-04-03
0.08611538261175156,1984-04-04
0.0898592621088028,1984-04-05
0.08611538261175156,1984-04-06
0.08611538261175156,1984-04-09
0.08237076550722122,1984-04-10
0.08611538261175156,1984-04-11
0.08237076550722122,1984-04-12
0.0804988220334053,1984-04-13
0.07675489038228989,1984-04-16
0.07675489038228989,1984-04-17
0.07488295435905457,1984-04-18
0.07675489038228989,1984-04-19
0.07862687110900879,1984-04-23
0.07675489038228989,1984-04-24
0.07675489038228989,1984-04-25
0.0804988220334053,1984-04-26
0.0804988220334053,1984-04-27
0.0804988220334053,1984-04-30
0.07862687110900879,1984-05-01
0.08237076550722122,1984-05-02
0.07862687110900879,1984-05-03
0.07862687110900879,1984-05-04
0.07862687110900879,1984-05-07
0.07675489038228989,1984-05-08
0.07488295435905457,1984-05-09
0.07113832980394363,1984-05-10
0.07488295435905457,1984-05-11
0.07675489038228989,1984-05-14
0.07862687110900879,1984-05-15
0.08237076550722122,1984-05-16
0.08237076550722122,1984-05-17
0.08237076550722122,1984-05-18
