PBR,Date
1.9315550327301025,2001-01-05
1.9405591487884521,2001-01-08
1.9630714654922485,2001-01-09
1.9765793085098267,2001-01-10
1.9810818433761597,2001-01-11
2.0125985145568848,2001-01-12
2.1026480197906494,2001-01-16
2.107150077819824,2001-01-17
2.152174711227417,2001-01-18
2.1161561012268066,2001-01-19
2.089139938354492,2001-01-22
2.0981457233428955,2001-01-23
2.008096218109131,2001-01-24
1.999091386795044,2001-01-25
1.999091386795044,2001-01-26
1.9969297647476196,2001-01-29
2.040153980255127,2001-01-30
2.0372722148895264,2001-01-31
1.9854034185409546,2001-02-01
1.9753180742263794,2001-02-02
1.9738774299621582,2001-02-05
1.9868453741073608,2001-02-06
1.9976502656936646,2001-02-07
2.0437557697296143,2001-02-08
2.0819365978240967,2001-02-09
2.075453042984009,2001-02-12
2.11507511138916,2001-02-13
2.1655020713806152,2001-02-14
2.1359660625457764,2001-02-15
2.131643533706665,2001-02-16
2.0855391025543213,2001-02-20
2.017101287841797,2001-02-21
2.0300683975219727,2001-02-22
2.0689697265625,2001-02-23
2.1395680904388428,2001-02-26
2.126601219177246,2001-02-27
2.0552818775177,2001-02-28
2.0711307525634766,2001-03-01
2.102106809616089,2001-03-02
2.0913023948669434,2001-03-05
2.0905814170837402,2001-03-06
2.0927419662475586,2001-03-07
2.0999460220336914,2001-03-08
2.0999460220336914,2001-03-09
2.017101287841797,2001-03-12
2.0279064178466797,2001-03-13
1.9810818433761597,2001-03-14
1.8442068099975586,2001-03-15
1.8903125524520874,2001-03-16
1.866538643836975,2001-03-19
1.8816673755645752,2001-03-20
1.8929270505905151,2001-03-21
1.7909128665924072,2001-03-22
1.7531298398971558,2001-03-23
1.8453203439712524,2001-03-26
1.8967052698135376,2001-03-27
1.852121114730835,2001-03-28
1.779577612876892,2001-03-29
1.7984694242477417,2001-03-30
1.730460286140442,2001-04-02
1.7229034900665283,2001-04-03
1.7606868743896484,2001-04-04
1.8967052698135376,2001-04-05
1.9359993934631348,2001-04-06
1.945067286491394,2001-04-09
1.9503564834594727,2001-04-10
1.908039927482605,2001-04-11
1.8627004623413086,2001-04-12
1.8196278810501099,2001-04-16
1.8392748832702637,2001-04-17
1.9307100772857666,2001-04-18
1.882347583770752,2001-04-19
1.7750433683395386,2001-04-20
1.8649672269821167,2001-04-23
1.9352433681488037,2001-04-24
1.957158088684082,2001-04-25
2.036501884460449,2001-04-26
2.0289454460144043,2001-04-27
2.0402796268463135,2001-04-30
2.037257671356201,2001-05-01
2.0289454460144043,2001-05-02
2.08939790725708,2001-05-03
2.0667288303375244,2001-05-04
2.001741886138916,2001-05-07
1.973026990890503,2001-05-08
2.001741886138916,2001-05-09
2.0705068111419678,2001-05-10
2.0402796268463135,2001-05-11
2.017611026763916,2001-05-14
1.9798280000686646,2001-05-15
2.0251662731170654,2001-05-16
2.055393695831299,2001-05-17
2.0886423587799072,2001-05-18
2.0961992740631104,2001-05-21
2.112067937850952,2001-05-22
2.1158463954925537,2001-05-23
2.0931758880615234,2001-05-24
2.0697505474090576,2001-05-25
2.081841468811035,2001-05-29
2.0931758880615234,2001-05-30
2.1385159492492676,2001-05-31
2.1460721492767334,2001-06-01
2.225416898727417,2001-06-04
2.180076837539673,2001-06-05
2.1007330417633057,2001-06-06
2.0629501342773438,2001-06-07
2.0312118530273438,2001-06-08
2.0425472259521484,2001-06-11
2.0221445560455322,2001-06-12
2.055393695831299,2001-06-13
2.038013219833374,2001-06-14
2.0062754154205322,2001-06-15
1.968492865562439,2001-06-18
1.9624465703964233,2001-06-19
2.014587879180908,2001-06-20
2.0856194496154785,2001-06-21
2.0659725666046143,2001-06-22
2.0402796268463135,2001-06-25
2.0342354774475098,2001-06-26
1.972271203994751,2001-06-27
1.95337975025177,2001-06-28
1.9647136926651,2001-06-29
1.9118181467056274,2001-07-02
1.8740348815917969,2001-07-03
1.7909128665924072,2001-07-05
1.816605806350708,2001-07-06
1.8135827779769897,2001-07-09
1.7856231927871704,2001-07-10
1.8279398679733276,2001-07-11
1.7841122150421143,2001-07-12
1.7531298398971558,2001-07-13
1.6737854480743408,2001-07-16
1.7108126878738403,2001-07-17
1.6284456253051758,2001-07-18
1.6511154174804688,2001-07-19
1.730460286140442,2001-07-20
1.7992247343063354,2001-07-23
1.7531298398971558,2001-07-24
1.7591748237609863,2001-07-25
1.7757993936538696,2001-07-26
1.8075374364852905,2001-07-27
1.8317185640335083,2001-07-30
1.7810893058776855,2001-07-31
1.7455730438232422,2001-08-01
1.7017453908920288,2001-08-02
1.7501072883605957,2001-08-03
1.7750433683395386,2001-08-06
1.7689989805221558,2001-08-07
1.768242597579956,2001-08-08
1.7455730438232422,2001-08-09
1.762477993965149,2001-08-10
1.7253330945968628,2001-08-13
1.7283657789230347,2001-08-14
1.762477993965149,2001-08-15
1.7420101165771484,2001-08-16
1.6313339471817017,2001-08-17
1.6222381591796875,2001-08-20
1.6070761680603027,2001-08-21
1.656350016593933,2001-08-22
1.6601402759552002,2001-08-23
1.7283657789230347,2001-08-24
1.7359461784362793,2001-08-27
1.7253330945968628,2001-08-28
1.7215428352355957,2001-08-29
1.7268489599227905,2001-08-30
1.7056232690811157,2001-08-31
1.7367031574249268,2001-09-04
1.7776389122009277,2001-09-05
1.6942534446716309,2001-09-06
1.7245744466781616,2001-09-07
1.6684788465499878,2001-09-10
1.629818320274353,2001-09-17
1.656350016593933,2001-09-18
1.5919156074523926,2001-09-19
1.4971585273742676,2001-09-20
1.4744166135787964,2001-09-21
1.4327237606048584,2001-09-24
1.4122563600540161,2001-09-25
1.3751115798950195,2001-09-26
1.4395461082458496,2001-09-27
1.4971585273742676,2001-09-28
1.4592564105987549,2001-10-01
1.4183201789855957,2001-10-02
1.4281755685806274,2001-10-03
1.4516749382019043,2001-10-04
1.4251433610916138,2001-10-05
1.4251433610916138,2001-10-08
1.4327237606048584,2001-10-09
1.4971585273742676,2001-10-10
1.5176267623901367,2001-10-11
1.5540127754211426,2001-10-12
1.569173812866211,2001-10-15
1.563109040260315,2001-10-16
1.5540127754211426,2001-10-17
1.4842716455459595,2001-10-18
1.5047392845153809,2001-10-19
1.5350611209869385,2001-10-22
1.5312711000442505,2001-10-23
1.5070130825042725,2001-10-24
1.5199002027511597,2001-10-25
1.5123202800750732,2001-10-26
1.4766905307769775,2001-10-29
1.4486432075500488,2001-10-30
1.5161099433898926,2001-10-31
1.5312711000442505,2001-11-01
1.5244483947753906,2001-11-02
1.533544898033142,2001-11-05
1.5176267623901367,2001-11-06
1.5509806871414185,2001-11-07
1.6070761680603027,2001-11-08
1.677575707435608,2001-11-09
1.6184478998184204,2001-11-12
1.6328506469726562,2001-11-13
1.540367603302002,2001-11-14
1.4175628423690796,2001-11-15
1.4440944194793701,2001-11-16
1.4645620584487915,2001-11-19
1.4835139513015747,2001-11-20
1.514593243598938,2001-11-21
1.574480414390564,2001-11-23
1.5919156074523926,2001-11-26
1.5729639530181885,2001-11-27
1.520658254623413,2001-11-28
1.500191330909729,2001-11-29
1.5350611209869385,2001-11-30
1.6419475078582764,2001-12-03
1.6449792385101318,2001-12-04
1.6942534446716309,2001-12-05
1.6449792385101318,2001-12-06
1.6260275840759277,2001-12-07
1.637398600578308,2001-12-10
1.5866092443466187,2001-12-11
1.595705509185791,2001-12-12
1.543400526046753,2001-12-13
1.5729639530181885,2001-12-14
1.569173812866211,2001-12-17
1.6555922031402588,2001-12-18
1.6828818321228027,2001-12-19
1.613141417503357,2001-12-20
1.6404309272766113,2001-12-21
1.6874303817749023,2001-12-24
1.6669632196426392,2001-12-26
1.7048654556274414,2001-12-27
1.7367031574249268,2001-12-28
1.7662677764892578,2001-12-31
1.7579302787780762,2002-01-02
1.77157461643219,2002-01-03
1.7480746507644653,2002-01-04
1.7586872577667236,2002-01-07
1.709414005279541,2002-01-08
1.6828818321228027,2002-01-09
1.6449792385101318,2002-01-10
1.6343662738800049,2002-01-11
1.553254246711731,2002-01-14
1.5813024044036865,2002-01-15
1.563109040260315,2002-01-16
1.6078338623046875,2002-01-17
1.6108665466308594,2002-01-18
1.5502220392227173,2002-01-22
1.5653835535049438,2002-01-23
1.553254246711731,2002-01-24
1.5661420822143555,2002-01-25
1.5782698392868042,2002-01-28
1.5312711000442505,2002-01-29
1.5388513803482056,2002-01-30
1.5881249904632568,2002-01-31
1.5729639530181885,2002-02-01
1.54264235496521,2002-02-04
1.5350611209869385,2002-02-05
1.5509806871414185,2002-02-06
1.540367603302002,2002-02-07
1.533544898033142,2002-02-08
1.5161099433898926,2002-02-11
1.567657470703125,2002-02-12
1.5903993844985962,2002-02-13
1.6070761680603027,2002-02-14
1.6093508005142212,2002-02-15
1.6017704010009766,2002-02-19
1.6017704010009766,2002-02-20
1.6366404294967651,2002-02-21
1.6881885528564453,2002-02-22
1.749590516090393,2002-02-25
1.762477993965149,2002-02-26
1.8337349891662598,2002-02-27
1.8572348356246948,2002-02-28
1.9444111585617065,2002-03-01
1.9800394773483276,2002-03-04
1.9482009410858154,2002-03-05
1.8996851444244385,2002-03-06
1.906508207321167,2002-03-07
1.8875569105148315,2002-03-08
1.9125727415084839,2002-03-11
1.933039665222168,2002-03-12
1.9391043186187744,2002-03-13
1.9830718040466309,2002-03-14
2.0528135299682617,2002-03-15
2.054328680038452,2002-03-18
2.0444743633270264,2002-03-19
2.0196893215179443,2002-03-20
2.011845350265503,2002-03-21
1.9765498638153076,2002-03-22
1.975765585899353,2002-03-25
2.0353758335113525,2002-03-26
2.0816521644592285,2002-03-27
2.0761611461639404,2002-03-28
2.1412625312805176,2002-04-01
2.1216542720794678,2002-04-02
2.0745933055877686,2002-04-03
2.1059672832489014,2002-04-04
2.071455240249634,2002-04-05
2.090280294418335,2002-04-08
2.03145432472229,2002-04-09
2.058906316757202,2002-04-10
2.011060953140259,2002-04-11
1.9773344993591309,2002-04-12
1.9922375679016113,2002-04-15
2.0165510177612305,2002-04-16
2.040081739425659,2002-04-17
2.0220425128936768,2002-04-18
2.0032172203063965,2002-04-19
2.011845350265503,2002-04-22
1.9945895671844482,2002-04-23
1.990667700767517,2002-04-24
1.9608632326126099,2002-04-25
1.9294887781143188,2002-04-26
1.9302736520767212,2002-04-29
1.9294887781143188,2002-04-30
1.9404702186584473,2002-05-01
1.8628202676773071,2002-05-02
1.8706632852554321,2002-05-03
1.8236024379730225,2002-05-06
1.8118371963500977,2002-05-07
1.8510546684265137,2002-05-08
1.786738395690918,2002-05-09
1.7702667713165283,2002-05-10
1.7083041667938232,2002-05-13
1.7255594730377197,2002-05-14
1.7090879678726196,2002-05-15
1.796150803565979,2002-05-16
1.810268759727478,2002-05-17
1.843211054801941,2002-05-20
1.8573291301727295,2002-05-21
1.8534075021743774,2002-05-22
1.8706632852554321,2002-05-23
1.876937985420227,2002-05-24
1.8667418956756592,2002-05-28
1.860466718673706,2002-05-29
1.8549755811691284,2002-05-30
1.8675256967544556,2002-05-31
1.8196810483932495,2002-06-03
1.8196810483932495,2002-06-04
1.810268759727478,2002-06-05
1.737324833869934,2002-06-06
1.7098720073699951,2002-06-07
1.7216379642486572,2002-06-10
1.6510465145111084,2002-06-11
1.607907772064209,2002-06-12
1.6000643968582153,2002-06-13
1.5522196292877197,2002-06-14
1.5812395811080933,2002-06-17
1.5530025959014893,2002-06-18
1.5239828824996948,2002-06-19
1.403977632522583,2002-06-20
1.2690709829330444,2002-06-21
1.3710355758666992,2002-06-24
1.4126057624816895,2002-06-25
1.4698631763458252,2002-06-26
1.4816279411315918,2002-06-27
1.4792753458023071,2002-06-28
1.418880820274353,2002-07-01
1.3890752792358398,2002-07-02
1.4078993797302246,2002-07-03
1.3702505826950073,2002-07-05
1.350642442703247,2002-07-08
1.40005624294281,2002-07-09
1.366329312324524,2002-07-10
1.360838770866394,2002-07-11
1.3584858179092407,2002-07-12
1.3263276815414429,2002-07-15
1.3294650316238403,2002-07-16
1.3490737676620483,2002-07-17
1.338877558708191,2002-07-18
1.270639419555664,2002-07-19
1.1639683246612549,2002-07-22
1.1176918745040894,2002-07-23
1.1804394721984863,2002-07-24
1.1373003721237183,2002-07-25
1.0784748792648315,2002-07-26
1.0070993900299072,2002-07-29
0.9843531847000122,2002-07-30
1.0353353023529053,2002-07-31
1.0863183736801147,2002-08-01
1.2071070671081543,2002-08-02
1.1059272289276123,2002-08-05
1.1176918745040894,2002-08-06
1.1545562744140625,2002-08-07
1.324758768081665,2002-08-08
1.3059346675872803,2002-08-09
1.2071070671081543,2002-08-12
1.1114170551300049,2002-08-13
1.092592716217041,2002-08-14
1.1137698888778687,2002-08-15
1.1161229610443115,2002-08-16
1.1176918745040894,2002-08-19
1.0902401208877563,2002-08-20
1.1255356073379517,2002-08-21
1.1365160942077637,2002-08-22
1.1333787441253662,2002-08-23
1.1827925443649292,2002-08-26
1.203970193862915,2002-08-27
1.1906358003616333,2002-08-28
1.2173036336898804,2002-08-29
1.2510303258895874,2002-08-30
1.2471091747283936,2002-09-03
1.2769140005111694,2002-09-04
1.2439714670181274,2002-09-05
1.2580897808074951,2002-09-06
1.2918168306350708,2002-09-09
1.3216218948364258,2002-09-10
1.3412302732467651,2002-09-11
1.3278967142105103,2002-09-12
1.3263276815414429,2002-09-13
1.2980914115905762,2002-09-16
1.2031856775283813,2002-09-17
1.1639683246612549,2002-09-18
1.08161199092865,2002-09-19
1.1153392791748047,2002-09-20
1.0353353023529053,2002-09-23
0.9569008350372314,2002-09-24
0.9231741428375244,2002-09-25
0.8972911238670349,2002-09-26
0.7843450903892517,2002-09-27
0.8416024446487427,2002-09-30
0.9725878834724426,2002-10-01
0.938861072063446,2002-10-02
0.9725878834724426,2002-10-03
0.9820001721382141,2002-10-04
0.905134379863739,2002-10-07
0.9168996214866638,2002-10-08
0.8627797365188599,2002-10-09
0.8329744935035706,2002-10-10
0.8361119031906128,2002-10-11
0.7686583995819092,2002-10-14
0.7686583995819092,2002-10-15
0.7490498423576355,2002-10-16
0.8337589502334595,2002-10-17
0.859642505645752,2002-10-18
0.8627797365188599,2002-10-21
0.867485761642456,2002-10-22
0.930233359336853,2002-10-23
0.9867064356803894,2002-10-24
1.0274919271469116,2002-10-25
0.9765098690986633,2002-10-28
0.9192529320716858,2002-10-29
1.0039618015289307,2002-10-30
1.0376884937286377,2002-10-31
1.0549441576004028,2002-11-01
1.022786021232605,2002-11-04
1.006314754486084,2002-11-05
0.9859218597412109,2002-11-06
1.0226449966430664,2002-11-07
1.0194512605667114,2002-11-08
1.0521823167800903,2002-11-11
1.0226449966430664,2002-11-12
1.0178545713424683,2002-11-13
1.0505856275558472,2002-11-14
1.0793248414993286,2002-11-15
1.100879430770874,2002-11-18
1.0857114791870117,2002-11-19
1.11764395236969,2002-11-20
1.1360052824020386,2002-11-21
1.112055778503418,2002-11-22
1.077728033065796,2002-11-25
1.0274343490600586,2002-11-26
1.0410056114196777,2002-11-27
1.0457954406738281,2002-11-29
1.0857114791870117,2002-12-02
1.069745659828186,2002-12-03
1.0465940237045288,2002-12-04
1.0146610736846924,2002-12-05
1.0569722652435303,2002-12-06
1.0250393152236938,2002-12-09
1.018653154373169,2002-12-10
1.0418041944503784,2002-12-11
1.0577703714370728,2002-12-12
1.0577703714370728,2002-12-13
1.1056697368621826,2002-12-16
1.1104594469070435,2002-12-17
1.1439889669418335,2002-12-18
1.223820447921753,2002-12-19
1.2797026634216309,2002-12-20
1.2485685348510742,2002-12-23
1.242181658744812,2002-12-24
1.2014676332473755,2002-12-26
1.1807113885879517,2002-12-27
1.1751234531402588,2002-12-30
1.1926863193511963,2002-12-31
1.2054592370986938,2003-01-02
1.2054592370986938,2003-01-03
1.3052488565444946,2003-01-06
1.3068453073501587,2003-01-07
1.2820972204208374,2003-01-08
1.3403750658035278,2003-01-09
1.401046872138977,2003-01-10
1.4026435613632202,2003-01-13
1.432181477546692,2003-01-14
1.3914672136306763,2003-01-15
1.3994503021240234,2003-01-16
1.2868878841400146,2003-01-17
1.2509633302688599,2003-01-21
1.1815093755722046,2003-01-22
1.1815093755722046,2003-01-23
1.1072659492492676,2003-01-24
1.0952917337417603,2003-01-27
1.0936946868896484,2003-01-28
1.1543668508529663,2003-01-29
1.1535683870315552,2003-01-30
1.1839044094085693,2003-01-31
1.1982743740081787,2003-02-03
1.1599551439285278,2003-02-04
1.1447875499725342,2003-02-05
1.1072659492492676,2003-02-06
1.101677417755127,2003-02-07
1.133610725402832,2003-02-10
1.1415939331054688,2003-02-11
1.1431905031204224,2003-02-12
1.1000810861587524,2003-02-13
1.101677417755127,2003-02-14
1.1399972438812256,2003-02-18
1.120039463043213,2003-02-19
1.1024763584136963,2003-02-20
1.112055778503418,2003-02-21
1.0912998914718628,2003-02-24
1.0513838529586792,2003-02-25
1.0330227613449097,2003-02-26
1.038610816001892,2003-02-27
1.0673500299453735,2003-02-28
1.076930284500122,2003-03-03
1.0553758144378662,2003-03-04
1.03781259059906,2003-03-05
1.0705437660217285,2003-03-06
1.1024763584136963,2003-03-07
1.077728033065796,2003-03-10
1.1288210153579712,2003-03-11
1.1775181293487549,2003-03-12
1.1990725994110107,2003-03-13
1.196677565574646,2003-03-14
1.1855010986328125,2003-03-17
1.2222239971160889,2003-03-18
1.2294087409973145,2003-03-19
1.245375156402588,2003-03-20
1.2629377841949463,2003-03-21
1.2334001064300537,2003-03-24
1.2599117755889893,2003-03-25
1.2279011011123657,2003-03-26
1.2295423746109009,2003-03-27
1.2541663646697998,2003-03-28
1.243496298789978,2003-03-31
1.3050552606582642,2003-04-01
1.3346033096313477,2003-04-02
1.3567653894424438,2003-04-03
1.3748222589492798,2003-04-04
1.3543027639389038,2003-04-07
1.2820731401443481,2003-04-08
1.283714771270752,2003-04-09
1.2664780616760254,2003-04-10
1.2902811765670776,2003-04-11
1.3042343854904175,2003-04-14
1.346095085144043,2003-04-15
1.3551234006881714,2003-04-16
1.399445652961731,2003-04-17
1.3978042602539062,2003-04-21
1.4027292728424072,2003-04-22
1.438843846321106,2003-04-23
1.424070119857788,2003-04-24
1.4158622026443481,2003-04-25
1.4380228519439697,2003-04-28
1.4716758728027344,2003-04-29
1.52256441116333,2003-04-30
1.5069694519042969,2003-05-01
1.5283100605010986,2003-05-02
1.52256441116333,2003-05-05
1.52256441116333,2003-05-06
1.561141014099121,2003-05-07
1.538159728050232,2003-05-08
1.6030018329620361,2003-05-09
1.6350126266479492,2003-05-12
1.6497864723205566,2003-05-13
1.65389084815979,2003-05-14
1.6202378273010254,2003-05-15
1.6210596561431885,2003-05-16
1.5545750856399536,2003-05-19
1.5586789846420288,2003-05-20
1.5693491697311401,2003-05-21
1.5997190475463867,2003-05-22
1.5956145524978638,2003-05-23
1.5562165975570679,2003-05-27
1.5865859985351562,2003-05-28
1.5865859985351562,2003-05-29
1.571811556816101,2003-05-30
1.5841238498687744,2003-06-02
1.5791985988616943,2003-06-03
1.6448620557785034,2003-06-04
1.6719485521316528,2003-06-05
1.6916465759277344,2003-06-06
1.6727687120437622,2003-06-09
1.6415784358978271,2003-06-10
1.675230860710144,2003-06-11
1.682618260383606,2003-06-12
1.7154499292373657,2003-06-13
1.706421971321106,2003-06-16
1.703959345817566,2003-06-17
1.6653817892074585,2003-06-18
1.6481455564498901,2003-06-19
1.5767368078231812,2003-06-20
1.5553959608078003,2003-06-23
1.5783783197402954,2003-06-24
1.588227391242981,2003-06-25
1.5553959608078003,2003-06-26
1.571811556816101,2003-06-27
1.6218801736831665,2003-06-30
1.6259843111038208,2003-07-01
1.634191870689392,2003-07-02
1.6497864723205566,2003-07-03
1.678514003753662,2003-07-07
1.696571707725525,2003-07-08
1.7129878997802734,2003-07-09
1.675230860710144,2003-07-10
1.6703060865402222,2003-07-11
1.7072418928146362,2003-07-14
1.748281717300415,2003-07-15
1.7335071563720703,2003-07-16
1.720374345779419,2003-07-17
1.7343281507492065,2003-07-18
1.7335071563720703,2003-07-21
1.7515652179718018,2003-07-22
1.7400732040405273,2003-07-23
1.7154499292373657,2003-07-24
1.6949305534362793,2003-07-25
1.6998553276062012,2003-07-28
1.708883285522461,2003-07-29
1.6834393739700317,2003-07-30
1.6653817892074585,2003-07-31
1.5734533071517944,2003-08-01
1.5389798879623413,2003-08-04
1.6013591289520264,2003-08-05
1.564424753189087,2003-08-06
1.6497864723205566,2003-08-07
1.696571707725525,2003-08-08
1.6932886838912964,2003-08-11
1.6867221593856812,2003-08-12
1.6908265352249146,2003-08-13
1.7515652179718018,2003-08-14
1.708883285522461,2003-08-15
1.7277625799179077,2003-08-18
1.704779863357544,2003-08-19
1.6973927021026611,2003-08-20
1.6990346908569336,2003-08-21
1.7187331914901733,2003-08-22
1.694109559059143,2003-08-25
1.7072418928146362,2003-08-26
1.763055443763733,2003-08-27
1.7975292205810547,2003-08-28
1.8139444589614868,2003-08-29
1.8016324043273926,2003-09-02
1.8656545877456665,2003-09-03
1.948554277420044,2003-09-04
1.9764609336853027,2003-09-05
1.97153639793396,2003-09-08
1.9116184711456299,2003-09-09
1.9444494247436523,2003-09-10
1.961686611175537,2003-09-11
1.9378842115402222,2003-09-12
1.9001274108886719,2003-09-15
1.904232144355774,2003-09-16
1.883711814880371,2003-09-17
1.8960236310958862,2003-09-18
1.8869951963424683,2003-09-19
1.845955491065979,2003-09-22
1.8049160242080688,2003-09-23
1.841851830482483,2003-09-24
1.8246146440505981,2003-09-25
1.8344640731811523,2003-09-26
1.8500595092773438,2003-09-29
1.882069706916809,2003-09-30
1.905052661895752,2003-10-01
1.9945181608200073,2003-10-02
2.0281710624694824,2003-10-03
2.0486910343170166,2003-10-06
2.038020372390747,2003-10-07
2.077418327331543,2003-10-08
2.086446523666382,2003-10-09
2.0807015895843506,2003-10-10
2.1258442401885986,2003-10-13
2.0798799991607666,2003-10-14
2.068390130996704,2003-10-15
2.0199625492095947,2003-10-16
2.0027260780334473,2003-10-17
1.9969810247421265,2003-10-20
2.0109341144561768,2003-10-21
1.9698944091796875,2003-10-22
1.9370630979537964,2003-10-23
1.9419878721237183,2003-10-24
1.9329596757888794,2003-10-27
2.001905679702759,2003-10-28
1.9838478565216064,2003-10-29
1.9641493558883667,2003-10-30
1.9288543462753296,2003-10-31
1.97153639793396,2003-11-03
1.9633285999298096,2003-11-04
1.9321385622024536,2003-11-05
1.9969810247421265,2003-11-06
1.9961602687835693,2003-11-07
1.9698944091796875,2003-11-10
1.9370630979537964,2003-11-11
1.9904145002365112,2003-11-12
2.0273497104644775,2003-11-13
2.008471727371216,2003-11-14
1.9822065830230713,2003-11-17
2.0117552280426025,2003-11-18
2.0437653064727783,2003-11-19
2.013396739959717,2003-11-20
2.076681613922119,2003-11-21
2.098090648651123,2003-11-24
2.077538251876831,2003-11-25
2.056129217147827,2003-11-26
2.061267137527466,2003-11-28
2.177732467651367,2003-12-01
2.1734507083892822,2003-12-02
2.150329351425171,2003-12-03
2.153754711151123,2003-12-04
2.1708812713623047,2003-12-05
2.1708812713623047,2003-12-08
2.26251220703125,2003-12-09
2.2745020389556885,2003-12-10
2.3250272274017334,2003-12-11
2.3258838653564453,2003-12-12
2.3001935482025146,2003-12-15
2.3164634704589844,2003-12-16
2.3618507385253906,2003-12-17
2.419227123260498,2003-12-18
2.425222158432007,2003-12-19
2.487736463546753,2003-12-22
2.4466307163238525,2003-12-23
2.4406368732452393,2003-12-24
2.4046688079833984,2003-12-26
2.5065762996673584,2003-12-29
2.4894487857818604,2003-12-30
2.50400710105896,2003-12-31
2.5862185955047607,2004-01-02
2.774618625640869,2004-01-05
2.897078514099121,2004-01-06
2.8602545261383057,2004-01-07
2.8182923793792725,2004-01-08
2.8225746154785156,2004-01-09
2.9107797145843506,2004-01-12
2.8936526775360107,2004-01-13
2.814866781234741,2004-01-14
2.7086777687072754,2004-01-15
2.7694804668426514,2004-01-16
2.9210565090179443,2004-01-20
2.8474090099334717,2004-01-21
2.8131539821624756,2004-01-22
2.8302814960479736,2004-01-23
2.8302814960479736,2004-01-26
2.8225746154785156,2004-01-27
2.7583465576171875,2004-01-28
2.58022403717041,2004-01-29
2.517709493637085,2004-01-30
2.571660280227661,2004-02-02
2.5990633964538574,2004-02-03
2.559671401977539,2004-02-04
2.507431745529175,2004-02-05
2.5776548385620117,2004-02-06
2.6230411529541016,2004-02-09
2.6787052154541016,2004-02-10
2.7934584617614746,2004-02-11
2.816579818725586,2004-02-12
2.7626283168792725,2004-02-13
2.7412195205688477,2004-02-17
2.677849054336548,2004-02-18
2.5990633964538574,2004-02-19
2.599919557571411,2004-02-20
2.6324610710144043,2004-02-23
2.5776548385620117,2004-02-24
2.6624341011047363,2004-02-25
2.642738103866577,2004-02-26
