QGEN,Date
5.998684883117676,1997-09-03
5.878108024597168,1997-09-04
5.938396453857422,1997-09-05
6.089117527008057,1997-09-08
5.908252716064453,1997-09-09
6.134334087371826,1997-09-10
6.058974266052246,1997-09-11
6.058974266052246,1997-09-12
6.104189872741699,1997-09-15
6.164477825164795,1997-09-16
6.126798152923584,1997-09-17
5.546523094177246,1997-09-18
5.757532119750977,1997-09-19
5.938396453857422,1997-09-22
5.983613014221191,1997-09-23
5.780140399932861,1997-09-24
5.501306533813477,1997-09-25
5.501306533813477,1997-09-26
5.501306533813477,1997-09-29
5.606811046600342,1997-09-30
5.486234188079834,1997-10-01
5.516378879547119,1997-10-02
5.516378879547119,1997-10-03
5.516378879547119,1997-10-06
5.275225639343262,1997-10-07
5.079289436340332,1997-10-08
5.1697211265563965,1997-10-09
5.305370330810547,1997-10-10
5.275225639343262,1997-10-13
5.546523094177246,1997-10-14
5.576666831970215,1997-10-15
5.380730152130127,1997-10-16
5.184792995452881,1997-10-17
5.305370330810547,1997-10-20
5.21493673324585,1997-10-21
5.154649257659912,1997-10-22
5.320441722869873,1997-10-23
5.418410301208496,1997-10-24
4.612054347991943,1997-10-27
5.079289436340332,1997-10-28
5.260153770446777,1997-10-29
5.184792995452881,1997-10-30
5.493770122528076,1997-10-31
5.847964286804199,1997-11-03
5.80274772644043,1997-11-04
5.817821025848389,1997-11-05
5.667099952697754,1997-11-06
5.667099952697754,1997-11-07
5.780140399932861,1997-11-10
5.621883869171143,1997-11-11
5.365658760070801,1997-11-12
5.245081901550293,1997-11-13
5.260153770446777,1997-11-14
5.418410301208496,1997-11-17
5.418410301208496,1997-11-18
5.448554992675781,1997-11-19
5.486234188079834,1997-11-20
5.486234188079834,1997-11-21
5.380730152130127,1997-11-24
5.395802974700928,1997-11-25
5.471162796020508,1997-11-26
5.410873889923096,1997-11-28
5.591739654541016,1997-12-01
5.546523094177246,1997-12-02
5.456090450286865,1997-12-03
5.546523094177246,1997-12-04
5.501306533813477,1997-12-05
5.501306533813477,1997-12-08
5.516378879547119,1997-12-09
5.471162796020508,1997-12-10
5.3882670402526855,1997-12-11
5.395802974700928,1997-12-12
5.410873889923096,1997-12-15
5.42594575881958,1997-12-16
5.395802974700928,1997-12-17
5.275225639343262,1997-12-18
5.365658760070801,1997-12-19
5.410873889923096,1997-12-22
5.275225639343262,1997-12-23
5.267689228057861,1997-12-24
5.1697211265563965,1997-12-26
5.3505859375,1997-12-29
5.380730152130127,1997-12-30
5.380730152130127,1997-12-31
5.410873889923096,1998-01-02
5.42594575881958,1998-01-05
5.395802974700928,1998-01-06
5.395802974700928,1998-01-07
5.42594575881958,1998-01-08
5.0943603515625,1998-01-09
5.079289436340332,1998-01-12
5.0491437911987305,1998-01-13
5.199865341186523,1998-01-14
5.154649257659912,1998-01-15
5.154649257659912,1998-01-16
5.290297985076904,1998-01-20
5.245081901550293,1998-01-21
5.305370330810547,1998-01-22
5.546523094177246,1998-01-23
5.606811046600342,1998-01-26
5.682171821594238,1998-01-27
5.72738790512085,1998-01-28
5.659564018249512,1998-01-29
5.42594575881958,1998-01-30
5.456090450286865,1998-02-02
5.531451225280762,1998-02-03
5.516378879547119,1998-02-04
5.516378879547119,1998-02-05
5.546523094177246,1998-02-06
5.576666831970215,1998-02-09
6.511135578155518,1998-02-10
6.119262218475342,1998-02-11
5.983613014221191,1998-02-12
6.119262218475342,1998-02-13
6.058974266052246,1998-02-17
6.1795501708984375,1998-02-18
6.089117527008057,1998-02-19
6.058974266052246,1998-02-20
6.239838123321533,1998-02-23
6.156941890716553,1998-02-24
5.998684883117676,1998-02-25
5.863036632537842,1998-02-26
5.749996185302734,1998-02-27
5.7876763343811035,1998-03-02
5.697244167327881,1998-03-03
5.9233245849609375,1998-03-04
5.847964286804199,1998-03-05
6.209694862365723,1998-03-06
6.19462251663208,1998-03-09
6.239838123321533,1998-03-10
6.300126075744629,1998-03-11
6.330271244049072,1998-03-12
7.355171203613281,1998-03-13
8.19920825958252,1998-03-16
7.897766590118408,1998-03-17
8.018342018127441,1998-03-18
8.741802215576172,1998-03-19
9.163820266723633,1998-03-20
8.60615348815918,1998-03-23
8.432826042175293,1998-03-24
7.988199710845947,1998-03-25
7.731973648071289,1998-03-26
8.169063568115234,1998-03-27
8.108776092529297,1998-03-30
8.04848861694336,1998-03-31
8.033415794372559,1998-04-01
7.95805549621582,1998-04-02
8.500648498535156,1998-04-03
8.319784164428711,1998-04-06
8.003270149230957,1998-04-07
8.19920825958252,1998-04-08
8.530793190002441,1998-04-09
8.25949764251709,1998-04-13
8.138919830322266,1998-04-14
8.010807037353516,1998-04-15
8.033415794372559,1998-04-16
7.837477207183838,1998-04-17
7.837477207183838,1998-04-20
8.078630447387695,1998-04-21
8.108776092529297,1998-04-22
7.867622375488281,1998-04-23
7.716900825500488,1998-04-24
7.4757490158081055,1998-04-27
7.596325874328613,1998-04-28
7.927909851074219,1998-04-29
7.882695198059082,1998-04-30
7.882695198059082,1998-05-01
7.867622375488281,1998-05-04
7.7771897315979,1998-05-05
7.37024450302124,1998-05-06
7.332563877105713,1998-05-07
7.603860855102539,1998-05-08
7.792261123657227,1998-05-11
7.897766590118408,1998-05-12
7.731973648071289,1998-05-13
7.4757490158081055,1998-05-14
7.430532455444336,1998-05-15
7.4757490158081055,1998-05-18
7.460676670074463,1998-05-19
7.543572425842285,1998-05-20
7.4757490158081055,1998-05-21
7.528500556945801,1998-05-22
7.355171203613281,1998-05-26
7.355171203613281,1998-05-27
7.415460109710693,1998-05-28
7.415460109710693,1998-05-29
7.415460109710693,1998-06-01
7.536036968231201,1998-06-02
7.867622375488281,1998-06-03
7.724437236785889,1998-06-04
7.860086917877197,1998-06-05
8.033415794372559,1998-06-08
7.897766590118408,1998-06-09
7.7771897315979,1998-06-10
7.837477207183838,1998-06-11
7.626469135284424,1998-06-12
7.460676670074463,1998-06-15
7.536036968231201,1998-06-16
7.95805549621582,1998-06-17
7.95805549621582,1998-06-18
7.988199710845947,1998-06-19
7.927909851074219,1998-06-22
7.82240629196167,1998-06-23
7.8525495529174805,1998-06-24
7.64154052734375,1998-06-25
7.618932723999023,1998-06-26
7.649077415466309,1998-06-29
7.596325874328613,1998-06-30
7.596325874328613,1998-07-01
7.536036968231201,1998-07-02
7.536036968231201,1998-07-06
7.4229960441589355,1998-07-07
7.377780437469482,1998-07-08
7.294884204864502,1998-07-09
7.23459529876709,1998-07-10
7.23459529876709,1998-07-13
7.294884204864502,1998-07-14
7.385316371917725,1998-07-15
7.460676670074463,1998-07-16
7.355171203613281,1998-07-17
7.355171203613281,1998-07-20
7.325027942657471,1998-07-21
7.355171203613281,1998-07-22
7.596325874328613,1998-07-23
7.747045516967773,1998-07-24
7.973127841949463,1998-07-27
7.882695198059082,1998-07-28
7.747045516967773,1998-07-29
7.7771897315979,1998-07-30
7.7771897315979,1998-07-31
7.769654273986816,1998-08-03
7.634004592895508,1998-08-04
7.596325874328613,1998-08-05
7.4757490158081055,1998-08-06
7.671685218811035,1998-08-07
7.460676670074463,1998-08-10
7.1893792152404785,1998-08-11
7.4757490158081055,1998-08-12
7.4757490158081055,1998-08-13
7.4229960441589355,1998-08-14
7.294884204864502,1998-08-17
7.490820407867432,1998-08-18
7.114017963409424,1998-08-19
7.1893792152404785,1998-08-20
7.023586273193359,1998-08-21
6.782433032989502,1998-08-24
6.812577247619629,1998-08-25
6.631712913513184,1998-08-26
6.239838123321533,1998-08-27
6.028829097747803,1998-08-28
5.998684883117676,1998-08-31
5.908252716064453,1998-09-01
6.224766254425049,1998-09-02
6.254911422729492,1998-09-03
6.1494059562683105,1998-09-04
6.601568222045898,1998-09-08
6.586495876312256,1998-09-09
6.496063709259033,1998-09-10
6.57142448425293,1998-09-11
6.420703411102295,1998-09-14
6.473455905914307,1998-09-15
6.631712913513184,1998-09-16
6.631712913513184,1998-09-17
6.661856174468994,1998-09-18
6.752288818359375,1998-09-21
6.691999435424805,1998-09-22
6.993443012237549,1998-09-23
6.782433032989502,1998-09-24
6.752288818359375,1998-09-25
6.737216472625732,1998-09-28
6.752288818359375,1998-09-29
6.57142448425293,1998-09-30
6.1494059562683105,1998-10-01
6.028829097747803,1998-10-02
5.863036632537842,1998-10-05
5.878108024597168,1998-10-06
5.878108024597168,1998-10-07
5.7876763343811035,1998-10-08
5.780140399932861,1998-10-09
6.19462251663208,1998-10-12
6.209694862365723,1998-10-13
6.209694862365723,1998-10-14
6.631712913513184,1998-10-15
6.789969444274902,1998-10-16
6.90300989151001,1998-10-19
7.294884204864502,1998-10-20
7.174306869506836,1998-10-21
6.9557623863220215,1998-10-22
6.993443012237549,1998-10-23
6.993443012237549,1998-10-26
6.933154106140137,1998-10-27
6.993443012237549,1998-10-28
6.993443012237549,1998-10-29
7.325027942657471,1998-10-30
7.7771897315979,1998-11-02
7.845013618469238,1998-11-03
7.8525495529174805,1998-11-04
7.626469135284424,1998-11-05
7.762117862701416,1998-11-06
7.867622375488281,1998-11-09
7.867622375488281,1998-11-10
8.018342018127441,1998-11-11
8.063559532165527,1998-11-12
7.942981719970703,1998-11-13
7.942981719970703,1998-11-16
7.95805549621582,1998-11-17
7.905303001403809,1998-11-18
7.7771897315979,1998-11-19
7.671685218811035,1998-11-20
7.520965576171875,1998-11-23
7.56618070602417,1998-11-24
7.430532455444336,1998-11-25
7.596325874328613,1998-11-27
7.355171203613281,1998-11-30
7.249667167663574,1998-12-01
7.325027942657471,1998-12-02
7.4757490158081055,1998-12-03
7.294884204864502,1998-12-04
7.362708568572998,1998-12-07
7.37024450302124,1998-12-08
7.430532455444336,1998-12-09
7.44560432434082,1998-12-10
7.460676670074463,1998-12-11
7.385316371917725,1998-12-14
7.4757490158081055,1998-12-15
7.392851829528809,1998-12-16
7.400388240814209,1998-12-17
7.626469135284424,1998-12-18
7.656614780426025,1998-12-21
7.581253528594971,1998-12-22
8.018342018127441,1998-12-23
8.018342018127441,1998-12-24
7.716900825500488,1998-12-28
7.686756610870361,1998-12-29
7.626469135284424,1998-12-30
7.264739513397217,1998-12-31
7.897766590118408,1999-01-04
8.862378120422363,1999-01-05
8.500648498535156,1999-01-06
8.741802215576172,1999-01-07
8.681513786315918,1999-01-08
8.598617553710938,1999-01-11
8.500648498535156,1999-01-12
8.078630447387695,1999-01-13
8.41021728515625,1999-01-14
8.560937881469727,1999-01-15
8.319784164428711,1999-01-19
8.440361976623535,1999-01-20
8.380072593688965,1999-01-21
8.41021728515625,1999-01-22
8.500648498535156,1999-01-25
8.440361976623535,1999-01-26
8.349928855895996,1999-01-27
8.319784164428711,1999-01-28
8.30471134185791,1999-01-29
8.229351997375488,1999-02-01
8.41021728515625,1999-02-02
8.491229057312012,1999-02-03
8.470505714416504,1999-02-04
8.726730346679688,1999-02-05
9.31454086303711,1999-02-08
9.284398078918457,1999-02-09
9.07338809967041,1999-02-10
9.284398078918457,1999-02-11
9.435118675231934,1999-02-12
9.37483024597168,1999-02-16
9.254252433776855,1999-02-17
9.133676528930664,1999-02-18
9.37483024597168,1999-02-19
9.224109649658203,1999-02-22
9.07338809967041,1999-02-23
9.148749351501465,1999-02-24
8.726730346679688,1999-02-25
8.734267234802246,1999-02-26
8.349928855895996,1999-03-01
8.380072593688965,1999-03-02
8.440361976623535,1999-03-03
8.365001678466797,1999-03-04
8.41021728515625,1999-03-05
8.62122631072998,1999-03-08
8.741802215576172,1999-03-09
8.440361976623535,1999-03-10
8.380072593688965,1999-03-11
8.19920825958252,1999-03-12
8.349928855895996,1999-03-15
8.289640426635742,1999-03-16
8.817163467407227,1999-03-17
9.013099670410156,1999-03-18
8.62122631072998,1999-03-19
8.591081619262695,1999-03-22
8.380072593688965,1999-03-23
8.15399169921875,1999-03-24
8.25949764251709,1999-03-25
8.244423866271973,1999-03-26
8.093703269958496,1999-03-29
8.274568557739258,1999-03-30
8.214280128479004,1999-03-31
8.455432891845703,1999-04-01
8.274568557739258,1999-04-05
8.25949764251709,1999-04-06
8.244423866271973,1999-04-07
8.440361976623535,1999-04-08
8.349928855895996,1999-04-09
8.349928855895996,1999-04-12
8.560937881469727,1999-04-13
8.65137004852295,1999-04-14
8.681513786315918,1999-04-15
8.591081619262695,1999-04-16
8.681513786315918,1999-04-19
8.636297225952148,1999-04-20
8.62122631072998,1999-04-21
8.681513786315918,1999-04-22
8.530793190002441,1999-04-23
8.530793190002441,1999-04-26
8.65137004852295,1999-04-27
8.681513786315918,1999-04-28
8.681513786315918,1999-04-29
8.832235336303711,1999-04-30
8.560937881469727,1999-05-03
8.802090644836426,1999-05-04
8.998028755187988,1999-05-05
9.31454086303711,1999-05-06
9.37483024597168,1999-05-07
9.284398078918457,1999-05-10
9.435118675231934,1999-05-11
9.31454086303711,1999-05-12
9.344684600830078,1999-05-13
9.555694580078125,1999-05-14
9.163820266723633,1999-05-17
9.163820266723633,1999-05-18
9.133676528930664,1999-05-19
8.832235336303711,1999-05-20
8.862378120422363,1999-05-21
8.862378120422363,1999-05-24
8.726730346679688,1999-05-25
8.681513786315918,1999-05-26
8.576008796691895,1999-05-27
8.455432891845703,1999-05-28
8.591081619262695,1999-06-01
8.470505714416504,1999-06-02
8.515721321105957,1999-06-03
8.485577583312988,1999-06-04
8.598617553710938,1999-06-07
8.681513786315918,1999-06-08
8.741802215576172,1999-06-09
8.719195365905762,1999-06-10
8.591081619262695,1999-06-11
8.32732105255127,1999-06-14
8.214280128479004,1999-06-15
8.319784164428711,1999-06-16
8.440361976623535,1999-06-17
8.274568557739258,1999-06-18
8.440361976623535,1999-06-21
8.560937881469727,1999-06-22
8.447897911071777,1999-06-23
8.39514446258545,1999-06-24
8.440361976623535,1999-06-25
8.244423866271973,1999-06-28
8.30471134185791,1999-06-29
8.19920825958252,1999-06-30
8.078630447387695,1999-07-01
7.912837505340576,1999-07-02
8.206744194030762,1999-07-06
8.289640426635742,1999-07-07
8.470505714416504,1999-07-08
8.711658477783203,1999-07-09
8.711658477783203,1999-07-12
8.508185386657715,1999-07-13
8.591081619262695,1999-07-14
8.681513786315918,1999-07-15
8.982955932617188,1999-07-16
9.193964958190918,1999-07-19
9.284398078918457,1999-07-20
9.043244361877441,1999-07-21
9.163820266723633,1999-07-22
8.982955932617188,1999-07-23
8.62122631072998,1999-07-26
8.92266845703125,1999-07-27
8.92266845703125,1999-07-28
8.681513786315918,1999-07-29
8.681513786315918,1999-07-30
8.440361976623535,1999-08-02
8.65137004852295,1999-08-03
8.380072593688965,1999-08-04
8.229351997375488,1999-08-05
8.138919830322266,1999-08-06
8.62122631072998,1999-08-09
8.289640426635742,1999-08-10
8.711658477783203,1999-08-11
8.92266845703125,1999-08-12
9.043244361877441,1999-08-13
9.103532791137695,1999-08-16
8.892523765563965,1999-08-17
8.892523765563965,1999-08-18
8.802090644836426,1999-08-19
8.681513786315918,1999-08-20
8.711658477783203,1999-08-23
8.892523765563965,1999-08-24
8.726730346679688,1999-08-25
8.892523765563965,1999-08-26
8.802090644836426,1999-08-27
9.088459968566895,1999-08-30
10.55045223236084,1999-08-31
10.369585990905762,1999-09-01
10.188720703125,1999-09-02
10.128433227539062,1999-09-03
10.098288536071777,1999-09-07
9.796847343444824,1999-09-08
9.887280464172363,1999-09-09
10.128433227539062,1999-09-10
10.490163803100586,1999-09-13
10.520307540893555,1999-09-14
10.158577919006348,1999-09-15
10.188720703125,1999-09-16
10.098288536071777,1999-09-17
10.24901008605957,1999-09-20
10.098288536071777,1999-09-21
10.128433227539062,1999-09-22
10.03800106048584,1999-09-23
9.676271438598633,1999-09-24
10.03800106048584,1999-09-27
10.068144798278809,1999-09-28
10.068144798278809,1999-09-29
10.279153823852539,1999-09-30
10.851893424987793,1999-10-01
11.394488334655762,1999-10-04
11.153334617614746,1999-10-05
11.334198951721191,1999-10-06
11.575352668762207,1999-10-07
11.72607421875,1999-10-08
12.19330883026123,1999-10-11
12.268668174743652,1999-10-12
12.298811912536621,1999-10-13
12.404317855834961,1999-10-14
11.816505432128906,1999-10-15
11.816505432128906,1999-10-18
12.419389724731445,1999-10-19
12.17823600769043,1999-10-20
12.298811912536621,1999-10-21
12.17823600769043,1999-10-22
12.359099388122559,1999-10-25
12.600252151489258,1999-10-26
12.811262130737305,1999-10-27
12.766046524047852,1999-10-28
12.871550559997559,1999-10-29
12.84140682220459,1999-11-01
12.781118392944336,1999-11-02
13.95673942565918,1999-11-03
14.951498031616211,1999-11-04
14.830920219421387,1999-11-05
14.650055885314941,1999-11-08
14.68019962310791,1999-11-09
15.463947296142578,1999-11-10
16.39841651916504,1999-11-11
15.614669799804688,1999-11-12
15.13236141204834,1999-11-15
14.951498031616211,1999-11-16
14.951498031616211,1999-11-17
15.192649841308594,1999-11-18
15.494091033935547,1999-11-19
15.795533180236816,1999-11-22
14.951498031616211,1999-11-23
15.43380355834961,1999-11-24
15.524235725402832,1999-11-26
16.39841651916504,1999-11-29
16.15726089477539,1999-11-30
16.7902889251709,1999-12-01
16.88072395324707,1999-12-02
17.845335006713867,1999-12-03
18.23720932006836,1999-12-06
19.14153480529785,1999-12-07
19.171676635742188,1999-12-08
18.70444107055664,1999-12-09
18.568796157836914,1999-12-10
20.136289596557617,1999-12-13
19.8951358795166,1999-12-14
18.20706558227539,1999-12-15
18.17691993713379,1999-12-16
17.845335006713867,1999-12-17
16.88072395324707,1999-12-20
16.639568328857422,1999-12-21
18.327640533447266,1999-12-22
17.36302947998047,1999-12-23
18.327640533447266,1999-12-27
19.231966018676758,1999-12-28
18.20706558227539,1999-12-29
18.448217391967773,1999-12-30
18.20706558227539,1999-12-31
19.774559020996094,2000-01-03
18.20706558227539,2000-01-04
18.68937110900879,2000-01-05
18.146774291992188,2000-01-06
19.292255401611328,2000-01-07
24.115318298339844,2000-01-10
23.36171531677246,2000-01-11
22.879405975341797,2000-01-12
23.21099281311035,2000-01-13
24.341398239135742,2000-01-14
25.321083068847656,2000-01-18
25.954111099243164,2000-01-19
26.888578414916992,2000-01-20
29.179534912109375,2000-01-21
31.108760833740234,2000-01-24
29.902996063232422,2000-01-25
29.420686721801758,2000-01-26
29.058958053588867,2000-01-27
26.285696029663086,2000-01-28
23.844018936157227,2000-01-31
27.49146270751953,2000-02-01
27.853191375732422,2000-02-02
31.199190139770508,2000-02-03
32.25423812866211,2000-02-04
32.91740798950195,2000-02-07
33.76144790649414,2000-02-08
31.591066360473633,2000-02-09
31.108760833740234,2000-02-10
31.591066360473633,2000-02-11
30.86383628845215,2000-02-14
30.86760711669922,2000-02-15
31.108760833740234,2000-02-16
33.17362976074219,2000-02-17
37.37874221801758,2000-02-18
38.855804443359375,2000-02-22
42.201805114746094,2000-02-23
