MLM,Date
12.79183578491211,1994-09-23
13.044305801391602,1994-09-26
12.79183578491211,1994-09-27
13.044305801391602,1994-09-28
13.128461837768555,1994-09-29
13.465091705322266,1994-09-30
13.549247741699219,1994-10-03
13.549247741699219,1994-10-04
13.633400917053223,1994-10-05
13.970032691955566,1994-10-06
13.970032691955566,1994-10-07
14.306655883789062,1994-10-10
14.72743034362793,1994-10-11
14.72743034362793,1994-10-12
14.81159496307373,1994-10-13
15.064070701599121,1994-10-14
14.81159496307373,1994-10-17
14.559133529663086,1994-10-18
14.559133529663086,1994-10-19
13.970032691955566,1994-10-20
13.885876655578613,1994-10-21
13.970032691955566,1994-10-24
13.633400917053223,1994-10-25
13.633400917053223,1994-10-26
13.717570304870605,1994-10-27
13.970032691955566,1994-10-28
13.885876655578613,1994-10-31
13.465091705322266,1994-11-01
13.465091705322266,1994-11-02
13.296775817871094,1994-11-03
13.380935668945312,1994-11-04
13.296775817871094,1994-11-07
13.465091705322266,1994-11-08
13.296775817871094,1994-11-09
13.296775817871094,1994-11-10
12.960153579711914,1994-11-11
12.960153579711914,1994-11-14
12.960153579711914,1994-11-15
12.960153579711914,1994-11-16
12.79183578491211,1994-11-17
12.960153579711914,1994-11-18
12.960153579711914,1994-11-21
12.87598991394043,1994-11-22
12.79183578491211,1994-11-23
12.950965881347656,1994-11-25
12.7816801071167,1994-11-28
12.612385749816895,1994-11-29
12.189151763916016,1994-11-30
12.358439445495605,1994-12-01
12.44309139251709,1994-12-02
12.612385749816895,1994-12-05
12.44309139251709,1994-12-06
12.44309139251709,1994-12-07
12.358439445495605,1994-12-08
12.44309139251709,1994-12-09
12.44309139251709,1994-12-12
12.44309139251709,1994-12-13
12.44309139251709,1994-12-14
11.850557327270508,1994-12-15
12.01986026763916,1994-12-16
11.935209274291992,1994-12-19
11.935209274291992,1994-12-20
11.596623420715332,1994-12-21
11.51197338104248,1994-12-22
11.765915870666504,1994-12-23
12.01986026763916,1994-12-27
12.01986026763916,1994-12-28
11.850557327270508,1994-12-29
12.01986026763916,1994-12-30
12.01986026763916,1995-01-03
11.51197338104248,1995-01-04
11.342681884765625,1995-01-05
11.850557327270508,1995-01-06
12.104499816894531,1995-01-09
12.44309139251709,1995-01-10
12.358439445495605,1995-01-11
12.7816801071167,1995-01-12
12.697032928466797,1995-01-13
12.866326332092285,1995-01-16
13.120261192321777,1995-01-17
13.035623550415039,1995-01-18
12.7816801071167,1995-01-19
12.697032928466797,1995-01-20
13.120261192321777,1995-01-23
12.52773666381836,1995-01-24
12.697032928466797,1995-01-25
12.697032928466797,1995-01-26
12.44309139251709,1995-01-27
12.52773666381836,1995-01-30
12.44309139251709,1995-01-31
12.612385749816895,1995-02-01
12.52773666381836,1995-02-02
12.697032928466797,1995-02-03
13.035623550415039,1995-02-06
12.950965881347656,1995-02-07
12.697032928466797,1995-02-08
12.866326332092285,1995-02-09
12.697032928466797,1995-02-10
12.866326332092285,1995-02-13
12.866326332092285,1995-02-14
12.950965881347656,1995-02-15
12.866326332092285,1995-02-16
12.52773666381836,1995-02-17
12.697032928466797,1995-02-21
12.697032928466797,1995-02-22
12.771963119506836,1995-02-23
12.771963119506836,1995-02-24
12.686814308166504,1995-02-27
12.686814308166504,1995-02-28
12.686814308166504,1995-03-01
12.601666450500488,1995-03-02
12.601666450500488,1995-03-03
12.601666450500488,1995-03-06
12.601666450500488,1995-03-07
12.686814308166504,1995-03-08
12.686814308166504,1995-03-09
12.771963119506836,1995-03-10
12.857107162475586,1995-03-13
12.94225025177002,1995-03-14
13.0274019241333,1995-03-15
13.0274019241333,1995-03-16
13.0274019241333,1995-03-17
13.0274019241333,1995-03-20
12.771963119506836,1995-03-21
12.771963119506836,1995-03-22
12.94225025177002,1995-03-23
12.857107162475586,1995-03-24
12.94225025177002,1995-03-27
13.197688102722168,1995-03-28
13.0274019241333,1995-03-29
12.94225025177002,1995-03-30
13.0274019241333,1995-03-31
13.197688102722168,1995-04-03
13.28283405303955,1995-04-04
13.197688102722168,1995-04-05
13.453128814697266,1995-04-06
13.538275718688965,1995-04-07
13.538275718688965,1995-04-10
13.623421669006348,1995-04-11
13.708576202392578,1995-04-12
13.708576202392578,1995-04-13
13.708576202392578,1995-04-17
13.708576202392578,1995-04-18
13.708576202392578,1995-04-19
13.623421669006348,1995-04-20
13.367980003356934,1995-04-21
13.793712615966797,1995-04-24
13.964012145996094,1995-04-25
13.964012145996094,1995-04-26
13.964012145996094,1995-04-27
14.134302139282227,1995-04-28
14.049155235290527,1995-05-01
14.049155235290527,1995-05-02
14.049155235290527,1995-05-03
14.21944522857666,1995-05-04
14.21944522857666,1995-05-05
14.304590225219727,1995-05-08
14.560032844543457,1995-05-09
14.645180702209473,1995-05-10
14.645180702209473,1995-05-11
14.560032844543457,1995-05-12
14.560032844543457,1995-05-15
14.645180702209473,1995-05-16
14.645180702209473,1995-05-17
14.645180702209473,1995-05-18
14.815474510192871,1995-05-19
14.645180702209473,1995-05-22
14.73032283782959,1995-05-23
14.560032844543457,1995-05-24
14.549761772155762,1995-05-25
14.549761772155762,1995-05-26
14.549761772155762,1995-05-30
14.549761772155762,1995-05-31
14.378585815429688,1995-06-01
14.378585815429688,1995-06-02
14.378585815429688,1995-06-05
14.464179992675781,1995-06-06
14.378585815429688,1995-06-07
14.549761772155762,1995-06-08
14.464179992675781,1995-06-09
14.635347366333008,1995-06-12
14.464179992675781,1995-06-13
14.378585815429688,1995-06-14
13.950657844543457,1995-06-15
14.207417488098145,1995-06-16
13.693890571594238,1995-06-19
13.693890571594238,1995-06-20
13.608304977416992,1995-06-21
13.608304977416992,1995-06-22
13.693890571594238,1995-06-23
13.608304977416992,1995-06-26
13.608304977416992,1995-06-27
13.608304977416992,1995-06-28
13.522721290588379,1995-06-29
13.693890571594238,1995-06-30
13.693890571594238,1995-07-03
13.608304977416992,1995-07-05
13.693890571594238,1995-07-06
13.693890571594238,1995-07-07
13.865060806274414,1995-07-10
13.608304977416992,1995-07-11
13.865060806274414,1995-07-12
14.036243438720703,1995-07-13
13.522721290588379,1995-07-14
13.693890571594238,1995-07-17
13.693890571594238,1995-07-18
13.180379867553711,1995-07-19
13.351541519165039,1995-07-20
13.351541519165039,1995-07-21
13.608304977416992,1995-07-24
13.693890571594238,1995-07-25
13.693890571594238,1995-07-26
13.865060806274414,1995-07-27
13.779489517211914,1995-07-28
13.693890571594238,1995-07-31
13.693890571594238,1995-08-01
13.522721290588379,1995-08-02
13.693890571594238,1995-08-03
13.693890571594238,1995-08-04
13.608304977416992,1995-08-07
13.693890571594238,1995-08-08
13.437132835388184,1995-08-09
13.437132835388184,1995-08-10
13.351541519165039,1995-08-11
13.522721290588379,1995-08-14
13.693890571594238,1995-08-15
13.26595687866211,1995-08-16
13.351541519165039,1995-08-17
13.437132835388184,1995-08-18
13.26595687866211,1995-08-21
13.26595687866211,1995-08-22
13.26595687866211,1995-08-23
13.00919246673584,1995-08-24
12.838028907775879,1995-08-25
12.838028907775879,1995-08-28
12.923613548278809,1995-08-29
12.913288116455078,1995-08-30
13.085453033447266,1995-08-31
12.999367713928223,1995-09-01
12.999367713928223,1995-09-05
12.999367713928223,1995-09-06
12.741106033325195,1995-09-07
12.827195167541504,1995-09-08
12.827195167541504,1995-09-11
13.171550750732422,1995-09-12
13.34372329711914,1995-09-13
13.257644653320312,1995-09-14
13.34372329711914,1995-09-15
13.34372329711914,1995-09-18
13.4298095703125,1995-09-19
13.601990699768066,1995-09-20
13.4298095703125,1995-09-21
13.601990699768066,1995-09-22
13.51590347290039,1995-09-25
13.601990699768066,1995-09-26
13.601990699768066,1995-09-27
13.601990699768066,1995-09-28
13.51590347290039,1995-09-29
13.51590347290039,1995-10-02
13.34372329711914,1995-10-03
12.999367713928223,1995-10-04
12.999367713928223,1995-10-05
13.34372329711914,1995-10-06
13.34372329711914,1995-10-09
13.4298095703125,1995-10-10
13.688076972961426,1995-10-11
13.601990699768066,1995-10-12
13.688076972961426,1995-10-13
13.688076972961426,1995-10-16
13.774165153503418,1995-10-17
14.032437324523926,1995-10-18
13.94633960723877,1995-10-19
13.774165153503418,1995-10-20
13.601990699768066,1995-10-23
13.601990699768066,1995-10-24
13.4298095703125,1995-10-25
13.34372329711914,1995-10-26
13.257644653320312,1995-10-27
13.34372329711914,1995-10-30
13.085453033447266,1995-10-31
13.085453033447266,1995-11-01
13.171550750732422,1995-11-02
13.51590347290039,1995-11-03
13.601990699768066,1995-11-06
13.601990699768066,1995-11-07
13.688076972961426,1995-11-08
13.860260963439941,1995-11-09
13.774165153503418,1995-11-10
13.774165153503418,1995-11-13
13.774165153503418,1995-11-14
13.688076972961426,1995-11-15
13.94633960723877,1995-11-16
13.94633960723877,1995-11-17
13.774165153503418,1995-11-20
13.774165153503418,1995-11-21
13.601990699768066,1995-11-22
13.601990699768066,1995-11-24
13.94633960723877,1995-11-27
13.94633960723877,1995-11-28
14.109077453613281,1995-11-29
14.109077453613281,1995-11-30
14.022509574890137,1995-12-01
14.195637702941895,1995-12-04
14.28218936920166,1995-12-05
14.368751525878906,1995-12-06
14.541863441467285,1995-12-07
14.801539421081543,1995-12-08
14.801539421081543,1995-12-11
14.88810920715332,1995-12-12
15.234335899353027,1995-12-13
15.14777946472168,1995-12-14
15.234335899353027,1995-12-15
15.061226844787598,1995-12-18
15.14777946472168,1995-12-19
14.88810920715332,1995-12-20
14.88810920715332,1995-12-21
14.801539421081543,1995-12-22
14.801539421081543,1995-12-26
14.714986801147461,1995-12-27
14.541863441467285,1995-12-28
14.28218936920166,1995-12-29
14.28218936920166,1996-01-02
14.368751525878906,1996-01-03
14.195637702941895,1996-01-04
14.195637702941895,1996-01-05
14.28218936920166,1996-01-08
14.455302238464355,1996-01-09
14.455302238464355,1996-01-10
14.541863441467285,1996-01-11
14.714986801147461,1996-01-12
14.801539421081543,1996-01-15
14.628435134887695,1996-01-16
14.628435134887695,1996-01-17
14.195637702941895,1996-01-18
14.109077453613281,1996-01-19
14.195637702941895,1996-01-22
14.541863441467285,1996-01-23
14.541863441467285,1996-01-24
14.541863441467285,1996-01-25
14.455302238464355,1996-01-26
14.28218936920166,1996-01-29
14.628435134887695,1996-01-30
14.628435134887695,1996-01-31
15.061226844787598,1996-02-01
15.234335899353027,1996-02-02
15.234335899353027,1996-02-05
15.320895195007324,1996-02-06
15.320895195007324,1996-02-07
15.753691673278809,1996-02-08
15.753691673278809,1996-02-09
15.753691673278809,1996-02-12
15.494019508361816,1996-02-13
15.58057689666748,1996-02-14
15.926817893981934,1996-02-15
16.09993553161621,1996-02-16
15.926817893981934,1996-02-20
15.926817893981934,1996-02-21
15.840251922607422,1996-02-22
15.753691673278809,1996-02-23
15.753691673278809,1996-02-26
15.753691673278809,1996-02-27
15.743250846862793,1996-02-28
15.656280517578125,1996-02-29
15.569293022155762,1996-03-01
15.830242156982422,1996-03-04
15.743250846862793,1996-03-05
15.743250846862793,1996-03-06
15.656280517578125,1996-03-07
15.221378326416016,1996-03-08
15.221378326416016,1996-03-11
15.134403228759766,1996-03-12
15.134403228759766,1996-03-13
15.395330429077148,1996-03-14
15.569293022155762,1996-03-15
15.656280517578125,1996-03-18
15.830242156982422,1996-03-19
15.917210578918457,1996-03-20
15.656280517578125,1996-03-21
15.656280517578125,1996-03-22
15.830242156982422,1996-03-25
15.917210578918457,1996-03-26
15.917210578918457,1996-03-27
16.004199981689453,1996-03-28
15.830242156982422,1996-03-29
15.830242156982422,1996-04-01
15.656280517578125,1996-04-02
15.656280517578125,1996-04-03
15.830242156982422,1996-04-04
15.743250846862793,1996-04-08
15.656280517578125,1996-04-09
15.656280517578125,1996-04-10
15.221378326416016,1996-04-11
15.308350563049316,1996-04-12
15.308350563049316,1996-04-15
14.960439682006836,1996-04-16
15.047412872314453,1996-04-17
14.960439682006836,1996-04-18
15.134403228759766,1996-04-19
15.482312202453613,1996-04-22
15.221378326416016,1996-04-23
15.308350563049316,1996-04-24
15.308350563049316,1996-04-25
15.482312202453613,1996-04-26
15.482312202453613,1996-04-29
15.917210578918457,1996-04-30
16.091171264648438,1996-05-01
16.004199981689453,1996-05-02
16.091171264648438,1996-05-03
16.352102279663086,1996-05-06
16.439088821411133,1996-05-07
16.613054275512695,1996-05-08
16.78700065612793,1996-05-09
16.96096420288086,1996-05-10
17.134920120239258,1996-05-13
16.96096420288086,1996-05-14
16.873985290527344,1996-05-15
16.78700065612793,1996-05-16
16.70001792907715,1996-05-17
16.78700065612793,1996-05-20
16.78700065612793,1996-05-21
16.78700065612793,1996-05-22
16.78700065612793,1996-05-23
17.047937393188477,1996-05-24
16.96096420288086,1996-05-28
16.950481414794922,1996-05-29
16.863101959228516,1996-05-30
16.863101959228516,1996-05-31
16.77573013305664,1996-06-03
16.863101959228516,1996-06-04
16.863101959228516,1996-06-05
16.77573013305664,1996-06-06
16.77573013305664,1996-06-07
16.77573013305664,1996-06-10
16.863101959228516,1996-06-11
16.863101959228516,1996-06-12
16.77573013305664,1996-06-13
16.863101959228516,1996-06-14
16.77573013305664,1996-06-17
16.77573013305664,1996-06-18
16.77573013305664,1996-06-19
16.77573013305664,1996-06-20
16.863101959228516,1996-06-21
16.77573013305664,1996-06-24
16.60097885131836,1996-06-25
16.3388671875,1996-06-26
16.513612747192383,1996-06-27
16.950481414794922,1996-06-28
16.950481414794922,1996-07-01
16.863101959228516,1996-07-02
17.299978256225586,1996-07-03
17.299978256225586,1996-07-05
17.037858963012695,1996-07-08
17.037858963012695,1996-07-09
16.950481414794922,1996-07-10
16.77573013305664,1996-07-11
16.688352584838867,1996-07-12
16.3388671875,1996-07-15
15.989363670349121,1996-07-16
15.814614295959473,1996-07-17
15.72725772857666,1996-07-18
15.814614295959473,1996-07-19
16.076744079589844,1996-07-22
15.989363670349121,1996-07-23
15.72725772857666,1996-07-24
15.72725772857666,1996-07-25
16.16411590576172,1996-07-26
15.989363670349121,1996-07-29
16.076744079589844,1996-07-30
15.814614295959473,1996-07-31
16.25149917602539,1996-08-01
16.25149917602539,1996-08-02
16.426237106323242,1996-08-05
16.16411590576172,1996-08-06
16.16411590576172,1996-08-07
16.076744079589844,1996-08-08
16.16411590576172,1996-08-09
16.076744079589844,1996-08-12
15.989363670349121,1996-08-13
15.902000427246094,1996-08-14
15.902000427246094,1996-08-15
15.814614295959473,1996-08-16
15.814614295959473,1996-08-19
15.639883041381836,1996-08-20
15.639883041381836,1996-08-21
15.72725772857666,1996-08-22
15.639883041381836,1996-08-23
15.552506446838379,1996-08-26
15.290379524230957,1996-08-27
15.111161231994629,1996-08-28
15.550436019897461,1996-08-29
15.462568283081055,1996-08-30
15.374722480773926,1996-09-03
15.550436019897461,1996-09-04
15.462568283081055,1996-09-05
15.462568283081055,1996-09-06
15.550436019897461,1996-09-09
15.462568283081055,1996-09-10
15.462568283081055,1996-09-11
15.462568283081055,1996-09-12
15.286865234375,1996-09-13
14.408305168151855,1996-09-16
14.056884765625,1996-09-17
14.408305168151855,1996-09-18
14.759735107421875,1996-09-19
14.847593307495117,1996-09-20
15.111161231994629,1996-09-23
15.550436019897461,1996-09-24
15.901856422424316,1996-09-25
15.462568283081055,1996-09-26
15.374722480773926,1996-09-27
15.023300170898438,1996-09-30
15.023300170898438,1996-10-01
15.199013710021973,1996-10-02
15.199013710021973,1996-10-03
15.286865234375,1996-10-04
15.550436019897461,1996-10-07
15.989717483520508,1996-10-08
15.462568283081055,1996-10-09
15.111161231994629,1996-10-10
15.111161231994629,1996-10-11
14.935447692871094,1996-10-14
15.023300170898438,1996-10-15
14.847593307495117,1996-10-16
14.759735107421875,1996-10-17
14.847593307495117,1996-10-18
17.04397201538086,1996-10-21
16.780420303344727,1996-10-22
16.69256019592285,1996-10-23
16.780420303344727,1996-10-24
17.39539337158203,1996-10-25
17.658971786499023,1996-10-28
17.13182258605957,1996-10-29
16.780420303344727,1996-10-30
16.69256019592285,1996-10-31
16.71451759338379,1996-11-01
16.077560424804688,1996-11-04
16.34113311767578,1996-11-05
16.604692459106445,1996-11-06
16.516847610473633,1996-11-07
16.604692459106445,1996-11-08
16.604692459106445,1996-11-11
16.42899513244629,1996-11-12
16.165420532226562,1996-11-13
16.34113311767578,1996-11-14
16.604692459106445,1996-11-15
16.604692459106445,1996-11-18
16.604692459106445,1996-11-19
16.69256019592285,1996-11-20
16.604692459106445,1996-11-21
16.604692459106445,1996-11-22
16.516847610473633,1996-11-25
16.51331329345703,1996-11-26
16.51331329345703,1996-11-27
16.60162353515625,1996-11-29
16.60162353515625,1996-12-02
16.60162353515625,1996-12-03
16.60162353515625,1996-12-04
16.425003051757812,1996-12-05
16.336698532104492,1996-12-06
16.51331329345703,1996-12-09
16.425003051757812,1996-12-10
16.071779251098633,1996-12-11
16.248394012451172,1996-12-12
16.336698532104492,1996-12-13
16.425003051757812,1996-12-16
16.336698532104492,1996-12-17
16.51331329345703,1996-12-18
16.51331329345703,1996-12-19
16.60162353515625,1996-12-20
16.51331329345703,1996-12-23
16.60162353515625,1996-12-24
16.248394012451172,1996-12-26
16.60162353515625,1996-12-27
16.60162353515625,1996-12-30
16.425003051757812,1996-12-31
16.425003051757812,1997-01-02
17.04314613342285,1997-01-03
16.954851150512695,1997-01-06
16.86653709411621,1997-01-07
17.219762802124023,1997-01-08
17.572996139526367,1997-01-09
17.484678268432617,1997-01-10
17.484678268432617,1997-01-13
18.014524459838867,1997-01-14
18.4560546875,1997-01-15
18.279438018798828,1997-01-16
18.36774444580078,1997-01-17
18.191131591796875,1997-01-20
17.749605178833008,1997-01-21
18.279438018798828,1997-01-22
18.191131591796875,1997-01-23
18.102819442749023,1997-01-24
18.191131591796875,1997-01-27
18.279438018798828,1997-01-28
18.4560546875,1997-01-29
18.809282302856445,1997-01-30
18.809282302856445,1997-01-31
18.809282302856445,1997-02-03
18.720983505249023,1997-02-04
18.544355392456055,1997-02-05
18.544355392456055,1997-02-06
18.36774444580078,1997-02-07
18.279438018798828,1997-02-10
18.36774444580078,1997-02-11
18.36774444580078,1997-02-12
18.985889434814453,1997-02-13
20.045583724975586,1997-02-14
19.250816345214844,1997-02-18
19.162517547607422,1997-02-19
18.720983505249023,1997-02-20
18.720983505249023,1997-02-21
19.250816345214844,1997-02-24
19.074193954467773,1997-02-25
19.159345626831055,1997-02-26
19.070648193359375,1997-02-27
18.71586036682129,1997-02-28
19.070648193359375,1997-03-03
19.070648193359375,1997-03-04
18.8045597076416,1997-03-05
18.893253326416016,1997-03-06
19.159345626831055,1997-03-07
19.691553115844727,1997-03-10
19.248056411743164,1997-03-11
18.981962203979492,1997-03-12
18.981962203979492,1997-03-13
18.8045597076416,1997-03-14
18.893253326416016,1997-03-17
18.981962203979492,1997-03-18
18.71586036682129,1997-03-19
18.53844451904297,1997-03-20
18.62714385986328,1997-03-21
18.449743270874023,1997-03-24
18.36104393005371,1997-03-25
18.53844451904297,1997-03-26
18.62714385986328,1997-03-27
18.272340774536133,1997-03-31
18.36104393005371,1997-04-01
18.272340774536133,1997-04-02
17.917551040649414,1997-04-03
18.36104393005371,1997-04-04
18.183637619018555,1997-04-07
18.36104393005371,1997-04-08
18.272340774536133,1997-04-09
18.183637619018555,1997-04-10
18.006250381469727,1997-04-11
17.917551040649414,1997-04-14
18.183637619018555,1997-04-15
18.36104393005371,1997-04-16
18.53844451904297,1997-04-17
18.449743270874023,1997-04-18
18.53844451904297,1997-04-21
19.159345626831055,1997-04-22
19.248056411743164,1997-04-23
19.159345626831055,1997-04-24
19.070648193359375,1997-04-25
19.336755752563477,1997-04-28
19.248056411743164,1997-04-29
19.336755752563477,1997-04-30
19.425457000732422,1997-05-01
19.425457000732422,1997-05-02
19.60285186767578,1997-05-05
19.425457000732422,1997-05-06
19.514156341552734,1997-05-07
19.60285186767578,1997-05-08
19.691553115844727,1997-05-09
19.95765495300293,1997-05-12
20.135066986083984,1997-05-13
20.31245231628418,1997-05-14
20.2237606048584,1997-05-15
20.135066986083984,1997-05-16
20.135066986083984,1997-05-19
20.31245231628418,1997-05-20
20.31245231628418,1997-05-21
20.401155471801758,1997-05-22
20.844669342041016,1997-05-23
20.578561782836914,1997-05-27
20.48592758178711,1997-05-28
20.664066314697266,1997-05-29
20.48592758178711,1997-05-30
20.396865844726562,1997-06-02
20.75313377380371,1997-06-03
20.75313377380371,1997-06-04
21.020339965820312,1997-06-05
20.931283950805664,1997-06-06
21.287551879882812,1997-06-09
21.732900619506836,1997-06-10
22.00011444091797,1997-06-11
22.00011444091797,1997-06-12
22.08917999267578,1997-06-13
22.267316818237305,1997-06-16
22.267316818237305,1997-06-17
22.08917999267578,1997-06-18
22.267316818237305,1997-06-19
22.35639190673828,1997-06-20
22.445463180541992,1997-06-23
22.623592376708984,1997-06-24
22.623592376708984,1997-06-25
22.84626579284668,1997-06-26
23.068939208984375,1997-06-27
23.068939208984375,1997-06-30
23.202545166015625,1997-07-01
22.979873657226562,1997-07-02
23.42521858215332,1997-07-03
23.558822631835938,1997-07-07
24.093244552612305,1997-07-08
23.692426681518555,1997-07-09
23.692426681518555,1997-07-10
23.95963478088379,1997-07-11
23.60335922241211,1997-07-14
23.15800666809082,1997-07-15
23.291614532470703,1997-07-16
23.380680084228516,1997-07-17
23.24708366394043,1997-07-18
23.068939208984375,1997-07-21
24.494049072265625,1997-07-22
24.048702239990234,1997-07-23
24.048702239990234,1997-07-24
23.692426681518555,1997-07-25
24.137779235839844,1997-07-28
24.226837158203125,1997-07-29
24.67219352722168,1997-07-30
24.62765121459961,1997-07-31
24.538576126098633,1997-08-01
24.93938446044922,1997-08-04
25.295663833618164,1997-08-05
25.473812103271484,1997-08-06
25.295663833618164,1997-08-07
25.206602096557617,1997-08-08
25.206602096557617,1997-08-11
24.93938446044922,1997-08-12
25.162059783935547,1997-08-13
25.295663833618164,1997-08-14
24.716726303100586,1997-08-15
23.781492233276367,1997-08-18
24.8057861328125,1997-08-19
24.62765121459961,1997-08-20
24.8057861328125,1997-08-21
24.44952392578125,1997-08-22
24.76125717163086,1997-08-25
25.206602096557617,1997-08-26
24.93490219116211,1997-08-27
24.756168365478516,1997-08-28
24.97959327697754,1997-08-29
25.024272918701172,1997-09-02
24.97959327697754,1997-09-03
24.93490219116211,1997-09-04
24.93490219116211,1997-09-05
24.845537185668945,1997-09-08
25.113643646240234,1997-09-09
25.0689697265625,1997-09-10
24.711471557617188,1997-09-11
24.845537185668945,1997-09-12
24.622100830078125,1997-09-15
25.024272918701172,1997-09-16
24.890228271484375,1997-09-17
24.845537185668945,1997-09-18
24.93490219116211,1997-09-19
24.97959327697754,1997-09-22
24.93490219116211,1997-09-23
24.80084800720215,1997-09-24
25.113643646240234,1997-09-25
25.337087631225586,1997-09-26
25.337087631225586,1997-09-29
25.73926544189453,1997-09-30
25.73926544189453,1997-10-01
25.605199813842773,1997-10-02
25.56051254272461,1997-10-03
25.381765365600586,1997-10-06
25.29239273071289,1997-10-07
25.51582908630371,1997-10-08
25.337087631225586,1997-10-09
25.024272918701172,1997-10-10
24.890228271484375,1997-10-13
25.15833854675293,1997-10-14
25.113643646240234,1997-10-15
25.113643646240234,1997-10-16
25.0689697265625,1997-10-17
25.203031539916992,1997-10-20
26.454240798950195,1997-10-21
26.23080062866211,1997-10-22
26.454240798950195,1997-10-23
26.141447067260742,1997-10-24
