FWONA,Date
19.814720153808594,2013-01-10
20.018863677978516,2013-01-11
19.97694206237793,2013-01-14
20.03162384033203,2013-01-15
19.922260284423828,2013-01-16
20.148277282714844,2013-01-17
20.150100708007812,2013-01-18
20.184730529785156,2013-01-22
20.058963775634766,2013-01-23
20.066255569458008,2013-01-24
20.186553955078125,2013-01-25
20.202957153320312,2013-01-28
20.16832733154297,2013-01-29
20.153745651245117,2013-01-30
20.32508087158203,2013-01-31
20.50006103515625,2013-02-01
20.210248947143555,2013-02-04
20.607601165771484,2013-02-05
20.345130920410156,2013-02-06
20.117290496826172,2013-02-07
20.058963775634766,2013-02-08
20.23029899597168,2013-02-11
20.226652145385742,2013-02-12
20.199312210083008,2013-02-13
20.182907104492188,2013-02-14
20.246702194213867,2013-02-15
20.18108558654785,2013-02-19
20.026155471801758,2013-02-20
19.59417152404785,2013-02-21
19.528554916381836,2013-02-22
19.397319793701172,2013-02-25
19.50121307373047,2013-02-26
19.60328483581543,2013-02-27
19.6853084564209,2013-02-28
19.694421768188477,2013-03-01
19.958715438842773,2013-03-04
20.197490692138672,2013-03-05
20.202957153320312,2013-03-06
20.184730529785156,2013-03-07
20.093595504760742,2013-03-08
20.058963775634766,2013-03-11
20.177440643310547,2013-03-12
20.035268783569336,2013-03-13
20.213895797729492,2013-03-14
20.117290496826172,2013-03-15
20.170148849487305,2013-03-18
20.1118221282959,2013-03-19
20.115467071533203,2013-03-20
20.219362258911133,2013-03-21
20.057140350341797,2013-03-22
20.009750366210938,2013-03-25
20.053495407104492,2013-03-26
20.15192222595215,2013-03-27
20.346952438354492,2013-03-28
20.19019889831543,2013-04-01
20.16468048095703,2013-04-02
20.157390594482422,2013-04-03
19.84935188293457,2013-04-04
19.869401931762695,2013-04-05
19.856643676757812,2013-04-08
19.987878799438477,2013-04-09
20.29409408569336,2013-04-10
20.696914672851562,2013-04-11
20.423507690429688,2013-04-12
19.953245162963867,2013-04-15
20.018863677978516,2013-04-16
19.93866539001465,2013-04-17
19.8475284576416,2013-04-18
19.822011947631836,2013-04-19
19.99881362915039,2013-04-22
20.135517120361328,2013-04-23
20.150100708007812,2013-04-24
20.212072372436523,2013-04-25
20.368825912475586,2013-04-26
20.274044036865234,2013-04-29
20.939334869384766,2013-04-30
21.5535888671875,2013-05-01
21.349445343017578,2013-05-02
21.57728385925293,2013-05-03
21.675710678100586,2013-05-06
21.899904251098633,2013-05-07
22.113161087036133,2013-05-08
22.056657791137695,2013-05-09
22.320951461791992,2013-05-10
22.341001510620117,2013-05-13
22.740175247192383,2013-05-14
23.13935089111328,2013-05-15
22.865943908691406,2013-05-16
23.00264549255371,2013-05-17
22.840425491333008,2013-05-20
22.758403778076172,2013-05-21
22.62352180480957,2013-05-22
22.464946746826172,2013-05-23
22.884170532226562,2013-05-24
22.85500717163086,2013-05-28
22.47223663330078,2013-05-29
22.79121208190918,2013-05-30
22.758403778076172,2013-05-31
22.803970336914062,2013-06-03
22.767515182495117,2013-06-04
22.169666290283203,2013-06-05
22.73470687866211,2013-06-06
23.27240753173828,2013-06-07
22.924270629882812,2013-06-10
22.607118606567383,2013-06-11
22.027494430541992,2013-06-12
22.57613182067871,2013-06-13
22.783920288085938,2013-06-14
23.102895736694336,2013-06-17
23.697099685668945,2013-06-18
23.35260772705078,2013-06-19
22.783920288085938,2013-06-20
22.47223663330078,2013-06-21
22.297256469726562,2013-06-24
22.371986389160156,2013-06-25
22.667266845703125,2013-06-26
23.17215919494629,2013-06-27
23.104717254638672,2013-06-28
23.270584106445312,2013-07-01
23.585914611816406,2013-07-02
23.55128288269043,2013-07-03
23.61507797241211,2013-07-05
24.043415069580078,2013-07-08
24.449880599975586,2013-07-09
24.617570877075195,2013-07-10
24.821714401245117,2013-07-11
25.14615821838379,2013-07-12
25.370351791381836,2013-07-15
25.281038284301758,2013-07-16
25.175321578979492,2013-07-17
25.669275283813477,2013-07-18
25.634645462036133,2013-07-19
25.844257354736328,2013-07-22
25.862483978271484,2013-07-23
25.497940063476562,2013-07-24
26.02288246154785,2013-07-25
26.330921173095703,2013-07-26
26.3564395904541,2013-07-29
25.9827823638916,2013-07-30
26.19786262512207,2013-07-31
26.25436782836914,2013-08-01
26.946998596191406,2013-08-02
26.485851287841797,2013-08-05
26.23796272277832,2013-08-06
26.002832412719727,2013-08-07
26.347326278686523,2013-08-08
26.228849411010742,2013-08-09
26.23978614807129,2013-08-12
26.225204467773438,2013-08-13
25.962732315063477,2013-08-14
25.52345848083496,2013-08-15
25.621885299682617,2013-08-16
25.2081298828125,2013-08-19
25.412273406982422,2013-08-20
25.199016571044922,2013-08-21
25.39769172668457,2013-08-22
25.31202507019043,2013-08-23
25.552623748779297,2013-08-26
24.905559539794922,2013-08-27
25.047731399536133,2013-08-28
25.08965492248535,2013-08-29
24.87639617919922,2013-08-30
25.583608627319336,2013-09-03
25.75676727294922,2013-09-04
26.225204467773438,2013-09-05
26.22338104248047,2013-09-06
26.290821075439453,2013-09-09
26.442106246948242,2013-09-10
26.55693817138672,2013-09-11
26.11037254333496,2013-09-12
26.458511352539062,2013-09-13
26.474916458129883,2013-09-16
26.908721923828125,2013-09-17
26.97433853149414,2013-09-18
27.185773849487305,2013-09-19
27.03084373474121,2013-09-20
26.640783309936523,2013-09-23
26.431171417236328,2013-09-24
26.489498138427734,2013-09-25
26.977985382080078,2013-09-26
27.162078857421875,2013-09-27
26.821231842041016,2013-09-30
27.08005714416504,2013-10-01
27.16572380065918,2013-10-02
26.804826736450195,2013-10-03
26.830345153808594,2013-10-04
26.925125122070312,2013-10-07
26.478561401367188,2013-10-08
26.121309280395508,2013-10-09
26.626201629638672,2013-10-10
27.200355529785156,2013-10-11
27.278732299804688,2013-10-14
27.027198791503906,2013-10-15
27.836483001708984,2013-10-16
28.248416900634766,2013-10-17
28.244770050048828,2013-10-18
28.61660385131836,2013-10-21
28.749662399291992,2013-10-22
28.49812889099121,2013-10-23
28.089839935302734,2013-10-24
27.592239379882812,2013-10-25
27.368045806884766,2013-10-28
27.43730926513672,2013-10-29
27.543025970458984,2013-10-30
27.87111473083496,2013-10-31
28.538227081298828,2013-11-01
28.075258255004883,2013-11-04
27.721651077270508,2013-11-05
27.358932495117188,2013-11-06
26.885026931762695,2013-11-07
27.238632202148438,2013-11-08
27.067298889160156,2013-11-11
26.981630325317383,2013-11-12
27.37351417541504,2013-11-13
27.28602409362793,2013-11-14
27.45918083190918,2013-11-15
26.885026931762695,2013-11-18
26.3272762298584,2013-11-19
26.241609573364258,2013-11-20
26.394716262817383,2013-11-21
27.327945709228516,2013-11-22
27.606821060180664,2013-11-25
28.144521713256836,2013-11-26
28.1171817779541,2013-11-27
27.971363067626953,2013-11-29
27.933086395263672,2013-12-02
27.677907943725586,2013-12-03
27.211292266845703,2013-12-04
26.883203506469727,2013-12-05
27.163902282714844,2013-12-06
27.213115692138672,2013-12-09
27.355287551879883,2013-12-10
26.941530227661133,2013-12-11
26.872268676757812,2013-12-12
26.797536849975586,2013-12-13
26.7300968170166,2013-12-16
26.440284729003906,2013-12-17
26.52959632873535,2013-12-18
26.1140193939209,2013-12-19
26.42023468017578,2013-12-20
26.47673988342285,2013-12-23
26.496788024902344,2013-12-24
26.458511352539062,2013-12-26
26.775663375854492,2013-12-27
26.653541564941406,2013-12-30
26.664478302001953,2013-12-31
26.3272762298584,2014-01-02
26.489498138427734,2014-01-03
25.898937225341797,2014-01-06
26.011947631835938,2014-01-07
25.434146881103516,2014-01-08
25.528928756713867,2014-01-09
25.189903259277344,2014-01-10
24.643089294433594,2014-01-13
24.91649627685547,2014-01-14
24.927431106567383,2014-01-15
24.93836784362793,2014-01-16
25.029504776000977,2014-01-17
24.994871139526367,2014-01-21
25.20995330810547,2014-01-22
25.06595802307129,2014-01-23
24.387908935546875,2014-01-24
24.51003074645996,2014-01-27
24.515499114990234,2014-01-28
24.245737075805664,2014-01-29
24.087160110473633,2014-01-30
23.992380142211914,2014-01-31
23.61507797241211,2014-02-03
23.66975975036621,2014-02-04
23.177627563476562,2014-02-05
23.505714416503906,2014-02-06
23.62236976623535,2014-02-07
23.584091186523438,2014-02-10
24.032480239868164,2014-02-11
24.24209213256836,2014-02-12
24.31317710876465,2014-02-13
24.652202606201172,2014-02-14
24.736047744750977,2014-02-18
24.64491081237793,2014-02-19
24.87639617919922,2014-02-20
24.76521110534668,2014-02-21
24.732402801513672,2014-02-24
24.60663414001465,2014-02-25
24.480867385864258,2014-02-26
24.807132720947266,2014-02-27
25.000341415405273,2014-02-28
24.639442443847656,2014-03-03
24.65949249267578,2014-03-04
24.602989196777344,2014-03-05
24.52643585205078,2014-03-06
24.311355590820312,2014-03-07
24.03612518310547,2014-03-10
23.604141235351562,2014-03-11
23.3690128326416,2014-03-12
22.991710662841797,2014-03-13
24.652202606201172,2014-03-14
24.579294204711914,2014-03-17
24.73969268798828,2014-03-18
25.155271530151367,2014-03-19
24.921964645385742,2014-03-20
24.987581253051758,2014-03-21
24.30406379699707,2014-03-24
23.800994873046875,2014-03-25
23.604141235351562,2014-03-26
23.42551612854004,2014-03-27
23.598674774169922,2014-03-28
23.828336715698242,2014-03-31
24.014251708984375,2014-04-01
24.291305541992188,2014-04-02
23.768186569213867,2014-04-03
23.29974937438965,2014-04-04
22.654508590698242,2014-04-07
22.525094985961914,2014-04-08
22.940673828125,2014-04-09
22.676380157470703,2014-04-10
22.873233795166016,2014-04-11
22.7820987701416,2014-04-14
22.680025100708008,2014-04-15
23.095605850219727,2014-04-16
22.740175247192383,2014-04-17
22.997177124023438,2014-04-21
23.471084594726562,2014-04-22
23.403642654418945,2014-04-23
23.509361267089844,2014-04-24
23.112009048461914,2014-04-25
23.38541603088379,2014-04-28
23.292457580566406,2014-04-29
23.642419815063477,2014-04-30
23.824689865112305,2014-05-01
23.88666343688965,2014-05-02
23.97962188720703,2014-05-05
23.810108184814453,2014-05-06
23.77912139892578,2014-05-07
23.675228118896484,2014-05-08
23.580446243286133,2014-05-09
23.604141235351562,2014-05-12
23.478374481201172,2014-05-13
22.931560516357422,2014-05-14
22.656330108642578,2014-05-15
22.670913696289062,2014-05-16
22.754756927490234,2014-05-19
22.79121208190918,2014-05-20
22.85500717163086,2014-05-21
22.946142196655273,2014-05-22
23.09925079345703,2014-05-23
23.212257385253906,2014-05-27
23.204967498779297,2014-05-28
23.341670989990234,2014-05-29
23.17215919494629,2014-05-30
23.421871185302734,2014-06-02
23.647886276245117,2014-06-03
23.921293258666992,2014-06-04
23.968685150146484,2014-06-05
23.961393356323242,2014-06-06
24.105388641357422,2014-06-09
23.928585052490234,2014-06-10
24.005138397216797,2014-06-11
23.921293258666992,2014-06-12
23.810108184814453,2014-06-13
23.855676651000977,2014-06-16
23.941343307495117,2014-06-17
24.36785888671875,2014-06-18
24.336872100830078,2014-06-19
24.19287872314453,2014-06-20
24.36968231201172,2014-06-23
24.24026870727539,2014-06-24
24.362390518188477,2014-06-25
24.418895721435547,2014-06-26
24.584762573242188,2014-06-27
24.91284942626953,2014-06-30
24.814424514770508,2014-07-01
25.330251693725586,2014-07-02
25.381288528442383,2014-07-03
25.098766326904297,2014-07-07
24.650379180908203,2014-07-08
25.000341415405273,2014-07-09
25.16073989868164,2014-07-10
25.000341415405273,2014-07-11
25.031326293945312,2014-07-14
25.189903259277344,2014-07-15
25.536218643188477,2014-07-16
25.65287208557129,2014-07-17
25.725780487060547,2014-07-18
25.723957061767578,2014-07-21
25.665630340576172,2014-07-22
25.75676727294922,2014-07-23
25.556833267211914,2014-07-24
25.201732635498047,2014-07-25
25.055513381958008,2014-07-28
25.175622940063477,2014-07-29
25.26961898803711,2014-07-30
24.569860458374023,2014-07-31
24.376644134521484,2014-08-01
24.387088775634766,2014-08-04
24.26175880432129,2014-08-05
24.193872451782227,2014-08-06
24.08420753479004,2014-08-07
24.28264617919922,2014-08-08
24.355756759643555,2014-08-11
24.28786849975586,2014-08-12
24.413198471069336,2014-08-13
25.347949981689453,2014-08-14
25.624719619750977,2014-08-15
25.64560890197754,2014-08-18
25.504613876342773,2014-08-19
25.68738555908203,2014-08-20
25.760494232177734,2014-08-21
25.619497299194336,2014-08-22
