FWONA,Date
25.525501251220703,2014-08-25
25.374061584472656,2014-08-26
25.530723571777344,2014-08-27
25.619497299194336,2014-08-28
25.70827293395996,2014-08-29
25.802270889282227,2014-09-02
25.8544921875,2014-09-03
25.729162216186523,2014-09-04
25.603832244873047,2014-09-05
25.7134952545166,2014-09-08
25.535945892333984,2014-09-09
25.69782829284668,2014-09-10
25.582944869995117,2014-09-11
25.47850227355957,2014-09-12
25.426280975341797,2014-09-15
25.515056610107422,2014-09-16
25.619497299194336,2014-09-17
25.577722549438477,2014-09-18
25.49416732788086,2014-09-19
24.763078689575195,2014-09-22
24.653413772583008,2014-09-23
24.66908073425293,2014-09-24
24.454975128173828,2014-09-25
24.8361873626709,2014-09-26
24.575082778930664,2014-09-29
24.63774871826172,2014-09-30
23.92754554748535,2014-10-01
24.026765823364258,2014-10-02
24.439308166503906,2014-10-03
24.25653648376465,2014-10-06
23.974544525146484,2014-10-07
24.27742576599121,2014-10-08
23.619443893432617,2014-10-09
22.91968536376953,2014-10-10
22.30348014831543,2014-10-13
22.44969940185547,2014-10-14
22.381811141967773,2014-10-15
22.240816116333008,2014-10-16
22.89879608154297,2014-10-17
23.175567626953125,2014-10-20
24.110319137573242,2014-10-21
23.509780883789062,2014-10-22
24.06854248046875,2014-10-23
24.26175880432129,2014-10-24
24.29831314086914,2014-10-27
24.46019744873047,2014-10-28
24.439308166503906,2014-10-29
24.554195404052734,2014-10-30
25.07640266418457,2014-10-31
25.28006362915039,2014-11-03
25.321840286254883,2014-11-04
24.723724365234375,2014-11-05
24.999658584594727,2014-11-06
25.089336395263672,2014-11-07
24.709928512573242,2014-11-10
24.751317977905273,2014-11-11
24.627147674560547,2014-11-12
24.74441909790039,2014-11-13
24.620248794555664,2014-11-14
24.77201271057129,2014-11-17
25.020353317260742,2014-11-18
24.709928512573242,2014-11-19
24.77201271057129,2014-11-20
24.59955406188965,2014-11-21
24.951370239257812,2014-11-24
25.358373641967773,2014-11-25
25.358373641967773,2014-11-26
25.365272521972656,2014-11-28
25.165218353271484,2014-12-01
25.13762664794922,2014-12-02
25.28249168395996,2014-12-03
25.24799919128418,2014-12-04
24.730623245239258,2014-12-05
24.013193130493164,2014-12-08
24.158058166503906,2014-12-09
23.820039749145508,2014-12-10
24.158058166503906,2014-12-11
23.778648376464844,2014-12-12
23.219881057739258,2014-12-15
23.075016021728516,2014-12-16
23.33025550842285,2014-12-17
23.42683219909668,2014-12-18
23.716564178466797,2014-12-19
23.61998748779297,2014-12-22
23.613088607788086,2014-12-23
23.737258911132812,2014-12-24
23.889022827148438,2014-12-26
24.227041244506836,2014-12-29
24.60645294189453,2014-12-30
24.33051872253418,2014-12-31
24.040786743164062,2015-01-02
23.509613037109375,2015-01-05
23.006032943725586,2015-01-06
23.502714157104492,2015-01-07
24.275331497192383,2015-01-08
24.109769821166992,2015-01-09
24.30292320251465,2015-01-12
24.37190818786621,2015-01-13
23.916616439819336,2015-01-14
23.468223571777344,2015-01-15
23.83383560180664,2015-01-16
23.757953643798828,2015-01-20
23.909717559814453,2015-01-21
24.2408390045166,2015-01-22
23.83383560180664,2015-01-23
24.59955406188965,2015-01-26
24.46848487854004,2015-01-27
23.682071685791016,2015-01-28
23.668275833129883,2015-01-29
23.48891830444336,2015-01-30
23.83383560180664,2015-02-02
24.565061569213867,2015-02-03
24.592655181884766,2015-02-04
25.172117233276367,2015-02-05
25.261796951293945,2015-02-06
25.103134155273438,2015-02-09
25.35147476196289,2015-02-10
25.496341705322266,2015-02-11
26.15168571472168,2015-02-12
26.19307518005371,2015-02-13
26.296550750732422,2015-02-17
26.600078582763672,2015-02-18
26.537992477416992,2015-02-19
26.558687210083008,2015-02-20
26.66216468811035,2015-02-23
26.772537231445312,2015-02-24
26.703554153442383,2015-02-25
26.744943618774414,2015-02-26
26.606977462768555,2015-02-27
27.089862823486328,2015-03-02
27.786596298217773,2015-03-03
27.489967346191406,2015-03-04
27.358898162841797,2015-03-05
27.207134246826172,2015-03-06
27.26232147216797,2015-03-09
26.76563835144043,2015-03-10
26.951894760131836,2015-03-11
27.26921844482422,2015-03-12
26.97258949279785,2015-03-13
27.214033126831055,2015-03-16
27.110557556152344,2015-03-17
27.324405670166016,2015-03-18
27.552051544189453,2015-03-19
27.655527114868164,2015-03-20
27.248523712158203,2015-03-23
26.95879364013672,2015-03-24
26.28275489807129,2015-03-25
26.227567672729492,2015-03-26
26.241363525390625,2015-03-27
26.537992477416992,2015-03-30
26.59317970275879,2015-03-31
26.744943618774414,2015-04-01
27.23472785949707,2015-04-02
27.33820343017578,2015-04-06
27.207134246826172,2015-04-07
27.179540634155273,2015-04-08
27.158845901489258,2015-04-09
27.17264175415039,2015-04-10
27.020877838134766,2015-04-13
27.06226921081543,2015-04-14
27.151947021484375,2015-04-15
26.869115829467773,2015-04-16
26.268957138061523,2015-04-17
26.510400772094727,2015-04-20
26.648366928100586,2015-04-21
26.62767219543457,2015-04-22
26.76563835144043,2015-04-23
27.179540634155273,2015-04-24
26.786333084106445,2015-04-27
26.869115829467773,2015-04-28
27.013980865478516,2015-04-29
26.475908279418945,2015-04-30
26.738046646118164,2015-05-01
26.951894760131836,2015-05-04
26.441415786743164,2015-05-05
26.206872940063477,2015-05-06
26.248262405395508,2015-05-07
26.165481567382812,2015-05-08
25.861953735351562,2015-05-11
25.972328186035156,2015-05-12
25.999921798706055,2015-05-13
26.027515411376953,2015-05-14
26.082700729370117,2015-05-15
26.103397369384766,2015-05-18
26.110294342041016,2015-05-19
26.0620059967041,2015-05-20
26.234464645385742,2015-05-21
26.248262405395508,2015-05-22
26.137887954711914,2015-05-26
26.52419662475586,2015-05-27
26.296550750732422,2015-05-28
26.434518814086914,2015-05-29
26.413822174072266,2015-06-01
26.39312744140625,2015-06-02
26.876012802124023,2015-06-03
26.786333084106445,2015-06-04
26.938098907470703,2015-06-05
26.63456916809082,2015-06-08
26.489704132080078,2015-06-09
26.882911682128906,2015-06-10
26.71735191345215,2015-06-11
26.510400772094727,2015-06-12
26.255159378051758,2015-06-15
26.12409210205078,2015-06-16
26.186176300048828,2015-06-17
26.600078582763672,2015-06-18
26.475908279418945,2015-06-19
26.503501892089844,2015-06-22
26.351736068725586,2015-06-23
26.096498489379883,2015-06-24
25.882648468017578,2015-06-25
25.703292846679688,2015-06-26
24.930675506591797,2015-06-29
24.861692428588867,2015-06-30
25.04794692993164,2015-07-01
24.985862731933594,2015-07-02
24.682334899902344,2015-07-06
24.792707443237305,2015-07-07
24.130464553833008,2015-07-08
24.358110427856445,2015-07-09
24.654741287231445,2015-07-10
25.07554054260254,2015-07-13
25.372169494628906,2015-07-14
25.31008529663086,2015-07-15
25.565324783325195,2015-07-16
25.330780029296875,2015-07-17
25.254898071289062,2015-07-20
25.116931915283203,2015-07-21
25.13762664794922,2015-07-22
25.07554054260254,2015-07-23
24.8478946685791,2015-07-24
24.64094352722168,2015-07-27
25.406661987304688,2015-07-28
25.74468231201172,2015-07-29
26.006818771362305,2015-07-30
26.075803756713867,2015-07-31
26.241363525390625,2015-08-03
26.469009399414062,2015-08-04
26.59317970275879,2015-08-05
26.39312744140625,2015-08-06
26.296550750732422,2015-08-07
26.648366928100586,2015-08-10
26.234464645385742,2015-08-11
26.613874435424805,2015-08-12
26.510400772094727,2015-08-13
26.406923294067383,2015-08-14
26.613874435424805,2015-08-17
26.537992477416992,2015-08-18
26.32414436340332,2015-08-19
25.61361312866211,2015-08-20
24.868589401245117,2015-08-21
23.951108932495117,2015-08-24
24.116668701171875,2015-08-25
24.93757438659668,2015-08-26
25.606714248657227,2015-08-27
25.78607177734375,2015-08-28
25.696392059326172,2015-08-31
25.372169494628906,2015-09-01
25.772275924682617,2015-09-02
25.861953735351562,2015-09-03
25.572223663330078,2015-09-04
26.0620059967041,2015-09-08
25.868852615356445,2015-09-09
26.04821014404297,2015-09-10
25.910242080688477,2015-09-11
25.834360122680664,2015-09-14
26.02061653137207,2015-09-15
26.179277420043945,2015-09-16
26.172380447387695,2015-09-17
25.723987579345703,2015-09-18
25.95853042602539,2015-09-21
25.71708869934082,2015-09-22
25.661901473999023,2015-09-23
25.44805145263672,2015-09-24
25.17901611328125,2015-09-25
24.482282638549805,2015-09-28
24.20634651184082,2015-09-29
24.64094352722168,2015-09-30
25.434255599975586,2015-10-01
25.641206741333008,2015-10-02
25.903343200683594,2015-10-05
25.924039840698242,2015-10-06
25.910242080688477,2015-10-07
26.303449630737305,2015-10-08
26.344839096069336,2015-10-09
26.558687210083008,2015-10-12
26.503501892089844,2015-10-13
26.351736068725586,2015-10-14
26.703554153442383,2015-10-15
26.76563835144043,2015-10-16
26.63456916809082,2015-10-19
26.89670753479004,2015-10-20
26.22066879272461,2015-10-21
26.903606414794922,2015-10-22
27.455474853515625,2015-10-23
27.759002685546875,2015-10-26
27.483068466186523,2015-10-27
27.924564361572266,2015-10-28
28.37985610961914,2015-10-29
28.117717742919922,2015-10-30
28.34536361694336,2015-11-02
28.34536361694336,2015-11-03
28.504026412963867,2015-11-04
28.069429397583008,2015-11-05
27.931461334228516,2015-11-06
27.890071868896484,2015-11-09
28.021141052246094,2015-11-10
28.303974151611328,2015-11-11
28.773061752319336,2015-11-12
28.421245574951172,2015-11-13
28.607500076293945,2015-11-16
28.37985610961914,2015-11-17
28.82135009765625,2015-11-18
28.303974151611328,2015-11-19
28.27638053894043,2015-11-20
28.028039932250977,2015-11-23
27.86937713623047,2015-11-24
28.090124130249023,2015-11-25
28.090124130249023,2015-11-27
27.94525909423828,2015-11-30
28.166006088256836,2015-12-01
27.95215606689453,2015-12-02
27.462373733520508,2015-12-03
27.593442916870117,2015-12-04
27.365795135498047,2015-12-07
27.06226921081543,2015-12-08
26.786333084106445,2015-12-09
27.186439514160156,2015-12-10
26.558687210083008,2015-12-11
26.275856018066406,2015-12-14
27.241626739501953,2015-12-15
27.358898162841797,2015-12-16
26.613874435424805,2015-12-17
26.32414436340332,2015-12-18
26.675960540771484,2015-12-21
26.75874137878418,2015-12-22
27.082963943481445,2015-12-23
27.06916618347168,2015-12-24
26.9656925201416,2015-12-28
27.23472785949707,2015-12-29
27.10365867614746,2015-12-30
27.076065063476562,2015-12-31
26.248262405395508,2016-01-04
25.868852615356445,2016-01-05
25.799869537353516,2016-01-06
25.592918395996094,2016-01-07
25.241100311279297,2016-01-08
25.158321380615234,2016-01-11
25.296287536621094,2016-01-12
24.5374698638916,2016-01-13
24.737520217895508,2016-01-14
24.054582595825195,2016-01-15
24.13736343383789,2016-01-19
23.83383560180664,2016-01-20
24.261533737182617,2016-01-21
24.76511573791504,2016-01-22
24.37190818786621,2016-01-25
24.958269119262695,2016-01-26
24.661638259887695,2016-01-27
24.654741287231445,2016-01-28
25.261796951293945,2016-01-29
25.24799919128418,2016-02-01
24.365009307861328,2016-02-02
23.96490478515625,2016-02-03
23.751056671142578,2016-02-04
22.79218292236328,2016-02-05
22.14373779296875,2016-02-08
22.1782283782959,2016-02-09
22.41277313232422,2016-02-10
22.095449447631836,2016-02-11
22.41277313232422,2016-02-12
22.543842315673828,2016-02-16
23.206085205078125,2016-02-17
22.957744598388672,2016-02-18
23.350950241088867,2016-02-19
23.76485252380371,2016-02-22
23.516511917114258,2016-02-23
23.751056671142578,2016-02-24
24.344314575195312,2016-02-25
24.50297737121582,2016-02-26
24.57196044921875,2016-02-29
25.172117233276367,2016-03-01
25.599815368652344,2016-03-02
26.05510711669922,2016-03-03
26.234464645385742,2016-03-04
26.22066879272461,2016-03-07
25.78607177734375,2016-03-08
26.206872940063477,2016-03-09
25.95853042602539,2016-03-10
26.32414436340332,2016-03-11
26.28275489807129,2016-03-14
26.26205825805664,2016-03-15
26.489704132080078,2016-03-16
26.66216468811035,2016-03-17
26.620773315429688,2016-03-18
26.45521354675293,2016-03-21
26.606977462768555,2016-03-22
26.13098907470703,2016-03-23
26.15858268737793,2016-03-24
26.42072105407715,2016-03-28
26.689756393432617,2016-03-29
26.648366928100586,2016-03-30
26.648366928100586,2016-03-31
26.738046646118164,2016-04-01
26.482805252075195,2016-04-04
26.303449630737305,2016-04-05
26.79323387145996,2016-04-06
26.165481567382812,2016-04-07
26.544891357421875,2016-04-08
26.310346603393555,2016-04-11
26.517297744750977,2016-04-12
27.020877838134766,2016-04-13
26.744943618774414,2016-04-14
26.944995880126953,2016-04-15
18.693517684936523,2016-04-18
18.693517684936523,2016-04-19
18.379175186157227,2016-04-20
18.25147247314453,2016-04-21
18.38899803161621,2016-04-22
18.16306495666504,2016-04-25
18.25147247314453,2016-04-26
18.0844783782959,2016-04-27
18.182710647583008,2016-04-28
17.976423263549805,2016-04-29
18.418468475341797,2016-05-02
18.44793701171875,2016-05-03
18.703340530395508,2016-05-04
18.98821258544922,2016-05-05
19.07662010192871,2016-05-06
18.664047241210938,2016-05-09
18.899803161621094,2016-05-10
18.73280906677246,2016-05-11
18.477407455444336,2016-05-12
18.310413360595703,2016-05-13
18.42829132080078,2016-05-16
18.438114166259766,2016-05-17
18.271120071411133,2016-05-18
18.34970474243164,2016-05-19
18.742633819580078,2016-05-20
18.654224395751953,2016-05-23
19.047151565551758,2016-05-24
19.165029525756836,2016-05-25
19.263261795043945,2016-05-26
19.4793701171875,2016-05-27
19.13555908203125,2016-05-31
19.341846466064453,2016-06-01
19.764244079589844,2016-06-02
19.67583465576172,2016-06-03
19.705305099487305,2016-06-06
19.754419326782227,2016-06-07
19.430255889892578,2016-06-08
19.184675216674805,2016-06-09
18.457759857177734,2016-06-10
18.113948822021484,2016-06-13
18.231826782226562,2016-06-14
18.300588607788086,2016-06-15
18.34970474243164,2016-06-16
18.055009841918945,2016-06-17
18.6051082611084,2016-06-20
18.280942916870117,2016-06-21
18.222003936767578,2016-06-22
18.241649627685547,2016-06-23
17.976423263549805,2016-06-24
17.534381866455078,2016-06-27
17.878192901611328,2016-06-28
18.42829132080078,2016-06-29
18.801572799682617,2016-06-30
18.94891929626465,2016-07-01
18.703340530395508,2016-07-05
18.664047241210938,2016-07-06
18.850688934326172,2016-07-07
19.17485237121582,2016-07-08
19.302553176879883,2016-07-11
19.53830909729004,2016-07-12
19.400785446166992,2016-07-13
19.587425231933594,2016-07-14
19.724950790405273,2016-07-15
20.245580673217773,2016-07-18
20.432220458984375,2016-07-19
20.42239761352539,2016-07-20
20.412574768066406,2016-07-21
20.854616165161133,2016-07-22
20.84479331970215,2016-07-25
21.375246047973633,2016-07-26
21.237720489501953,2016-07-27
21.12966537475586,2016-07-28
22.298625946044922,2016-07-29
22.03339958190918,2016-08-01
21.45383071899414,2016-08-02
21.57170867919922,2016-08-03
21.522592544555664,2016-08-04
21.522592544555664,2016-08-05
21.45383071899414,2016-08-08
21.522592544555664,2016-08-09
21.522592544555664,2016-08-10
21.777996063232422,2016-08-11
21.49312400817871,2016-08-12
21.660118103027344,2016-08-15
21.47347640991211,2016-08-16
21.522592544555664,2016-08-17
21.65029525756836,2016-08-18
21.620824813842773,2016-08-19
21.345775604248047,2016-08-22
21.424360275268555,2016-08-23
21.12966537475586,2016-08-24
20.88408660888672,2016-08-25
20.776031494140625,2016-08-26
20.97249412536621,2016-08-29
21.12966537475586,2016-08-30
21.021610260009766,2016-08-31
20.962671279907227,2016-09-01
21.49312400817871,2016-09-02
21.3948917388916,2016-09-06
21.385068893432617,2016-09-07
21.620824813842773,2016-09-08
22.33791732788086,2016-09-09
23.6051082611084,2016-09-12
27.33791732788086,2016-09-13
27.03339958190918,2016-09-14
27.05304527282715,2016-09-15
27.22003936767578,2016-09-16
28.00589370727539,2016-09-19
28.8113956451416,2016-09-20
29.145383834838867,2016-09-21
