LSXMA,Date
34.32645034790039,2016-12-23
34.34611511230469,2016-12-27
33.9626350402832,2016-12-28
33.91347122192383,2016-12-29
33.942970275878906,2016-12-30
33.92330551147461,2017-01-03
34.25762176513672,2017-01-04
34.86725616455078,2017-01-05
34.43461227416992,2017-01-06
34.6607666015625,2017-01-09
35.00491714477539,2017-01-10
34.709930419921875,2017-01-11
34.503440856933594,2017-01-12
34.99508285522461,2017-01-13
34.601768493652344,2017-01-17
35.12290954589844,2017-01-18
34.719764709472656,2017-01-19
34.92625427246094,2017-01-20
34.6804313659668,2017-01-23
34.611602783203125,2017-01-24
34.749263763427734,2017-01-25
35.44739532470703,2017-01-26
35.8407096862793,2017-01-27
35.65388488769531,2017-01-30
35.63421630859375,2017-01-31
36.175025939941406,2017-02-01
35.830875396728516,2017-02-02
36.125858306884766,2017-02-03
36.273353576660156,2017-02-06
35.94886779785156,2017-02-07
35.79154586791992,2017-02-08
35.77187728881836,2017-02-09
35.64405059814453,2017-02-10
35.61455154418945,2017-02-13
35.3195686340332,2017-02-14
36.9124870300293,2017-02-15
37.29596710205078,2017-02-16
37.384464263916016,2017-02-17
38.27925109863281,2017-02-21
38.76106262207031,2017-02-22
38.23992156982422,2017-02-23
38.397247314453125,2017-02-24
38.692230224609375,2017-02-27
38.67256546020508,2017-02-28
38.97738265991211,2017-03-01
38.66273498535156,2017-03-02
38.33824920654297,2017-03-03
38.190757751464844,2017-03-06
38.23008728027344,2017-03-07
38.22025680541992,2017-03-08
37.88594055175781,2017-03-09
37.87610626220703,2017-03-10
39.164207458496094,2017-03-13
39.075714111328125,2017-03-14
38.57423782348633,2017-03-15
38.55457305908203,2017-03-16
38.90855407714844,2017-03-17
38.81022644042969,2017-03-20
38.161258697509766,2017-03-21
37.5712890625,2017-03-22
38.13175964355469,2017-03-23
37.68928146362305,2017-03-24
37.708946228027344,2017-03-27
37.93510437011719,2017-03-28
38.01376724243164,2017-03-29
38.534908294677734,2017-03-30
38.2694206237793,2017-03-31
37.89577102661133,2017-04-03
38.34808349609375,2017-04-04
38.633235931396484,2017-04-05
38.82006072998047,2017-04-06
38.85939025878906,2017-04-07
38.593902587890625,2017-04-10
38.31858444213867,2017-04-11
38.289085388183594,2017-04-12
38.34808349609375,2017-04-13
38.18092346191406,2017-04-17
37.856441497802734,2017-04-18
37.80727767944336,2017-04-19
38.52507400512695,2017-04-20
39.04621505737305,2017-04-21
40.10816192626953,2017-04-24
40.058998107910156,2017-04-25
39.075714111328125,2017-04-26
37.80727767944336,2017-04-27
37.46312713623047,2017-04-28
37.7482795715332,2017-05-01
36.86332321166992,2017-05-02
36.932151794433594,2017-05-03
36.7158317565918,2017-05-04
37.05997848510742,2017-05-05
36.66666793823242,2017-05-08
36.705997467041016,2017-05-09
36.273353576660156,2017-05-10
36.411014556884766,2017-05-11
35.98820114135742,2017-05-12
36.0177001953125,2017-05-15
36.10619354248047,2017-05-16
35.821041107177734,2017-05-17
37.34513473510742,2017-05-18
37.98426818847656,2017-05-19
38.10226058959961,2017-05-22
38.633235931396484,2017-05-23
39.52802276611328,2017-05-24
39.87217330932617,2017-05-25
41.08161163330078,2017-05-26
40.589969635009766,2017-05-30
40.97344970703125,2017-05-31
42.291053771972656,2017-06-01
42.182891845703125,2017-06-02
41.33726501464844,2017-06-05
40.94395446777344,2017-06-06
40.84562301635742,2017-06-07
41.130775451660156,2017-06-08
39.577186584472656,2017-06-09
39.3018684387207,2017-06-12
39.842674255371094,2017-06-13
39.075714111328125,2017-06-14
39.282203674316406,2017-06-15
39.321533203125,2017-06-16
39.45919418334961,2017-06-19
39.04621505737305,2017-06-20
39.56735610961914,2017-06-21
39.370697021484375,2017-06-22
40.147491455078125,2017-06-23
40.10816192626953,2017-06-26
40.049163818359375,2017-06-27
40.74729537963867,2017-06-28
40.6981315612793,2017-06-29
41.27827072143555,2017-06-30
40.60963439941406,2017-07-03
40.589969635009766,2017-07-05
40.45231246948242,2017-07-06
40.619468688964844,2017-07-07
40.157325744628906,2017-07-10
40.51130676269531,2017-07-11
40.727630615234375,2017-07-12
41.28810119628906,2017-07-13
41.62241744995117,2017-07-14
41.366764068603516,2017-07-17
41.061946868896484,2017-07-18
41.45526123046875,2017-07-19
41.750244140625,2017-07-20
41.976402282714844,2017-07-21
41.396263122558594,2017-07-24
41.5339241027832,2017-07-25
41.89773941040039,2017-07-26
45.054080963134766,2017-07-27
44.99508285522461,2017-07-28
45.3588981628418,2017-07-31
44.87709045410156,2017-08-01
44.08062744140625,2017-08-02
43.8053092956543,2017-08-03
43.264503479003906,2017-08-04
43.156341552734375,2017-08-07
43.21533966064453,2017-08-08
42.291053771972656,2017-08-09
41.98623275756836,2017-08-10
42.517208099365234,2017-08-11
42.684364318847656,2017-08-14
42.70403289794922,2017-08-15
42.54670715332031,2017-08-16
41.592918395996094,2017-08-17
41.3765983581543,2017-08-18
41.878074645996094,2017-08-21
42.88102340698242,2017-08-22
42.57620620727539,2017-08-23
42.64503479003906,2017-08-24
42.66469955444336,2017-08-25
42.615535736083984,2017-08-28
42.723697662353516,2017-08-29
43.41199493408203,2017-08-30
43.95280075073242,2017-08-31
43.78564453125,2017-09-01
42.487709045410156,2017-09-05
42.57620620727539,2017-09-06
42.30088424682617,2017-09-07
41.848575592041016,2017-09-08
42.00590133666992,2017-09-11
42.281219482421875,2017-09-12
41.10127639770508,2017-09-13
40.963619232177734,2017-09-14
41.5732536315918,2017-09-15
41.297935485839844,2017-09-18
41.33726501464844,2017-09-19
41.465091705322266,2017-09-20
41.47492599487305,2017-09-21
41.91740417480469,2017-09-22
41.514259338378906,2017-09-25
40.76696014404297,2017-09-26
41.5535888671875,2017-09-27
40.835792541503906,2017-09-28
41.199607849121094,2017-09-29
40.94395446777344,2017-10-02
41.701080322265625,2017-10-03
42.77286148071289,2017-10-04
42.94002151489258,2017-10-05
43.03834915161133,2017-10-06
43.07767868041992,2017-10-09
42.418880462646484,2017-10-10
43.35300064086914,2017-10-11
43.11701202392578,2017-10-12
42.723697662353516,2017-10-13
42.52703857421875,2017-10-16
42.684364318847656,2017-10-17
42.822025299072266,2017-10-18
42.98918533325195,2017-10-19
43.02851486206055,2017-10-20
42.52703857421875,2017-10-23
42.49754333496094,2017-10-24
41.10127639770508,2017-10-25
41.41592788696289,2017-10-26
41.35693359375,2017-10-27
41.396263122558594,2017-10-30
41.01278305053711,2017-10-31
40.90462112426758,2017-11-01
40.37364959716797,2017-11-02
40.16715621948242,2017-11-03
40.255653381347656,2017-11-06
40.45231246948242,2017-11-07
40.20648956298828,2017-11-08
39.8033447265625,2017-11-09
40.33431625366211,2017-11-10
41.130775451660156,2017-11-13
39.8033447265625,2017-11-14
40.12782669067383,2017-11-15
40.09832763671875,2017-11-16
40.53097152709961,2017-11-17
40.31465148925781,2017-11-20
40.40314865112305,2017-11-21
40.147491455078125,2017-11-22
40.06882858276367,2017-11-24
40.1769905090332,2017-11-27
39.8230094909668,2017-11-28
40.12782669067383,2017-11-29
40.088497161865234,2017-11-30
41.41592788696289,2017-12-01
41.937068939208984,2017-12-04
42.074729919433594,2017-12-05
41.10127639770508,2017-12-06
41.65191650390625,2017-12-07
41.63225173950195,2017-12-08
41.91740417480469,2017-12-11
42.074729919433594,2017-12-12
41.602752685546875,2017-12-13
41.54375457763672,2017-12-14
39.1248779296875,2017-12-15
39.478858947753906,2017-12-18
38.9478874206543,2017-12-19
38.55457305908203,2017-12-20
38.67256546020508,2017-12-21
39.10520935058594,2017-12-22
39.48869323730469,2017-12-26
39.18387222290039,2017-12-27
39.134708404541016,2017-12-28
38.99705123901367,2017-12-29
38.249755859375,2018-01-02
38.17108917236328,2018-01-03
39.02655029296875,2018-01-04
39.272369384765625,2018-01-05
39.19370651245117,2018-01-08
39.09537887573242,2018-01-09
40.30481719970703,2018-01-10
40.41297912597656,2018-01-11
40.37364959716797,2018-01-12
39.705013275146484,2018-01-16
39.86233901977539,2018-01-17
40.147491455078125,2018-01-18
41.01278305053711,2018-01-19
41.22910690307617,2018-01-22
41.602752685546875,2018-01-23
41.740413665771484,2018-01-24
42.15339279174805,2018-01-25
43.18584060668945,2018-01-26
43.598819732666016,2018-01-29
43.1268424987793,2018-01-30
44.25762176513672,2018-01-31
43.90363693237305,2018-02-01
43.65781784057617,2018-02-02
42.43854522705078,2018-02-05
42.182891845703125,2018-02-06
42.16322326660156,2018-02-07
40.65879821777344,2018-02-08
40.21632385253906,2018-02-09
40.64896774291992,2018-02-12
40.678466796875,2018-02-13
41.465091705322266,2018-02-14
41.47492599487305,2018-02-15
41.32743453979492,2018-02-16
41.31760025024414,2018-02-20
41.12094497680664,2018-02-21
41.02261734008789,2018-02-22
41.58308792114258,2018-02-23
41.69124984741211,2018-02-26
40.91445541381836,2018-02-27
41.24877166748047,2018-02-28
42.36971664428711,2018-03-01
42.30088424682617,2018-03-02
41.976402282714844,2018-03-05
42.98918533325195,2018-03-06
43.03834915161133,2018-03-07
42.684364318847656,2018-03-08
42.98918533325195,2018-03-09
42.49754333496094,2018-03-12
42.26155471801758,2018-03-13
41.99606704711914,2018-03-14
41.54375457763672,2018-03-15
41.76991271972656,2018-03-16
40.91445541381836,2018-03-19
41.02261734008789,2018-03-20
41.602752685546875,2018-03-21
40.422813415527344,2018-03-22
40.088497161865234,2018-03-23
40.934120178222656,2018-03-26
39.97050094604492,2018-03-27
40.147491455078125,2018-03-28
40.41297912597656,2018-03-29
39.48869323730469,2018-04-02
39.77384567260742,2018-04-03
40.46214294433594,2018-04-04
40.491641998291016,2018-04-05
40.33431625366211,2018-04-06
40.37364959716797,2018-04-09
40.12782669067383,2018-04-10
40.0196647644043,2018-04-11
39.950836181640625,2018-04-12
39.410030364990234,2018-04-13
39.72468185424805,2018-04-16
39.8033447265625,2018-04-17
40.40314865112305,2018-04-18
40.94395446777344,2018-04-19
40.963619232177734,2018-04-20
40.88495635986328,2018-04-23
40.79645919799805,2018-04-24
40.835792541503906,2018-04-25
41.504425048828125,2018-04-26
41.170108795166016,2018-04-27
41.071781158447266,2018-04-30
41.061946868896484,2018-05-01
40.393314361572266,2018-05-02
41.08161163330078,2018-05-03
41.54375457763672,2018-05-04
41.848575592041016,2018-05-07
41.406097412109375,2018-05-08
42.55653762817383,2018-05-09
43.067848205566406,2018-05-10
43.20550537109375,2018-05-11
43.63814926147461,2018-05-14
43.8053092956543,2018-05-15
44.93608856201172,2018-05-16
44.473941802978516,2018-05-17
45.67354965209961,2018-05-18
45.57522201538086,2018-05-21
45.00491714477539,2018-05-22
45.13274383544922,2018-05-23
44.955753326416016,2018-05-24
45.24090576171875,2018-05-25
44.985252380371094,2018-05-29
45.10324478149414,2018-05-30
45.47689437866211,2018-05-31
45.47689437866211,2018-06-01
45.03441619873047,2018-06-04
44.67060089111328,2018-06-05
45.36873245239258,2018-06-06
45.3392333984375,2018-06-07
45.26057052612305,2018-06-08
44.92625427246094,2018-06-11
45.13274383544922,2018-06-12
45.250736236572266,2018-06-13
45.594886779785156,2018-06-14
46.735496520996094,2018-06-15
47.050148010253906,2018-06-18
46.28318786621094,2018-06-19
46.637168884277344,2018-06-20
44.88692092895508,2018-06-21
45.44739532470703,2018-06-22
45.19173812866211,2018-06-25
44.56243896484375,2018-06-26
43.53982162475586,2018-06-27
44.58210372924805,2018-06-28
44.29695129394531,2018-06-29
45.290069580078125,2018-07-02
44.75909423828125,2018-07-03
45.54572296142578,2018-07-05
45.75221252441406,2018-07-06
46.22418975830078,2018-07-09
46.24385452270508,2018-07-10
46.04719924926758,2018-07-11
46.45034408569336,2018-07-12
46.62733459472656,2018-07-13
46.65683364868164,2018-07-16
46.96165084838867,2018-07-17
47.35496520996094,2018-07-18
47.34513473510742,2018-07-19
47.679447174072266,2018-07-20
46.951820373535156,2018-07-23
45.91937255859375,2018-07-24
47.00098419189453,2018-07-25
47.177974700927734,2018-07-26
46.696163177490234,2018-07-27
46.470008850097656,2018-07-30
46.35201644897461,2018-07-31
45.594886779785156,2018-08-01
46.18485641479492,2018-08-02
46.0177001953125,2018-08-03
46.28318786621094,2018-08-06
46.21435546875,2018-08-07
46.33235168457031,2018-08-08
46.066864013671875,2018-08-09
45.85054016113281,2018-08-10
45.80137634277344,2018-08-13
45.47689437866211,2018-08-14
45.388397216796875,2018-08-15
45.250736236572266,2018-08-16
45.41789627075195,2018-08-17
45.378562927246094,2018-08-20
45.496559143066406,2018-08-21
45.486724853515625,2018-08-22
44.73942947387695,2018-08-23
44.76892852783203,2018-08-24
45.280235290527344,2018-08-27
45.22123718261719,2018-08-28
45.94886779785156,2018-08-29
45.929203033447266,2018-08-30
45.958702087402344,2018-08-31
46.55850601196289,2018-09-04
45.250736236572266,2018-09-05
45.3392333984375,2018-09-06
45.496559143066406,2018-09-07
45.94886779785156,2018-09-10
45.762046813964844,2018-09-11
45.88987350463867,2018-09-12
46.24385452270508,2018-09-13
46.13569259643555,2018-09-14
45.77187728881836,2018-09-17
46.057029724121094,2018-09-18
45.74237823486328,2018-09-19
45.594886779785156,2018-09-20
45.30973434448242,2018-09-21
41.11111068725586,2018-09-24
41.494590759277344,2018-09-25
42.4090461730957,2018-09-26
42.45820999145508,2018-09-27
42.713863372802734,2018-09-28
42.19272232055664,2018-10-01
42.33038330078125,2018-10-02
42.920352935791016,2018-10-03
42.625370025634766,2018-10-04
42.2123908996582,2018-10-05
42.4090461730957,2018-10-08
41.34709930419922,2018-10-09
40.147491455078125,2018-10-10
39.9803352355957,2018-10-11
40.51130676269531,2018-10-12
41.160274505615234,2018-10-15
42.281219482421875,2018-10-16
42.2123908996582,2018-10-17
41.81907653808594,2018-10-18
41.28810119628906,2018-10-19
41.02261734008789,2018-10-22
40.34415054321289,2018-10-23
38.08259582519531,2018-10-24
39.23303985595703,2018-10-25
37.98426818847656,2018-10-26
37.93510437011719,2018-10-29
38.89872360229492,2018-10-30
40.55064010620117,2018-10-31
40.422813415527344,2018-11-01
40.1769905090332,2018-11-02
39.83284378051758,2018-11-05
41.160274505615234,2018-11-06
40.737464904785156,2018-11-07
40.02949905395508,2018-11-08
39.950836181640625,2018-11-09
39.174041748046875,2018-11-12
39.56735610961914,2018-11-13
39.950836181640625,2018-11-14
40.039329528808594,2018-11-15
39.59685134887695,2018-11-16
38.11209487915039,2018-11-19
36.696163177490234,2018-11-20
37.88594055175781,2018-11-21
37.84660720825195,2018-11-23
37.817108154296875,2018-11-26
37.03048324584961,2018-11-27
37.64995193481445,2018-11-28
38.95771789550781,2018-11-29
39.1248779296875,2018-11-30
39.29203414916992,2018-12-03
38.4660758972168,2018-12-04
38.4267463684082,2018-12-06
37.99409866333008,2018-12-07
38.58407211303711,2018-12-10
38.55457305908203,2018-12-11
38.87905502319336,2018-12-12
38.10226058959961,2018-12-13
38.14159393310547,2018-12-14
37.91543960571289,2018-12-17
38.2694206237793,2018-12-18
37.02064895629883,2018-12-19
36.3913459777832,2018-12-20
35.17207336425781,2018-12-21
34.8377571105957,2018-12-24
35.860374450683594,2018-12-26
35.860374450683594,2018-12-27
35.93903732299805,2018-12-28
36.18485641479492,2018-12-31
36.79449462890625,2019-01-02
36.62733459472656,2019-01-03
37.610618591308594,2019-01-04
37.620452880859375,2019-01-07
38.03343200683594,2019-01-08
37.20747375488281,2019-01-09
37.35496520996094,2019-01-10
37.374629974365234,2019-01-11
37.040313720703125,2019-01-14
37.35496520996094,2019-01-15
37.826942443847656,2019-01-16
38.407081604003906,2019-01-17
38.47591018676758,2019-01-18
37.177974700927734,2019-01-22
37.25663757324219,2019-01-23
37.20747375488281,2019-01-24
38.023597717285156,2019-01-25
37.93510437011719,2019-01-28
38.07276153564453,2019-01-29
38.95771789550781,2019-01-30
39.11504364013672,2019-01-31
39.79351043701172,2019-02-01
40.16715621948242,2019-02-04
40.30481719970703,2019-02-05
39.380531311035156,2019-02-06
38.89872360229492,2019-02-07
38.98721694946289,2019-02-08
38.9478874206543,2019-02-11
39.311702728271484,2019-02-12
39.410030364990234,2019-02-13
39.675514221191406,2019-02-14
40.049163818359375,2019-02-15
39.69518280029297,2019-02-19
39.705013275146484,2019-02-20
39.77384567260742,2019-02-21
39.852508544921875,2019-02-22
39.616519927978516,2019-02-25
39.41986083984375,2019-02-26
39.33136749267578,2019-02-27
40.21632385253906,2019-02-28
40.07866287231445,2019-03-01
39.56735610961914,2019-03-04
39.56735610961914,2019-03-05
39.56735610961914,2019-03-06
39.65584945678711,2019-03-07
39.42969512939453,2019-03-08
40.058998107910156,2019-03-11
40.353981018066406,2019-03-12
40.285152435302734,2019-03-13
40.481807708740234,2019-03-14
40.8554573059082,2019-03-15
40.23598861694336,2019-03-18
39.9803352355957,2019-03-19
38.99705123901367,2019-03-20
38.9478874206543,2019-03-21
38.17108917236328,2019-03-22
37.73844528198242,2019-03-25
37.5712890625,2019-03-26
37.33530044555664,2019-03-27
37.35496520996094,2019-03-28
37.54179000854492,2019-03-29
38.4660758972168,2019-04-01
38.534908294677734,2019-04-02
38.731563568115234,2019-04-03
39.282203674316406,2019-04-04
38.938053131103516,2019-04-05
38.91838836669922,2019-04-08
38.692230224609375,2019-04-09
38.87905502319336,2019-04-10
39.09537887573242,2019-04-11
39.606685638427734,2019-04-12
39.05604553222656,2019-04-15
39.164207458496094,2019-04-16
39.10520935058594,2019-04-17
39.282203674316406,2019-04-18
39.911502838134766,2019-04-22
40.285152435302734,2019-04-23
38.23992156982422,2019-04-24
38.43657684326172,2019-04-25
39.08554458618164,2019-04-26
39.3018684387207,2019-04-29
39.272369384765625,2019-04-30
39.616519927978516,2019-05-01
39.134708404541016,2019-05-02
39.518192291259766,2019-05-03
39.065879821777344,2019-05-06
37.9449348449707,2019-05-07
38.4267463684082,2019-05-08
38.54473876953125,2019-05-09
38.91838836669922,2019-05-10
38.14159393310547,2019-05-13
37.84660720825195,2019-05-14
37.49262619018555,2019-05-15
37.45329284667969,2019-05-16
37.50245666503906,2019-05-17
37.35496520996094,2019-05-20
37.69911575317383,2019-05-21
37.20747375488281,2019-05-22
36.3913459777832,2019-05-23
36.47984313964844,2019-05-24
36.31268310546875,2019-05-28
36.14552688598633,2019-05-29
36.0373649597168,2019-05-30
35.41789627075195,2019-05-31
35.280235290527344,2019-06-03
35.66371536254883,2019-06-04
35.19173812866211,2019-06-05
35.152408599853516,2019-06-06
35.09341049194336,2019-06-07
35.585052490234375,2019-06-10
35.65388488769531,2019-06-11
35.65388488769531,2019-06-12
36.21435546875,2019-06-13
35.88003921508789,2019-06-14
36.165191650390625,2019-06-17
36.637168884277344,2019-06-18
36.96165084838867,2019-06-19
37.0698127746582,2019-06-20
36.72566223144531,2019-06-21
36.568336486816406,2019-06-24
36.509342193603516,2019-06-25
36.43067932128906,2019-06-26
36.75516128540039,2019-06-27
37.177974700927734,2019-06-28
37.7679443359375,2019-07-01
37.826942443847656,2019-07-02
38.161258697509766,2019-07-03
38.36774826049805,2019-07-05
38.495574951171875,2019-07-08
38.692230224609375,2019-07-09
38.9478874206543,2019-07-10
38.76106262207031,2019-07-11
39.11504364013672,2019-07-12
39.065879821777344,2019-07-15
39.1248779296875,2019-07-16
38.82006072998047,2019-07-17
38.800392150878906,2019-07-18
38.9478874206543,2019-07-19
38.81022644042969,2019-07-22
38.77089309692383,2019-07-23
39.518192291259766,2019-07-24
39.48869323730469,2019-07-25
40.09832763671875,2019-07-26
39.59685134887695,2019-07-29
40.00983428955078,2019-07-30
40.934120178222656,2019-07-31
41.061946868896484,2019-08-01
41.08161163330078,2019-08-02
39.68534851074219,2019-08-05
39.941001892089844,2019-08-06
40.06882858276367,2019-08-07
40.63913345336914,2019-08-08
40.0,2019-08-09
39.33136749267578,2019-08-12
39.41986083984375,2019-08-13
38.79056167602539,2019-08-14
38.839725494384766,2019-08-15
39.43952941894531,2019-08-16
39.852508544921875,2019-08-19
39.55752182006836,2019-08-20
39.78367614746094,2019-08-21
39.54768753051758,2019-08-22
38.593902587890625,2019-08-23
38.97738265991211,2019-08-26
38.78072738647461,2019-08-27
39.77384567260742,2019-08-28
39.69518280029297,2019-08-29
39.813175201416016,2019-08-30
39.606685638427734,2019-09-03
40.24582290649414,2019-09-04
40.66863250732422,2019-09-05
40.56047058105469,2019-09-06
40.79645919799805,2019-09-09
40.934120178222656,2019-09-10
41.5535888671875,2019-09-11
41.27827072143555,2019-09-12
41.14060974121094,2019-09-13
40.835792541503906,2019-09-16
41.10127639770508,2019-09-17
40.963619232177734,2019-09-18
40.58013916015625,2019-09-19
40.60963439941406,2019-09-20
40.64896774291992,2019-09-23
40.10816192626953,2019-09-24
40.90462112426758,2019-09-25
40.688297271728516,2019-09-26
40.678466796875,2019-09-27
40.8751220703125,2019-09-30
40.40314865112305,2019-10-01
40.393314361572266,2019-10-02
41.061946868896484,2019-10-03
41.22910690307617,2019-10-04
41.170108795166016,2019-10-07
41.061946868896484,2019-10-08
41.10127639770508,2019-10-09
41.41592788696289,2019-10-10
41.592918395996094,2019-10-11
41.8731575012207,2019-10-14
42.271385192871094,2019-10-15
42.241886138916016,2019-10-16
42.59587097167969,2019-10-17
42.59587097167969,2019-10-18
42.517208099365234,2019-10-21
42.52703857421875,2019-10-22
42.9105224609375,2019-10-23
42.920352935791016,2019-10-24
42.713863372802734,2019-10-25
42.9301872253418,2019-10-28
42.59587097167969,2019-10-29
42.822025299072266,2019-10-30
44.1592903137207,2019-10-31
44.818092346191406,2019-11-01
44.86725616455078,2019-11-04
45.280235290527344,2019-11-05
44.572269439697266,2019-11-06
45.07866287231445,2019-11-07
45.43756103515625,2019-11-08
46.066864013671875,2019-11-11
46.04719924926758,2019-11-12
46.371681213378906,2019-11-13
46.853492736816406,2019-11-14
46.22418975830078,2019-11-15
45.99803161621094,2019-11-18
46.411014556884766,2019-11-19
46.07669448852539,2019-11-20
47.01081466674805,2019-11-21
47.040313720703125,2019-11-22
47.0698127746582,2019-11-25
47.18780517578125,2019-11-26
47.93510437011719,2019-11-27
47.88594055175781,2019-11-29
47.35004806518555,2019-12-02
46.892822265625,2019-12-03
46.981319427490234,2019-12-04
47.276302337646484,2019-12-05
46.951820373535156,2019-12-06
46.62733459472656,2019-12-09
46.597835540771484,2019-12-10
47.02064895629883,2019-12-11
47.22713851928711,2019-12-12
46.79449462890625,2019-12-13
46.58800506591797,2019-12-16
46.637168884277344,2019-12-17
46.67649841308594,2019-12-18
46.892822265625,2019-12-19
47.35496520996094,2019-12-20
47.32546615600586,2019-12-23
47.49262619018555,2019-12-24
47.3942985534668,2019-12-26
47.36479949951172,2019-12-27
47.01081466674805,2019-12-30
