FI,Date
0.4444440007209778,1987-10-14
0.43895700573921204,1987-10-15
0.4334709942340851,1987-10-16
0.4115230143070221,1987-10-19
0.3895750045776367,1987-10-20
0.38408800959587097,1987-10-21
0.35665300488471985,1987-10-22
0.3347049951553345,1987-10-23
0.29629600048065186,1987-10-26
0.2798349857330322,1987-10-27
0.25788798928260803,1987-10-28
0.26886099576950073,1987-10-29
0.3017829954624176,1987-10-30
0.30726999044418335,1987-11-02
0.3017829954624176,1987-11-03
0.3127569854259491,1987-11-04
0.3017829954624176,1987-11-05
0.30726999044418335,1987-11-06
0.30452701449394226,1987-11-09
0.29629600048065186,1987-11-10
0.28532201051712036,1987-11-11
0.28532201051712036,1987-11-12
0.2908090054988861,1987-11-13
0.2908090054988861,1987-11-16
0.28532201051712036,1987-11-17
0.29629600048065186,1987-11-18
0.2825790047645569,1987-11-19
0.2798349857330322,1987-11-20
0.2798349857330322,1987-11-23
0.263374000787735,1987-11-24
0.263374000787735,1987-11-25
0.263374000787735,1987-11-27
0.26886099576950073,1987-11-30
0.25788798928260803,1987-12-01
0.25788798928260803,1987-12-02
0.26886099576950073,1987-12-03
0.25788798928260803,1987-12-04
0.26886099576950073,1987-12-07
0.26886099576950073,1987-12-08
0.25788798928260803,1987-12-09
0.263374000787735,1987-12-10
0.2798349857330322,1987-12-11
0.3127569854259491,1987-12-14
0.323731005191803,1987-12-15
0.3347049951553345,1987-12-16
0.3292180001735687,1987-12-17
0.3401919901371002,1987-12-18
0.323731005191803,1987-12-21
0.35665300488471985,1987-12-22
0.3511660099029541,1987-12-23
0.3731139898300171,1987-12-24
0.3731139898300171,1987-12-28
0.3511660099029541,1987-12-29
0.3621399998664856,1987-12-30
0.3621399998664856,1987-12-31
0.3786010146141052,1988-01-04
0.3786010146141052,1988-01-05
0.3786010146141052,1988-01-06
0.3923180103302002,1988-01-07
0.3786010146141052,1988-01-08
0.3593960106372833,1988-01-11
0.3621399998664856,1988-01-12
0.3621399998664856,1988-01-13
0.3786010146141052,1988-01-14
0.36762699484825134,1988-01-15
0.36762699484825134,1988-01-18
0.38408800959587097,1988-01-19
0.3786010146141052,1988-01-20
0.3786010146141052,1988-01-21
0.38408800959587097,1988-01-22
0.38408800959587097,1988-01-25
0.3895750045776367,1988-01-26
0.38408800959587097,1988-01-27
0.38408800959587097,1988-01-28
0.38408800959587097,1988-01-29
0.3895750045776367,1988-02-01
0.4005489945411682,1988-02-02
0.39506199955940247,1988-02-03
0.4005489945411682,1988-02-04
0.40603598952293396,1988-02-05
0.39506199955940247,1988-02-08
0.39506199955940247,1988-02-09
0.39780500531196594,1988-02-10
0.39506199955940247,1988-02-11
0.3786010146141052,1988-02-12
0.3731139898300171,1988-02-16
0.3731139898300171,1988-02-17
0.3786010146141052,1988-02-18
0.3786010146141052,1988-02-19
0.3786010146141052,1988-02-22
0.3786010146141052,1988-02-23
0.3786010146141052,1988-02-24
0.38408800959587097,1988-02-25
0.39506199955940247,1988-02-26
0.42798399925231934,1988-02-29
0.41701000928878784,1988-03-01
0.4115230143070221,1988-03-02
0.41701000928878784,1988-03-03
0.4224970042705536,1988-03-04
0.4224970042705536,1988-03-07
0.4115230143070221,1988-03-08
0.41975298523902893,1988-03-09
0.41701000928878784,1988-03-10
0.4115230143070221,1988-03-11
0.4224970042705536,1988-03-14
0.41975298523902893,1988-03-15
0.41701000928878784,1988-03-16
0.4224970042705536,1988-03-17
0.4444440007209778,1988-03-18
0.43895700573921204,1988-03-21
0.4444440007209778,1988-03-22
0.44993099570274353,1988-03-23
0.44993099570274353,1988-03-24
0.4554179906845093,1988-03-25
0.44993099570274353,1988-03-28
0.4554179906845093,1988-03-29
0.4554179906845093,1988-03-30
0.460904985666275,1988-03-31
0.460904985666275,1988-04-04
0.44993099570274353,1988-04-05
0.460904985666275,1988-04-06
0.460904985666275,1988-04-07
0.460904985666275,1988-04-08
0.460904985666275,1988-04-11
0.460904985666275,1988-04-12
0.46639201045036316,1988-04-13
0.4718790054321289,1988-04-14
0.460904985666275,1988-04-15
0.4718790054321289,1988-04-18
0.46639201045036316,1988-04-19
0.4718790054321289,1988-04-20
0.4718790054321289,1988-04-21
0.46639201045036316,1988-04-22
0.4718790054321289,1988-04-25
0.4718790054321289,1988-04-26
0.4828529953956604,1988-04-27
0.4801099896430969,1988-04-28
0.4828529953956604,1988-04-29
0.4801099896430969,1988-05-02
0.4828529953956604,1988-05-03
0.4938269853591919,1988-05-04
0.4828529953956604,1988-05-05
0.4828529953956604,1988-05-06
0.4828529953956604,1988-05-09
0.4828529953956604,1988-05-10
0.460904985666275,1988-05-11
0.4554179906845093,1988-05-12
0.45816200971603394,1988-05-13
0.460904985666275,1988-05-16
0.44993099570274353,1988-05-17
0.43895700573921204,1988-05-18
0.42798399925231934,1988-05-19
0.42798399925231934,1988-05-20
0.42798399925231934,1988-05-23
0.4224970042705536,1988-05-24
0.42798399925231934,1988-05-25
0.4334709942340851,1988-05-26
0.42798399925231934,1988-05-27
0.42798399925231934,1988-05-31
0.43621399998664856,1988-06-01
0.4334709942340851,1988-06-02
0.43895700573921204,1988-06-03
0.43895700573921204,1988-06-06
0.4444440007209778,1988-06-07
0.43895700573921204,1988-06-08
0.44993099570274353,1988-06-09
0.4444440007209778,1988-06-10
0.4444440007209778,1988-06-13
0.4444440007209778,1988-06-14
0.4444440007209778,1988-06-15
0.4444440007209778,1988-06-16
0.4444440007209778,1988-06-17
0.44993099570274353,1988-06-20
0.4444440007209778,1988-06-21
0.46639201045036316,1988-06-22
0.4554179906845093,1988-06-23
0.4554179906845093,1988-06-24
0.4554179906845093,1988-06-27
0.46639201045036316,1988-06-28
0.46913599967956543,1988-06-29
0.4718790054321289,1988-06-30
0.4746229946613312,1988-07-01
0.4828529953956604,1988-07-05
0.4828529953956604,1988-07-06
0.4828529953956604,1988-07-07
0.4828529953956604,1988-07-08
0.4828529953956604,1988-07-11
0.4801099896430969,1988-07-12
0.47736600041389465,1988-07-13
0.47736600041389465,1988-07-14
0.4718790054321289,1988-07-15
0.46639201045036316,1988-07-18
0.460904985666275,1988-07-19
0.460904985666275,1988-07-20
0.460904985666275,1988-07-21
0.46639201045036316,1988-07-22
0.460904985666275,1988-07-25
0.46639201045036316,1988-07-26
0.4554179906845093,1988-07-27
0.46639201045036316,1988-07-28
0.46639201045036316,1988-07-29
0.4718790054321289,1988-08-01
0.4746229946613312,1988-08-02
0.47736600041389465,1988-08-03
0.4718790054321289,1988-08-04
0.4718790054321289,1988-08-05
0.4718790054321289,1988-08-08
0.4718790054321289,1988-08-09
0.44993099570274353,1988-08-10
0.44993099570274353,1988-08-11
0.460904985666275,1988-08-12
0.4444440007209778,1988-08-15
0.44993099570274353,1988-08-16
0.4224970042705536,1988-08-17
0.42798399925231934,1988-08-18
0.4334709942340851,1988-08-19
0.41701000928878784,1988-08-22
0.4115230143070221,1988-08-23
0.4115230143070221,1988-08-24
0.4115230143070221,1988-08-25
0.4115230143070221,1988-08-26
0.40877899527549744,1988-08-29
0.4115230143070221,1988-08-30
0.4115230143070221,1988-08-31
0.3895750045776367,1988-09-01
0.4032920002937317,1988-09-02
0.39506199955940247,1988-09-06
0.39506199955940247,1988-09-07
0.4005489945411682,1988-09-08
0.39506199955940247,1988-09-09
0.4005489945411682,1988-09-12
0.39780500531196594,1988-09-13
0.40603598952293396,1988-09-14
0.39506199955940247,1988-09-15
0.40603598952293396,1988-09-16
0.4005489945411682,1988-09-19
0.40603598952293396,1988-09-20
0.40603598952293396,1988-09-21
0.4115230143070221,1988-09-22
0.41701000928878784,1988-09-23
0.4224970042705536,1988-09-26
0.4224970042705536,1988-09-27
0.4115230143070221,1988-09-28
0.4224970042705536,1988-09-29
0.4224970042705536,1988-09-30
0.41701000928878784,1988-10-03
0.41701000928878784,1988-10-04
0.41701000928878784,1988-10-05
0.41975298523902893,1988-10-06
0.41701000928878784,1988-10-07
0.42798399925231934,1988-10-10
0.4334709942340851,1988-10-11
0.4224970042705536,1988-10-12
0.42798399925231934,1988-10-13
0.43895700573921204,1988-10-14
0.4417009949684143,1988-10-17
0.43895700573921204,1988-10-18
0.4444440007209778,1988-10-19
0.44718798995018005,1988-10-20
0.4444440007209778,1988-10-21
0.4444440007209778,1988-10-24
0.4224970042705536,1988-10-25
0.4224970042705536,1988-10-26
0.4224970042705536,1988-10-27
0.4224970042705536,1988-10-28
0.4224970042705536,1988-10-31
0.4005489945411682,1988-11-01
0.41701000928878784,1988-11-02
0.41701000928878784,1988-11-03
0.4115230143070221,1988-11-04
0.4005489945411682,1988-11-07
0.4032920002937317,1988-11-08
0.4032920002937317,1988-11-09
0.40603598952293396,1988-11-10
0.4005489945411682,1988-11-11
0.4115230143070221,1988-11-14
0.4032920002937317,1988-11-15
0.4032920002937317,1988-11-16
0.4005489945411682,1988-11-17
0.40603598952293396,1988-11-18
0.40603598952293396,1988-11-21
0.4005489945411682,1988-11-22
0.4005489945411682,1988-11-23
0.4005489945411682,1988-11-25
0.4115230143070221,1988-11-28
0.40877899527549744,1988-11-29
0.4142659902572632,1988-11-30
0.40603598952293396,1988-12-01
0.41701000928878784,1988-12-02
0.4224970042705536,1988-12-05
0.42798399925231934,1988-12-06
0.42798399925231934,1988-12-07
0.41701000928878784,1988-12-08
0.41701000928878784,1988-12-09
0.41701000928878784,1988-12-12
0.4224970042705536,1988-12-13
0.41701000928878784,1988-12-14
0.41701000928878784,1988-12-15
0.41701000928878784,1988-12-16
0.4224970042705536,1988-12-19
0.4115230143070221,1988-12-20
0.41701000928878784,1988-12-21
0.4142659902572632,1988-12-22
0.4224970042705536,1988-12-23
0.4224970042705536,1988-12-27
0.4115230143070221,1988-12-28
0.4115230143070221,1988-12-29
0.4142659902572632,1988-12-30
0.4115230143070221,1989-01-03
0.4224970042705536,1989-01-04
0.41701000928878784,1989-01-05
0.41701000928878784,1989-01-06
0.41975298523902893,1989-01-09
0.41701000928878784,1989-01-10
0.42798399925231934,1989-01-11
0.43895700573921204,1989-01-12
0.43895700573921204,1989-01-13
0.4444440007209778,1989-01-16
0.43895700573921204,1989-01-17
0.44993099570274353,1989-01-18
0.44993099570274353,1989-01-19
0.44718798995018005,1989-01-20
0.4444440007209778,1989-01-23
0.43895700573921204,1989-01-24
0.4307270050048828,1989-01-25
0.4334709942340851,1989-01-26
0.42798399925231934,1989-01-27
0.4224970042705536,1989-01-30
0.41701000928878784,1989-01-31
0.41701000928878784,1989-02-01
0.41975298523902893,1989-02-02
0.41701000928878784,1989-02-03
0.41701000928878784,1989-02-06
0.4142659902572632,1989-02-07
0.4115230143070221,1989-02-08
0.40603598952293396,1989-02-09
0.40603598952293396,1989-02-10
0.41701000928878784,1989-02-13
0.42798399925231934,1989-02-14
0.42798399925231934,1989-02-15
0.43895700573921204,1989-02-16
0.44993099570274353,1989-02-17
0.4444440007209778,1989-02-21
0.4417009949684143,1989-02-22
0.43895700573921204,1989-02-23
0.41701000928878784,1989-02-24
0.4224970042705536,1989-02-27
0.4224970042705536,1989-02-28
0.41975298523902893,1989-03-01
0.41701000928878784,1989-03-02
0.4334709942340851,1989-03-03
0.42798399925231934,1989-03-06
0.42798399925231934,1989-03-07
0.42798399925231934,1989-03-08
0.42798399925231934,1989-03-09
0.42798399925231934,1989-03-10
0.4334709942340851,1989-03-13
0.4334709942340851,1989-03-14
0.4334709942340851,1989-03-15
0.42798399925231934,1989-03-16
0.4334709942340851,1989-03-17
0.41701000928878784,1989-03-20
0.41701000928878784,1989-03-21
0.41701000928878784,1989-03-22
0.41701000928878784,1989-03-23
0.41701000928878784,1989-03-27
0.41701000928878784,1989-03-28
0.41701000928878784,1989-03-29
0.41701000928878784,1989-03-30
0.42798399925231934,1989-03-31
0.41975298523902893,1989-04-03
0.42798399925231934,1989-04-04
0.41701000928878784,1989-04-05
0.42798399925231934,1989-04-06
0.4115230143070221,1989-04-07
0.4115230143070221,1989-04-10
0.4115230143070221,1989-04-11
0.4115230143070221,1989-04-12
0.4115230143070221,1989-04-13
0.41701000928878784,1989-04-14
0.41701000928878784,1989-04-17
0.4224970042705536,1989-04-18
0.42798399925231934,1989-04-19
0.4224970042705536,1989-04-20
0.4224970042705536,1989-04-21
0.42524001002311707,1989-04-24
0.42798399925231934,1989-04-25
0.4334709942340851,1989-04-26
0.43895700573921204,1989-04-27
0.43895700573921204,1989-04-28
0.4417009949684143,1989-05-01
0.43895700573921204,1989-05-02
0.43895700573921204,1989-05-03
0.43895700573921204,1989-05-04
0.43895700573921204,1989-05-05
0.44993099570274353,1989-05-08
0.44993099570274353,1989-05-09
0.44993099570274353,1989-05-10
0.44993099570274353,1989-05-11
0.44718798995018005,1989-05-12
0.4554179906845093,1989-05-15
0.4444440007209778,1989-05-16
0.4554179906845093,1989-05-17
0.46639201045036316,1989-05-18
0.4828529953956604,1989-05-19
0.48833999037742615,1989-05-22
0.4938269853591919,1989-05-23
0.4828529953956604,1989-05-24
0.48559701442718506,1989-05-25
0.47736600041389465,1989-05-26
0.47736600041389465,1989-05-30
0.48833999037742615,1989-05-31
0.4938269853591919,1989-06-01
0.49931401014328003,1989-06-02
0.5102880001068115,1989-06-05
0.5102880001068115,1989-06-06
0.521261990070343,1989-06-07
0.521261990070343,1989-06-08
0.5157750248908997,1989-06-09
0.5157750248908997,1989-06-12
0.5048009753227234,1989-06-13
0.5048009753227234,1989-06-14
0.5157750248908997,1989-06-15
0.5157750248908997,1989-06-16
0.5048009753227234,1989-06-19
0.5048009753227234,1989-06-20
0.5048009753227234,1989-06-21
0.5048009753227234,1989-06-22
0.49931401014328003,1989-06-23
0.4938269853591919,1989-06-26
0.4938269853591919,1989-06-27
0.49931401014328003,1989-06-28
0.4828529953956604,1989-06-29
0.4718790054321289,1989-06-30
0.47736600041389465,1989-07-03
0.4828529953956604,1989-07-05
0.4828529953956604,1989-07-06
0.48833999037742615,1989-07-07
0.47736600041389465,1989-07-10
0.49931401014328003,1989-07-11
0.49931401014328003,1989-07-12
0.48833999037742615,1989-07-13
0.49931401014328003,1989-07-14
0.49931401014328003,1989-07-17
0.49931401014328003,1989-07-18
0.49931401014328003,1989-07-19
0.5102880001068115,1989-07-20
0.49931401014328003,1989-07-21
0.5102880001068115,1989-07-24
0.5267490148544312,1989-07-25
0.5377230048179626,1989-07-26
0.5322359800338745,1989-07-27
0.5322359800338745,1989-07-28
0.5377230048179626,1989-07-31
0.5267490148544312,1989-08-01
0.5267490148544312,1989-08-02
0.5377230048179626,1989-08-03
0.5322359800338745,1989-08-04
0.5267490148544312,1989-08-07
0.5267490148544312,1989-08-08
0.5267490148544312,1989-08-09
0.5267490148544312,1989-08-10
0.5102880001068115,1989-08-11
0.5157750248908997,1989-08-14
0.521261990070343,1989-08-15
0.5048009753227234,1989-08-16
0.49931401014328003,1989-08-17
0.5048009753227234,1989-08-18
0.5048009753227234,1989-08-21
0.5102880001068115,1989-08-22
0.5267490148544312,1989-08-23
0.5240049958229065,1989-08-24
0.5267490148544312,1989-08-25
0.521261990070343,1989-08-28
0.5102880001068115,1989-08-29
0.521261990070343,1989-08-30
0.5157750248908997,1989-08-31
0.521261990070343,1989-09-01
0.5185189843177795,1989-09-05
0.5102880001068115,1989-09-06
0.5102880001068115,1989-09-07
0.5102880001068115,1989-09-08
0.5048009753227234,1989-09-11
0.5102880001068115,1989-09-12
0.521261990070343,1989-09-13
0.521261990070343,1989-09-14
0.5157750248908997,1989-09-15
0.5157750248908997,1989-09-18
0.521261990070343,1989-09-19
0.521261990070343,1989-09-20
0.5102880001068115,1989-09-21
0.5102880001068115,1989-09-22
0.5102880001068115,1989-09-25
0.5102880001068115,1989-09-26
0.49931401014328003,1989-09-27
0.5102880001068115,1989-09-28
0.49931401014328003,1989-09-29
0.5102880001068115,1989-10-02
0.5048009753227234,1989-10-03
0.5048009753227234,1989-10-04
0.507544994354248,1989-10-05
0.5157750248908997,1989-10-06
0.521261990070343,1989-10-09
0.5185189843177795,1989-10-10
0.5157750248908997,1989-10-11
0.521261990070343,1989-10-12
0.5157750248908997,1989-10-13
0.49931401014328003,1989-10-16
0.49931401014328003,1989-10-17
0.49931401014328003,1989-10-18
0.4938269853591919,1989-10-19
0.4718790054321289,1989-10-20
0.46639201045036316,1989-10-23
0.460904985666275,1989-10-24
0.46639201045036316,1989-10-25
0.460904985666275,1989-10-26
0.46639201045036316,1989-10-27
0.46639201045036316,1989-10-30
0.4828529953956604,1989-10-31
0.4718790054321289,1989-11-01
0.47736600041389465,1989-11-02
0.4718790054321289,1989-11-03
0.46639201045036316,1989-11-06
0.46639201045036316,1989-11-07
0.49931401014328003,1989-11-08
0.4828529953956604,1989-11-09
0.48833999037742615,1989-11-10
0.47736600041389465,1989-11-13
0.48833999037742615,1989-11-14
0.47736600041389465,1989-11-15
0.4828529953956604,1989-11-16
0.47736600041389465,1989-11-17
0.47736600041389465,1989-11-20
0.48833999037742615,1989-11-21
0.47736600041389465,1989-11-22
0.47736600041389465,1989-11-24
0.47736600041389465,1989-11-27
0.47736600041389465,1989-11-28
0.47736600041389465,1989-11-29
0.47736600041389465,1989-11-30
0.47736600041389465,1989-12-01
0.4938269853591919,1989-12-04
0.4938269853591919,1989-12-05
0.5102880001068115,1989-12-06
0.5102880001068115,1989-12-07
0.5048009753227234,1989-12-08
0.5048009753227234,1989-12-11
0.5048009753227234,1989-12-12
0.49931401014328003,1989-12-13
0.4938269853591919,1989-12-14
0.4938269853591919,1989-12-15
0.4938269853591919,1989-12-18
0.4910840094089508,1989-12-19
0.4828529953956604,1989-12-20
0.4828529953956604,1989-12-21
0.48559701442718506,1989-12-22
0.48559701442718506,1989-12-26
0.4828529953956604,1989-12-27
0.4718790054321289,1989-12-28
0.47736600041389465,1989-12-29
0.4718790054321289,1990-01-02
0.4828529953956604,1990-01-03
0.4938269853591919,1990-01-04
0.49931401014328003,1990-01-05
0.49931401014328003,1990-01-08
0.5048009753227234,1990-01-09
0.5048009753227234,1990-01-10
0.49931401014328003,1990-01-11
0.4938269853591919,1990-01-12
0.4938269853591919,1990-01-15
0.4938269853591919,1990-01-16
0.4938269853591919,1990-01-17
0.49931401014328003,1990-01-18
0.49931401014328003,1990-01-19
0.49931401014328003,1990-01-22
0.48833999037742615,1990-01-23
0.4718790054321289,1990-01-24
0.4828529953956604,1990-01-25
0.46639201045036316,1990-01-26
0.46639201045036316,1990-01-29
0.45816200971603394,1990-01-30
0.4554179906845093,1990-01-31
0.4554179906845093,1990-02-01
0.44993099570274353,1990-02-02
0.4554179906845093,1990-02-05
0.4554179906845093,1990-02-06
0.44993099570274353,1990-02-07
0.44993099570274353,1990-02-08
0.44718798995018005,1990-02-09
0.44718798995018005,1990-02-12
0.4554179906845093,1990-02-13
0.4554179906845093,1990-02-14
0.460904985666275,1990-02-15
0.460904985666275,1990-02-16
0.4554179906845093,1990-02-20
0.460904985666275,1990-02-21
0.460904985666275,1990-02-22
0.4554179906845093,1990-02-23
0.45816200971603394,1990-02-26
0.45816200971603394,1990-02-27
0.4554179906845093,1990-02-28
0.460904985666275,1990-03-01
0.44993099570274353,1990-03-02
0.4526750147342682,1990-03-05
0.44993099570274353,1990-03-06
0.4554179906845093,1990-03-07
0.460904985666275,1990-03-08
0.460904985666275,1990-03-09
0.47736600041389465,1990-03-12
0.47736600041389465,1990-03-13
0.48833999037742615,1990-03-14
