FI,Date
0.27709200978279114,1986-09-25
0.27709200978279114,1986-09-26
0.2743479907512665,1986-09-29
0.27709200978279114,1986-09-30
0.2798349857330322,1986-10-01
0.27709200978279114,1986-10-02
0.27709200978279114,1986-10-03
0.27709200978279114,1986-10-06
0.27709200978279114,1986-10-07
0.27709200978279114,1986-10-08
0.2825790047645569,1986-10-09
0.27709200978279114,1986-10-10
0.2825790047645569,1986-10-13
0.27709200978279114,1986-10-14
0.27709200978279114,1986-10-15
0.27709200978279114,1986-10-16
0.27709200978279114,1986-10-17
0.27709200978279114,1986-10-20
0.2798349857330322,1986-10-21
0.2825790047645569,1986-10-22
0.27709200978279114,1986-10-23
0.28532201051712036,1986-10-24
0.2990399897098541,1986-10-27
0.29629600048065186,1986-10-28
0.30726999044418335,1986-10-29
0.3127569854259491,1986-10-30
0.3209879994392395,1986-10-31
0.32647499442100525,1986-11-03
0.3292180001735687,1986-11-04
0.3209879994392395,1986-11-05
0.3209879994392395,1986-11-06
0.31824401021003723,1986-11-07
0.31824401021003723,1986-11-10
0.31824401021003723,1986-11-11
0.31824401021003723,1986-11-12
0.31824401021003723,1986-11-13
0.31824401021003723,1986-11-14
0.31550100445747375,1986-11-17
0.30726999044418335,1986-11-18
0.3017829954624176,1986-11-19
0.310014009475708,1986-11-20
0.30726999044418335,1986-11-21
0.3127569854259491,1986-11-24
0.30726999044418335,1986-11-25
0.30726999044418335,1986-11-26
0.2990399897098541,1986-11-28
0.2990399897098541,1986-12-01
0.2935529947280884,1986-12-02
0.30726999044418335,1986-12-03
0.30726999044418335,1986-12-04
0.29629600048065186,1986-12-05
0.2990399897098541,1986-12-08
0.2990399897098541,1986-12-09
0.30726999044418335,1986-12-10
0.30726999044418335,1986-12-11
0.30726999044418335,1986-12-12
0.30726999044418335,1986-12-15
0.2990399897098541,1986-12-16
0.3017829954624176,1986-12-17
0.310014009475708,1986-12-18
0.3017829954624176,1986-12-19
0.310014009475708,1986-12-22
0.30726999044418335,1986-12-23
0.3127569854259491,1986-12-24
0.30452701449394226,1986-12-26
0.3127569854259491,1986-12-29
0.3127569854259491,1986-12-30
0.30452701449394226,1986-12-31
0.3127569854259491,1987-01-02
0.31824401021003723,1987-01-05
0.31550100445747375,1987-01-06
0.32647499442100525,1987-01-07
0.323731005191803,1987-01-08
0.3292180001735687,1987-01-09
0.3401919901371002,1987-01-12
0.3621399998664856,1987-01-13
0.35665300488471985,1987-01-14
0.3511660099029541,1987-01-15
0.3511660099029541,1987-01-16
0.3511660099029541,1987-01-19
0.3511660099029541,1987-01-20
0.3621399998664856,1987-01-21
0.3621399998664856,1987-01-22
0.3621399998664856,1987-01-23
0.3731139898300171,1987-01-26
0.3731139898300171,1987-01-27
0.38408800959587097,1987-01-28
0.38408800959587097,1987-01-29
0.39506199955940247,1987-01-30
0.39506199955940247,1987-02-02
0.3895750045776367,1987-02-03
0.3786010146141052,1987-02-04
0.3731139898300171,1987-02-05
0.3621399998664856,1987-02-06
0.3621399998664856,1987-02-09
0.3731139898300171,1987-02-10
0.3731139898300171,1987-02-11
0.37585699558258057,1987-02-12
0.38408800959587097,1987-02-13
0.38408800959587097,1987-02-17
0.3731139898300171,1987-02-18
0.3895750045776367,1987-02-19
0.3895750045776367,1987-02-20
0.3895750045776367,1987-02-23
0.3895750045776367,1987-02-24
0.38408800959587097,1987-02-25
0.3895750045776367,1987-02-26
0.39506199955940247,1987-02-27
0.46639201045036316,1987-03-02
0.42798399925231934,1987-03-03
0.4224970042705536,1987-03-04
0.4224970042705536,1987-03-05
0.4444440007209778,1987-03-06
0.4224970042705536,1987-03-09
0.4224970042705536,1987-03-10
0.4444440007209778,1987-03-11
0.4444440007209778,1987-03-12
0.4444440007209778,1987-03-13
0.42798399925231934,1987-03-16
0.42798399925231934,1987-03-17
0.43895700573921204,1987-03-18
0.4444440007209778,1987-03-19
0.42798399925231934,1987-03-20
0.44993099570274353,1987-03-23
0.42798399925231934,1987-03-24
0.44993099570274353,1987-03-25
0.42798399925231934,1987-03-26
0.42798399925231934,1987-03-27
0.42798399925231934,1987-03-30
0.42798399925231934,1987-03-31
0.44993099570274353,1987-04-01
0.42798399925231934,1987-04-02
0.43895700573921204,1987-04-03
0.4444440007209778,1987-04-06
0.4444440007209778,1987-04-07
0.4444440007209778,1987-04-08
0.4334709942340851,1987-04-09
0.4444440007209778,1987-04-10
0.4444440007209778,1987-04-13
0.42798399925231934,1987-04-14
0.43895700573921204,1987-04-15
0.41701000928878784,1987-04-16
0.4334709942340851,1987-04-20
0.43895700573921204,1987-04-21
0.43895700573921204,1987-04-22
0.43895700573921204,1987-04-23
0.41701000928878784,1987-04-24
0.42798399925231934,1987-04-27
0.4115230143070221,1987-04-28
0.4115230143070221,1987-04-29
0.40603598952293396,1987-04-30
0.40603598952293396,1987-05-01
0.3895750045776367,1987-05-04
0.39506199955940247,1987-05-05
0.3786010146141052,1987-05-06
0.4005489945411682,1987-05-07
0.39506199955940247,1987-05-08
0.4005489945411682,1987-05-11
0.3895750045776367,1987-05-12
0.40603598952293396,1987-05-13
0.39506199955940247,1987-05-14
0.39506199955940247,1987-05-15
0.3895750045776367,1987-05-18
0.38408800959587097,1987-05-19
0.39506199955940247,1987-05-20
0.38408800959587097,1987-05-21
0.39506199955940247,1987-05-22
0.39506199955940247,1987-05-26
0.3895750045776367,1987-05-27
0.39506199955940247,1987-05-28
0.3895750045776367,1987-05-29
0.3895750045776367,1987-06-01
0.39506199955940247,1987-06-02
0.4005489945411682,1987-06-03
0.41701000928878784,1987-06-04
0.4444440007209778,1987-06-05
0.43895700573921204,1987-06-08
0.460904985666275,1987-06-09
0.4718790054321289,1987-06-10
0.46639201045036316,1987-06-11
0.46913599967956543,1987-06-12
0.4718790054321289,1987-06-15
0.46639201045036316,1987-06-16
0.4554179906845093,1987-06-17
0.46639201045036316,1987-06-18
0.4554179906845093,1987-06-19
0.4554179906845093,1987-06-22
0.46639201045036316,1987-06-23
0.4718790054321289,1987-06-24
0.47736600041389465,1987-06-25
0.46639201045036316,1987-06-26
0.46639201045036316,1987-06-29
0.47736600041389465,1987-06-30
0.46639201045036316,1987-07-01
0.46639201045036316,1987-07-02
0.47736600041389465,1987-07-06
0.4718790054321289,1987-07-07
0.4718790054321289,1987-07-08
0.47736600041389465,1987-07-09
0.4718790054321289,1987-07-10
0.4718790054321289,1987-07-13
0.46639201045036316,1987-07-14
0.4554179906845093,1987-07-15
0.460904985666275,1987-07-16
0.460904985666275,1987-07-17
0.4554179906845093,1987-07-20
0.460904985666275,1987-07-21
0.44993099570274353,1987-07-22
0.4334709942340851,1987-07-23
0.4444440007209778,1987-07-24
0.4334709942340851,1987-07-27
0.42798399925231934,1987-07-28
0.4115230143070221,1987-07-29
0.4005489945411682,1987-07-30
0.40603598952293396,1987-07-31
0.4005489945411682,1987-08-03
0.4005489945411682,1987-08-04
0.4115230143070221,1987-08-05
0.4334709942340851,1987-08-06
0.4307270050048828,1987-08-07
0.43895700573921204,1987-08-10
0.44993099570274353,1987-08-11
0.43895700573921204,1987-08-12
0.43895700573921204,1987-08-13
0.43895700573921204,1987-08-14
0.44993099570274353,1987-08-17
0.44993099570274353,1987-08-18
0.4444440007209778,1987-08-19
0.44993099570274353,1987-08-20
0.44993099570274353,1987-08-21
0.43895700573921204,1987-08-24
0.44993099570274353,1987-08-25
0.43895700573921204,1987-08-26
0.44993099570274353,1987-08-27
0.4444440007209778,1987-08-28
0.44993099570274353,1987-08-31
0.44993099570274353,1987-09-01
0.4444440007209778,1987-09-02
0.44993099570274353,1987-09-03
0.43895700573921204,1987-09-04
0.4444440007209778,1987-09-08
0.4444440007209778,1987-09-09
0.42798399925231934,1987-09-10
0.42798399925231934,1987-09-11
0.42798399925231934,1987-09-14
0.42798399925231934,1987-09-15
0.42798399925231934,1987-09-16
0.42798399925231934,1987-09-17
0.42798399925231934,1987-09-18
0.42798399925231934,1987-09-21
0.42798399925231934,1987-09-22
0.42798399925231934,1987-09-23
0.4334709942340851,1987-09-24
0.41701000928878784,1987-09-25
0.4115230143070221,1987-09-28
0.4115230143070221,1987-09-29
0.42524001002311707,1987-09-30
0.4224970042705536,1987-10-01
0.42798399925231934,1987-10-02
0.46639201045036316,1987-10-05
0.46639201045036316,1987-10-06
0.460904985666275,1987-10-07
0.43895700573921204,1987-10-08
0.4444440007209778,1987-10-09
0.4334709942340851,1987-10-12
0.43895700573921204,1987-10-13
