GD,Date
0.18475383520126343,1962-04-16
0.18327584862709045,1962-04-17
0.18401478230953217,1962-04-18
0.18475383520126343,1962-04-19
0.1825367659330368,1962-04-23
0.1825367659330368,1962-04-24
0.18327584862709045,1962-04-25
0.18475383520126343,1962-04-26
0.18623174726963043,1962-04-27
0.18327584862709045,1962-04-30
0.18401478230953217,1962-05-01
0.18105874955654144,1962-05-02
0.18401478230953217,1962-05-03
0.1817978173494339,1962-05-04
0.17884178459644318,1962-05-07
0.17736369371414185,1962-05-08
0.16849546134471893,1962-05-09
0.16480045020580292,1962-05-10
0.16480045020580292,1962-05-11
0.1729295253753662,1962-05-14
0.1751466691493988,1962-05-15
0.1758856326341629,1962-05-16
0.1729295253753662,1962-05-17
0.17366857826709747,1962-05-18
0.16775642335414886,1962-05-21
0.16258342564105988,1962-05-22
0.16036632657051086,1962-05-23
0.16110534965991974,1962-05-24
0.15667124092578888,1962-05-25
0.14262989163398743,1962-05-28
0.15075914561748505,1962-05-29
0.15223726630210876,1962-05-31
0.15371519327163696,1962-06-01
0.14484702050685883,1962-06-04
0.14262989163398743,1962-06-05
0.1463250368833542,1962-06-06
0.14410799741744995,1962-06-07
0.14336895942687988,1962-06-08
0.1389348953962326,1962-06-11
0.13154470920562744,1962-06-12
0.12858858704566956,1962-06-13
0.12784960865974426,1962-06-14
0.13302281498908997,1962-06-15
0.13228370249271393,1962-06-18
0.12858858704566956,1962-06-19
0.1256326138973236,1962-06-20
0.12267652899026871,1962-06-21
0.1197204738855362,1962-06-22
0.1219375878572464,1962-06-25
0.12045951932668686,1962-06-26
0.12267652899026871,1962-06-27
0.1389348953962326,1962-06-28
0.14041300117969513,1962-06-29
0.13154470920562744,1962-07-02
0.13228370249271393,1962-07-03
0.13006678223609924,1962-07-05
0.12711068987846375,1962-07-06
0.12858858704566956,1962-07-09
0.13302281498908997,1962-07-10
0.13745684921741486,1962-07-11
0.13967396318912506,1962-07-12
0.1389348953962326,1962-07-13
0.13967396318912506,1962-07-16
0.13450080156326294,1962-07-17
0.13080567121505737,1962-07-18
0.13523980975151062,1962-07-19
0.13523980975151062,1962-07-20
0.13154470920562744,1962-07-23
0.1293276697397232,1962-07-24
0.13006678223609924,1962-07-25
0.13080567121505737,1962-07-26
0.13450080156326294,1962-07-27
0.1389348953962326,1962-07-30
0.14336895942687988,1962-07-31
0.1418910175561905,1962-08-01
0.1492810696363449,1962-08-02
0.15075914561748505,1962-08-03
0.14706413447856903,1962-08-06
0.1455860584974289,1962-08-07
0.14706413447856903,1962-08-08
0.14484702050685883,1962-08-09
0.14336895942687988,1962-08-10
0.14484702050685883,1962-08-13
0.14484702050685883,1962-08-14
0.1492810696363449,1962-08-15
0.1492810696363449,1962-08-16
0.15445414185523987,1962-08-17
0.15519309043884277,1962-08-20
0.15223726630210876,1962-08-21
0.15075914561748505,1962-08-22
0.1492810696363449,1962-08-23
0.14780302345752716,1962-08-24
0.15075914561748505,1962-08-27
0.14484702050685883,1962-08-28
0.14484702050685883,1962-08-29
0.14484702050685883,1962-08-30
0.14780302345752716,1962-08-31
0.14336895942687988,1962-09-04
0.13967396318912506,1962-09-05
0.14262989163398743,1962-09-06
0.14115196466445923,1962-09-07
0.14115196466445923,1962-09-10
0.14115196466445923,1962-09-11
0.15075914561748505,1962-09-12
0.14780302345752716,1962-09-13
0.1455860584974289,1962-09-14
0.14780302345752716,1962-09-17
0.14854209125041962,1962-09-18
0.14484702050685883,1962-09-19
0.14115196466445923,1962-09-20
0.13967396318912506,1962-09-21
0.13819588720798492,1962-09-24
0.1389348953962326,1962-09-25
0.13376173377037048,1962-09-26
0.13080567121505737,1962-09-27
0.13228370249271393,1962-09-28
0.12784960865974426,1962-10-01
0.13006678223609924,1962-10-02
0.13228370249271393,1962-10-03
0.13450080156326294,1962-10-04
0.14336895942687988,1962-10-05
0.14780302345752716,1962-10-08
0.14780302345752716,1962-10-09
0.14336895942687988,1962-10-10
0.1418910175561905,1962-10-11
0.15445414185523987,1962-10-12
0.15371519327163696,1962-10-15
0.15075914561748505,1962-10-16
0.15445414185523987,1962-10-17
0.1492810696363449,1962-10-18
0.1492810696363449,1962-10-19
0.14706413447856903,1962-10-22
0.14854209125041962,1962-10-23
0.15075914561748505,1962-10-24
0.1492810696363449,1962-10-25
0.14854209125041962,1962-10-26
0.1463250368833542,1962-10-29
0.1463250368833542,1962-10-30
0.1455860584974289,1962-10-31
0.15075914561748505,1962-11-01
0.1640615165233612,1962-11-02
0.16480045020580292,1962-11-05
0.1640615165233612,1962-11-07
0.15667124092578888,1962-11-08
0.16258342564105988,1962-11-09
0.16480045020580292,1962-11-12
0.16332243382930756,1962-11-13
0.16553953289985657,1962-11-14
0.1692345291376114,1962-11-15
0.17736369371414185,1962-11-16
0.1707126498222351,1962-11-19
0.1781027615070343,1962-11-20
0.18031971156597137,1962-11-21
0.18105874955654144,1962-11-23
0.19362211227416992,1962-11-26
0.1951000988483429,1962-11-27
0.18918797373771667,1962-11-28
0.1877097636461258,1962-11-29
0.18549296259880066,1962-11-30
0.1825367659330368,1962-12-03
0.18401478230953217,1962-12-04
0.18549296259880066,1962-12-05
0.18327584862709045,1962-12-06
0.18031971156597137,1962-12-07
0.1707126498222351,1962-12-10
0.1729295253753662,1962-12-11
0.17366857826709747,1962-12-12
0.1721905767917633,1962-12-13
0.17366857826709747,1962-12-14
0.1751466691493988,1962-12-17
0.17366857826709747,1962-12-18
0.1729295253753662,1962-12-19
0.1707126498222351,1962-12-20
0.1729295253753662,1962-12-21
0.1707126498222351,1962-12-24
0.1699734628200531,1962-12-26
0.1692345291376114,1962-12-27
0.16775642335414886,1962-12-28
0.16775642335414886,1962-12-31
0.16701756417751312,1963-01-02
0.17145152390003204,1963-01-03
0.1692345291376114,1963-01-04
0.16849546134471893,1963-01-07
0.16775642335414886,1963-01-08
0.16258342564105988,1963-01-09
0.16332243382930756,1963-01-10
0.1699734628200531,1963-01-11
0.16627851128578186,1963-01-14
0.1640615165233612,1963-01-15
0.1640615165233612,1963-01-16
0.16553953289985657,1963-01-17
0.16258342564105988,1963-01-18
0.16332243382930756,1963-01-21
0.16110534965991974,1963-01-22
0.16184429824352264,1963-01-23
0.16036632657051086,1963-01-24
0.15962724387645721,1963-01-25
0.1588883250951767,1963-01-28
0.15814924240112305,1963-01-29
0.15741030871868134,1963-01-30
0.15814924240112305,1963-01-31
0.16627851128578186,1963-02-01
0.16627851128578186,1963-02-04
0.17145152390003204,1963-02-05
0.1729295253753662,1963-02-06
0.16849546134471893,1963-02-07
0.16627851128578186,1963-02-08
0.16036632657051086,1963-02-11
0.16110534965991974,1963-02-12
0.16110534965991974,1963-02-13
0.16036632657051086,1963-02-14
0.15962724387645721,1963-02-15
0.15962724387645721,1963-02-18
0.16036632657051086,1963-02-19
0.15962724387645721,1963-02-20
0.15962724387645721,1963-02-21
0.15741030871868134,1963-02-25
0.16110534965991974,1963-02-26
0.15741030871868134,1963-02-27
0.15519309043884277,1963-02-28
0.15075914561748505,1963-03-01
0.15371519327163696,1963-03-04
0.15149810910224915,1963-03-05
0.15075914561748505,1963-03-06
0.15075914561748505,1963-03-07
0.1492810696363449,1963-03-08
0.16036632657051086,1963-03-11
0.15814924240112305,1963-03-12
0.15741030871868134,1963-03-13
0.15519309043884277,1963-03-14
0.15371519327163696,1963-03-15
0.15297631919384003,1963-03-18
0.15297631919384003,1963-03-19
0.15371519327163696,1963-03-20
0.15519309043884277,1963-03-21
0.1640615165233612,1963-03-22
0.16480045020580292,1963-03-25
0.16332243382930756,1963-03-26
0.16332243382930756,1963-03-27
0.16110534965991974,1963-03-28
0.16110534965991974,1963-03-29
0.15962724387645721,1963-04-01
0.15741030871868134,1963-04-02
0.15814924240112305,1963-04-03
0.1588883250951767,1963-04-04
0.16110534965991974,1963-04-05
0.16332243382930756,1963-04-08
0.16184429824352264,1963-04-09
0.15962724387645721,1963-04-10
0.1588883250951767,1963-04-11
0.15667124092578888,1963-04-15
0.15667124092578888,1963-04-16
0.15814924240112305,1963-04-17
0.16184429824352264,1963-04-18
0.16627851128578186,1963-04-19
0.16332243382930756,1963-04-22
0.16036632657051086,1963-04-23
0.16258342564105988,1963-04-24
0.16258342564105988,1963-04-25
0.15962724387645721,1963-04-26
0.15962724387645721,1963-04-29
0.1588883250951767,1963-04-30
0.15667124092578888,1963-05-01
0.15667124092578888,1963-05-02
0.15593229234218597,1963-05-03
0.15223726630210876,1963-05-06
0.15149810910224915,1963-05-07
0.15149810910224915,1963-05-08
0.15667124092578888,1963-05-09
0.15519309043884277,1963-05-10
0.15371519327163696,1963-05-13
0.15297631919384003,1963-05-14
0.15371519327163696,1963-05-15
0.15223726630210876,1963-05-16
0.15297631919384003,1963-05-17
0.15223726630210876,1963-05-20
0.15149810910224915,1963-05-21
0.15075914561748505,1963-05-22
0.1492810696363449,1963-05-23
0.15149810910224915,1963-05-24
0.15002010762691498,1963-05-27
0.1492810696363449,1963-05-28
0.15371519327163696,1963-05-29
0.15075914561748505,1963-05-31
0.1492810696363449,1963-06-03
0.14854209125041962,1963-06-04
0.15223726630210876,1963-06-05
0.15002010762691498,1963-06-06
0.15667124092578888,1963-06-07
0.15371519327163696,1963-06-10
0.15297631919384003,1963-06-11
0.15223726630210876,1963-06-12
0.1492810696363449,1963-06-13
0.1492810696363449,1963-06-14
0.15075914561748505,1963-06-17
0.15002010762691498,1963-06-18
0.15002010762691498,1963-06-19
0.14854209125041962,1963-06-20
0.14780302345752716,1963-06-21
0.1492810696363449,1963-06-24
0.1463250368833542,1963-06-25
0.14410799741744995,1963-06-26
0.1389348953962326,1963-06-27
0.14484702050685883,1963-06-28
0.14484702050685883,1963-07-01
0.1455860584974289,1963-07-02
0.15297631919384003,1963-07-03
0.15075914561748505,1963-07-05
0.15445414185523987,1963-07-08
0.15519309043884277,1963-07-09
0.15075914561748505,1963-07-10
0.14854209125041962,1963-07-11
0.14706413447856903,1963-07-12
0.1463250368833542,1963-07-15
0.14484702050685883,1963-07-16
0.14336895942687988,1963-07-17
0.14262989163398743,1963-07-18
0.1418910175561905,1963-07-19
0.13967396318912506,1963-07-22
0.13967396318912506,1963-07-23
0.14262989163398743,1963-07-24
0.14484702050685883,1963-07-25
0.14780302345752716,1963-07-26
0.1492810696363449,1963-07-29
0.15297631919384003,1963-07-30
0.15223726630210876,1963-07-31
0.14706413447856903,1963-08-01
0.14706413447856903,1963-08-02
0.14706413447856903,1963-08-05
0.1455860584974289,1963-08-06
0.14484702050685883,1963-08-07
0.14484702050685883,1963-08-08
0.14262989163398743,1963-08-09
0.14410799741744995,1963-08-12
0.1418910175561905,1963-08-13
0.1418910175561905,1963-08-14
0.14115196466445923,1963-08-15
0.13967396318912506,1963-08-16
0.1389348953962326,1963-08-19
0.1389348953962326,1963-08-20
0.13967396318912506,1963-08-21
0.14262989163398743,1963-08-22
0.1418910175561905,1963-08-23
0.14041300117969513,1963-08-26
0.1389348953962326,1963-08-27
0.14041300117969513,1963-08-28
0.15519309043884277,1963-08-29
0.1588883250951767,1963-08-30
0.15741030871868134,1963-09-03
0.15667124092578888,1963-09-04
0.15149810910224915,1963-09-05
0.15075914561748505,1963-09-06
0.14854209125041962,1963-09-09
0.15075914561748505,1963-09-10
0.15223726630210876,1963-09-11
0.15002010762691498,1963-09-12
0.15002010762691498,1963-09-13
0.14854209125041962,1963-09-16
0.1463250368833542,1963-09-17
0.14336895942687988,1963-09-18
0.14410799741744995,1963-09-19
0.1418910175561905,1963-09-20
0.1389348953962326,1963-09-23
0.1418910175561905,1963-09-24
0.14041300117969513,1963-09-25
0.14115196466445923,1963-09-26
0.14041300117969513,1963-09-27
0.14262989163398743,1963-09-30
0.14262989163398743,1963-10-01
0.14336895942687988,1963-10-02
0.14706413447856903,1963-10-03
0.14262989163398743,1963-10-04
0.14262989163398743,1963-10-07
0.14115196466445923,1963-10-08
0.14041300117969513,1963-10-09
0.14041300117969513,1963-10-10
0.14115196466445923,1963-10-11
0.14041300117969513,1963-10-14
0.14041300117969513,1963-10-15
0.1418910175561905,1963-10-16
0.14780302345752716,1963-10-17
0.14854209125041962,1963-10-18
0.14854209125041962,1963-10-21
0.14780302345752716,1963-10-22
0.14780302345752716,1963-10-23
0.15149810910224915,1963-10-24
0.15667124092578888,1963-10-25
0.15371519327163696,1963-10-28
0.15075914561748505,1963-10-29
0.15149810910224915,1963-10-30
0.15445414185523987,1963-10-31
0.15445414185523987,1963-11-01
0.15371519327163696,1963-11-04
0.15223726630210876,1963-11-06
0.15149810910224915,1963-11-07
0.15297631919384003,1963-11-08
0.15149810910224915,1963-11-11
0.15002010762691498,1963-11-12
0.14780302345752716,1963-11-13
0.14484702050685883,1963-11-14
0.14484702050685883,1963-11-15
0.1455860584974289,1963-11-18
0.1463250368833542,1963-11-19
0.14484702050685883,1963-11-20
0.14484702050685883,1963-11-21
0.14041300117969513,1963-11-22
0.14854209125041962,1963-11-26
0.14780302345752716,1963-11-27
0.1588883250951767,1963-11-29
0.15593229234218597,1963-12-02
0.15149810910224915,1963-12-03
0.15149810910224915,1963-12-04
0.15297631919384003,1963-12-05
0.15149810910224915,1963-12-06
0.1492810696363449,1963-12-09
0.1463250368833542,1963-12-10
0.1455860584974289,1963-12-11
0.14484702050685883,1963-12-12
0.14484702050685883,1963-12-13
0.14336895942687988,1963-12-16
0.14410799741744995,1963-12-17
0.14262989163398743,1963-12-18
0.14041300117969513,1963-12-19
0.14115196466445923,1963-12-20
0.14115196466445923,1963-12-23
0.14041300117969513,1963-12-24
0.14410799741744995,1963-12-26
0.14262989163398743,1963-12-27
0.13967396318912506,1963-12-30
0.14041300117969513,1963-12-31
0.1418910175561905,1964-01-02
0.1418910175561905,1964-01-03
0.1389348953962326,1964-01-06
0.13967396318912506,1964-01-07
0.1418910175561905,1964-01-08
0.1418910175561905,1964-01-09
0.1492810696363449,1964-01-10
0.15075914561748505,1964-01-13
0.14706413447856903,1964-01-14
0.1455860584974289,1964-01-15
0.1418910175561905,1964-01-16
0.14041300117969513,1964-01-17
0.14041300117969513,1964-01-20
0.14228816330432892,1964-01-21
0.14228816330432892,1964-01-22
0.14303705096244812,1964-01-23
0.14977695047855377,1964-01-24
0.15277259051799774,1964-01-27
0.15352144837379456,1964-01-28
0.15427033603191376,1964-01-29
0.15202361345291138,1964-01-30
0.15352144837379456,1964-01-31
0.15352144837379456,1964-02-03
0.14902812242507935,1964-02-04
0.14902812242507935,1964-02-05
0.15052585303783417,1964-02-06
0.15651684999465942,1964-02-07
0.1557680368423462,1964-02-10
0.16700130701065063,1964-02-11
0.16999676823616028,1964-02-12
0.16700130701065063,1964-02-13
0.16999676823616028,1964-02-14
0.17374125123023987,1964-02-17
0.17074565589427948,1964-02-18
0.16924811899662018,1964-02-19
0.1655036211013794,1964-02-20
0.1655036211013794,1964-02-24
0.17449015378952026,1964-02-25
0.1819789856672287,1964-02-26
0.1819789856672287,1964-02-27
0.17973238229751587,1964-02-28
0.17973238229751587,1964-03-02
0.1819789856672287,1964-03-03
0.18572355806827545,1964-03-04
0.1864723265171051,1964-03-05
0.1879700869321823,1964-03-06
0.18048129975795746,1964-03-09
0.17673669755458832,1964-03-10
0.17374125123023987,1964-03-11
0.17898347973823547,1964-03-12
0.18422561883926392,1964-03-13
0.18422561883926392,1964-03-16
0.18272779881954193,1964-03-17
0.18347686529159546,1964-03-18
0.18347686529159546,1964-03-19
0.17898347973823547,1964-03-20
0.17673669755458832,1964-03-23
0.17973238229751587,1964-03-24
0.17449015378952026,1964-03-25
0.17224350571632385,1964-03-26
0.17224350571632385,1964-03-30
0.17374125123023987,1964-03-31
0.1729924976825714,1964-04-01
0.17449015378952026,1964-04-02
0.17149461805820465,1964-04-03
0.17224350571632385,1964-04-06
0.17149461805820465,1964-04-07
0.17374125123023987,1964-04-08
0.17149461805820465,1964-04-09
0.17374125123023987,1964-04-10
0.1729924976825714,1964-04-13
0.1729924976825714,1964-04-14
0.17449015378952026,1964-04-15
0.17523911595344543,1964-04-16
0.17449015378952026,1964-04-17
0.17074565589427948,1964-04-20
0.1655036211013794,1964-04-21
0.16325689852237701,1964-04-22
0.16250799596309662,1964-04-23
0.15876363217830658,1964-04-24
0.1557680368423462,1964-04-27
0.15651684999465942,1964-04-28
0.15352144837379456,1964-04-29
0.15352144837379456,1964-04-30
0.1557680368423462,1964-05-01
0.15876363217830658,1964-05-04
0.15876363217830658,1964-05-05
0.15651684999465942,1964-05-06
0.15726573765277863,1964-05-07
0.15876363217830658,1964-05-08
0.15427033603191376,1964-05-11
0.15352144837379456,1964-05-12
0.15127477049827576,1964-05-13
0.15127477049827576,1964-05-14
0.15202361345291138,1964-05-15
0.15127477049827576,1964-05-18
0.14902812242507935,1964-05-19
0.14827923476696014,1964-05-20
0.14902812242507935,1964-05-21
0.14678139984607697,1964-05-22
0.14827923476696014,1964-05-25
0.14902812242507935,1964-05-26
0.15127477049827576,1964-05-27
0.1602613776922226,1964-05-28
0.1595124453306198,1964-06-01
0.16250799596309662,1964-06-02
0.16175906360149384,1964-06-03
0.16101019084453583,1964-06-04
0.16175906360149384,1964-06-05
0.15801474452018738,1964-06-08
0.15876363217830658,1964-06-09
0.15876363217830658,1964-06-10
0.15801474452018738,1964-06-11
0.16475476324558258,1964-06-12
0.16999676823616028,1964-06-15
0.16700130701065063,1964-06-16
0.1677502691745758,1964-06-17
0.16475476324558258,1964-06-18
0.1655036211013794,1964-06-19
0.16325689852237701,1964-06-22
0.16325689852237701,1964-06-23
0.1655036211013794,1964-06-24
0.16475476324558258,1964-06-25
0.16475476324558258,1964-06-26
0.16325689852237701,1964-06-29
0.16101019084453583,1964-06-30
0.16101019084453583,1964-07-01
0.16101019084453583,1964-07-02
0.16101019084453583,1964-07-06
0.16101019084453583,1964-07-07
0.1602613776922226,1964-07-08
0.1595124453306198,1964-07-09
0.1595124453306198,1964-07-10
0.16175906360149384,1964-07-13
0.16175906360149384,1964-07-14
0.16700130701065063,1964-07-15
0.17149461805820465,1964-07-16
0.17673669755458832,1964-07-17
0.17374125123023987,1964-07-20
0.1729924976825714,1964-07-21
0.17823456227779388,1964-07-22
0.1819789856672287,1964-07-23
0.18123021721839905,1964-07-24
0.17748571932315826,1964-07-27
0.18048129975795746,1964-07-28
0.18572355806827545,1964-07-29
0.1849745810031891,1964-07-30
0.1872212290763855,1964-07-31
0.19021670520305634,1964-08-03
0.18347686529159546,1964-08-04
0.19471006095409393,1964-08-05
0.19021670520305634,1964-08-06
0.1894679069519043,1964-08-07
0.1879700869321823,1964-08-10
0.18572355806827545,1964-08-11
0.1849745810031891,1964-08-12
0.1849745810031891,1964-08-13
0.18347686529159546,1964-08-14
0.1819789856672287,1964-08-17
0.18123021721839905,1964-08-18
0.17823456227779388,1964-08-19
0.18123021721839905,1964-08-20
0.1872212290763855,1964-08-21
0.18422561883926392,1964-08-24
0.1872212290763855,1964-08-25
0.18871895968914032,1964-08-26
0.19770567119121552,1964-08-27
0.19770567119121552,1964-08-28
0.1962079107761383,1964-08-31
0.19995234906673431,1964-09-01
0.20519453287124634,1964-09-02
0.20819002389907837,1964-09-03
0.2111855447292328,1964-09-04
0.217925563454628,1964-09-08
0.21867436170578003,1964-09-09
0.21867436170578003,1964-09-10
0.2156788408756256,1964-09-11
0.21043667197227478,1964-09-14
0.20893897116184235,1964-09-15
0.21418097615242004,1964-09-16
0.21493001282215118,1964-09-17
0.2156788408756256,1964-09-18
0.2156788408756256,1964-09-21
0.21418097615242004,1964-09-22
0.22466547787189484,1964-09-23
0.22316768765449524,1964-09-24
0.22541438043117523,1964-09-25
0.22541438043117523,1964-09-28
0.22541438043117523,1964-09-29
0.2194233387708664,1964-09-30
0.2171766757965088,1964-10-01
0.22241871058940887,1964-10-02
0.22840985655784607,1964-10-05
0.23365209996700287,1964-10-06
0.2351498007774353,1964-10-07
0.23065654933452606,1964-10-08
0.23215441405773163,1964-10-09
0.23365209996700287,1964-10-12
0.23814541101455688,1964-10-13
0.2366475611925125,1964-10-14
0.23065654933452606,1964-10-15
0.24263864755630493,1964-10-16
0.24638304114341736,1964-10-19
0.23739658296108246,1964-10-20
0.23440080881118774,1964-10-21
0.23290322721004486,1964-10-22
0.23215441405773163,1964-10-23
0.2351498007774353,1964-10-26
0.23814541101455688,1964-10-27
0.23290322721004486,1964-10-28
0.22915878891944885,1964-10-29
0.23065654933452606,1964-10-30
0.23365209996700287,1964-11-02
0.23440080881118774,1964-11-04
0.22915878891944885,1964-11-05
0.22691220045089722,1964-11-06
0.217925563454628,1964-11-09
0.2171766757965088,1964-11-10
0.22241871058940887,1964-11-11
0.2194233387708664,1964-11-12
0.21867436170578003,1964-11-13
0.2194233387708664,1964-11-16
0.22541438043117523,1964-11-17
0.22167013585567474,1964-11-18
0.2194233387708664,1964-11-19
0.217925563454628,1964-11-20
0.217925563454628,1964-11-23
0.2239164561033249,1964-11-24
0.2239164561033249,1964-11-25
0.22466547787189484,1964-11-27
0.21268326044082642,1964-11-30
0.21043667197227478,1964-12-01
0.21043667197227478,1964-12-02
0.21493001282215118,1964-12-03
0.217925563454628,1964-12-04
0.2171766757965088,1964-12-07
0.2134321630001068,1964-12-08
0.21043667197227478,1964-12-09
0.20893897116184235,1964-12-10
0.2119343876838684,1964-12-11
0.20968791842460632,1964-12-14
0.20669220387935638,1964-12-15
0.20893897116184235,1964-12-16
0.22092102468013763,1964-12-17
0.22241871058940887,1964-12-18
0.2194233387708664,1964-12-21
0.2194233387708664,1964-12-22
0.21268326044082642,1964-12-23
0.2134321630001068,1964-12-24
0.20893897116184235,1964-12-28
0.20893897116184235,1964-12-29
0.20744122564792633,1964-12-30
0.20968791842460632,1964-12-31
0.21642792224884033,1965-01-04
0.22241871058940887,1965-01-05
0.22241871058940887,1965-01-06
0.22990763187408447,1965-01-07
0.22766108810901642,1965-01-08
0.23065654933452606,1965-01-11
0.22691220045089722,1965-01-12
0.22167013585567474,1965-01-13
0.21867436170578003,1965-01-14
0.22167013585567474,1965-01-15
0.22915878891944885,1965-01-18
0.22616326808929443,1965-01-19
0.2239164561033249,1965-01-20
0.2201722413301468,1965-01-21
0.22167013585567474,1965-01-22
0.2194233387708664,1965-01-25
0.21642792224884033,1965-01-26
0.22241871058940887,1965-01-27
0.22766108810901642,1965-01-28
0.2239164561033249,1965-01-29
0.22092102468013763,1965-02-01
0.22092102468013763,1965-02-02
0.217925563454628,1965-02-03
0.2171766757965088,1965-02-04
0.2171766757965088,1965-02-05
0.2209470123052597,1965-02-08
0.2209470123052597,1965-02-09
0.22245511412620544,1965-02-10
0.22320932149887085,1965-02-11
0.22320932149887085,1965-02-12
0.22547154128551483,1965-02-15
0.23376652598381042,1965-02-16
0.23376652598381042,1965-02-17
0.24281534552574158,1965-02-18
0.23979902267456055,1965-02-19
0.23904505372047424,1965-02-23
0.23225820064544678,1965-02-24
0.22999601066112518,1965-02-25
0.22999601066112518,1965-02-26
0.23527467250823975,1965-03-01
0.22924208641052246,1965-03-02
0.22999601066112518,1965-03-03
0.22773373126983643,1965-03-04
0.2284880429506302,1965-03-05
0.22999601066112518,1965-03-08
0.22924208641052246,1965-03-09
0.22924208641052246,1965-03-10
0.23829102516174316,1965-03-11
0.23602880537509918,1965-03-12
0.22622552514076233,1965-03-15
0.22924208641052246,1965-03-16
0.22773373126983643,1965-03-17
0.22622552514076233,1965-03-18
0.22622552514076233,1965-03-19
0.22773373126983643,1965-03-22
0.22697976231575012,1965-03-23
0.22773373126983643,1965-03-24
0.22924208641052246,1965-03-25
0.22547154128551483,1965-03-26
0.21943877637386322,1965-03-29
0.22320932149887085,1965-03-30
0.2247174084186554,1965-03-31
0.22320932149887085,1965-04-01
0.2247174084186554,1965-04-02
0.2307499796152115,1965-04-05
0.23678293824195862,1965-04-06
0.23527467250823975,1965-04-07
0.23376652598381042,1965-04-08
0.23150432109832764,1965-04-09
0.2284880429506302,1965-04-12
0.2405533343553543,1965-04-13
0.25412681698799133,1965-04-14
0.26015952229499817,1965-04-15
0.25865140557289124,1965-04-19
0.2609137296676636,1965-04-20
0.2677001953125,1965-04-21
0.26619216799736023,1965-04-22
0.26166775822639465,1965-04-23
0.2609137296676636,1965-04-26
0.26166775822639465,1965-04-27
0.2571432590484619,1965-04-28
0.2563890516757965,1965-04-29
0.2548809051513672,1965-04-30
0.25412681698799133,1965-05-03
0.2526187300682068,1965-05-04
0.25035643577575684,1965-05-05
0.25865140557289124,1965-05-06
0.2662363350391388,1965-05-07
0.26927027106285095,1965-05-10
0.26927027106285095,1965-05-11
0.27078747749328613,1965-05-12
0.27306297421455383,1965-05-13
0.27078747749328613,1965-05-14
0.26244398951530457,1965-05-17
0.2662363350391388,1965-05-18
0.27154597640037537,1965-05-19
0.2669948935508728,1965-05-20
0.2632024884223938,1965-05-21
0.26092690229415894,1965-05-24
0.2662363350391388,1965-05-25
0.26168543100357056,1965-05-26
0.25865140557289124,1965-05-27
0.26092690229415894,1965-05-28
0.25865140557289124,1965-06-01
0.25561726093292236,1965-06-02
0.24954941868782043,1965-06-03
0.24954941868782043,1965-06-04
0.24803219735622406,1965-06-07
0.24272267520427704,1965-06-08
0.23893006145954132,1965-06-09
0.2404470443725586,1965-06-10
0.2412053942680359,1965-06-11
0.23741309344768524,1965-06-14
0.23893006145954132,1965-06-15
0.2412053942680359,1965-06-16
0.24196402728557587,1965-06-17
0.23893006145954132,1965-06-18
0.2404470443725586,1965-06-21
