HST,Date
0.20237529277801514,1980-03-17
0.20903237164020538,1980-03-18
0.21302662789821625,1980-03-19
0.20903237164020538,1980-03-20
0.2077009677886963,1980-03-21
0.20636959373950958,1980-03-24
0.20370684564113617,1980-03-25
0.20370684564113617,1980-03-26
0.1957181841135025,1980-03-27
0.20636959373950958,1980-03-28
0.20636959373950958,1980-03-31
0.20237529277801514,1980-04-01
0.20636959373950958,1980-04-02
0.20104388892650604,1980-04-03
0.19704978168010712,1980-04-07
0.20237529277801514,1980-04-08
0.20104388892650604,1980-04-09
0.2050381749868393,1980-04-10
0.20104388892650604,1980-04-11
0.19971244037151337,1980-04-14
0.19838100671768188,1980-04-15
0.19704978168010712,1980-04-16
0.1957181841135025,1980-04-17
0.19172397255897522,1980-04-18
0.18639831244945526,1980-04-21
0.19704978168010712,1980-04-22
0.19971244037151337,1980-04-23
0.19704978168010712,1980-04-24
0.19172397255897522,1980-04-25
0.194386824965477,1980-04-28
0.194386824965477,1980-04-29
0.194386824965477,1980-04-30
0.19305545091629028,1980-05-01
0.19305545091629028,1980-05-02
0.19704978168010712,1980-05-05
0.20237529277801514,1980-05-06
0.2050381749868393,1980-05-07
0.2050381749868393,1980-05-08
0.20237529277801514,1980-05-09
0.20104388892650604,1980-05-12
0.20104388892650604,1980-05-13
0.21036377549171448,1980-05-14
0.22101515531539917,1980-05-15
0.21835222840309143,1980-05-16
0.2170208841562271,1980-05-19
0.22101515531539917,1980-05-20
0.2223464846611023,1980-05-21
0.2196837216615677,1980-05-22
0.22634075582027435,1980-05-23
0.22367790341377258,1980-05-27
0.22367790341377258,1980-05-28
0.2170208841562271,1980-05-29
0.21835222840309143,1980-05-30
0.22101515531539917,1980-06-02
0.21835222840309143,1980-06-03
0.22101515531539917,1980-06-04
0.22367790341377258,1980-06-05
0.22367790341377258,1980-06-06
0.22367790341377258,1980-06-09
0.22367790341377258,1980-06-10
0.22367790341377258,1980-06-11
0.22634075582027435,1980-06-12
0.22367790341377258,1980-06-13
0.22634075582027435,1980-06-16
0.22500936686992645,1980-06-17
0.22367790341377258,1980-06-18
0.22367790341377258,1980-06-19
0.2223464846611023,1980-06-20
0.2223464846611023,1980-06-23
0.2223464846611023,1980-06-24
0.22367790341377258,1980-06-25
0.22634075582027435,1980-06-26
0.22500936686992645,1980-06-27
0.22767218947410583,1980-06-30
0.23033492267131805,1980-07-01
0.23033492267131805,1980-07-02
0.2436492145061493,1980-07-03
0.24631202220916748,1980-07-07
0.24897488951683044,1980-07-08
0.25030624866485596,1980-07-09
0.25030624866485596,1980-07-10
0.2516378164291382,1980-07-11
0.25030624866485596,1980-07-14
0.2516378164291382,1980-07-15
0.2516378164291382,1980-07-16
0.2529692053794861,1980-07-17
0.2609577178955078,1980-07-18
0.27160897850990295,1980-07-21
0.27160897850990295,1980-07-22
0.27294042706489563,1980-07-23
0.2756032645702362,1980-07-24
0.2769346535205841,1980-07-25
0.2756032645702362,1980-07-28
0.2769346535205841,1980-07-29
0.28492313623428345,1980-07-30
0.2889173626899719,1980-07-31
0.2875858545303345,1980-08-01
0.2875858545303345,1980-08-04
0.2875858545303345,1980-08-05
0.28359171748161316,1980-08-06
0.2862545847892761,1980-08-07
0.2875858545303345,1980-08-08
0.2862545847892761,1980-08-11
0.28359171748161316,1980-08-12
0.2889173626899719,1980-08-13
0.2875858545303345,1980-08-14
0.28359171748161316,1980-08-15
0.27427172660827637,1980-08-18
0.27294042706489563,1980-08-19
0.27427172660827637,1980-08-20
0.27427172660827637,1980-08-21
0.27294042706489563,1980-08-22
0.27294042706489563,1980-08-25
0.27427172660827637,1980-08-26
0.2702774107456207,1980-08-27
0.26894599199295044,1980-08-28
0.26894599199295044,1980-08-29
0.2702774107456207,1980-09-02
0.2875858545303345,1980-09-03
0.2929116487503052,1980-09-04
0.2929116487503052,1980-09-05
0.29424309730529785,1980-09-08
0.2955743372440338,1980-09-09
0.3035629689693451,1980-09-10
0.3128829598426819,1980-09-11
0.32087141275405884,1980-09-12
0.3182085156440735,1980-09-15
0.32353419065475464,1980-09-16
0.3222029507160187,1980-09-17
0.32619708776474,1980-09-18
0.32752853631973267,1980-09-19
0.32752853631973267,1980-09-22
0.30755725502967834,1980-09-23
0.30888867378234863,1980-09-24
0.315545916557312,1980-09-25
0.30888867378234863,1980-09-26
0.29158028960227966,1980-09-29
0.2982373535633087,1980-09-30
0.29690587520599365,1980-10-01
0.2955743372440338,1980-10-02
0.3022316098213196,1980-10-03
0.304894357919693,1980-10-06
0.3168771266937256,1980-10-07
0.32353419065475464,1980-10-08
0.3248656392097473,1980-10-09
0.33418548107147217,1980-10-10
0.33951112627983093,1980-10-13
0.3488311171531677,1980-10-14
0.3621453046798706,1980-10-15
0.37412798404693604,1980-10-16
0.37013375759124756,1980-10-17
0.37013375759124756,1980-10-20
0.3767908215522766,1980-10-21
0.38344794511795044,1980-10-22
0.3874421715736389,1980-10-23
0.37945377826690674,1980-10-24
0.3807852566242218,1980-10-27
0.375459223985672,1980-10-28
0.3674711287021637,1980-10-29
0.36480823159217834,1980-10-30
0.36480823159217834,1980-10-31
0.36613962054252625,1980-11-03
0.37013375759124756,1980-11-05
0.36480823159217834,1980-11-06
0.3501626253128052,1980-11-07
0.35948240756988525,1980-11-10
0.3674711287021637,1980-11-11
0.37412798404693604,1980-11-12
0.3727967143058777,1980-11-13
0.36613962054252625,1980-11-14
0.3554880917072296,1980-11-17
0.360813707113266,1980-11-18
0.360813707113266,1980-11-19
0.3581508994102478,1980-11-20
0.35681968927383423,1980-11-21
0.3488311171531677,1980-11-24
0.3501626253128052,1980-11-25
0.3488311171531677,1980-11-26
0.3488311171531677,1980-11-28
0.34483689069747925,1980-12-01
0.34483689069747925,1980-12-02
0.3421739935874939,1980-12-03
0.33951112627983093,1980-12-04
0.32752853631973267,1980-12-05
0.3009001314640045,1980-12-08
0.315545916557312,1980-12-09
0.315545916557312,1980-12-10
0.315545916557312,1980-12-11
0.32087141275405884,1980-12-12
0.32087141275405884,1980-12-15
0.3222029507160187,1980-12-16
0.3408425450325012,1980-12-17
0.3421739935874939,1980-12-18
0.3461681604385376,1980-12-19
0.35282543301582336,1980-12-22
0.35948240756988525,1980-12-23
0.3554880917072296,1980-12-24
0.3581508994102478,1980-12-26
0.3554880917072296,1980-12-29
0.35282543301582336,1980-12-30
0.3488311171531677,1980-12-31
0.33817967772483826,1981-01-02
0.33684834837913513,1981-01-05
0.33551713824272156,1981-01-06
0.3301912546157837,1981-01-07
0.32619708776474,1981-01-08
0.33285409212112427,1981-01-09
0.33551713824272156,1981-01-12
0.33551713824272156,1981-01-13
0.33551713824272156,1981-01-14
0.3408425450325012,1981-01-15
0.34483689069747925,1981-01-16
0.34483689069747925,1981-01-19
0.3421739935874939,1981-01-20
0.33817967772483826,1981-01-21
0.33951112627983093,1981-01-22
0.33951112627983093,1981-01-23
0.34483689069747925,1981-01-26
0.34483689069747925,1981-01-27
