DFS,Date
32.88780975341797,2012-11-23
32.7926139831543,2012-11-26
32.197689056396484,2012-11-27
32.721229553222656,2012-11-28
32.951271057128906,2012-11-29
33.006805419921875,2012-11-30
32.70536804199219,2012-12-03
32.52292251586914,2012-12-04
32.419795989990234,2012-12-05
32.17390060424805,2012-12-06
32.64190673828125,2012-12-07
32.34840393066406,2012-12-10
32.023170471191406,2012-12-11
32.52292251586914,2012-12-12
32.03111267089844,2012-12-13
31.364784240722656,2012-12-14
31.872461318969727,2012-12-17
32.15008544921875,2012-12-18
31.5472354888916,2012-12-19
30.468425750732422,2012-12-20
30.53980827331543,2012-12-21
30.547758102416992,2012-12-24
30.412893295288086,2012-12-26
30.11145782470703,2012-12-27
30.135272979736328,2012-12-28
30.692588806152344,2012-12-31
31.47284507751465,2013-01-02
31.36933708190918,2013-01-03
31.87888526916504,2013-01-04
31.3852481842041,2013-01-07
31.918691635131836,2013-01-08
31.727615356445312,2013-01-09
32.22920608520508,2013-01-10
32.15754699707031,2013-01-11
31.6320743560791,2013-01-14
31.321565628051758,2013-01-15
31.154375076293945,2013-01-16
31.281761169433594,2013-01-17
30.692588806152344,2013-01-18
30.963287353515625,2013-01-22
30.89959144592285,2013-01-23
31.16231918334961,2013-01-24
31.122528076171875,2013-01-25
30.302457809448242,2013-01-28
30.342273712158203,2013-01-29
30.31838607788086,2013-01-30
30.565196990966797,2013-01-31
30.891630172729492,2013-02-01
30.716472625732422,2013-02-04
