VEON,Date
27.997089385986328,1997-05-08
27.888986587524414,1997-05-09
27.132308959960938,1997-05-12
26.80802345275879,1997-05-13
26.591827392578125,1997-05-14
27.564697265625,1997-05-15
27.672794342041016,1997-05-16
27.456600189208984,1997-05-19
27.34850311279297,1997-05-20
26.591827392578125,1997-05-21
27.34850311279297,1997-05-22
26.591827392578125,1997-05-23
26.591827392578125,1997-05-27
26.05134391784668,1997-05-28
25.078472137451172,1997-05-29
25.835153579711914,1997-05-30
26.267534255981445,1997-06-02
25.94324493408203,1997-06-03
25.294662475585938,1997-06-04
25.72705078125,1997-06-05
26.591827392578125,1997-06-06
27.132308959960938,1997-06-09
28.53757095336914,1997-06-10
29.07805824279785,1997-06-11
28.53757095336914,1997-06-12
29.186153411865234,1997-06-13
29.07805824279785,1997-06-16
28.753768920898438,1997-06-17
29.294254302978516,1997-06-18
30.267122268676758,1997-06-19
30.699508666992188,1997-06-20
30.050928115844727,1997-06-23
30.699508666992188,1997-06-24
31.45618438720703,1997-06-25
30.91570281982422,1997-06-26
31.294038772583008,1997-06-27
32.861446380615234,1997-06-30
32.429054260253906,1997-07-01
32.75334930419922,1997-07-02
32.53715515136719,1997-07-03
30.91570281982422,1997-07-07
30.91570281982422,1997-07-08
31.02379608154297,1997-07-09
30.050928115844727,1997-07-10
28.96995735168457,1997-07-11
29.510438919067383,1997-07-14
29.726640701293945,1997-07-15
30.267122268676758,1997-07-16
30.753559112548828,1997-07-17
30.15902328491211,1997-07-18
29.348299026489258,1997-07-21
29.8887882232666,1997-07-22
29.618539810180664,1997-07-23
29.78068733215332,1997-07-24
30.267122268676758,1997-07-25
30.050928115844727,1997-07-28
28.53757095336914,1997-07-29
29.348299026489258,1997-07-30
30.050928115844727,1997-07-31
29.564495086669922,1997-08-01
29.618539810180664,1997-08-04
29.618539810180664,1997-08-05
31.294038772583008,1997-08-06
33.672176361083984,1997-08-07
33.185733795166016,1997-08-08
32.69929504394531,1997-08-11
32.429054260253906,1997-08-12
32.1588134765625,1997-08-13
32.266910552978516,1997-08-14
31.888574600219727,1997-08-15
31.131898880004883,1997-08-18
31.131898880004883,1997-08-19
31.131898880004883,1997-08-20
31.45618438720703,1997-08-21
31.67238426208496,1997-08-22
32.212860107421875,1997-08-25
31.131898880004883,1997-08-26
30.537370681762695,1997-08-27
30.050928115844727,1997-08-28
29.618539810180664,1997-08-29
30.807601928710938,1997-09-02
30.699508666992188,1997-09-03
30.537370681762695,1997-09-04
30.267122268676758,1997-09-05
30.699508666992188,1997-09-08
31.185943603515625,1997-09-09
31.348087310791016,1997-09-10
31.294038772583008,1997-09-11
31.780485153198242,1997-09-12
32.104759216308594,1997-09-15
33.40192794799805,1997-09-16
32.64525604248047,1997-09-17
31.564285278320312,1997-09-18
31.67238426208496,1997-09-19
32.1588134765625,1997-09-22
32.429054260253906,1997-09-23
32.915489196777344,1997-09-24
32.861446380615234,1997-09-25
32.915489196777344,1997-09-26
32.861446380615234,1997-09-29
36.10435104370117,1997-09-30
36.32054138183594,1997-10-01
35.78007125854492,1997-10-02
36.9691162109375,1997-10-03
38.48248291015625,1997-10-06
36.536739349365234,1997-10-07
36.0503044128418,1997-10-08
36.10435104370117,1997-10-09
36.48269271850586,1997-10-10
37.72581100463867,1997-10-13
36.9691162109375,1997-10-14
36.536739349365234,1997-10-15
36.32054138183594,1997-10-16
35.67197036743164,1997-10-17
35.02337646484375,1997-10-20
35.40172576904297,1997-10-21
35.07743453979492,1997-10-22
33.726226806640625,1997-10-23
33.51002502441406,1997-10-24
30.483314514160156,1997-10-27
30.267122268676758,1997-10-28
30.050928115844727,1997-10-29
29.07805824279785,1997-10-30
28.321380615234375,1997-10-31
30.42926788330078,1997-11-03
30.59140968322754,1997-11-04
30.483314514160156,1997-11-05
30.104976654052734,1997-11-06
28.86186408996582,1997-11-07
28.807815551757812,1997-11-10
27.997089385986328,1997-11-11
25.294662475585938,1997-11-12
24.862274169921875,1997-11-13
25.5108585357666,1997-11-14
26.32158851623535,1997-11-17
26.32158851623535,1997-11-18
26.267534255981445,1997-11-19
26.591827392578125,1997-11-20
28.591630935668945,1997-11-21
26.32158851623535,1997-11-24
25.835153579711914,1997-11-25
27.186359405517578,1997-11-26
26.267534255981445,1997-11-28
25.94324493408203,1997-12-01
26.483732223510742,1997-12-02
27.888986587524414,1997-12-03
29.83473777770996,1997-12-04
30.213075637817383,1997-12-05
32.104759216308594,1997-12-08
32.104759216308594,1997-12-09
29.024009704589844,1997-12-10
29.402341842651367,1997-12-11
29.07805824279785,1997-12-12
29.510438919067383,1997-12-15
30.267122268676758,1997-12-16
30.267122268676758,1997-12-17
30.267122268676758,1997-12-18
29.348299026489258,1997-12-19
29.402341842651367,1997-12-22
29.672590255737305,1997-12-23
29.564495086669922,1997-12-24
29.402341842651367,1997-12-26
30.537370681762695,1997-12-29
30.42926788330078,1997-12-30
30.807601928710938,1997-12-31
30.3211727142334,1998-01-02
30.91570281982422,1998-01-05
30.37521743774414,1998-01-06
30.15902328491211,1998-01-07
30.050928115844727,1998-01-08
29.8887882232666,1998-01-09
29.186153411865234,1998-01-12
29.456396102905273,1998-01-13
29.07805824279785,1998-01-14
29.07805824279785,1998-01-15
29.402341842651367,1998-01-16
29.564495086669922,1998-01-20
29.294254302978516,1998-01-21
28.645668029785156,1998-01-22
26.916114807128906,1998-01-23
26.105390548706055,1998-01-26
26.32158851623535,1998-01-27
25.781097412109375,1998-01-28
25.88920021057129,1998-01-29
26.75397300720215,1998-01-30
27.61874008178711,1998-02-02
26.591827392578125,1998-02-03
26.267534255981445,1998-02-04
27.564697265625,1998-02-05
28.105180740356445,1998-02-06
28.753768920898438,1998-02-09
29.510438919067383,1998-02-10
30.15902328491211,1998-02-11
29.83473777770996,1998-02-12
28.645668029785156,1998-02-13
29.618539810180664,1998-02-17
29.94283103942871,1998-02-18
29.672590255737305,1998-02-19
29.672590255737305,1998-02-20
31.02379608154297,1998-02-23
32.48310852050781,1998-02-24
33.51002502441406,1998-02-25
34.53694152832031,1998-02-26
34.37480163574219,1998-02-27
32.104759216308594,1998-03-02
32.53715515136719,1998-03-03
33.51002502441406,1998-03-04
33.293827056884766,1998-03-05
33.726226806640625,1998-03-06
33.185733795166016,1998-03-09
33.83431625366211,1998-03-10
33.726226806640625,1998-03-11
33.94240188598633,1998-03-12
33.888362884521484,1998-03-13
33.61812210083008,1998-03-16
32.80739974975586,1998-03-17
33.023590087890625,1998-03-18
33.07764434814453,1998-03-19
33.185733795166016,1998-03-20
34.212650299072266,1998-03-23
34.32075500488281,1998-03-24
34.05050277709961,1998-03-25
34.64504623413086,1998-03-26
35.23957824707031,1998-03-27
36.536739349365234,1998-03-30
38.48248291015625,1998-03-31
37.72581100463867,1998-04-01
35.888153076171875,1998-04-02
37.02317810058594,1998-04-03
37.18532180786133,1998-04-06
38.05009841918945,1998-04-07
38.05009841918945,1998-04-08
38.15818786621094,1998-04-09
37.67176055908203,1998-04-13
38.590579986572266,1998-04-14
39.725589752197266,1998-04-15
41.293006896972656,1998-04-16
43.941375732421875,1998-04-17
44.373756408691406,1998-04-20
45.40068435668945,1998-04-21
46.48166275024414,1998-04-22
46.37355041503906,1998-04-23
44.69805145263672,1998-04-24
41.83348846435547,1998-04-27
42.86040496826172,1998-04-28
45.34663772583008,1998-04-29
46.69783401489258,1998-04-30
47.83285903930664,1998-05-01
50.48123550415039,1998-05-04
50.64337921142578,1998-05-05
51.12982177734375,1998-05-06
50.156944274902344,1998-05-07
49.94075012207031,1998-05-08
49.994789123535156,1998-05-11
48.37335205078125,1998-05-12
45.40068435668945,1998-05-13
45.238529205322266,1998-05-14
45.9411735534668,1998-05-15
43.02255630493164,1998-05-18
44.96830749511719,1998-05-19
43.88733673095703,1998-05-20
43.50898361206055,1998-05-21
43.45494079589844,1998-05-22
41.83348846435547,1998-05-26
39.725589752197266,1998-05-27
40.86062240600586,1998-05-28
41.887535095214844,1998-05-29
38.05009841918945,1998-06-01
43.13064956665039,1998-06-02
45.076385498046875,1998-06-03
48.10311508178711,1998-06-04
46.968082427978516,1998-06-05
45.9411735534668,1998-06-08
42.80636215209961,1998-06-09
43.076602935791016,1998-06-10
41.13086700439453,1998-06-11
43.13064956665039,1998-06-12
39.61750030517578,1998-06-15
42.59016799926758,1998-06-16
43.184696197509766,1998-06-17
41.94158172607422,1998-06-18
42.37397003173828,1998-06-19
41.887535095214844,1998-06-22
41.94158172607422,1998-06-23
39.401302337646484,1998-06-24
39.83369445800781,1998-06-25
37.401512145996094,1998-06-26
36.80698013305664,1998-06-29
38.69868087768555,1998-06-30
38.96891403198242,1998-07-01
41.887535095214844,1998-07-02
39.7796516418457,1998-07-06
37.02317810058594,1998-07-07
36.59079360961914,1998-07-08
35.563865661621094,1998-07-09
38.69868087768555,1998-07-10
40.698463439941406,1998-07-13
43.02255630493164,1998-07-14
43.941375732421875,1998-07-15
42.04967498779297,1998-07-16
42.59016799926758,1998-07-17
42.482059478759766,1998-07-20
40.64442443847656,1998-07-21
39.83369445800781,1998-07-22
38.644622802734375,1998-07-23
38.428436279296875,1998-07-24
37.07721710205078,1998-07-27
37.56366729736328,1998-07-28
37.13127136230469,1998-07-29
36.536739349365234,1998-07-30
36.32054138183594,1998-07-31
35.13148498535156,1998-08-03
34.05050277709961,1998-08-04
33.07764434814453,1998-08-05
31.564285278320312,1998-08-06
31.294038772583008,1998-08-07
28.213275909423828,1998-08-10
25.835153579711914,1998-08-11
21.457229614257812,1998-08-12
23.13272476196289,1998-08-13
24.267744064331055,1998-08-14
22.538192749023438,1998-08-17
21.565324783325195,1998-08-18
18.376466751098633,1998-08-19
17.187400817871094,1998-08-20
16.268577575683594,1998-08-21
17.511688232421875,1998-08-24
17.29549789428711,1998-08-25
13.349963188171387,1998-08-26
8.593700408935547,1998-08-27
9.512523651123047,1998-08-28
6.918198585510254,1998-08-31
8.107263565063477,1998-09-01
7.296538352966309,1998-09-02
7.080345153808594,1998-09-03
7.782974720001221,1998-09-04
7.5667805671691895,1998-09-08
6.9722466468811035,1998-09-09
7.9451212882995605,1998-09-10
7.728925704956055,1998-09-11
7.674877166748047,1998-09-14
7.45868444442749,1998-09-15
6.918198585510254,1998-09-16
6.161520004272461,1998-09-17
5.08055305480957,1998-09-18
4.972456455230713,1998-09-21
4.756262302398682,1998-09-22
5.13460111618042,1998-09-23
4.918407440185547,1998-09-24
5.08055305480957,1998-09-25
5.026504039764404,1998-09-28
4.864357948303223,1998-09-29
4.540067672729492,1998-09-30
3.7833902835845947,1998-10-01
3.8914873600006104,1998-10-02
4.161728382110596,1998-10-05
5.026504039764404,1998-10-06
5.296746253967285,1998-10-07
5.13460111618042,1998-10-08
7.404634952545166,1998-10-09
7.782974720001221,1998-10-12
7.296538352966309,1998-10-13
8.053215026855469,1998-10-14
10.377300262451172,1998-10-15
9.080135345458984,1998-10-16
8.593700408935547,1998-10-19
8.972039222717285,1998-10-20
9.944912910461426,1998-10-21
11.998751640319824,1998-10-22
11.998751640319824,1998-10-23
11.45826530456543,1998-10-26
10.809686660766602,1998-10-27
10.107056617736816,1998-10-28
10.485395431518555,1998-10-29
10.161104202270508,1998-10-30
10.377300262451172,1998-11-02
10.917781829833984,1998-11-03
12.539237022399902,1998-11-04
11.9447021484375,1998-11-05
12.106850624084473,1998-11-06
11.51231575012207,1998-11-09
11.998751640319824,1998-11-10
11.998751640319824,1998-11-11
11.674458503723145,1998-11-12
11.51231575012207,1998-11-13
11.620413780212402,1998-11-16
11.890657424926758,1998-11-17
11.782557487487793,1998-11-18
11.9447021484375,1998-11-19
15.29570484161377,1998-11-20
15.728092193603516,1998-11-23
14.809269905090332,1998-11-24
15.890242576599121,1998-11-25
17.727886199951172,1998-11-27
15.674041748046875,1998-11-30
15.674041748046875,1998-12-01
12.323040008544922,1998-12-02
11.890657424926758,1998-12-03
11.18802547454834,1998-12-04
10.917781829833984,1998-12-07
10.647540092468262,1998-12-08
10.43134880065918,1998-12-09
10.86373519897461,1998-12-10
10.701590538024902,1998-12-11
9.998957633972168,1998-12-14
11.242076873779297,1998-12-15
11.242076873779297,1998-12-16
11.18802547454834,1998-12-17
11.1339750289917,1998-12-18
11.1339750289917,1998-12-21
11.242076873779297,1998-12-22
11.350171089172363,1998-12-23
11.45826530456543,1998-12-24
11.07992935180664,1998-12-28
11.18802547454834,1998-12-29
11.02587890625,1998-12-30
11.18802547454834,1998-12-31
11.02587890625,1999-01-04
11.674458503723145,1999-01-05
14.26878547668457,1999-01-06
13.404009819030762,1999-01-07
12.539237022399902,1999-01-08
11.890657424926758,1999-01-11
11.728510856628418,1999-01-12
10.917781829833984,1999-01-13
10.971833229064941,1999-01-14
11.350171089172363,1999-01-15
11.998751640319824,1999-01-19
12.106850624084473,1999-01-20
12.214943885803223,1999-01-21
12.160897254943848,1999-01-22
12.106850624084473,1999-01-25
12.106850624084473,1999-01-26
12.106850624084473,1999-01-27
12.593283653259277,1999-01-28
12.485187530517578,1999-01-29
12.647331237792969,1999-02-01
12.593283653259277,1999-02-02
12.323040008544922,1999-02-03
11.998751640319824,1999-02-04
11.998751640319824,1999-02-05
11.998751640319824,1999-02-08
11.674458503723145,1999-02-09
12.106850624084473,1999-02-10
11.674458503723145,1999-02-11
11.728510856628418,1999-02-12
11.620413780212402,1999-02-16
11.51231575012207,1999-02-17
11.404218673706055,1999-02-18
13.83639907836914,1999-02-19
14.647127151489258,1999-02-22
13.295913696289062,1999-02-23
13.7823486328125,1999-02-24
12.971622467041016,1999-02-25
12.971622467041016,1999-02-26
12.431136131286621,1999-03-01
12.485187530517578,1999-03-02
12.106850624084473,1999-03-03
11.9447021484375,1999-03-04
11.9447021484375,1999-03-05
12.323040008544922,1999-03-08
12.863526344299316,1999-03-09
13.7823486328125,1999-03-10
13.944493293762207,1999-03-11
13.944493293762207,1999-03-12
14.484980583190918,1999-03-15
15.565949440002441,1999-03-16
15.403800964355469,1999-03-17
15.674041748046875,1999-03-18
15.511898040771484,1999-03-19
14.376884460449219,1999-03-22
13.890447616577148,1999-03-23
12.917574882507324,1999-03-24
12.971622467041016,1999-03-25
12.863526344299316,1999-03-26
13.83639907836914,1999-03-29
13.51210880279541,1999-03-30
13.404009819030762,1999-03-31
12.917574882507324,1999-04-01
12.917574882507324,1999-04-05
13.079718589782715,1999-04-06
12.863526344299316,1999-04-07
12.809476852416992,1999-04-08
12.377092361450195,1999-04-09
11.836605072021484,1999-04-12
12.106850624084473,1999-04-13
13.51210880279541,1999-04-14
13.079718589782715,1999-04-15
12.863526344299316,1999-04-16
13.566154479980469,1999-04-19
12.917574882507324,1999-04-20
13.079718589782715,1999-04-21
13.349963188171387,1999-04-22
13.944493293762207,1999-04-23
14.05258846282959,1999-04-26
14.05258846282959,1999-04-27
13.72829818725586,1999-04-28
13.83639907836914,1999-04-29
14.26878547668457,1999-04-30
17.07930564880371,1999-05-03
16.214527130126953,1999-05-04
17.07930564880371,1999-05-05
17.56574249267578,1999-05-06
19.835773468017578,1999-05-07
20.646503448486328,1999-05-10
20.376256942749023,1999-05-11
17.619789123535156,1999-05-12
16.43072509765625,1999-05-13
15.349752426147461,1999-05-14
18.052175521850586,1999-05-17
18.862905502319336,1999-05-18
18.700756072998047,1999-05-19
18.754806518554688,1999-05-20
19.943870544433594,1999-05-21
19.88982582092285,1999-05-24
18.268369674682617,1999-05-25
19.727678298950195,1999-05-26
18.754806518554688,1999-05-27
18.268369674682617,1999-05-28
18.106225967407227,1999-06-01
17.403594970703125,1999-06-02
16.971200942993164,1999-06-03
17.83598518371582,1999-06-04
18.106225967407227,1999-06-07
18.268369674682617,1999-06-08
19.07909393310547,1999-06-09
19.943870544433594,1999-06-10
21.18698501586914,1999-06-11
21.565324783325195,1999-06-14
21.241029739379883,1999-06-15
21.565324783325195,1999-06-16
21.18698501586914,1999-06-17
21.29508399963379,1999-06-18
21.29508399963379,1999-06-21
20.80864715576172,1999-06-22
20.051969528198242,1999-06-23
19.9979190826416,1999-06-24
19.9979190826416,1999-06-25
20.16006851196289,1999-06-28
19.943870544433594,1999-06-29
20.051969528198242,1999-06-30
20.32221221923828,1999-07-01
19.241241455078125,1999-07-02
20.214113235473633,1999-07-06
20.646503448486328,1999-07-07
20.214113235473633,1999-07-08
19.9979190826416,1999-07-09
19.511484146118164,1999-07-12
17.89003562927246,1999-07-13
18.754806518554688,1999-07-14
19.295289993286133,1999-07-15
19.511484146118164,1999-07-16
19.61958122253418,1999-07-19
18.48455810546875,1999-07-20
18.268369674682617,1999-07-21
17.403594970703125,1999-07-22
16.592866897583008,1999-07-23
15.728092193603516,1999-07-26
15.782144546508789,1999-07-27
16.484769821166992,1999-07-28
15.403800964355469,1999-07-29
15.890242576599121,1999-07-30
15.728092193603516,1999-08-02
14.91736888885498,1999-08-03
15.079511642456055,1999-08-04
15.079511642456055,1999-08-05
14.647127151489258,1999-08-06
14.809269905090332,1999-08-09
14.86331844329834,1999-08-10
14.91736888885498,1999-08-11
15.349752426147461,1999-08-12
15.890242576599121,1999-08-13
15.674041748046875,1999-08-16
15.565949440002441,1999-08-17
15.349752426147461,1999-08-18
15.079511642456055,1999-08-19
14.86331844329834,1999-08-20
15.998332977294922,1999-08-23
15.565949440002441,1999-08-24
15.565949440002441,1999-08-25
15.674041748046875,1999-08-26
15.133561134338379,1999-08-27
14.70116901397705,1999-08-30
13.458057403564453,1999-08-31
13.404009819030762,1999-09-01
13.241865158081055,1999-09-02
13.133767127990723,1999-09-03
13.7823486328125,1999-09-07
13.241865158081055,1999-09-08
13.566154479980469,1999-09-09
13.349963188171387,1999-09-10
12.863526344299316,1999-09-13
13.02567195892334,1999-09-14
12.809476852416992,1999-09-15
12.160897254943848,1999-09-16
12.431136131286621,1999-09-17
11.620413780212402,1999-09-20
11.18802547454834,1999-09-21
11.18802547454834,1999-09-22
11.1339750289917,1999-09-23
10.917781829833984,1999-09-24
11.1339750289917,1999-09-27
10.701590538024902,1999-09-28
11.07992935180664,1999-09-29
11.02587890625,1999-09-30
12.593283653259277,1999-10-01
12.214943885803223,1999-10-04
12.755427360534668,1999-10-05
12.755427360534668,1999-10-06
12.917574882507324,1999-10-07
14.214737892150879,1999-10-08
15.674041748046875,1999-10-11
13.51210880279541,1999-10-12
14.106637954711914,1999-10-13
13.83639907836914,1999-10-14
13.72829818725586,1999-10-15
13.18781566619873,1999-10-18
13.7823486328125,1999-10-19
14.160690307617188,1999-10-20
14.214737892150879,1999-10-21
14.05258846282959,1999-10-22
13.83639907836914,1999-10-25
13.72829818725586,1999-10-26
14.809269905090332,1999-10-27
14.484980583190918,1999-10-28
14.593076705932617,1999-10-29
14.539027214050293,1999-11-01
13.998544692993164,1999-11-02
13.566154479980469,1999-11-03
13.02567195892334,1999-11-04
13.404009819030762,1999-11-05
13.18781566619873,1999-11-08
13.7823486328125,1999-11-09
16.43072509765625,1999-11-10
15.511898040771484,1999-11-11
15.511898040771484,1999-11-12
15.349752426147461,1999-11-15
16.592866897583008,1999-11-16
15.998332977294922,1999-11-17
15.836190223693848,1999-11-18
15.674041748046875,1999-11-19
17.56574249267578,1999-11-22
18.48455810546875,1999-11-23
18.646709442138672,1999-11-24
17.349546432495117,1999-11-26
16.37667465209961,1999-11-29
15.890242576599121,1999-11-30
16.971200942993164,1999-12-01
16.80906105041504,1999-12-02
16.43072509765625,1999-12-03
18.052175521850586,1999-12-06
16.268577575683594,1999-12-07
16.268577575683594,1999-12-08
16.214527130126953,1999-12-09
15.782144546508789,1999-12-10
15.998332977294922,1999-12-13
17.025251388549805,1999-12-14
19.187196731567383,1999-12-15
19.511484146118164,1999-12-16
19.673629760742188,1999-12-17
22.916534423828125,1999-12-20
28.53757095336914,1999-12-21
26.8620662689209,1999-12-22
23.07868003845215,1999-12-23
28.753768920898438,1999-12-27
29.726640701293945,1999-12-28
26.80802345275879,1999-12-29
29.07805824279785,1999-12-30
38.590579986572266,1999-12-31
35.455772399902344,2000-01-03
30.807601928710938,2000-01-04
34.10456085205078,2000-01-05
31.99666976928711,2000-01-06
34.861236572265625,2000-01-07
35.888153076171875,2000-01-10
32.37501525878906,2000-01-11
36.32054138183594,2000-01-12
34.10456085205078,2000-01-13
32.32096481323242,2000-01-14
31.239992141723633,2000-01-18
29.240203857421875,2000-01-19
33.07764434814453,2000-01-20
31.780485153198242,2000-01-21
28.96995735168457,2000-01-24
28.915912628173828,2000-01-25
30.267122268676758,2000-01-26
31.131898880004883,2000-01-27
32.64525604248047,2000-01-28
33.293827056884766,2000-01-31
32.32096481323242,2000-02-01
32.104759216308594,2000-02-02
33.40192794799805,2000-02-03
34.266700744628906,2000-02-04
34.59099578857422,2000-02-07
41.401100158691406,2000-02-08
37.18532180786133,2000-02-09
39.13105773925781,2000-02-10
38.48248291015625,2000-02-11
39.02296829223633,2000-02-14
38.26628875732422,2000-02-15
38.75271987915039,2000-02-16
39.401302337646484,2000-02-17
38.75271987915039,2000-02-18
38.374393463134766,2000-02-22
37.99604034423828,2000-02-23
36.32054138183594,2000-02-24
34.53694152832031,2000-02-25
33.83431625366211,2000-02-28
37.13127136230469,2000-02-29
36.37458419799805,2000-03-01
36.37458419799805,2000-03-02
35.67197036743164,2000-03-03
36.10435104370117,2000-03-06
37.94199752807617,2000-03-07
38.26628875732422,2000-03-08
39.45535659790039,2000-03-09
37.18532180786133,2000-03-10
35.40172576904297,2000-03-13
37.07721710205078,2000-03-14
36.26649856567383,2000-03-15
35.67197036743164,2000-03-16
35.02337646484375,2000-03-17
35.455772399902344,2000-03-20
36.37458419799805,2000-03-21
37.13127136230469,2000-03-22
41.72539138793945,2000-03-23
43.77922821044922,2000-03-24
41.887535095214844,2000-03-27
38.428436279296875,2000-03-28
38.590579986572266,2000-03-29
35.29362487792969,2000-03-30
36.59079360961914,2000-03-31
34.05050277709961,2000-04-03
30.699508666992188,2000-04-04
31.888574600219727,2000-04-05
31.348087310791016,2000-04-06
31.185943603515625,2000-04-07
31.185943603515625,2000-04-10
29.348299026489258,2000-04-11
28.105180740356445,2000-04-12
28.105180740356445,2000-04-13
26.159440994262695,2000-04-14
26.75397300720215,2000-04-17
30.267122268676758,2000-04-18
28.321380615234375,2000-04-19
28.105180740356445,2000-04-20
27.34850311279297,2000-04-24
27.888986587524414,2000-04-25
28.645668029785156,2000-04-26
29.294254302978516,2000-04-27
28.96995735168457,2000-04-28
29.132104873657227,2000-05-01
28.645668029785156,2000-05-02
26.75397300720215,2000-05-03
26.75397300720215,2000-05-04
27.672794342041016,2000-05-05
28.753768920898438,2000-05-08
29.402341842651367,2000-05-09
26.970169067382812,2000-05-10
25.835153579711914,2000-05-11
25.94324493408203,2000-05-12
25.45680809020996,2000-05-15
26.37563133239746,2000-05-16
25.240617752075195,2000-05-17
25.348716735839844,2000-05-18
22.26795196533203,2000-05-19
19.349340438842773,2000-05-22
19.241241455078125,2000-05-23
19.88982582092285,2000-05-24
21.943668365478516,2000-05-25
21.403181076049805,2000-05-26
23.29487419128418,2000-05-30
22.430097579956055,2000-05-31
22.754392623901367,2000-06-01
23.67321014404297,2000-06-02
25.078472137451172,2000-06-05
24.213703155517578,2000-06-06
24.321794509887695,2000-06-07
25.18657112121582,2000-06-08
25.294662475585938,2000-06-09
24.483938217163086,2000-06-12
22.916534423828125,2000-06-13
24.15964698791504,2000-06-14
24.429887771606445,2000-06-15
24.321794509887695,2000-06-16
23.889408111572266,2000-06-19
22.430097579956055,2000-06-20
23.29487419128418,2000-06-21
22.21390724182129,2000-06-22
21.51127815246582,2000-06-23
20.106016159057617,2000-06-26
18.970998764038086,2000-06-27
18.862905502319336,2000-06-28
17.944076538085938,2000-06-29
18.16027069091797,2000-06-30
19.025049209594727,2000-07-03
19.01153564453125,2000-07-05
18.808853149414062,2000-07-06
20.32221221923828,2000-07-07
20.32221221923828,2000-07-10
20.484357833862305,2000-07-11
20.53840446472168,2000-07-12
20.592449188232422,2000-07-13
20.53840446472168,2000-07-14
19.88982582092285,2000-07-17
19.13314437866211,2000-07-18
18.592660903930664,2000-07-19
19.07909393310547,2000-07-20
18.376466751098633,2000-07-21
18.700756072998047,2000-07-24
19.943870544433594,2000-07-25
20.214113235473633,2000-07-26
20.754600524902344,2000-07-27
