VRSN,Date
55.858219146728516,1999-11-01
65.80921173095703,1999-11-02
68.33013153076172,1999-11-03
66.7910385131836,1999-11-04
68.58222198486328,1999-11-05
73.45156860351562,1999-11-08
66.87065124511719,1999-11-09
64.6416244506836,1999-11-10
65.80921173095703,1999-11-11
71.32869720458984,1999-11-12
73.18620300292969,1999-11-15
72.6820297241211,1999-11-16
71.03679656982422,1999-11-17
73.45156860351562,1999-11-18
72.20437622070312,1999-11-19
78.4403305053711,1999-11-22
79.39562225341797,1999-11-23
81.09392547607422,1999-11-24
84.06595611572266,1999-11-26
83.48216247558594,1999-11-29
78.89144897460938,1999-11-30
77.69731903076172,1999-12-01
82.7126235961914,1999-12-02
87.43602752685547,1999-12-03
100.49172973632812,1999-12-06
111.39801025390625,1999-12-07
105.71931457519531,1999-12-08
106.88689422607422,1999-12-09
105.71931457519531,1999-12-10
101.3674087524414,1999-12-13
98.07695007324219,1999-12-14
95.42335510253906,1999-12-15
110.28350067138672,1999-12-16
111.18572235107422,1999-12-17
127.47880554199219,1999-12-20
157.46446228027344,1999-12-21
148.9729461669922,1999-12-22
147.96458435058594,1999-12-23
142.44509887695312,1999-12-27
151.4142608642578,1999-12-28
161.76327514648438,1999-12-29
154.91700744628906,1999-12-30
162.13478088378906,1999-12-31
161.44485473632812,2000-01-03
159.95884704589844,2000-01-04
151.14889526367188,2000-01-05
131.7245635986328,2000-01-06
144.20973205566406,2000-01-07
154.33322143554688,2000-01-10
140.79986572265625,2000-01-11
136.222412109375,2000-01-12
149.45059204101562,2000-01-13
155.76614379882812,2000-01-14
167.17662048339844,2000-01-18
165.69061279296875,2000-01-19
177.4725799560547,2000-01-20
176.5703582763672,2000-01-21
166.38055419921875,2000-01-24
167.17662048339844,2000-01-25
161.1794891357422,2000-01-26
148.61471557617188,2000-01-27
139.65882873535156,2000-01-28
137.03176879882812,2000-01-31
143.87803649902344,2000-02-01
148.65451049804688,2000-02-02
154.97007751464844,2000-02-03
160.43649291992188,2000-02-04
155.0231475830078,2000-02-07
160.86106872558594,2000-02-08
165.4252471923828,2000-02-09
186.6009521484375,2000-02-10
177.4725799560547,2000-02-11
171.10394287109375,2000-02-14
185.53952026367188,2000-02-15
187.43682861328125,2000-02-16
189.37396240234375,2000-02-17
201.35496520996094,2000-02-18
189.8914031982422,2000-02-22
206.02528381347656,2000-02-23
213.34921264648438,2000-02-24
203.69012451171875,2000-02-25
208.94424438476562,2000-02-28
214.83523559570312,2000-02-29
213.24305725097656,2000-03-01
208.6258087158203,2000-03-02
211.0140380859375,2000-03-03
210.11183166503906,2000-03-06
169.83021545410156,2000-03-07
172.377685546875,2000-03-08
204.43312072753906,2000-03-09
203.74319458007812,2000-03-10
192.86343383789062,2000-03-13
184.7965087890625,2000-03-14
165.37217712402344,2000-03-15
170.04249572753906,2000-03-16
171.63467407226562,2000-03-17
157.25216674804688,2000-03-20
151.21524047851562,2000-03-21
154.59857177734375,2000-03-22
149.02601623535156,2000-03-23
162.0817108154297,2000-03-24
160.7018585205078,2000-03-27
159.21583557128906,2000-03-28
143.71881103515625,2000-03-29
129.07095336914062,2000-03-30
126.94808959960938,2000-03-31
99.0322494506836,2000-04-03
101.89813232421875,2000-04-04
110.70807647705078,2000-04-05
131.84397888183594,2000-04-06
149.8751678466797,2000-04-07
129.65475463867188,2000-04-10
124.61292266845703,2000-04-11
113.0432357788086,2000-04-12
97.38701629638672,2000-04-13
83.04432678222656,2000-04-14
94.0434799194336,2000-04-17
118.45657348632812,2000-04-18
111.17245483398438,2000-04-19
100.62440490722656,2000-04-20
84.38439178466797,2000-04-24
94.25577545166016,2000-04-25
90.88570404052734,2000-04-26
107.24513244628906,2000-04-27
118.35043334960938,2000-04-28
115.48455047607422,2000-05-01
107.41761779785156,2000-05-02
109.10265350341797,2000-05-03
110.23043060302734,2000-05-04
117.60742950439453,2000-05-05
112.14102172851562,2000-05-08
110.23043060302734,2000-05-09
102.74728393554688,2000-05-10
99.13838958740234,2000-05-11
99.5629653930664,2000-05-12
110.23043060302734,2000-05-15
118.50965118408203,2000-05-16
112.99016571044922,2000-05-17
110.81422424316406,2000-05-18
106.14389038085938,2000-05-19
100.09368896484375,2000-05-22
91.70832061767578,2000-05-23
99.61603546142578,2000-05-24
103.70257568359375,2000-05-25
102.62786865234375,2000-05-26
114.6353988647461,2000-05-30
114.9538345336914,2000-05-31
131.24691772460938,2000-06-01
154.8639373779297,2000-06-02
150.88352966308594,2000-06-05
145.24464416503906,2000-06-06
162.0286407470703,2000-06-07
166.75204467773438,2000-06-08
166.43362426757812,2000-06-09
146.85006713867188,2000-06-12
141.86129760742188,2000-06-13
141.06521606445312,2000-06-14
146.4254913330078,2000-06-15
139.73843383789062,2000-06-16
147.3277130126953,2000-06-19
149.13217163085938,2000-06-20
142.55123901367188,2000-06-21
136.7133331298828,2000-06-22
126.73579406738281,2000-06-23
137.50941467285156,2000-06-26
133.26365661621094,2000-06-27
145.84170532226562,2000-06-28
149.0791015625,2000-06-29
149.8751678466797,2000-06-30
155.71307373046875,2000-07-03
141.38365173339844,2000-07-05
149.02601623535156,2000-07-06
146.7969970703125,2000-07-07
146.85006713867188,2000-07-10
140.95907592773438,2000-07-11
150.88352966308594,2000-07-12
163.78001403808594,2000-07-13
163.03701782226562,2000-07-14
158.84432983398438,2000-07-17
152.1042022705078,2000-07-18
146.0540008544922,2000-07-19
158.36666870117188,2000-07-20
153.2187042236328,2000-07-21
156.77452087402344,2000-07-24
154.43936157226562,2000-07-25
152.1572723388672,2000-07-26
149.13217163085938,2000-07-27
136.50103759765625,2000-07-28
134.74966430664062,2000-07-31
128.43411254882812,2000-08-01
121.80010986328125,2000-08-02
137.7216796875,2000-08-03
137.6155548095703,2000-08-04
131.03463745117188,2000-08-07
125.67436981201172,2000-08-08
123.7637710571289,2000-08-09
121.0040283203125,2000-08-10
119.14651489257812,2000-08-11
124.82521057128906,2000-08-14
130.92848205566406,2000-08-15
131.7245635986328,2000-08-16
133.5290069580078,2000-08-17
135.65188598632812,2000-08-18
138.14627075195312,2000-08-21
141.1182861328125,2000-08-22
147.85842895507812,2000-08-23
151.52040100097656,2000-08-24
149.76901245117188,2000-08-25
154.01478576660156,2000-08-28
159.21583557128906,2000-08-29
164.5230255126953,2000-08-30
168.8749237060547,2000-08-31
157.8890380859375,2000-09-01
153.9617156982422,2000-09-05
144.514892578125,2000-09-06
151.73269653320312,2000-09-07
145.94784545898438,2000-09-08
145.84170532226562,2000-09-11
141.18463134765625,2000-09-12
146.90313720703125,2000-09-13
149.18524169921875,2000-09-14
153.32484436035156,2000-09-15
152.727783203125,2000-09-18
159.79962158203125,2000-09-19
164.7353057861328,2000-09-20
162.34707641601562,2000-09-21
165.4783172607422,2000-09-22
163.19622802734375,2000-09-25
158.41973876953125,2000-09-26
165.1068115234375,2000-09-27
176.94186401367188,2000-09-28
172.0061798095703,2000-09-29
162.9308624267578,2000-10-02
152.84719848632812,2000-10-03
155.87229919433594,2000-10-04
164.15151977539062,2000-10-05
159.6934814453125,2000-10-06
158.52589416503906,2000-10-09
150.61817932128906,2000-10-10
133.84744262695312,2000-10-11
125.24978637695312,2000-10-12
137.56248474121094,2000-10-13
140.21607971191406,2000-10-16
134.48431396484375,2000-10-17
130.34469604492188,2000-10-18
141.68881225585938,2000-10-19
150.5651092529297,2000-10-20
149.98130798339844,2000-10-23
142.92274475097656,2000-10-24
125.19671630859375,2000-10-25
120.84481048583984,2000-10-26
108.1075439453125,2000-10-27
99.29759979248047,2000-10-30
112.08794403076172,2000-10-31
108.1075439453125,2000-11-01
115.37840270996094,2000-11-02
120.89788055419922,2000-11-03
121.65415954589844,2000-11-06
118.66886138916016,2000-11-07
107.94833374023438,2000-11-08
104.4986572265625,2000-11-09
96.11328887939453,2000-11-10
92.34517669677734,2000-11-13
101.10205078125,2000-11-14
101.84506225585938,2000-11-15
100.14675903320312,2000-11-16
96.59093475341797,2000-11-17
88.84243774414062,2000-11-20
79.87327575683594,2000-11-21
72.23091125488281,2000-11-22
79.18333435058594,2000-11-24
74.03536224365234,2000-11-27
69.70999908447266,2000-11-28
68.56895446777344,2000-11-29
73.61078643798828,2000-11-30
72.07170104980469,2000-12-01
73.87614440917969,2000-12-04
86.08269500732422,2000-12-05
87.99327850341797,2000-12-06
86.93184661865234,2000-12-07
95.0916519165039,2000-12-08
98.50152587890625,2000-12-11
95.15798950195312,2000-12-12
86.61341094970703,2000-12-13
81.04085540771484,2000-12-14
79.44869995117188,2000-12-15
73.39849853515625,2000-12-18
67.71979522705078,2000-12-19
58.43220901489258,2000-12-20
57.848419189453125,2000-12-21
68.3035888671875,2000-12-22
67.71979522705078,2000-12-26
69.04659271240234,2000-12-27
67.61365509033203,2000-12-28
62.99639892578125,2000-12-29
52.488155364990234,2001-01-02
68.44953918457031,2001-01-03
65.27848815917969,2001-01-04
58.43220901489258,2001-01-05
56.62776565551758,2001-01-08
62.094173431396484,2001-01-09
67.56058502197266,2001-01-10
74.24765014648438,2001-01-11
72.07170104980469,2001-01-12
66.55221557617188,2001-01-16
75.14987182617188,2001-01-17
78.0688247680664,2001-01-18
67.45443725585938,2001-01-19
66.02149200439453,2001-01-22
63.26175308227539,2001-01-23
69.205810546875,2001-01-24
62.51874923706055,2001-01-25
64.74777221679688,2001-01-26
68.67509460449219,2001-01-29
66.07456970214844,2001-01-30
62.41260528564453,2001-01-31
63.68633270263672,2001-02-01
57.31769943237305,2001-02-02
59.493648529052734,2001-02-05
58.43220901489258,2001-02-06
54.66410446166992,2001-02-07
52.32893753051758,2001-02-08
50.89599609375,2001-02-09
49.67533874511719,2001-02-12
49.14461898803711,2001-02-13
53.496517181396484,2001-02-14
54.332401275634766,2001-02-15
50.736778259277344,2001-02-16
47.81782150268555,2001-02-20
43.04134750366211,2001-02-21
40.86539840698242,2001-02-22
41.502262115478516,2001-02-23
45.27037048339844,2001-02-26
40.9184684753418,2001-02-27
40.493892669677734,2001-02-28
45.85416030883789,2001-03-01
42.935203552246094,2001-03-02
39.85702896118164,2001-03-05
41.34304428100586,2001-03-06
39.91010284423828,2001-03-07
37.893367767333984,2001-03-08
34.337547302246094,2001-03-09
31.365520477294922,2001-03-12
31.52473258972168,2001-03-13
32.267738342285156,2001-03-14
29.242639541625977,2001-03-15
28.818063735961914,2001-03-16
28.871137619018555,2001-03-19
26.960548400878906,2001-03-20
28.02198600769043,2001-03-21
29.72028923034668,2001-03-22
28.340417861938477,2001-03-23
29.93257713317871,2001-03-26
31.949310302734375,2001-03-27
28.07505989074707,2001-03-28
27.385122299194336,2001-03-29
30.0917911529541,2001-03-30
30.35715103149414,2001-04-02
23.776229858398438,2001-04-03
26.11139678955078,2001-04-04
28.924209594726562,2001-04-05
28.340417861938477,2001-04-06
28.531475067138672,2001-04-09
33.855655670166016,2001-04-10
37.209800720214844,2001-04-11
38.169342041015625,2001-04-12
35.88512420654297,2001-04-16
37.47303771972656,2001-04-17
40.275238037109375,2001-04-18
43.612403869628906,2001-04-19
43.238773345947266,2001-04-20
39.82518768310547,2001-04-23
35.60490417480469,2001-04-24
39.57044219970703,2001-04-25
39.247764587402344,2001-04-26
44.079429626464844,2001-04-27
43.544464111328125,2001-04-30
44.62289047241211,2001-05-01
50.4395751953125,2001-05-02
47.96854782104492,2001-05-03
48.435577392578125,2001-05-04
47.14487075805664,2001-05-07
49.463050842285156,2001-05-08
46.66085433959961,2001-05-09
45.336177825927734,2001-05-10
44.61439895629883,2001-05-11
43.612403869628906,2001-05-14
43.76525115966797,2001-05-15
47.10240936279297,2001-05-16
49.250762939453125,2001-05-17
51.57743835449219,2001-05-18
57.45356750488281,2001-05-21
56.05246353149414,2001-05-22
52.62189483642578,2001-05-23
55.15235900878906,2001-05-24
53.046470642089844,2001-05-25
49.29322052001953,2001-05-29
46.881629943847656,2001-05-30
47.9770393371582,2001-05-31
47.75625991821289,2001-06-01
46.10890197753906,2001-06-04
48.06195068359375,2001-06-05
45.930580139160156,2001-06-06
49.88762664794922,2001-06-07
47.26374816894531,2001-06-08
45.77773666381836,2001-06-11
49.20830535888672,2001-06-12
45.862648010253906,2001-06-13
42.5424690246582,2001-06-14
42.550960540771484,2001-06-15
42.84816360473633,2001-06-18
41.7272834777832,2001-06-19
47.858158111572266,2001-06-20
49.785728454589844,2001-06-21
49.70081329345703,2001-06-22
51.008506774902344,2001-06-25
48.13837432861328,2001-06-26
48.64786911010742,2001-06-27
47.87514114379883,2001-06-28
50.95755386352539,2001-06-29
51.37364196777344,2001-07-02
49.76874542236328,2001-07-03
45.947566986083984,2001-07-05
43.46804428100586,2001-07-06
43.56144714355469,2001-07-09
44.96255111694336,2001-07-10
42.66984176635742,2001-07-11
47.80720901489258,2001-07-12
46.261749267578125,2001-07-13
44.41059875488281,2001-07-16
47.45905303955078,2001-07-17
42.347164154052734,2001-07-18
38.67034149169922,2001-07-19
36.471038818359375,2001-07-20
36.42858123779297,2001-07-23
37.66834259033203,2001-07-24
40.11389923095703,2001-07-25
40.05445861816406,2001-07-26
45.93907165527344,2001-07-27
46.9835319519043,2001-07-30
46.37214279174805,2001-07-31
47.50151062011719,2001-08-01
47.510005950927734,2001-08-02
46.023990631103516,2001-08-03
45.208805084228516,2001-08-06
46.491024017333984,2001-08-07
44.053958892822266,2001-08-08
43.00950241088867,2001-08-09
41.90560531616211,2001-08-10
42.12638854980469,2001-08-13
41.59142303466797,2001-08-14
39.120391845703125,2001-08-15
40.46205139160156,2001-08-16
39.61289978027344,2001-08-17
37.770240783691406,2001-08-20
36.68333053588867,2001-08-21
37.422088623046875,2001-08-22
37.37113952636719,2001-08-23
39.9185905456543,2001-08-24
40.49601364135742,2001-08-27
37.906105041503906,2001-08-28
32.85365676879883,2001-08-29
33.74526596069336,2001-08-30
34.8576545715332,2001-08-31
32.6413688659668,2001-09-04
30.95155906677246,2001-09-05
29.007001876831055,2001-09-06
32.734771728515625,2001-09-07
34.03397750854492,2001-09-10
33.88113021850586,2001-09-17
34.237770080566406,2001-09-18
36.42858123779297,2001-09-19
33.95755386352539,2001-09-20
32.52248764038086,2001-09-21
33.847164154052734,2001-09-24
35.85116195678711,2001-09-25
32.225284576416016,2001-09-26
33.549957275390625,2001-09-27
35.57943344116211,2001-09-28
35.87663269042969,2001-10-01
36.03797149658203,2001-10-02
39.20530700683594,2001-10-03
40.14786148071289,2001-10-04
39.740272521972656,2001-10-05
40.58942413330078,2001-10-08
38.28822326660156,2001-10-09
39.604408264160156,2001-10-10
43.73128128051758,2001-10-11
41.67633819580078,2001-10-12
42.4066047668457,2001-10-15
