MPC,Date
13.035041809082031,2012-05-11
12.632984161376953,2012-05-14
12.449590682983398,2012-05-15
12.439013481140137,2012-05-16
12.297941207885742,2012-05-17
12.315577507019043,2012-05-18
12.682358741760254,2012-05-21
12.481332778930664,2012-05-22
12.491913795471191,2012-05-23
12.625932693481445,2012-05-24
13.006829261779785,2012-05-25
13.130263328552246,2012-05-29
12.901022911071777,2012-05-30
12.721152305603027,2012-05-31
12.428434371948242,2012-06-01
12.089860916137695,2012-06-04
12.414327621459961,2012-06-05
12.809326171875,2012-06-06
13.133792877197266,2012-06-07
13.176114082336426,2012-06-08
13.35951042175293,2012-06-11
13.77919864654541,2012-06-12
13.669862747192383,2012-06-13
13.895581245422363,2012-06-14
14.1600923538208,2012-06-15
14.050765991210938,2012-06-18
14.414018630981445,2012-06-19
15.094686508178711,2012-06-20
14.57625675201416,2012-06-21
14.738484382629395,2012-06-22
14.579778671264648,2012-06-25
15.006523132324219,2012-06-26
14.995942115783691,2012-06-27
15.584915161132812,2012-06-28
15.842376708984375,2012-06-29
16.247957229614258,2012-07-02
15.997556686401367,2012-07-03
15.588435173034668,2012-07-05
15.697771072387695,2012-07-06
15.65544605255127,2012-07-09
15.514381408691406,2012-07-10
15.65192699432373,2012-07-11
15.316878318786621,2012-07-12
15.852958679199219,2012-07-13
15.817680358886719,2012-07-16
16.029294967651367,2012-07-17
16.515995025634766,2012-07-18
16.05045509338379,2012-07-19
16.06808853149414,2012-07-20
16.173887252807617,2012-07-23
15.673090934753418,2012-07-24
15.697771072387695,2012-07-25
16.159778594970703,2012-07-26
16.590055465698242,2012-07-27
16.741703033447266,2012-07-30
16.681745529174805,2012-07-31
16.505409240722656,2012-08-01
16.928630828857422,2012-08-02
17.418851852416992,2012-08-03
17.404747009277344,2012-08-06
17.78916358947754,2012-08-07
17.447063446044922,2012-08-08
17.207246780395508,2012-08-09
17.478809356689453,2012-08-10
17.478809356689453,2012-08-13
17.450397491455078,2012-08-14
17.65995216369629,2012-08-15
17.656396865844727,2012-08-16
17.493013381958008,2012-08-17
17.59956932067871,2012-08-20
17.375802993774414,2012-08-21
17.493013381958008,2012-08-22
17.418432235717773,2012-08-23
17.315412521362305,2012-08-24
17.617334365844727,2012-08-27
17.699016571044922,2012-08-28
17.65995216369629,2012-08-29
18.047109603881836,2012-08-30
18.3809757232666,2012-08-31
18.040000915527344,2012-09-04
17.87306785583496,2012-09-05
18.086179733276367,2012-09-06
18.430715560913086,2012-09-07
18.5976505279541,2012-09-10
18.94928550720215,2012-09-11
18.995458602905273,2012-09-12
19.418127059936523,2012-09-13
19.75200843811035,2012-09-14
19.052289962768555,2012-09-17
18.494646072387695,2012-09-18
18.899555206298828,2012-09-19
18.956388473510742,2012-09-20
19.080707550048828,2012-09-21
18.98480796813965,2012-09-24
19.05583953857422,2012-09-25
18.824966430664062,2012-09-26
19.368404388427734,2012-09-27
19.38971519470215,2012-09-28
19.656112670898438,2012-10-01
19.673873901367188,2012-10-02
19.364852905273438,2012-10-03
19.744905471801758,2012-10-04
19.489171981811523,2012-10-05
20.572494506835938,2012-10-08
20.29189109802246,2012-10-09
19.641902923583984,2012-10-10
19.414587020874023,2012-10-11
19.286710739135742,2012-10-12
19.315134048461914,2012-10-15
19.553104400634766,2012-10-16
19.80173683166504,2012-10-17
19.46075439453125,2012-10-18
19.51403045654297,2012-10-19
19.364852905273438,2012-10-22
18.913768768310547,2012-10-23
19.073604583740234,2012-10-24
19.16594886779785,2012-10-25
19.75200843811035,2012-10-26
19.510482788085938,2012-10-31
19.190814971923828,2012-11-01
18.842729568481445,2012-11-02
19.45009994506836,2012-11-05
20.23862075805664,2012-11-06
19.698726654052734,2012-11-07
19.29026985168457,2012-11-08
18.867595672607422,2012-11-09
19.13753318786621,2012-11-12
19.144638061523438,2012-11-13
18.87114906311035,2012-11-14
19.201465606689453,2012-11-15
19.300918579101562,2012-11-16
20.223247528076172,2012-11-19
20.376968383789062,2012-11-20
20.673690795898438,2012-11-21
21.08479881286621,2012-11-23
21.11339569091797,2012-11-26
20.945377349853516,2012-11-27
21.18132781982422,2012-11-28
21.252822875976562,2012-11-29
21.284997940063477,2012-11-30
21.2885684967041,2012-12-03
21.149145126342773,2012-12-04
20.77379035949707,2012-12-05
21.23494529724121,2012-12-06
21.699678421020508,2012-12-07
22.167997360229492,2012-12-10
21.95708465576172,2012-12-11
21.992830276489258,2012-12-12
22.082197189331055,2012-12-13
22.46114158630371,2012-12-14
22.507610321044922,2012-12-17
22.52191162109375,2012-12-18
22.243072509765625,2012-12-19
22.257368087768555,2012-12-20
22.214473724365234,2012-12-21
22.296701431274414,2012-12-24
22.042877197265625,2012-12-26
22.171567916870117,2012-12-27
21.846261978149414,2012-12-28
22.52191162109375,2012-12-31
22.882984161376953,2013-01-02
22.243072509765625,2013-01-03
22.361045837402344,2013-01-04
21.538814544677734,2013-01-07
22.0035457611084,2013-01-08
22.31456756591797,2013-01-09
22.446834564208984,2013-01-10
22.160850524902344,2013-01-11
22.386066436767578,2013-01-14
22.972352981567383,2013-01-15
23.143945693969727,2013-01-16
23.372732162475586,2013-01-17
23.30838966369629,2013-01-18
23.99120330810547,2013-01-22
24.159223556518555,2013-01-23
24.54173469543457,2013-01-24
24.548891067504883,2013-01-25
24.54173469543457,2013-01-28
25.728605270385742,2013-01-29
26.0574951171875,2013-01-30
26.529376983642578,2013-01-31
27.24436378479004,2013-02-01
27.455276489257812,2013-02-04
27.41237449645996,2013-02-05
27.809202194213867,2013-02-06
28.248910903930664,2013-02-07
29.11046600341797,2013-02-08
29.203418731689453,2013-02-11
28.91741180419922,2013-02-12
29.196271896362305,2013-02-13
29.72892189025879,2013-02-14
29.639177322387695,2013-02-15
30.23153305053711,2013-02-19
28.80270767211914,2013-02-20
28.931943893432617,2013-02-21
29.269397735595703,2013-02-22
28.461650848388672,2013-02-25
28.917577743530273,2013-02-26
29.703781127929688,2013-02-27
29.75404930114746,2013-02-28
30.518728256225586,2013-03-01
32.234764099121094,2013-03-04
31.861385345458984,2013-03-05
31.786001205444336,2013-03-06
31.692668914794922,2013-03-07
31.95832061767578,2013-03-08
31.552656173706055,2013-03-11
31.947561264038086,2013-03-12
31.172115325927734,2013-03-13
31.484432220458984,2013-03-14
31.56700897216797,2013-03-15
31.857805252075195,2013-03-18
31.703433990478516,2013-03-19
32.715816497802734,2013-03-20
31.972684860229492,2013-03-21
32.636844635009766,2013-03-22
32.378353118896484,2013-03-25
32.64401626586914,2013-03-26
32.191673278808594,2013-03-27
32.16655349731445,2013-03-28
32.249122619628906,2013-04-01
30.68744468688965,2013-04-02
29.219135284423828,2013-04-03
29.660707473754883,2013-04-04
29.570960998535156,2013-04-05
29.92637062072754,2013-04-08
30.443342208862305,2013-04-09
30.278200149536133,2013-04-10
29.463272094726562,2013-04-11
28.824243545532227,2013-04-12
27.829801559448242,2013-04-15
28.314456939697266,2013-04-16
27.50311851501465,2013-04-17
27.6395320892334,2013-04-18
28.27138328552246,2013-04-19
28.71653938293457,2013-04-22
29.276578903198242,2013-04-23
29.660707473754883,2013-04-24
29.301712036132812,2013-04-25
29.204788208007812,2013-04-26
29.585323333740234,2013-04-29
28.131372451782227,2013-04-30
26.375852584838867,2013-05-01
27.21232795715332,2013-05-02
28.038026809692383,2013-05-03
28.842191696166992,2013-05-06
29.237098693847656,2013-05-07
28.221111297607422,2013-05-08
28.17085838317871,2013-05-09
27.7795467376709,2013-05-10
27.445669174194336,2013-05-13
28.076814651489258,2013-05-14
28.628604888916016,2013-05-15
28.318462371826172,2013-05-16
29.81876564025879,2013-05-17
30.511226654052734,2013-05-20
29.89089584350586,2013-05-21
29.735824584960938,2013-05-22
29.70336151123047,2013-05-23
29.595165252685547,2013-05-24
30.204673767089844,2013-05-28
30.19024658203125,2013-05-29
30.12894058227539,2013-05-30
29.753841400146484,2013-05-31
29.58073616027832,2013-06-03
29.079431533813477,2013-06-04
28.82698631286621,2013-06-05
29.84402084350586,2013-06-06
30.16138458251953,2013-06-07
29.721389770507812,2013-06-10
28.801729202270508,2013-06-11
28.592552185058594,2013-06-12
29.137142181396484,2013-06-13
28.71156120300293,2013-06-14
28.4915714263916,2013-06-17
28.46270751953125,2013-06-18
28.24271011352539,2013-06-19
26.612558364868164,2013-06-20
26.259126663208008,2013-06-21
25.382740020751953,2013-06-24
25.995851516723633,2013-06-25
26.1220760345459,2013-06-26
25.62438201904297,2013-06-27
25.627986907958984,2013-06-28
25.382740020751953,2013-07-01
24.9896297454834,2013-07-02
25.508968353271484,2013-07-03
24.88143539428711,2013-07-05
25.04372215270996,2013-07-08
25.28897476196289,2013-07-09
24.632583618164062,2013-07-10
25.790281295776367,2013-07-11
26.41421127319336,2013-07-12
26.363718032836914,2013-07-15
25.220449447631836,2013-07-16
25.155527114868164,2013-07-17
24.628976821899414,2013-07-18
25.101428985595703,2013-07-19
25.187992095947266,2013-07-22
25.884044647216797,2013-07-23
25.386343002319336,2013-07-24
25.985029220581055,2013-07-25
25.934537887573242,2013-07-26
26.04994773864746,2013-07-29
26.33126449584961,2013-07-30
26.44666290283203,2013-07-31
27.081418991088867,2013-08-01
25.941749572753906,2013-08-02
25.855201721191406,2013-08-05
25.649625778198242,2013-08-06
25.86602020263672,2013-08-07
26.143712997436523,2013-08-08
26.41421127319336,2013-08-09
26.345680236816406,2013-08-12
27.027324676513672,2013-08-13
26.576501846313477,2013-08-14
25.48733139038086,2013-08-15
25.245689392089844,2013-08-16
25.053390502929688,2013-08-19
25.757282257080078,2013-08-20
26.069313049316406,2013-08-21
27.161436080932617,2013-08-22
27.233999252319336,2013-08-23
27.143291473388672,2013-08-26
26.522850036621094,2013-08-27
26.863908767700195,2013-08-28
26.71515464782715,2013-08-29
26.30877685546875,2013-08-30
26.646207809448242,2013-09-03
26.726049423217773,2013-09-04
26.160018920898438,2013-09-05
25.70648765563965,2013-09-06
25.256576538085938,2013-09-09
24.708703994750977,2013-09-10
24.567201614379883,2013-09-11
24.284198760986328,2013-09-12
24.63251304626465,2013-09-13
24.291452407836914,2013-09-16
24.022958755493164,2013-09-17
24.04109764099121,2013-09-18
23.732690811157227,2013-09-19
23.406143188476562,2013-09-20
22.854646682739258,2013-09-23
23.33357810974121,2013-09-24
23.391632080078125,2013-09-25
23.271900177001953,2013-09-26
23.562162399291992,2013-09-27
23.337207794189453,2013-09-30
23.326316833496094,2013-10-01
23.707292556762695,2013-10-02
23.66738510131836,2013-10-03
23.66738510131836,2013-10-04
23.192079544067383,2013-10-07
22.676862716674805,2013-10-08
22.53172492980957,2013-10-09
23.6964111328125,2013-10-10
24.400304794311523,2013-10-11
24.37853240966797,2013-10-14
24.832059860229492,2013-10-15
25.017101287841797,2013-10-16
25.4633846282959,2013-10-17
25.666576385498047,2013-10-18
25.73551368713379,2013-10-21
26.305160522460938,2013-10-22
26.15639877319336,2013-10-23
25.111446380615234,2013-10-24
25.358171463012695,2013-10-25
25.833477020263672,2013-10-28
25.695602416992188,2013-10-29
26.30877685546875,2013-10-30
26.000385284423828,2013-10-31
25.710119247436523,2013-11-01
26.01127052307129,2013-11-04
25.659317016601562,2013-11-05
25.543212890625,2013-11-06
25.554100036621094,2013-11-07
25.996747970581055,2013-11-08
26.196304321289062,2013-11-11
26.853023529052734,2013-11-12
27.248512268066406,2013-11-13
28.61274528503418,2013-11-14
28.605499267578125,2013-11-15
28.244367599487305,2013-11-18
28.75505256652832,2013-11-19
28.23342514038086,2013-11-20
28.736812591552734,2013-11-21
29.273033142089844,2013-11-22
29.83112335205078,2013-11-25
29.74723243713379,2013-11-26
30.764951705932617,2013-11-27
30.181316375732422,2013-11-29
31.884807586669922,2013-12-02
31.73158836364746,2013-12-03
30.371002197265625,2013-12-04
30.586204528808594,2013-12-05
31.808198928833008,2013-12-06
31.206321716308594,2013-12-09
31.92127799987793,2013-12-10
31.363182067871094,2013-12-11
31.26104164123535,2013-12-12
31.082300186157227,2013-12-13
31.498144149780273,2013-12-16
31.403303146362305,2013-12-17
31.888446807861328,2013-12-18
31.264694213867188,2013-12-19
31.830093383789062,2013-12-20
32.380897521972656,2013-12-23
32.59246063232422,2013-12-24
32.661773681640625,2013-12-26
32.512210845947266,2013-12-27
32.28241729736328,2013-12-30
33.460601806640625,2013-12-31
32.639892578125,2014-01-02
32.19486999511719,2014-01-03
32.35901641845703,2014-01-06
32.464786529541016,2014-01-07
32.34807205200195,2014-01-08
33.20892333984375,2014-01-09
33.18339538574219,2014-01-10
32.15837860107422,2014-01-13
32.50126647949219,2014-01-14
31.60757827758789,2014-01-15
31.26104164123535,2014-01-16
31.107833862304688,2014-01-17
31.4908504486084,2014-01-21
31.217267990112305,2014-01-22
31.16620635986328,2014-01-23
30.268856048583984,2014-01-24
30.458539962768555,2014-01-27
30.338159561157227,2014-01-28
31.560157775878906,2014-01-29
31.917634963989258,2014-01-30
31.753482818603516,2014-01-31
30.764951705932617,2014-02-03
30.367340087890625,2014-02-04
30.024463653564453,2014-02-05
30.396526336669922,2014-02-06
30.812374114990234,2014-02-07
30.10106086730957,2014-02-10
30.808717727661133,2014-02-11
30.71388816833496,2014-02-12
31.217267990112305,2014-02-13
32.15202713012695,2014-02-14
32.14836502075195,2014-02-18
31.899078369140625,2014-02-19
32.2400016784668,2014-02-20
32.005401611328125,2014-02-21
32.30231475830078,2014-02-24
32.95115280151367,2014-02-25
32.27299499511719,2014-02-26
30.847026824951172,2014-02-27
30.792041778564453,2014-02-28
30.56109619140625,2014-03-03
31.044973373413086,2014-03-04
31.591175079345703,2014-03-05
32.80085372924805,2014-03-06
32.99147033691406,2014-03-07
33.38737869262695,2014-03-10
33.4643440246582,2014-03-11
34.641048431396484,2014-03-12
33.926239013671875,2014-03-13
34.45043182373047,2014-03-14
34.300140380859375,2014-03-17
34.50907897949219,2014-03-18
33.59632110595703,2014-03-19
33.69161605834961,2014-03-20
33.24441146850586,2014-03-21
32.8485107421875,2014-03-24
33.22607421875,2014-03-25
32.66156768798828,2014-03-26
31.998075485229492,2014-03-27
32.137367248535156,2014-03-28
31.90642738342285,2014-03-31
32.822853088378906,2014-04-01
31.95041275024414,2014-04-02
31.95408058166504,2014-04-03
31.92841911315918,2014-04-04
31.18795394897461,2014-04-07
30.755390167236328,2014-04-08
31.202611923217773,2014-04-09
30.98633575439453,2014-04-10
30.53179359436035,2014-04-11
31.000988006591797,2014-04-14
31.7377986907959,2014-04-15
32.544254302978516,2014-04-16
32.95847702026367,2014-04-17
33.04278564453125,2014-04-21
33.134437561035156,2014-04-22
33.299400329589844,2014-04-23
33.26273727416992,2014-04-24
33.25907516479492,2014-04-25
34.061866760253906,2014-04-28
34.23049545288086,2014-04-29
34.07286071777344,2014-04-30
34.98563766479492,2014-05-01
35.09926223754883,2014-05-02
35.121253967285156,2014-05-05
35.4438591003418,2014-05-06
34.89765167236328,2014-05-07
34.01420974731445,2014-05-08
33.4643440246582,2014-05-09
33.731964111328125,2014-05-12
33.63665008544922,2014-05-13
33.65863037109375,2014-05-14
32.95481872558594,2014-05-15
32.64323425292969,2014-05-16
32.73532485961914,2014-05-19
32.64323425292969,2014-05-20
32.297019958496094,2014-05-21
32.00975036621094,2014-05-22
32.09444808959961,2014-05-23
32.02447509765625,2014-05-27
32.17915725708008,2014-05-28
33.07783508300781,2014-05-29
32.92314529418945,2014-05-30
33.04468536376953,2014-06-02
32.4443359375,2014-06-03
32.35226821899414,2014-06-04
32.374366760253906,2014-06-05
32.297019958496094,2014-06-06
32.22705078125,2014-06-09
31.560405731201172,2014-06-10
31.560405731201172,2014-06-11
31.913982391357422,2014-06-12
31.829265594482422,2014-06-13
31.626705169677734,2014-06-16
31.888193130493164,2014-06-17
32.646915435791016,2014-06-18
33.00786209106445,2014-06-19
33.00416946411133,2014-06-20
32.77214813232422,2014-06-23
31.840320587158203,2014-06-24
29.821983337402344,2014-06-25
29.807247161865234,2014-06-26
29.24374008178711,2014-06-27
28.753889083862305,2014-06-30
28.95277214050293,2014-07-01
29.42052459716797,2014-07-02
29.79621124267578,2014-07-03
29.26952362060547,2014-07-07
28.66551399230957,2014-07-08
28.76125144958496,2014-07-09
28.51080322265625,2014-07-10
29.044857025146484,2014-07-11
28.757566452026367,2014-07-14
29.103784561157227,2014-07-15
28.886484146118164,2014-07-16
28.267719268798828,2014-07-17
28.326650619506836,2014-07-18
27.965713500976562,2014-07-21
27.914142608642578,2014-07-22
28.216161727905273,2014-07-23
28.51816177368164,2014-07-24
28.941722869873047,2014-07-25
28.6507511138916,2014-07-28
29.328447341918945,2014-07-29
29.089052200317383,2014-07-30
30.74643898010254,2014-07-31
30.77959632873535,2014-08-01
31.1110782623291,2014-08-04
31.31732749938965,2014-08-05
31.950815200805664,2014-08-06
31.85873794555664,2014-08-07
32.22705078125,2014-08-08
32.0760383605957,2014-08-11
31.884517669677734,2014-08-12
32.201255798339844,2014-08-13
32.74635314941406,2014-08-14
32.80897521972656,2014-08-15
33.368247985839844,2014-08-18
33.92753601074219,2014-08-19
33.816436767578125,2014-08-20
33.357147216796875,2014-08-21
33.49418258666992,2014-08-22
33.5534553527832,2014-08-25
33.49418258666992,2014-08-26
33.405296325683594,2014-08-27
33.62382888793945,2014-08-28
33.709022521972656,2014-08-29
33.15343475341797,2014-09-02
33.4904899597168,2014-09-03
33.69419860839844,2014-09-04
33.93865966796875,2014-09-05
34.220149993896484,2014-09-08
33.97199249267578,2014-09-09
33.49418258666992,2014-09-10
32.92749786376953,2014-09-11
32.171897888183594,2014-09-12
32.79045486450195,2014-09-15
32.660823822021484,2014-09-16
32.664527893066406,2014-09-17
32.34599685668945,2014-09-18
32.8311882019043,2014-09-19
31.883005142211914,2014-09-22
31.37186050415039,2014-09-23
31.29408836364746,2014-09-24
31.216299057006836,2014-09-25
31.4866886138916,2014-09-26
31.257041931152344,2014-09-29
31.360754013061523,2014-09-30
30.5347843170166,2014-10-01
29.98291778564453,2014-10-02
29.934772491455078,2014-10-03
29.956989288330078,2014-10-06
29.934772491455078,2014-10-07
31.208906173706055,2014-10-08
30.297739028930664,2014-10-09
30.219953536987305,2014-10-10
29.56437110900879,2014-10-13
29.04953384399414,2014-10-14
28.24949836730957,2014-10-15
29.056934356689453,2014-10-16
29.35324478149414,2014-10-17
29.868093490600586,2014-10-20
31.46446418762207,2014-10-21
30.95332908630371,2014-10-22
31.308910369873047,2014-10-23
31.77558708190918,2014-10-24
32.00892639160156,2014-10-27
33.00898742675781,2014-10-28
32.3756103515625,2014-10-29
33.57567596435547,2014-10-30
33.66827392578125,2014-10-31
33.93495178222656,2014-11-03
33.56826400756836,2014-11-04
33.597896575927734,2014-11-05
34.49423599243164,2014-11-06
34.84611129760742,2014-11-07
34.853519439697266,2014-11-10
35.04981231689453,2014-11-11
35.19057083129883,2014-11-12
34.649803161621094,2014-11-13
34.21644592285156,2014-11-14
34.45106506347656,2014-11-17
34.96125411987305,2014-11-18
34.931461334228516,2014-11-19
35.43791580200195,2014-11-20
36.093360900878906,2014-11-21
35.79543685913086,2014-11-24
35.46772003173828,2014-11-25
35.62786102294922,2014-11-26
33.549842834472656,2014-11-28
33.81053161621094,2014-12-01
35.05807113647461,2014-12-02
35.758201599121094,2014-12-03
36.00026321411133,2014-12-04
34.31700134277344,2014-12-05
33.039649963378906,2014-12-08
33.05455017089844,2014-12-09
31.676652908325195,2014-12-10
31.23721694946289,2014-12-11
30.983983993530273,2014-12-12
30.302488327026367,2014-12-15
30.611572265625,2014-12-16
31.553762435913086,2014-12-17
31.29306983947754,2014-12-18
32.47359085083008,2014-12-19
32.507118225097656,2014-12-22
32.91303253173828,2014-12-23
33.002403259277344,2014-12-24
33.412052154541016,2014-12-26
33.911067962646484,2014-12-29
33.754661560058594,2014-12-30
33.6131477355957,2014-12-31
34.127071380615234,2015-01-02
33.17744064331055,2015-01-05
32.84971618652344,2015-01-06
33.12157440185547,2015-01-07
33.899906158447266,2015-01-08
32.954002380371094,2015-01-09
31.810701370239258,2015-01-12
30.112560272216797,2015-01-13
28.909692764282227,2015-01-14
28.619220733642578,2015-01-15
28.88362693786621,2015-01-16
29.948686599731445,2015-01-20
30.146074295043945,2015-01-21
31.270736694335938,2015-01-22
32.45869827270508,2015-01-23
32.84226608276367,2015-01-26
33.02475357055664,2015-01-27
33.25191116333008,2015-01-28
33.52006149291992,2015-01-29
34.48085403442383,2015-01-30
34.98359680175781,2015-02-02
35.6837158203125,2015-02-03
35.82150650024414,2015-02-04
36.23487091064453,2015-02-05
36.82326889038086,2015-02-06
37.30366897583008,2015-02-09
38.05220413208008,2015-02-10
37.582984924316406,2015-02-11
37.76172637939453,2015-02-12
38.727291107177734,2015-02-13
38.85453796386719,2015-02-17
39.15767288208008,2015-02-18
39.53941345214844,2015-02-19
39.50947189331055,2015-02-20
39.80138397216797,2015-02-23
39.36351776123047,2015-02-24
39.16891098022461,2015-02-25
40.05961227416992,2015-02-26
39.29615783691406,2015-02-27
38.09107208251953,2015-03-02
38.46156692504883,2015-03-03
38.17715072631836,2015-03-04
38.07984924316406,2015-03-05
36.85978317260742,2015-03-06
37.338829040527344,2015-03-09
35.97282409667969,2015-03-10
36.253509521484375,2015-03-11
