MGM,Date
2.5827720165252686,1988-08-16
2.5827720165252686,1988-08-17
2.5827720165252686,1988-08-18
2.5827720165252686,1988-08-19
2.5827720165252686,1988-08-22
2.5827720165252686,1988-08-23
2.5827720165252686,1988-08-24
2.5827720165252686,1988-08-25
2.5827720165252686,1988-08-26
2.5827720165252686,1988-08-29
2.5827720165252686,1988-08-30
2.5827720165252686,1988-08-31
2.5827720165252686,1988-09-01
2.5827720165252686,1988-09-02
2.5827720165252686,1988-09-06
2.5827720165252686,1988-09-07
2.5827720165252686,1988-09-08
2.5827720165252686,1988-09-09
2.5827720165252686,1988-09-12
2.5827720165252686,1988-09-13
2.5827720165252686,1988-09-14
2.4653725624084473,1988-09-15
2.4653725624084473,1988-09-16
2.4653725624084473,1988-09-19
2.4653725624084473,1988-09-20
2.4066734313964844,1988-09-21
2.4066734313964844,1988-09-22
2.4066734313964844,1988-09-23
2.4066734313964844,1988-09-26
2.4066734313964844,1988-09-27
2.4066734313964844,1988-09-28
2.4066734313964844,1988-09-29
2.4066734313964844,1988-09-30
2.4066734313964844,1988-10-03
2.4066734313964844,1988-10-04
2.4066734313964844,1988-10-05
2.4066734313964844,1988-10-06
2.4066734313964844,1988-10-07
2.4066734313964844,1988-10-10
2.4066734313964844,1988-10-11
2.4066734313964844,1988-10-12
2.3479738235473633,1988-10-13
2.3479738235473633,1988-10-14
2.3479738235473633,1988-10-17
2.3479738235473633,1988-10-18
2.3479738235473633,1988-10-19
2.2892746925354004,1988-10-20
2.2892746925354004,1988-10-21
2.2892746925354004,1988-10-24
2.2305753231048584,1988-10-25
2.2305753231048584,1988-10-26
2.2305753231048584,1988-10-27
2.1131772994995117,1988-10-28
2.1131772994995117,1988-10-31
2.1131772994995117,1988-11-01
2.1131772994995117,1988-11-02
2.1131772994995117,1988-11-03
2.1131772994995117,1988-11-04
2.0544776916503906,1988-11-07
2.0544776916503906,1988-11-08
2.0544776916503906,1988-11-09
2.0544776916503906,1988-11-10
2.0544776916503906,1988-11-11
2.0544776916503906,1988-11-14
2.0544776916503906,1988-11-15
2.0544776916503906,1988-11-16
2.0544776916503906,1988-11-17
2.0544776916503906,1988-11-18
2.0544776916503906,1988-11-21
2.0544776916503906,1988-11-22
2.1131772994995117,1988-11-23
2.1131772994995117,1988-11-25
2.1131772994995117,1988-11-28
2.1131772994995117,1988-11-29
2.3479738235473633,1988-11-30
2.4653725624084473,1988-12-01
2.4653725624084473,1988-12-02
2.4653725624084473,1988-12-05
2.5240726470947266,1988-12-06
2.5240726470947266,1988-12-07
2.5240726470947266,1988-12-08
2.5240726470947266,1988-12-09
2.5240726470947266,1988-12-12
2.5240726470947266,1988-12-13
2.5240726470947266,1988-12-14
2.4066734313964844,1988-12-15
2.4066734313964844,1988-12-16
2.4653725624084473,1988-12-19
2.4653725624084473,1988-12-20
2.4653725624084473,1988-12-21
2.4653725624084473,1988-12-22
2.4653725624084473,1988-12-23
2.4653725624084473,1988-12-27
2.4653725624084473,1988-12-28
2.4653725624084473,1988-12-29
2.4066734313964844,1988-12-30
2.4066734313964844,1989-01-03
2.4066734313964844,1989-01-04
2.4066734313964844,1989-01-05
2.4066734313964844,1989-01-06
2.5240726470947266,1989-01-09
2.5240726470947266,1989-01-10
2.5240726470947266,1989-01-11
2.4066734313964844,1989-01-12
2.1718757152557373,1989-01-13
2.1718757152557373,1989-01-16
2.1718757152557373,1989-01-17
2.1718757152557373,1989-01-18
2.1718757152557373,1989-01-19
2.1718757152557373,1989-01-20
2.1718757152557373,1989-01-23
2.1718757152557373,1989-01-24
2.1718757152557373,1989-01-25
2.1718757152557373,1989-01-26
2.1718757152557373,1989-01-27
2.2305753231048584,1989-01-30
2.2305753231048584,1989-01-31
2.2305753231048584,1989-02-01
2.2305753231048584,1989-02-02
2.2305753231048584,1989-02-03
2.4653725624084473,1989-02-06
2.4653725624084473,1989-02-07
2.5827720165252686,1989-02-08
2.5827720165252686,1989-02-09
2.5827720165252686,1989-02-10
2.5827720165252686,1989-02-13
2.4653725624084473,1989-02-14
2.4653725624084473,1989-02-15
2.4653725624084473,1989-02-16
2.4653725624084473,1989-02-17
2.4653725624084473,1989-02-21
2.4653725624084473,1989-02-22
2.4653725624084473,1989-02-23
2.4653725624084473,1989-02-24
2.5240726470947266,1989-02-27
2.5240726470947266,1989-02-28
2.5240726470947266,1989-03-01
2.5240726470947266,1989-03-02
2.4653725624084473,1989-03-03
2.4653725624084473,1989-03-06
2.4653725624084473,1989-03-07
2.4653725624084473,1989-03-08
2.4653725624084473,1989-03-09
2.4653725624084473,1989-03-10
2.2892746925354004,1989-03-13
2.2892746925354004,1989-03-14
2.2892746925354004,1989-03-15
2.2892746925354004,1989-03-16
2.2892746925354004,1989-03-17
2.2892746925354004,1989-03-20
2.2892746925354004,1989-03-21
2.2892746925354004,1989-03-22
2.2892746925354004,1989-03-23
2.2892746925354004,1989-03-27
2.2892746925354004,1989-03-28
2.2892746925354004,1989-03-29
2.2892746925354004,1989-03-30
2.2892746925354004,1989-03-31
2.3479738235473633,1989-04-03
2.3479738235473633,1989-04-04
2.3479738235473633,1989-04-05
2.3479738235473633,1989-04-06
2.3479738235473633,1989-04-07
2.3479738235473633,1989-04-10
2.3479738235473633,1989-04-11
2.3479738235473633,1989-04-12
2.3479738235473633,1989-04-13
2.4653725624084473,1989-04-14
2.4653725624084473,1989-04-17
2.4653725624084473,1989-04-18
2.4653725624084473,1989-04-19
2.4653725624084473,1989-04-20
2.4653725624084473,1989-04-21
2.4653725624084473,1989-04-24
2.4653725624084473,1989-04-25
2.4653725624084473,1989-04-26
2.5827720165252686,1989-04-27
2.5827720165252686,1989-04-28
2.5827720165252686,1989-05-01
2.5827720165252686,1989-05-02
2.5827720165252686,1989-05-03
2.4653725624084473,1989-05-04
2.4653725624084473,1989-05-05
2.7001700401306152,1989-05-08
2.8175692558288574,1989-05-09
2.8175692558288574,1989-05-10
3.0523664951324463,1989-05-11
3.0523664951324463,1989-05-12
3.1697654724121094,1989-05-15
3.1697654724121094,1989-05-16
3.0523664951324463,1989-05-17
3.1697654724121094,1989-05-18
3.1697654724121094,1989-05-19
3.1697654724121094,1989-05-22
3.1697654724121094,1989-05-23
3.1697654724121094,1989-05-24
3.287163734436035,1989-05-25
3.287163734436035,1989-05-26
3.521961212158203,1989-05-30
3.521961212158203,1989-05-31
3.6393604278564453,1989-06-01
3.6393604278564453,1989-06-02
3.75675892829895,1989-06-05
3.75675892829895,1989-06-06
3.75675892829895,1989-06-07
3.9915566444396973,1989-06-08
4.226354598999023,1989-06-09
3.9915566444396973,1989-06-12
3.9915566444396973,1989-06-13
3.874157190322876,1989-06-14
3.75675892829895,1989-06-15
3.75675892829895,1989-06-16
3.75675892829895,1989-06-19
3.6393604278564453,1989-06-20
3.521961212158203,1989-06-21
3.521961212158203,1989-06-22
3.521961212158203,1989-06-23
3.521961212158203,1989-06-26
3.521961212158203,1989-06-27
3.521961212158203,1989-06-28
3.521961212158203,1989-06-29
3.6393604278564453,1989-06-30
3.6393604278564453,1989-07-03
3.6393604278564453,1989-07-05
3.6393604278564453,1989-07-06
3.9915566444396973,1989-07-07
4.226354598999023,1989-07-10
4.226354598999023,1989-07-11
4.343751430511475,1989-07-12
4.343751430511475,1989-07-13
4.343751430511475,1989-07-14
4.343751430511475,1989-07-17
4.343751430511475,1989-07-18
4.343751430511475,1989-07-19
4.461150646209717,1989-07-20
4.461150646209717,1989-07-21
4.461150646209717,1989-07-24
4.578549385070801,1989-07-25
4.578549385070801,1989-07-26
4.578549385070801,1989-07-27
4.578549385070801,1989-07-28
4.578549385070801,1989-07-31
4.578549385070801,1989-08-01
4.578549385070801,1989-08-02
4.578549385070801,1989-08-03
4.578549385070801,1989-08-04
4.578549385070801,1989-08-07
4.461150646209717,1989-08-08
3.9915566444396973,1989-08-09
3.9915566444396973,1989-08-10
3.9915566444396973,1989-08-11
3.9915566444396973,1989-08-14
3.9915566444396973,1989-08-15
3.9915566444396973,1989-08-16
3.874157190322876,1989-08-17
3.874157190322876,1989-08-18
3.874157190322876,1989-08-21
3.874157190322876,1989-08-22
3.874157190322876,1989-08-23
3.874157190322876,1989-08-24
3.9915566444396973,1989-08-25
3.9915566444396973,1989-08-28
3.9915566444396973,1989-08-29
3.9915566444396973,1989-08-30
3.9915566444396973,1989-08-31
3.9915566444396973,1989-09-01
3.9915566444396973,1989-09-05
3.9915566444396973,1989-09-06
3.9915566444396973,1989-09-07
3.9915566444396973,1989-09-08
3.9915566444396973,1989-09-11
3.9915566444396973,1989-09-12
3.9915566444396973,1989-09-13
3.9915566444396973,1989-09-14
3.9915566444396973,1989-09-15
3.9915566444396973,1989-09-18
3.9915566444396973,1989-09-19
3.9915566444396973,1989-09-20
3.874157190322876,1989-09-21
3.75675892829895,1989-09-22
3.75675892829895,1989-09-25
3.75675892829895,1989-09-26
3.75675892829895,1989-09-27
3.75675892829895,1989-09-28
3.75675892829895,1989-09-29
4.108955383300781,1989-10-02
4.226354598999023,1989-10-03
4.461150646209717,1989-10-04
4.578549385070801,1989-10-05
4.578549385070801,1989-10-06
4.578549385070801,1989-10-09
4.578549385070801,1989-10-10
4.461150646209717,1989-10-11
4.461150646209717,1989-10-12
4.226354598999023,1989-10-13
4.343751430511475,1989-10-16
4.343751430511475,1989-10-17
4.343751430511475,1989-10-18
4.343751430511475,1989-10-19
4.343751430511475,1989-10-20
4.343751430511475,1989-10-23
4.108955383300781,1989-10-24
4.108955383300781,1989-10-25
4.108955383300781,1989-10-26
4.226354598999023,1989-10-27
4.226354598999023,1989-10-30
4.226354598999023,1989-10-31
4.343751430511475,1989-11-01
4.108955383300781,1989-11-02
3.9915566444396973,1989-11-03
3.874157190322876,1989-11-06
3.874157190322876,1989-11-07
4.108955383300781,1989-11-08
4.108955383300781,1989-11-09
4.108955383300781,1989-11-10
4.108955383300781,1989-11-13
4.108955383300781,1989-11-14
4.108955383300781,1989-11-15
4.108955383300781,1989-11-16
4.108955383300781,1989-11-17
4.108955383300781,1989-11-20
4.108955383300781,1989-11-21
4.108955383300781,1989-11-22
4.108955383300781,1989-11-24
4.108955383300781,1989-11-27
4.343751430511475,1989-11-28
4.343751430511475,1989-11-29
4.343751430511475,1989-11-30
4.343751430511475,1989-12-01
4.343751430511475,1989-12-04
3.874157190322876,1989-12-05
3.874157190322876,1989-12-06
3.874157190322876,1989-12-07
3.874157190322876,1989-12-08
3.6393604278564453,1989-12-11
3.75675892829895,1989-12-12
3.6687097549438477,1989-12-13
3.6100103855133057,1989-12-14
3.6100103855133057,1989-12-15
3.5513110160827637,1989-12-18
3.521961212158203,1989-12-19
3.5513110160827637,1989-12-20
3.580660343170166,1989-12-21
3.6393604278564453,1989-12-22
3.6687097549438477,1989-12-26
3.6100103855133057,1989-12-27
3.6393604278564453,1989-12-28
3.6687097549438477,1989-12-29
3.6687097549438477,1990-01-02
3.6980600357055664,1990-01-03
3.6980600357055664,1990-01-04
3.75675892829895,1990-01-05
3.815458297729492,1990-01-08
3.78610897064209,1990-01-09
3.75675892829895,1990-01-10
3.6980600357055664,1990-01-11
3.6393604278564453,1990-01-12
3.6100103855133057,1990-01-15
3.6687097549438477,1990-01-16
3.7274091243743896,1990-01-17
3.6100103855133057,1990-01-18
3.6100103855133057,1990-01-19
3.5513110160827637,1990-01-22
3.580660343170166,1990-01-23
3.5513110160827637,1990-01-24
3.5513110160827637,1990-01-25
3.4339120388031006,1990-01-26
3.463261365890503,1990-01-29
3.463261365890503,1990-01-30
3.4339120388031006,1990-01-31
3.4339120388031006,1990-02-01
3.463261365890503,1990-02-02
3.4339120388031006,1990-02-05
3.375213623046875,1990-02-06
3.4926114082336426,1990-02-07
3.4339120388031006,1990-02-08
3.463261365890503,1990-02-09
3.4045631885528564,1990-02-12
3.287163734436035,1990-02-13
3.316513776779175,1990-02-14
3.287163734436035,1990-02-15
3.228463888168335,1990-02-16
3.111065626144409,1990-02-20
2.9936671257019043,1990-02-21
2.9936671257019043,1990-02-22
3.0230166912078857,1990-02-23
3.0523664951324463,1990-02-26
3.140415668487549,1990-02-27
3.228463888168335,1990-02-28
3.287163734436035,1990-03-01
3.4045631885528564,1990-03-02
3.4339120388031006,1990-03-05
3.463261365890503,1990-03-06
3.521961212158203,1990-03-07
3.463261365890503,1990-03-08
3.4339120388031006,1990-03-09
3.4045631885528564,1990-03-12
3.345863103866577,1990-03-13
3.375213623046875,1990-03-14
3.375213623046875,1990-03-15
3.4045631885528564,1990-03-16
3.4339120388031006,1990-03-19
3.345863103866577,1990-03-20
3.345863103866577,1990-03-21
3.2578139305114746,1990-03-22
3.287163734436035,1990-03-23
3.287163734436035,1990-03-26
3.287163734436035,1990-03-27
3.2578139305114746,1990-03-28
3.287163734436035,1990-03-29
3.228463888168335,1990-03-30
3.228463888168335,1990-04-02
3.140415668487549,1990-04-03
3.1697654724121094,1990-04-04
3.111065626144409,1990-04-05
3.0523664951324463,1990-04-06
3.0523664951324463,1990-04-09
3.081716537475586,1990-04-10
3.0230166912078857,1990-04-11
3.0523664951324463,1990-04-12
3.0523664951324463,1990-04-16
3.111065626144409,1990-04-17
3.1991147994995117,1990-04-18
3.1991147994995117,1990-04-19
3.1991147994995117,1990-04-20
3.1697654724121094,1990-04-23
3.140415668487549,1990-04-24
3.140415668487549,1990-04-25
3.140415668487549,1990-04-26
3.111065626144409,1990-04-27
3.228463888168335,1990-04-30
3.228463888168335,1990-05-01
3.2578139305114746,1990-05-02
3.2578139305114746,1990-05-03
3.2578139305114746,1990-05-04
3.316513776779175,1990-05-07
3.4045631885528564,1990-05-08
3.521961212158203,1990-05-09
3.4926114082336426,1990-05-10
3.463261365890503,1990-05-11
3.4339120388031006,1990-05-14
3.4045631885528564,1990-05-15
3.4045631885528564,1990-05-16
3.463261365890503,1990-05-17
3.5513110160827637,1990-05-18
3.5513110160827637,1990-05-21
3.521961212158203,1990-05-22
3.580660343170166,1990-05-23
3.521961212158203,1990-05-24
3.5513110160827637,1990-05-25
3.5513110160827637,1990-05-29
3.521961212158203,1990-05-30
3.463261365890503,1990-05-31
3.4045631885528564,1990-06-01
3.4339120388031006,1990-06-04
3.375213623046875,1990-06-05
3.375213623046875,1990-06-06
3.4045631885528564,1990-06-07
3.4045631885528564,1990-06-08
3.4339120388031006,1990-06-11
3.463261365890503,1990-06-12
3.463261365890503,1990-06-13
3.4339120388031006,1990-06-14
3.4926114082336426,1990-06-15
3.463261365890503,1990-06-18
3.4339120388031006,1990-06-19
3.4339120388031006,1990-06-20
3.375213623046875,1990-06-21
3.375213623046875,1990-06-22
3.375213623046875,1990-06-25
3.375213623046875,1990-06-26
3.375213623046875,1990-06-27
3.375213623046875,1990-06-28
3.4045631885528564,1990-06-29
3.375213623046875,1990-07-02
3.345863103866577,1990-07-03
3.287163734436035,1990-07-05
3.345863103866577,1990-07-06
3.316513776779175,1990-07-09
3.345863103866577,1990-07-10
3.316513776779175,1990-07-11
3.345863103866577,1990-07-12
3.375213623046875,1990-07-13
3.375213623046875,1990-07-16
3.4045631885528564,1990-07-17
3.4339120388031006,1990-07-18
3.4339120388031006,1990-07-19
3.580660343170166,1990-07-20
3.6100103855133057,1990-07-23
3.6100103855133057,1990-07-24
3.580660343170166,1990-07-25
3.580660343170166,1990-07-26
3.580660343170166,1990-07-27
3.580660343170166,1990-07-30
3.521961212158203,1990-07-31
3.463261365890503,1990-08-01
3.4045631885528564,1990-08-02
3.287163734436035,1990-08-03
3.0230166912078857,1990-08-06
2.9936671257019043,1990-08-07
2.9643173217773438,1990-08-08
2.9643173217773438,1990-08-09
2.905618906021118,1990-08-10
2.8175692558288574,1990-08-13
2.7295193672180176,1990-08-14
2.846918821334839,1990-08-15
2.846918821334839,1990-08-16
2.788219690322876,1990-08-17
2.8175692558288574,1990-08-20
2.8175692558288574,1990-08-21
2.8175692558288574,1990-08-22
2.8175692558288574,1990-08-23
2.8175692558288574,1990-08-24
2.905618906021118,1990-08-27
2.905618906021118,1990-08-28
2.9936671257019043,1990-08-29
2.9936671257019043,1990-08-30
2.7295193672180176,1990-08-31
2.7001700401306152,1990-09-04
2.7295193672180176,1990-09-05
2.7295193672180176,1990-09-06
2.7001700401306152,1990-09-07
2.7588698863983154,1990-09-10
2.7588698863983154,1990-09-11
2.7295193672180176,1990-09-12
2.7295193672180176,1990-09-13
2.7588698863983154,1990-09-14
2.7588698863983154,1990-09-17
2.7588698863983154,1990-09-18
2.7588698863983154,1990-09-19
2.7588698863983154,1990-09-20
2.788219690322876,1990-09-21
2.7001700401306152,1990-09-24
2.670820713043213,1990-09-25
2.6414709091186523,1990-09-26
2.5240726470947266,1990-09-27
2.436023235321045,1990-09-28
2.4653725624084473,1990-10-01
2.494722366333008,1990-10-02
2.4653725624084473,1990-10-03
2.494722366333008,1990-10-04
2.494722366333008,1990-10-05
2.494722366333008,1990-10-08
2.436023235321045,1990-10-09
2.377324104309082,1990-10-10
2.377324104309082,1990-10-11
2.3479738235473633,1990-10-12
2.377324104309082,1990-10-15
2.3479738235473633,1990-10-16
2.3479738235473633,1990-10-17
2.3479738235473633,1990-10-18
2.377324104309082,1990-10-19
2.377324104309082,1990-10-22
2.494722366333008,1990-10-23
2.553421974182129,1990-10-24
2.5827720165252686,1990-10-25
2.612121343612671,1990-10-26
2.5827720165252686,1990-10-29
2.612121343612671,1990-10-30
2.612121343612671,1990-10-31
2.612121343612671,1990-11-01
2.553421974182129,1990-11-02
2.553421974182129,1990-11-05
2.553421974182129,1990-11-06
2.553421974182129,1990-11-07
2.5240726470947266,1990-11-08
2.5240726470947266,1990-11-09
2.494722366333008,1990-11-12
2.494722366333008,1990-11-13
2.6414709091186523,1990-11-14
2.670820713043213,1990-11-15
2.7001700401306152,1990-11-16
2.7001700401306152,1990-11-19
2.7588698863983154,1990-11-20
2.8175692558288574,1990-11-21
2.846918821334839,1990-11-23
2.905618906021118,1990-11-26
2.905618906021118,1990-11-27
2.9349679946899414,1990-11-28
2.905618906021118,1990-11-29
2.905618906021118,1990-11-30
2.8762686252593994,1990-12-03
2.846918821334839,1990-12-04
2.846918821334839,1990-12-05
2.846918821334839,1990-12-06
2.8175692558288574,1990-12-07
2.788219690322876,1990-12-10
2.7588698863983154,1990-12-11
2.7295193672180176,1990-12-12
2.7001700401306152,1990-12-13
2.670820713043213,1990-12-14
2.5827720165252686,1990-12-17
2.553421974182129,1990-12-18
2.436023235321045,1990-12-19
2.436023235321045,1990-12-20
2.4066734313964844,1990-12-21
2.3479738235473633,1990-12-24
2.318624258041382,1990-12-26
2.2892746925354004,1990-12-27
2.2892746925354004,1990-12-28
2.2892746925354004,1990-12-31
2.377324104309082,1991-01-02
2.553421974182129,1991-01-03
2.553421974182129,1991-01-04
2.5240726470947266,1991-01-07
2.494722366333008,1991-01-08
2.4066734313964844,1991-01-09
2.4653725624084473,1991-01-10
2.4653725624084473,1991-01-11
2.436023235321045,1991-01-14
2.4066734313964844,1991-01-15
2.3479738235473633,1991-01-16
2.377324104309082,1991-01-17
2.4066734313964844,1991-01-18
2.4066734313964844,1991-01-21
2.377324104309082,1991-01-22
2.4066734313964844,1991-01-23
2.436023235321045,1991-01-24
2.4653725624084473,1991-01-25
2.436023235321045,1991-01-28
2.4653725624084473,1991-01-29
2.436023235321045,1991-01-30
2.436023235321045,1991-01-31
2.4066734313964844,1991-02-01
2.4653725624084473,1991-02-04
2.4653725624084473,1991-02-05
2.494722366333008,1991-02-06
2.494722366333008,1991-02-07
2.4653725624084473,1991-02-08
2.5240726470947266,1991-02-11
2.494722366333008,1991-02-12
2.4653725624084473,1991-02-13
2.6414709091186523,1991-02-14
2.612121343612671,1991-02-15
2.612121343612671,1991-02-19
2.612121343612671,1991-02-20
2.612121343612671,1991-02-21
2.6414709091186523,1991-02-22
2.612121343612671,1991-02-25
2.612121343612671,1991-02-26
2.6414709091186523,1991-02-27
2.6414709091186523,1991-02-28
2.670820713043213,1991-03-01
2.7295193672180176,1991-03-04
2.846918821334839,1991-03-05
2.8175692558288574,1991-03-06
2.846918821334839,1991-03-07
2.788219690322876,1991-03-08
2.7588698863983154,1991-03-11
2.7588698863983154,1991-03-12
2.7588698863983154,1991-03-13
2.7588698863983154,1991-03-14
2.7588698863983154,1991-03-15
2.788219690322876,1991-03-18
2.788219690322876,1991-03-19
2.8175692558288574,1991-03-20
2.905618906021118,1991-03-21
2.905618906021118,1991-03-22
2.9349679946899414,1991-03-25
2.9936671257019043,1991-03-26
3.1697654724121094,1991-03-27
3.228463888168335,1991-03-28
3.375213623046875,1991-04-01
3.580660343170166,1991-04-02
3.521961212158203,1991-04-03
3.4045631885528564,1991-04-04
3.316513776779175,1991-04-05
3.316513776779175,1991-04-08
3.1991147994995117,1991-04-09
3.287163734436035,1991-04-10
3.228463888168335,1991-04-11
3.287163734436035,1991-04-12
3.287163734436035,1991-04-15
3.2578139305114746,1991-04-16
3.228463888168335,1991-04-17
3.1697654724121094,1991-04-18
3.287163734436035,1991-04-19
3.316513776779175,1991-04-22
3.287163734436035,1991-04-23
3.287163734436035,1991-04-24
3.345863103866577,1991-04-25
3.316513776779175,1991-04-26
3.287163734436035,1991-04-29
3.345863103866577,1991-04-30
3.375213623046875,1991-05-01
3.316513776779175,1991-05-02
3.345863103866577,1991-05-03
3.345863103866577,1991-05-06
3.375213623046875,1991-05-07
3.345863103866577,1991-05-08
3.316513776779175,1991-05-09
3.287163734436035,1991-05-10
3.316513776779175,1991-05-13
3.316513776779175,1991-05-14
3.316513776779175,1991-05-15
3.287163734436035,1991-05-16
3.287163734436035,1991-05-17
3.287163734436035,1991-05-20
3.1991147994995117,1991-05-21
3.228463888168335,1991-05-22
3.1991147994995117,1991-05-23
3.228463888168335,1991-05-24
3.228463888168335,1991-05-28
3.228463888168335,1991-05-29
3.1991147994995117,1991-05-30
3.228463888168335,1991-05-31
3.228463888168335,1991-06-03
3.345863103866577,1991-06-04
3.375213623046875,1991-06-05
3.4045631885528564,1991-06-06
3.4045631885528564,1991-06-07
3.345863103866577,1991-06-10
3.4045631885528564,1991-06-11
3.4339120388031006,1991-06-12
3.4045631885528564,1991-06-13
3.375213623046875,1991-06-14
3.375213623046875,1991-06-17
3.375213623046875,1991-06-18
3.375213623046875,1991-06-19
3.345863103866577,1991-06-20
3.287163734436035,1991-06-21
3.1991147994995117,1991-06-24
2.9643173217773438,1991-06-25
2.9936671257019043,1991-06-26
3.0523664951324463,1991-06-27
3.0523664951324463,1991-06-28
3.0523664951324463,1991-07-01
3.081716537475586,1991-07-02
3.081716537475586,1991-07-03
3.081716537475586,1991-07-05
3.0523664951324463,1991-07-08
3.0230166912078857,1991-07-09
3.0523664951324463,1991-07-10
3.0523664951324463,1991-07-11
3.0230166912078857,1991-07-12
3.0523664951324463,1991-07-15
3.081716537475586,1991-07-16
3.081716537475586,1991-07-17
2.8762686252593994,1991-07-18
2.905618906021118,1991-07-19
2.8175692558288574,1991-07-22
2.8175692558288574,1991-07-23
2.846918821334839,1991-07-24
2.8175692558288574,1991-07-25
2.8175692558288574,1991-07-26
2.8175692558288574,1991-07-29
2.8175692558288574,1991-07-30
2.788219690322876,1991-07-31
2.8175692558288574,1991-08-01
2.8175692558288574,1991-08-02
2.8175692558288574,1991-08-05
2.788219690322876,1991-08-06
2.8175692558288574,1991-08-07
2.8175692558288574,1991-08-08
2.8175692558288574,1991-08-09
2.8175692558288574,1991-08-12
2.8175692558288574,1991-08-13
2.846918821334839,1991-08-14
2.846918821334839,1991-08-15
2.8762686252593994,1991-08-16
2.8175692558288574,1991-08-19
2.8175692558288574,1991-08-20
2.846918821334839,1991-08-21
2.846918821334839,1991-08-22
2.8175692558288574,1991-08-23
2.8175692558288574,1991-08-26
2.8175692558288574,1991-08-27
2.846918821334839,1991-08-28
2.8175692558288574,1991-08-29
2.8762686252593994,1991-08-30
2.9349679946899414,1991-09-03
2.9349679946899414,1991-09-04
2.905618906021118,1991-09-05
2.8762686252593994,1991-09-06
2.8175692558288574,1991-09-09
2.8175692558288574,1991-09-10
2.788219690322876,1991-09-11
2.7588698863983154,1991-09-12
2.7588698863983154,1991-09-13
2.788219690322876,1991-09-16
2.8175692558288574,1991-09-17
2.788219690322876,1991-09-18
2.7588698863983154,1991-09-19
2.7588698863983154,1991-09-20
2.788219690322876,1991-09-23
2.7295193672180176,1991-09-24
2.7295193672180176,1991-09-25
2.8175692558288574,1991-09-26
2.788219690322876,1991-09-27
2.8175692558288574,1991-09-30
2.8175692558288574,1991-10-01
2.8175692558288574,1991-10-02
2.8762686252593994,1991-10-03
2.8762686252593994,1991-10-04
2.9349679946899414,1991-10-07
2.9643173217773438,1991-10-08
2.9643173217773438,1991-10-09
3.0230166912078857,1991-10-10
3.0523664951324463,1991-10-11
3.0230166912078857,1991-10-14
3.0523664951324463,1991-10-15
3.081716537475586,1991-10-16
3.228463888168335,1991-10-17
3.2578139305114746,1991-10-18
3.287163734436035,1991-10-21
3.228463888168335,1991-10-22
3.2578139305114746,1991-10-23
3.1991147994995117,1991-10-24
3.111065626144409,1991-10-25
3.081716537475586,1991-10-28
2.9643173217773438,1991-10-29
2.846918821334839,1991-10-30
2.8762686252593994,1991-10-31
2.8175692558288574,1991-11-01
2.8175692558288574,1991-11-04
2.8762686252593994,1991-11-05
2.8762686252593994,1991-11-06
2.846918821334839,1991-11-07
2.788219690322876,1991-11-08
2.8175692558288574,1991-11-11
2.7295193672180176,1991-11-12
