FOXA,Date
32.120704650878906,2019-11-13
32.08320236206055,2019-11-14
32.13008117675781,2019-11-15
32.99262237548828,2019-11-18
33.995819091796875,2019-11-19
33.6489143371582,2019-11-20
33.470787048339844,2019-11-21
33.433284759521484,2019-11-22
33.45203399658203,2019-11-25
33.68641662597656,2019-11-26
33.54579162597656,2019-11-27
33.52703857421875,2019-11-29
33.37702178955078,2019-12-02
32.99262237548828,2019-12-03
33.28327178955078,2019-12-04
33.28327178955078,2019-12-05
33.20826721191406,2019-12-06
33.395782470703125,2019-12-09
33.57391357421875,2019-12-10
33.90206527709961,2019-12-11
34.54897689819336,2019-12-12
34.47397232055664,2019-12-13
34.511478424072266,2019-12-16
34.839622497558594,2019-12-17
34.62398147583008,2019-12-18
34.689613342285156,2019-12-19
34.84899139404297,2019-12-20
35.1161994934082,2019-12-23
34.97087860107422,2019-12-24
35.2240104675293,2019-12-26
35.074005126953125,2019-12-27
34.764617919921875,2019-12-30
34.7552375793457,2019-12-31
34.7552375793457,2020-01-02
34.37552261352539,2020-01-03
34.28645706176758,2020-01-06
34.7552375793457,2020-01-07
34.7927360534668,2020-01-08
34.85836410522461,2020-01-09
34.427093505859375,2020-01-10
34.680233001708984,2020-01-13
34.93336868286133,2020-01-14
35.13963317871094,2020-01-15
36.667850494384766,2020-01-16
36.88349533081055,2020-01-17
36.65847396850586,2020-01-21
36.649105072021484,2020-01-22
35.149009704589844,2020-01-23
34.32395935058594,2020-01-24
34.57710266113281,2020-01-27
34.82086181640625,2020-01-28
34.29583740234375,2020-01-29
34.717735290527344,2020-01-30
34.764617919921875,2020-01-31
35.242767333984375,2020-02-03
35.65528869628906,2020-02-04
36.25532913208008,2020-02-05
34.7927360534668,2020-02-06
34.689613342285156,2020-02-07
34.97087860107422,2020-02-10
34.81148910522461,2020-02-11
35.317771911621094,2020-02-12
35.627166748046875,2020-02-13
35.43965148925781,2020-02-14
35.4208984375,2020-02-18
35.65528869628906,2020-02-19
34.717735290527344,2020-02-20
33.74267578125,2020-02-21
32.52384948730469,2020-02-24
31.136262893676758,2020-02-25
30.742494583129883,2020-02-26
29.38303565979004,2020-02-27
28.82050323486328,2020-02-28
30.104955673217773,2020-03-02
29.264509201049805,2020-03-03
29.207853317260742,2020-03-04
27.800811767578125,2020-03-05
27.234220504760742,2020-03-06
25.949939727783203,2020-03-09
27.489187240600586,2020-03-10
26.23323631286621,2020-03-11
24.760093688964844,2020-03-12
24.693994522094727,2020-03-13
22.67314910888672,2020-03-16
23.740232467651367,2020-03-17
21.096132278442383,2020-03-18
21.549407958984375,2020-03-19
19.821300506591797,2020-03-20
19.07528305053711,2020-03-23
21.04891586303711,2020-03-24
22.795909881591797,2020-03-25
23.579694747924805,2020-03-26
21.256669998168945,2020-03-27
22.95644187927246,2020-03-30
22.314306259155273,2020-03-31
21.096132278442383,2020-04-01
21.407756805419922,2020-04-02
21.058359146118164,2020-04-03
23.66468620300293,2020-04-06
24.070743560791016,2020-04-07
24.835641860961914,2020-04-08
24.54290199279785,2020-04-09
24.54290199279785,2020-04-13
25.033952713012695,2020-04-14
24.26905059814453,2020-04-15
24.117961883544922,2020-04-16
25.37862777709961,2020-04-17
24.609004974365234,2020-04-20
24.117961883544922,2020-04-21
23.390832901000977,2020-04-22
23.47582244873047,2020-04-23
23.452211380004883,2020-04-24
24.920631408691406,2020-04-27
25.628870010375977,2020-04-28
26.790390014648438,2020-04-29
24.429584503173828,2020-04-30
24.01408576965332,2020-05-01
23.60330581665039,2020-05-04
22.75813865661621,2020-05-05
23.428604125976562,2020-05-06
23.844104766845703,2020-05-07
24.552345275878906,2020-05-08
24.24072265625,2020-05-11
23.943260192871094,2020-05-12
23.154754638671875,2020-05-13
24.335153579711914,2020-05-14
24.609004974365234,2020-05-15
25.940500259399414,2020-05-18
26.03493309020996,2020-05-19
26.261566162109375,2020-05-20
26.082149505615234,2020-05-21
26.252124786376953,2020-05-22
27.413637161254883,2020-05-26
27.999116897583008,2020-05-27
27.31920623779297,2020-05-28
27.54584503173828,2020-05-29
27.895246505737305,2020-06-01
27.668603897094727,2020-06-02
29.056758880615234,2020-06-03
28.830120086669922,2020-06-04
29.132305145263672,2020-06-05
30.671550750732422,2020-06-08
29.094532012939453,2020-06-09
28.461835861206055,2020-06-10
26.49764633178711,2020-06-11
26.71484375,2020-06-12
27.659164428710938,2020-06-15
26.733726501464844,2020-06-16
26.50709342956543,2020-06-17
27.38530921936035,2020-06-18
26.74317169189453,2020-06-19
26.544864654541016,2020-06-22
26.686511993408203,2020-06-23
25.855510711669922,2020-06-24
25.430566787719727,2020-06-25
24.26905059814453,2020-06-26
25.40223503112793,2020-06-29
25.326692581176758,2020-06-30
25.430566787719727,2020-07-01
25.081165313720703,2020-07-02
25.024511337280273,2020-07-06
24.259605407714844,2020-07-07
23.891319274902344,2020-07-08
23.013107299804688,2020-07-09
23.910207748413086,2020-07-10
23.57025146484375,2020-07-13
23.636356353759766,2020-07-14
24.609004974365234,2020-07-15
24.71288299560547,2020-07-16
23.872438430786133,2020-07-17
23.381389617919922,2020-07-20
23.985755920410156,2020-07-21
24.467357635498047,2020-07-22
24.77898406982422,2020-07-23
25.17560386657715,2020-07-24
24.287935256958008,2020-07-27
24.306825637817383,2020-07-28
24.42014503479004,2020-07-29
24.382369995117188,2020-07-30
24.335153579711914,2020-07-31
24.892305374145508,2020-08-03
25.185041427612305,2020-08-04
23.348339080810547,2020-08-05
23.598583221435547,2020-08-06
23.296401977539062,2020-08-07
23.04143524169922,2020-08-10
23.286958694458008,2020-08-11
23.53247833251953,2020-08-12
24.146286010742188,2020-08-13
24.306825637817383,2020-08-14
24.13684844970703,2020-08-17
24.207672119140625,2020-08-18
24.41069984436035,2020-08-19
24.44847297668457,2020-08-20
24.552345275878906,2020-08-21
25.477781295776367,2020-08-24
25.40223503112793,2020-08-25
25.638317108154297,2020-08-26
26.03493309020996,2020-08-27
26.26629066467285,2020-08-28
26.30878257751465,2020-08-31
26.127866744995117,2020-09-01
26.546829223632812,2020-09-02
26.042173385620117,2020-09-03
26.337350845336914,2020-09-04
26.365915298461914,2020-09-08
26.851530075073242,2020-09-09
26.84200668334961,2020-09-10
26.794395446777344,2020-09-11
27.28952980041504,2020-09-14
27.241924285888672,2020-09-15
27.937015533447266,2020-09-16
27.26096534729004,2020-09-17
26.623004913330078,2020-09-18
25.499431610107422,2020-09-21
25.489906311035156,2020-09-22
24.671030044555664,2020-09-23
24.94716453552246,2020-09-24
25.423259735107422,2020-09-25
26.508743286132812,2020-09-28
26.44209098815918,2020-09-29
26.49921989440918,2020-09-30
26.680133819580078,2020-10-01
26.73726463317871,2020-10-02
27.337141036987305,2020-10-05
26.584917068481445,2020-10-06
27.584707260131836,2020-10-07
28.146495819091797,2020-10-08
27.794187545776367,2020-10-09
27.55614471435547,2020-10-12
25.92790985107422,2020-10-13
25.642257690429688,2020-10-14
25.642257690429688,2020-10-15
25.575607299804688,2020-10-16
24.77577018737793,2020-10-19
24.804336547851562,2020-10-20
25.299470901489258,2020-10-21
26.14691162109375,2020-10-22
25.785083770751953,2020-10-23
25.147123336791992,2020-10-26
24.932878494262695,2020-10-27
24.099721908569336,2020-10-28
24.347288131713867,2020-10-29
25.251861572265625,2020-10-30
26.089778900146484,2020-11-02
25.746997833251953,2020-11-03
24.404420852661133,2020-11-04
25.33755874633789,2020-11-05
24.709115982055664,2020-11-06
24.994773864746094,2020-11-09
25.566085815429688,2020-11-10
26.14691162109375,2020-11-11
24.413942337036133,2020-11-12
25.36136245727539,2020-11-13
25.88030242919922,2020-11-16
26.813438415527344,2020-11-17
26.337350845336914,2020-11-18
26.384958267211914,2020-11-19
26.49921989440918,2020-11-20
27.165748596191406,2020-11-23
28.07032012939453,2020-11-24
27.89892578125,2020-11-25
27.765621185302734,2020-11-27
27.46092414855957,2020-11-30
28.698759078979492,2020-12-01
29.13676643371582,2020-12-02
28.870149612426758,2020-12-03
28.413105010986328,2020-12-04
28.260757446289062,2020-12-07
27.8560791015625,2020-12-08
27.841794967651367,2020-12-09
27.718015670776367,2020-12-10
27.91796875,2020-12-11
27.403793334960938,2020-12-14
27.21335792541504,2020-12-15
27.08957290649414,2020-12-16
27.17527198791504,2020-12-17
26.813438415527344,2020-12-18
26.394481658935547,2020-12-21
25.965999603271484,2020-12-22
26.765830993652344,2020-12-23
26.95626449584961,2020-12-24
27.746578216552734,2020-12-28
27.6323184967041,2020-12-29
27.698970794677734,2020-12-30
27.7275333404541,2020-12-31
27.43235969543457,2021-01-04
28.0369930267334,2021-01-05
30.479337692260742,2021-01-06
29.46050453186035,2021-01-07
28.65114974975586,2021-01-08
28.879674911499023,2021-01-11
28.346454620361328,2021-01-12
28.527366638183594,2021-01-13
29.77472686767578,2021-01-14
29.98420524597168,2021-01-15
28.574975967407227,2021-01-19
29.53668212890625,2021-01-20
29.555723190307617,2021-01-21
28.717803955078125,2021-01-22
30.55551528930664,2021-01-25
33.25971603393555,2021-01-26
32.73601150512695,2021-01-27
30.374601364135742,2021-01-28
29.68903160095215,2021-01-29
30.355554580688477,2021-02-01
29.05106544494629,2021-02-02
28.83206558227539,2021-02-03
28.965370178222656,2021-02-04
29.91755485534668,2021-02-05
31.126821517944336,2021-02-08
29.260549545288086,2021-02-09
30.260339736938477,2021-02-10
30.469816207885742,2021-02-11
31.031604766845703,2021-02-12
30.21272850036621,2021-02-16
30.231773376464844,2021-02-17
30.636449813842773,2021-02-18
32.164703369140625,2021-02-19
33.03118896484375,2021-02-22
32.48844528198242,2021-02-23
32.41226577758789,2021-02-24
31.460092544555664,2021-02-25
31.717178344726562,2021-02-26
33.126407623291016,2021-03-01
36.13529968261719,2021-03-02
37.44931411743164,2021-03-03
37.22079086303711,2021-03-04
39.31558609008789,2021-03-05
40.30585861206055,2021-03-08
38.60171127319336,2021-03-09
39.6931266784668,2021-03-10
40.06172561645508,2021-03-11
40.956878662109375,2021-03-12
40.88028335571289,2021-03-15
42.29721450805664,2021-03-16
41.090911865234375,2021-03-17
41.052616119384766,2021-03-18
41.0956916809082,2021-03-19
41.78980255126953,2021-03-22
40.02821350097656,2021-03-23
38.41023635864258,2021-03-24
38.58256530761719,2021-03-25
36.18910598754883,2021-03-26
35.643394470214844,2021-03-29
35.52851486206055,2021-03-30
34.57113265991211,2021-03-31
34.76260757446289,2021-04-01
34.84877014160156,2021-04-05
35.4710693359375,2021-04-06
35.71998596191406,2021-04-07
35.42319869995117,2021-04-08
35.86359405517578,2021-04-09
35.82530212402344,2021-04-12
35.8731689453125,2021-04-13
35.643394470214844,2021-04-14
36.27048110961914,2021-04-15
36.32792663574219,2021-04-16
36.07421875,2021-04-19
36.18910598754883,2021-04-20
36.9645881652832,2021-04-21
36.4954719543457,2021-04-22
36.773109436035156,2021-04-23
36.572059631347656,2021-04-26
36.64864730834961,2021-04-27
36.208251953125,2021-04-28
36.1603889465332,2021-04-29
35.82530212402344,2021-04-30
35.04982376098633,2021-05-03
35.17428207397461,2021-05-04
34.79132843017578,2021-05-05
35.968902587890625,2021-05-06
36.686946868896484,2021-05-07
37.17521286010742,2021-05-10
36.86405944824219,2021-05-11
36.31835174560547,2021-05-12
37.08905029296875,2021-05-13
35.672119140625,2021-05-14
35.2030029296875,2021-05-17
35.75828552246094,2021-05-18
35.75828552246094,2021-05-19
35.66254425048828,2021-05-20
35.978485107421875,2021-05-21
35.844444274902344,2021-05-24
35.566810607910156,2021-05-25
35.91146469116211,2021-05-26
36.33271789550781,2021-05-27
35.75828552246094,2021-05-28
35.72956466674805,2021-06-01
35.21257400512695,2021-06-02
35.059391021728516,2021-06-03
35.6051025390625,2021-06-04
35.566810607910156,2021-06-07
35.030670166015625,2021-06-08
36.035926818847656,2021-06-09
35.8731689453125,2021-06-10
36.31356430053711,2021-06-11
36.07421875,2021-06-14
36.10293960571289,2021-06-15
36.06464767456055,2021-06-16
35.566810607910156,2021-06-17
36.02634811401367,2021-06-18
35.89231872558594,2021-06-21
36.04549789428711,2021-06-22
35.99763107299805,2021-06-23
36.66779708862305,2021-06-24
36.725242614746094,2021-06-25
36.67737579345703,2021-06-28
35.26044464111328,2021-06-29
35.54766082763672,2021-06-30
35.94976043701172,2021-07-01
35.72956466674805,2021-07-02
35.164703369140625,2021-07-06
34.84877014160156,2021-07-07
34.1786003112793,2021-07-08
34.89664077758789,2021-07-09
35.23172378540039,2021-07-12
34.417945861816406,2021-07-13
34.81047439575195,2021-07-14
34.31263732910156,2021-07-15
33.77649688720703,2021-07-16
33.24036407470703,2021-07-19
33.479713439941406,2021-07-20
34.6477165222168,2021-07-21
34.46581268310547,2021-07-22
34.6477165222168,2021-07-23
35.001953125,2021-07-26
34.65729904174805,2021-07-27
34.772178649902344,2021-07-28
34.753028869628906,2021-07-29
34.14030838012695,2021-07-30
34.12115478515625,2021-08-02
33.53715133666992,2021-08-03
33.42226791381836,2021-08-04
35.62425231933594,2021-08-05
34.925357818603516,2021-08-06
34.95408248901367,2021-08-09
35.404048919677734,2021-08-10
35.8731689453125,2021-08-11
35.4519157409668,2021-08-12
35.42319869995117,2021-08-13
35.6051025390625,2021-08-16
35.404048919677734,2021-08-17
35.001953125,2021-08-18
34.638145446777344,2021-08-19
35.19342803955078,2021-08-20
35.557228088378906,2021-08-23
35.49021530151367,2021-08-24
35.46149826049805,2021-08-25
35.11683654785156,2021-08-26
35.61467742919922,2021-08-27
35.49021530151367,2021-08-30
36.07802200317383,2021-08-31
35.65403366088867,2021-09-01
35.817848205566406,2021-09-02
35.548030853271484,2021-09-03
35.41312789916992,2021-09-07
34.65187072753906,2021-09-08
35.037315368652344,2021-09-09
34.632591247558594,2021-09-10
35.018043518066406,2021-09-13
34.01587677001953,2021-09-14
35.23004150390625,2021-09-15
35.97203063964844,2021-09-16
36.33820343017578,2021-09-17
35.77930450439453,2021-09-20
35.77930450439453,2021-09-21
36.82001495361328,2021-09-22
37.02237319946289,2021-09-23
37.83182144165039,2021-09-24
38.6605339050293,2021-09-27
38.38108825683594,2021-09-28
38.78580856323242,2021-09-29
38.65089797973633,2021-09-30
39.29652404785156,2021-10-01
39.97106170654297,2021-10-04
40.37578201293945,2021-10-05
40.03851318359375,2021-10-06
40.61669158935547,2021-10-07
40.71304702758789,2021-10-08
40.568504333496094,2021-10-11
40.472145080566406,2021-10-12
40.809410095214844,2021-10-13
40.90577697753906,2021-10-14
40.09633255004883,2021-10-15
40.40468978881836,2021-10-18
41.46467590332031,2021-10-19
41.63813018798828,2021-10-20
41.05995559692383,2021-10-21
40.973228454589844,2021-10-22
40.30833435058594,2021-10-25
40.077064514160156,2021-10-26
38.73762512207031,2021-10-27
39.27724838256836,2021-10-28
38.29436111450195,2021-10-29
39.566341400146484,2021-11-01
40.086692810058594,2021-11-02
40.06742477416992,2021-11-03
39.82652282714844,2021-11-04
39.97106170654297,2021-11-05
39.084529876708984,2021-11-08
39.06525421142578,2021-11-09
39.20979690551758,2021-11-10
39.65306854248047,2021-11-11
39.60488510131836,2021-11-12
39.768699645996094,2021-11-15
38.94961929321289,2021-11-16
38.82434844970703,2021-11-17
38.13054275512695,2021-11-18
37.5716438293457,2021-11-19
37.33073806762695,2021-11-22
37.70655059814453,2021-11-23
37.09946823120117,2021-11-24
36.25148010253906,2021-11-26
35.576942443847656,2021-11-29
34.41096496582031,2021-11-30
33.18716049194336,2021-12-01
34.04478454589844,2021-12-02
34.72895431518555,2021-12-03
35.191497802734375,2021-12-06
35.15294647216797,2021-12-07
35.41312789916992,2021-12-08
35.21076583862305,2021-12-09
35.4805793762207,2021-12-10
34.9891357421875,2021-12-13
34.67113494873047,2021-12-14
34.93132019042969,2021-12-15
35.66366958618164,2021-12-16
35.6154899597168,2021-12-17
35.066219329833984,2021-12-20
35.55767059326172,2021-12-21
35.4805793762207,2021-12-22
35.92384719848633,2021-12-23
35.96239471435547,2021-12-27
36.1262092590332,2021-12-28
35.74075698852539,2021-12-29
36.16474914550781,2021-12-30
35.55767059326172,2021-12-31
36.270751953125,2022-01-03
36.5887451171875,2022-01-04
36.241844177246094,2022-01-05
37.032012939453125,2022-01-06
37.60055160522461,2022-01-07
37.61018753051758,2022-01-10
37.53309631347656,2022-01-11
37.8607292175293,2022-01-12
38.61235046386719,2022-01-13
39.52779769897461,2022-01-14
38.44853973388672,2022-01-18
38.21726989746094,2022-01-19
36.800743103027344,2022-01-20
36.31893539428711,2022-01-21
37.668006896972656,2022-01-24
37.73545837402344,2022-01-25
36.65620040893555,2022-01-26
36.85856246948242,2022-01-27
38.64126205444336,2022-01-28
39.13270950317383,2022-01-31
38.84362030029297,2022-02-01
39.190521240234375,2022-02-02
39.41216278076172,2022-02-03
39.20979690551758,2022-02-04
39.13270950317383,2022-02-07
39.3350715637207,2022-02-08
42.254844665527344,2022-02-09
42.39939498901367,2022-02-10
41.82122039794922,2022-02-11
41.117774963378906,2022-02-14
41.5803108215332,2022-02-15
41.44540023803711,2022-02-16
41.34904479980469,2022-02-17
40.83831787109375,2022-02-18
40.2986946105957,2022-02-22
39.479618072509766,2022-02-23
39.38325119018555,2022-02-24
40.250511169433594,2022-02-25
40.30833435058594,2022-02-28
39.988494873046875,2022-03-01
41.76210021972656,2022-03-02
41.82994842529297,2022-03-03
41.374427795410156,2022-03-04
40.318016052246094,2022-03-07
40.55062484741211,2022-03-08
39.61051559448242,2022-03-09
38.56380081176758,2022-03-10
38.117977142333984,2022-03-11
37.555850982666016,2022-03-14
38.55410385131836,2022-03-15
39.41667556762695,2022-03-16
39.0386962890625,2022-03-17
39.61051559448242,2022-03-18
39.59113311767578,2022-03-21
39.83342742919922,2022-03-22
39.3100700378418,2022-03-23
39.64928436279297,2022-03-24
39.94973373413086,2022-03-25
39.25191879272461,2022-03-28
39.54267501831055,2022-03-29
38.903011322021484,2022-03-30
38.23427963256836,2022-03-31
38.14705276489258,2022-04-01
38.33119201660156,2022-04-04
37.46862030029297,2022-04-05
37.5655403137207,2022-04-06
37.23601531982422,2022-04-07
37.769065856933594,2022-04-08
37.526771545410156,2022-04-11
37.6430778503418,2022-04-12
37.904754638671875,2022-04-13
37.91444396972656,2022-04-14
37.788455963134766,2022-04-18
37.97259521484375,2022-04-19
38.340885162353516,2022-04-20
37.73030090332031,2022-04-21
37.03248596191406,2022-04-22
36.819271087646484,2022-04-25
35.47210693359375,2022-04-26
35.142581939697266,2022-04-27
35.41395568847656,2022-04-28
34.73552703857422,2022-04-29
35.44302749633789,2022-05-02
35.123199462890625,2022-05-03
35.89854431152344,2022-05-04
35.41395568847656,2022-05-05
33.53373336791992,2022-05-06
32.18657302856445,2022-05-09
31.420915603637695,2022-05-10
32.18657302856445,2022-05-11
32.4191780090332,2022-05-12
32.758392333984375,2022-05-13
32.65177917480469,2022-05-16
33.6694221496582,2022-05-17
32.45794677734375,2022-05-18
32.30287551879883,2022-05-19
32.42886734008789,2022-05-20
33.13637161254883,2022-05-23
31.4887638092041,2022-05-24
32.273799896240234,2022-05-25
33.4755859375,2022-05-26
34.36723709106445,2022-05-27
34.41569519042969,2022-05-31
33.785728454589844,2022-06-01
33.359283447265625,2022-06-02
33.07822799682617,2022-06-03
33.02976608276367,2022-06-06
33.53373336791992,2022-06-07
33.010379791259766,2022-06-08
32.4482536315918,2022-06-09
31.391841888427734,2022-06-10
30.548654556274414,2022-06-13
31.04293441772461,2022-06-14
31.818283081054688,2022-06-15
31.285232543945312,2022-06-16
31.08170509338379,2022-06-17
31.556602478027344,2022-06-21
31.072011947631836,2022-06-22
31.08170509338379,2022-06-23
31.789207458496094,2022-06-24
32.02181625366211,2022-06-27
31.701980590820312,2022-06-28
31.634140014648438,2022-06-29
31.168930053710938,2022-06-30
32.0508918762207,2022-07-01
32.147804260253906,2022-07-05
32.13811111450195,2022-07-06
32.46763610839844,2022-07-07
32.21564865112305,2022-07-08
31.88612937927246,2022-07-11
32.19626998901367,2022-07-12
31.827974319458008,2022-07-13
31.50814437866211,2022-07-14
32.642093658447266,2022-07-15
32.20595932006836,2022-07-18
33.194522857666016,2022-07-19
33.6694221496582,2022-07-20
33.87295150756836,2022-07-21
34.076480865478516,2022-07-22
34.19278335571289,2022-07-25
33.04914474487305,2022-07-26
33.60158157348633,2022-07-27
33.805110931396484,2022-07-28
32.08965301513672,2022-07-29
32.40948486328125,2022-08-01
32.1768798828125,2022-08-02
32.53548049926758,2022-08-03
32.49671173095703,2022-08-04
32.30287551879883,2022-08-05
32.43856430053711,2022-08-08
32.70024108886719,2022-08-09
33.805110931396484,2022-08-10
35.30734634399414,2022-08-11
35.375186920166016,2022-08-12
35.258888244628906,2022-08-15
35.375186920166016,2022-08-16
35.05535125732422,2022-08-17
34.90998077392578,2022-08-18
34.5804557800293,2022-08-19
33.63065719604492,2022-08-22
33.446510314941406,2022-08-23
33.70819091796875,2022-08-24
33.90202713012695,2022-08-25
33.18483352661133,2022-08-26
33.26236343383789,2022-08-29
33.389286041259766,2022-08-30
33.36975860595703,2022-08-31
33.23308181762695,2022-09-01
32.940189361572266,2022-09-02
32.188446044921875,2022-09-06
32.62777328491211,2022-09-07
32.725406646728516,2022-09-08
33.70170211791992,2022-09-09
33.97506332397461,2022-09-12
32.69611740112305,2022-09-13
32.725406646728516,2022-09-14
33.74075698852539,2022-09-15
32.871849060058594,2022-09-16
33.54549026489258,2022-09-19
33.42833709716797,2022-09-20
31.944368362426758,2022-09-21
31.34882926940918,2022-09-22
30.958311080932617,2022-09-23
30.382299423217773,2022-09-26
30.216327667236328,2022-09-27
30.694711685180664,2022-09-28
29.786758422851562,2022-09-29
29.952728271484375,2022-09-30
30.518980026245117,2022-10-03
31.46598243713379,2022-10-04
30.792341232299805,2022-10-05
30.431114196777344,2022-10-06
30.626373291015625,2022-10-07
30.401823043823242,2022-10-10
29.942964553833008,2022-10-11
29.767230987548828,2022-10-12
30.948549270629883,2022-10-13
30.802104949951172,2022-10-14
27.902507781982422,2022-10-17
28.5078125,2022-10-18
28.624967575073242,2022-10-19
28.322315216064453,2022-10-20
28.73236083984375,2022-10-21
28.91785430908203,2022-10-24
29.132640838623047,2022-10-25
28.283262252807617,2022-10-26
27.502227783203125,2022-10-27
28.15634536743164,2022-10-28
28.185636520385742,2022-10-31
29.806283950805664,2022-11-01
29.337661743164062,2022-11-02
29.240032196044922,2022-11-03
29.132640838623047,2022-11-04
28.449234008789062,2022-11-07
28.644493103027344,2022-11-08
27.76582908630371,2022-11-09
28.742122650146484,2022-11-10
29.796520233154297,2022-11-11
29.68912696838379,2022-11-14
30.021068572998047,2022-11-15
29.767230987548828,2022-11-16
29.903911590576172,2022-11-17
30.196802139282227,2022-11-18
29.786758422851562,2022-11-21
