NXPI,Date
20.187267303466797,2011-07-26
18.81210708618164,2011-07-27
18.830448150634766,2011-07-28
18.133699417114258,2011-07-29
17.702821731567383,2011-08-01
17.226106643676758,2011-08-02
17.510292053222656,2011-08-03
15.667586326599121,2011-08-04
13.678199768066406,2011-08-05
12.862273216247559,2011-08-08
15.227540016174316,2011-08-09
14.989179611206055,2011-08-10
16.960233688354492,2011-08-11
16.51102066040039,2011-08-12
17.134418487548828,2011-08-15
16.538522720336914,2011-08-16
16.263490676879883,2011-08-17
15.282550811767578,2011-08-18
14.61330509185791,2011-08-19
14.769157409667969,2011-08-22
15.502574920654297,2011-08-23
15.273377418518066,2011-08-24
14.7324857711792,2011-08-25
15.145035743713379,2011-08-26
15.73176097869873,2011-08-29
15.346720695495605,2011-08-30
14.934175491333008,2011-08-31
15.154200553894043,2011-09-01
15.044187545776367,2011-09-02
14.57663345336914,2011-09-06
16.025127410888672,2011-09-07
15.74093246459961,2011-09-08
15.154200553894043,2011-09-09
15.777602195739746,2011-09-12
16.60269546508789,2011-09-13
17.510292053222656,2011-09-14
18.601253509521484,2011-09-15
18.20704460144043,2011-09-16
17.143583297729492,2011-09-19
16.43767738342285,2011-09-20
15.695096015930176,2011-09-21
15.4567289352417,2011-09-22
15.420061111450195,2011-09-23
15.218374252319336,2011-09-26
15.850947380065918,2011-09-27
15.07168960571289,2011-09-28
13.742374420166016,2011-09-29
12.944783210754395,2011-09-30
12.541404724121094,2011-10-03
13.366499900817871,2011-10-04
13.696539878845215,2011-10-05
14.237432479858398,2011-10-06
14.03573989868164,2011-10-07
14.860832214355469,2011-10-10
14.723318099975586,2011-10-11
15.520902633666992,2011-10-12
15.73176097869873,2011-10-13
15.878449440002441,2011-10-14
15.163368225097656,2011-10-17
15.795934677124023,2011-10-18
15.090025901794434,2011-10-19
14.58580207824707,2011-10-20
14.649975776672363,2011-10-21
16.501850128173828,2011-10-24
16.171815872192383,2011-10-25
16.868555068969727,2011-10-26
18.0236873626709,2011-10-27
17.446123123168945,2011-10-28
16.474348068237305,2011-10-31
15.438398361206055,2011-11-01
15.823440551757812,2011-11-02
15.942615509033203,2011-11-03
16.245155334472656,2011-11-04
15.74093246459961,2011-11-07
15.438398361206055,2011-11-08
14.301604270935059,2011-11-09
14.292435646057129,2011-11-10
15.236711502075195,2011-11-11
15.154200553894043,2011-11-14
16.034299850463867,2011-11-15
16.025127410888672,2011-11-16
15.181703567504883,2011-11-17
14.915842056274414,2011-11-18
14.539963722229004,2011-11-21
14.264933586120605,2011-11-22
13.94406509399414,2011-11-23
13.751541137695312,2011-11-25
14.237432479858398,2011-11-28
13.99907112121582,2011-11-29
15.49340534210205,2011-11-30
15.667586326599121,2011-12-01
16.06180191040039,2011-12-02
16.263490676879883,2011-12-05
16.208484649658203,2011-12-06
17.006071090698242,2011-12-07
16.318496704101562,2011-12-08
16.171815872192383,2011-12-09
15.209203720092773,2011-12-12
14.072412490844727,2011-12-13
13.879888534545898,2011-12-14
14.01740550994873,2011-12-15
14.03573989868164,2011-12-16
13.12813663482666,2011-12-19
13.70570182800293,2011-12-20
13.53151798248291,2011-12-21
14.484956741333008,2011-12-22
14.503291130065918,2011-12-23
14.466623306274414,2011-12-27
13.879888534545898,2011-12-28
14.127418518066406,2011-12-29
14.090744972229004,2011-12-30
14.677478790283203,2012-01-03
14.824163436889648,2012-01-04
15.126694679260254,2012-01-05
15.49340534210205,2012-01-06
16.208484649658203,2012-01-09
15.988459587097168,2012-01-10
16.116809844970703,2012-01-11
16.135143280029297,2012-01-12
15.73176097869873,2012-01-13
15.759264945983887,2012-01-17
17.400279998779297,2012-01-18
17.63864517211914,2012-01-19
18.848783493041992,2012-01-20
18.83961296081543,2012-01-23
19.939739227294922,2012-01-24
19.28883171081543,2012-01-25
19.52719497680664,2012-01-26
19.95806884765625,2012-01-27
19.132980346679688,2012-01-30
19.463014602661133,2012-01-31
20.23310089111328,2012-02-01
20.22393226623535,2012-02-02
20.85650634765625,2012-02-03
19.930570602416992,2012-02-06
19.967243194580078,2012-02-07
20.058914184570312,2012-02-08
20.15976333618164,2012-02-09
19.82972526550293,2012-02-10
20.737323760986328,2012-02-13
21.681596755981445,2012-02-14
22.873395919799805,2012-02-15
23.680150985717773,2012-02-16
23.25844383239746,2012-02-17
22.231658935546875,2012-02-21
21.681596755981445,2012-02-22
22.50668716430664,2012-02-23
22.90089988708496,2012-02-24
22.818391799926758,2012-02-27
23.001747131347656,2012-02-28
22.735883712768555,2012-02-29
22.26833152770996,2012-03-01
21.6265926361084,2012-03-02
21.13153648376465,2012-03-05
20.673147201538086,2012-03-06
21.516578674316406,2012-03-07
22.891735076904297,2012-03-08
23.50597381591797,2012-03-09
22.534196853637695,2012-03-12
22.80005645751953,2012-03-13
23.524301528930664,2012-03-14
23.48763084411621,2012-03-15
24.08353614807129,2012-03-16
24.138547897338867,2012-03-19
23.707660675048828,2012-03-20
23.88184356689453,2012-03-21
24.08353614807129,2012-03-22
24.72527503967285,2012-03-23
24.633594512939453,2012-03-26
24.67026710510254,2012-03-27
24.651933670043945,2012-03-28
24.395238876342773,2012-03-29
24.395238876342773,2012-03-30
23.94602394104004,2012-04-02
23.28594207763672,2012-04-03
23.377622604370117,2012-04-04
23.615982055664062,2012-04-05
23.065919876098633,2012-04-09
21.736600875854492,2012-04-10
21.874120712280273,2012-04-11
22.735883712768555,2012-04-12
22.139978408813477,2012-04-13
22.680877685546875,2012-04-16
22.882564544677734,2012-04-17
22.93756866455078,2012-04-18
22.084980010986328,2012-04-19
21.2598819732666,2012-04-20
21.479907989501953,2012-04-23
21.910791397094727,2012-04-24
22.066640853881836,2012-04-25
22.93756866455078,2012-04-26
24.129369735717773,2012-04-27
23.698488235473633,2012-04-30
23.615982055664062,2012-05-01
23.83600425720215,2012-05-02
23.230939865112305,2012-05-03
22.341670989990234,2012-05-04
21.947463989257812,2012-05-07
22.094141006469727,2012-05-08
21.571584701538086,2012-05-09
21.571584701538086,2012-05-10
22.084980010986328,2012-05-11
21.45240592956543,2012-05-14
21.039857864379883,2012-05-15
19.719711303710938,2012-05-16
18.757102966308594,2012-05-17
18.014516830444336,2012-05-18
19.325496673583984,2012-05-21
19.37134552001953,2012-05-22
19.99473762512207,2012-05-23
19.481351852416992,2012-05-24
20.022249221801758,2012-05-25
20.398120880126953,2012-05-29
19.738040924072266,2012-05-30
19.353004455566406,2012-05-31
17.794492721557617,2012-06-01
17.244436264038086,2012-06-04
17.77615737915039,2012-06-05
18.500410079956055,2012-06-06
18.225374221801758,2012-06-07
18.564579010009766,2012-06-08
18.133699417114258,2012-06-11
18.555416107177734,2012-06-12
18.28955078125,2012-06-13
18.500410079956055,2012-06-14
18.70209312438965,2012-06-15
18.903793334960938,2012-06-18
19.325496673583984,2012-06-19
19.774717330932617,2012-06-20
18.518739700317383,2012-06-21
19.54552459716797,2012-06-22
18.977127075195312,2012-06-25
19.26132583618164,2012-06-26
19.55469512939453,2012-06-27
19.69220733642578,2012-06-28
21.296560287475586,2012-06-29
21.186546325683594,2012-07-02
21.608253479003906,2012-07-03
21.21404266357422,2012-07-05
20.480628967285156,2012-07-06
20.288108825683594,2012-07-09
19.39883804321289,2012-07-10
19.233823776245117,2012-07-11
18.537078857421875,2012-07-12
18.683761596679688,2012-07-13
18.67459487915039,2012-07-16
18.36289405822754,2012-07-17
20.04058265686035,2012-07-18
21.030691146850586,2012-07-19
20.544803619384766,2012-07-20
20.150588989257812,2012-07-23
20.737323760986328,2012-07-24
20.599809646606445,2012-07-25
21.140703201293945,2012-07-26
21.83745002746582,2012-07-27
21.195709228515625,2012-07-30
20.70981788635254,2012-07-31
20.22393226623535,2012-08-01
19.75638198852539,2012-08-02
20.443958282470703,2012-08-03
20.94818115234375,2012-08-06
22.240825653076172,2012-08-07
21.828275680541992,2012-08-08
21.754940032958984,2012-08-09
22.240825653076172,2012-08-10
21.993301391601562,2012-08-13
22.49752426147461,2012-08-14
22.928409576416016,2012-08-15
23.597646713256836,2012-08-16
23.872676849365234,2012-08-17
22.882564544677734,2012-08-20
22.277494430541992,2012-08-21
21.754940032958984,2012-08-22
21.745773315429688,2012-08-23
21.764108657836914,2012-08-24
22.470020294189453,2012-08-27
21.83745002746582,2012-08-28
21.553245544433594,2012-08-29
20.920679092407227,2012-08-30
21.379064559936523,2012-08-31
21.049026489257812,2012-09-04
21.296560287475586,2012-09-05
22.433347702026367,2012-09-06
22.75421714782715,2012-09-07
21.589920043945312,2012-09-10
22.616703033447266,2012-09-11
22.928409576416016,2012-09-12
24.23021697998047,2012-09-13
24.45024299621582,2012-09-14
24.26688575744629,2012-09-17
24.4135684967041,2012-09-18
24.129369735717773,2012-09-19
23.6893253326416,2012-09-20
23.570146560668945,2012-09-21
23.30428123474121,2012-09-24
22.185819625854492,2012-09-25
21.782445907592773,2012-09-26
23.25844383239746,2012-09-27
22.928409576416016,2012-09-28
23.01091194152832,2012-10-01
22.95590591430664,2012-10-02
22.50668716430664,2012-10-03
22.50668716430664,2012-10-04
23.175928115844727,2012-10-05
22.94673728942871,2012-10-08
22.424182891845703,2012-10-09
21.269052505493164,2012-10-10
20.8106689453125,2012-10-11
20.13225746154785,2012-10-12
21.030691146850586,2012-10-15
21.479907989501953,2012-10-16
21.2598819732666,2012-10-17
21.269052505493164,2012-10-18
20.361448287963867,2012-10-19
19.9122314453125,2012-10-22
20.737323760986328,2012-10-23
19.1879825592041,2012-10-24
21.534914016723633,2012-10-25
22.020797729492188,2012-10-26
22.240825653076172,2012-10-31
24.010194778442383,2012-11-01
23.55180549621582,2012-11-02
23.670984268188477,2012-11-05
23.615982055664062,2012-11-06
23.295114517211914,2012-11-07
23.221771240234375,2012-11-08
22.94673728942871,2012-11-09
23.10259437561035,2012-11-12
22.424182891845703,2012-11-13
22.11247444152832,2012-11-14
21.0765323638916,2012-11-15
20.80150032043457,2012-11-16
21.553245544433594,2012-11-19
21.36072540283203,2012-11-20
21.406570434570312,2012-11-21
22.002466201782227,2012-11-23
21.984128952026367,2012-11-26
21.8924560546875,2012-11-27
22.176652908325195,2012-11-28
22.891735076904297,2012-11-29
22.4425106048584,2012-11-30
22.305002212524414,2012-12-03
22.121644973754883,2012-12-04
22.451684951782227,2012-12-05
22.002466201782227,2012-12-06
21.369897842407227,2012-12-07
21.83745002746582,2012-12-10
22.95590591430664,2012-12-11
23.029245376586914,2012-12-12
22.910072326660156,2012-12-13
22.460853576660156,2012-12-14
23.276775360107422,2012-12-17
23.82683563232422,2012-12-18
23.698488235473633,2012-12-19
23.89101219177246,2012-12-20
23.2401065826416,2012-12-21
23.28594207763672,2012-12-24
23.322620391845703,2012-12-26
23.313451766967773,2012-12-27
23.24927520751953,2012-12-28
24.129369735717773,2012-12-31
25.513694763183594,2013-01-02
25.38534927368164,2013-01-03
25.064477920532227,2013-01-04
24.881122589111328,2013-01-07
24.340227127075195,2013-01-08
24.67026710510254,2013-01-09
25.95374870300293,2013-01-10
25.66954803466797,2013-01-11
26.008752822875977,2013-01-14
25.935405731201172,2013-01-15
26.861343383789062,2013-01-16
27.48474884033203,2013-01-17
27.163875579833984,2013-01-18
26.778837203979492,2013-01-22
27.044696807861328,2013-01-23
27.05387306213379,2013-01-24
27.58559226989746,2013-01-25
27.961471557617188,2013-01-28
27.05387306213379,2013-01-29
27.48474884033203,2013-01-30
27.503082275390625,2013-01-31
28.199832916259766,2013-02-01
26.90718650817871,2013-02-04
27.33806610107422,2013-02-05
27.915630340576172,2013-02-06
27.943130493164062,2013-02-07
29.299951553344727,2013-02-08
29.437469482421875,2013-02-11
29.85918426513672,2013-02-12
30.060876846313477,2013-02-13
29.932519912719727,2013-02-14
29.565813064575195,2013-02-15
29.987525939941406,2013-02-19
28.89657211303711,2013-02-20
28.438186645507812,2013-02-21
28.924083709716797,2013-02-22
28.82322883605957,2013-02-25
28.74989128112793,2013-02-26
29.61165428161621,2013-02-27
29.62998390197754,2013-02-28
29.510805130004883,2013-03-01
29.11660385131836,2013-03-04
29.776668548583984,2013-03-05
29.510805130004883,2013-03-06
29.364126205444336,2013-03-07
28.814067840576172,2013-03-08
28.960750579833984,2013-03-11
28.71322250366211,2013-03-12
28.63071060180664,2013-03-13
28.91490936279297,2013-03-14
28.612375259399414,2013-03-15
27.246387481689453,2013-03-18
27.209716796875,2013-03-19
27.457250595092773,2013-03-20
27.044696807861328,2013-03-21
27.42974090576172,2013-03-22
27.42974090576172,2013-03-25
27.365568161010742,2013-03-26
27.37473487854004,2013-03-27
27.768949508666992,2013-03-28
26.457965850830078,2013-04-01
26.054588317871094,2013-04-02
25.211156845092773,2013-04-03
25.852901458740234,2013-04-04
26.17376708984375,2013-04-05
26.49463653564453,2013-04-08
27.218883514404297,2013-04-09
27.503082275390625,2013-04-10
27.37473487854004,2013-04-11
26.714656829833984,2013-04-12
25.156152725219727,2013-04-15
26.192102432250977,2013-04-16
24.349403381347656,2013-04-17
23.30428123474121,2013-04-18
23.185100555419922,2013-04-19
23.62514877319336,2013-04-22
24.51441764831543,2013-04-23
24.890289306640625,2013-04-24
25.18365478515625,2013-04-25
25.05531120300293,2013-04-26
25.30283546447754,2013-04-29
25.25699806213379,2013-04-30
24.532751083374023,2013-05-01
24.972803115844727,2013-05-02
25.687877655029297,2013-05-03
25.8620662689209,2013-05-06
26.16459846496582,2013-05-07
26.62298583984375,2013-05-08
26.79717445373535,2013-05-09
27.70477294921875,2013-05-10
27.209716796875,2013-05-13
27.72311019897461,2013-05-14
28.218168258666992,2013-05-15
27.658933639526367,2013-05-16
27.686437606811523,2013-05-17
27.658933639526367,2013-05-20
27.503082275390625,2013-05-21
26.815505981445312,2013-05-22
26.723827362060547,2013-05-23
27.182218551635742,2013-05-24
27.78728675842285,2013-05-28
28.03481101989746,2013-05-29
28.804899215698242,2013-05-30
28.28233528137207,2013-05-31
27.952301025390625,2013-06-03
28.832399368286133,2013-06-04
28.02564239501953,2013-06-05
27.594762802124023,2013-06-06
28.043975830078125,2013-06-07
28.03481101989746,2013-06-10
27.255556106567383,2013-06-11
26.934680938720703,2013-06-12
27.78728675842285,2013-06-13
28.053146362304688,2013-06-14
28.621543884277344,2013-06-17
29.34579086303711,2013-06-18
29.006582260131836,2013-06-19
28.007307052612305,2013-06-20
28.328174591064453,2013-06-21
26.723827362060547,2013-06-24
27.41140365600586,2013-06-25
27.658933639526367,2013-06-26
28.52986717224121,2013-06-27
28.438186645507812,2013-06-28
28.584871292114258,2013-07-01
28.740726470947266,2013-07-02
29.006582260131836,2013-07-03
29.657489776611328,2013-07-05
28.77739143371582,2013-07-08
29.034090042114258,2013-07-09
29.01575469970703,2013-07-10
29.474140167236328,2013-07-11
29.822507858276367,2013-07-12
30.125045776367188,2013-07-15
30.53758430480957,2013-07-16
30.86762809753418,2013-07-17
30.33590316772461,2013-07-18
29.969192504882812,2013-07-19
30.21672248840332,2013-07-22
31.060144424438477,2013-07-23
30.730113983154297,2013-07-24
30.48258399963379,2013-07-25
30.500919342041016,2013-07-26
30.381738662719727,2013-07-29
30.372575759887695,2013-07-30
29.932519912719727,2013-07-31
31.931089401245117,2013-08-01
32.7928352355957,2013-08-02
32.80200958251953,2013-08-05
32.21527099609375,2013-08-06
32.334468841552734,2013-08-07
32.61865997314453,2013-08-08
32.251953125,2013-08-09
32.94869613647461,2013-08-12
32.820350646972656,2013-08-13
33.01286697387695,2013-08-14
31.995254516601562,2013-08-15
32.49031066894531,2013-08-16
32.44447326660156,2013-08-19
32.57281494140625,2013-08-20
31.885231018066406,2013-08-21
33.06786346435547,2013-08-22
33.14121627807617,2013-08-23
33.27873229980469,2013-08-26
32.517818450927734,2013-08-27
34.140499114990234,2013-08-28
34.7730712890625,2013-08-29
34.07632064819336,2013-08-30
34.76389694213867,2013-09-03
35.561485290527344,2013-09-04
35.744842529296875,2013-09-05
34.91057205200195,2013-09-06
35.304779052734375,2013-09-09
35.85485076904297,2013-09-10
35.579830169677734,2013-09-11
34.8555793762207,2013-09-12
34.5163688659668,2013-09-13
34.598873138427734,2013-09-16
34.64472579956055,2013-09-17
34.54387664794922,2013-09-18
34.452213287353516,2013-09-19
34.91057205200195,2013-09-20
33.938804626464844,2013-09-23
34.33301544189453,2013-09-24
34.05799102783203,2013-09-25
34.19550323486328,2013-09-26
34.12216567993164,2013-09-27
34.11298751831055,2013-09-30
34.727230072021484,2013-10-01
34.67222213745117,2013-10-02
34.70888900756836,2013-10-03
35.451480865478516,2013-10-04
34.745567321777344,2013-10-07
33.53542709350586,2013-10-08
33.581268310546875,2013-10-09
34.22300338745117,2013-10-10
35.002262115478516,2013-10-11
35.0572624206543,2013-10-14
34.351356506347656,2013-10-15
34.79140853881836,2013-10-16
34.397186279296875,2013-10-17
34.754722595214844,2013-10-18
35.10310363769531,2013-10-21
34.186336517333984,2013-10-22
33.03120803833008,2013-10-23
36.28575134277344,2013-10-24
36.5791015625,2013-10-25
37.60588073730469,2013-10-28
38.47682571411133,2013-10-29
37.85340881347656,2013-10-30
38.632667541503906,2013-10-31
38.66933059692383,2013-11-01
38.94436264038086,2013-11-04
38.90770721435547,2013-11-05
38.58683395385742,2013-11-06
37.33085250854492,2013-11-07
38.128440856933594,2013-11-08
37.89924621582031,2013-11-11
37.78923034667969,2013-11-12
38.2109489440918,2013-11-13
38.07344055175781,2013-11-14
38.485984802246094,2013-11-15
37.743408203125,2013-11-18
36.964141845703125,2013-11-19
37.08332061767578,2013-11-20
37.587547302246094,2013-11-21
37.64255142211914,2013-11-22
37.08332061767578,2013-11-25
38.94436264038086,2013-11-26
38.50430679321289,2013-11-27
38.962703704833984,2013-11-29
39.21940231323242,2013-12-02
39.356910705566406,2013-12-03
39.83363342285156,2013-12-04
40.209510803222656,2013-12-05
40.5487174987793,2013-12-06
39.925315856933594,2013-12-09
38.962703704833984,2013-12-10
38.44931411743164,2013-12-11
38.66933059692383,2013-12-12
38.97187423706055,2013-12-13
39.27440643310547,2013-12-16
39.83363342285156,2013-12-17
39.897804260253906,2013-12-18
39.51276397705078,2013-12-19
39.897804260253906,2013-12-20
41.4379768371582,2013-12-23
41.327972412109375,2013-12-24
41.34629440307617,2013-12-26
41.5479850769043,2013-12-27
42.12555694580078,2013-12-30
42.10722351074219,2013-12-31
40.2645149230957,2014-01-02
39.934486389160156,2014-01-03
39.531105041503906,2014-01-06
39.393592834472656,2014-01-07
40.182003021240234,2014-01-08
39.47608184814453,2014-01-09
39.42108917236328,2014-01-10
39.36608123779297,2014-01-13
40.4478645324707,2014-01-14
41.61216735839844,2014-01-15
42.171390533447266,2014-01-16
42.83146286010742,2014-01-17
42.776466369628906,2014-01-21
43.86741638183594,2014-01-22
43.86741638183594,2014-01-23
41.78635025024414,2014-01-24
42.171390533447266,2014-01-27
42.80396270751953,2014-01-28
43.32651901245117,2014-01-29
43.86741638183594,2014-01-30
44.325809478759766,2014-01-31
42.00637435913086,2014-02-03
43.088165283203125,2014-02-04
43.088165283203125,2014-02-05
45.47176742553711,2014-02-06
47.71784210205078,2014-02-07
47.89204788208008,2014-02-10
47.74535369873047,2014-02-11
48.249576568603516,2014-02-12
49.15716552734375,2014-02-13
50.97237777709961,2014-02-14
52.06333541870117,2014-02-18
52.06333541870117,2014-02-19
52.01750564575195,2014-02-20
51.47661209106445,2014-02-21
50.92654800415039,2014-02-24
51.35743713378906,2014-02-25
50.92654800415039,2014-02-26
51.88914489746094,2014-02-27
51.54994201660156,2014-02-28
51.25658416748047,2014-03-03
53.02594757080078,2014-03-04
52.78757858276367,2014-03-05
54.92366409301758,2014-03-06
53.68601608276367,2014-03-07
52.38420486450195,2014-03-10
52.08167266845703,2014-03-11
52.74174499511719,2014-03-12
52.57672882080078,2014-03-13
52.824256896972656,2014-03-14
53.54849624633789,2014-03-17
53.84186935424805,2014-03-18
53.9610595703125,2014-03-19
54.868656158447266,2014-03-20
53.1451301574707,2014-03-21
51.74247360229492,2014-03-24
52.21002197265625,2014-03-25
53.2551383972168,2014-03-26
52.49422073364258,2014-03-27
52.86091613769531,2014-03-28
53.91521453857422,2014-03-31
55.858760833740234,2014-04-01
56.23463821411133,2014-04-02
56.757198333740234,2014-04-03
52.55839538574219,2014-04-04
51.08240509033203,2014-04-07
53.39265441894531,2014-04-08
54.39193344116211,2014-04-09
52.59505081176758,2014-04-10
51.54079055786133,2014-04-11
51.70580291748047,2014-04-14
52.833431243896484,2014-04-15
53.090118408203125,2014-04-16
53.355979919433594,2014-04-17
55.08867263793945,2014-04-21
