FMCN,Date
27.979999542236328,2006-03-02
26.85449981689453,2006-03-03
27.905000686645508,2006-03-06
27.290000915527344,2006-03-07
25.90999984741211,2006-03-08
25.46500015258789,2006-03-09
25.30500030517578,2006-03-10
26.940000534057617,2006-03-13
27.135000228881836,2006-03-14
27.780000686645508,2006-03-15
28.415000915527344,2006-03-16
27.850000381469727,2006-03-17
28.06999969482422,2006-03-20
27.735000610351562,2006-03-21
27.03499984741211,2006-03-22
26.864999771118164,2006-03-23
26.979999542236328,2006-03-24
26.9950008392334,2006-03-27
26.799999237060547,2006-03-28
27.225000381469727,2006-03-29
27.485000610351562,2006-03-30
29.010000228881836,2006-03-31
27.809999465942383,2006-04-03
28.110000610351562,2006-04-04
28.5,2006-04-05
30.3799991607666,2006-04-06
30.485000610351562,2006-04-07
30.040000915527344,2006-04-10
30.260000228881836,2006-04-11
30.104999542236328,2006-04-12
30.985000610351562,2006-04-13
30.985000610351562,2006-04-17
32.30500030517578,2006-04-18
31.5,2006-04-19
31.690000534057617,2006-04-20
31.497499465942383,2006-04-21
32.07509994506836,2006-04-24
32.0,2006-04-25
32.04999923706055,2006-04-26
30.65999984741211,2006-04-27
30.19499969482422,2006-04-28
30.075000762939453,2006-05-01
31.114999771118164,2006-05-02
32.67499923706055,2006-05-03
33.209999084472656,2006-05-04
33.529998779296875,2006-05-05
34.41999816894531,2006-05-08
34.400001525878906,2006-05-09
34.474998474121094,2006-05-10
33.80500030517578,2006-05-11
33.29999923706055,2006-05-12
31.385000228881836,2006-05-15
32.90999984741211,2006-05-16
32.2599983215332,2006-05-17
30.860000610351562,2006-05-18
34.59000015258789,2006-05-19
32.724998474121094,2006-05-22
32.86000061035156,2006-05-23
31.479999542236328,2006-05-24
30.875,2006-05-25
31.239999771118164,2006-05-26
30.405000686645508,2006-05-30
31.584999084472656,2006-05-31
33.845001220703125,2006-06-01
33.375,2006-06-02
31.665000915527344,2006-06-05
30.989999771118164,2006-06-06
29.815000534057617,2006-06-07
25.850000381469727,2006-06-08
27.075000762939453,2006-06-09
27.575000762939453,2006-06-12
26.774999618530273,2006-06-13
27.375,2006-06-14
27.25,2006-06-15
30.389999389648438,2006-06-16
30.4950008392334,2006-06-19
30.44499969482422,2006-06-20
32.244998931884766,2006-06-21
31.3799991607666,2006-06-22
32.18000030517578,2006-06-23
33.18000030517578,2006-06-26
31.985000610351562,2006-06-27
31.56999969482422,2006-06-28
32.30500030517578,2006-06-29
32.58000183105469,2006-06-30
33.52199935913086,2006-07-03
32.66999816894531,2006-07-05
33.40999984741211,2006-07-06
32.224998474121094,2006-07-07
33.060001373291016,2006-07-10
32.91999816894531,2006-07-11
31.2549991607666,2006-07-12
31.149999618530273,2006-07-13
31.0,2006-07-14
31.510000228881836,2006-07-17
31.024999618530273,2006-07-18
31.0,2006-07-19
31.575000762939453,2006-07-20
32.32500076293945,2006-07-21
33.099998474121094,2006-07-24
32.44499969482422,2006-07-25
31.81999969482422,2006-07-26
29.0,2006-07-27
31.459999084472656,2006-07-28
31.30500030517578,2006-07-31
30.295000076293945,2006-08-01
30.024999618530273,2006-08-02
29.790000915527344,2006-08-03
29.209999084472656,2006-08-04
28.049999237060547,2006-08-07
28.5,2006-08-08
29.05500030517578,2006-08-09
29.545000076293945,2006-08-10
29.434999465942383,2006-08-11
29.735000610351562,2006-08-14
29.864999771118164,2006-08-15
30.450000762939453,2006-08-16
31.274999618530273,2006-08-17
28.850000381469727,2006-08-18
29.0049991607666,2006-08-21
29.700000762939453,2006-08-22
29.270099639892578,2006-08-23
29.31999969482422,2006-08-24
29.94499969482422,2006-08-25
29.674999237060547,2006-08-28
29.75,2006-08-29
29.5049991607666,2006-08-30
29.5,2006-08-31
29.90999984741211,2006-09-01
30.049999237060547,2006-09-05
29.625,2006-09-06
29.290000915527344,2006-09-07
28.4950008392334,2006-09-08
28.25,2006-09-11
27.719999313354492,2006-09-12
28.09000015258789,2006-09-13
29.594999313354492,2006-09-14
28.8799991607666,2006-09-15
28.940000534057617,2006-09-18
29.704999923706055,2006-09-19
29.989999771118164,2006-09-20
30.104999542236328,2006-09-21
30.510000228881836,2006-09-22
30.954999923706055,2006-09-25
30.225000381469727,2006-09-26
29.420000076293945,2006-09-27
27.6200008392334,2006-09-28
28.959999084472656,2006-09-29
29.46500015258789,2006-10-02
29.389999389648438,2006-10-03
29.420000076293945,2006-10-04
30.225000381469727,2006-10-05
29.520000457763672,2006-10-06
28.735000610351562,2006-10-09
29.43000030517578,2006-10-10
30.0049991607666,2006-10-11
29.81999969482422,2006-10-12
30.0,2006-10-13
29.850000381469727,2006-10-16
29.170000076293945,2006-10-17
28.34000015258789,2006-10-18
28.360000610351562,2006-10-19
28.434999465942383,2006-10-20
28.985000610351562,2006-10-23
29.200000762939453,2006-10-24
29.125,2006-10-25
28.825000762939453,2006-10-26
28.5,2006-10-27
28.149999618530273,2006-10-30
26.44499969482422,2006-10-31
27.329999923706055,2006-11-01
28.079999923706055,2006-11-02
28.059999465942383,2006-11-03
29.325000762939453,2006-11-06
29.360000610351562,2006-11-07
29.059999465942383,2006-11-08
29.1299991607666,2006-11-09
28.905000686645508,2006-11-10
28.575000762939453,2006-11-13
28.5,2006-11-14
28.6200008392334,2006-11-15
29.21500015258789,2006-11-16
30.864999771118164,2006-11-17
29.93000030517578,2006-11-20
33.810001373291016,2006-11-21
34.400001525878906,2006-11-22
34.08000183105469,2006-11-24
33.224998474121094,2006-11-27
35.625,2006-11-28
36.095001220703125,2006-11-29
35.6349983215332,2006-11-30
34.21500015258789,2006-12-01
35.025001525878906,2006-12-04
34.994998931884766,2006-12-05
34.75,2006-12-06
35.88999938964844,2006-12-07
35.25,2006-12-08
35.869998931884766,2006-12-11
35.154998779296875,2006-12-12
33.720001220703125,2006-12-13
34.4900016784668,2006-12-14
35.345001220703125,2006-12-15
34.474998474121094,2006-12-18
34.33000183105469,2006-12-19
34.279998779296875,2006-12-20
33.584999084472656,2006-12-21
34.150001525878906,2006-12-22
33.630001068115234,2006-12-26
34.1349983215332,2006-12-27
33.415000915527344,2006-12-28
33.19499969482422,2006-12-29
35.20000076293945,2007-01-03
34.92499923706055,2007-01-04
34.43000030517578,2007-01-05
35.35499954223633,2007-01-08
36.0,2007-01-09
36.5,2007-01-10
37.69499969482422,2007-01-11
38.51499938964844,2007-01-12
39.470001220703125,2007-01-16
37.95500183105469,2007-01-17
37.165000915527344,2007-01-18
38.119998931884766,2007-01-19
36.625,2007-01-22
37.86000061035156,2007-01-23
41.85499954223633,2007-01-24
40.125,2007-01-25
39.64500045776367,2007-01-26
42.42499923706055,2007-01-29
42.17499923706055,2007-01-30
41.33000183105469,2007-01-31
40.97999954223633,2007-02-01
41.310001373291016,2007-02-02
42.29499816894531,2007-02-05
41.21500015258789,2007-02-06
41.52000045776367,2007-02-07
43.040000915527344,2007-02-08
41.599998474121094,2007-02-09
42.459999084472656,2007-02-12
40.83000183105469,2007-02-13
39.810001373291016,2007-02-14
40.15999984741211,2007-02-15
41.007999420166016,2007-02-16
41.67499923706055,2007-02-20
41.71500015258789,2007-02-21
40.974998474121094,2007-02-22
41.849998474121094,2007-02-23
41.5,2007-02-26
39.119998931884766,2007-02-27
40.04999923706055,2007-02-28
38.720001220703125,2007-03-01
36.61989974975586,2007-03-02
36.59000015258789,2007-03-05
37.88999938964844,2007-03-06
37.599998474121094,2007-03-07
38.41999816894531,2007-03-08
38.040000915527344,2007-03-09
38.0099983215332,2007-03-12
36.73500061035156,2007-03-13
36.70000076293945,2007-03-14
36.525001525878906,2007-03-15
36.400001525878906,2007-03-16
35.994998931884766,2007-03-19
36.4900016784668,2007-03-20
37.55500030517578,2007-03-21
38.25,2007-03-22
37.8849983215332,2007-03-23
37.744998931884766,2007-03-26
37.54990005493164,2007-03-27
37.255001068115234,2007-03-28
39.40999984741211,2007-03-29
39.22999954223633,2007-03-30
39.869998931884766,2007-04-02
41.05500030517578,2007-04-03
40.57500076293945,2007-04-04
40.08000183105469,2007-04-05
39.3849983215332,2007-04-09
38.69499969482422,2007-04-10
37.060001373291016,2007-04-11
36.75,2007-04-12
36.439998626708984,2007-04-13
38.41999816894531,2007-04-16
38.40999984741211,2007-04-17
38.34000015258789,2007-04-18
37.560001373291016,2007-04-19
37.970001220703125,2007-04-20
37.540000915527344,2007-04-23
37.15999984741211,2007-04-24
36.790000915527344,2007-04-25
36.75,2007-04-26
37.91999816894531,2007-04-27
37.0,2007-04-30
35.689998626708984,2007-05-01
36.7599983215332,2007-05-02
36.68000030517578,2007-05-03
37.150001525878906,2007-05-04
36.79999923706055,2007-05-07
36.970001220703125,2007-05-08
37.09000015258789,2007-05-09
38.279998779296875,2007-05-10
38.54999923706055,2007-05-11
38.939998626708984,2007-05-14
39.18000030517578,2007-05-15
39.34000015258789,2007-05-16
39.84000015258789,2007-05-17
42.9900016784668,2007-05-18
45.130001068115234,2007-05-21
43.459999084472656,2007-05-22
42.029998779296875,2007-05-23
41.5,2007-05-24
42.599998474121094,2007-05-25
42.560001373291016,2007-05-29
43.13999938964844,2007-05-30
44.185001373291016,2007-05-31
44.310001373291016,2007-06-01
45.20000076293945,2007-06-04
45.40999984741211,2007-06-05
43.900001525878906,2007-06-06
42.939998626708984,2007-06-07
43.91999816894531,2007-06-08
43.93000030517578,2007-06-11
43.25,2007-06-12
45.09000015258789,2007-06-13
45.310001373291016,2007-06-14
45.77000045776367,2007-06-15
46.189998626708984,2007-06-18
45.25,2007-06-19
46.36000061035156,2007-06-20
47.38999938964844,2007-06-21
47.27000045776367,2007-06-22
47.11000061035156,2007-06-25
46.18000030517578,2007-06-26
46.369998931884766,2007-06-27
47.540000915527344,2007-06-28
50.5,2007-06-29
47.400001525878906,2007-07-02
47.400001525878906,2007-07-03
47.720001220703125,2007-07-05
47.75,2007-07-06
47.25,2007-07-09
48.0,2007-07-10
49.849998474121094,2007-07-11
51.20009994506836,2007-07-12
51.20000076293945,2007-07-13
48.84000015258789,2007-07-16
47.689998626708984,2007-07-17
46.34000015258789,2007-07-18
44.0,2007-07-19
45.20000076293945,2007-07-20
44.45000076293945,2007-07-23
41.59989929199219,2007-07-24
41.18000030517578,2007-07-25
41.59000015258789,2007-07-26
40.25,2007-07-27
40.439998626708984,2007-07-30
41.310001373291016,2007-07-31
40.08000183105469,2007-08-01
39.41999816894531,2007-08-02
39.81999969482422,2007-08-03
38.2599983215332,2007-08-06
41.38999938964844,2007-08-07
41.72999954223633,2007-08-08
42.0,2007-08-09
40.779998779296875,2007-08-10
40.29999923706055,2007-08-13
38.900001525878906,2007-08-14
38.88999938964844,2007-08-15
36.220001220703125,2007-08-16
38.75,2007-08-17
37.9900016784668,2007-08-20
38.59000015258789,2007-08-21
40.52000045776367,2007-08-22
39.75,2007-08-23
40.0099983215332,2007-08-24
39.06999969482422,2007-08-27
38.72999954223633,2007-08-28
40.279998779296875,2007-08-29
40.04999923706055,2007-08-30
40.27000045776367,2007-08-31
41.209999084472656,2007-09-04
40.560001373291016,2007-09-05
42.209999084472656,2007-09-06
41.790000915527344,2007-09-07
41.380001068115234,2007-09-10
41.25,2007-09-11
41.75,2007-09-12
42.900001525878906,2007-09-13
44.470001220703125,2007-09-14
46.27000045776367,2007-09-17
47.790000915527344,2007-09-18
47.689998626708984,2007-09-19
46.400001525878906,2007-09-20
47.709999084472656,2007-09-21
48.5,2007-09-24
57.78990173339844,2007-09-25
60.04990005493164,2007-09-26
59.150001525878906,2007-09-27
58.02000045776367,2007-09-28
57.38999938964844,2007-10-01
58.80009841918945,2007-10-02
57.11000061035156,2007-10-03
57.0099983215332,2007-10-04
57.899898529052734,2007-10-05
60.0,2007-10-08
61.02989959716797,2007-10-09
60.0,2007-10-10
57.63999938964844,2007-10-11
58.150001525878906,2007-10-12
59.20000076293945,2007-10-15
57.56999969482422,2007-10-16
58.790000915527344,2007-10-17
58.86000061035156,2007-10-18
56.13999938964844,2007-10-19
55.15999984741211,2007-10-22
57.77000045776367,2007-10-23
57.470001220703125,2007-10-24
55.0,2007-10-25
57.060001373291016,2007-10-26
61.86000061035156,2007-10-29
60.880001068115234,2007-10-30
62.0,2007-10-31
62.72999954223633,2007-11-01
65.0,2007-11-02
64.69000244140625,2007-11-05
65.0999984741211,2007-11-06
64.05000305175781,2007-11-07
59.84989929199219,2007-11-08
57.0099983215332,2007-11-09
52.66999816894531,2007-11-12
58.209999084472656,2007-11-13
57.0099983215332,2007-11-14
54.279998779296875,2007-11-15
59.20000076293945,2007-11-16
57.150001525878906,2007-11-19
52.0,2007-11-20
50.349998474121094,2007-11-21
50.349998474121094,2007-11-23
51.849998474121094,2007-11-26
50.529998779296875,2007-11-27
52.880001068115234,2007-11-28
54.400001525878906,2007-11-29
56.439998626708984,2007-11-30
53.66999816894531,2007-12-03
52.459999084472656,2007-12-04
55.20000076293945,2007-12-05
55.650001525878906,2007-12-06
54.959999084472656,2007-12-07
57.0,2007-12-10
54.86000061035156,2007-12-11
57.47999954223633,2007-12-12
56.5,2007-12-13
57.79999923706055,2007-12-14
54.70000076293945,2007-12-17
56.38999938964844,2007-12-18
57.0,2007-12-19
57.279998779296875,2007-12-20
57.75,2007-12-21
58.959999084472656,2007-12-24
58.869998931884766,2007-12-26
57.880001068115234,2007-12-27
56.84000015258789,2007-12-28
56.810001373291016,2007-12-31
57.130001068115234,2008-01-02
58.97999954223633,2008-01-03
55.709999084472656,2008-01-04
56.13999938964844,2008-01-07
56.20909881591797,2008-01-08
56.130001068115234,2008-01-09
55.2400016784668,2008-01-10
54.95000076293945,2008-01-11
55.439998626708984,2008-01-14
51.68000030517578,2008-01-15
48.90999984741211,2008-01-16
45.56999969482422,2008-01-17
47.81999969482422,2008-01-18
45.9900016784668,2008-01-22
47.31999969482422,2008-01-23
50.400001525878906,2008-01-24
48.790000915527344,2008-01-25
48.75,2008-01-28
45.04999923706055,2008-01-29
45.52000045776367,2008-01-30
48.04999923706055,2008-01-31
49.869998931884766,2008-02-01
50.40999984741211,2008-02-04
45.29999923706055,2008-02-05
44.91999816894531,2008-02-06
45.38999938964844,2008-02-07
45.9900016784668,2008-02-08
46.540000915527344,2008-02-11
47.36000061035156,2008-02-12
48.220001220703125,2008-02-13
47.16999816894531,2008-02-14
46.58000183105469,2008-02-15
48.4900016784668,2008-02-19
48.2599983215332,2008-02-20
48.77000045776367,2008-02-21
50.040000915527344,2008-02-22
50.77000045776367,2008-02-25
51.369998931884766,2008-02-26
51.7599983215332,2008-02-27
53.5,2008-02-28
50.369998931884766,2008-02-29
50.7599983215332,2008-03-03
47.75,2008-03-04
46.0,2008-03-05
45.02000045776367,2008-03-06
43.79999923706055,2008-03-07
41.310001373291016,2008-03-10
44.459999084472656,2008-03-11
45.209999084472656,2008-03-12
45.810001373291016,2008-03-13
43.849998474121094,2008-03-14
32.189998626708984,2008-03-17
37.40999984741211,2008-03-18
33.220001220703125,2008-03-19
36.369998931884766,2008-03-20
37.81999969482422,2008-03-24
39.54999923706055,2008-03-25
39.16999816894531,2008-03-26
37.77000045776367,2008-03-27
37.220001220703125,2008-03-28
35.150001525878906,2008-03-31
37.209999084472656,2008-04-01
39.06999969482422,2008-04-02
38.75,2008-04-03
40.310001373291016,2008-04-04
38.650001525878906,2008-04-07
37.04999923706055,2008-04-08
34.63999938964844,2008-04-09
31.530000686645508,2008-04-10
32.060001373291016,2008-04-11
30.649999618530273,2008-04-14
31.5,2008-04-15
33.20000076293945,2008-04-16
31.690000534057617,2008-04-17
32.65999984741211,2008-04-18
33.619998931884766,2008-04-21
34.13999938964844,2008-04-22
36.369998931884766,2008-04-23
37.5099983215332,2008-04-24
36.68000030517578,2008-04-25
36.90999984741211,2008-04-28
39.0,2008-04-29
36.88999938964844,2008-04-30
38.63999938964844,2008-05-01
38.47999954223633,2008-05-02
39.65999984741211,2008-05-05
41.22999954223633,2008-05-06
39.90999984741211,2008-05-07
40.47999954223633,2008-05-08
39.029998779296875,2008-05-09
38.540000915527344,2008-05-12
39.470001220703125,2008-05-13
39.13999938964844,2008-05-14
41.77000045776367,2008-05-15
43.560001373291016,2008-05-16
42.7400016784668,2008-05-19
41.43000030517578,2008-05-20
39.52000045776367,2008-05-21
39.0,2008-05-22
37.65999984741211,2008-05-23
36.36000061035156,2008-05-27
38.040000915527344,2008-05-28
38.189998626708984,2008-05-29
40.290000915527344,2008-05-30
37.560001373291016,2008-06-02
36.16999816894531,2008-06-03
35.849998474121094,2008-06-04
36.790000915527344,2008-06-05
31.09000015258789,2008-06-06
30.010000228881836,2008-06-09
30.540000915527344,2008-06-10
29.09000015258789,2008-06-11
28.8799991607666,2008-06-12
29.799999237060547,2008-06-13
29.170000076293945,2008-06-16
28.899999618530273,2008-06-17
28.43000030517578,2008-06-18
28.40999984741211,2008-06-19
27.049999237060547,2008-06-20
26.350000381469727,2008-06-23
28.43000030517578,2008-06-24
28.799999237060547,2008-06-25
26.950000762939453,2008-06-26
27.049999237060547,2008-06-27
27.719999313354492,2008-06-30
27.93000030517578,2008-07-01
27.540000915527344,2008-07-02
26.979999542236328,2008-07-03
26.56999969482422,2008-07-07
25.649999618530273,2008-07-08
24.579999923706055,2008-07-09
23.549999237060547,2008-07-10
23.540000915527344,2008-07-11
23.979999542236328,2008-07-14
24.479999542236328,2008-07-15
27.059999465942383,2008-07-16
27.709999084472656,2008-07-17
25.920000076293945,2008-07-18
26.6200008392334,2008-07-21
26.729999542236328,2008-07-22
28.350000381469727,2008-07-23
26.290000915527344,2008-07-24
26.6299991607666,2008-07-25
26.93000030517578,2008-07-28
28.229999542236328,2008-07-29
29.809999465942383,2008-07-30
29.709999084472656,2008-07-31
28.0,2008-08-01
27.489999771118164,2008-08-04
28.600000381469727,2008-08-05
28.290000915527344,2008-08-06
26.6200008392334,2008-08-07
25.0,2008-08-08
23.459999084472656,2008-08-11
23.90999984741211,2008-08-12
24.3799991607666,2008-08-13
25.610000610351562,2008-08-14
26.25,2008-08-15
28.549999237060547,2008-08-18
28.549999237060547,2008-08-19
29.799999237060547,2008-08-20
30.579999923706055,2008-08-21
31.940000534057617,2008-08-22
30.170000076293945,2008-08-25
28.899999618530273,2008-08-26
31.219999313354492,2008-08-27
32.029998779296875,2008-08-28
32.720001220703125,2008-08-29
31.899999618530273,2008-09-02
28.979999542236328,2008-09-03
27.84000015258789,2008-09-04
29.950000762939453,2008-09-05
27.760000228881836,2008-09-08
25.81999969482422,2008-09-09
25.729999542236328,2008-09-10
25.139999389648438,2008-09-11
25.90999984741211,2008-09-12
25.25,2008-09-15
24.84000015258789,2008-09-16
22.25,2008-09-17
26.829999923706055,2008-09-18
31.190000534057617,2008-09-19
30.0,2008-09-22
31.079999923706055,2008-09-23
33.029998779296875,2008-09-24
31.139999389648438,2008-09-25
29.5,2008-09-26
25.31999969482422,2008-09-29
28.510000228881836,2008-09-30
27.56999969482422,2008-10-01
24.959999084472656,2008-10-02
23.520000457763672,2008-10-03
22.25,2008-10-06
20.489999771118164,2008-10-07
20.510000228881836,2008-10-08
19.510000228881836,2008-10-09
18.979999542236328,2008-10-10
22.979999542236328,2008-10-13
21.979999542236328,2008-10-14
18.979999542236328,2008-10-15
19.229999542236328,2008-10-16
19.079999923706055,2008-10-17
19.43000030517578,2008-10-20
17.530000686645508,2008-10-21
14.760000228881836,2008-10-22
14.149999618530273,2008-10-23
13.029999732971191,2008-10-24
12.210000038146973,2008-10-27
14.979999542236328,2008-10-28
16.639999389648438,2008-10-29
18.780000686645508,2008-10-30
18.530000686645508,2008-10-31
18.809999465942383,2008-11-03
20.5,2008-11-04
18.489999771118164,2008-11-05
16.299999237060547,2008-11-06
16.309999465942383,2008-11-07
16.09000015258789,2008-11-10
8.829999923706055,2008-11-11
8.0,2008-11-12
8.09000015258789,2008-11-13
6.989999771118164,2008-11-14
7.099999904632568,2008-11-17
7.269999980926514,2008-11-18
6.400000095367432,2008-11-19
6.46999979019165,2008-11-20
6.570000171661377,2008-11-21
6.900000095367432,2008-11-24
7.300000190734863,2008-11-25
7.78000020980835,2008-11-26
7.46999979019165,2008-11-28
7.210000038146973,2008-12-01
7.5,2008-12-02
7.789999961853027,2008-12-03
6.949999809265137,2008-12-04
6.840000152587891,2008-12-05
7.380000114440918,2008-12-08
7.239999771118164,2008-12-09
8.539999961853027,2008-12-10
8.130000114440918,2008-12-11
8.390000343322754,2008-12-12
8.289999961853027,2008-12-15
8.15999984741211,2008-12-16
8.369999885559082,2008-12-17
9.199999809265137,2008-12-18
10.979999542236328,2008-12-19
9.199999809265137,2008-12-22
9.59000015258789,2008-12-23
8.84000015258789,2008-12-24
8.789999961853027,2008-12-26
8.699999809265137,2008-12-29
8.800000190734863,2008-12-30
9.09000015258789,2008-12-31
9.779999732971191,2009-01-02
10.0,2009-01-05
10.100000381469727,2009-01-06
9.149999618530273,2009-01-07
8.989999771118164,2009-01-08
8.760000228881836,2009-01-09
8.079999923706055,2009-01-12
7.869999885559082,2009-01-13
7.889999866485596,2009-01-14
7.800000190734863,2009-01-15
7.980000019073486,2009-01-16
7.409999847412109,2009-01-20
7.0,2009-01-21
6.989999771118164,2009-01-22
6.960000038146973,2009-01-23
7.460000038146973,2009-01-26
7.320000171661377,2009-01-27
7.940000057220459,2009-01-28
7.5,2009-01-29
7.380000114440918,2009-01-30
7.070000171661377,2009-02-02
7.099999904632568,2009-02-03
7.289999961853027,2009-02-04
7.610000133514404,2009-02-05
7.880000114440918,2009-02-06
8.609999656677246,2009-02-09
7.800000190734863,2009-02-10
7.75,2009-02-11
7.619999885559082,2009-02-12
7.570000171661377,2009-02-13
7.050000190734863,2009-02-17
7.349999904632568,2009-02-18
7.010000228881836,2009-02-19
7.179999828338623,2009-02-20
7.159999847412109,2009-02-23
7.579999923706055,2009-02-24
7.289999961853027,2009-02-25
7.170000076293945,2009-02-26
6.949999809265137,2009-02-27
6.360000133514404,2009-03-02
6.460000038146973,2009-03-03
6.769999980926514,2009-03-04
6.090000152587891,2009-03-05
5.960000038146973,2009-03-06
5.809999942779541,2009-03-09
6.070000171661377,2009-03-10
5.119999885559082,2009-03-11
6.190000057220459,2009-03-12
5.739999771118164,2009-03-13
5.449999809265137,2009-03-16
5.909999847412109,2009-03-17
5.909999847412109,2009-03-18
5.53000020980835,2009-03-19
5.800000190734863,2009-03-20
5.730000019073486,2009-03-23
6.579999923706055,2009-03-24
6.489999771118164,2009-03-25
6.989999771118164,2009-03-26
6.690000057220459,2009-03-27
6.650000095367432,2009-03-30
6.800000190734863,2009-03-31
6.900000095367432,2009-04-01
6.980000019073486,2009-04-02
6.989999771118164,2009-04-03
6.900000095367432,2009-04-06
6.510000228881836,2009-04-07
6.630000114440918,2009-04-08
6.989999771118164,2009-04-09
7.119999885559082,2009-04-13
6.920000076293945,2009-04-14
6.900000095367432,2009-04-15
6.989999771118164,2009-04-16
6.710000038146973,2009-04-17
6.409999847412109,2009-04-20
6.53000020980835,2009-04-21
6.519999980926514,2009-04-22
6.539999961853027,2009-04-23
6.960000038146973,2009-04-24
6.650000095367432,2009-04-27
6.349999904632568,2009-04-28
6.420000076293945,2009-04-29
6.300000190734863,2009-04-30
6.46999979019165,2009-05-01
6.860000133514404,2009-05-04
7.489999771118164,2009-05-05
