LAMR,Date
8.523906707763672,1997-05-19
8.32795238494873,1997-05-20
8.523906707763672,1997-05-21
8.425928115844727,1997-05-22
9.40568733215332,1997-05-23
9.503665924072266,1997-05-27
9.356701850891113,1997-05-28
9.40568733215332,1997-05-29
9.895567893981934,1997-05-30
9.699615478515625,1997-06-02
9.699615478515625,1997-06-03
9.503665924072266,1997-06-04
9.307710647583008,1997-06-05
9.111760139465332,1997-06-06
9.552655220031738,1997-06-09
9.748601913452148,1997-06-10
9.944555282592773,1997-06-11
10.679375648498535,1997-06-12
10.483421325683594,1997-06-13
9.895567893981934,1997-06-16
9.40568733215332,1997-06-17
9.209738731384277,1997-06-18
8.8668212890625,1997-06-19
8.817832946777344,1997-06-20
9.209738731384277,1997-06-23
9.40568733215332,1997-06-24
9.601637840270996,1997-06-25
9.601637840270996,1997-06-26
9.552655220031738,1997-06-27
9.993544578552246,1997-06-30
10.189495086669922,1997-07-01
10.189495086669922,1997-07-02
10.483421325683594,1997-07-03
10.091520309448242,1997-07-07
10.140506744384766,1997-07-08
10.826343536376953,1997-07-09
10.777349472045898,1997-07-10
10.679375648498535,1997-07-11
10.924310684204102,1997-07-14
10.973302841186523,1997-07-15
12.002055168151855,1997-07-16
11.1692533493042,1997-07-17
10.581398010253906,1997-07-18
10.483421325683594,1997-07-21
10.728365898132324,1997-07-22
10.483421325683594,1997-07-23
10.556905746459961,1997-07-24
10.483421325683594,1997-07-25
10.507920265197754,1997-07-28
10.630386352539062,1997-07-29
10.679375648498535,1997-07-30
10.948810577392578,1997-07-31
10.826343536376953,1997-08-01
10.679375648498535,1997-08-04
11.071279525756836,1997-08-05
10.875324249267578,1997-08-06
10.483421325683594,1997-08-07
10.336461067199707,1997-08-08
10.042529106140137,1997-08-11
10.042529106140137,1997-08-12
9.748601913452148,1997-08-13
9.699615478515625,1997-08-14
9.895567893981934,1997-08-15
9.895567893981934,1997-08-18
10.287468910217285,1997-08-19
10.189495086669922,1997-08-20
9.993544578552246,1997-08-21
9.993544578552246,1997-08-22
9.969048500061035,1997-08-25
9.846579551696777,1997-08-26
10.679375648498535,1997-08-27
10.875324249267578,1997-08-28
10.483421325683594,1997-08-29
10.532410621643066,1997-09-02
10.532410621643066,1997-09-03
10.483421325683594,1997-09-04
10.38544750213623,1997-09-05
10.630386352539062,1997-09-08
10.973302841186523,1997-09-09
11.022289276123047,1997-09-10
11.63464069366455,1997-09-11
11.904073715209961,1997-09-12
12.344965934753418,1997-09-15
11.9530611038208,1997-09-16
11.757109642028809,1997-09-17
11.855084419250488,1997-09-18
12.197999954223633,1997-09-19
11.9530611038208,1997-09-22
12.002055168151855,1997-09-23
12.051041603088379,1997-09-24
12.002055168151855,1997-09-25
11.855084419250488,1997-09-26
11.806096076965332,1997-09-29
12.002055168151855,1997-09-30
11.904073715209961,1997-10-01
11.9530611038208,1997-10-02
11.9530611038208,1997-10-03
11.65913200378418,1997-10-06
11.585654258728027,1997-10-07
11.512166023254395,1997-10-08
11.806096076965332,1997-10-09
12.295980453491211,1997-10-10
12.002055168151855,1997-10-13
11.9530611038208,1997-10-14
11.757109642028809,1997-10-15
11.683629035949707,1997-10-16
11.218238830566406,1997-10-17
11.1692533493042,1997-10-20
11.536664009094238,1997-10-21
11.904073715209961,1997-10-22
12.149016380310059,1997-10-23
12.197999954223633,1997-10-24
11.120264053344727,1997-10-27
11.071279525756836,1997-10-28
12.834847450256348,1997-10-29
13.422698020935059,1997-10-30
13.275740623474121,1997-10-31
13.128774642944336,1997-11-03
13.471685409545898,1997-11-04
13.300233840942383,1997-11-05
13.32472038269043,1997-11-06
12.589902877807617,1997-11-07
12.932820320129395,1997-11-10
12.687881469726562,1997-11-11
12.246986389160156,1997-11-12
11.757109642028809,1997-11-13
12.002055168151855,1997-11-14
12.149016380310059,1997-11-17
11.806096076965332,1997-11-18
12.149016380310059,1997-11-19
12.246986389160156,1997-11-20
12.100021362304688,1997-11-21
12.246986389160156,1997-11-24
11.806096076965332,1997-11-25
11.806096076965332,1997-11-26
12.051041603088379,1997-11-28
12.295980453491211,1997-12-01
12.100021362304688,1997-12-02
12.100021362304688,1997-12-03
12.834847450256348,1997-12-04
13.373713493347168,1997-12-05
13.912580490112305,1997-12-08
14.25549602508545,1997-12-09
14.133027076721191,1997-12-10
14.059547424316406,1997-12-11
14.25549602508545,1997-12-12
14.353473663330078,1997-12-15
14.402457237243652,1997-12-16
14.892339706420898,1997-12-17
14.598410606384277,1997-12-18
14.941327095031738,1997-12-19
15.62716007232666,1997-12-22
15.186263084411621,1997-12-23
15.112786293029785,1997-12-24
15.284247398376465,1997-12-26
15.62716007232666,1997-12-29
15.62716007232666,1997-12-30
15.578171730041504,1997-12-31
15.382219314575195,1998-01-02
14.990316390991211,1998-01-05
14.990316390991211,1998-01-06
14.549426078796387,1998-01-07
15.137277603149414,1998-01-08
15.186263084411621,1998-01-09
15.62716007232666,1998-01-12
15.823111534118652,1998-01-13
16.06805419921875,1998-01-14
16.264005661010742,1998-01-15
16.264005661010742,1998-01-16
17.047813415527344,1998-01-20
16.94983673095703,1998-01-21
16.900842666625977,1998-01-22
16.459959030151367,1998-01-23
16.190521240234375,1998-01-26
16.459959030151367,1998-01-27
16.215011596679688,1998-01-28
16.117036819458008,1998-01-29
16.092544555664062,1998-01-30
16.851858139038086,1998-02-02
17.439712524414062,1998-02-03
16.97433090209961,1998-02-04
17.78262710571289,1998-02-05
17.439712524414062,1998-02-06
18.51744270324707,1998-02-09
19.742149353027344,1998-02-10
19.49720573425293,1998-02-11
19.252269744873047,1998-02-12
19.54619789123535,1998-02-13
19.742149353027344,1998-02-17
20.672922134399414,1998-02-18
19.96259307861328,1998-02-19
19.791135787963867,1998-02-20
19.595186233520508,1998-02-23
19.49720573425293,1998-02-24
19.889110565185547,1998-02-25
19.54619789123535,1998-02-26
19.76664161682129,1998-02-27
19.47271156311035,1998-03-02
19.105310440063477,1998-03-03
20.5014591217041,1998-03-04
20.648426055908203,1998-03-05
21.45673179626465,1998-03-06
20.868873596191406,1998-03-09
21.897621154785156,1998-03-10
21.67717170715332,1998-03-11
20.868873596191406,1998-03-12
21.530208587646484,1998-03-13
21.162796020507812,1998-03-16
21.67717170715332,1998-03-17
22.044578552246094,1998-03-18
21.897621154785156,1998-03-19
20.868873596191406,1998-03-20
20.868873596191406,1998-03-23
21.08932113647461,1998-03-24
20.06057357788086,1998-03-25
19.76664161682129,1998-03-26
20.13405418395996,1998-03-27
19.54619789123535,1998-03-30
20.57493782043457,1998-03-31
19.913606643676758,1998-04-01
19.987089157104492,1998-04-02
20.464723587036133,1998-04-03
20.648426055908203,1998-04-06
20.06057357788086,1998-04-07
19.913606643676758,1998-04-08
19.840126037597656,1998-04-09
19.39923095703125,1998-04-13
19.14204216003418,1998-04-14
19.619674682617188,1998-04-15
19.987089157104492,1998-04-16
20.721906661987305,1998-04-17
21.162796020507812,1998-04-20
21.23628044128418,1998-04-21
21.015840530395508,1998-04-22
20.24427604675293,1998-04-23
19.619674682617188,1998-04-24
18.81137466430664,1998-04-27
19.54619789123535,1998-04-28
20.3544979095459,1998-04-29
20.28101348876953,1998-04-30
19.913606643676758,1998-05-01
21.162796020507812,1998-05-04
20.09731101989746,1998-05-05
20.5014591217041,1998-05-06
20.189157485961914,1998-05-07
20.06057357788086,1998-05-08
19.619674682617188,1998-05-11
19.987089157104492,1998-05-12
19.76664161682129,1998-05-13
19.54619789123535,1998-05-14
19.031824111938477,1998-05-15
18.4439697265625,1998-05-18
18.223520278930664,1998-05-19
18.076553344726562,1998-05-20
18.168407440185547,1998-05-21
18.81137466430664,1998-05-22
19.76664161682129,1998-05-26
19.031824111938477,1998-05-27
18.939964294433594,1998-05-28
18.664413452148438,1998-05-29
18.076553344726562,1998-06-01
18.51744270324707,1998-06-02
18.150043487548828,1998-06-03
17.562185287475586,1998-06-04
19.39923095703125,1998-06-05
19.47271156311035,1998-06-08
19.54619789123535,1998-06-09
19.252269744873047,1998-06-10
18.95833969116211,1998-06-11
20.28101348876953,1998-06-12
19.931970596313477,1998-06-15
19.913606643676758,1998-06-16
21.015840530395508,1998-06-17
20.648426055908203,1998-06-18
20.685169219970703,1998-06-19
20.648426055908203,1998-06-22
20.648426055908203,1998-06-23
20.79538917541504,1998-06-24
20.53820037841797,1998-06-25
20.427978515625,1998-06-26
20.868873596191406,1998-06-29
21.08932113647461,1998-06-30
22.044578552246094,1998-07-01
21.309762954711914,1998-07-02
22.191543579101562,1998-07-06
22.3385066986084,1998-07-07
22.632434844970703,1998-07-08
23.330520629882812,1998-07-09
22.558956146240234,1998-07-10
22.999849319458008,1998-07-13
23.036582946777344,1998-07-14
22.999849319458008,1998-07-15
23.257036209106445,1998-07-16
23.918373107910156,1998-07-17
23.624439239501953,1998-07-20
23.073328018188477,1998-07-21
22.705913543701172,1998-07-22
21.934354782104492,1998-07-23
21.750648498535156,1998-07-24
21.67717170715332,1998-07-27
21.45673179626465,1998-07-28
21.897621154785156,1998-07-29
22.3385066986084,1998-07-30
22.3752498626709,1998-07-31
21.971099853515625,1998-08-03
21.015840530395508,1998-08-04
21.530208587646484,1998-08-05
22.191543579101562,1998-08-06
21.897621154785156,1998-08-07
21.162796020507812,1998-08-10
20.942346572875977,1998-08-11
21.750648498535156,1998-08-12
20.79538917541504,1998-08-13
20.5014591217041,1998-08-14
20.57493782043457,1998-08-17
21.309762954711914,1998-08-18
21.750648498535156,1998-08-19
21.530208587646484,1998-08-20
19.840126037597656,1998-08-21
19.729896545410156,1998-08-24
21.08932113647461,1998-08-25
21.08932113647461,1998-08-26
19.39923095703125,1998-08-27
20.721906661987305,1998-08-28
19.105310440063477,1998-08-31
17.78262710571289,1998-09-01
18.150043487548828,1998-09-02
17.74588966369629,1998-09-03
16.092544555664062,1998-09-04
17.85611343383789,1998-09-08
17.194772720336914,1998-09-09
16.16602325439453,1998-09-10
15.725135803222656,1998-09-11
15.541430473327637,1998-09-14
15.578171730041504,1998-09-15
16.827360153198242,1998-09-16
16.349729537963867,1998-09-17
16.16602325439453,1998-09-18
15.431208610534668,1998-09-21
14.69638729095459,1998-09-22
16.68039894104004,1998-09-23
16.68039894104004,1998-09-24
17.194772720336914,1998-09-25
17.12129020690918,1998-09-28
17.48870277404785,1998-09-29
16.459959030151367,1998-09-30
15.688395500183105,1998-10-01
14.916833877563477,1998-10-02
13.741119384765625,1998-10-05
12.565410614013672,1998-10-06
12.197999954223633,1998-10-07
11.536664009094238,1998-10-08
11.793851852416992,1998-10-09
13.704380989074707,1998-10-12
13.226747512817383,1998-10-13
14.69638729095459,1998-10-14
16.019062042236328,1998-10-15
17.12129020690918,1998-10-16
17.635665893554688,1998-10-19
18.186784744262695,1998-10-20
17.525440216064453,1998-10-21
18.00307273864746,1998-10-22
17.360111236572266,1998-10-23
17.48870277404785,1998-10-26
18.150043487548828,1998-10-27
18.00307273864746,1998-10-28
18.00307273864746,1998-10-29
18.352113723754883,1998-10-30
19.30738639831543,1998-11-02
19.693159103393555,1998-11-03
20.13405418395996,1998-11-04
20.427978515625,1998-11-05
20.868873596191406,1998-11-06
21.860877990722656,1998-11-09
21.934354782104492,1998-11-10
20.868873596191406,1998-11-11
20.207536697387695,1998-11-12
20.61168098449707,1998-11-13
21.08932113647461,1998-11-16
21.38324546813965,1998-11-17
21.493465423583984,1998-11-18
20.79538917541504,1998-11-19
20.648426055908203,1998-11-20
20.61168098449707,1998-11-23
20.3544979095459,1998-11-24
20.28101348876953,1998-11-25
20.28101348876953,1998-11-27
20.13405418395996,1998-11-30
20.207536697387695,1998-12-01
19.031824111938477,1998-12-02
18.95833969116211,1998-12-03
18.884864807128906,1998-12-04
18.00307273864746,1998-12-07
19.14204216003418,1998-12-08
20.13405418395996,1998-12-09
18.4439697265625,1998-12-10
19.76664161682129,1998-12-11
19.39923095703125,1998-12-14
19.987089157104492,1998-12-15
19.840126037597656,1998-12-16
20.57493782043457,1998-12-17
19.252269744873047,1998-12-18
19.840126037597656,1998-12-21
19.619674682617188,1998-12-22
20.3544979095459,1998-12-23
20.13405418395996,1998-12-24
20.979095458984375,1998-12-28
22.062957763671875,1998-12-29
22.191543579101562,1998-12-30
21.897621154785156,1998-12-31
22.3385066986084,1999-01-04
22.191543579101562,1999-01-05
22.20991325378418,1999-01-06
21.971099853515625,1999-01-07
22.926362991333008,1999-01-08
22.265024185180664,1999-01-11
21.82413673400879,1999-01-12
20.868873596191406,1999-01-13
20.942346572875977,1999-01-14
20.721906661987305,1999-01-15
20.648426055908203,1999-01-19
21.23628044128418,1999-01-20
21.530208587646484,1999-01-21
21.162796020507812,1999-01-22
22.228288650512695,1999-01-25
22.779394149780273,1999-01-26
22.632434844970703,1999-01-27
23.073328018188477,1999-01-28
23.073328018188477,1999-01-29
22.4119930267334,1999-02-01
22.59569549560547,1999-02-02
23.220291137695312,1999-02-03
23.753034591674805,1999-02-04
22.852874755859375,1999-02-05
22.3385066986084,1999-02-08
22.118064880371094,1999-02-09
22.926362991333008,1999-02-10
22.191543579101562,1999-02-11
22.265024185180664,1999-02-12
21.530208587646484,1999-02-16
20.685169219970703,1999-02-17
20.758649826049805,1999-02-18
21.08932113647461,1999-02-19
21.052574157714844,1999-02-22
21.273025512695312,1999-02-23
21.750648498535156,1999-02-24
21.750648498535156,1999-02-25
22.705913543701172,1999-02-26
22.705913543701172,1999-03-01
22.88962745666504,1999-03-02
22.926362991333008,1999-03-03
22.705913543701172,1999-03-04
23.073328018188477,1999-03-05
23.146812438964844,1999-03-08
23.808147430419922,1999-03-09
24.102083206176758,1999-03-10
24.249040603637695,1999-03-11
23.955114364624023,1999-03-12
23.73466682434082,1999-03-15
23.146812438964844,1999-03-16
23.146812438964844,1999-03-17
23.073328018188477,1999-03-18
22.926362991333008,1999-03-19
21.971099853515625,1999-03-22
21.603689193725586,1999-03-23
21.971099853515625,1999-03-24
22.044578552246094,1999-03-25
21.530208587646484,1999-03-26
21.199542999267578,1999-03-29
20.427978515625,1999-03-30
19.950340270996094,1999-03-31
20.078941345214844,1999-04-01
19.80338478088379,1999-04-05
19.031824111938477,1999-04-06
20.28101348876953,1999-04-07
20.28101348876953,1999-04-08
19.913606643676758,1999-04-09
19.619674682617188,1999-04-12
19.840126037597656,1999-04-13
20.3544979095459,1999-04-14
20.685169219970703,1999-04-15
20.3544979095459,1999-04-16
19.840126037597656,1999-04-19
19.619674682617188,1999-04-20
19.105310440063477,1999-04-21
18.81137466430664,1999-04-22
18.95833969116211,1999-04-23
19.32575225830078,1999-04-26
19.876867294311523,1999-04-27
19.840126037597656,1999-04-28
20.170791625976562,1999-04-29
19.76664161682129,1999-04-30
19.39923095703125,1999-05-03
20.023828506469727,1999-05-04
18.81137466430664,1999-05-05
18.590930938720703,1999-05-06
18.076553344726562,1999-05-07
18.296998977661133,1999-05-10
18.4439697265625,1999-05-11
17.85611343383789,1999-05-12
17.635665893554688,1999-05-13
17.158029556274414,1999-05-14
17.08455467224121,1999-05-17
18.3704833984375,1999-05-18
19.32575225830078,1999-05-19
18.70115089416504,1999-05-20
19.031824111938477,1999-05-21
19.105310440063477,1999-05-24
19.14204216003418,1999-05-25
18.774635314941406,1999-05-26
20.207536697387695,1999-05-27
20.06057357788086,1999-05-28
21.78739356994629,1999-06-01
22.705913543701172,1999-06-02
22.3385066986084,1999-06-03
22.705913543701172,1999-06-04
22.705913543701172,1999-06-07
22.852874755859375,1999-06-08
23.220291137695312,1999-06-09
23.771406173706055,1999-06-10
23.808147430419922,1999-06-11
23.808147430419922,1999-06-14
24.065332412719727,1999-06-15
24.6164493560791,1999-06-16
24.983854293823242,1999-06-17
24.689931869506836,1999-06-18
23.661191940307617,1999-06-21
23.477481842041016,1999-06-22
24.35926628112793,1999-06-23
23.18354034423828,1999-06-24
23.808147430419922,1999-06-25
23.220291137695312,1999-06-28
23.257036209106445,1999-06-29
24.065332412719727,1999-06-30
24.102083206176758,1999-07-01
24.35926628112793,1999-07-02
24.395999908447266,1999-07-06
24.028596878051758,1999-07-07
24.506229400634766,1999-07-08
25.64519691467285,1999-07-09
25.571718215942383,1999-07-12
26.049341201782227,1999-07-13
25.86564064025879,1999-07-14
26.802539825439453,1999-07-15
26.159574508666992,1999-07-16
26.122827529907227,1999-07-19
25.057342529296875,1999-07-20
26.747426986694336,1999-07-21
25.42474937438965,1999-07-22
26.159574508666992,1999-07-23
25.020593643188477,1999-07-26
24.285783767700195,1999-07-27
23.808147430419922,1999-07-28
23.697925567626953,1999-07-29
23.88162612915039,1999-07-30
24.065332412719727,1999-08-02
23.18354034423828,1999-08-03
21.78739356994629,1999-08-04
21.45673179626465,1999-08-05
21.309762954711914,1999-08-06
20.979095458984375,1999-08-09
21.38324546813965,1999-08-10
22.59569549560547,1999-08-11
22.4854793548584,1999-08-12
23.367258071899414,1999-08-13
23.514219284057617,1999-08-16
24.32252311706543,1999-08-17
24.65318489074707,1999-08-18
24.6164493560791,1999-08-19
24.285783767700195,1999-08-20
24.800161361694336,1999-08-23
25.35127067565918,1999-08-24
25.90238380432129,1999-08-25
25.571718215942383,1999-08-26
24.726673126220703,1999-08-27
25.130821228027344,1999-08-30
24.542964935302734,1999-08-31
24.249040603637695,1999-09-01
24.726673126220703,1999-09-02
25.86564064025879,1999-09-03
26.41675567626953,1999-09-07
26.269794464111328,1999-09-08
26.380016326904297,1999-09-09
26.600467681884766,1999-09-10
26.820907592773438,1999-09-13
26.931127548217773,1999-09-14
27.078096389770508,1999-09-15
27.041357040405273,1999-09-16
26.159574508666992,1999-09-17
26.67394256591797,1999-09-20
26.526979446411133,1999-09-21
26.857646942138672,1999-09-22
26.747426986694336,1999-09-23
27.261795043945312,1999-09-24
28.5109920501709,1999-09-27
29.39277458190918,1999-09-28
29.39277458190918,1999-09-29
29.098852157592773,1999-09-30
28.070104598999023,1999-10-01
28.308914184570312,1999-10-04
28.143583297729492,1999-10-05
28.5109920501709,1999-10-06
29.466257095336914,1999-10-07
31.229820251464844,1999-10-08
30.348033905029297,1999-10-11
30.054119110107422,1999-10-12
29.833667755126953,1999-10-13
29.062105178833008,1999-10-14
28.217060089111328,1999-10-15
26.600467681884766,1999-10-18
27.041357040405273,1999-10-19
27.445505142211914,1999-10-20
28.143583297729492,1999-10-21
28.43751335144043,1999-10-22
30.494997024536133,1999-10-25
29.576475143432617,1999-10-26
29.098852157592773,1999-10-27
28.841663360595703,1999-10-28
31.744199752807617,1999-10-29
32.8464241027832,1999-11-01
33.43427658081055,1999-11-02
34.903926849365234,1999-11-03
33.47101974487305,1999-11-04
33.43427658081055,1999-11-05
33.213836669921875,1999-11-08
33.213836669921875,1999-11-09
32.919918060302734,1999-11-10
32.7361946105957,1999-11-11
33.23221206665039,1999-11-12
34.13236999511719,1999-11-15
33.80168533325195,1999-11-16
33.87517166137695,1999-11-17
34.4997673034668,1999-11-18
33.654720306396484,1999-11-19
33.25056838989258,1999-11-22
31.854419708251953,1999-11-23
33.39754104614258,1999-11-24
33.324066162109375,1999-11-26
32.919918060302734,1999-11-29
33.728206634521484,1999-11-30
33.36079788208008,1999-12-01
34.683475494384766,1999-12-02
34.5365104675293,1999-12-03
35.41828918457031,1999-12-06
36.07963180541992,1999-12-07
35.45503234863281,1999-12-08
37.91667938232422,1999-12-09
36.704227447509766,1999-12-10
36.11637496948242,1999-12-13
36.153106689453125,1999-12-14
35.41828918457031,1999-12-15
35.344825744628906,1999-12-16
35.344825744628906,1999-12-17
36.18984603881836,1999-12-20
36.07963180541992,1999-12-21
35.785709381103516,1999-12-22
35.5101432800293,1999-12-23
36.22659683227539,1999-12-27
35.96940994262695,1999-12-28
35.344825744628906,1999-12-29
35.56525421142578,1999-12-30
35.60198974609375,1999-12-31
35.63873291015625,2000-01-03
33.83842849731445,2000-01-04
33.728206634521484,2000-01-05
34.24258041381836,2000-01-06
35.050880432128906,2000-01-07
36.44704055786133,2000-01-10
35.49177932739258,2000-01-11
34.5732536315918,2000-01-12
35.785709381103516,2000-01-13
36.41030502319336,2000-01-14
35.197845458984375,2000-01-18
36.44704055786133,2000-01-19
36.37356948852539,2000-01-20
37.47578430175781,2000-01-21
37.84319305419922,2000-01-24
38.68824005126953,2000-01-25
38.871944427490234,2000-01-26
37.10839080810547,2000-01-27
35.56525421142578,2000-01-28
34.46303176879883,2000-01-31
35.197845458984375,2000-02-01
36.887939453125,2000-02-02
38.90869140625,2000-02-03
39.58839416503906,2000-02-04
39.36795425415039,2000-02-07
39.34958267211914,2000-02-08
37.99017333984375,2000-02-09
37.69623565673828,2000-02-10
37.29208755493164,2000-02-11
37.80645751953125,2000-02-14
36.593997955322266,2000-02-15
35.271331787109375,2000-02-16
32.111602783203125,2000-02-17
30.458269119262695,2000-02-18
29.17232322692871,2000-02-22
29.429521560668945,2000-02-23
27.63838768005371,2000-02-24
25.718679428100586,2000-02-25
23.642812728881836,2000-02-28
25.60845184326172,2000-02-29
27.225053787231445,2000-03-01
26.67394256591797,2000-03-02
29.907148361206055,2000-03-03
27.886388778686523,2000-03-06
27.445505142211914,2000-03-07
29.025367736816406,2000-03-08
32.148345947265625,2000-03-09
31.81768226623535,2000-03-10
30.494997024536133,2000-03-13
30.274555206298828,2000-03-14
29.539735794067383,2000-03-15
31.744199752807617,2000-03-16
32.295318603515625,2000-03-17
29.980632781982422,2000-03-20
31.082860946655273,2000-03-21
29.649961471557617,2000-03-22
29.319293975830078,2000-03-23
29.025367736816406,2000-03-24
28.951887130737305,2000-03-27
28.6946964263916,2000-03-28
27.408761978149414,2000-03-29
26.306535720825195,2000-03-30
26.747426986694336,2000-03-31
25.020593643188477,2000-04-03
25.571718215942383,2000-04-04
26.526979446411133,2000-04-05
28.217060089111328,2000-04-06
29.39277458190918,2000-04-07
27.151573181152344,2000-04-10
