ULTA,Date
13.301167488098145,2008-06-16
12.905593872070312,2008-06-17
12.084778785705566,2008-06-18
12.094667434692383,2008-06-19
12.519908905029297,2008-06-20
11.451860427856445,2008-06-23
11.49141788482666,2008-06-24
11.165069580078125,2008-06-25
10.373921394348145,2008-06-26
11.145291328430176,2008-06-27
11.115622520446777,2008-06-30
11.174959182739258,2008-07-01
10.670601844787598,2008-07-02
9.968459129333496,2008-07-03
9.513548851013184,2008-07-07
9.938791275024414,2008-07-08
9.642110824584961,2008-07-09
9.642110824584961,2008-07-10
9.335540771484375,2008-07-11
9.464101791381836,2008-07-14
9.483880996704102,2008-07-15
9.889344215393066,2008-07-16
10.235471725463867,2008-07-17
9.780561447143555,2008-07-18
10.245360374450684,2008-07-21
10.611265182495117,2008-07-22
11.362855911254883,2008-07-23
11.3331880569458,2008-07-24
11.263962745666504,2008-07-25
10.482705116271973,2008-07-28
10.91783618927002,2008-07-29
10.809053421020508,2008-07-30
9.325652122497559,2008-07-31
9.345429420471191,2008-08-01
9.276205062866211,2008-08-04
9.394876480102539,2008-08-05
9.760782241821289,2008-08-06
10.10690975189209,2008-08-07
10.987060546875,2008-08-08
11.451860427856445,2008-08-11
11.629868507385254,2008-08-12
11.77820873260498,2008-08-13
11.847434043884277,2008-08-14
12.035331726074219,2008-08-15
12.094667434692383,2008-08-18
11.748540878295898,2008-08-19
11.87710189819336,2008-08-20
11.471639633178711,2008-08-21
11.896880149841309,2008-08-22
11.313408851623535,2008-08-25
11.817766189575195,2008-08-26
11.076065063476562,2008-08-27
11.323298454284668,2008-08-28
10.75960636138916,2008-08-29
11.3331880569458,2008-09-02
11.254073143005371,2008-09-03
10.937614440917969,2008-09-04
12.490242004394531,2008-09-05
13.60773754119873,2008-09-08
13.291277885437012,2008-09-09
13.54840087890625,2008-09-10
13.765966415405273,2008-09-11
13.845081329345703,2008-09-12
13.578068733215332,2008-09-15
13.775856018066406,2008-09-16
13.70663070678711,2008-09-17
13.795634269714355,2008-09-18
14.537335395812988,2008-09-19
12.697917938232422,2008-09-22
12.549576759338379,2008-09-23
12.035331726074219,2008-09-24
12.440794944763184,2008-09-25
12.945151329040527,2008-09-26
12.935261726379395,2008-09-29
13.133049011230469,2008-09-30
13.014376640319824,2008-10-01
12.480352401733398,2008-10-02
12.025442123413086,2008-10-03
11.659536361694336,2008-10-06
10.77938461303711,2008-10-07
10.977171897888184,2008-10-08
10.225582122802734,2008-10-09
11.758430480957031,2008-10-10
11.323298454284668,2008-10-13
11.402413368225098,2008-10-14
10.195914268493652,2008-10-15
10.33436393737793,2008-10-16
10.453036308288574,2008-10-17
10.482705116271973,2008-10-20
10.116798400878906,2008-10-21
9.276205062866211,2008-10-22
9.21686840057373,2008-10-23
8.870741844177246,2008-10-24
7.9609222412109375,2008-10-27
9.048748970031738,2008-10-28
9.770671844482422,2008-10-29
9.177310943603516,2008-10-30
8.722400665283203,2008-10-31
8.900409698486328,2008-11-03
9.928901672363281,2008-11-04
8.742179870605469,2008-11-05
8.534503936767578,2008-11-06
8.64328670501709,2008-11-07
8.939967155456543,2008-11-10
8.4059419631958,2008-11-11
7.891696453094482,2008-11-12
7.9609222412109375,2008-11-13
7.515901565551758,2008-11-14
7.703798770904541,2008-11-17
7.486233711242676,2008-11-18
7.446676254272461,2008-11-19
7.10054874420166,2008-11-20
7.337893486022949,2008-11-21
8.64328670501709,2008-11-24
6.952208995819092,2008-11-25
6.991766452789307,2008-11-26
7.10054874420166,2008-11-28
5.696262359619141,2008-12-01
6.210508346557617,2008-12-02
6.912651062011719,2008-12-03
7.515901565551758,2008-12-04
8.376275062561035,2008-12-05
9.671777725219727,2008-12-08
9.562995910644531,2008-12-09
8.396052360534668,2008-12-10
8.247713088989258,2008-12-11
9.108085632324219,2008-12-12
8.910299301147461,2008-12-15
9.562995910644531,2008-12-16
9.404766082763672,2008-12-17
9.770671844482422,2008-12-18
10.18602466583252,2008-12-19
9.562995910644531,2008-12-22
9.1674222946167,2008-12-23
9.028970718383789,2008-12-24
8.959746360778809,2008-12-26
7.614794731140137,2008-12-29
7.97081184387207,2008-12-30
8.188376426696777,2008-12-31
8.208155632019043,2009-01-02
8.653176307678223,2009-01-05
8.890520095825195,2009-01-06
8.682844161987305,2009-01-07
6.892872333526611,2009-01-08
6.833536624908447,2009-01-09
6.704975605010986,2009-01-12
6.7247538566589355,2009-01-13
6.3984055519104,2009-01-14
6.042389392852783,2009-01-15
5.983053207397461,2009-01-16
5.874270439147949,2009-01-20
6.428073406219482,2009-01-21
6.467630863189697,2009-01-22
6.428073406219482,2009-01-23
6.437963008880615,2009-01-26
6.517077922821045,2009-01-27
6.81375789642334,2009-01-28
6.3588480949401855,2009-01-29
5.7654876708984375,2009-01-30
6.081946849822998,2009-02-02
6.03249979019165,2009-02-03
5.854491710662842,2009-02-04
6.101725101470947,2009-02-05
6.675307273864746,2009-02-06
6.615971088409424,2009-02-09
6.437963008880615,2009-02-10
6.111614227294922,2009-02-11
6.131392955780029,2009-02-12
6.230287075042725,2009-02-13
5.894049167633057,2009-02-17
6.269844055175781,2009-02-18
5.824823379516602,2009-02-19
5.449028968811035,2009-02-20
5.518253803253174,2009-02-23
5.824823379516602,2009-02-24
5.607258319854736,2009-02-25
5.310577392578125,2009-02-26
5.538032531738281,2009-02-27
5.409471035003662,2009-03-02
5.102901458740234,2009-03-03
4.8655571937561035,2009-03-04
4.56887674331665,2009-03-05
4.351311206817627,2009-03-06
4.242528438568115,2009-03-09
4.460094451904297,2009-03-10
4.618323802947998,2009-03-11
5.389692306518555,2009-03-12
5.557811260223389,2009-03-13
5.488585948944092,2009-03-16
6.091835975646973,2009-03-17
6.378626823425293,2009-03-18
6.210508346557617,2009-03-19
6.200618743896484,2009-03-20
6.408294677734375,2009-03-23
6.220397472381592,2009-03-24
6.3984055519104,2009-03-25
6.892872333526611,2009-03-26
6.873094081878662,2009-03-27
6.546745777130127,2009-03-30
6.546745777130127,2009-03-31
6.645638942718506,2009-04-01
6.55663537979126,2009-04-02
6.942319393157959,2009-04-03
6.853315353393555,2009-04-06
6.507188320159912,2009-04-07
6.7247538566589355,2009-04-08
7.051102161407471,2009-04-09
7.852138996124268,2009-04-13
7.3873395919799805,2009-04-14
7.486233711242676,2009-04-15
7.604905605316162,2009-04-16
7.941143035888672,2009-04-17
7.595016002655029,2009-04-20
8.11915111541748,2009-04-21
8.455389022827148,2009-04-22
8.267491340637207,2009-04-23
8.25760269165039,2009-04-24
8.099371910095215,2009-04-27
8.178487777709961,2009-04-28
8.465278625488281,2009-04-29
8.653176307678223,2009-04-30
8.465278625488281,2009-05-01
8.752069473266602,2009-05-04
8.821294784545898,2009-05-05
8.742179870605469,2009-05-06
8.267491340637207,2009-05-07
8.742179870605469,2009-05-08
8.831184387207031,2009-05-11
8.62350845336914,2009-05-12
8.267491340637207,2009-05-13
8.415831565856934,2009-05-14
8.425721168518066,2009-05-15
8.920188903808594,2009-05-18
8.801515579223633,2009-05-19
8.920188903808594,2009-05-20
8.77184772491455,2009-05-21
8.48505687713623,2009-05-22
8.841073036193848,2009-05-26
8.554282188415527,2009-05-27
8.307048797607422,2009-05-28
8.465278625488281,2009-05-29
8.939967155456543,2009-06-01
9.543216705322266,2009-06-02
9.592663764953613,2009-06-03
9.493770599365234,2009-06-04
11.392524719238281,2009-06-05
11.432082176208496,2009-06-08
10.225582122802734,2009-06-09
10.067352294921875,2009-06-10
9.691556930541992,2009-06-11
10.344253540039062,2009-06-12
9.66188907623291,2009-06-15
9.671777725219727,2009-06-16
9.642110824584961,2009-06-17
9.206979751586914,2009-06-18
9.266315460205078,2009-06-19
9.523438453674316,2009-06-22
9.236647605895996,2009-06-23
9.414655685424805,2009-06-24
9.849786758422852,2009-06-25
10.403590202331543,2009-06-26
10.809053421020508,2009-06-29
10.996950149536133,2009-06-30
11.244183540344238,2009-07-01
10.512372970581055,2009-07-02
10.83872127532959,2009-07-06
10.75960636138916,2009-07-07
10.62115478515625,2009-07-08
10.858499526977539,2009-07-09
10.670601844787598,2009-07-10
11.194737434387207,2009-07-13
10.423368453979492,2009-07-14
10.62115478515625,2009-07-15
10.324474334716797,2009-07-16
10.828831672668457,2009-07-17
10.878278732299805,2009-07-20
11.056286811828613,2009-07-21
11.402413368225098,2009-07-22
11.35296630859375,2009-07-23
11.254073143005371,2009-07-24
11.006839752197266,2009-07-27
11.20462703704834,2009-07-28
11.234294891357422,2009-07-29
11.392524719238281,2009-07-30
11.20462703704834,2009-07-31
11.481528282165527,2009-08-03
11.194737434387207,2009-08-04
10.987060546875,2009-08-05
10.878278732299805,2009-08-06
11.41230297088623,2009-08-07
11.788098335266113,2009-08-10
11.382635116577148,2009-08-11
11.3331880569458,2009-08-12
11.18484878540039,2009-08-13
10.660712242126465,2009-08-14
10.166245460510254,2009-08-17
10.136577606201172,2009-08-18
10.542040824890137,2009-08-19
11.155179977416992,2009-08-20
11.501307487487793,2009-08-21
11.669425964355469,2009-08-24
11.797987937927246,2009-08-25
11.540864944458008,2009-08-26
11.738651275634766,2009-08-27
11.659536361694336,2009-08-28
11.392524719238281,2009-08-31
11.718873023986816,2009-09-01
12.015552520751953,2009-09-02
12.351790428161621,2009-09-03
14.834015846252441,2009-09-04
14.735121726989746,2009-09-08
14.250544548034668,2009-09-09
13.934085845947266,2009-09-10
13.874749183654785,2009-09-11
14.468110084533691,2009-09-14
14.398884773254395,2009-09-15
14.824126243591309,2009-09-16
15.051581382751465,2009-09-17
15.773503303527832,2009-09-18
15.447154998779297,2009-09-21
15.565827369689941,2009-09-22
15.516380310058594,2009-09-23
15.635053634643555,2009-09-24
15.45704460144043,2009-09-25
16.0701847076416,2009-09-28
16.34708595275879,2009-09-29
16.327306747436523,2009-09-30
15.852619171142578,2009-10-01
15.575716972351074,2009-10-02
16.1492977142334,2009-10-05
16.80199432373047,2009-10-06
16.44597816467285,2009-10-07
16.663545608520508,2009-10-08
17.217348098754883,2009-10-09
17.24701690673828,2009-10-12
16.871219635009766,2009-10-13
16.950334548950195,2009-10-14
16.99978256225586,2009-10-15
16.495426177978516,2009-10-16
16.762439727783203,2009-10-19
16.248191833496094,2009-10-20
15.94162368774414,2009-10-21
16.683324813842773,2009-10-22
15.842729568481445,2009-10-23
15.733945846557617,2009-10-26
15.555937767028809,2009-10-27
15.229589462280273,2009-10-28
15.704277992248535,2009-10-29
14.972467422485352,2009-10-30
15.209811210632324,2009-11-02
15.585606575012207,2009-11-03
15.783392906188965,2009-11-04
16.821773529052734,2009-11-05
16.831663131713867,2009-11-06
17.16790199279785,2009-11-09
17.603031158447266,2009-11-10
17.296463012695312,2009-11-11
16.871219635009766,2009-11-12
17.523916244506836,2009-11-13
17.949159622192383,2009-11-16
17.830488204956055,2009-11-17
17.296463012695312,2009-11-18
16.67343521118164,2009-11-19
16.623987197875977,2009-11-20
17.088787078857422,2009-11-23
16.75255012512207,2009-11-24
16.59432029724121,2009-11-25
16.119630813598633,2009-11-27
16.248191833496094,2009-11-30
17.28657341003418,2009-12-01
17.998607635498047,2009-12-02
17.711814880371094,2009-12-03
17.70192527770996,2009-12-04
18.038164138793945,2009-12-07
17.70192527770996,2009-12-08
17.28657341003418,2009-12-09
17.24701690673828,2009-12-10
17.830488204956055,2009-12-11
18.62163543701172,2009-12-14
18.404069900512695,2009-12-15
18.3447322845459,2009-12-16
17.96893882751465,2009-12-17
17.662368774414062,2009-12-18
17.53380584716797,2009-12-21
17.86015510559082,2009-12-22
18.196392059326172,2009-12-23
18.14694595336914,2009-12-24
18.038164138793945,2009-12-28
18.245840072631836,2009-12-29
18.14694595336914,2009-12-30
17.959049224853516,2009-12-31
18.641414642333984,2010-01-04
18.552410125732422,2010-01-05
19.0073184967041,2010-01-06
20.62917137145996,2010-01-07
21.370872497558594,2010-01-08
21.044525146484375,2010-01-11
20.90607261657715,2010-01-12
21.07419204711914,2010-01-13
20.21381950378418,2010-01-14
20.124814987182617,2010-01-15
19.98636245727539,2010-01-19
19.877582550048828,2010-01-20
19.778688430786133,2010-01-21
19.828134536743164,2010-01-22
19.521564483642578,2010-01-25
19.749019622802734,2010-01-26
19.68968391418457,2010-01-27
19.07654571533203,2010-01-28
19.185327529907227,2010-01-29
19.571012496948242,2010-02-01
19.27433204650879,2010-02-02
18.90842628479004,2010-02-03
17.81070899963379,2010-02-04
17.721704483032227,2010-02-05
17.672258377075195,2010-02-08
17.741483688354492,2010-02-09
17.098676681518555,2010-02-10
17.553585052490234,2010-02-11
17.662368774414062,2010-02-12
18.18650245666504,2010-02-16
18.245840072631836,2010-02-17
18.216171264648438,2010-02-18
17.741483688354492,2010-02-19
17.78104019165039,2010-02-22
17.523916244506836,2010-02-23
18.156835556030273,2010-02-24
17.89971351623535,2010-02-25
18.127166748046875,2010-02-26
18.90842628479004,2010-03-01
19.45233917236328,2010-03-02
19.749019622802734,2010-03-03
20.975297927856445,2010-03-04
21.163196563720703,2010-03-05
20.74784278869629,2010-03-08
20.935741424560547,2010-03-09
21.232419967651367,2010-03-10
21.301647186279297,2010-03-11
23.071840286254883,2010-03-12
21.865339279174805,2010-03-15
22.607040405273438,2010-03-16
22.241134643554688,2010-03-17
22.389474868774414,2010-03-18
21.459877014160156,2010-03-19
21.825782775878906,2010-03-22
21.964231491088867,2010-03-23
21.72688865661621,2010-03-24
22.468589782714844,2010-03-25
22.25102424621582,2010-03-26
22.557592391967773,2010-03-29
22.953166961669922,2010-03-30
22.36969757080078,2010-03-31
21.904895782470703,2010-04-01
22.37958526611328,2010-04-05
22.93338966369629,2010-04-06
21.954343795776367,2010-04-07
21.904895782470703,2010-04-08
22.943279266357422,2010-04-09
22.963056564331055,2010-04-12
22.587261199951172,2010-04-13
23.002614974975586,2010-04-14
23.546527862548828,2010-04-15
23.34874153137207,2010-04-16
21.92467498779297,2010-04-19
22.567481994628906,2010-04-20
22.923500061035156,2010-04-21
24.31789779663086,2010-04-22
25.079376220703125,2010-04-23
24.69369125366211,2010-04-26
22.49825668334961,2010-04-27
22.725711822509766,2010-04-28
23.813539505004883,2010-04-29
22.864164352416992,2010-04-30
23.66520118713379,2010-05-03
22.755380630493164,2010-05-04
22.25102424621582,2010-05-05
21.746667861938477,2010-05-06
21.004966735839844,2010-05-07
22.567481994628906,2010-05-10
23.141063690185547,2010-05-11
24.426679611206055,2010-05-12
23.912433624267578,2010-05-13
23.47730255126953,2010-05-14
23.497081756591797,2010-05-17
23.239957809448242,2010-05-18
23.249847412109375,2010-05-19
21.914785385131836,2010-05-20
23.06195068359375,2010-05-21
23.289403915405273,2010-05-24
22.607040405273438,2010-05-25
23.358631134033203,2010-05-26
24.31789779663086,2010-05-27
25.29694175720215,2010-05-28
24.476125717163086,2010-06-01
23.328962326049805,2010-06-02
23.63553237915039,2010-06-03
22.90372085571289,2010-06-04
21.984010696411133,2010-06-07
21.18297576904297,2010-06-08
21.657663345336914,2010-06-09
22.152130126953125,2010-06-10
24.40690040588379,2010-06-11
24.258562088012695,2010-06-14
24.84203338623047,2010-06-15
25.563955307006836,2010-06-16
25.514507293701172,2010-06-17
25.890302658081055,2010-06-18
25.26727294921875,2010-06-21
24.77280616760254,2010-06-22
24.69369125366211,2010-06-23
24.149778366088867,2010-06-24
24.644245147705078,2010-06-25
25.534286499023438,2010-06-28
23.773983001708984,2010-06-29
23.3981876373291,2010-06-30
22.74549102783203,2010-07-01
22.82460594177246,2010-07-02
21.964231491088867,2010-07-06
23.09161949157715,2010-07-07
22.715822219848633,2010-07-08
23.249847412109375,2010-07-09
22.834495544433594,2010-07-12
23.625642776489258,2010-07-13
23.338851928710938,2010-07-14
23.042171478271484,2010-07-15
22.518035888671875,2010-07-16
22.646596908569336,2010-07-19
22.893831253051758,2010-07-20
22.607040405273438,2010-07-21
23.853097915649414,2010-07-22
24.466236114501953,2010-07-23
25.13871192932129,2010-07-26
24.397010803222656,2010-07-27
24.337677001953125,2010-07-28
25.158491134643555,2010-07-29
24.980484008789062,2010-07-30
25.148601531982422,2010-08-02
25.049707412719727,2010-08-03
24.624465942382812,2010-08-04
24.61457633972168,2010-08-05
24.515684127807617,2010-08-06
24.436567306518555,2010-08-09
23.823429107666016,2010-08-10
22.696044921875,2010-08-11
22.715822219848633,2010-08-12
21.9345645904541,2010-08-13
22.33013916015625,2010-08-16
22.98283576965332,2010-08-17
23.773983001708984,2010-08-18
23.180622100830078,2010-08-19
23.10150718688965,2010-08-20
22.93338966369629,2010-08-23
22.7059326171875,2010-08-24
23.319072723388672,2010-08-25
23.01250457763672,2010-08-26
23.447633743286133,2010-08-27
23.279516220092773,2010-08-30
22.44881248474121,2010-08-31
22.01367950439453,2010-09-01
21.984010696411133,2010-09-02
26.008974075317383,2010-09-03
26.107868194580078,2010-09-07
26.41443634033203,2010-09-08
26.058422088623047,2010-09-09
25.91996955871582,2010-09-10
27.344036102294922,2010-09-13
28.27363395690918,2010-09-14
27.70005226135254,2010-09-15
27.719831466674805,2010-09-16
27.838502883911133,2010-09-17
27.917617797851562,2010-09-20
28.78788185119629,2010-09-21
27.630826950073242,2010-09-22
27.353925704956055,2010-09-23
28.609872817993164,2010-09-24
28.32308006286621,2010-09-27
29.025224685668945,2010-09-28
29.490022659301758,2010-09-29
28.87688446044922,2010-09-30
29.025224685668945,2010-10-01
28.095626831054688,2010-10-04
28.372528076171875,2010-10-05
27.98684310913086,2010-10-06
28.214298248291016,2010-10-07
28.63953971862793,2010-10-08
28.70876693725586,2010-10-11
30.558073043823242,2010-10-12
30.538293838500977,2010-10-13
30.083383560180664,2010-10-14
30.66685676574707,2010-10-15
31.309663772583008,2010-10-18
30.459178924560547,2010-10-19
30.380064010620117,2010-10-20
30.54818344116211,2010-10-21
30.7261905670166,2010-10-22
31.744792938232422,2010-10-25
31.97224998474121,2010-10-26
31.24043846130371,2010-10-27
30.7954158782959,2010-10-28
30.35039710998535,2010-10-29
30.07349395751953,2010-11-01
30.46906852722168,2010-11-02
31.31955337524414,2010-11-03
31.507450103759766,2010-11-04
31.942581176757812,2010-11-05
32.66450119018555,2010-11-08
32.24915313720703,2010-11-09
32.63483428955078,2010-11-10
32.38759994506836,2010-11-11
31.626121520996094,2010-11-12
31.44811248779297,2010-11-15
31.220659255981445,2010-11-16
31.15143394470215,2010-11-17
31.61623191833496,2010-11-18
31.596454620361328,2010-11-19
32.31837463378906,2010-11-22
33.10952377319336,2010-11-23
34.08856964111328,2010-11-24
34.60281753540039,2010-11-26
34.76104736328125,2010-11-29
34.56325912475586,2010-11-30
36.06644058227539,2010-12-01
35.324737548828125,2010-12-02
34.83026885986328,2010-12-03
33.702884674072266,2010-12-06
33.485321044921875,2010-12-07
34.029232025146484,2010-12-08
34.37535858154297,2010-12-09
34.32591247558594,2010-12-10
33.6336555480957,2010-12-13
32.79306411743164,2010-12-14
32.42715835571289,2010-12-15
33.712772369384766,2010-12-16
32.78317642211914,2010-12-17
32.66450119018555,2010-12-20
33.04029846191406,2010-12-21
34.10834884643555,2010-12-22
34.35558319091797,2010-12-23
33.77210998535156,2010-12-27
33.58420944213867,2010-12-28
33.89078140258789,2010-12-29
33.96000671386719,2010-12-30
33.6237678527832,2010-12-31
33.94022750854492,2011-01-03
33.90066909790039,2011-01-04
34.13801574707031,2011-01-05
36.76858139038086,2011-01-06
37.13448715209961,2011-01-07
37.4311637878418,2011-01-10
36.758689880371094,2011-01-11
36.6795768737793,2011-01-12
36.70924377441406,2011-01-13
36.64990997314453,2011-01-14
36.046661376953125,2011-01-18
35.324737548828125,2011-01-19
35.72031021118164,2011-01-20
35.47307586669922,2011-01-21
35.690643310546875,2011-01-24
35.651084899902344,2011-01-25
36.24444580078125,2011-01-26
36.64990997314453,2011-01-27
36.32355880737305,2011-01-28
36.630130767822266,2011-01-31
37.52016830444336,2011-02-01
36.50156784057617,2011-02-02
38.51899719238281,2011-02-03
39.62660217285156,2011-02-04
39.943058013916016,2011-02-07
40.74409866333008,2011-02-08
40.75398635864258,2011-02-09
41.08033752441406,2011-02-10
42.118717193603516,2011-02-11
42.51428985595703,2011-02-14
41.85170364379883,2011-02-15
42.623069763183594,2011-02-16
42.84063720703125,2011-02-17
42.979087829589844,2011-02-18
42.079158782958984,2011-02-22
40.57597732543945,2011-02-23
40.72431945800781,2011-02-24
42.494510650634766,2011-02-25
41.26823043823242,2011-02-28
40.59575653076172,2011-03-01
40.64520263671875,2011-03-02
41.78247833251953,2011-03-03
41.515464782714844,2011-03-04
40.813323974609375,2011-03-07
41.406681060791016,2011-03-08
40.67487335205078,2011-03-09
41.64402770996094,2011-03-10
45.263526916503906,2011-03-11
46.43046951293945,2011-03-14
46.66781234741211,2011-03-15
45.68877029418945,2011-03-16
45.906333923339844,2011-03-17
46.25246047973633,2011-03-18
46.727149963378906,2011-03-21
45.95578384399414,2011-03-22
46.74692916870117,2011-03-23
47.31062316894531,2011-03-24
47.12272644042969,2011-03-25
47.409515380859375,2011-03-28
47.26117706298828,2011-03-29
48.17099380493164,2011-03-30
47.597412109375,2011-03-31
47.91387176513672,2011-04-01
47.745750427246094,2011-04-04
49.25882339477539,2011-04-05
49.298377990722656,2011-04-06
50.5345458984375,2011-04-07
50.12908172607422,2011-04-08
50.554325103759766,2011-04-11
49.95107650756836,2011-04-12
49.248931884765625,2011-04-13
49.041255950927734,2011-04-14
49.51594543457031,2011-04-15
49.565391540527344,2011-04-18
49.22915267944336,2011-04-19
52.43330383300781,2011-04-20
52.29485321044922,2011-04-21
52.13662338256836,2011-04-25
51.98828125,2011-04-26
52.324520111083984,2011-04-27
52.22562789916992,2011-04-28
52.601417541503906,2011-04-29
52.76953887939453,2011-05-02
51.82016372680664,2011-05-03
52.482749938964844,2011-05-04
52.542083740234375,2011-05-05
53.17500305175781,2011-05-06
53.966148376464844,2011-05-09
54.44083786010742,2011-05-10
53.69913864135742,2011-05-11
55.29132080078125,2011-05-12
54.895748138427734,2011-05-13
52.759647369384766,2011-05-16
51.652042388916016,2011-05-17
53.17500305175781,2011-05-18
52.858543395996094,2011-05-19
51.9190559387207,2011-05-20
51.83005142211914,2011-05-23
51.47403335571289,2011-05-24
52.24540710449219,2011-05-25
53.94636917114258,2011-05-26
54.63862609863281,2011-05-27
55.36054611206055,2011-05-31
53.5211296081543,2011-06-01
50.030189514160156,2011-06-02
50.494991302490234,2011-06-03
49.15003967285156,2011-06-06
49.06103515625,2011-06-07
55.28143310546875,2011-06-08
56.418704986572266,2011-06-09
55.53855514526367,2011-06-10
57.1109619140625,2011-06-13
58.65370178222656,2011-06-14
56.39892578125,2011-06-15
56.25059127807617,2011-06-16
56.784610748291016,2011-06-17
58.09000778198242,2011-06-20
61.39304733276367,2011-06-21
60.80957794189453,2011-06-22
61.887516021728516,2011-06-23
62.12485885620117,2011-06-24
62.470985412597656,2011-06-27
63.47970199584961,2011-06-28
62.64899444580078,2011-06-29
63.865386962890625,2011-06-30
64.45874786376953,2011-07-01
66.08059692382812,2011-07-05
66.34760284423828,2011-07-06
65.95203399658203,2011-07-07
