LNC,Date
2.9226937294006348,1981-01-08
2.9226937294006348,1981-01-09
2.959455966949463,1981-01-12
2.9410765171051025,1981-01-13
2.9686477184295654,1981-01-14
2.996220588684082,1981-01-15
2.959455966949463,1981-01-16
2.950265407562256,1981-01-19
2.9410765171051025,1981-01-20
2.9410765171051025,1981-01-21
2.8675477504730225,1981-01-22
2.885929584503174,1981-01-23
2.885929584503174,1981-01-26
2.9043118953704834,1981-01-27
2.8675477504730225,1981-01-28
2.9043118953704834,1981-01-29
2.9043118953704834,1981-01-30
2.8767402172088623,1981-02-02
2.885929584503174,1981-02-03
2.9043118953704834,1981-02-04
2.885929584503174,1981-02-05
2.8675477504730225,1981-02-06
2.8675477504730225,1981-02-09
2.8767402172088623,1981-02-10
2.8767402172088623,1981-02-11
2.8307852745056152,1981-02-12
2.79402232170105,1981-02-13
2.7572576999664307,1981-02-17
2.79402232170105,1981-02-18
2.7572576999664307,1981-02-19
2.79402232170105,1981-02-20
2.79402232170105,1981-02-23
2.8032114505767822,1981-02-24
2.839975118637085,1981-02-25
2.79402232170105,1981-02-26
2.849167585372925,1981-02-27
2.8583571910858154,1981-03-02
2.821593761444092,1981-03-03
2.849167585372925,1981-03-04
2.8675477504730225,1981-03-05
2.8675477504730225,1981-03-06
2.9226937294006348,1981-03-09
3.005411386489868,1981-03-10
2.996220588684082,1981-03-11
3.014603614807129,1981-03-12
3.1065101623535156,1981-03-13
3.18003511428833,1981-03-16
3.1432745456695557,1981-03-17
3.1616568565368652,1981-03-18
3.198418140411377,1981-03-19
3.2535641193389893,1981-03-20
3.2443740367889404,1981-03-23
3.2535641193389893,1981-03-24
3.2443740367889404,1981-03-25
3.152462959289551,1981-03-26
3.115701675415039,1981-03-27
3.189225912094116,1981-03-30
3.2535641193389893,1981-03-31
3.290327787399292,1981-04-01
3.2443740367889404,1981-04-02
3.18003511428833,1981-04-03
3.069746971130371,1981-04-06
3.069746971130371,1981-04-07
3.1065101623535156,1981-04-08
3.088129997253418,1981-04-09
3.088129997253418,1981-04-10
3.0513644218444824,1981-04-13
3.0513644218444824,1981-04-14
3.0789380073547363,1981-04-15
3.1065101623535156,1981-04-16
3.152462959289551,1981-04-20
3.1248927116394043,1981-04-21
3.097317934036255,1981-04-22
3.1248927116394043,1981-04-23
3.1340818405151367,1981-04-24
3.1432745456695557,1981-04-27
3.1340818405151367,1981-04-28
3.1065101623535156,1981-04-29
3.1065101623535156,1981-04-30
3.1065101623535156,1981-05-01
3.069746971130371,1981-05-04
3.0789380073547363,1981-05-05
3.069746971130371,1981-05-06
3.069746971130371,1981-05-07
3.060556411743164,1981-05-08
3.060556411743164,1981-05-11
3.0513644218444824,1981-05-12
3.069746971130371,1981-05-13
3.1065101623535156,1981-05-14
3.088129997253418,1981-05-15
3.0513644218444824,1981-05-18
3.042174816131592,1981-05-19
2.959455966949463,1981-05-20
3.014603614807129,1981-05-21
2.9410765171051025,1981-05-22
2.959455966949463,1981-05-26
3.088129997253418,1981-05-27
3.1340818405151367,1981-05-28
3.235182046890259,1981-05-29
3.290327787399292,1981-06-01
3.271944761276245,1981-06-02
3.235182046890259,1981-06-03
3.2535641193389893,1981-06-04
3.271944761276245,1981-06-05
3.198418140411377,1981-06-08
3.2443740367889404,1981-06-09
3.216801881790161,1981-06-10
3.2076101303100586,1981-06-11
3.216801881790161,1981-06-12
3.2811367511749268,1981-06-15
3.299518585205078,1981-06-16
3.317901372909546,1981-06-17
3.299518585205078,1981-06-18
3.2811367511749268,1981-06-19
3.327092170715332,1981-06-22
3.382235050201416,1981-06-23
3.2811367511749268,1981-06-24
3.271944761276245,1981-06-25
3.198418140411377,1981-06-26
3.198418140411377,1981-06-29
3.1432745456695557,1981-06-30
3.0789380073547363,1981-07-01
3.014603614807129,1981-07-02
3.014603614807129,1981-07-06
3.0513644218444824,1981-07-07
3.0513644218444824,1981-07-08
3.088129997253418,1981-07-09
3.088129997253418,1981-07-10
3.1248927116394043,1981-07-13
3.1248927116394043,1981-07-14
3.060556411743164,1981-07-15
3.042174816131592,1981-07-16
3.1248927116394043,1981-07-17
3.097317934036255,1981-07-20
3.0789380073547363,1981-07-21
3.014603614807129,1981-07-22
3.0237927436828613,1981-07-23
3.042174816131592,1981-07-24
3.060556411743164,1981-07-27
3.042174816131592,1981-07-28
3.0513644218444824,1981-07-29
3.0513644218444824,1981-07-30
3.1065101623535156,1981-07-31
3.1248927116394043,1981-08-03
3.1065101623535156,1981-08-04
3.097317934036255,1981-08-05
3.069746971130371,1981-08-06
3.0513644218444824,1981-08-07
3.0513644218444824,1981-08-10
3.088129997253418,1981-08-11
3.097317934036255,1981-08-12
3.0513644218444824,1981-08-13
3.032982110977173,1981-08-14
2.9778387546539307,1981-08-17
2.9318838119506836,1981-08-18
2.9410765171051025,1981-08-19
2.9410765171051025,1981-08-20
2.9226937294006348,1981-08-21
2.8675477504730225,1981-08-24
2.8307852745056152,1981-08-25
2.8307852745056152,1981-08-26
2.849167585372925,1981-08-27
2.821593761444092,1981-08-28
2.720494508743286,1981-08-31
2.6929209232330322,1981-09-01
2.7664473056793213,1981-09-02
2.7756388187408447,1981-09-03
2.7572576999664307,1981-09-04
2.6653475761413574,1981-09-08
2.656158208847046,1981-09-09
2.711303949356079,1981-09-10
2.738877534866333,1981-09-11
2.6929209232330322,1981-09-14
2.702113628387451,1981-09-15
2.6929209232330322,1981-09-16
2.702113628387451,1981-09-17
2.6929209232330322,1981-09-18
2.6653475761413574,1981-09-21
2.6102046966552734,1981-09-22
2.5734405517578125,1981-09-23
2.6377758979797363,1981-09-24
2.6653475761413574,1981-09-25
2.702113628387451,1981-09-28
2.7480666637420654,1981-09-29
2.738877534866333,1981-09-30
2.7572576999664307,1981-10-01
2.7848291397094727,1981-10-02
2.7572576999664307,1981-10-05
2.720494508743286,1981-10-06
2.7848291397094727,1981-10-07
2.79402232170105,1981-10-08
2.812403917312622,1981-10-09
2.8032114505767822,1981-10-12
2.8675477504730225,1981-10-13
2.839975118637085,1981-10-14
2.8307852745056152,1981-10-15
2.839975118637085,1981-10-16
2.849167585372925,1981-10-19
2.8767402172088623,1981-10-20
2.849167585372925,1981-10-21
2.8583571910858154,1981-10-22
2.8675477504730225,1981-10-23
2.9043118953704834,1981-10-26
2.9410765171051025,1981-10-27
2.9410765171051025,1981-10-28
2.9410765171051025,1981-10-29
2.9410765171051025,1981-10-30
2.959455966949463,1981-11-02
2.996220588684082,1981-11-03
2.9778387546539307,1981-11-04
2.9778387546539307,1981-11-05
2.996220588684082,1981-11-06
2.9870285987854004,1981-11-09
2.9778387546539307,1981-11-10
2.9778387546539307,1981-11-11
3.060556411743164,1981-11-12
3.088129997253418,1981-11-13
3.088129997253418,1981-11-16
3.1248927116394043,1981-11-17
3.1248927116394043,1981-11-18
3.1616568565368652,1981-11-19
3.1065101623535156,1981-11-20
3.088129997253418,1981-11-23
3.1432745456695557,1981-11-24
3.1616568565368652,1981-11-25
3.2076101303100586,1981-11-27
3.198418140411377,1981-11-30
3.235182046890259,1981-12-01
3.225991725921631,1981-12-02
3.216801881790161,1981-12-03
3.198418140411377,1981-12-04
3.1708452701568604,1981-12-07
3.1248927116394043,1981-12-08
3.032982110977173,1981-12-09
3.060556411743164,1981-12-10
3.069746971130371,1981-12-11
3.0237927436828613,1981-12-14
2.9870285987854004,1981-12-15
2.9410765171051025,1981-12-16
2.9870285987854004,1981-12-17
3.005411386489868,1981-12-18
3.042174816131592,1981-12-21
2.996220588684082,1981-12-22
2.959455966949463,1981-12-23
2.9410765171051025,1981-12-24
2.9410765171051025,1981-12-28
2.950265407562256,1981-12-29
2.9778387546539307,1981-12-30
2.9870285987854004,1981-12-31
3.032982110977173,1982-01-04
2.9410765171051025,1982-01-05
2.959455966949463,1982-01-06
2.9410765171051025,1982-01-07
2.9778387546539307,1982-01-08
2.959455966949463,1982-01-11
2.959455966949463,1982-01-12
2.959455966949463,1982-01-13
2.9778387546539307,1982-01-14
2.996220588684082,1982-01-15
3.005411386489868,1982-01-18
2.9870285987854004,1982-01-19
2.996220588684082,1982-01-20
2.996220588684082,1982-01-21
2.950265407562256,1982-01-22
2.9686477184295654,1982-01-25
2.9226937294006348,1982-01-26
2.959455966949463,1982-01-27
2.9778387546539307,1982-01-28
3.069746971130371,1982-01-29
3.1340818405151367,1982-02-01
3.060556411743164,1982-02-02
3.069746971130371,1982-02-03
3.0513644218444824,1982-02-04
3.1248927116394043,1982-02-05
3.115701675415039,1982-02-08
3.088129997253418,1982-02-09
3.1065101623535156,1982-02-10
3.0237927436828613,1982-02-11
3.005411386489868,1982-02-12
2.959455966949463,1982-02-16
2.885929584503174,1982-02-17
2.9043118953704834,1982-02-18
2.885929584503174,1982-02-19
2.9226937294006348,1982-02-22
2.885929584503174,1982-02-23
2.9226937294006348,1982-02-24
3.005411386489868,1982-02-25
3.042174816131592,1982-02-26
3.042174816131592,1982-03-01
3.069746971130371,1982-03-02
3.042174816131592,1982-03-03
3.060556411743164,1982-03-04
3.1065101623535156,1982-03-05
3.088129997253418,1982-03-08
3.060556411743164,1982-03-09
3.005411386489868,1982-03-10
2.9686477184295654,1982-03-11
2.996220588684082,1982-03-12
3.014603614807129,1982-03-15
2.9778387546539307,1982-03-16
2.959455966949463,1982-03-17
2.950265407562256,1982-03-18
2.9226937294006348,1982-03-19
2.996220588684082,1982-03-22
2.9870285987854004,1982-03-23
2.9318838119506836,1982-03-24
2.950265407562256,1982-03-25
2.9318838119506836,1982-03-26
2.9135031700134277,1982-03-29
2.8767402172088623,1982-03-30
2.849167585372925,1982-03-31
2.9410765171051025,1982-04-01
2.9410765171051025,1982-04-02
2.8767402172088623,1982-04-05
2.885929584503174,1982-04-06
2.9226937294006348,1982-04-07
2.9410765171051025,1982-04-08
2.9226937294006348,1982-04-12
2.9318838119506836,1982-04-13
2.959455966949463,1982-04-14
2.9778387546539307,1982-04-15
2.9410765171051025,1982-04-16
2.9778387546539307,1982-04-19
3.005411386489868,1982-04-20
3.0789380073547363,1982-04-21
3.032982110977173,1982-04-22
3.069746971130371,1982-04-23
3.1065101623535156,1982-04-26
3.1248927116394043,1982-04-27
3.1432745456695557,1982-04-28
3.1340818405151367,1982-04-29
3.1432745456695557,1982-04-30
3.1340818405151367,1982-05-03
3.1248927116394043,1982-05-04
3.189225912094116,1982-05-05
3.225991725921631,1982-05-06
3.271944761276245,1982-05-07
3.235182046890259,1982-05-10
3.235182046890259,1982-05-11
3.262755870819092,1982-05-12
3.225991725921631,1982-05-13
3.18003511428833,1982-05-14
3.18003511428833,1982-05-17
3.1616568565368652,1982-05-18
3.189225912094116,1982-05-19
3.1340818405151367,1982-05-20
3.1432745456695557,1982-05-21
3.1432745456695557,1982-05-24
3.1432745456695557,1982-05-25
3.1432745456695557,1982-05-26
3.115701675415039,1982-05-27
3.088129997253418,1982-05-28
3.097317934036255,1982-06-01
3.088129997253418,1982-06-02
3.1248927116394043,1982-06-03
2.996220588684082,1982-06-04
2.996220588684082,1982-06-07
2.9778387546539307,1982-06-08
2.9226937294006348,1982-06-09
2.9043118953704834,1982-06-10
2.9318838119506836,1982-06-11
2.9135031700134277,1982-06-14
2.8767402172088623,1982-06-15
2.9043118953704834,1982-06-16
2.8675477504730225,1982-06-17
2.8032114505767822,1982-06-18
2.812403917312622,1982-06-21
2.79402232170105,1982-06-22
2.79402232170105,1982-06-23
2.7848291397094727,1982-06-24
2.7756388187408447,1982-06-25
2.8032114505767822,1982-06-28
2.812403917312622,1982-06-29
2.79402232170105,1982-06-30
2.812403917312622,1982-07-01
2.7756388187408447,1982-07-02
2.7664473056793213,1982-07-06
2.711303949356079,1982-07-07
2.720494508743286,1982-07-08
2.702113628387451,1982-07-09
2.7296853065490723,1982-07-12
2.738877534866333,1982-07-13
2.7480666637420654,1982-07-14
2.7756388187408447,1982-07-15
2.8032114505767822,1982-07-16
2.8307852745056152,1982-07-19
2.8583571910858154,1982-07-20
2.849167585372925,1982-07-21
2.8767402172088623,1982-07-22
2.8675477504730225,1982-07-23
2.885929584503174,1982-07-26
2.849167585372925,1982-07-27
2.7572576999664307,1982-07-28
2.738877534866333,1982-07-29
2.738877534866333,1982-07-30
2.79402232170105,1982-08-02
2.7480666637420654,1982-08-03
2.7480666637420654,1982-08-04
2.7296853065490723,1982-08-05
2.720494508743286,1982-08-06
2.5918238162994385,1982-08-09
2.5734405517578125,1982-08-10
2.5182955265045166,1982-08-11
2.4999136924743652,1982-08-12
2.5366783142089844,1982-08-13
2.5550601482391357,1982-08-16
2.5366783142089844,1982-08-17
2.5458669662475586,1982-08-18
2.5734405517578125,1982-08-19
2.60101318359375,1982-08-20
2.7296853065490723,1982-08-23
2.8307852745056152,1982-08-24
2.885929584503174,1982-08-25
2.9226937294006348,1982-08-26
2.9226937294006348,1982-08-27
2.9226937294006348,1982-08-30
2.959455966949463,1982-08-31
2.895120859146118,1982-09-01
2.895120859146118,1982-09-02
2.8675477504730225,1982-09-03
2.821593761444092,1982-09-07
2.7572576999664307,1982-09-08
2.79402232170105,1982-09-09
2.839975118637085,1982-09-10
2.8675477504730225,1982-09-13
2.9410765171051025,1982-09-14
2.9410765171051025,1982-09-15
2.9318838119506836,1982-09-16
2.9135031700134277,1982-09-17
2.8675477504730225,1982-09-20
2.9410765171051025,1982-09-21
2.9043118953704834,1982-09-22
2.8675477504730225,1982-09-23
2.8307852745056152,1982-09-24
2.812403917312622,1982-09-27
2.821593761444092,1982-09-28
2.821593761444092,1982-09-29
2.79402232170105,1982-09-30
2.7848291397094727,1982-10-01
2.7296853065490723,1982-10-04
2.7664473056793213,1982-10-05
2.8675477504730225,1982-10-06
2.959455966949463,1982-10-07
3.032982110977173,1982-10-08
3.18003511428833,1982-10-11
3.1065101623535156,1982-10-12
3.014603614807129,1982-10-13
3.0513644218444824,1982-10-14
3.1065101623535156,1982-10-15
3.088129997253418,1982-10-18
3.198418140411377,1982-10-19
3.198418140411377,1982-10-20
3.3087100982666016,1982-10-21
3.225991725921631,1982-10-22
3.1340818405151367,1982-10-25
3.1616568565368652,1982-10-26
3.18003511428833,1982-10-27
3.271944761276245,1982-10-28
3.2535641193389893,1982-10-29
3.290327787399292,1982-11-01
3.262755870819092,1982-11-02
3.290327787399292,1982-11-03
3.262755870819092,1982-11-04
3.2535641193389893,1982-11-05
3.290327787399292,1982-11-08
3.2535641193389893,1982-11-09
3.18003511428833,1982-11-10
3.2076101303100586,1982-11-11
3.317901372909546,1982-11-12
3.327092170715332,1982-11-15
3.3087100982666016,1982-11-16
3.3087100982666016,1982-11-17
3.327092170715332,1982-11-18
3.382235050201416,1982-11-19
3.4006192684173584,1982-11-22
3.3638553619384766,1982-11-23
3.437382459640503,1982-11-24
3.446573495864868,1982-11-26
3.4190003871917725,1982-11-29
3.5200998783111572,1982-11-30
3.5568649768829346,1982-12-01
3.5568649768829346,1982-12-02
3.547670841217041,1982-12-03
3.474144220352173,1982-12-06
3.4649534225463867,1982-12-07
3.4649534225463867,1982-12-08
3.455763816833496,1982-12-09
3.455763816833496,1982-12-10
3.455763816833496,1982-12-13
3.455763816833496,1982-12-14
3.345475196838379,1982-12-15
3.4190003871917725,1982-12-16
3.4190003871917725,1982-12-17
3.437382459640503,1982-12-20
3.3638553619384766,1982-12-21
3.327092170715332,1982-12-22
3.3638553619384766,1982-12-23
3.3638553619384766,1982-12-27
3.345475196838379,1982-12-28
3.290327787399292,1982-12-29
3.271944761276245,1982-12-30
3.290327787399292,1982-12-31
3.271944761276245,1983-01-03
3.271944761276245,1983-01-04
3.271944761276245,1983-01-05
3.299518585205078,1983-01-06
3.216801881790161,1983-01-07
3.2535641193389893,1983-01-10
3.152462959289551,1983-01-11
3.1616568565368652,1983-01-12
3.1616568565368652,1983-01-13
3.3087100982666016,1983-01-14
3.4190003871917725,1983-01-17
3.3362812995910645,1983-01-18
3.446573495864868,1983-01-19
3.382235050201416,1983-01-20
3.327092170715332,1983-01-21
3.216801881790161,1983-01-24
3.382235050201416,1983-01-25
3.373046636581421,1983-01-26
3.437382459640503,1983-01-27
3.40980863571167,1983-01-28
3.455763816833496,1983-01-31
3.455763816833496,1983-02-01
3.437382459640503,1983-02-02
3.40980863571167,1983-02-03
3.455763816833496,1983-02-04
3.437382459640503,1983-02-07
3.428189992904663,1983-02-08
3.4006192684173584,1983-02-09
3.4190003871917725,1983-02-10
3.4006192684173584,1983-02-11
3.446573495864868,1983-02-14
3.437382459640503,1983-02-15
3.547670841217041,1983-02-16
3.492527484893799,1983-02-17
3.602818250656128,1983-02-18
3.5292906761169434,1983-02-22
3.492527484893799,1983-02-23
3.5200998783111572,1983-02-24
3.547670841217041,1983-02-25
3.602818250656128,1983-02-28
3.694725513458252,1983-03-01
3.749871253967285,1983-03-02
3.795825242996216,1983-03-03
3.832590103149414,1983-03-04
3.7866365909576416,1983-03-07
3.6763439178466797,1983-03-08
3.6395809650421143,1983-03-09
3.621199607849121,1983-03-10
3.5568649768829346,1983-03-11
3.455763816833496,1983-03-14
3.474144220352173,1983-03-15
3.492527484893799,1983-03-16
3.5292906761169434,1983-03-17
3.547670841217041,1983-03-18
3.6303908824920654,1983-03-21
3.612006187438965,1983-03-22
3.612006187438965,1983-03-23
3.7774407863616943,1983-03-24
3.7866365909576416,1983-03-25
3.7774407863616943,1983-03-28
3.749871253967285,1983-03-29
3.713107109069824,1983-03-30
3.694725513458252,1983-03-31
3.6763439178466797,1983-04-04
3.713107109069824,1983-04-05
3.621199607849121,1983-04-06
3.621199607849121,1983-04-07
3.6395809650421143,1983-04-08
3.6579630374908447,1983-04-11
3.6579630374908447,1983-04-12
3.694725513458252,1983-04-13
3.6763439178466797,1983-04-14
3.7866365909576416,1983-04-15
3.8877336978912354,1983-04-18
3.8417787551879883,1983-04-19
3.9336891174316406,1983-04-20
3.92449688911438,1983-04-21
3.8509697914123535,1983-04-22
3.8233985900878906,1983-04-25
3.7682530879974365,1983-04-26
3.8233985900878906,1983-04-27
3.7682530879974365,1983-04-28
3.814206123352051,1983-04-29
3.795825242996216,1983-05-02
3.6763439178466797,1983-05-03
3.7866365909576416,1983-05-04
3.906116008758545,1983-05-05
3.906116008758545,1983-05-06
3.8050169944763184,1983-05-09
3.7682530879974365,1983-05-10
3.749871253967285,1983-05-11
3.7774407863616943,1983-05-12
3.8050169944763184,1983-05-13
3.7682530879974365,1983-05-16
3.694725513458252,1983-05-17
3.713107109069824,1983-05-18
3.694725513458252,1983-05-19
3.7314882278442383,1983-05-20
3.6671555042266846,1983-05-23
3.6579630374908447,1983-05-24
3.7039172649383545,1983-05-25
3.6763439178466797,1983-05-26
3.6303908824920654,1983-05-27
3.602818250656128,1983-05-31
3.6579630374908447,1983-06-01
3.6671555042266846,1983-06-02
3.6303908824920654,1983-06-03
3.602818250656128,1983-06-06
3.621199607849121,1983-06-07
3.6671555042266846,1983-06-08
3.6671555042266846,1983-06-09
3.7590622901916504,1983-06-10
3.8050169944763184,1983-06-13
4.0255961418151855,1983-06-14
3.9704511165618896,1983-06-15
3.9704511165618896,1983-06-16
3.92449688911438,1983-06-17
3.8693509101867676,1983-06-20
3.8785414695739746,1983-06-21
3.8601601123809814,1983-06-22
3.8693509101867676,1983-06-23
3.9796411991119385,1983-06-24
3.8233985900878906,1983-06-27
3.814206123352051,1983-06-28
3.795825242996216,1983-06-29
3.7774407863616943,1983-06-30
3.814206123352051,1983-07-01
3.7406797409057617,1983-07-05
3.7866365909576416,1983-07-06
3.9704511165618896,1983-07-07
3.8969249725341797,1983-07-08
3.9336891174316406,1983-07-11
3.8233985900878906,1983-07-12
3.7590622901916504,1983-07-13
3.713107109069824,1983-07-14
3.6763439178466797,1983-07-15
3.6487696170806885,1983-07-18
3.6671555042266846,1983-07-19
3.7682530879974365,1983-07-20
3.8233985900878906,1983-07-21
3.8233985900878906,1983-07-22
3.8785414695739746,1983-07-25
3.906116008758545,1983-07-26
3.8969249725341797,1983-07-27
3.915304183959961,1983-07-28
3.6395809650421143,1983-07-29
3.8509697914123535,1983-08-01
3.8050169944763184,1983-08-02
3.998021364212036,1983-08-03
3.8785414695739746,1983-08-04
3.8417787551879883,1983-08-05
3.7866365909576416,1983-08-08
3.694725513458252,1983-08-09
3.7314882278442383,1983-08-10
3.7682530879974365,1983-08-11
3.7682530879974365,1983-08-12
3.749871253967285,1983-08-15
3.915304183959961,1983-08-16
3.9704511165618896,1983-08-17
3.9520678520202637,1983-08-18
3.9612605571746826,1983-08-19
3.8969249725341797,1983-08-22
3.915304183959961,1983-08-23
3.8877336978912354,1983-08-24
3.8785414695739746,1983-08-25
3.915304183959961,1983-08-26
3.8969249725341797,1983-08-29
3.9336891174316406,1983-08-30
4.043978691101074,1983-08-31
4.11750602722168,1983-09-01
4.191030025482178,1983-09-02
4.209412574768066,1983-09-06
4.1726508140563965,1983-09-07
4.227797031402588,1983-09-08
4.264557838439941,1983-09-09
4.227797031402588,1983-09-12
4.154268741607666,1983-09-13
4.227797031402588,1983-09-14
4.21860408782959,1983-09-15
4.273746490478516,1983-09-16
4.21860408782959,1983-09-19
4.319703578948975,1983-09-20
4.264557838439941,1983-09-21
4.264557838439941,1983-09-22
4.282939910888672,1983-09-23
4.3013224601745605,1983-09-26
4.255368709564209,1983-09-27
4.227797031402588,1983-09-28
4.227797031402588,1983-09-29
4.191030025482178,1983-09-30
4.135887145996094,1983-10-03
4.145076274871826,1983-10-04
