SPOT,Date
223.5800018310547,2022-01-07
224.41000366210938,2022-01-10
234.97000122070312,2022-01-11
231.30999755859375,2022-01-12
226.4499969482422,2022-01-13
218.55999755859375,2022-01-14
210.8699951171875,2022-01-18
207.35000610351562,2022-01-19
208.66000366210938,2022-01-20
195.52999877929688,2022-01-21
193.55999755859375,2022-01-24
184.0399932861328,2022-01-25
174.7899932861328,2022-01-26
171.32000732421875,2022-01-27
172.97999572753906,2022-01-28
196.25999450683594,2022-01-31
203.6199951171875,2022-02-01
191.9199981689453,2022-02-02
159.75999450683594,2022-02-03
174.42999267578125,2022-02-04
171.50999450683594,2022-02-07
165.9199981689453,2022-02-08
175.49000549316406,2022-02-09
167.8300018310547,2022-02-10
161.92999267578125,2022-02-11
162.2100067138672,2022-02-14
168.05999755859375,2022-02-15
163.94000244140625,2022-02-16
159.22000122070312,2022-02-17
152.27000427246094,2022-02-18
149.3800048828125,2022-02-22
144.1699981689453,2022-02-23
149.2100067138672,2022-02-24
151.91000366210938,2022-02-25
156.19000244140625,2022-02-28
151.25,2022-03-01
149.47999572753906,2022-03-02
139.9199981689453,2022-03-03
135.1699981689453,2022-03-04
130.50999450683594,2022-03-07
131.67999267578125,2022-03-08
136.4199981689453,2022-03-09
132.6699981689453,2022-03-10
124.29000091552734,2022-03-11
119.47000122070312,2022-03-14
123.83999633789062,2022-03-15
133.5800018310547,2022-03-16
138.72999572753906,2022-03-17
144.77999877929688,2022-03-18
140.4199981689453,2022-03-21
147.47000122070312,2022-03-22
148.57000732421875,2022-03-23
149.25999450683594,2022-03-24
146.0399932861328,2022-03-25
150.1300048828125,2022-03-28
157.30999755859375,2022-03-29
156.16000366210938,2022-03-30
151.02000427246094,2022-03-31
153.6999969482422,2022-04-01
158.83999633789062,2022-04-04
148.91000366210938,2022-04-05
145.63999938964844,2022-04-06
141.38999938964844,2022-04-07
141.27999877929688,2022-04-08
139.61000061035156,2022-04-11
138.89999389648438,2022-04-12
141.33999633789062,2022-04-13
136.27000427246094,2022-04-14
134.42999267578125,2022-04-18
137.41000366210938,2022-04-19
122.48999786376953,2022-04-20
112.62000274658203,2022-04-21
110.20999908447266,2022-04-22
112.13999938964844,2022-04-25
110.41000366210938,2022-04-26
96.66999816894531,2022-04-27
102.68000030517578,2022-04-28
101.6500015258789,2022-04-29
108.86000061035156,2022-05-02
109.48999786376953,2022-05-03
112.55000305175781,2022-05-04
105.58999633789062,2022-05-05
104.68000030517578,2022-05-06
94.44000244140625,2022-05-09
99.16999816894531,2022-05-10
91.94000244140625,2022-05-11
97.08000183105469,2022-05-12
106.08999633789062,2022-05-13
101.05000305175781,2022-05-16
105.05999755859375,2022-05-17
104.4000015258789,2022-05-18
105.7699966430664,2022-05-19
107.2699966430664,2022-05-20
109.06999969482422,2022-05-23
103.5,2022-05-24
108.79000091552734,2022-05-25
108.62000274658203,2022-05-26
112.97000122070312,2022-05-27
112.7699966430664,2022-05-31
110.0,2022-06-01
116.5,2022-06-02
112.2300033569336,2022-06-03
111.04000091552734,2022-06-06
109.43000030517578,2022-06-07
116.02999877929688,2022-06-08
111.93000030517578,2022-06-09
102.2300033569336,2022-06-10
98.61000061035156,2022-06-13
98.05000305175781,2022-06-14
105.3499984741211,2022-06-15
97.8499984741211,2022-06-16
99.2699966430664,2022-06-17
101.4000015258789,2022-06-21
99.33000183105469,2022-06-22
102.19000244140625,2022-06-23
107.0,2022-06-24
106.2699966430664,2022-06-27
99.0,2022-06-28
97.95999908447266,2022-06-29
93.83000183105469,2022-06-30
97.5199966430664,2022-07-01
104.83000183105469,2022-07-05
102.87000274658203,2022-07-06
105.83000183105469,2022-07-07
104.23999786376953,2022-07-08
99.1500015258789,2022-07-11
99.58000183105469,2022-07-12
99.20999908447266,2022-07-13
96.31999969482422,2022-07-14
102.33000183105469,2022-07-15
103.56999969482422,2022-07-18
108.68000030517578,2022-07-19
113.25,2022-07-20
115.62000274658203,2022-07-21
111.6500015258789,2022-07-22
110.41999816894531,2022-07-25
103.97000122070312,2022-07-26
116.61000061035156,2022-07-27
114.58999633789062,2022-07-28
113.0199966430664,2022-07-29
115.3499984741211,2022-08-01
116.0,2022-08-02
120.45999908447266,2022-08-03
122.4000015258789,2022-08-04
118.7300033569336,2022-08-05
119.69999694824219,2022-08-08
115.55999755859375,2022-08-09
120.08999633789062,2022-08-10
122.7300033569336,2022-08-11
123.62999725341797,2022-08-12
122.5999984741211,2022-08-15
120.0999984741211,2022-08-16
114.1500015258789,2022-08-17
114.38999938964844,2022-08-18
111.43000030517578,2022-08-19
109.5999984741211,2022-08-22
108.02999877929688,2022-08-23
110.05000305175781,2022-08-24
113.52999877929688,2022-08-25
109.30999755859375,2022-08-26
108.55999755859375,2022-08-29
107.2300033569336,2022-08-30
108.1500015258789,2022-08-31
106.5199966430664,2022-09-01
104.41999816894531,2022-09-02
102.58999633789062,2022-09-06
105.86000061035156,2022-09-07
105.18000030517578,2022-09-08
110.27999877929688,2022-09-09
111.33999633789062,2022-09-12
101.95999908447266,2022-09-13
102.44999694824219,2022-09-14
103.95999908447266,2022-09-15
100.33999633789062,2022-09-16
99.69999694824219,2022-09-19
97.26000213623047,2022-09-20
95.38999938964844,2022-09-21
92.44999694824219,2022-09-22
89.33999633789062,2022-09-23
89.13999938964844,2022-09-26
89.5,2022-09-27
92.87999725341797,2022-09-28
86.83999633789062,2022-09-29
86.30000305175781,2022-09-30
89.0,2022-10-03
94.62999725341797,2022-10-04
91.4000015258789,2022-10-05
92.25,2022-10-06
88.01000213623047,2022-10-07
85.97000122070312,2022-10-10
82.12999725341797,2022-10-11
83.18000030517578,2022-10-12
82.6500015258789,2022-10-13
81.79000091552734,2022-10-14
86.72000122070312,2022-10-17
88.04000091552734,2022-10-18
88.75,2022-10-19
87.73999786376953,2022-10-20
88.69999694824219,2022-10-21
94.66000366210938,2022-10-24
97.05000305175781,2022-10-25
84.41999816894531,2022-10-26
81.73999786376953,2022-10-27
83.36000061035156,2022-10-28
80.58000183105469,2022-10-31
80.16999816894531,2022-11-01
75.0,2022-11-02
71.72000122070312,2022-11-03
71.05000305175781,2022-11-04
73.44000244140625,2022-11-07
73.2699966430664,2022-11-08
71.4000015258789,2022-11-09
78.44000244140625,2022-11-10
83.70999908447266,2022-11-11
82.5,2022-11-14
85.11000061035156,2022-11-15
82.5,2022-11-16
79.44999694824219,2022-11-17
76.98999786376953,2022-11-18
74.12000274658203,2022-11-21
75.25,2022-11-22
78.26000213623047,2022-11-23
78.7300033569336,2022-11-25
76.7300033569336,2022-11-28
75.0999984741211,2022-11-29
79.41999816894531,2022-11-30
79.44999694824219,2022-12-01
80.30999755859375,2022-12-02
78.30999755859375,2022-12-05
75.16000366210938,2022-12-06
75.72000122070312,2022-12-07
77.80000305175781,2022-12-08
78.16999816894531,2022-12-09
79.7300033569336,2022-12-12
80.95999908447266,2022-12-13
79.31999969482422,2022-12-14
72.36000061035156,2022-12-15
74.73999786376953,2022-12-16
73.26000213623047,2022-12-19
76.51000213623047,2022-12-20
77.48999786376953,2022-12-21
77.95999908447266,2022-12-22
77.69999694824219,2022-12-23
76.5199966430664,2022-12-27
76.61000061035156,2022-12-28
79.01000213623047,2022-12-29
78.94999694824219,2022-12-30
81.9000015258789,2023-01-03
81.33000183105469,2023-01-04
81.58000183105469,2023-01-05
83.54000091552734,2023-01-06
85.04000091552734,2023-01-09
90.79000091552734,2023-01-10
91.75,2023-01-11
91.19999694824219,2023-01-12
92.05999755859375,2023-01-13
91.75,2023-01-17
92.7300033569336,2023-01-18
93.58000183105469,2023-01-19
97.91000366210938,2023-01-20
99.94000244140625,2023-01-23
99.29000091552734,2023-01-24
100.02999877929688,2023-01-25
101.30000305175781,2023-01-26
102.23999786376953,2023-01-27
100.0,2023-01-30
112.72000122070312,2023-01-31
118.13999938964844,2023-02-01
122.56999969482422,2023-02-02
121.16999816894531,2023-02-03
122.91999816894531,2023-02-06
125.37999725341797,2023-02-07
123.68000030517578,2023-02-08
120.83000183105469,2023-02-09
125.16000366210938,2023-02-10
122.31999969482422,2023-02-13
126.0999984741211,2023-02-14
128.27000427246094,2023-02-15
125.56999969482422,2023-02-16
125.33000183105469,2023-02-17
120.3499984741211,2023-02-21
120.06999969482422,2023-02-22
118.86000061035156,2023-02-23
117.13999938964844,2023-02-24
116.83999633789062,2023-02-27
116.30000305175781,2023-02-28
117.19999694824219,2023-03-01
118.4800033569336,2023-03-02
123.73999786376953,2023-03-03
126.37999725341797,2023-03-06
126.33000183105469,2023-03-07
126.98999786376953,2023-03-08
123.93000030517578,2023-03-09
121.66000366210938,2023-03-10
123.38999938964844,2023-03-13
125.54000091552734,2023-03-14
125.6500015258789,2023-03-15
129.2100067138672,2023-03-16
127.08999633789062,2023-03-17
126.41000366210938,2023-03-20
128.80999755859375,2023-03-21
128.1999969482422,2023-03-22
131.0500030517578,2023-03-23
128.3000030517578,2023-03-24
129.47999572753906,2023-03-27
128.1199951171875,2023-03-28
129.8699951171875,2023-03-29
130.8300018310547,2023-03-30
133.6199951171875,2023-03-31
136.44000244140625,2023-04-03
134.8800048828125,2023-04-04
131.25,2023-04-05
132.47999572753906,2023-04-06
132.25,2023-04-10
131.27999877929688,2023-04-11
130.9199981689453,2023-04-12
134.9600067138672,2023-04-13
134.74000549316406,2023-04-14
133.77999877929688,2023-04-17
134.57000732421875,2023-04-18
133.55999755859375,2023-04-19
133.3300018310547,2023-04-20
133.75999450683594,2023-04-21
131.4499969482422,2023-04-24
138.1999969482422,2023-04-25
133.1199951171875,2023-04-26
132.1699981689453,2023-04-27
133.60000610351562,2023-04-28
138.42999267578125,2023-05-01
136.38999938964844,2023-05-02
138.05999755859375,2023-05-03
140.47999572753906,2023-05-04
141.75,2023-05-05
144.52999877929688,2023-05-08
143.6999969482422,2023-05-09
147.74000549316406,2023-05-10
147.05999755859375,2023-05-11
142.52999877929688,2023-05-12
144.22000122070312,2023-05-15
146.32000732421875,2023-05-16
146.0,2023-05-17
151.47999572753906,2023-05-18
149.42999267578125,2023-05-19
148.60000610351562,2023-05-22
147.6699981689453,2023-05-23
147.0399932861328,2023-05-24
147.64999389648438,2023-05-25
150.30999755859375,2023-05-26
148.00999450683594,2023-05-30
148.89999389648438,2023-05-31
153.9199981689453,2023-06-01
151.74000549316406,2023-06-02
156.33999633789062,2023-06-05
153.02999877929688,2023-06-06
148.30999755859375,2023-06-07
149.47000122070312,2023-06-08
150.47999572753906,2023-06-09
150.60000610351562,2023-06-12
151.5399932861328,2023-06-13
151.64999389648438,2023-06-14
152.17999267578125,2023-06-15
159.99000549316406,2023-06-16
156.82000732421875,2023-06-20
155.92999267578125,2023-06-21
159.08999633789062,2023-06-22
157.49000549316406,2023-06-23
153.77999877929688,2023-06-26
158.6199951171875,2023-06-27
160.57000732421875,2023-06-28
159.25999450683594,2023-06-29
160.5500030517578,2023-06-30
160.55999755859375,2023-07-03
160.72999572753906,2023-07-05
156.6199951171875,2023-07-06
156.97000122070312,2023-07-07
157.38999938964844,2023-07-10
160.5800018310547,2023-07-11
165.7899932861328,2023-07-12
171.10000610351562,2023-07-13
172.02999877929688,2023-07-14
179.1699981689453,2023-07-17
179.5800018310547,2023-07-18
179.83999633789062,2023-07-19
172.47999572753906,2023-07-20
171.7100067138672,2023-07-21
163.72000122070312,2023-07-24
140.3800048828125,2023-07-25
149.1300048828125,2023-07-26
144.52000427246094,2023-07-27
148.60000610351562,2023-07-28
149.41000366210938,2023-07-31
150.83999633789062,2023-08-01
146.50999450683594,2023-08-02
145.4199981689453,2023-08-03
144.1199951171875,2023-08-04
141.99000549316406,2023-08-07
138.3699951171875,2023-08-08
139.08999633789062,2023-08-09
136.42999267578125,2023-08-10
138.67999267578125,2023-08-11
139.3800048828125,2023-08-14
133.42999267578125,2023-08-15
134.35000610351562,2023-08-16
131.57000732421875,2023-08-17
131.8699951171875,2023-08-18
132.49000549316406,2023-08-21
133.44000244140625,2023-08-22
138.24000549316406,2023-08-23
135.75999450683594,2023-08-24
137.22000122070312,2023-08-25
141.25999450683594,2023-08-28
144.50999450683594,2023-08-29
149.4499969482422,2023-08-30
153.97000122070312,2023-08-31
157.55999755859375,2023-09-01
159.32000732421875,2023-09-05
160.47000122070312,2023-09-06
160.10000610351562,2023-09-07
155.47000122070312,2023-09-08
157.66000366210938,2023-09-11
154.64999389648438,2023-09-12
155.49000549316406,2023-09-13
157.14999389648438,2023-09-14
158.5800018310547,2023-09-15
159.24000549316406,2023-09-18
160.1699981689453,2023-09-19
160.77000427246094,2023-09-20
154.05999755859375,2023-09-21
156.35000610351562,2023-09-22
155.52000427246094,2023-09-25
152.36000061035156,2023-09-26
153.75,2023-09-27
153.52999877929688,2023-09-28
154.63999938964844,2023-09-29
158.11000061035156,2023-10-02
154.50999450683594,2023-10-03
159.5800018310547,2023-10-04
157.30999755859375,2023-10-05
160.52999877929688,2023-10-06
156.4499969482422,2023-10-09
157.60000610351562,2023-10-10
156.57000732421875,2023-10-11
158.1199951171875,2023-10-12
153.55999755859375,2023-10-13
158.1199951171875,2023-10-16
157.3300018310547,2023-10-17
148.9199981689453,2023-10-18
149.97000122070312,2023-10-19
149.9199981689453,2023-10-20
154.61000061035156,2023-10-23
170.6300048828125,2023-10-24
161.82000732421875,2023-10-25
158.3800048828125,2023-10-26
159.35000610351562,2023-10-27
162.6699981689453,2023-10-30
164.75999450683594,2023-10-31
167.6300048828125,2023-11-01
167.30999755859375,2023-11-02
169.97999572753906,2023-11-03
167.24000549316406,2023-11-06
165.5,2023-11-07
169.97000122070312,2023-11-08
170.27999877929688,2023-11-09
170.97999572753906,2023-11-10
171.1699981689453,2023-11-13
174.41000366210938,2023-11-14
173.75999450683594,2023-11-15
175.27999877929688,2023-11-16
176.0500030517578,2023-11-17
179.86000061035156,2023-11-20
178.67999267578125,2023-11-21
181.1999969482422,2023-11-22
181.6999969482422,2023-11-24
183.0399932861328,2023-11-27
182.61000061035156,2023-11-28
182.30999755859375,2023-11-29
185.11000061035156,2023-11-30
180.69000244140625,2023-12-01
194.1699981689453,2023-12-04
199.32000732421875,2023-12-05
193.7899932861328,2023-12-06
195.82000732421875,2023-12-07
198.0500030517578,2023-12-08
197.75999450683594,2023-12-11
199.0,2023-12-12
199.49000549316406,2023-12-13
196.14999389648438,2023-12-14
192.1699981689453,2023-12-15
193.0399932861328,2023-12-18
190.8300018310547,2023-12-19
188.7100067138672,2023-12-20
192.85000610351562,2023-12-21
189.58999633789062,2023-12-22
189.8800048828125,2023-12-26
190.27000427246094,2023-12-27
188.75,2023-12-28
187.91000366210938,2023-12-29
188.8000030517578,2024-01-02
187.94000244140625,2024-01-03
192.5800018310547,2024-01-04
193.52000427246094,2024-01-05
197.25,2024-01-08
193.02000427246094,2024-01-09
196.7899932861328,2024-01-10
200.82000732421875,2024-01-11
203.02999877929688,2024-01-12
203.35000610351562,2024-01-16
198.67999267578125,2024-01-17
204.82000732421875,2024-01-18
204.7100067138672,2024-01-19
205.6699981689453,2024-01-22
206.7100067138672,2024-01-23
211.13999938964844,2024-01-24
214.17999267578125,2024-01-25
214.2899932861328,2024-01-26
218.61000061035156,2024-01-29
217.6199951171875,2024-01-30
215.35000610351562,2024-01-31
218.9600067138672,2024-02-01
222.47000122070312,2024-02-02
223.25,2024-02-05
231.9199981689453,2024-02-06
240.8300018310547,2024-02-07
240.00999450683594,2024-02-08
240.77000427246094,2024-02-09
234.67999267578125,2024-02-12
238.0,2024-02-13
244.1699981689453,2024-02-14
245.50999450683594,2024-02-15
246.25,2024-02-16
243.39999389648438,2024-02-20
245.08999633789062,2024-02-21
248.1199951171875,2024-02-22
256.1000061035156,2024-02-23
254.99000549316406,2024-02-26
253.02000427246094,2024-02-27
252.25,2024-02-28
256.4100036621094,2024-02-29
263.75,2024-03-01
270.0,2024-03-04
267.0,2024-03-05
268.0299987792969,2024-03-06
270.3500061035156,2024-03-07
259.3999938964844,2024-03-08
254.4499969482422,2024-03-11
258.0899963378906,2024-03-12
257.260009765625,2024-03-13
257.1300048828125,2024-03-14
254.88999938964844,2024-03-15
254.14999389648438,2024-03-18
252.75999450683594,2024-03-19
261.7200012207031,2024-03-20
259.6400146484375,2024-03-21
264.95001220703125,2024-03-22
261.9200134277344,2024-03-25
262.80999755859375,2024-03-26
260.20001220703125,2024-03-27
263.8999938964844,2024-03-28
266.42999267578125,2024-04-01
269.5799865722656,2024-04-02
291.7699890136719,2024-04-03
295.9599914550781,2024-04-04
310.30999755859375,2024-04-05
309.07000732421875,2024-04-08
300.7300109863281,2024-04-09
