IPG,Date
0.40548256039619446,1980-03-17
0.40189439058303833,1980-03-18
0.40189439058303833,1980-03-19
0.40548256039619446,1980-03-20
0.40548256039619446,1980-03-21
0.38395261764526367,1980-03-24
0.38395261764526367,1980-03-25
0.3929235637187958,1980-03-26
0.39112913608551025,1980-03-27
0.3875408470630646,1980-03-28
0.40548256039619446,1980-03-31
0.40189439058303833,1980-04-01
0.40189439058303833,1980-04-02
0.39830562472343445,1980-04-03
0.3875408470630646,1980-04-07
0.3875408470630646,1980-04-08
0.39112913608551025,1980-04-09
0.39471763372421265,1980-04-10
0.39830562472343445,1980-04-11
0.39830562472343445,1980-04-14
0.39112913608551025,1980-04-15
0.39471763372421265,1980-04-16
0.39471763372421265,1980-04-17
0.39471763372421265,1980-04-18
0.39471763372421265,1980-04-21
0.39830562472343445,1980-04-22
0.39471763372421265,1980-04-23
0.3875408470630646,1980-04-24
0.3875408470630646,1980-04-25
0.39471763372421265,1980-04-28
0.39112913608551025,1980-04-29
0.3929235637187958,1980-04-30
0.3893347978591919,1980-05-01
0.3893347978591919,1980-05-02
0.3893347978591919,1980-05-05
0.3875408470630646,1980-05-06
0.40010035037994385,1980-05-07
0.40548256039619446,1980-05-08
0.39830562472343445,1980-05-09
0.3929235637187958,1980-05-12
0.39830562472343445,1980-05-13
0.4090709984302521,1980-05-14
0.43060067296028137,1980-05-15
0.41983598470687866,1980-05-16
0.41983598470687866,1980-05-19
0.4126591086387634,1980-05-20
0.4162478446960449,1980-05-21
0.4126591086387634,1980-05-22
0.4162478446960449,1980-05-23
0.4252186417579651,1980-05-27
0.42701268196105957,1980-05-28
0.4252186417579651,1980-05-29
0.4252186417579651,1980-05-30
0.42162999510765076,1980-06-02
0.42162999510765076,1980-06-03
0.41983598470687866,1980-06-04
0.4252186417579651,1980-06-05
0.42880675196647644,1980-06-06
0.4323955476284027,1980-06-09
0.43060067296028137,1980-06-10
0.44495412707328796,1980-06-11
0.44495412707328796,1980-06-12
0.4395715594291687,1980-06-13
0.4521309733390808,1980-06-16
0.45930764079093933,1980-06-17
0.4395715594291687,1980-06-18
0.43777763843536377,1980-06-19
0.43418946862220764,1980-06-20
0.43598344922065735,1980-06-23
0.44854310154914856,1980-06-24
0.441366046667099,1980-06-25
0.44495412707328796,1980-06-26
0.43777763843536377,1980-06-27
0.43777763843536377,1980-06-30
0.43060067296028137,1980-07-01
0.441366046667099,1980-07-02
0.44495412707328796,1980-07-03
0.44495412707328796,1980-07-07
0.44854310154914856,1980-07-08
0.45571932196617126,1980-07-09
0.4521309733390808,1980-07-10
0.45930764079093933,1980-07-11
0.47007235884666443,1980-07-14
0.47007235884666443,1980-07-15
0.46289581060409546,1980-07-16
0.471866637468338,1980-07-17
0.47724953293800354,1980-07-18
0.48801398277282715,1980-07-21
0.49519094824790955,1980-07-22
0.4844260513782501,1980-07-23
0.49519094824790955,1980-07-24
0.4916028082370758,1980-07-25
0.4916028082370758,1980-07-28
0.48801398277282715,1980-07-29
0.47007235884666443,1980-07-30
0.471866637468338,1980-07-31
0.4521309733390808,1980-08-01
0.45571932196617126,1980-08-04
0.4521309733390808,1980-08-05
0.4539251923561096,1980-08-06
0.4521309733390808,1980-08-07
0.4521309733390808,1980-08-08
0.44854310154914856,1980-08-11
0.43777763843536377,1980-08-12
0.4467483460903168,1980-08-13
0.44854310154914856,1980-08-14
0.4467483460903168,1980-08-15
0.4395715594291687,1980-08-18
0.43060067296028137,1980-08-19
0.43060067296028137,1980-08-20
0.43060067296028137,1980-08-21
0.43060067296028137,1980-08-22
0.43060067296028137,1980-08-25
0.4467483460903168,1980-08-26
0.44495412707328796,1980-08-27
0.44495412707328796,1980-08-28
0.45930764079093933,1980-08-29
0.471866637468338,1980-09-02
0.47366100549697876,1980-09-03
0.4844260513782501,1980-09-04
0.48801398277282715,1980-09-05
0.4808379113674164,1980-09-08
0.47724953293800354,1980-09-09
0.49519094824790955,1980-09-10
0.502367377281189,1980-09-11
0.49877965450286865,1980-09-12
0.49519094824790955,1980-09-15
0.50595623254776,1980-09-16
0.50595623254776,1980-09-17
0.50595623254776,1980-09-18
0.5095444321632385,1980-09-19
0.502367377281189,1980-09-22
0.50595623254776,1980-09-23
0.5167209506034851,1980-09-24
0.5185151100158691,1980-09-25
0.5203094482421875,1980-09-26
0.5167209506034851,1980-09-29
0.5185151100158691,1980-09-30
0.5149271488189697,1980-10-01
0.5221041440963745,1980-10-02
0.5167209506034851,1980-10-03
0.5238978266716003,1980-10-06
0.5238978266716003,1980-10-07
0.5203094482421875,1980-10-08
0.5203094482421875,1980-10-09
0.5203094482421875,1980-10-10
0.5185151100158691,1980-10-13
0.5185151100158691,1980-10-14
0.5310746431350708,1980-10-15
0.538251519203186,1980-10-16
0.5203094482421875,1980-10-17
0.5167209506034851,1980-10-20
0.5238978266716003,1980-10-21
0.5238978266716003,1980-10-22
0.5274860858917236,1980-10-23
0.5274860858917236,1980-10-24
0.5274860858917236,1980-10-27
0.5131331086158752,1980-10-28
0.5131331086158752,1980-10-29
0.5131331086158752,1980-10-30
0.5131331086158752,1980-10-31
0.502367377281189,1980-11-03
0.50595623254776,1980-11-05
0.48801398277282715,1980-11-06
0.4844260513782501,1980-11-07
0.4844260513782501,1980-11-10
0.4808379113674164,1980-11-11
0.48621994256973267,1980-11-12
0.48621994256973267,1980-11-13
0.48801398277282715,1980-11-14
0.4898087978363037,1980-11-17
0.4916028082370758,1980-11-18
0.48801398277282715,1980-11-19
0.47904345393180847,1980-11-20
0.4808379113674164,1980-11-21
0.4808379113674164,1980-11-24
0.47366100549697876,1980-11-25
0.47366100549697876,1980-11-26
0.47007235884666443,1980-11-28
0.45571932196617126,1980-12-01
0.44495412707328796,1980-12-02
0.44854310154914856,1980-12-03
0.45930764079093933,1980-12-04
0.46469026803970337,1980-12-05
0.45571932196617126,1980-12-08
0.44495412707328796,1980-12-09
0.44495412707328796,1980-12-10
0.44854310154914856,1980-12-11
0.44854310154914856,1980-12-12
0.4521309733390808,1980-12-15
0.44495412707328796,1980-12-16
0.44495412707328796,1980-12-17
0.4467483460903168,1980-12-18
0.45033714175224304,1980-12-19
0.4467483460903168,1980-12-22
0.45033714175224304,1980-12-23
0.45033714175224304,1980-12-24
0.44854310154914856,1980-12-26
0.44495412707328796,1980-12-29
0.45033714175224304,1980-12-30
0.4467483460903168,1980-12-31
0.4431602656841278,1981-01-02
0.4431602656841278,1981-01-05
0.441366046667099,1981-01-06
0.4431602656841278,1981-01-07
0.4395715594291687,1981-01-08
0.43777763843536377,1981-01-09
0.441366046667099,1981-01-12
0.4431602656841278,1981-01-13
0.44854310154914856,1981-01-14
0.4575136601924896,1981-01-15
0.4575136601924896,1981-01-16
0.45930764079093933,1981-01-19
0.44854310154914856,1981-01-20
0.44854310154914856,1981-01-21
0.44495412707328796,1981-01-22
0.44495412707328796,1981-01-23
0.44495412707328796,1981-01-26
0.44854310154914856,1981-01-27
0.44854310154914856,1981-01-28
0.44854310154914856,1981-01-29
0.44854310154914856,1981-01-30
0.44495412707328796,1981-02-02
0.4467483460903168,1981-02-03
0.4521309733390808,1981-02-04
0.4539251923561096,1981-02-05
0.4575136601924896,1981-02-06
0.45930764079093933,1981-02-09
0.45571932196617126,1981-02-10
0.44495412707328796,1981-02-11
0.44854310154914856,1981-02-12
0.44495412707328796,1981-02-13
0.44495412707328796,1981-02-17
0.4431602656841278,1981-02-18
0.4467483460903168,1981-02-19
0.43777763843536377,1981-02-20
0.43777763843536377,1981-02-23
0.441366046667099,1981-02-24
0.44495412707328796,1981-02-25
0.45571932196617126,1981-02-26
0.45571932196617126,1981-02-27
0.45571932196617126,1981-03-02
0.45571932196617126,1981-03-03
0.4521309733390808,1981-03-04
0.45571932196617126,1981-03-05
0.45571932196617126,1981-03-06
0.45571932196617126,1981-03-09
0.45571932196617126,1981-03-10
0.45571932196617126,1981-03-11
0.45930764079093933,1981-03-12
0.45930764079093933,1981-03-13
0.45571932196617126,1981-03-16
0.461101770401001,1981-03-17
0.461101770401001,1981-03-18
0.4521309733390808,1981-03-19
0.4521309733390808,1981-03-20
0.4467483460903168,1981-03-23
0.45571932196617126,1981-03-24
0.4539251923561096,1981-03-25
0.4521309733390808,1981-03-26
0.4539251923561096,1981-03-27
0.461101770401001,1981-03-30
0.45930764079093933,1981-03-31
0.4664846956729889,1981-04-01
0.4682784378528595,1981-04-02
0.47724953293800354,1981-04-03
0.48621994256973267,1981-04-06
0.4916028082370758,1981-04-07
0.48801398277282715,1981-04-08
0.48801398277282715,1981-04-09
0.4916028082370758,1981-04-10
0.48801398277282715,1981-04-13
0.48801398277282715,1981-04-14
0.49519094824790955,1981-04-15
0.502367377281189,1981-04-16
0.502367377281189,1981-04-20
0.5077504515647888,1981-04-21
0.5203094482421875,1981-04-22
0.5310746431350708,1981-04-23
0.5256921648979187,1981-04-24
0.5221041440963745,1981-04-27
0.5167209506034851,1981-04-28
0.5167209506034851,1981-04-29
0.5131331086158752,1981-04-30
0.5149271488189697,1981-05-01
0.50595623254776,1981-05-04
0.49877965450286865,1981-05-05
0.49519094824790955,1981-05-06
0.49519094824790955,1981-05-07
0.502367377281189,1981-05-08
0.502367377281189,1981-05-11
0.50595623254776,1981-05-12
0.50595623254776,1981-05-13
0.5095444321632385,1981-05-14
0.5095444321632385,1981-05-15
0.5095444321632385,1981-05-18
0.5095444321632385,1981-05-19
0.5167209506034851,1981-05-20
0.5203094482421875,1981-05-21
0.5185151100158691,1981-05-22
0.5238978266716003,1981-05-26
0.5221041440963745,1981-05-27
0.5310746431350708,1981-05-28
0.5274860858917236,1981-05-29
0.5274860858917236,1981-06-01
0.5256921648979187,1981-06-02
0.5310746431350708,1981-06-03
0.5310746431350708,1981-06-04
0.5310746431350708,1981-06-05
0.5292805433273315,1981-06-08
0.534662663936615,1981-06-09
0.5256921648979187,1981-06-10
0.5256921648979187,1981-06-11
0.5310746431350708,1981-06-12
0.5310746431350708,1981-06-15
0.538251519203186,1981-06-16
0.5256921648979187,1981-06-17
0.5185151100158691,1981-06-18
0.5221041440963745,1981-06-19
0.5077504515647888,1981-06-22
0.5131331086158752,1981-06-23
0.5131331086158752,1981-06-24
0.5041615962982178,1981-06-25
0.50595623254776,1981-06-26
0.4933968782424927,1981-06-29
0.49519094824790955,1981-06-30
0.502367377281189,1981-07-01
0.5077504515647888,1981-07-02
0.502367377281189,1981-07-06
0.50595623254776,1981-07-07
0.502367377281189,1981-07-08
0.4969855546951294,1981-07-09
0.4933968782424927,1981-07-10
0.4969855546951294,1981-07-13
0.48801398277282715,1981-07-14
0.4898087978363037,1981-07-15
0.4916028082370758,1981-07-16
0.502367377281189,1981-07-17
0.502367377281189,1981-07-20
0.502367377281189,1981-07-21
0.502367377281189,1981-07-22
0.502367377281189,1981-07-23
0.5041615962982178,1981-07-24
0.502367377281189,1981-07-27
0.49519094824790955,1981-07-28
0.49519094824790955,1981-07-29
0.49877965450286865,1981-07-30
0.502367377281189,1981-07-31
0.49877965450286865,1981-08-03
0.49877965450286865,1981-08-04
0.49877965450286865,1981-08-05
0.49519094824790955,1981-08-06
0.4916028082370758,1981-08-07
0.4664846956729889,1981-08-10
0.461101770401001,1981-08-11
0.46289581060409546,1981-08-12
0.46289581060409546,1981-08-13
0.46289581060409546,1981-08-14
0.4682784378528595,1981-08-17
0.46469026803970337,1981-08-18
0.46289581060409546,1981-08-19
0.45571932196617126,1981-08-20
