ACN,Date
17.907791137695312,2001-12-07
17.720502853393555,2001-12-10
17.83576011657715,2001-12-11
18.131099700927734,2001-12-12
16.784046173095703,2001-12-13
17.036174774169922,2001-12-14
18.339996337890625,2001-12-17
18.692968368530273,2001-12-18
18.750593185424805,2001-12-19
19.485342025756836,2001-12-20
18.837034225463867,2001-12-21
18.736186981201172,2001-12-24
18.90186882019043,2001-12-26
18.937883377075195,2001-12-27
19.12517738342285,2001-12-28
19.391698837280273,2001-12-31
18.8802547454834,2002-01-02
18.289573669433594,2002-01-03
19.95357322692871,2002-01-04
19.05314064025879,2002-01-07
19.65102767944336,2002-01-08
19.859922409057617,2002-01-09
20.04001235961914,2002-01-10
19.067546844482422,2002-01-11
17.965417861938477,2002-01-14
18.289573669433594,2002-01-15
18.728984832763672,2002-01-16
18.728984832763672,2002-01-17
18.55609703063965,2002-01-18
17.979820251464844,2002-01-22
17.684476852416992,2002-01-23
18.512882232666016,2002-01-24
18.152706146240234,2002-01-25
17.288286209106445,2002-01-28
17.201854705810547,2002-01-29
17.972618103027344,2002-01-30
18.570505142211914,2002-01-31
20.169673919677734,2002-02-01
19.672632217407227,2002-02-04
19.593395233154297,2002-02-05
19.463735580444336,2002-02-06
19.80950355529785,2002-02-07
19.967975616455078,2002-02-08
19.30525779724121,2002-02-11
18.714576721191406,2002-02-12
18.584918975830078,2002-02-13
19.449321746826172,2002-02-14
19.77349090576172,2002-02-15
19.413311004638672,2002-02-19
19.521360397338867,2002-02-20
18.728984832763672,2002-02-21
18.462453842163086,2002-02-22
18.152706146240234,2002-02-25
18.49846839904785,2002-02-26
18.541688919067383,2002-02-27
18.865846633911133,2002-02-28
18.873048782348633,2002-03-01
19.30525779724121,2002-03-04
19.989580154418945,2002-03-05
19.83831787109375,2002-03-06
19.550172805786133,2002-03-07
21.531124114990234,2002-03-08
21.538331985473633,2002-03-11
21.473495483398438,2002-03-12
20.99807357788086,2002-03-13
20.652307510375977,2002-03-14
20.8828182220459,2002-03-15
21.19256591796875,2002-03-18
18.728984832763672,2002-03-19
19.12517738342285,2002-03-20
19.730262756347656,2002-03-21
19.903152465820312,2002-03-22
19.485342025756836,2002-03-25
19.240427017211914,2002-03-26
19.096364974975586,2002-03-27
19.233224868774414,2002-03-28
19.19720458984375,2002-04-01
18.728984832763672,2002-04-02
18.736186981201172,2002-04-03
18.080669403076172,2002-04-04
18.123889923095703,2002-04-05
17.30990219116211,2002-04-08
17.583633422851562,2002-04-09
17.4683780670166,2002-04-10
16.243791580200195,2002-04-11
16.22218132019043,2002-04-12
16.164554595947266,2002-04-15
17.108205795288086,2002-04-16
17.273887634277344,2002-04-17
16.63998031616211,2002-04-18
17.634061813354492,2002-04-19
17.583633422851562,2002-04-22
17.245073318481445,2002-04-23
16.675994873046875,2002-04-24
16.193370819091797,2002-04-25
15.703527450561523,2002-04-26
14.59420108795166,2002-04-29
15.444210052490234,2002-04-30
15.184882164001465,2002-05-01
15.27132511138916,2002-05-02
14.313263893127441,2002-05-03
14.55097770690918,2002-05-06
14.882333755493164,2002-05-07
16.006074905395508,2002-05-08
14.55097770690918,2002-05-09
14.738266944885254,2002-05-10
15.235309600830078,2002-05-13
15.739553451538086,2002-05-14
16.006074905395508,2002-05-15
14.40691089630127,2002-05-16
14.40691089630127,2002-05-17
15.458616256713867,2002-05-20
15.055221557617188,2002-05-21
14.911153793334961,2002-05-22
15.134453773498535,2002-05-23
14.997593879699707,2002-05-24
15.235309600830078,2002-05-28
15.184882164001465,2002-05-29
14.918351173400879,2002-05-30
15.019207000732422,2002-05-31
14.630216598510742,2002-06-03
14.140382766723633,2002-06-04
14.183605194091797,2002-06-05
14.061145782470703,2002-06-06
14.370889663696289,2002-06-07
14.651832580566406,2002-06-10
14.687841415405273,2002-06-11
14.493349075317383,2002-06-12
14.234031677246094,2002-06-13
14.40691089630127,2002-06-14
14.875138282775879,2002-06-17
15.09123706817627,2002-06-18
14.702254295349121,2002-06-19
14.385302543640137,2002-06-20
14.190804481506348,2002-06-21
13.794610023498535,2002-06-24
13.506477355957031,2002-06-25
13.506477355957031,2002-06-26
13.556904792785645,2002-06-27
13.686567306518555,2002-06-28
12.065789222717285,2002-07-01
12.173837661743164,2002-07-02
12.606043815612793,2002-07-03
12.894183158874512,2002-07-05
12.65647029876709,2002-07-08
11.957736015319824,2002-07-09
10.985271453857422,2002-07-10
11.201375007629395,2002-07-11
10.156874656677246,2002-07-12
10.408992767333984,2002-07-15
10.769165992736816,2002-07-16
10.769165992736816,2002-07-17
10.012803077697754,2002-07-18
10.697132110595703,2002-07-19
10.697132110595703,2002-07-22
10.459416389465332,2002-07-23
11.021286010742188,2002-07-24
10.617894172668457,2002-07-25
10.711539268493652,2002-07-26
11.864091873168945,2002-07-29
12.267485618591309,2002-07-30
11.885700225830078,2002-07-31
11.878496170043945,2002-08-01
11.7776517868042,2002-08-02
11.006880760192871,2002-08-05
11.720024108886719,2002-08-06
11.871292114257812,2002-08-07
12.02256965637207,2002-08-08
11.900106430053711,2002-08-09
11.842480659484863,2002-08-12
11.611969947814941,2002-08-13
11.705613136291504,2002-08-14
12.325111389160156,2002-08-15
12.901388168334961,2002-08-16
13.477662086486816,2002-08-19
13.470457077026367,2002-08-20
13.470457077026367,2002-08-21
13.326395034790039,2002-08-22
12.894183158874512,2002-08-23
12.606043815612793,2002-08-26
11.741632461547852,2002-08-27
11.453492164611816,2002-08-28
11.741632461547852,2002-08-29
11.849686622619629,2002-08-30
11.345440864562988,2002-09-03
11.59756088256836,2002-09-04
11.36705207824707,2002-09-05
11.525529861450195,2002-09-06
11.69841194152832,2002-09-09
11.626376152038574,2002-09-10
11.741632461547852,2002-09-11
11.741632461547852,2002-09-12
11.345440864562988,2002-09-13
11.633578300476074,2002-09-16
11.626376152038574,2002-09-17
11.446290969848633,2002-09-18
10.156874656677246,2002-09-19
10.538655281066895,2002-09-20
10.632299423217773,2002-09-23
9.940765380859375,2002-09-24
10.264921188354492,2002-09-25
10.408992767333984,2002-09-26
10.192892074584961,2002-09-27
10.28653335571289,2002-09-30
10.733148574829102,2002-10-01
10.10644817352295,2002-10-02
9.328475952148438,2002-10-03
8.788214683532715,2002-10-04
8.903470993041992,2002-10-07
9.328475952148438,2002-10-08
8.975506782531738,2002-10-09
9.616612434387207,2002-10-10
10.322550773620605,2002-10-11
10.4450101852417,2002-10-14
12.05137825012207,2002-10-15
11.51112174987793,2002-10-16
12.094602584838867,2002-10-17
12.209856033325195,2002-10-18
12.440363883972168,2002-10-21
12.238668441772461,2002-10-22
12.606043815612793,2002-10-23
12.382741928100586,2002-10-24
12.692488670349121,2002-10-25
12.570028305053711,2002-10-28
12.065789222717285,2002-10-29
11.96493911743164,2002-10-30
12.159430503845215,2002-10-31
12.173837661743164,2002-11-01
12.173837661743164,2002-11-04
11.820871353149414,2002-11-05
12.202651023864746,2002-11-06
12.606043815612793,2002-11-07
12.613250732421875,2002-11-08
12.490788459777832,2002-11-11
12.606043815612793,2002-11-12
12.930203437805176,2002-11-13
13.686567306518555,2002-11-14
13.477662086486816,2002-11-15
13.902664184570312,2002-11-18
13.499279022216797,2002-11-19
13.326395034790039,2002-11-20
13.456050872802734,2002-11-21
13.326395034790039,2002-11-22
13.095881462097168,2002-11-25
12.750116348266602,2002-11-26
13.492067337036133,2002-11-27
13.86665153503418,2002-11-29
14.421320915222168,2002-12-02
14.025129318237305,2002-12-03
13.067066192626953,2002-12-04
13.052661895751953,2002-12-05
12.74290943145752,2002-12-06
12.872574806213379,2002-12-09
12.966217041015625,2002-12-10
12.894183158874512,2002-12-11
12.77892780303955,2002-12-12
12.692488670349121,2002-12-13
12.822150230407715,2002-12-16
13.023845672607422,2002-12-17
12.959013938903809,2002-12-18
12.634860038757324,2002-12-19
12.353927612304688,2002-12-20
12.389944076538086,2002-12-23
12.584434509277344,2002-12-24
12.865370750427246,2002-12-26
12.74290943145752,2002-12-27
12.83655834197998,2002-12-30
12.959013938903809,2002-12-31
13.405632972717285,2003-01-02
13.506477355957031,2003-01-03
13.758604049682617,2003-01-06
13.492067337036133,2003-01-07
13.398428916931152,2003-01-08
13.23275089263916,2003-01-09
12.18824577331543,2003-01-10
12.534010887145996,2003-01-13
12.245875358581543,2003-01-14
11.813669204711914,2003-01-15
11.345440864562988,2003-01-16
11.741632461547852,2003-01-17
11.331035614013672,2003-01-21
11.280610084533691,2003-01-22
12.137822151184082,2003-01-23
11.972143173217773,2003-01-24
11.748835563659668,2003-01-27
11.820871353149414,2003-01-28
11.734426498413086,2003-01-29
11.669597625732422,2003-01-30
11.92171573638916,2003-01-31
11.741632461547852,2003-02-03
11.7776517868042,2003-02-04
11.799260139465332,2003-02-05
11.518325805664062,2003-02-06
10.884417533874512,2003-02-07
11.021286010742188,2003-02-10
11.093321800231934,2003-02-11
10.553062438964844,2003-02-12
10.58187484741211,2003-02-13
10.999675750732422,2003-02-14
11.525529861450195,2003-02-18
11.525529861450195,2003-02-19
11.23739242553711,2003-02-20
11.273408889770508,2003-02-21
10.927639961242676,2003-02-24
11.403070449829102,2003-02-25
11.23739242553711,2003-02-26
10.805180549621582,2003-02-27
11.050098419189453,2003-02-28
11.31662654876709,2003-03-03
11.244590759277344,2003-03-04
11.359850883483887,2003-03-05
11.547140121459961,2003-03-06
11.381458282470703,2003-03-07
10.949252128601074,2003-03-10
10.207297325134277,2003-03-11
9.933565139770508,2003-03-12
9.962379455566406,2003-03-13
10.502638816833496,2003-03-14
10.956456184387207,2003-03-17
11.287816047668457,2003-03-18
11.093321800231934,2003-03-19
11.086115837097168,2003-03-20
11.439085006713867,2003-03-21
11.453492164611816,2003-03-24
11.345440864562988,2003-03-25
11.266202926635742,2003-03-26
11.302221298217773,2003-03-27
11.287816047668457,2003-03-28
11.16535758972168,2003-03-31
10.790773391723633,2003-04-01
11.31662654876709,2003-04-02
11.23739242553711,2003-04-03
10.999675750732422,2003-04-04
10.97806453704834,2003-04-07
10.740352630615234,2003-04-08
10.24331283569336,2003-04-09
10.394584655761719,2003-04-10
10.128058433532715,2003-04-11
10.733148574829102,2003-04-14
10.610690116882324,2003-04-15
10.372974395751953,2003-04-16
10.625096321105957,2003-04-17
10.805180549621582,2003-04-21
11.431883811950684,2003-04-22
11.561545372009277,2003-04-23
11.323832511901855,2003-04-24
11.266202926635742,2003-04-25
11.37425422668457,2003-04-28
11.37425422668457,2003-04-29
11.539933204650879,2003-04-30
11.655190467834473,2003-05-01
12.02256965637207,2003-05-02
11.957736015319824,2003-05-05
12.015364646911621,2003-05-06
12.080194473266602,2003-05-07
11.849686622619629,2003-05-08
12.137822151184082,2003-05-09
12.029770851135254,2003-05-12
12.029770851135254,2003-05-13
12.238668441772461,2003-05-14
12.440363883972168,2003-05-15
12.591638565063477,2003-05-16
12.30350399017334,2003-05-19
12.123416900634766,2003-05-20
11.756035804748535,2003-05-21
12.080194473266602,2003-05-22
12.49799919128418,2003-05-23
12.029770851135254,2003-05-27
11.92171573638916,2003-05-28
12.173837661743164,2003-05-29
12.62045669555664,2003-05-30
12.598844528198242,2003-06-02
12.397148132324219,2003-06-03
13.355206489562988,2003-06-04
13.290377616882324,2003-06-05
13.11029052734375,2003-06-06
12.706897735595703,2003-06-09
12.555623054504395,2003-06-10
12.389944076538086,2003-06-11
12.029770851135254,2003-06-12
11.734426498413086,2003-06-13
12.541213035583496,2003-06-16
12.64206314086914,2003-06-17
12.591638565063477,2003-06-18
12.858166694641113,2003-06-19
12.872574806213379,2003-06-20
12.951809883117676,2003-06-23
12.714095115661621,2003-06-24
12.483590126037598,2003-06-25
12.966217041015625,2003-06-26
12.865370750427246,2003-06-27
13.031048774719238,2003-06-30
12.959013938903809,2003-07-01
12.850959777832031,2003-07-02
13.074274063110352,2003-07-03
12.97342586517334,2003-07-07
13.967498779296875,2003-07-08
13.837833404541016,2003-07-09
13.758604049682617,2003-07-10
13.607327461242676,2003-07-11
13.578516960144043,2003-07-14
14.803096771240234,2003-07-15
14.65903377532959,2003-07-16
14.298857688903809,2003-07-17
14.875138282775879,2003-07-18
13.895464897155762,2003-07-21
14.306061744689941,2003-07-22
14.370889663696289,2003-07-23
14.226820945739746,2003-07-24
14.349281311035156,2003-07-25
14.291653633117676,2003-07-28
14.291653633117676,2003-07-29
14.226820945739746,2003-07-30
13.989106178283691,2003-07-31
14.644623756408691,2003-08-01
14.500554084777832,2003-08-04
14.025129318237305,2003-08-05
13.830633163452148,2003-08-06
14.298857688903809,2003-08-07
14.421320915222168,2003-08-08
14.068349838256836,2003-08-11
14.190804481506348,2003-08-12
14.082756042480469,2003-08-13
14.680641174316406,2003-08-14
14.839115142822266,2003-08-15
14.723862648010254,2003-08-18
15.242511749267578,2003-08-19
15.120054244995117,2003-08-20
15.34335708618164,2003-08-21
15.516242980957031,2003-08-22
15.112847328186035,2003-08-25
15.120054244995117,2003-08-26
15.076830863952637,2003-08-27
15.033610343933105,2003-08-28
15.242511749267578,2003-08-29
16.09971809387207,2003-09-02
16.863292694091797,2003-09-03
17.122610092163086,2003-09-04
16.733627319335938,2003-09-05
16.539134979248047,2003-09-08
16.52472686767578,2003-09-09
16.042097091674805,2003-09-10
15.847599029541016,2003-09-11
16.229379653930664,2003-09-12
16.611164093017578,2003-09-15
16.841678619384766,2003-09-16
16.27980613708496,2003-09-17
16.423877716064453,2003-09-18
16.142940521240234,2003-09-19
15.545052528381348,2003-09-22
15.408186912536621,2003-09-23
16.027685165405273,2003-09-24
16.27980613708496,2003-09-25
15.854804039001465,2003-09-26
15.862011909484863,2003-09-29
16.09251594543457,2003-09-30
16.042097091674805,2003-10-01
16.33743667602539,2003-10-02
16.1717586517334,2003-10-03
16.632776260375977,2003-10-06
16.654390335083008,2003-10-07
17.072187423706055,2003-10-08
15.93404483795166,2003-10-09
16.114131927490234,2003-10-10
16.042097091674805,2003-10-13
16.35904884338379,2003-10-14
16.03489112854004,2003-10-15
15.962854385375977,2003-10-16
15.775564193725586,2003-10-17
15.847599029541016,2003-10-20
16.150150299072266,2003-10-21
16.495912551879883,2003-10-22
16.33743667602539,2003-10-23
16.114131927490234,2003-10-24
16.128536224365234,2003-10-27
16.76964569091797,2003-10-28
17.007362365722656,2003-10-29
17.072187423706055,2003-10-30
16.856082916259766,2003-10-31
17.417949676513672,2003-11-03
17.533206939697266,2003-11-04
17.504390716552734,2003-11-05
17.57642936706543,2003-11-06
18.044652938842773,2003-11-07
17.69168472290039,2003-11-10
17.684476852416992,2003-11-11
18.2103328704834,2003-11-12
17.77092742919922,2003-11-13
17.540414810180664,2003-11-14
17.57642936706543,2003-11-17
17.374732971191406,2003-11-18
17.324310302734375,2003-11-19
17.4467716217041,2003-11-20
17.403553009033203,2003-11-21
17.907791137695312,2003-11-24
17.619653701782227,2003-11-25
17.814144134521484,2003-11-26
17.93660545349121,2003-11-28
18.253555297851562,2003-12-01
18.476869583129883,2003-12-02
18.714576721191406,2003-12-03
18.44084358215332,2003-12-04
18.24635124206543,2003-12-05
18.044652938842773,2003-12-08
18.181522369384766,2003-12-09
18.102283477783203,2003-12-10
18.023046493530273,2003-12-11
18.015838623046875,2003-12-12
17.943803787231445,2003-12-15
17.69168472290039,2003-12-16
17.612443923950195,2003-12-17
17.900590896606445,2003-12-18
18.44084358215332,2003-12-19
18.34720230102539,2003-12-22
18.728984832763672,2003-12-23
18.96670150756836,2003-12-24
18.743391036987305,2003-12-26
18.952289581298828,2003-12-29
18.88745880126953,2003-12-30
18.95949363708496,2003-12-31
18.671358108520508,2004-01-02
19.204410552978516,2004-01-05
18.981101989746094,2004-01-06
18.548898696899414,2004-01-07
17.929399490356445,2004-01-08
18.167112350463867,2004-01-09
18.664152145385742,2004-01-12
16.323034286499023,2004-01-13
17.064987182617188,2004-01-14
17.000154495239258,2004-01-15
16.899301528930664,2004-01-16
17.129812240600586,2004-01-20
17.396345138549805,2004-01-21
17.922191619873047,2004-01-22
17.36032485961914,2004-01-23
17.77092742919922,2004-01-26
17.288286209106445,2004-01-27
17.115407943725586,2004-01-28
17.05057716369629,2004-01-29
17.05057716369629,2004-01-30
16.654390335083008,2004-02-02
16.740825653076172,2004-02-03
16.27980613708496,2004-02-04
16.30862045288086,2004-02-05
16.44548988342285,2004-02-06
16.409467697143555,2004-02-09
16.423877716064453,2004-02-10
16.488712310791016,2004-02-11
16.603958129882812,2004-02-12
16.899301528930664,2004-02-13
17.028966903686523,2004-02-17
16.805662155151367,2004-02-18
16.567947387695312,2004-02-19
16.373455047607422,2004-02-20
15.86921215057373,2004-02-23
16.53192901611328,2004-02-24
16.575145721435547,2004-02-25
16.632776260375977,2004-02-26
16.63998031616211,2004-02-27
16.62557601928711,2004-03-01
16.726421356201172,2004-03-02
16.567947387695312,2004-03-03
16.848875045776367,2004-03-04
17.000154495239258,2004-03-05
16.935321807861328,2004-03-08
16.870492935180664,2004-03-09
16.740825653076172,2004-03-10
16.351839065551758,2004-03-11
16.409467697143555,2004-03-12
16.546329498291016,2004-03-15
16.94252586364746,2004-03-16
17.05057716369629,2004-03-17
17.23786735534668,2004-03-18
17.345918655395508,2004-03-19
16.949729919433594,2004-03-22
17.14421844482422,2004-03-23
17.108205795288086,2004-03-24
17.043373107910156,2004-03-25
17.209049224853516,2004-03-26
17.324310302734375,2004-03-29
17.612443923950195,2004-03-30
17.864566802978516,2004-03-31
17.88617515563965,2004-04-01
18.102283477783203,2004-04-02
18.512882232666016,2004-04-05
18.116689682006836,2004-04-06
18.109487533569336,2004-04-07
18.181522369384766,2004-04-08
18.512882232666016,2004-04-12
18.354400634765625,2004-04-13
18.23194122314453,2004-04-14
18.116689682006836,2004-04-15
17.698890686035156,2004-04-16
18.224740982055664,2004-04-19
17.951013565063477,2004-04-20
17.83576011657715,2004-04-21
17.4467716217041,2004-04-22
17.749317169189453,2004-04-23
17.569223403930664,2004-04-26
17.4683780670166,2004-04-27
17.115407943725586,2004-04-28
17.108205795288086,2004-04-29
17.122610092163086,2004-04-30
17.273887634277344,2004-05-03
17.252277374267578,2004-05-04
17.432361602783203,2004-05-05
17.38193702697754,2004-05-06
17.064987182617188,2004-05-07
16.675994873046875,2004-05-10
17.14421844482422,2004-05-11
17.01456069946289,2004-05-12
17.173036575317383,2004-05-13
17.173036575317383,2004-05-14
16.748035430908203,2004-05-17
17.01456069946289,2004-05-18
17.072187423706055,2004-05-19
16.841678619384766,2004-05-20
17.043373107910156,2004-05-21
17.108205795288086,2004-05-24
17.093793869018555,2004-05-25
17.331514358520508,2004-05-26
17.59804344177246,2004-05-27
17.727705001831055,2004-05-28
18.267963409423828,2004-06-01
17.987035751342773,2004-06-02
18.059066772460938,2004-06-03
17.972618103027344,2004-06-04
18.131099700927734,2004-06-07
18.354400634765625,2004-06-08
17.88617515563965,2004-06-09
18.116689682006836,2004-06-10
17.99422836303711,2004-06-14
17.900590896606445,2004-06-15
18.23194122314453,2004-06-16
19.29805564880371,2004-06-17
19.593395233154297,2004-06-18
19.25483512878418,2004-06-21
19.175600051879883,2004-06-22
19.85272789001465,2004-06-23
19.75187110900879,2004-06-24
19.787887573242188,2004-06-25
19.66543197631836,2004-06-28
19.564590454101562,2004-06-29
19.795093536376953,2004-06-30
19.93195915222168,2004-07-01
20.104841232299805,2004-07-02
19.622209548950195,2004-07-06
19.62941551208496,2004-07-07
19.622209548950195,2004-07-08
19.442127227783203,2004-07-09
19.067546844482422,2004-07-12
18.512882232666016,2004-07-13
18.664152145385742,2004-07-14
18.728984832763672,2004-07-15
18.491268157958984,2004-07-16
18.462453842163086,2004-07-19
18.584918975830078,2004-07-20
18.419227600097656,2004-07-21
18.123889923095703,2004-07-22
17.943803787231445,2004-07-23
17.59804344177246,2004-07-26
17.720502853393555,2004-07-27
17.4755859375,2004-07-28
17.799739837646484,2004-07-29
17.742111206054688,2004-07-30
17.893383026123047,2004-08-02
17.778127670288086,2004-08-03
17.95821762084961,2004-08-04
17.900590896606445,2004-08-05
17.547618865966797,2004-08-06
17.4611759185791,2004-08-09
17.720502853393555,2004-08-10
17.410751342773438,2004-08-11
16.899301528930664,2004-08-12
17.07939338684082,2004-08-13
17.684476852416992,2004-08-16
17.850160598754883,2004-08-17
18.318387985229492,2004-08-18
18.649738311767578,2004-08-19
18.765005111694336,2004-08-20
18.90186882019043,2004-08-23
18.837034225463867,2004-08-24
18.865846633911133,2004-08-25
18.527284622192383,2004-08-26
18.671358108520508,2004-08-27
18.548898696899414,2004-08-30
18.8010196685791,2004-08-31
19.067546844482422,2004-09-01
18.95949363708496,2004-09-02
18.656951904296875,2004-09-03
18.858652114868164,2004-09-07
19.060340881347656,2004-09-08
19.15398597717285,2004-09-09
19.29085350036621,2004-09-10
18.873048782348633,2004-09-13
19.24763298034668,2004-09-14
19.175600051879883,2004-09-15
19.427717208862305,2004-09-16
19.21881866455078,2004-09-17
19.29805564880371,2004-09-20
19.47814178466797,2004-09-21
19.377294540405273,2004-09-22
19.377294540405273,2004-09-23
19.319665908813477,2004-09-24
19.19720458984375,2004-09-27
19.233224868774414,2004-09-28
19.47093963623047,2004-09-29
19.485342025756836,2004-09-30
19.62941551208496,2004-10-01
19.73746681213379,2004-10-04
19.384498596191406,2004-10-05
19.442127227783203,2004-10-06
19.21881866455078,2004-10-07
19.276447296142578,2004-10-08
19.377294540405273,2004-10-11
19.14678382873535,2004-10-12
17.23786735534668,2004-10-13
16.94252586364746,2004-10-14
16.94252586364746,2004-10-15
17.028966903686523,2004-10-18
17.266677856445312,2004-10-19
17.432361602783203,2004-10-20
17.497196197509766,2004-10-21
17.180240631103516,2004-10-22
17.07939338684082,2004-10-25
17.23786735534668,2004-10-26
17.60524559020996,2004-10-27
17.612443923950195,2004-10-28
17.439565658569336,2004-10-29
17.324310302734375,2004-11-01
17.59804344177246,2004-11-02
17.749317169189453,2004-11-03
18.102283477783203,2004-11-04
18.001432418823242,2004-11-05
17.57642936706543,2004-11-08
17.742111206054688,2004-11-09
17.432361602783203,2004-11-10
17.504390716552734,2004-11-11
17.65566635131836,2004-11-12
18.145509719848633,2004-11-15
18.167112350463867,2004-11-16
18.613727569580078,2004-11-17
18.692968368530273,2004-11-18
18.311187744140625,2004-11-19
18.181522369384766,2004-11-22
18.152706146240234,2004-11-23
18.620929718017578,2004-11-24
18.685762405395508,2004-11-26
18.685762405395508,2004-11-29
18.685762405395508,2004-11-30
19.312471389770508,2004-12-01
19.514162063598633,2004-12-02
19.463735580444336,2004-12-03
19.463735580444336,2004-12-06
19.384498596191406,2004-12-07
19.096364974975586,2004-12-08
18.873048782348633,2004-12-09
19.103567123413086,2004-12-10
19.132375717163086,2004-12-13
19.427717208862305,2004-12-14
19.701454162597656,2004-12-15
19.485342025756836,2004-12-16
19.708650588989258,2004-12-17
19.449321746826172,2004-12-20
19.687040328979492,2004-12-21
19.80950355529785,2004-12-22
19.84552001953125,2004-12-23
19.600603103637695,2004-12-27
19.615018844604492,2004-12-28
19.442127227783203,2004-12-29
19.377294540405273,2004-12-30
19.449321746826172,2004-12-31
18.995508193969727,2005-01-03
18.548898696899414,2005-01-04
18.476869583129883,2005-01-05
18.311187744140625,2005-01-06
19.168394088745117,2005-01-07
19.420516967773438,2005-01-10
19.089157104492188,2005-01-11
19.009912490844727,2005-01-12
18.858652114868164,2005-01-13
18.937883377075195,2005-01-14
18.8010196685791,2005-01-18
18.728984832763672,2005-01-19
18.491268157958984,2005-01-20
18.123889923095703,2005-01-21
17.93660545349121,2005-01-24
18.152706146240234,2005-01-25
18.296772003173828,2005-01-26
18.49846839904785,2005-01-27
18.44084358215332,2005-01-28
18.765005111694336,2005-01-31
18.72177505493164,2005-02-01
18.60653305053711,2005-02-02
18.354400634765625,2005-02-03
18.534494400024414,2005-02-04
18.563304901123047,2005-02-07
18.620929718017578,2005-02-08
18.37601661682129,2005-02-09
18.311187744140625,2005-02-10
18.152706146240234,2005-02-11
17.749317169189453,2005-02-14
17.93660545349121,2005-02-15
18.044652938842773,2005-02-16
17.65566635131836,2005-02-17
17.93660545349121,2005-02-18
17.864566802978516,2005-02-22
17.799739837646484,2005-02-23
17.634061813354492,2005-02-24
18.116689682006836,2005-02-25
18.404827117919922,2005-02-28
18.433645248413086,2005-03-01
18.311187744140625,2005-03-02
18.087879180908203,2005-03-03
18.275169372558594,2005-03-04
18.361604690551758,2005-03-07
18.23914909362793,2005-03-08
18.131099700927734,2005-03-09
17.972618103027344,2005-03-10
17.619653701782227,2005-03-11
17.634061813354492,2005-03-14
17.273887634277344,2005-03-15
17.30990219116211,2005-03-16
17.252277374267578,2005-03-17
17.043373107910156,2005-03-18
17.295495986938477,2005-03-21
17.489986419677734,2005-03-22
17.504390716552734,2005-03-23
17.57642936706543,2005-03-24
17.698890686035156,2005-03-28
17.403553009033203,2005-03-29
17.69168472290039,2005-03-30
17.396345138549805,2005-03-31
17.60524559020996,2005-04-01
17.540414810180664,2005-04-04
17.907791137695312,2005-04-05
17.987035751342773,2005-04-06
