HES,Date
7.306588172912598,1980-10-31
7.260489463806152,1980-11-03
7.629279136657715,1980-11-05
7.560129642486572,1980-11-06
7.606227397918701,1980-11-07
7.9058685302734375,1980-11-10
8.044166564941406,1980-11-11
8.412951469421387,1980-11-12
8.920026779174805,1980-11-13
8.966127395629883,1980-11-14
9.150520324707031,1980-11-17
9.772849082946777,1980-11-18
9.404059410095215,1980-11-19
9.657608032226562,1980-11-20
9.565412521362305,1980-11-21
8.896981239318848,1980-11-24
9.127474784851074,1980-11-25
9.219671249389648,1980-11-26
9.19662094116211,1980-11-28
8.850884437561035,1980-12-01
8.827837944030762,1980-12-02
8.712581634521484,1980-12-03
8.55124282836914,1980-12-04
8.09026050567627,1980-12-05
7.998063564300537,1980-12-08
8.182461738586426,1980-12-09
7.9058685302734375,1980-12-10
7.9058685302734375,1980-12-11
8.29770278930664,1980-12-12
8.251604080200195,1980-12-15
8.366847038269043,1980-12-16
8.597339630126953,1980-12-17
8.366847038269043,1980-12-18
8.29770278930664,1980-12-19
8.274653434753418,1980-12-22
7.836723327636719,1980-12-23
8.044166564941406,1980-12-24
8.205506324768066,1980-12-26
8.044166564941406,1980-12-29
8.113306999206543,1980-12-30
7.998063564300537,1980-12-31
7.882813453674316,1981-01-02
7.606227397918701,1981-01-05
7.675375938415527,1981-01-06
7.514032363891602,1981-01-07
7.4218363761901855,1981-01-08
7.560129642486572,1981-01-09
7.560129642486572,1981-01-12
7.721472263336182,1981-01-13
7.951968193054199,1981-01-14
8.113306999206543,1981-01-15
8.067209243774414,1981-01-16
7.998063564300537,1981-01-19
7.721472263336182,1981-01-20
7.721472263336182,1981-01-21
7.5370774269104,1981-01-22
7.560129642486572,1981-01-23
7.560129642486572,1981-01-26
7.560129642486572,1981-01-27
7.214387893676758,1981-01-28
6.983894348144531,1981-01-29
6.7534074783325195,1981-01-30
6.638161659240723,1981-02-02
6.983894348144531,1981-02-03
6.91475248336792,1981-02-04
6.960852146148682,1981-02-05
6.937803268432617,1981-02-06
6.615114212036133,1981-02-09
6.638161659240723,1981-02-10
6.499867916107178,1981-02-11
6.43071985244751,1981-02-12
6.522912502288818,1981-02-13
6.730360984802246,1981-02-17
6.638161659240723,1981-02-18
6.453768730163574,1981-02-19
6.453768730163574,1981-02-20
6.338524341583252,1981-02-23
6.315474033355713,1981-02-24
6.43071985244751,1981-02-25
6.361571311950684,1981-02-26
6.799511909484863,1981-02-27
6.799511909484863,1981-03-02
6.661211967468262,1981-03-03
6.661211967468262,1981-03-04
6.407670974731445,1981-03-05
6.361571311950684,1981-03-06
6.592066287994385,1981-03-09
6.569015026092529,1981-03-10
6.453768730163574,1981-03-11
6.891703128814697,1981-03-12
6.82255744934082,1981-03-13
6.82255744934082,1981-03-16
6.86864709854126,1981-03-17
6.592066287994385,1981-03-18
6.43071985244751,1981-03-19
6.453768730163574,1981-03-20
6.684260368347168,1981-03-23
6.707308292388916,1981-03-24
6.983894348144531,1981-03-25
6.82255744934082,1981-03-26
6.707308292388916,1981-03-27
6.476816654205322,1981-03-30
6.638161659240723,1981-03-31
6.661211967468262,1981-04-01
6.8456034660339355,1981-04-02
6.730360984802246,1981-04-03
6.638161659240723,1981-04-06
6.545964241027832,1981-04-07
6.545964241027832,1981-04-08
6.29242467880249,1981-04-09
6.061931610107422,1981-04-10
5.554849147796631,1981-04-13
5.785348415374756,1981-04-14
5.946685314178467,1981-04-15
5.969735145568848,1981-04-16
5.923635482788086,1981-04-20
5.624001502990723,1981-04-21
5.670095920562744,1981-04-22
5.600950241088867,1981-04-23
5.785348415374756,1981-04-24
5.785348415374756,1981-04-27
5.946685314178467,1981-04-28
5.946685314178467,1981-04-29
5.900588035583496,1981-04-30
5.923635482788086,1981-05-01
5.7161946296691895,1981-05-04
5.785348415374756,1981-05-05
6.015833854675293,1981-05-06
6.084978103637695,1981-05-07
6.084978103637695,1981-05-08
5.785348415374756,1981-05-11
5.900588035583496,1981-05-12
5.76229190826416,1981-05-13
5.854487895965576,1981-05-14
5.854487895965576,1981-05-15
5.76229190826416,1981-05-18
5.7161946296691895,1981-05-19
5.785348415374756,1981-05-20
5.7161946296691895,1981-05-21
5.693143367767334,1981-05-22
5.9927849769592285,1981-05-26
5.76229190826416,1981-05-27
5.531798362731934,1981-05-28
5.2552103996276855,1981-05-29
5.2552103996276855,1981-06-01
5.139967441558838,1981-06-02
5.116916656494141,1981-06-03
5.070816993713379,1981-06-04
5.232161521911621,1981-06-05
5.232161521911621,1981-06-08
5.3013081550598145,1981-06-09
5.347406387329102,1981-06-10
5.2552103996276855,1981-06-11
5.093867301940918,1981-06-12
5.024720668792725,1981-06-15
4.955573558807373,1981-06-16
5.2552103996276855,1981-06-17
5.070816993713379,1981-06-18
5.2552103996276855,1981-06-19
5.347406387329102,1981-06-22
5.531798362731934,1981-06-23
5.393510341644287,1981-06-24
5.531798362731934,1981-06-25
5.485703468322754,1981-06-26
5.393510341644287,1981-06-29
5.393510341644287,1981-06-30
5.232161521911621,1981-07-01
5.024720668792725,1981-07-02
5.1630144119262695,1981-07-06
5.4396071434021,1981-07-07
5.554849147796631,1981-07-08
5.624001502990723,1981-07-09
5.76229190826416,1981-07-10
5.854487895965576,1981-07-13
5.647049903869629,1981-07-14
5.923635482788086,1981-07-15
5.854487895965576,1981-07-16
5.900588035583496,1981-07-17
5.900588035583496,1981-07-20
6.476816654205322,1981-07-21
6.038881301879883,1981-07-22
6.131075382232666,1981-07-23
5.969735145568848,1981-07-24
5.8314433097839355,1981-07-27
5.739243030548096,1981-07-28
5.8314433097839355,1981-07-29
5.785348415374756,1981-07-30
5.900588035583496,1981-07-31
6.108030796051025,1981-08-03
6.108030796051025,1981-08-04
6.43071985244751,1981-08-05
6.315474033355713,1981-08-06
6.29242467880249,1981-08-07
6.43071985244751,1981-08-10
6.592066287994385,1981-08-11
6.361571311950684,1981-08-12
6.43071985244751,1981-08-13
6.361571311950684,1981-08-14
6.384622097015381,1981-08-17
6.269378185272217,1981-08-18
6.131075382232666,1981-08-19
6.084978103637695,1981-08-20
5.877542018890381,1981-08-21
5.647049903869629,1981-08-24
5.531798362731934,1981-08-25
5.531798362731934,1981-08-26
5.393510341644287,1981-08-27
5.324360370635986,1981-08-28
5.232161521911621,1981-08-31
5.278260707855225,1981-09-01
5.209112167358398,1981-09-02
5.139967441558838,1981-09-03
5.070816993713379,1981-09-04
4.955573558807373,1981-09-08
4.8864240646362305,1981-09-09
5.093867301940918,1981-09-10
5.001673698425293,1981-09-11
4.955573558807373,1981-09-14
4.840328216552734,1981-09-15
4.748128414154053,1981-09-16
4.725080966949463,1981-09-17
4.655932426452637,1981-09-18
4.609835624694824,1981-09-21
4.609835624694824,1981-09-22
4.517640590667725,1981-09-23
4.494588851928711,1981-09-24
4.356290817260742,1981-09-25
4.448491096496582,1981-09-28
4.425442218780518,1981-09-29
4.425442218780518,1981-09-30
4.609835624694824,1981-10-01
4.840328216552734,1981-10-02
4.909472465515137,1981-10-05
4.978621482849121,1981-10-06
5.116916656494141,1981-10-07
5.001673698425293,1981-10-08
4.748128414154053,1981-10-09
4.655932426452637,1981-10-12
4.632881164550781,1981-10-13
4.494588851928711,1981-10-14
4.540688514709473,1981-10-15
4.471539497375488,1981-10-16
4.494588851928711,1981-10-19
4.655932426452637,1981-10-20
4.540688514709473,1981-10-21
4.517640590667725,1981-10-22
4.287147521972656,1981-10-23
4.24104642868042,1981-10-26
4.287147521972656,1981-10-27
4.21799898147583,1981-10-28
4.194949150085449,1981-10-29
4.586785316467285,1981-10-30
4.978621482849121,1981-11-02
4.840328216552734,1981-11-03
4.771180152893066,1981-11-04
4.725080966949463,1981-11-05
4.586785316467285,1981-11-06
4.586785316467285,1981-11-09
5.670095920562744,1981-11-10
5.209112167358398,1981-11-11
5.024720668792725,1981-11-12
4.863373279571533,1981-11-13
4.67898416519165,1981-11-16
4.978621482849121,1981-11-17
4.794229030609131,1981-11-18
5.232161521911621,1981-11-19
5.2552103996276855,1981-11-20
5.186063766479492,1981-11-23
5.1630144119262695,1981-11-24
5.024720668792725,1981-11-25
4.932526111602783,1981-11-27
5.070816993713379,1981-11-30
5.047769069671631,1981-12-01
4.978621482849121,1981-12-02
4.909472465515137,1981-12-03
4.955573558807373,1981-12-04
5.024720668792725,1981-12-07
4.909472465515137,1981-12-08
5.047769069671631,1981-12-09
5.186063766479492,1981-12-10
5.1630144119262695,1981-12-11
5.001673698425293,1981-12-14
4.978621482849121,1981-12-15
4.863373279571533,1981-12-16
4.817279815673828,1981-12-17
4.863373279571533,1981-12-18
4.771180152893066,1981-12-21
4.702029705047607,1981-12-22
4.67898416519165,1981-12-23
4.67898416519165,1981-12-24
4.655932426452637,1981-12-28
4.540688514709473,1981-12-29
4.494588851928711,1981-12-30
4.448491096496582,1981-12-31
4.517640590667725,1982-01-04
4.24104642868042,1982-01-05
4.102753639221191,1982-01-06
4.102753639221191,1982-01-07
4.1258015632629395,1982-01-08
3.9644582271575928,1982-01-11
4.033605098724365,1982-01-12
4.010554790496826,1982-01-13
4.010554790496826,1982-01-14
4.0566534996032715,1982-01-15
4.0797038078308105,1982-01-18
4.010554790496826,1982-01-19
3.8031136989593506,1982-01-20
3.8492157459259033,1982-01-21
3.826164960861206,1982-01-22
3.8031136989593506,1982-01-25
3.826164960861206,1982-01-26
3.918361186981201,1982-01-27
3.941406726837158,1982-01-28
3.987506151199341,1982-01-29
3.826164960861206,1982-02-01
3.872260332107544,1982-02-02
3.872260332107544,1982-02-03
3.8492157459259033,1982-02-04
3.8031136989593506,1982-02-05
3.7109177112579346,1982-02-08
3.6187195777893066,1982-02-09
3.641770601272583,1982-02-10
3.641770601272583,1982-02-11
3.641770601272583,1982-02-12
3.572622299194336,1982-02-16
3.526522159576416,1982-02-17
3.572622299194336,1982-02-18
3.5495734214782715,1982-02-19
3.272982597351074,1982-02-22
3.1346890926361084,1982-02-23
3.2960331439971924,1982-02-24
3.272982597351074,1982-02-25
3.180785655975342,1982-02-26
3.203835964202881,1982-03-01
3.1577365398406982,1982-03-02
2.9733426570892334,1982-03-03
2.9963924884796143,1982-03-04
3.0194406509399414,1982-03-05
2.881145477294922,1982-03-08
2.835047960281372,1982-03-09
2.858097791671753,1982-03-10
2.9272444248199463,1982-03-11
2.9963924884796143,1982-03-12
3.0194406509399414,1982-03-15
3.0194406509399414,1982-03-16
3.111640453338623,1982-03-17
3.342130661010742,1982-03-18
3.249933958053589,1982-03-19
3.342130661010742,1982-03-22
3.342130661010742,1982-03-23
3.249933958053589,1982-03-24
3.226883888244629,1982-03-25
3.249933958053589,1982-03-26
3.203835964202881,1982-03-29
3.1346890926361084,1982-03-30
3.0885891914367676,1982-03-31
3.1577365398406982,1982-04-01
3.3190808296203613,1982-04-02
3.2960331439971924,1982-04-05
3.3882293701171875,1982-04-06
3.5034751892089844,1982-04-07
3.641770601272583,1982-04-08
3.480426073074341,1982-04-12
3.5034751892089844,1982-04-13
3.480426073074341,1982-04-14
3.45737624168396,1982-04-15
3.480426073074341,1982-04-16
3.45737624168396,1982-04-19
3.3190808296203613,1982-04-20
3.480426073074341,1982-04-21
3.733968496322632,1982-04-22
3.6878714561462402,1982-04-23
3.5495734214782715,1982-04-26
3.595672369003296,1982-04-27
3.641770601272583,1982-04-28
3.595672369003296,1982-04-29
3.6187195777893066,1982-04-30
3.595672369003296,1982-05-03
3.6187195777893066,1982-05-04
3.780064344406128,1982-05-05
3.733968496322632,1982-05-06
3.918361186981201,1982-05-07
3.8953099250793457,1982-05-10
4.033605098724365,1982-05-11
4.0797038078308105,1982-05-12
3.9644582271575928,1982-05-13
4.0566534996032715,1982-05-14
4.010554790496826,1982-05-17
3.8492157459259033,1982-05-18
3.826164960861206,1982-05-19
3.8953099250793457,1982-05-20
3.8492157459259033,1982-05-21
3.872260332107544,1982-05-24
3.9644582271575928,1982-05-25
3.872260332107544,1982-05-26
3.6878714561462402,1982-05-27
3.8031136989593506,1982-05-28
3.8492157459259033,1982-06-01
3.826164960861206,1982-06-02
3.918361186981201,1982-06-03
3.8031136989593506,1982-06-04
3.8953099250793457,1982-06-07
3.941406726837158,1982-06-08
3.8953099250793457,1982-06-09
3.9644582271575928,1982-06-10
4.010554790496826,1982-06-11
3.9644582271575928,1982-06-14
3.780064344406128,1982-06-15
3.6648199558258057,1982-06-16
3.5495734214782715,1982-06-17
3.45737624168396,1982-06-18
3.43432354927063,1982-06-21
3.526522159576416,1982-06-22
3.6187195777893066,1982-06-23
3.5495734214782715,1982-06-24
3.45737624168396,1982-06-25
3.5034751892089844,1982-06-28
3.5034751892089844,1982-06-29
3.3882293701171875,1982-06-30
3.272982597351074,1982-07-01
3.342130661010742,1982-07-02
3.3190808296203613,1982-07-06
3.272982597351074,1982-07-07
3.3190808296203613,1982-07-08
3.45737624168396,1982-07-09
3.272982597351074,1982-07-12
3.249933958053589,1982-07-13
3.342130661010742,1982-07-14
3.365180015563965,1982-07-15
3.342130661010742,1982-07-16
3.249933958053589,1982-07-19
3.226883888244629,1982-07-20
3.0424890518188477,1982-07-21
3.1577365398406982,1982-07-22
3.1577365398406982,1982-07-23
3.180785655975342,1982-07-26
3.1346890926361084,1982-07-27
3.0885891914367676,1982-07-28
3.1577365398406982,1982-07-29
3.0885891914367676,1982-07-30
3.1577365398406982,1982-08-02
3.0885891914367676,1982-08-03
3.065537929534912,1982-08-04
3.0424890518188477,1982-08-05
3.0194406509399414,1982-08-06
3.0194406509399414,1982-08-09
2.9963924884796143,1982-08-10
2.9963924884796143,1982-08-11
2.9963924884796143,1982-08-12
3.0424890518188477,1982-08-13
3.111640453338623,1982-08-16
3.1346890926361084,1982-08-17
3.180785655975342,1982-08-18
3.3882293701171875,1982-08-19
3.5495734214782715,1982-08-20
3.6648199558258057,1982-08-23
3.780064344406128,1982-08-24
3.987506151199341,1982-08-25
4.14885139465332,1982-08-26
3.941406726837158,1982-08-27
4.0797038078308105,1982-08-30
4.171899795532227,1982-08-31
4.3793439865112305,1982-09-01
4.356290817260742,1982-09-02
4.310195446014404,1982-09-03
4.1258015632629395,1982-09-07
4.24104642868042,1982-09-08
4.425442218780518,1982-09-09
4.3793439865112305,1982-09-10
4.4023919105529785,1982-09-13
4.448491096496582,1982-09-14
4.471539497375488,1982-09-15
4.4023919105529785,1982-09-16
4.310195446014404,1982-09-17
4.24104642868042,1982-09-20
4.425442218780518,1982-09-21
4.609835624694824,1982-09-22
4.655932426452637,1982-09-23
4.609835624694824,1982-09-24
4.586785316467285,1982-09-27
4.471539497375488,1982-09-28
4.4023919105529785,1982-09-29
4.494588851928711,1982-09-30
4.655932426452637,1982-10-01
4.748128414154053,1982-10-04
4.725080966949463,1982-10-05
4.794229030609131,1982-10-06
4.8864240646362305,1982-10-07
4.748128414154053,1982-10-08
4.748128414154053,1982-10-11
4.955573558807373,1982-10-12
5.116916656494141,1982-10-13
5.116916656494141,1982-10-14
5.070816993713379,1982-10-15
5.116916656494141,1982-10-18
5.1630144119262695,1982-10-19
5.670095920562744,1982-10-20
5.4396071434021,1982-10-21
5.416557788848877,1982-10-22
5.232161521911621,1982-10-25
5.416557788848877,1982-10-26
5.554849147796631,1982-10-27
5.393510341644287,1982-10-28
5.3013081550598145,1982-10-29
5.347406387329102,1982-11-01
5.347406387329102,1982-11-02
5.647049903869629,1982-11-03
5.577896595001221,1982-11-04
5.877542018890381,1982-11-05
5.9927849769592285,1982-11-08
5.508752346038818,1982-11-09
5.347406387329102,1982-11-10
5.693143367767334,1982-11-11
5.485703468322754,1982-11-12
5.416557788848877,1982-11-15
5.2552103996276855,1982-11-16
5.531798362731934,1982-11-17
5.531798362731934,1982-11-18
5.209112167358398,1982-11-19
4.863373279571533,1982-11-22
4.909472465515137,1982-11-23
4.978621482849121,1982-11-24
5.2552103996276855,1982-11-26
5.1630144119262695,1982-11-29
5.1630144119262695,1982-11-30
5.024720668792725,1982-12-01
4.817279815673828,1982-12-02
4.932526111602783,1982-12-03
4.840328216552734,1982-12-06
4.725080966949463,1982-12-07
5.093867301940918,1982-12-08
5.139967441558838,1982-12-09
5.116916656494141,1982-12-10
5.093867301940918,1982-12-13
4.840328216552734,1982-12-14
4.609835624694824,1982-12-15
4.448491096496582,1982-12-16
4.702029705047607,1982-12-17
4.3793439865112305,1982-12-20
4.448491096496582,1982-12-21
4.4023919105529785,1982-12-22
4.540688514709473,1982-12-23
4.655932426452637,1982-12-27
4.586785316467285,1982-12-28
4.702029705047607,1982-12-29
4.771180152893066,1982-12-30
4.609835624694824,1982-12-31
4.771180152893066,1983-01-03
5.024720668792725,1983-01-04
4.932526111602783,1983-01-05
5.116916656494141,1983-01-06
5.2552103996276855,1983-01-07
5.2552103996276855,1983-01-10
5.047769069671631,1983-01-11
4.909472465515137,1983-01-12
4.794229030609131,1983-01-13
4.817279815673828,1983-01-14
4.748128414154053,1983-01-17
4.794229030609131,1983-01-18
4.817279815673828,1983-01-19
5.047769069671631,1983-01-20
4.955573558807373,1983-01-21
4.67898416519165,1983-01-24
4.517640590667725,1983-01-25
4.517640590667725,1983-01-26
4.471539497375488,1983-01-27
4.494588851928711,1983-01-28
4.448491096496582,1983-01-31
4.21799898147583,1983-02-01
4.14885139465332,1983-02-02
4.310195446014404,1983-02-03
4.517640590667725,1983-02-04
4.448491096496582,1983-02-07
4.517640590667725,1983-02-08
4.771180152893066,1983-02-09
4.817279815673828,1983-02-10
4.748128414154053,1983-02-11
4.702029705047607,1983-02-14
4.609835624694824,1983-02-15
4.494588851928711,1983-02-16
4.448491096496582,1983-02-17
4.333244800567627,1983-02-18
3.987506151199341,1983-02-22
4.0797038078308105,1983-02-23
4.24104642868042,1983-02-24
4.21799898147583,1983-02-25
4.010554790496826,1983-02-28
4.0797038078308105,1983-03-01
4.21799898147583,1983-03-02
4.3793439865112305,1983-03-03
4.356290817260742,1983-03-04
4.24104642868042,1983-03-07
4.264098644256592,1983-03-08
4.3793439865112305,1983-03-09
4.3793439865112305,1983-03-10
4.333244800567627,1983-03-11
4.287147521972656,1983-03-14
4.24104642868042,1983-03-15
4.033605098724365,1983-03-16
3.918361186981201,1983-03-17
3.941406726837158,1983-03-18
4.033605098724365,1983-03-21
3.8031136989593506,1983-03-22
3.780064344406128,1983-03-23
3.8953099250793457,1983-03-24
3.941406726837158,1983-03-25
3.8953099250793457,1983-03-28
3.941406726837158,1983-03-29
4.1258015632629395,1983-03-30
4.425442218780518,1983-03-31
4.471539497375488,1983-04-04
4.4023919105529785,1983-04-05
4.333244800567627,1983-04-06
4.4023919105529785,1983-04-07
4.563737392425537,1983-04-08
4.655932426452637,1983-04-11
4.655932426452637,1983-04-12
4.586785316467285,1983-04-13
4.748128414154053,1983-04-14
4.748128414154053,1983-04-15
4.748128414154053,1983-04-18
4.632881164550781,1983-04-19
4.632881164550781,1983-04-20
4.517640590667725,1983-04-21
4.471539497375488,1983-04-22
4.609835624694824,1983-04-25
4.817279815673828,1983-04-26
4.817279815673828,1983-04-27
4.863373279571533,1983-04-28
5.001673698425293,1983-04-29
4.8864240646362305,1983-05-02
4.909472465515137,1983-05-03
4.955573558807373,1983-05-04
4.609835624694824,1983-05-05
4.840328216552734,1983-05-06
4.771180152893066,1983-05-09
4.840328216552734,1983-05-10
4.909472465515137,1983-05-11
4.8864240646362305,1983-05-12
4.909472465515137,1983-05-13
4.978621482849121,1983-05-16
5.024720668792725,1983-05-17
4.978621482849121,1983-05-18
4.8864240646362305,1983-05-19
4.909472465515137,1983-05-20
5.116916656494141,1983-05-23
5.070816993713379,1983-05-24
5.093867301940918,1983-05-25
5.001673698425293,1983-05-26
4.978621482849121,1983-05-27
4.909472465515137,1983-05-31
4.909472465515137,1983-06-01
4.840328216552734,1983-06-02
4.863373279571533,1983-06-03
4.794229030609131,1983-06-06
4.7057037353515625,1983-06-07
4.77559232711792,1983-06-08
4.77559232711792,1983-06-09
4.868776321411133,1983-06-10
4.892068386077881,1983-06-13
5.055139541625977,1983-06-14
5.264798641204834,1983-06-15
5.3812785148620605,1983-06-16
5.404571056365967,1983-06-17
5.427866458892822,1983-06-20
5.637528896331787,1983-06-21
5.590935230255127,1983-06-22
5.6841206550598145,1983-06-23
5.521050453186035,1983-06-24
5.3812785148620605,1983-06-27
5.241504192352295,1983-06-28
5.357980251312256,1983-06-29
5.474458694458008,1983-06-30
5.567640781402588,1983-07-01
5.521050453186035,1983-07-05
5.7540059089660645,1983-07-06
5.637528896331787,1983-07-07
5.590935230255127,1983-07-08
5.73070764541626,1983-07-11
5.567640781402588,1983-07-12
5.474458694458008,1983-07-13
5.45116662979126,1983-07-14
5.357980251312256,1983-07-15
5.45116662979126,1983-07-18
5.637528896331787,1983-07-19
5.870483875274658,1983-07-20
5.7540059089660645,1983-07-21
5.73070764541626,1983-07-22
5.73070764541626,1983-07-25
5.7540059089660645,1983-07-26
5.660823822021484,1983-07-27
5.567640781402588,1983-07-28
5.590935230255127,1983-07-29
5.474458694458008,1983-08-01
5.45116662979126,1983-08-02
5.521050453186035,1983-08-03
5.404571056365967,1983-08-04
5.660823822021484,1983-08-05
5.7540059089660645,1983-08-08
5.73070764541626,1983-08-09
5.777306079864502,1983-08-10
5.986960411071777,1983-08-11
6.452875137329102,1983-08-12
6.219922065734863,1983-08-15
6.359689712524414,1983-08-16
6.382983207702637,1983-08-17
6.266509056091309,1983-08-18
6.313101291656494,1983-08-19
6.313101291656494,1983-08-22
6.126731872558594,1983-08-23
5.963668346405029,1983-08-24
6.010256767272949,1983-08-25
6.126731872558594,1983-08-26
6.080142974853516,1983-08-29
6.150032997131348,1983-08-30
6.289804935455322,1983-08-31
6.289804935455322,1983-09-01
6.382983207702637,1983-09-02
6.429582118988037,1983-09-06
6.289804935455322,1983-09-07
6.313101291656494,1983-09-08
6.196622371673584,1983-09-09
5.777306079864502,1983-09-12
5.758498191833496,1983-09-13
5.829010009765625,1983-09-14
5.946531772613525,1983-09-15
6.0405473709106445,1983-09-16
6.111059188842773,1983-09-19
6.205075263977051,1983-09-20
6.064052581787109,1983-09-21
6.0405473709106445,1983-09-22
5.9935383796691895,1983-09-23
5.970034599304199,1983-09-26
5.9935383796691895,1983-09-27
6.205075263977051,1983-09-28
6.111059188842773,1983-09-29
5.876020431518555,1983-09-30
5.711489677429199,1983-10-03
5.405938148498535,1983-10-04
5.382434844970703,1983-10-05
5.640976905822754,1983-10-06
5.617471218109131,1983-10-07
6.0405473709106445,1983-10-10
5.7349934577941895,1983-10-11
5.829010009765625,1983-10-12
5.781998157501221,1983-10-13
5.711489677429199,1983-10-14
5.781998157501221,1983-10-17
5.687989711761475,1983-10-18
5.687989711761475,1983-10-19
5.593970775604248,1983-10-20
5.4764509201049805,1983-10-21
5.617471218109131,1983-10-24
5.45294713973999,1983-10-25
5.26491641998291,1983-10-26
5.170895099639893,1983-10-27
5.100385665893555,1983-10-28
5.26491641998291,1983-10-31
5.26491641998291,1983-11-01
5.429440021514893,1983-11-02
