WAB,Date
4.564042091369629,1996-01-04
4.564042091369629,1996-01-05
4.506994724273682,1996-01-08
4.392895221710205,1996-01-09
4.278791427612305,1996-01-10
4.33584451675415,1996-01-11
4.278791427612305,1996-01-12
4.33584451675415,1996-01-15
4.221743106842041,1996-01-16
4.221743106842041,1996-01-17
4.164692401885986,1996-01-18
4.164692401885986,1996-01-19
4.221743106842041,1996-01-22
4.278791427612305,1996-01-23
4.221743106842041,1996-01-24
4.164692401885986,1996-01-25
4.164692401885986,1996-01-26
4.221743106842041,1996-01-29
4.33584451675415,1996-01-30
4.221743106842041,1996-01-31
4.221743106842041,1996-02-01
4.221743106842041,1996-02-02
4.164692401885986,1996-02-05
4.221743106842041,1996-02-06
4.449942588806152,1996-02-07
4.506994724273682,1996-02-08
4.449942588806152,1996-02-09
4.621096611022949,1996-02-12
4.7922468185424805,1996-02-13
4.849301815032959,1996-02-14
4.7922468185424805,1996-02-15
5.077500343322754,1996-02-16
5.134546756744385,1996-02-20
5.134546756744385,1996-02-21
5.362755298614502,1996-02-22
5.419802188873291,1996-02-23
5.248651027679443,1996-02-26
5.248651027679443,1996-02-27
5.191601753234863,1996-02-28
5.248651027679443,1996-02-29
5.248651027679443,1996-03-01
5.30570125579834,1996-03-04
5.310270309448242,1996-03-05
5.081872463226318,1996-03-06
5.024770736694336,1996-03-07
4.7392730712890625,1996-03-08
4.8534746170043945,1996-03-11
4.8534746170043945,1996-03-12
4.967672348022461,1996-03-13
4.910569190979004,1996-03-14
4.796377182006836,1996-03-15
5.024770736694336,1996-03-18
4.8534746170043945,1996-03-19
4.8534746170043945,1996-03-20
4.8534746170043945,1996-03-21
4.967672348022461,1996-03-22
4.910569190979004,1996-03-25
4.967672348022461,1996-03-26
5.024770736694336,1996-03-27
4.967672348022461,1996-03-28
4.910569190979004,1996-03-29
4.910569190979004,1996-04-01
4.967672348022461,1996-04-02
4.967672348022461,1996-04-03
4.910569190979004,1996-04-04
4.910569190979004,1996-04-08
4.967672348022461,1996-04-09
4.910569190979004,1996-04-10
5.081872463226318,1996-04-11
5.310270309448242,1996-04-12
5.253170013427734,1996-04-15
5.367368698120117,1996-04-16
5.253170013427734,1996-04-17
5.367368698120117,1996-04-18
5.652870178222656,1996-04-19
5.881268501281738,1996-04-22
5.938368320465088,1996-04-23
5.767066955566406,1996-04-24
5.938368320465088,1996-04-25
6.2238640785217285,1996-04-26
6.1667656898498535,1996-04-29
6.452266216278076,1996-04-30
6.28096342086792,1996-05-01
5.881268501281738,1996-05-02
5.995467185974121,1996-05-03
5.995467185974121,1996-05-06
6.052567481994629,1996-05-07
5.995467185974121,1996-05-08
5.881268501281738,1996-05-09
5.881268501281738,1996-05-10
5.885838031768799,1996-05-13
5.828695297241211,1996-05-14
5.828695297241211,1996-05-15
5.771550178527832,1996-05-16
5.828695297241211,1996-05-17
5.657262802124023,1996-05-20
5.714407920837402,1996-05-21
6.00012731552124,1996-05-22
5.942984580993652,1996-05-23
6.00012731552124,1996-05-24
5.885838031768799,1996-05-28
5.714407920837402,1996-05-29
5.714407920837402,1996-05-30
5.714407920837402,1996-05-31
5.714407920837402,1996-06-03
5.657262802124023,1996-06-04
5.6001176834106445,1996-06-05
5.428685665130615,1996-06-06
5.485828876495361,1996-06-07
5.6001176834106445,1996-06-10
5.6001176834106445,1996-06-11
5.657262802124023,1996-06-12
5.371541500091553,1996-06-13
5.428685665130615,1996-06-14
5.371541500091553,1996-06-17
5.371541500091553,1996-06-18
5.371541500091553,1996-06-19
5.6001176834106445,1996-06-20
5.657262802124023,1996-06-21
6.0572710037231445,1996-06-24
6.00012731552124,1996-06-25
5.942984580993652,1996-06-26
5.885838031768799,1996-06-27
6.00012731552124,1996-06-28
6.00012731552124,1996-07-01
5.942984580993652,1996-07-02
5.942984580993652,1996-07-03
5.885838031768799,1996-07-05
5.885838031768799,1996-07-08
5.885838031768799,1996-07-09
5.828695297241211,1996-07-10
5.828695297241211,1996-07-11
5.771550178527832,1996-07-12
5.257255554199219,1996-07-15
5.028678894042969,1996-07-16
4.971534252166748,1996-07-17
4.971534252166748,1996-07-18
5.028678894042969,1996-07-19
4.971534252166748,1996-07-22
4.857247829437256,1996-07-23
4.6858134269714355,1996-07-24
4.800102710723877,1996-07-25
4.857247829437256,1996-07-26
4.800102710723877,1996-07-29
4.914388179779053,1996-07-30
5.085822582244873,1996-07-31
5.028678894042969,1996-08-01
5.085822582244873,1996-08-02
5.200109004974365,1996-08-05
5.142967224121094,1996-08-06
5.257255554199219,1996-08-07
5.200109004974365,1996-08-08
5.314398765563965,1996-08-09
5.371541500091553,1996-08-12
5.318926811218262,1996-08-13
5.318926811218262,1996-08-14
5.376118183135986,1996-08-15
5.376118183135986,1996-08-16
5.376118183135986,1996-08-19
5.318926811218262,1996-08-20
5.318926811218262,1996-08-21
5.433309555053711,1996-08-22
5.318926811218262,1996-08-23
5.318926811218262,1996-08-26
5.376118183135986,1996-08-27
5.490504264831543,1996-08-28
5.490504264831543,1996-08-29
5.662082195281982,1996-08-30
5.547693729400635,1996-09-03
5.604889392852783,1996-09-04
5.433309555053711,1996-09-05
5.433309555053711,1996-09-06
5.376118183135986,1996-09-09
5.490504264831543,1996-09-10
5.490504264831543,1996-09-11
5.604889392852783,1996-09-12
5.604889392852783,1996-09-13
5.604889392852783,1996-09-16
5.604889392852783,1996-09-17
5.547693729400635,1996-09-18
5.547693729400635,1996-09-19
5.433309555053711,1996-09-20
5.261731147766113,1996-09-23
5.261731147766113,1996-09-24
5.090153694152832,1996-09-25
5.376118183135986,1996-09-26
5.318926811218262,1996-09-27
5.147346496582031,1996-09-30
5.261731147766113,1996-10-01
5.318926811218262,1996-10-02
5.204538345336914,1996-10-03
5.147346496582031,1996-10-04
5.204538345336914,1996-10-07
5.147346496582031,1996-10-08
5.261731147766113,1996-10-09
5.261731147766113,1996-10-10
5.204538345336914,1996-10-11
5.090153694152832,1996-10-14
5.032961368560791,1996-10-15
5.090153694152832,1996-10-16
5.032961368560791,1996-10-17
5.032961368560791,1996-10-18
4.975769996643066,1996-10-21
4.86138391494751,1996-10-22
4.975769996643066,1996-10-23
4.975769996643066,1996-10-24
4.975769996643066,1996-10-25
4.975769996643066,1996-10-28
4.918574333190918,1996-10-29
4.918574333190918,1996-10-30
4.975769996643066,1996-10-31
5.090153694152832,1996-11-01
5.032961368560791,1996-11-04
5.090153694152832,1996-11-05
5.032961368560791,1996-11-06
5.090153694152832,1996-11-07
5.090153694152832,1996-11-08
5.032961368560791,1996-11-11
5.090153694152832,1996-11-12
5.037489891052246,1996-11-13
5.037489891052246,1996-11-14
5.209220886230469,1996-11-15
5.209220886230469,1996-11-18
5.094733238220215,1996-11-19
5.094733238220215,1996-11-20
5.037489891052246,1996-11-21
5.1519775390625,1996-11-22
5.209220886230469,1996-11-25
5.037489891052246,1996-11-26
5.037489891052246,1996-11-27
5.094733238220215,1996-11-29
5.1519775390625,1996-12-02
5.1519775390625,1996-12-03
5.209220886230469,1996-12-04
5.26646614074707,1996-12-05
5.1519775390625,1996-12-06
5.26646614074707,1996-12-09
5.209220886230469,1996-12-10
5.209220886230469,1996-12-11
5.1519775390625,1996-12-12
5.1519775390625,1996-12-13
5.209220886230469,1996-12-16
5.26646614074707,1996-12-17
5.380955219268799,1996-12-18
5.667176723480225,1996-12-19
5.667176723480225,1996-12-20
5.896152019500732,1996-12-23
5.953396797180176,1996-12-24
5.896152019500732,1996-12-26
5.896152019500732,1996-12-27
5.724419593811035,1996-12-30
5.781663417816162,1996-12-31
5.667176723480225,1997-01-02
5.609931468963623,1997-01-03
5.667176723480225,1997-01-06
5.724419593811035,1997-01-07
5.838907718658447,1997-01-08
5.838907718658447,1997-01-09
5.781663417816162,1997-01-10
5.781663417816162,1997-01-13
5.724419593811035,1997-01-14
5.724419593811035,1997-01-15
5.667176723480225,1997-01-16
5.667176723480225,1997-01-17
5.724419593811035,1997-01-20
5.838907718658447,1997-01-21
5.781663417816162,1997-01-22
5.724419593811035,1997-01-23
5.781663417816162,1997-01-24
5.896152019500732,1997-01-27
5.838907718658447,1997-01-28
5.781663417816162,1997-01-29
5.781663417816162,1997-01-30
5.781663417816162,1997-01-31
5.724419593811035,1997-02-03
5.609931468963623,1997-02-04
5.609931468963623,1997-02-05
5.667176723480225,1997-02-06
5.724419593811035,1997-02-07
5.609931468963623,1997-02-10
5.667176723480225,1997-02-11
5.671759605407715,1997-02-12
5.671759605407715,1997-02-13
5.786340236663818,1997-02-14
5.72905158996582,1997-02-18
5.671759605407715,1997-02-19
5.786340236663818,1997-02-20
5.72905158996582,1997-02-21
5.9009199142456055,1997-02-24
5.9009199142456055,1997-02-25
6.0727925300598145,1997-02-26
5.958212852478027,1997-02-27
5.786340236663818,1997-02-28
5.72905158996582,1997-03-03
5.786340236663818,1997-03-04
5.786340236663818,1997-03-05
6.015499114990234,1997-03-06
6.30195426940918,1997-03-07
6.187373638153076,1997-03-10
6.187373638153076,1997-03-11
6.416533470153809,1997-03-12
6.359244346618652,1997-03-13
6.53111457824707,1997-03-14
6.416533470153809,1997-03-17
6.359244346618652,1997-03-18
6.30195426940918,1997-03-19
6.244663715362549,1997-03-20
6.244663715362549,1997-03-21
6.244663715362549,1997-03-24
6.30195426940918,1997-03-25
6.416533470153809,1997-03-26
6.416533470153809,1997-03-27
5.958212852478027,1997-03-31
5.843630790710449,1997-04-01
6.244663715362549,1997-04-02
6.130082130432129,1997-04-03
6.244663715362549,1997-04-04
6.130082130432129,1997-04-07
6.130082130432129,1997-04-08
6.30195426940918,1997-04-09
6.53111457824707,1997-04-10
6.7029876708984375,1997-04-11
6.7029876708984375,1997-04-14
6.7029876708984375,1997-04-15
6.645698070526123,1997-04-16
6.588406562805176,1997-04-17
6.53111457824707,1997-04-18
6.416533470153809,1997-04-21
6.53111457824707,1997-04-22
6.7029876708984375,1997-04-23
6.645698070526123,1997-04-24
6.645698070526123,1997-04-25
6.473825454711914,1997-04-28
6.588406562805176,1997-04-29
6.588406562805176,1997-04-30
6.588406562805176,1997-05-01
6.645698070526123,1997-05-02
6.645698070526123,1997-05-05
6.645698070526123,1997-05-06
6.645698070526123,1997-05-07
6.645698070526123,1997-05-08
6.645698070526123,1997-05-09
6.874861240386963,1997-05-12
7.280745983123779,1997-05-13
7.911362171173096,1997-05-14
7.624723434448242,1997-05-15
7.739377498626709,1997-05-16
7.7967000007629395,1997-05-19
7.7967000007629395,1997-05-20
7.911362171173096,1997-05-21
8.083351135253906,1997-05-22
8.255332946777344,1997-05-23
8.026017189025879,1997-05-27
7.7967000007629395,1997-05-28
7.682046890258789,1997-05-29
7.567389965057373,1997-05-30
7.567389965057373,1997-06-02
7.624723434448242,1997-06-03
7.452733993530273,1997-06-04
7.452733993530273,1997-06-05
7.338074684143066,1997-06-06
7.223418712615967,1997-06-09
7.280745983123779,1997-06-10
7.854032039642334,1997-06-11
7.567389965057373,1997-06-12
7.739377498626709,1997-06-13
7.739377498626709,1997-06-16
7.739377498626709,1997-06-17
7.682046890258789,1997-06-18
7.739377498626709,1997-06-19
7.682046890258789,1997-06-20
7.624723434448242,1997-06-23
7.739377498626709,1997-06-24
8.083351135253906,1997-06-25
8.054685592651367,1997-06-26
8.19801139831543,1997-06-27
9.172592163085938,1997-06-30
8.82862377166748,1997-07-01
9.172592163085938,1997-07-02
9.172592163085938,1997-07-03
9.20125961303711,1997-07-07
9.143933296203613,1997-07-08
9.057936668395996,1997-07-09
8.713967323303223,1997-07-10
8.82862377166748,1997-07-11
8.885947227478027,1997-07-14
9.086602210998535,1997-07-15
9.172592163085938,1997-07-16
9.172592163085938,1997-07-17
9.143933296203613,1997-07-18
9.115263938903809,1997-07-21
9.086602210998535,1997-07-22
9.172592163085938,1997-07-23
9.172592163085938,1997-07-24
9.115263938903809,1997-07-25
9.115263938903809,1997-07-28
9.172592163085938,1997-07-29
9.115263938903809,1997-07-30
8.943281173706055,1997-07-31
8.914617538452148,1997-08-01
8.914617538452148,1997-08-04
8.943281173706055,1997-08-05
9.000611305236816,1997-08-06
9.143933296203613,1997-08-07
8.799957275390625,1997-08-08
8.799957275390625,1997-08-11
8.82862377166748,1997-08-12
8.403019905090332,1997-08-13
8.230940818786621,1997-08-14
8.230940818786621,1997-08-15
8.259621620178223,1997-08-18
8.230940818786621,1997-08-19
8.259621620178223,1997-08-20
8.259621620178223,1997-08-21
8.202266693115234,1997-08-22
8.54642105102539,1997-08-25
8.489055633544922,1997-08-26
8.747172355651855,1997-08-27
8.919248580932617,1997-08-28
8.833212852478027,1997-08-29
9.119999885559082,1997-09-02
9.206037521362305,1997-09-03
9.062643051147461,1997-09-04
9.062643051147461,1997-09-05
9.23471736907959,1997-09-08
9.292078971862793,1997-09-09
9.349433898925781,1997-09-10
9.23471736907959,1997-09-11
9.320756912231445,1997-09-12
9.521516799926758,1997-09-15
9.66491413116455,1997-09-16
9.66491413116455,1997-09-17
9.865663528442383,1997-09-18
10.009062767028809,1997-09-19
10.238492012023926,1997-09-22
10.009062767028809,1997-09-23
9.865663528442383,1997-09-24
9.693591117858887,1997-09-25
9.865663528442383,1997-09-26
10.037741661071777,1997-09-29
10.61132526397705,1997-09-30
10.640005111694336,1997-10-01
10.668680191040039,1997-10-02
10.668680191040039,1997-10-03
10.984153747558594,1997-10-06
11.2996244430542,1997-10-07
11.270943641662598,1997-10-08
11.414341926574707,1997-10-09
11.356985092163086,1997-10-10
11.529062271118164,1997-10-13
11.50037956237793,1997-10-14
11.615099906921387,1997-10-15
11.557744026184082,1997-10-16
11.414341926574707,1997-10-17
11.815850257873535,1997-10-20
12.790947914123535,1997-10-21
12.647551536560059,1997-10-22
12.016607284545898,1997-10-23
12.045284271240234,1997-10-24
10.898116111755371,1997-10-27
10.955473899841309,1997-10-28
11.385663986206055,1997-10-29
11.2996244430542,1997-10-30
11.385663986206055,1997-10-31
11.443022727966309,1997-11-03
11.414341926574707,1997-11-04
11.471701622009277,1997-11-05
11.873211860656738,1997-11-06
11.987927436828613,1997-11-07
11.672456741333008,1997-11-10
11.586419105529785,1997-11-11
11.418862342834473,1997-11-12
11.160651206970215,1997-11-13
10.959814071655273,1997-11-14
10.959814071655273,1997-11-17
10.988506317138672,1997-11-18
10.873746871948242,1997-11-19
10.988506317138672,1997-11-20
10.873746871948242,1997-11-21
10.758979797363281,1997-11-24
10.586838722229004,1997-11-25
10.558147430419922,1997-11-26
10.558147430419922,1997-11-28
10.558147430419922,1997-12-01
10.558147430419922,1997-12-02
10.529455184936523,1997-12-03
10.558147430419922,1997-12-04
10.529455184936523,1997-12-05
10.414690017700195,1997-12-08
10.93112564086914,1997-12-09
10.672903060913086,1997-12-10
10.443380355834961,1997-12-11
10.185169219970703,1997-12-12
10.09909725189209,1997-12-15
10.04172134399414,1997-12-16
10.271241188049316,1997-12-17
10.09909725189209,1997-12-18
10.242549896240234,1997-12-19
10.414690017700195,1997-12-22
10.93112564086914,1997-12-23
10.873746871948242,1997-12-24
11.017193794250488,1997-12-26
11.1319580078125,1997-12-29
11.304102897644043,1997-12-30
11.763151168823242,1997-12-31
11.447554588317871,1998-01-02
11.763151168823242,1998-01-05
11.705778121948242,1998-01-06
11.476247787475586,1998-01-07
11.447554588317871,1998-01-08
11.24671745300293,1998-01-09
10.730294227600098,1998-01-12
10.558147430419922,1998-01-13
10.701602935791016,1998-01-14
10.672903060913086,1998-01-15
10.758979797363281,1998-01-16
11.017193794250488,1998-01-20
10.873746871948242,1998-01-21
10.902433395385742,1998-01-22
11.045889854431152,1998-01-23
11.074581146240234,1998-01-26
11.017193794250488,1998-01-27
11.189340591430664,1998-01-28
11.332794189453125,1998-01-29
11.361488342285156,1998-01-30
11.275406837463379,1998-02-02
11.361488342285156,1998-02-03
11.189340591430664,1998-02-04
11.24671745300293,1998-02-05
11.447554588317871,1998-02-06
11.418862342834473,1998-02-09
11.24671745300293,1998-02-10
11.107807159423828,1998-02-11
11.251309394836426,1998-02-12
11.251309394836426,1998-02-13
11.681851387023926,1998-02-17
11.796655654907227,1998-02-18
11.882762908935547,1998-02-19
11.653146743774414,1998-02-20
11.39482593536377,1998-02-23
11.193909645080566,1998-02-24
11.251309394836426,1998-02-25
11.48093318939209,1998-02-26
11.595739364624023,1998-02-27
11.366124153137207,1998-03-02
11.653146743774414,1998-03-03
11.538336753845215,1998-03-04
11.94017219543457,1998-03-05
12.169788360595703,1998-03-06
12.112387657165527,1998-03-09
12.169788360595703,1998-03-10
12.48551082611084,1998-03-11
12.629024505615234,1998-03-12
12.686429977416992,1998-03-13
12.629024505615234,1998-03-16
12.571624755859375,1998-03-17
12.571624755859375,1998-03-18
12.629024505615234,1998-03-19
12.916049003601074,1998-03-20
12.48551082611084,1998-03-23
12.65772819519043,1998-03-24
12.65772819519043,1998-03-25
12.7438383102417,1998-03-26
12.629024505615234,1998-03-27
13.088262557983398,1998-03-30
13.547503471374512,1998-03-31
13.518802642822266,1998-04-01
13.490095138549805,1998-04-02
13.317882537841797,1998-04-03
13.317882537841797,1998-04-06
13.260477066040039,1998-04-07
12.772538185119629,1998-04-08
12.772538185119629,1998-04-09
12.772538185119629,1998-04-13
12.686429977416992,1998-04-14
12.715137481689453,1998-04-15
13.63360595703125,1998-04-16
13.576204299926758,1998-04-17
13.518802642822266,1998-04-20
13.461390495300293,1998-04-21
13.317882537841797,1998-04-22
13.203072547912598,1998-04-23
13.030858039855957,1998-04-24
12.801238059997559,1998-04-27
12.65772819519043,1998-04-28
12.686429977416992,1998-04-29
12.887346267700195,1998-04-30
12.829943656921387,1998-05-01
12.7438383102417,1998-05-04
12.571624755859375,1998-05-05
12.514214515686035,1998-05-06
12.399405479431152,1998-05-07
12.456817626953125,1998-05-08
12.600324630737305,1998-05-11
12.370705604553223,1998-05-12
12.317870140075684,1998-05-13
12.289155006408691,1998-05-14
12.26044750213623,1998-05-15
12.404008865356445,1998-05-18
12.404008865356445,1998-05-19
12.346587181091309,1998-05-20
12.605002403259277,1998-05-21
12.691143035888672,1998-05-22
12.404008865356445,1998-05-26
12.289155006408691,1998-05-27
12.289155006408691,1998-05-28
12.691143035888672,1998-05-29
12.518866539001465,1998-06-01
12.26044750213623,1998-06-02
12.203020095825195,1998-06-03
12.289155006408691,1998-06-04
12.231736183166504,1998-06-05
12.030738830566406,1998-06-08
11.973323822021484,1998-06-09
11.772323608398438,1998-06-10
11.513911247253418,1998-06-11
11.427762985229492,1998-06-12
11.37034797668457,1998-06-15
11.169355392456055,1998-06-16
11.226777076721191,1998-06-17
11.169355392456055,1998-06-18
11.312919616699219,1998-06-19
11.37034797668457,1998-06-22
11.542618751525879,1998-06-23
11.628759384155273,1998-06-24
11.829752922058105,1998-06-25
11.772323608398438,1998-06-26
11.858469009399414,1998-06-29
12.059455871582031,1998-06-30
11.829752922058105,1998-07-01
11.485197067260742,1998-07-02
11.60004997253418,1998-07-06
11.657471656799316,1998-07-07
11.542618751525879,1998-07-08
11.37034797668457,1998-07-09
11.4564847946167,1998-07-10
11.485197067260742,1998-07-13
11.542618751525879,1998-07-14
11.513911247253418,1998-07-15
11.657471656799316,1998-07-16
12.174304008483887,1998-07-17
11.973323822021484,1998-07-20
12.088172912597656,1998-07-21
12.002029418945312,1998-07-22
11.686185836791992,1998-07-23
11.226777076721191,1998-07-24
11.02579116821289,1998-07-27
10.910935401916504,1998-07-28
10.709940910339355,1998-07-29
10.508955001831055,1998-07-30
10.049545288085938,1998-07-31
9.647567749023438,1998-08-03
9.446573257446289,1998-08-04
9.274297714233398,1998-08-05
9.015878677368164,1998-08-06
9.360431671142578,1998-08-07
9.159442901611328,1998-08-10
9.015878677368164,1998-08-11
9.250292778015137,1998-08-12
9.279025077819824,1998-08-13
9.451388359069824,1998-08-14
9.566298484802246,1998-08-17
10.054668426513672,1998-08-18
10.22703742980957,1998-08-19
10.284491539001465,1998-08-20
10.054668426513672,1998-08-21
10.169581413269043,1998-08-24
10.22703742980957,1998-08-25
10.112129211425781,1998-08-26
9.738661766052246,1998-08-27
9.738661766052246,1998-08-28
9.279025077819824,1998-08-31
9.049201965332031,1998-09-01
9.250292778015137,1998-09-02
9.250292778015137,1998-09-03
9.422667503356934,1998-09-04
9.393938064575195,1998-09-08
8.84810733795166,1998-09-09
8.216096878051758,1998-09-10
8.158639907836914,1998-09-11
8.158639907836914,1998-09-14
8.01501178741455,1998-09-15
7.957551956176758,1998-09-16
8.01501178741455,1998-09-17
7.986283779144287,1998-09-18
8.01501178741455,1998-09-21
8.043733596801758,1998-09-22
8.733199119567871,1998-09-23
8.733199119567871,1998-09-24
8.618288040161133,1998-09-25
8.675742149353027,1998-09-28
8.96302318572998,1998-09-29
9.077929496765137,1998-09-30
9.192837715148926,1998-10-01
9.652480125427246,1998-10-02
9.049201965332031,1998-10-05
9.480117797851562,1998-10-06
9.365205764770508,1998-10-07
9.192837715148926,1998-10-08
9.336480140686035,1998-10-09
9.336480140686035,1998-10-12
9.250292778015137,1998-10-13
9.422667503356934,1998-10-14
9.451388359069824,1998-10-15
9.796121597290039,1998-10-16
10.198304176330566,1998-10-19
10.514313697814941,1998-10-20
10.57176399230957,1998-10-21
10.543042182922363,1998-10-22
10.284491539001465,1998-10-23
10.140853881835938,1998-10-26
9.997208595275879,1998-10-27
9.824850082397461,1998-10-28
9.824850082397461,1998-10-29
9.882301330566406,1998-10-30
10.083398818969727,1998-11-02
10.313218116760254,1998-11-03
10.25576400756836,1998-11-04
10.543042182922363,1998-11-05
10.514313697814941,1998-11-06
10.456851959228516,1998-11-09
10.403974533081055,1998-11-10
10.3464937210083,1998-11-11
10.37523365020752,1998-11-12
10.059087753295898,1998-11-13
9.944131851196289,1998-11-16
9.800434112548828,1998-11-17
9.627986907958984,1998-11-18
9.656731605529785,1998-11-19
9.656731605529785,1998-11-20
9.71420955657959,1998-11-23
10.174051284790039,1998-11-24
10.37523365020752,1998-11-25
10.37523365020752,1998-11-27
10.116573333740234,1998-11-30
10.3464937210083,1998-12-01
10.231534957885742,1998-12-02
10.37523365020752,1998-12-03
10.51893424987793,1998-12-04
10.576416015625,1998-12-07
10.116573333740234,1998-12-08
10.116573333740234,1998-12-09
9.886646270751953,1998-12-10
9.829174041748047,1998-12-11
9.71420955657959,1998-12-14
9.71420955657959,1998-12-15
9.656731605529785,1998-12-16
9.455547332763672,1998-12-17
9.541769027709961,1998-12-18
9.627986907958984,1998-12-21
9.340588569641113,1998-12-22
9.225626945495605,1998-12-23
9.484286308288574,1998-12-24
10.00161075592041,1998-12-28
10.00161075592041,1998-12-29
10.51893424987793,1998-12-30
11.237444877624512,1998-12-31
10.3177490234375,1999-01-04
10.116573333740234,1999-01-05
9.972875595092773,1999-01-06
9.944131851196289,1999-01-07
9.225626945495605,1999-01-08
9.31184196472168,1999-01-11
9.196887016296387,1999-01-12
9.053180694580078,1999-01-13
9.081927299499512,1999-01-14
9.110661506652832,1999-01-15
8.852004051208496,1999-01-19
8.966959953308105,1999-01-20
9.110661506652832,1999-01-21
8.334672927856445,1999-01-22
8.737040519714355,1999-01-25
8.765779495239258,1999-01-26
8.53586196899414,1999-01-27
8.44963550567627,1999-01-28
8.737040519714355,1999-01-29
9.081927299499512,1999-02-01
9.02443790435791,1999-02-02
8.823259353637695,1999-02-03
8.966959953308105,1999-02-04
9.225626945495605,1999-02-05
8.880738258361816,1999-02-08
8.679557800292969,1999-02-09
8.367849349975586,1999-02-10
8.597898483276367,1999-02-11
8.511629104614258,1999-02-12
8.655405044555664,1999-02-16
8.339092254638672,1999-02-17
8.339092254638672,1999-02-18
8.425360679626465,1999-02-19
