CVS,Date
0.6625372767448425,1973-02-21
0.6752786636352539,1973-02-22
0.6943904757499695,1973-02-23
0.6816489696502686,1973-02-26
0.6306847333908081,1973-02-27
0.6752786636352539,1973-02-28
0.684834361076355,1973-03-01
0.6912053823471069,1973-03-02
0.6752786636352539,1973-03-05
0.6784641146659851,1973-03-06
0.6912053823471069,1973-03-07
0.7135016918182373,1973-03-08
0.7007609009742737,1973-03-09
0.7230578660964966,1973-03-12
0.7198725938796997,1973-03-13
0.7135016918182373,1973-03-14
0.7198725938796997,1973-03-15
0.7294283509254456,1973-03-16
0.7198725938796997,1973-03-19
0.7326133847236633,1973-03-20
0.7166875004768372,1973-03-21
0.6880196332931519,1973-03-22
0.6880196332931519,1973-03-23
0.684834361076355,1973-03-26
0.6975759267807007,1973-03-27
0.7071315050125122,1973-03-28
0.7135016918182373,1973-03-29
0.7198725938796997,1973-03-30
0.7103163599967957,1973-04-02
0.6880196332931519,1973-04-03
0.6912053823471069,1973-04-04
0.6657232642173767,1973-04-05
0.7007609009742737,1973-04-06
0.7007609009742737,1973-04-09
0.7135016918182373,1973-04-10
0.7294283509254456,1973-04-11
0.72624272108078,1973-04-12
0.7326133847236633,1973-04-13
0.7357987761497498,1973-04-16
0.7294283509254456,1973-04-17
0.7103163599967957,1973-04-18
0.684834361076355,1973-04-19
0.656166672706604,1973-04-23
0.6243143677711487,1973-04-24
0.617943525314331,1973-04-25
0.6370552182197571,1973-04-26
0.6497963666915894,1973-04-27
0.6466111540794373,1973-04-30
0.6752786636352539,1973-05-01
0.6752786636352539,1973-05-02
0.6975759267807007,1973-05-03
0.6975759267807007,1973-05-04
0.7135016918182373,1973-05-07
0.7135016918182373,1973-05-08
0.7135016918182373,1973-05-09
0.7135016918182373,1973-05-10
0.7071315050125122,1973-05-11
0.684834361076355,1973-05-14
0.6657232642173767,1973-05-15
0.6625372767448425,1973-05-16
0.656166672706604,1973-05-17
0.6434256434440613,1973-05-18
0.6306847333908081,1973-05-21
0.6370552182197571,1973-05-22
0.6466111540794373,1973-05-23
0.6625372767448425,1973-05-24
0.6943904757499695,1973-05-25
0.6816489696502686,1973-05-29
0.6497963666915894,1973-05-30
0.6402407884597778,1973-05-31
0.6402407884597778,1973-06-01
0.6370552182197571,1973-06-04
0.617943525314331,1973-06-05
0.6052023768424988,1973-06-06
0.5988317728042603,1973-06-07
0.5765352249145508,1973-06-08
0.5701645612716675,1973-06-11
0.6115728616714478,1973-06-12
0.6115728616714478,1973-06-13
0.5829055905342102,1973-06-14
0.5669794678688049,1973-06-15
0.5637940764427185,1973-06-18
0.5733497142791748,1973-06-19
0.5478677749633789,1973-06-20
0.5128298997879028,1973-06-21
0.48416197299957275,1973-06-22
0.48734724521636963,1973-06-25
0.5160146355628967,1973-06-26
0.509644091129303,1973-06-27
0.5192001461982727,1973-06-28
0.5446826219558716,1973-06-29
0.5510529279708862,1973-07-02
0.5542379021644592,1973-07-03
0.5542379021644592,1973-07-05
0.5542379021644592,1973-07-06
0.5542379021644592,1973-07-09
0.579720139503479,1973-07-10
0.5988317728042603,1973-07-11
0.617943525314331,1973-07-12
0.6052023768424988,1973-07-13
0.6083880662918091,1973-07-16
0.6211287975311279,1973-07-17
0.6211287975311279,1973-07-18
0.5892763733863831,1973-07-19
0.5860907435417175,1973-07-20
0.6115728616714478,1973-07-23
0.6274994611740112,1973-07-24
0.6370552182197571,1973-07-25
0.6466111540794373,1973-07-26
0.6338700652122498,1973-07-27
0.6402407884597778,1973-07-30
0.6434256434440613,1973-07-31
0.6243143677711487,1973-08-01
0.6338700652122498,1973-08-02
0.6402407884597778,1973-08-03
0.6466111540794373,1973-08-06
0.6338700652122498,1973-08-07
0.6306847333908081,1973-08-08
0.6243143677711487,1973-08-09
0.617943525314331,1973-08-10
0.6020172834396362,1973-08-13
0.5956467390060425,1973-08-14
0.5988317728042603,1973-08-15
0.6020172834396362,1973-08-16
0.5956467390060425,1973-08-17
0.5860907435417175,1973-08-20
0.5829055905342102,1973-08-21
0.5510529279708862,1973-08-22
0.560608446598053,1973-08-23
0.560608446598053,1973-08-24
0.5637940764427185,1973-08-27
0.560608446598053,1973-08-28
0.5924612879753113,1973-08-29
0.6115728616714478,1973-08-30
0.6020172834396362,1973-08-31
0.617943525314331,1973-09-04
0.6020172834396362,1973-09-05
0.5829055905342102,1973-09-06
0.5892763733863831,1973-09-07
0.6020172834396362,1973-09-10
0.5892763733863831,1973-09-11
0.5669794678688049,1973-09-12
0.5414971709251404,1973-09-13
0.5510529279708862,1973-09-14
0.5446826219558716,1973-09-17
0.5510529279708862,1973-09-18
0.5860907435417175,1973-09-19
0.617943525314331,1973-09-20
0.617943525314331,1973-09-21
0.6434256434440613,1973-09-24
0.6593520045280457,1973-09-25
0.6720935106277466,1973-09-26
0.6529815793037415,1973-09-27
0.6625372767448425,1973-09-28
0.6497963666915894,1973-10-01
0.6529815793037415,1973-10-02
0.6466111540794373,1973-10-03
0.6211287975311279,1973-10-04
0.6274994611740112,1973-10-05
0.6466111540794373,1973-10-08
0.6370552182197571,1973-10-09
0.6243143677711487,1973-10-10
0.6370552182197571,1973-10-11
0.6370552182197571,1973-10-12
0.6052023768424988,1973-10-15
0.6052023768424988,1973-10-16
0.6052023768424988,1973-10-17
0.6020172834396362,1973-10-18
0.5988317728042603,1973-10-19
0.579720139503479,1973-10-22
0.560608446598053,1973-10-23
0.5223851203918457,1973-10-24
0.5160146355628967,1973-10-25
0.5128298997879028,1973-10-26
0.5255706906318665,1973-10-29
0.5223851203918457,1973-10-30
0.5255706906318665,1973-10-31
0.5160146355628967,1973-11-01
0.509644091129303,1973-11-02
0.49053236842155457,1973-11-05
0.4682359993457794,1973-11-06
0.4777916669845581,1973-11-07
0.4714210033416748,1973-11-08
0.4554947316646576,1973-11-09
0.4300122559070587,1973-11-12
0.4172711968421936,1973-11-13
0.407715380191803,1973-11-14
0.3822330832481384,1973-11-15
0.3726774752140045,1973-11-16
0.36312136054039,1973-11-19
0.33445417881011963,1973-11-20
0.35356590151786804,1973-11-21
0.3917892277240753,1973-11-23
0.39497438073158264,1973-11-26
0.3599364161491394,1973-11-27
0.35038045048713684,1973-11-28
0.33763933181762695,1973-11-29
0.33445417881011963,1973-11-30
0.33126863837242126,1973-12-03
0.3440098166465759,1973-12-04
0.32171303033828735,1973-12-05
0.31852760910987854,1973-12-06
0.32171303033828735,1973-12-07
0.3153425455093384,1973-12-10
0.2834899127483368,1973-12-11
0.26119256019592285,1973-12-12
0.2516370117664337,1973-12-13
0.2675631046295166,1973-12-14
0.23889601230621338,1973-12-17
0.2484515756368637,1973-12-18
0.26119256019592285,1973-12-19
0.2675631046295166,1973-12-20
0.27711915969848633,1973-12-21
0.27393388748168945,1973-12-24
0.2834899127483368,1973-12-26
0.27711915969848633,1973-12-27
0.2675631046295166,1973-12-28
0.27711915969848633,1973-12-31
0.27711915969848633,1974-01-02
0.27393388748168945,1974-01-03
0.27074873447418213,1974-01-04
0.27074873447418213,1974-01-07
0.27074873447418213,1974-01-08
0.2675631046295166,1974-01-09
0.26437821984291077,1974-01-10
0.27074873447418213,1974-01-11
0.2675631046295166,1974-01-14
0.2675631046295166,1974-01-15
0.26437821984291077,1974-01-16
0.26437821984291077,1974-01-17
0.27074873447418213,1974-01-18
0.26437821984291077,1974-01-21
0.2866748571395874,1974-01-22
0.29623082280158997,1974-01-23
0.2803042232990265,1974-01-24
0.27393388748168945,1974-01-25
0.26437821984291077,1974-01-28
0.2675631046295166,1974-01-29
0.26119256019592285,1974-01-30
0.27074873447418213,1974-01-31
0.26119256019592285,1974-02-01
0.2548220455646515,1974-02-04
0.2548220455646515,1974-02-05
0.2516370117664337,1974-02-06
0.2516370117664337,1974-02-07
0.2516370117664337,1974-02-08
0.24208098649978638,1974-02-11
0.24526642262935638,1974-02-12
0.2293398678302765,1974-02-13
0.2516370117664337,1974-02-14
0.2548220455646515,1974-02-15
0.2548220455646515,1974-02-19
0.2484515756368637,1974-02-20
0.2548220455646515,1974-02-21
0.2675631046295166,1974-02-22
0.2675631046295166,1974-02-25
0.2803042232990265,1974-02-26
0.2803042232990265,1974-02-27
0.2803042232990265,1974-02-28
0.27711915969848633,1974-03-01
0.26437821984291077,1974-03-04
0.27393388748168945,1974-03-05
0.2803042232990265,1974-03-06
0.28986024856567383,1974-03-07
0.28986024856567383,1974-03-08
0.2834899127483368,1974-03-11
0.2834899127483368,1974-03-12
0.2866748571395874,1974-03-13
0.2803042232990265,1974-03-14
0.27711915969848633,1974-03-15
0.2803042232990265,1974-03-18
0.27074873447418213,1974-03-19
0.2675631046295166,1974-03-20
0.26437821984291077,1974-03-21
0.27074873447418213,1974-03-22
0.26119256019592285,1974-03-25
0.25800737738609314,1974-03-26
0.2516370117664337,1974-03-27
0.2357105016708374,1974-03-28
0.23252536356449127,1974-03-29
0.24526642262935638,1974-04-01
0.2516370117664337,1974-04-02
0.2484515756368637,1974-04-03
0.2548220455646515,1974-04-04
0.24526642262935638,1974-04-05
0.24526642262935638,1974-04-08
0.24208098649978638,1974-04-09
0.2357105016708374,1974-04-10
0.23252536356449127,1974-04-11
0.2357105016708374,1974-04-15
0.23889601230621338,1974-04-16
0.24208098649978638,1974-04-17
0.23889601230621338,1974-04-18
0.2293398678302765,1974-04-19
0.2293398678302765,1974-04-22
0.2261548638343811,1974-04-23
0.22296938300132751,1974-04-24
0.20704315602779388,1974-04-25
0.219784215092659,1974-04-26
0.2261548638343811,1974-04-29
0.219784215092659,1974-04-30
0.219784215092659,1974-05-01
0.21341368556022644,1974-05-02
0.19748719036579132,1974-05-03
0.18793152272701263,1974-05-06
0.1911165416240692,1974-05-07
0.19430191814899445,1974-05-08
0.18474604189395905,1974-05-09
0.18474604189395905,1974-05-10
0.19430191814899445,1974-05-13
0.19430191814899445,1974-05-14
0.18474604189395905,1974-05-15
0.18156090378761292,1974-05-16
0.17519043385982513,1974-05-17
0.17837542295455933,1974-05-20
0.17837542295455933,1974-05-21
0.17200490832328796,1974-05-22
0.16881993412971497,1974-05-23
0.16881993412971497,1974-05-24
0.17200490832328796,1974-05-28
0.18474604189395905,1974-05-29
0.1911165416240692,1974-05-30
0.2006726861000061,1974-05-31
0.21341368556022644,1974-06-03
0.2261548638343811,1974-06-04
0.22296938300132751,1974-06-05
0.2261548638343811,1974-06-06
0.2357105016708374,1974-06-07
0.2484515756368637,1974-06-10
0.2357105016708374,1974-06-11
0.22296938300132751,1974-06-12
0.22296938300132751,1974-06-13
0.2261548638343811,1974-06-14
0.21341368556022644,1974-06-17
0.20704315602779388,1974-06-18
0.20704315602779388,1974-06-19
0.2038576900959015,1974-06-20
0.19748719036579132,1974-06-21
0.2038576900959015,1974-06-24
0.2006726861000061,1974-06-25
0.18793152272701263,1974-06-26
0.18474604189395905,1974-06-27
0.17200490832328796,1974-06-28
0.17837542295455933,1974-07-01
0.16881993412971497,1974-07-02
0.17519043385982513,1974-07-03
0.17837542295455933,1974-07-05
0.16563431918621063,1974-07-08
0.18793152272701263,1974-07-09
0.1911165416240692,1974-07-10
0.17519043385982513,1974-07-11
0.18474604189395905,1974-07-12
0.19430191814899445,1974-07-15
0.18793152272701263,1974-07-16
0.1911165416240692,1974-07-17
0.18474604189395905,1974-07-18
0.17837542295455933,1974-07-19
0.18793152272701263,1974-07-22
0.18156090378761292,1974-07-23
0.19430191814899445,1974-07-24
0.19430191814899445,1974-07-25
0.19430191814899445,1974-07-26
0.19430191814899445,1974-07-29
0.19430191814899445,1974-07-30
0.1911165416240692,1974-07-31
0.1911165416240692,1974-08-01
0.19430191814899445,1974-08-02
0.19430191814899445,1974-08-05
0.1911165416240692,1974-08-06
0.19748719036579132,1974-08-07
0.18156090378761292,1974-08-08
0.17519043385982513,1974-08-09
0.18793152272701263,1974-08-12
0.18793152272701263,1974-08-13
0.19748719036579132,1974-08-14
0.18793152272701263,1974-08-15
0.19430191814899445,1974-08-16
0.18474604189395905,1974-08-19
0.2038576900959015,1974-08-20
0.219784215092659,1974-08-21
0.22296938300132751,1974-08-22
0.219784215092659,1974-08-23
0.219784215092659,1974-08-26
0.21022820472717285,1974-08-27
0.21341368556022644,1974-08-28
0.2006726861000061,1974-08-29
0.20704315602779388,1974-08-30
0.2006726861000061,1974-09-03
0.1911165416240692,1974-09-04
0.19748719036579132,1974-09-05
0.2038576900959015,1974-09-06
0.1911165416240692,1974-09-09
0.18793152272701263,1974-09-10
0.2038576900959015,1974-09-11
0.19748719036579132,1974-09-12
0.19430191814899445,1974-09-13
0.2006726861000061,1974-09-16
0.2006726861000061,1974-09-17
0.19748719036579132,1974-09-18
0.2038576900959015,1974-09-19
0.19430191814899445,1974-09-20
0.19748719036579132,1974-09-23
0.19748719036579132,1974-09-24
0.1911165416240692,1974-09-25
0.1911165416240692,1974-09-26
0.18474604189395905,1974-09-27
0.17519043385982513,1974-09-30
0.17519043385982513,1974-10-01
0.18156090378761292,1974-10-02
0.1911165416240692,1974-10-03
0.18156090378761292,1974-10-04
0.18474604189395905,1974-10-07
0.18793152272701263,1974-10-08
0.21341368556022644,1974-10-09
0.20704315602779388,1974-10-10
0.2038576900959015,1974-10-11
0.21022820472717285,1974-10-14
0.2038576900959015,1974-10-15
0.19430191814899445,1974-10-16
0.18793152272701263,1974-10-17
0.1911165416240692,1974-10-18
0.19430191814899445,1974-10-21
0.18474604189395905,1974-10-22
0.18793152272701263,1974-10-23
0.17837542295455933,1974-10-24
0.17837542295455933,1974-10-25
0.16881993412971497,1974-10-28
0.16563431918621063,1974-10-29
0.16563431918621063,1974-10-30
0.17837542295455933,1974-10-31
0.17837542295455933,1974-11-01
0.17200490832328796,1974-11-04
0.17200490832328796,1974-11-05
0.16244927048683167,1974-11-06
0.15926380455493927,1974-11-07
0.15289321541786194,1974-11-08
0.15607871115207672,1974-11-11
0.15926380455493927,1974-11-12
0.16244927048683167,1974-11-13
0.16244927048683167,1974-11-14
0.15607871115207672,1974-11-15
