HUM,Date
2.2931761741638184,1982-07-19
2.335644006729126,1982-07-20
2.335644006729126,1982-07-21
2.356877088546753,1982-07-22
2.346259832382202,1982-07-23
2.314410924911499,1982-07-26
2.2719435691833496,1982-07-27
2.187011241912842,1982-07-28
2.2931761741638184,1982-07-29
2.2507100105285645,1982-07-30
2.2931761741638184,1982-08-02
2.2294771671295166,1982-08-03
2.187011241912842,1982-08-04
2.144545078277588,1982-08-05
2.12331223487854,1982-08-06
2.0808446407318115,1982-08-09
2.1020781993865967,1982-08-10
2.1020781993865967,1982-08-11
2.1657774448394775,1982-08-12
2.2082433700561523,1982-08-13
2.2188615798950195,1982-08-16
2.314410924911499,1982-08-17
2.335644006729126,1982-08-18
2.346259832382202,1982-08-19
2.4205751419067383,1982-08-20
2.4205751419067383,1982-08-23
2.463041305541992,1982-08-24
2.547974109649658,1982-08-25
2.6010563373565674,1982-08-26
2.5798230171203613,1982-08-27
2.6010563373565674,1982-08-30
2.7072229385375977,1982-08-31
2.654139757156372,1982-09-01
2.675372838973999,1982-09-02
2.739072799682617,1982-09-03
2.6329054832458496,1982-09-07
2.6116738319396973,1982-09-08
2.6116738319396973,1982-09-09
2.569206953048706,1982-09-10
2.547974109649658,1982-09-13
2.5798230171203613,1982-09-14
2.7496883869171143,1982-09-15
2.739072799682617,1982-09-16
2.6329054832458496,1982-09-17
2.6329054832458496,1982-09-20
2.7709224224090576,1982-09-21
2.739072799682617,1982-09-22
2.8027710914611816,1982-09-23
2.792156457901001,1982-09-24
2.8027710914611816,1982-09-27
2.7835745811462402,1982-09-28
2.7409143447875977,1982-09-29
2.7302494049072266,1982-09-30
2.8155689239501953,1982-10-01
2.804905891418457,1982-10-04
2.868894338607788,1982-10-05
3.0288708209991455,1982-10-06
3.1141879558563232,1982-10-07
3.2528345584869385,1982-10-08
3.295496940612793,1982-10-11
3.274165391921997,1982-10-12
3.274165391921997,1982-10-13
3.284832000732422,1982-10-14
3.2528345584869385,1982-10-15
3.3808164596557617,1982-10-18
3.4234752655029297,1982-10-19
3.348820209503174,1982-10-20
3.4021456241607666,1982-10-21
3.412813186645508,1982-10-22
3.295496940612793,1982-10-25
3.274165391921997,1982-10-26
3.284832000732422,1982-10-27
3.284832000732422,1982-10-28
3.242171049118042,1982-10-29
3.2528345584869385,1982-11-01
3.412813186645508,1982-11-02
3.6474406719207764,1982-11-03
3.6581075191497803,1982-11-04
3.4981322288513184,1982-11-05
3.4341416358947754,1982-11-08
3.487466812133789,1982-11-09
3.4981322288513184,1982-11-10
3.6261119842529297,1982-11-11
3.4234752655029297,1982-11-12
3.4341416358947754,1982-11-15
3.338155746459961,1982-11-16
3.3594868183135986,1982-11-17
3.348820209503174,1982-11-18
3.3594868183135986,1982-11-19
3.3274924755096436,1982-11-22
3.348820209503174,1982-11-23
3.412813186645508,1982-11-24
3.4981322288513184,1982-11-26
3.4554708003997803,1982-11-29
3.636777400970459,1982-11-30
3.6047825813293457,1982-12-01
3.6474406719207764,1982-12-02
3.6474406719207764,1982-12-03
3.722095489501953,1982-12-06
3.796752452850342,1982-12-07
3.85007905960083,1982-12-08
3.754092216491699,1982-12-09
3.743427276611328,1982-12-10
3.722095489501953,1982-12-13
3.540792226791382,1982-12-14
3.412813186645508,1982-12-15
3.4768025875091553,1982-12-16
3.562122344970703,1982-12-17
3.5834507942199707,1982-12-20
3.668771505355835,1982-12-21
3.7327613830566406,1982-12-22
3.796752452850342,1982-12-23
3.807417631149292,1982-12-27
3.83941388130188,1982-12-28
3.856553554534912,1982-12-29
3.845842123031616,1982-12-30
3.856553554534912,1982-12-31
3.7708513736724854,1983-01-03
3.6637237071990967,1983-01-04
3.7387120723724365,1983-01-05
3.963679552078247,1983-01-06
3.8886911869049072,1983-01-07
3.867267370223999,1983-01-10
3.856553554534912,1983-01-11
3.9315404891967773,1983-01-12
3.856553554534912,1983-01-13
3.813701868057251,1983-01-14
3.7280001640319824,1983-01-17
3.620875597000122,1983-01-18
3.4066226482391357,1983-01-19
3.3851964473724365,1983-01-20
3.3102080821990967,1983-01-21
3.1388044357299805,1983-01-24
3.2994964122772217,1983-01-25
3.3423471450805664,1983-01-26
3.4708971977233887,1983-01-27
3.4708971977233887,1983-01-28
3.4173343181610107,1983-01-31
3.3851964473724365,1983-02-01
3.456613302230835,1983-02-02
3.370913505554199,1983-02-03
3.370913505554199,1983-02-04
3.4708971977233887,1983-02-07
3.4851818084716797,1983-02-08
3.5137486457824707,1983-02-09
3.5708816051483154,1983-02-10
3.6422994136810303,1983-02-11
3.7280001640319824,1983-02-14
3.7565674781799316,1983-02-15
3.7280001640319824,1983-02-16
3.6994338035583496,1983-02-17
3.6137330532073975,1983-02-18
3.5851659774780273,1983-02-22
3.5708816051483154,1983-02-23
3.6422994136810303,1983-02-24
3.685149908065796,1983-02-25
3.6565845012664795,1983-02-28
3.7708513736724854,1983-03-01
3.6994338035583496,1983-03-02
3.7280001640319824,1983-03-03
3.7851366996765137,1983-03-04
3.870835304260254,1983-03-07
3.927971124649048,1983-03-08
3.9565377235412598,1983-03-09
3.9708199501037598,1983-03-10
3.9708199501037598,1983-03-11
3.985103130340576,1983-03-14
3.9565377235412598,1983-03-15
3.9422543048858643,1983-03-16
3.8422703742980957,1983-03-17
3.8994014263153076,1983-03-18
3.985103130340576,1983-03-21
3.8851191997528076,1983-03-22
3.9136860370635986,1983-03-23
3.9993882179260254,1983-03-24
4.213642120361328,1983-03-25
4.288219451904297,1983-03-28
4.187826633453369,1983-03-29
4.302562713623047,1983-03-30
4.302562713623047,1983-03-31
4.302562713623047,1983-04-04
4.388610363006592,1983-04-05
4.359928607940674,1983-04-06
4.2738776206970215,1983-04-07
4.23085355758667,1983-04-08
4.302562713623047,1983-04-11
4.331246376037598,1983-04-12
4.316901683807373,1983-04-13
4.316901683807373,1983-04-14
4.402955055236816,1983-04-15
4.474663257598877,1983-04-18
4.460321426391602,1983-04-19
4.474663257598877,1983-04-20
4.431636810302734,1983-04-21
4.460321426391602,1983-04-22
4.3455891609191895,1983-04-25
4.460321426391602,1983-04-26
4.489004135131836,1983-04-27
4.546374797821045,1983-04-28
4.546374797821045,1983-04-29
4.560715675354004,1983-05-02
4.546374797821045,1983-05-03
4.445980548858643,1983-05-04
4.445980548858643,1983-05-05
4.417295455932617,1983-05-06
4.316901683807373,1983-05-09
4.388610363006592,1983-05-10
4.460321426391602,1983-05-11
4.359928607940674,1983-05-12
4.316901683807373,1983-05-13
4.187826633453369,1983-05-16
4.14479923248291,1983-05-17
4.058750152587891,1983-05-18
4.159143447875977,1983-05-19
4.159143447875977,1983-05-20
4.302562713623047,1983-05-23
4.417295455932617,1983-05-24
4.402955055236816,1983-05-25
4.2738776206970215,1983-05-26
4.331246376037598,1983-05-27
4.331246376037598,1983-05-31
4.359928607940674,1983-06-01
4.2738776206970215,1983-06-02
4.216507434844971,1983-06-03
4.187826633453369,1983-06-06
4.202167510986328,1983-06-07
4.202167510986328,1983-06-08
4.2738776206970215,1983-06-09
4.202167510986328,1983-06-10
4.087433338165283,1983-06-13
4.2738776206970215,1983-06-14
4.431636810302734,1983-06-15
4.517687797546387,1983-06-16
4.474663257598877,1983-06-17
4.388610363006592,1983-06-20
4.402955055236816,1983-06-21
4.489004135131836,1983-06-22
4.474663257598877,1983-06-23
4.460321426391602,1983-06-24
4.359928607940674,1983-06-27
4.302562713623047,1983-06-28
4.291042327880859,1983-06-29
4.262242794036865,1983-06-30
4.233443260192871,1983-07-01
4.175844192504883,1983-07-05
4.2766432762146,1983-07-06
4.190245151519775,1983-07-07
4.118247032165527,1983-07-08
4.132646560668945,1983-07-11
4.247842311859131,1983-07-12
4.175844192504883,1983-07-13
4.147045612335205,1983-07-14
4.132646560668945,1983-07-15
4.103850364685059,1983-07-18
4.060649394989014,1983-07-19
4.147045612335205,1983-07-20
4.046250820159912,1983-07-21
3.988651990890503,1983-07-22
3.988651990890503,1983-07-25
4.017453193664551,1983-07-26
3.859057903289795,1983-07-27
3.686264991760254,1983-07-28
3.542268991470337,1983-07-29
3.4846689701080322,1983-08-01
3.542268991470337,1983-08-02
3.585467576980591,1983-08-03
3.6286661624908447,1983-08-04
3.7294609546661377,1983-08-05
3.6286661624908447,1983-08-08
3.6718640327453613,1983-08-09
3.7726612091064453,1983-08-10
3.8734569549560547,1983-08-11
3.743860960006714,1983-08-12
3.8734569549560547,1983-08-15
3.657463550567627,1983-08-16
3.686264991760254,1983-08-17
3.700662612915039,1983-08-18
3.7150628566741943,1983-08-19
3.614267349243164,1983-08-22
3.5566697120666504,1983-08-23
3.4702725410461426,1983-08-24
3.4558722972869873,1983-08-25
3.527869701385498,1983-08-26
3.5998663902282715,1983-08-29
3.815859317779541,1983-08-30
3.8302600383758545,1983-08-31
3.9598522186279297,1983-09-01
4.003052234649658,1983-09-02
3.988651990890503,1983-09-06
3.9742531776428223,1983-09-07
3.9166548252105713,1983-09-08
3.9454524517059326,1983-09-09
3.8302600383758545,1983-09-12
3.686264991760254,1983-09-13
3.6718640327453613,1983-09-14
3.643064022064209,1983-09-15
3.75826096534729,1983-09-16
3.887856960296631,1983-09-19
4.003052234649658,1983-09-20
3.9598522186279297,1983-09-21
3.9310531616210938,1983-09-22
3.859057903289795,1983-09-23
3.7294609546661377,1983-09-26
3.660022258758545,1983-09-27
3.6455564498901367,1983-09-28
3.703423261642456,1983-09-29
3.674488067626953,1983-09-30
3.717888355255127,1983-10-03
3.7612876892089844,1983-10-04
3.79022216796875,1983-10-05
3.9348859786987305,1983-10-06
4.079550743103027,1983-10-07
3.9782845973968506,1983-10-10
3.992753028869629,1983-10-11
3.9638187885284424,1983-10-12
3.862553834915161,1983-10-13
3.8480889797210693,1983-10-14
3.7323553562164307,1983-10-17
3.6310904026031494,1983-10-18
3.500889539718628,1983-10-19
3.4574921131134033,1983-10-20
3.269428014755249,1983-10-21
3.3128271102905273,1983-10-24
3.283893585205078,1983-10-25
3.139227867126465,1983-10-26
2.9800972938537598,1983-10-27
3.066896915435791,1983-10-28
3.0234978199005127,1983-10-31
3.009031057357788,1983-11-01
3.066896915435791,1983-11-02
3.1681623458862305,1983-11-03
3.139227867126465,1983-11-04
3.124762773513794,1983-11-07
3.153696298599243,1983-11-08
3.1681623458862305,1983-11-09
3.226026773452759,1983-11-10
3.283893585205078,1983-11-11
3.327294111251831,1983-11-14
3.3128271102905273,1983-11-15
3.269428014755249,1983-11-16
3.1681623458862305,1983-11-17
3.153696298599243,1983-11-18
3.066896915435791,1983-11-21
3.081362724304199,1983-11-22
3.066896915435791,1983-11-23
3.0958304405212402,1983-11-25
3.1102960109710693,1983-11-28
3.009031057357788,1983-11-29
2.922231674194336,1983-11-30
2.9077653884887695,1983-12-01
2.74863338470459,1983-12-02
2.7920329570770264,1983-12-05
2.8932995796203613,1983-12-06
2.951164722442627,1983-12-07
2.9366986751556396,1983-12-08
2.9077653884887695,1983-12-09
2.9366986751556396,1983-12-12
3.009031057357788,1983-12-13
2.9800972938537598,1983-12-14
2.806499719619751,1983-12-15
2.8932995796203613,1983-12-16
2.9366986751556396,1983-12-19
2.9945645332336426,1983-12-20
2.9945645332336426,1983-12-21
2.965629816055298,1983-12-22
3.037961959838867,1983-12-23
3.009031057357788,1983-12-27
3.0154402256011963,1983-12-28
3.0445761680603027,1983-12-29
3.059140920639038,1983-12-30
3.1756820678710938,1984-01-03
3.3213555812835693,1984-01-04
3.379624843597412,1984-01-05
3.350489854812622,1984-01-06
3.3359222412109375,1984-01-09
3.1902482509613037,1984-01-10
3.233952045440674,1984-01-11
3.263084650039673,1984-01-12
3.2776520252227783,1984-01-13
3.2048161029815674,1984-01-16
3.3067870140075684,1984-01-17
3.24851655960083,1984-01-18
3.3213555812835693,1984-01-19
3.24851655960083,1984-01-20
3.21938419342041,1984-01-23
3.24851655960083,1984-01-24
3.263084650039673,1984-01-25
3.263084650039673,1984-01-26
3.3213555812835693,1984-01-27
3.263084650039673,1984-01-30
3.3213555812835693,1984-01-31
3.3912785053253174,1984-02-01
3.4262378215789795,1984-02-02
3.3912785053253174,1984-02-03
3.2514305114746094,1984-02-06
3.268911600112915,1984-02-07
3.268911600112915,1984-02-08
3.3213555812835693,1984-02-09
3.408759117126465,1984-02-10
3.3563151359558105,1984-02-13
3.408759117126465,1984-02-14
3.3563151359558105,1984-02-15
3.373798131942749,1984-02-16
3.338834285736084,1984-02-17
3.286393165588379,1984-02-21
3.268911600112915,1984-02-22
3.2514305114746094,1984-02-23
3.3912785053253174,1984-02-24
3.4437191486358643,1984-02-27
3.3213555812835693,1984-02-28
3.3038747310638428,1984-02-29
3.268911600112915,1984-03-01
3.3213555812835693,1984-03-02
3.3213555812835693,1984-03-05
3.233952045440674,1984-03-06
3.1115856170654297,1984-03-07
3.1290664672851562,1984-03-08
3.059140920639038,1984-03-09
3.164027452468872,1984-03-12
3.338834285736084,1984-03-13
3.338834285736084,1984-03-14
3.373798131942749,1984-03-15
3.4262378215789795,1984-03-16
3.3563151359558105,1984-03-19
3.3912785053253174,1984-03-20
3.3563151359558105,1984-03-21
3.2514305114746094,1984-03-22
3.3038747310638428,1984-03-23
3.373798131942749,1984-03-26
3.412496328353882,1984-03-27
3.4828567504882812,1984-03-28
3.5004448890686035,1984-03-29
3.5004448890686035,1984-03-30
3.5356271266937256,1984-04-02
3.430086612701416,1984-04-03
3.412496328353882,1984-04-04
3.3069546222686768,1984-04-05
3.3773157596588135,1984-04-06
3.394904851913452,1984-04-09
3.359724283218384,1984-04-10
3.342134952545166,1984-04-11
3.3773157596588135,1984-04-12
3.447676181793213,1984-04-13
3.394904851913452,1984-04-16
3.447676181793213,1984-04-17
3.465265989303589,1984-04-18
3.5004448890686035,1984-04-19
3.465265989303589,1984-04-23
3.693938970565796,1984-04-24
3.7291178703308105,1984-04-25
3.8170692920684814,1984-04-26
3.834660291671753,1984-04-27
3.869840383529663,1984-04-30
3.869840383529663,1984-05-01
3.8170692920684814,1984-05-02
3.869840383529663,1984-05-03
3.8170692920684814,1984-05-04
3.7467100620269775,1984-05-07
3.9050209522247314,1984-05-08
3.7818899154663086,1984-05-09
3.7818899154663086,1984-05-10
3.7818899154663086,1984-05-11
3.7115273475646973,1984-05-14
3.7467100620269775,1984-05-15
3.693938970565796,1984-05-16
3.623579740524292,1984-05-17
3.641169548034668,1984-05-18
3.764298439025879,1984-05-21
3.6587576866149902,1984-05-22
3.641169548034668,1984-05-23
3.588397741317749,1984-05-24
3.623579740524292,1984-05-25
3.570807695388794,1984-05-29
3.588397741317749,1984-05-30
3.641169548034668,1984-05-31
3.7467100620269775,1984-06-01
3.8522489070892334,1984-06-04
3.7115273475646973,1984-06-05
3.764298439025879,1984-06-06
3.764298439025879,1984-06-07
3.7115273475646973,1984-06-08
3.6763498783111572,1984-06-11
3.693938970565796,1984-06-12
3.834660291671753,1984-06-13
3.764298439025879,1984-06-14
3.764298439025879,1984-06-15
3.9226083755493164,1984-06-18
4.010560989379883,1984-06-19
4.028152942657471,1984-06-20
3.9050209522247314,1984-06-21
3.8170692920684814,1984-06-22
3.7994792461395264,1984-06-25
3.7994792461395264,1984-06-26
3.749953269958496,1984-06-27
3.7676401138305664,1984-06-28
3.7676401138305664,1984-06-29
3.749953269958496,1984-07-02
3.7676401138305664,1984-07-03
3.7676401138305664,1984-07-05
3.679196834564209,1984-07-06
3.6615097522735596,1984-07-09
3.696887969970703,1984-07-10
3.73226261138916,1984-07-11
3.73226261138916,1984-07-12
3.73226261138916,1984-07-13
3.679196834564209,1984-07-16
3.80301833152771,1984-07-17
3.785327196121216,1984-07-18
3.785327196121216,1984-07-19
3.6615097522735596,1984-07-20
3.696887969970703,1984-07-23
3.6615097522735596,1984-07-24
3.749953269958496,1984-07-25
3.838393211364746,1984-07-26
3.873769998550415,1984-07-27
3.909147262573242,1984-07-30
3.909147262573242,1984-07-31
3.9445252418518066,1984-08-01
4.086033344268799,1984-08-02
4.227540493011475,1984-08-03
4.404422760009766,1984-08-06
4.333670616149902,1984-08-07
4.245227336883545,1984-08-08
4.386734962463379,1984-08-09
4.510554313659668,1984-08-10
4.5636210441589355,1984-08-13
4.510554313659668,1984-08-14
4.4928669929504395,1984-08-15
4.528242588043213,1984-08-16
4.36904764175415,1984-08-17
4.4928669929504395,1984-08-20
4.457491397857666,1984-08-21
4.43980073928833,1984-08-22
4.475179672241211,1984-08-23
4.457491397857666,1984-08-24
4.404422760009766,1984-08-27
4.457491397857666,1984-08-28
4.4928669929504395,1984-08-29
4.43980073928833,1984-08-30
4.404422760009766,1984-08-31
4.121408462524414,1984-09-04
4.227540493011475,1984-09-05
4.17447566986084,1984-09-06
4.192164421081543,1984-09-07
4.121408462524414,1984-09-10
4.0329670906066895,1984-09-11
3.8914597034454346,1984-09-12
4.068345546722412,1984-09-13
4.103720188140869,1984-09-14
4.227540493011475,1984-09-17
3.9622139930725098,1984-09-18
4.015278339385986,1984-09-19
3.8914597034454346,1984-09-20
3.73226261138916,1984-09-21
3.7145755290985107,1984-09-24
3.820704936981201,1984-09-25
3.820704936981201,1984-09-26
3.7709009647369385,1984-09-27
3.753113269805908,1984-09-28
3.6997530460357666,1984-10-01
3.6997530460357666,1984-10-02
3.62860369682312,1984-10-03
3.5930287837982178,1984-10-04
3.504092216491699,1984-10-05
3.468517780303955,1984-10-08
3.4329419136047363,1984-10-09
3.468517780303955,1984-10-10
3.5752410888671875,1984-10-11
3.664179563522339,1984-10-12
3.664179563522339,1984-10-15
3.6463890075683594,1984-10-16
3.6108169555664062,1984-10-17
3.7175419330596924,1984-10-18
3.824262857437134,1984-10-19
3.753113269805908,1984-10-22
3.7709009647369385,1984-10-23
3.6819651126861572,1984-10-24
3.6819651126861572,1984-10-25
3.62860369682312,1984-10-26
3.5574545860290527,1984-10-29
3.5930287837982178,1984-10-30
3.5574545860290527,1984-10-31
3.4863035678863525,1984-11-01
3.5574545860290527,1984-11-02
3.6463890075683594,1984-11-05
3.664179563522339,1984-11-06
3.6819651126861572,1984-11-07
3.62860369682312,1984-11-08
3.5930287837982178,1984-11-09
3.62860369682312,1984-11-12
3.5930287837982178,1984-11-13
3.5574545860290527,1984-11-14
3.521879196166992,1984-11-15
3.521879196166992,1984-11-16
3.4329419136047363,1984-11-19
3.4329419136047363,1984-11-20
3.4507322311401367,1984-11-21
3.4863035678863525,1984-11-23
3.4329419136047363,1984-11-26
3.4151551723480225,1984-11-27
3.397368907928467,1984-11-28
3.379579782485962,1984-11-29
3.344007968902588,1984-11-30
3.397368907928467,1984-12-03
3.4151551723480225,1984-12-04
3.4151551723480225,1984-12-05
3.468517780303955,1984-12-06
3.4151551723480225,1984-12-07
3.4151551723480225,1984-12-10
3.468517780303955,1984-12-11
3.468517780303955,1984-12-12
3.539665699005127,1984-12-13
3.5574545860290527,1984-12-14
3.5752410888671875,1984-12-17
3.521879196166992,1984-12-18
3.5930287837982178,1984-12-19
3.5574545860290527,1984-12-20
3.5752410888671875,1984-12-21
3.5752410888671875,1984-12-24
3.5574545860290527,1984-12-26
3.4151551723480225,1984-12-27
3.314119338989258,1984-12-28
3.367861747741699,1984-12-31
3.2782907485961914,1985-01-02
3.296205520629883,1985-01-03
3.260376214981079,1985-01-04
3.206634044647217,1985-01-07
3.170807123184204,1985-01-08
3.260376214981079,1985-01-09
3.475348949432373,1985-01-10
3.5470023155212402,1985-01-11
3.600745677947998,1985-01-14
3.600745677947998,1985-01-15
3.6724021434783936,1985-01-16
3.6186606884002686,1985-01-17
3.6724021434783936,1985-01-18
3.869457483291626,1985-01-21
3.9590303897857666,1985-01-22
3.994856834411621,1985-01-23
3.887373447418213,1985-01-24
3.9232006072998047,1985-01-25
3.9232006072998047,1985-01-28
3.9232006072998047,1985-01-29
3.994856834411621,1985-01-30
3.9769444465637207,1985-01-31
3.994856834411621,1985-02-01
4.1202569007873535,1985-02-04
4.13817024230957,1985-02-05
4.191914081573486,1985-02-06
4.335225582122803,1985-02-07
4.263571739196777,1985-02-08
4.191914081573486,1985-02-11
4.13817024230957,1985-02-12
4.263571739196777,1985-02-13
4.317313194274902,1985-02-14
4.353140354156494,1985-02-15
4.388970375061035,1985-02-19
4.371054649353027,1985-02-20
4.299396514892578,1985-02-21
4.1560845375061035,1985-02-22
4.173999786376953,1985-02-25
4.299396514892578,1985-02-26
4.191914081573486,1985-02-27
4.173999786376953,1985-02-28
4.299396514892578,1985-03-01
4.245657444000244,1985-03-04
4.281485557556152,1985-03-05
4.1560845375061035,1985-03-06
4.191914081573486,1985-03-07
4.173999786376953,1985-03-08
4.10234260559082,1985-03-11
4.1202569007873535,1985-03-12
4.1560845375061035,1985-03-13
4.13817024230957,1985-03-14
4.13817024230957,1985-03-15
3.994856834411621,1985-03-18
3.9232006072998047,1985-03-19
3.9232006072998047,1985-03-20
4.012773513793945,1985-03-21
4.048600196838379,1985-03-22
4.048600196838379,1985-03-25
4.048600196838379,1985-03-26
4.109156131744385,1985-03-27
4.181246757507324,1985-03-28
4.25333833694458,1985-03-29
4.235315799713135,1985-04-01
4.21729040145874,1985-04-02
4.109156131744385,1985-04-03
4.073110103607178,1985-04-04
3.9289305210113525,1985-04-08
3.91090726852417,1985-04-09
3.9829978942871094,1985-04-10
4.055088043212891,1985-04-11
4.073110103607178,1985-04-12
4.055088043212891,1985-04-15
4.055088043212891,1985-04-16
4.073110103607178,1985-04-17
4.127178192138672,1985-04-18
4.127178192138672,1985-04-19
4.145201683044434,1985-04-22
4.21729040145874,1985-04-23
4.145201683044434,1985-04-24
4.1632232666015625,1985-04-25
4.145201683044434,1985-04-26
4.055088043212891,1985-04-29
4.001021862030029,1985-04-30
3.9649770259857178,1985-05-01
3.8928847312927246,1985-05-02
3.9289305210113525,1985-05-03
3.8748626708984375,1985-05-06
4.001021862030029,1985-05-07
4.109156131744385,1985-05-08
4.145201683044434,1985-05-09
4.289383888244629,1985-05-10
4.271360397338867,1985-05-13
4.289383888244629,1985-05-14
4.3254265785217285,1985-05-15
4.3254265785217285,1985-05-16
4.3254265785217285,1985-05-17
4.397515296936035,1985-05-20
4.397515296936035,1985-05-21
4.433566093444824,1985-05-22
4.469609260559082,1985-05-23
4.4515862464904785,1985-05-24
4.523677349090576,1985-05-28
4.577744960784912,1985-05-29
4.595767021179199,1985-05-30
4.75797176361084,1985-05-31
4.830060005187988,1985-06-03
4.848083019256592,1985-06-04
4.920175552368164,1985-06-05
4.938196659088135,1985-06-06
4.938196659088135,1985-06-07
4.812039375305176,1985-06-10
4.830060005187988,1985-06-11
4.848083019256592,1985-06-12
4.721923351287842,1985-06-13
4.7759928703308105,1985-06-14
4.649834156036377,1985-06-17
4.577744960784912,1985-06-18
4.721923351287842,1985-06-19
4.721923351287842,1985-06-20
4.866105556488037,1985-06-21
4.866105556488037,1985-06-24
4.7039031982421875,1985-06-25
4.848083019256592,1985-06-26
4.9089460372924805,1985-06-27
4.89083194732666,1985-06-28
4.872717380523682,1985-07-01
4.89083194732666,1985-07-02
4.854604721069336,1985-07-03
4.9089460372924805,1985-07-05
4.9089460372924805,1985-07-08
4.854604721069336,1985-07-09
4.782149314880371,1985-07-10
4.818376541137695,1985-07-11
4.945176601409912,1985-07-12
4.963288307189941,1985-07-15
5.035747528076172,1985-07-16
5.035747528076172,1985-07-17
5.0176310539245605,1985-07-18
5.180660247802734,1985-07-19
5.126316547393799,1985-07-22
5.126316547393799,1985-07-23
5.035747528076172,1985-07-24
4.927063465118408,1985-07-25
4.89083194732666,1985-07-26
4.709692478179932,1985-07-29
