JNPR,Date
86.25031280517578,2000-04-05
95.12181854248047,2000-04-06
106.22960662841797,2000-04-07
93.84036254882812,2000-04-10
88.0246353149414,2000-04-11
80.48388671875,2000-04-12
69.00025939941406,2000-04-13
62.322021484375,2000-04-14
68.0391845703125,2000-04-17
78.06884002685547,2000-04-18
72.05599975585938,2000-04-19
73.38671875,2000-04-20
68.82778930664062,2000-04-24
75.90029907226562,2000-04-25
77.13245391845703,2000-04-26
82.38137817382812,2000-04-27
83.85997772216797,2000-04-28
86.32427215576172,2000-05-01
78.01957702636719,2000-05-02
76.83670806884766,2000-05-03
72.15455627441406,2000-05-04
76.24531555175781,2000-05-05
74.52027893066406,2000-05-08
69.7888412475586,2000-05-09
61.65666580200195,2000-05-10
58.354522705078125,2000-05-11
64.41666412353516,2000-05-12
66.51133728027344,2000-05-15
69.02493286132812,2000-05-16
66.16632080078125,2000-05-17
67.05348205566406,2000-05-18
64.26882934570312,2000-05-19
66.63453674316406,2000-05-22
59.68523025512695,2000-05-23
61.903114318847656,2000-05-24
61.23772430419922,2000-05-25
60.32594680786133,2000-05-26
68.75383758544922,2000-05-30
69.07420349121094,2000-05-31
74.7174301147461,2000-06-01
84.57459259033203,2000-06-02
84.77174377441406,2000-06-05
79.39959716796875,2000-06-06
88.59140014648438,2000-06-07
93.84036254882812,2000-06-08
88.3449935913086,2000-06-09
92.38643646240234,2000-06-12
93.44606018066406,2000-06-13
89.3553237915039,2000-06-14
91.10501098632812,2000-06-15
89.10892486572266,2000-06-16
98.76893615722656,2000-06-19
100.9375228881836,2000-06-20
103.7468032836914,2000-06-21
101.67682647705078,2000-06-22
96.84679412841797,2000-06-23
101.97251892089844,2000-06-26
99.70539855957031,2000-06-27
107.59111785888672,2000-06-28
116.65973663330078,2000-06-29
114.78688049316406,2000-06-30
114.34329986572266,2000-07-03
111.48467254638672,2000-07-05
110.64686584472656,2000-07-06
116.1668472290039,2000-07-07
116.3639907836914,2000-07-10
117.30043029785156,2000-07-11
119.81404876708984,2000-07-12
133.66336059570312,2000-07-13
137.80340576171875,2000-07-14
137.310546875,2000-07-17
128.19265747070312,2000-07-18
123.06688690185547,2000-07-19
133.2198486328125,2000-07-20
126.81263732910156,2000-07-21
118.02741241455078,2000-07-24
128.34048461914062,2000-07-25
126.41832733154297,2000-07-26
113.80115509033203,2000-07-27
106.0632553100586,2000-07-28
112.32258605957031,2000-07-31
109.11898803710938,2000-08-01
100.14895629882812,2000-08-02
109.71043395996094,2000-08-03
113.85042572021484,2000-08-04
120.06047058105469,2000-08-07
125.33405303955078,2000-08-08
130.6569366455078,2000-08-09
127.9461669921875,2000-08-10
126.12257385253906,2000-08-11
134.05767822265625,2000-08-14
133.8604736328125,2000-08-15
131.14981079101562,2000-08-16
135.7826690673828,2000-08-17
134.69837951660156,2000-08-18
137.0640869140625,2000-08-21
147.01980590820312,2000-08-22
147.2662353515625,2000-08-23
149.77984619140625,2000-08-24
150.5684051513672,2000-08-25
156.9756317138672,2000-08-28
154.65919494628906,2000-08-29
160.77059936523438,2000-08-30
168.55780029296875,2000-08-31
174.76783752441406,2000-09-01
173.5849609375,2000-09-05
165.35418701171875,2000-09-06
169.44493103027344,2000-09-07
155.84202575683594,2000-09-08
144.35841369628906,2000-09-11
149.6320037841797,2000-09-12
156.63059997558594,2000-09-13
156.8277587890625,2000-09-14
159.0455780029297,2000-09-15
151.4063262939453,2000-09-18
165.53903198242188,2000-09-19
173.5357208251953,2000-09-20
166.47544860839844,2000-09-21
177.9344024658203,2000-09-22
179.69635009765625,2000-09-25
181.7664337158203,2000-09-26
177.42921447753906,2000-09-27
179.79498291015625,2000-09-28
172.64854431152344,2000-09-29
162.5448760986328,2000-10-02
158.84848022460938,2000-10-03
163.98654174804688,2000-10-04
156.0884552001953,2000-10-05
149.6320037841797,2000-10-06
157.36988830566406,2000-10-09
162.3970489501953,2000-10-10
162.44630432128906,2000-10-11
157.40687561035156,2000-10-12
180.189208984375,2000-10-13
191.62359619140625,2000-10-16
180.73138427734375,2000-10-17
168.65635681152344,2000-10-18
183.40516662597656,2000-10-19
182.9492950439453,2000-10-20
177.3306427001953,2000-10-23
172.0078125,2000-10-24
154.26490783691406,2000-10-25
149.92770385742188,2000-10-26
142.7319793701172,2000-10-27
131.19911193847656,2000-10-30
153.77198791503906,2000-10-31
144.60488891601562,2000-11-01
153.6734161376953,2000-11-02
170.43063354492188,2000-11-03
172.54994201660156,2000-11-06
166.14276123046875,2000-11-07
148.39988708496094,2000-11-08
141.64768981933594,2000-11-09
134.7969512939453,2000-11-10
129.7574462890625,2000-11-13
145.09771728515625,2000-11-14
139.9719696044922,2000-11-15
127.60123443603516,2000-11-16
121.73616027832031,2000-11-17
96.10750579833984,2000-11-20
89.55248260498047,2000-11-21
94.33319091796875,2000-11-22
104.38755798339844,2000-11-24
97.58609008789062,2000-11-27
83.63817596435547,2000-11-28
91.27750396728516,2000-11-29
98.27608489990234,2000-11-30
103.99325561523438,2000-12-01
102.10808563232422,2000-12-04
123.0176010131836,2000-12-05
110.63452911376953,2000-12-06
117.39899444580078,2000-12-07
125.58045959472656,2000-12-08
129.3262481689453,2000-12-11
127.009765625,2000-12-12
122.22907257080078,2000-12-13
107.44324493408203,2000-12-14
101.62753295898438,2000-12-15
101.62753295898438,2000-12-18
89.7003402709961,2000-12-19
77.42813873291016,2000-12-20
74.07672119140625,2000-12-21
97.0932388305664,2000-12-22
92.31250762939453,2000-12-26
100.98682403564453,2000-12-27
109.31609344482422,2000-12-28
99.40967559814453,2000-12-29
80.87814331054688,2001-01-02
104.09182739257812,2001-01-03
98.81822967529297,2001-01-04
86.59535217285156,2001-01-05
91.0680160522461,2001-01-08
92.41107177734375,2001-01-09
94.0867919921875,2001-01-10
104.33822631835938,2001-01-11
103.69755554199219,2001-01-12
100.9375228881836,2001-01-16
107.39396667480469,2001-01-17
107.7389907836914,2001-01-18
105.91542053222656,2001-01-19
100.592529296875,2001-01-22
106.98735809326172,2001-01-23
105.66897583007812,2001-01-24
99.70539855957031,2001-01-25
93.64321899414062,2001-01-26
91.6717529296875,2001-01-29
88.66532135009766,2001-01-30
83.5395736694336,2001-01-31
85.41248321533203,2001-02-01
79.39959716796875,2001-02-02
82.60317993164062,2001-02-05
80.58245086669922,2001-02-06
74.42173767089844,2001-02-07
73.38671875,2001-02-08
66.14167785644531,2001-02-09
62.98737335205078,2001-02-12
62.19881057739258,2001-02-13
70.47884368896484,2001-02-14
72.69670867919922,2001-02-15
63.08595275878906,2001-02-16
58.94593048095703,2001-02-20
59.04450225830078,2001-02-21
53.99270248413086,2001-02-22
58.94593048095703,2001-02-23
56.875911712646484,2001-02-26
49.56928634643555,2001-02-27
50.912330627441406,2001-02-28
48.74374771118164,2001-03-01
42.274986267089844,2001-03-02
46.23017883300781,2001-03-05
50.51805877685547,2001-03-06
48.05375289916992,2001-03-07
48.6944694519043,2001-03-08
43.27301788330078,2001-03-09
39.182289123535156,2001-03-12
46.23017883300781,2001-03-13
45.1458854675293,2001-03-14
43.7658805847168,2001-03-15
41.84372329711914,2001-03-16
46.08231735229492,2001-03-19
41.35086441040039,2001-03-20
41.69588088989258,2001-03-21
45.24446487426758,2001-03-22
43.71659469604492,2001-03-23
40.60369873046875,2001-03-26
41.58942413330078,2001-03-27
34.61052322387695,2001-03-28
31.069835662841797,2001-03-29
29.934288024902344,2001-03-30
28.26250457763672,2001-04-02
24.130380630493164,2001-04-03
23.018489837646484,2001-04-04
29.30342674255371,2001-04-05
26.653820037841797,2001-04-06
26.17278289794922,2001-04-09
31.91360855102539,2001-04-10
33.71944808959961,2001-04-11
39.72838592529297,2001-04-12
38.1512336730957,2001-04-16
40.114776611328125,2001-04-17
45.27205276489258,2001-04-18
51.7147102355957,2001-04-19
51.53334426879883,2001-04-20
46.86497116088867,2001-04-23
44.94874572753906,2001-04-24
45.62691879272461,2001-04-25
40.848167419433594,2001-04-26
43.387367248535156,2001-04-27
46.54954528808594,2001-04-30
49.87733459472656,2001-05-01
51.34407043457031,2001-05-02
47.96109390258789,2001-05-03
48.2055549621582,2001-05-04
45.01182556152344,2001-05-07
46.447017669677734,2001-05-08
45.24051284790039,2001-05-09
42.27547836303711,2001-05-10
42.78804397583008,2001-05-11
42.40164566040039,2001-05-14
41.91272735595703,2001-05-15
45.650577545166016,2001-05-16
42.141422271728516,2001-05-17
43.221763610839844,2001-05-18
44.5781135559082,2001-05-21
44.90142822265625,2001-05-22
42.03891372680664,2001-05-23
43.032508850097656,2001-05-24
41.132049560546875,2001-05-25
36.581974029541016,2001-05-29
31.708574295043945,2001-05-30
33.53806686401367,2001-05-31
33.743099212646484,2001-06-01
35.04425048828125,2001-06-04
36.73180389404297,2001-06-05
35.24138641357422,2001-06-06
36.771236419677734,2001-06-07
29.981599807739258,2001-06-08
27.86033821105957,2001-06-11
28.096904754638672,2001-06-12
26.14124298095703,2001-06-13
25.4709529876709,2001-06-14
24.55620574951172,2001-06-15
22.316659927368164,2001-06-18
22.513795852661133,2001-06-19
24.493125915527344,2001-06-20
23.54682731628418,2001-06-21
22.860769271850586,2001-06-22
24.05152130126953,2001-06-25
23.255062103271484,2001-06-26
23.830718994140625,2001-06-27
23.84649085998535,2001-06-28
24.5246639251709,2001-06-29
25.045127868652344,2001-07-02
24.658721923828125,2001-07-03
22.47437286376953,2001-07-05
21.015504837036133,2001-07-06
22.119510650634766,2001-07-09
19.848417282104492,2001-07-10
19.343740463256836,2001-07-11
22.450714111328125,2001-07-12
21.63848876953125,2001-07-13
19.856304168701172,2001-07-16
20.487159729003906,2001-07-17
18.90212631225586,2001-07-18
19.31218910217285,2001-07-19
19.572418212890625,2001-07-20
19.398935317993164,2001-07-23
19.682819366455078,2001-07-24
18.334354400634766,2001-07-25
19.706472396850586,2001-07-26
20.353111267089844,2001-07-27
19.887842178344727,2001-07-30
20.25847625732422,2001-07-31
21.6857967376709,2001-08-01
22.024883270263672,2001-08-02
21.843507766723633,2001-08-03
20.999738693237305,2001-08-06
20.424083709716797,2001-08-07
18.507835388183594,2001-08-08
18.60247039794922,2001-08-09
17.94007110595703,2001-08-10
18.0189208984375,2001-08-13
18.523611068725586,2001-08-14
17.403839111328125,2001-08-15
15.787259101867676,2001-08-16
14.596515655517578,2001-08-17
14.115483283996582,2001-08-20
13.52405071258545,2001-08-21
12.869532585144043,2001-08-22
12.774906158447266,2001-08-23
13.626568794250488,2001-08-24
13.539823532104492,2001-08-27
13.169190406799316,2001-08-28
12.254447937011719,2001-08-29
11.379128456115723,2001-08-30
11.040043830871582,2001-08-31
10.637869834899902,2001-09-04
10.022782325744629,2001-09-05
10.014897346496582,2001-09-06
10.085868835449219,2001-09-07
9.85718059539795,2001-09-10
9.08437728881836,2001-09-17
7.8463134765625,2001-09-18
8.477176666259766,2001-09-19
8.634891510009766,2001-09-20
8.753174781799316,2001-09-21
9.691577911376953,2001-09-24
8.619117736816406,2001-09-25
8.067115783691406,2001-09-26
7.7516865730285645,2001-09-27
7.649171829223633,2001-09-28
7.325856685638428,2001-10-01
7.515115261077881,2001-10-02
9.462895393371582,2001-10-03
10.464383125305176,2001-10-04
11.891703605651855,2001-10-05
12.01787281036377,2001-10-08
11.71033000946045,2001-10-09
11.828618049621582,2001-10-10
13.121879577636719,2001-10-11
16.607378005981445,2001-10-12
16.181549072265625,2001-10-15
18.097782135009766,2001-10-16
16.662578582763672,2001-10-17
18.13721466064453,2001-10-18
18.65767478942871,2001-10-19
18.334354400634766,2001-10-22
18.83904266357422,2001-10-23
21.299394607543945,2001-10-24
20.802587509155273,2001-10-25
19.7143611907959,2001-10-26
18.925790786743164,2001-10-29
18.129322052001953,2001-10-30
17.49846649169922,2001-10-31
17.285552978515625,2001-11-01
15.361433029174805,2001-11-02
17.806011199951172,2001-11-05
17.687725067138672,2001-11-06
18.152978897094727,2001-11-07
17.687725067138672,2001-11-08
18.484188079833984,2001-11-09
18.91790008544922,2001-11-12
18.83115577697754,2001-11-13
19.919387817382812,2001-11-14
19.808990478515625,2001-11-15
20.1875057220459,2001-11-16
20.952428817749023,2001-11-19
19.730134963989258,2001-11-20
19.90361213684082,2001-11-21
20.384647369384766,2001-11-23
20.81048011779785,2001-11-26
20.73950958251953,2001-11-27
19.059844970703125,2001-11-28
19.509336471557617,2001-11-29
19.383155822753906,2001-11-30
18.310699462890625,2001-12-03
19.90361213684082,2001-12-04
20.2269344329834,2001-12-05
21.220535278320312,2001-12-06
20.163850784301758,2001-12-07
19.186017990112305,2001-12-10
19.335844039916992,2001-12-11
18.870586395263672,2001-12-12
16.702001571655273,2001-12-13
15.968629837036133,2001-12-14
16.631038665771484,2001-12-17
18.342239379882812,2001-12-18
18.08201026916504,2001-12-19
14.864628791809082,2001-12-20
15.779380798339844,2001-12-21
15.558571815490723,2001-12-24
15.156401634216309,2001-12-26
15.258914947509766,2001-12-27
15.274685859680176,2001-12-28
14.943490028381348,2001-12-31
16.394458770751953,2002-01-02
17.340749740600586,2002-01-03
16.978004455566406,2002-01-04
17.06475257873535,2002-01-07
16.875490188598633,2002-01-08
16.654691696166992,2002-01-09
16.071147918701172,2002-01-10
15.187944412231445,2002-01-11
14.273200988769531,2002-01-14
14.162798881530762,2002-01-15
13.374223709106445,2002-01-16
13.815824508666992,2002-01-17
13.40576171875,2002-01-18
12.672392845153809,2002-01-22
13.334792137145996,2002-01-23
13.397881507873535,2002-01-24
13.326910018920898,2002-01-25
13.342679977416992,2002-01-28
13.02724838256836,2002-01-29
13.003593444824219,2002-01-30
12.080958366394043,2002-01-31
11.797072410583496,2002-02-01
10.992728233337402,2002-02-04
10.653640747070312,2002-02-05
10.898100852966309,2002-02-06
10.574782371520996,2002-02-07
10.953301429748535,2002-02-08
11.733985900878906,2002-02-11
10.84289836883545,2002-02-12
10.259355545043945,2002-02-13
8.611231803894043,2002-02-14
8.098662376403809,2002-02-15
8.00403118133545,2002-02-19
7.972491264343262,2002-02-20
7.601858615875244,2002-02-21
7.459914207458496,2002-02-22
7.806884288787842,2002-02-25
8.035573959350586,2002-02-26
7.499344348907471,2002-02-27
7.349516868591309,2002-02-28
7.7516865730285645,2002-03-01
9.249979019165039,2002-03-04
9.525979995727539,2002-03-05
9.691577911376953,2002-03-06
9.91238021850586,2002-03-07
10.495925903320312,2002-03-08
11.599929809570312,2002-03-11
10.70095443725586,2002-03-12
10.219924926757812,2002-03-13
9.068607330322266,2002-03-14
9.00551986694336,2002-03-15
8.942432403564453,2002-03-18
8.918777465820312,2002-03-19
8.910892486572266,2002-03-20
9.336722373962402,2002-03-21
9.62060832977295,2002-03-22
9.115921020507812,2002-03-25
9.123806953430176,2002-03-26
9.399807929992676,2002-03-27
9.95180606842041,2002-03-28
10.432842254638672,2002-04-01
9.770437240600586,2002-04-02
9.37614917755127,2002-04-03
9.707350730895996,2002-04-04
9.00551986694336,2002-04-05
9.34460735321045,2002-04-08
8.697977066040039,2002-04-09
8.579690933227539,2002-04-10
8.153858184814453,2002-04-11
8.595459938049316,2002-04-12
8.690089225769043,2002-04-15
9.30517864227295,2002-04-16
9.778321266174316,2002-04-17
9.636380195617676,2002-04-18
9.494437217712402,2002-04-19
8.808375358581543,2002-04-22
8.319459915161133,2002-04-23
8.358890533447266,2002-04-24
8.27214527130127,2002-04-25
7.909400463104248,2002-04-26
7.680716514587402,2002-04-29
7.972491264343262,2002-04-30
7.720142364501953,2002-05-01
7.388941287994385,2002-05-02
7.136600494384766,2002-05-03
6.71076774597168,2002-05-06
6.6476826667785645,2002-05-07
7.586084842681885,2002-05-08
7.12082576751709,2002-05-09
7.018310546875,2002-05-10
7.325856685638428,2002-05-13
7.814773082733154,2002-05-14
7.61762809753418,2002-05-15
7.893629550933838,2002-05-16
7.759572982788086,2002-05-17
7.5229997634887695,2002-05-20
7.680716514587402,2002-05-21
7.996145248413086,2002-05-22
8.059233665466309,2002-05-23
7.948831081390381,2002-05-24
8.130202293395996,2002-05-28
7.783229351043701,2002-05-29
7.5229997634887695,2002-05-30
7.310086250305176,2002-05-31
6.82905387878418,2002-06-03
6.836940765380859,2002-06-04
6.923683166503906,2002-06-05
6.631911754608154,2002-06-06
6.371681213378906,2002-06-07
6.206080913543701,2002-06-10
5.7487077713012695,2002-06-11
5.685622215270996,2002-06-12
5.685622215270996,2002-06-13
5.638308048248291,2002-06-14
6.0404791831970215,2002-06-17
5.93796443939209,2002-06-18
5.567336082458496,2002-06-19
5.141506195068359,2002-06-20
5.1178483963012695,2002-06-21
5.370192527770996,2002-06-24
4.960133075714111,2002-06-25
4.045387268066406,2002-06-26
4.297729969024658,2002-06-27
4.455446243286133,2002-06-28
4.486988067626953,2002-07-01
4.968019485473633,2002-07-02
5.283448696136475,2002-07-03
5.646193027496338,2002-07-05
5.717165470123291,2002-07-08
5.5909929275512695,2002-07-09
5.6067633628845215,2002-07-10
5.693507194519043,2002-07-11
6.072021961212158,2002-07-12
6.348025321960449,2002-07-15
6.553053379058838,2002-07-16
7.2627692222595215,2002-07-17
7.041969299316406,2002-07-18
7.018310546875,2002-07-19
6.4111104011535645,2002-07-22
5.898536205291748,2002-07-23
6.237623691558838,2002-07-24
5.717165470123291,2002-07-25
5.4884772300720215,2002-07-26
6.064135551452637,2002-07-29
6.687111854553223,2002-07-30
6.308595180511475,2002-07-31
5.7487077713012695,2002-08-01
5.70139217376709,2002-08-02
5.322877883911133,2002-08-05
5.898536205291748,2002-08-06
5.7644782066345215,2002-08-07
6.008936405181885,2002-08-08
5.890650272369385,2002-08-09
5.811791896820068,2002-08-12
5.685622215270996,2002-08-13
6.142995834350586,2002-08-14
6.079908847808838,2002-08-15
6.474195957183838,2002-08-16
6.797512054443359,2002-08-19
6.663455009460449,2002-08-20
6.631911754608154,2002-08-21
6.679225921630859,2002-08-22
6.127223968505859,2002-08-23
6.292824745178223,2002-08-26
5.874879837036133,2002-08-27
5.520021915435791,2002-08-28
5.835450172424316,2002-08-29
5.732935428619385,2002-08-30
5.464820861816406,2002-09-03
5.527907848358154,2002-09-04
5.527907848358154,2002-09-05
5.449050426483154,2002-09-06
5.622535705566406,2002-09-09
5.638308048248291,2002-09-10
5.732935428619385,2002-09-11
5.512134552001953,2002-09-12
5.220364570617676,2002-09-13
5.17304801940918,2002-09-16
4.770875453948975,2002-09-17
4.510644912719727,2002-09-18
4.4081315994262695,2002-09-19
4.526417255401611,2002-09-20
4.258302688598633,2002-09-23
3.9744155406951904,2002-09-24
4.029616832733154,2002-09-25
3.611670732498169,2002-09-26
3.6984140872955322,2002-09-27
3.7851576805114746,2002-09-30
4.163672924041748,2002-10-01
3.998072624206543,2002-10-02
3.722071647644043,2002-10-03
3.7930424213409424,2002-10-04
3.493384599685669,2002-10-07
3.5406997203826904,2002-10-08
3.6274430751800537,2002-10-09
4.084815502166748,2002-10-10
3.6747584342956543,2002-10-11
3.722071647644043,2002-10-14
4.084815502166748,2002-10-15
3.580127239227295,2002-10-16
3.722071647644043,2002-10-17
3.9271013736724854,2002-10-18
3.958644390106201,2002-10-21
4.021728992462158,2002-10-22
4.210988521575928,2002-10-23
4.518531799316406,2002-10-24
4.3687028884887695,2002-10-25
4.250415325164795,2002-10-28
3.9428720474243164,2002-10-29
4.179445266723633,2002-10-30
4.589504241943359,2002-10-31
5.456934928894043,2002-11-01
5.520021915435791,2002-11-04
5.7644782066345215,2002-11-05
6.064135551452637,2002-11-06
5.661963939666748,2002-11-07
5.21247673034668,2002-11-08
4.684132099151611,2002-11-11
5.038990497589111,2002-11-12
5.1572771072387695,2002-11-13
5.504248142242432,2002-11-14
5.5909929275512695,2002-11-15
5.780251979827881,2002-11-18
5.42539119720459,2002-11-19
5.740823268890381,2002-11-20
6.860596179962158,2002-11-21
6.88425350189209,2002-11-22
7.570315361022949,2002-11-25
7.049855709075928,2002-11-26
7.609740734100342,2002-11-27
7.680716514587402,2002-11-29
7.767458915710449,2002-12-02
7.034085273742676,2002-12-03
6.671339988708496,2002-12-04
6.765968322753906,2002-12-05
6.616140365600586,2002-12-06
6.048366546630859,2002-12-09
6.261281967163086,2002-12-10
6.363795280456543,2002-12-11
6.505739212036133,2002-12-12
6.363795280456543,2002-12-13
6.3559112548828125,2002-12-16
6.300709247589111,2002-12-17
6.024709224700928,2002-12-18
5.866992950439453,2002-12-19
5.780251979827881,2002-12-20
5.851222038269043,2002-12-23
5.717165470123291,2002-12-24
5.622535705566406,2002-12-26
5.527907848358154,2002-12-27
5.299220085144043,2002-12-30
5.362307071685791,2002-12-31
5.80390739440918,2003-01-02
5.827565670013428,2003-01-03
6.348025321960449,2003-01-06
6.931568145751953,2003-01-07
6.624026775360107,2003-01-08
7.4204864501953125,2003-01-09
7.3021979331970215,2003-01-10
7.2627692222595215,2003-01-13
7.6412835121154785,2003-01-14
7.6412835121154785,2003-01-15
7.278543949127197,2003-01-16
6.702880859375,2003-01-17
7.073513984680176,2003-01-21
7.026199817657471,2003-01-22
7.199683666229248,2003-01-23
6.900026321411133,2003-01-24
6.978883743286133,2003-01-27
7.239112854003906,2003-01-28
7.373171329498291,2003-01-29
7.1050567626953125,2003-01-30
6.915797233581543,2003-01-31
7.026199817657471,2003-02-03
6.789626121520996,2003-02-04
6.963111877441406,2003-02-05
7.073513984680176,2003-02-06
6.671339988708496,2003-02-07
6.852711200714111,2003-02-10
6.939455986022949,2003-02-11
6.750199794769287,2003-02-12
6.624026775360107,2003-02-13
6.860596179962158,2003-02-14
7.223341464996338,2003-02-18
7.1681413650512695,2003-02-19
7.0025410652160645,2003-02-20
7.16025447845459,2003-02-21
7.081399440765381,2003-02-24
6.852711200714111,2003-02-25
6.687111854553223,2003-02-26
6.726541519165039,2003-02-27
7.089284420013428,2003-02-28
7.0025410652160645,2003-03-03
7.089284420013428,2003-03-04
7.057741641998291,2003-03-05
7.034085273742676,2003-03-06
7.0025410652160645,2003-03-07
6.765968322753906,2003-03-10
