NDAQ,Date
2.6120316982269287,2003-01-17
2.6120316982269287,2003-01-21
2.5707874298095703,2003-01-22
2.5432932376861572,2003-01-23
2.529545307159424,2003-01-24
2.554290294647217,2003-01-27
2.529545307159424,2003-01-28
2.5047998428344727,2003-01-29
2.5020501613616943,2003-01-30
2.5020501613616943,2003-01-31
2.5020501613616943,2003-02-03
2.529545307159424,2003-02-04
2.5020501613616943,2003-02-05
2.4965505599975586,2003-02-06
2.5267953872680664,2003-02-07
2.474555492401123,2003-02-10
2.2270989418029785,2003-02-11
2.172109365463257,2003-02-12
2.1996052265167236,2003-02-13
2.1996052265167236,2003-02-14
2.1996052265167236,2003-02-18
2.2270989418029785,2003-02-19
2.185857057571411,2003-02-20
2.185857057571411,2003-02-21
2.1996052265167236,2003-02-24
2.130866289138794,2003-02-25
2.136366128921509,2003-02-26
2.172109365463257,2003-02-27
2.130866289138794,2003-02-28
2.130866289138794,2003-03-03
2.1446142196655273,2003-03-04
2.1446142196655273,2003-03-05
2.172109365463257,2003-03-06
2.1226179599761963,2003-03-07
2.1226179599761963,2003-03-10
1.8971583843231201,2003-03-11
1.8971583843231201,2003-03-12
1.9246537685394287,2003-03-13
1.9246537685394287,2003-03-14
1.9246537685394287,2003-03-17
1.9796439409255981,2003-03-18
1.9768950939178467,2003-03-19
1.9658960103988647,2003-03-20
1.9246537685394287,2003-03-21
1.9109060764312744,2003-03-24
1.9246537685394287,2003-03-25
1.9246537685394287,2003-03-26
1.9246537685394287,2003-03-27
1.9109060764312744,2003-03-28
1.9109060764312744,2003-03-31
1.9246537685394287,2003-04-01
1.9246537685394287,2003-04-02
1.787178874015808,2003-04-03
1.6497031450271606,2003-04-04
1.690946340560913,2003-04-07
1.7046934366226196,2003-04-08
1.4764846563339233,2003-04-09
1.5122276544570923,2003-04-10
1.4627366065979004,2003-04-11
1.4627366065979004,2003-04-14
1.451738715171814,2003-04-15
1.443490743637085,2003-04-16
1.443490743637085,2003-04-17
1.443490743637085,2003-04-21
1.4572380781173706,2003-04-22
1.443490743637085,2003-04-23
1.443490743637085,2003-04-24
1.6222087144851685,2003-04-25
1.5727169513702393,2003-04-28
1.6607012748718262,2003-04-29
1.732188105583191,2003-04-30
1.7046934366226196,2003-05-01
1.7734311819076538,2003-05-02
1.7459361553192139,2003-05-05
1.7596827745437622,2003-05-06
1.7596827745437622,2003-05-07
1.7569342851638794,2003-05-08
1.7184404134750366,2003-05-09
1.7404366731643677,2003-05-12
1.732188105583191,2003-05-13
1.7459361553192139,2003-05-14
1.7459361553192139,2003-05-15
1.732188105583191,2003-05-16
1.7459361553192139,2003-05-19
1.7046934366226196,2003-05-20
1.690946340560913,2003-05-21
1.668949007987976,2003-05-22
1.6112102270126343,2003-05-23
1.6222087144851685,2003-05-27
1.6497031450271606,2003-05-28
1.6634509563446045,2003-05-29
1.7046934366226196,2003-05-30
1.7376878261566162,2003-06-02
1.7046934366226196,2003-06-03
1.7046934366226196,2003-06-04
1.732188105583191,2003-06-05
1.7569342851638794,2003-06-06
1.732188105583191,2003-06-09
1.732188105583191,2003-06-10
1.7101917266845703,2003-06-11
1.715691328048706,2003-06-12
1.7596827745437622,2003-06-13
2.00713849067688,2003-06-16
1.9246537685394287,2003-06-17
1.9521491527557373,2003-06-18
1.8971583843231201,2003-06-19
1.9658960103988647,2003-06-20
1.9246537685394287,2003-06-23
1.9658960103988647,2003-06-24
1.9521491527557373,2003-06-25
2.1446142196655273,2003-06-26
2.2683424949645996,2003-06-27
2.213350534439087,2003-06-30
2.130866289138794,2003-07-01
2.240846633911133,2003-07-02
2.2683424949645996,2003-07-03
2.1996052265167236,2003-07-07
2.3645753860473633,2003-07-08
2.5515403747558594,2003-07-09
2.48830246925354,2003-07-10
2.5185463428497314,2003-07-11
2.6257777214050293,2003-07-14
2.6835169792175293,2003-07-15
2.6147797107696533,2003-07-16
2.48830246925354,2003-07-17
2.4470608234405518,2003-07-18
2.3645753860473633,2003-07-21
2.2820897102355957,2003-07-22
2.3233325481414795,2003-07-23
2.3233325481414795,2003-07-24
2.3233325481414795,2003-07-25
2.33707857131958,2003-07-28
2.350825786590576,2003-07-29
2.3645753860473633,2003-07-30
2.3645753860473633,2003-07-31
2.33707857131958,2003-08-01
2.2683424949645996,2003-08-04
2.240846633911133,2003-08-05
1.9246537685394287,2003-08-06
1.8284214735031128,2003-08-07
1.9246537685394287,2003-08-08
1.9658960103988647,2003-08-11
1.993391990661621,2003-08-12
1.9796439409255981,2003-08-13
2.0346341133117676,2003-08-14
2.0483813285827637,2003-08-15
1.9658960103988647,2003-08-18
1.9246537685394287,2003-08-19
1.9246537685394287,2003-08-20
1.9796439409255981,2003-08-21
2.00713849067688,2003-08-22
1.9548985958099365,2003-08-25
1.9906418323516846,2003-08-26
1.9796439409255981,2003-08-27
1.9548985958099365,2003-08-28
1.993391990661621,2003-08-29
2.062129497528076,2003-09-02
2.062129497528076,2003-09-03
2.075876474380493,2003-09-04
2.1033711433410645,2003-09-05
2.1033711433410645,2003-09-08
2.095122814178467,2003-09-09
2.1033711433410645,2003-09-10
2.0896244049072266,2003-09-11
2.130866289138794,2003-09-12
2.117119789123535,2003-09-15
2.1583614349365234,2003-09-16
2.1996052265167236,2003-09-17
2.2683424949645996,2003-09-18
2.240846633911133,2003-09-19
2.2820897102355957,2003-09-22
2.309584617614746,2003-09-23
2.309584617614746,2003-09-24
2.2820897102355957,2003-09-25
2.2683424949645996,2003-09-26
2.213350534439087,2003-09-29
2.213350534439087,2003-09-30
2.2270989418029785,2003-10-01
2.2270989418029785,2003-10-02
2.218851089477539,2003-10-03
2.2243497371673584,2003-10-06
2.1996052265167236,2003-10-07
2.240846633911133,2003-10-08
2.240846633911133,2003-10-09
2.2325992584228516,2003-10-10
2.2325992584228516,2003-10-13
2.3233325481414795,2003-10-14
2.33707857131958,2003-10-15
2.378321647644043,2003-10-16
2.441561222076416,2003-10-17
2.4470608234405518,2003-10-20
2.4608070850372314,2003-10-21
2.4250638484954834,2003-10-22
2.4250638484954834,2003-10-23
2.4250638484954834,2003-10-24
2.419564723968506,2003-10-27
2.419564723968506,2003-10-28
2.419564723968506,2003-10-29
2.419564723968506,2003-10-30
2.419564723968506,2003-10-31
2.4058170318603516,2003-11-03
2.4443094730377197,2003-11-04
2.4608070850372314,2003-11-05
2.48830246925354,2003-11-06
2.5157971382141113,2003-11-07
2.5075485706329346,2003-11-10
2.5432932376861572,2003-11-11
2.529545307159424,2003-11-12
2.529545307159424,2003-11-13
2.5432932376861572,2003-11-14
2.5020501613616943,2003-11-17
2.5020501613616943,2003-11-18
2.48830246925354,2003-11-19
2.474555492401123,2003-11-20
2.474555492401123,2003-11-21
2.474555492401123,2003-11-24
2.474555492401123,2003-11-25
2.43331241607666,2003-11-26
2.4470608234405518,2003-11-28
2.43331241607666,2003-12-01
2.43331241607666,2003-12-02
2.4058170318603516,2003-12-03
2.4058170318603516,2003-12-04
2.474555492401123,2003-12-05
2.43331241607666,2003-12-08
2.4058170318603516,2003-12-09
2.350825786590576,2003-12-10
2.3645753860473633,2003-12-11
2.3645753860473633,2003-12-12
2.33707857131958,2003-12-15
2.350825786590576,2003-12-16
2.350825786590576,2003-12-17
2.350825786590576,2003-12-18
2.4470608234405518,2003-12-19
2.4058170318603516,2003-12-22
2.474555492401123,2003-12-23
2.474555492401123,2003-12-24
2.5322940349578857,2003-12-26
2.5570404529571533,2003-12-29
2.5322940349578857,2003-12-30
2.598283052444458,2003-12-31
2.5432932376861572,2004-01-02
2.4058170318603516,2004-01-05
2.419564723968506,2004-01-06
2.4058170318603516,2004-01-07
2.529545307159424,2004-01-08
2.8402390480041504,2004-01-09
3.120687484741211,2004-01-12
2.996960401535034,2004-01-13
2.914475202560425,2004-01-14
3.0107085704803467,2004-01-15
2.969465970993042,2004-01-16
3.024456262588501,2004-01-20
3.0107085704803467,2004-01-21
3.0107085704803467,2004-01-22
2.8594863414764404,2004-01-23
2.88698148727417,2004-01-26
2.8209927082061768,2004-01-27
2.6120316982269287,2004-01-28
2.4058170318603516,2004-01-29
2.43331241607666,2004-01-30
2.463557243347168,2004-02-02
2.48830246925354,2004-02-03
2.474555492401123,2004-02-04
2.5020501613616943,2004-02-05
2.5020501613616943,2004-02-06
2.5020501613616943,2004-02-09
2.48830246925354,2004-02-10
2.5020501613616943,2004-02-11
2.5020501613616943,2004-02-12
2.5157971382141113,2004-02-13
2.5157971382141113,2004-02-17
2.5157971382141113,2004-02-18
2.5020501613616943,2004-02-19
2.48830246925354,2004-02-20
2.5020501613616943,2004-02-23
2.474555492401123,2004-02-24
2.474555492401123,2004-02-25
2.4525580406188965,2004-02-26
2.4525580406188965,2004-02-27
2.4470608234405518,2004-03-01
2.4608070850372314,2004-03-02
2.474555492401123,2004-03-03
2.4800539016723633,2004-03-04
2.5157971382141113,2004-03-05
2.48830246925354,2004-03-08
2.48830246925354,2004-03-09
2.48830246925354,2004-03-10
2.4828031063079834,2004-03-11
2.474555492401123,2004-03-12
2.474555492401123,2004-03-15
2.4608070850372314,2004-03-16
2.4470608234405518,2004-03-17
2.4058170318603516,2004-03-18
2.350825786590576,2004-03-19
2.35357666015625,2004-03-22
2.43331241607666,2004-03-23
2.4443094730377197,2004-03-24
2.3645753860473633,2004-03-25
2.35357666015625,2004-03-26
2.3920695781707764,2004-03-29
2.3645753860473633,2004-03-30
2.3645753860473633,2004-03-31
2.35357666015625,2004-04-01
2.35357666015625,2004-04-02
2.350825786590576,2004-04-05
2.378321647644043,2004-04-06
2.33707857131958,2004-04-07
2.350825786590576,2004-04-08
2.3233325481414795,2004-04-12
2.2820897102355957,2004-04-13
2.240846633911133,2004-04-14
2.0896244049072266,2004-04-15
2.117119789123535,2004-04-16
2.075876474380493,2004-04-19
2.075876474380493,2004-04-20
2.130866289138794,2004-04-21
2.130866289138794,2004-04-22
2.169358968734741,2004-04-23
2.185857057571411,2004-04-26
2.185857057571411,2004-04-27
2.062129497528076,2004-04-28
2.062129497528076,2004-04-29
2.062129497528076,2004-04-30
2.130866289138794,2004-05-03
2.130866289138794,2004-05-04
2.117119789123535,2004-05-05
2.117119789123535,2004-05-06
2.1088707447052,2004-05-07
2.0896244049072266,2004-05-10
2.00713849067688,2004-05-11
2.0786261558532715,2004-05-12
2.0786261558532715,2004-05-13
1.993391990661621,2004-05-14
1.9521491527557373,2004-05-17
1.9796439409255981,2004-05-18
1.9796439409255981,2004-05-19
1.9658960103988647,2004-05-20
1.9521491527557373,2004-05-21
1.957647681236267,2004-05-24
2.00713849067688,2004-05-25
1.993391990661621,2004-05-26
2.0208864212036133,2004-05-27
1.993391990661621,2004-05-28
1.9851433038711548,2004-06-01
1.9851433038711548,2004-06-02
1.9851433038711548,2004-06-03
2.00713849067688,2004-06-04
2.00713849067688,2004-06-07
2.00713849067688,2004-06-08
1.993391990661621,2004-06-09
1.9878923892974854,2004-06-10
1.9658960103988647,2004-06-14
1.8971583843231201,2004-06-15
1.8971583843231201,2004-06-16
1.8971583843231201,2004-06-17
1.8999083042144775,2004-06-18
1.8916590213775635,2004-06-21
1.814673662185669,2004-06-22
1.855915904045105,2004-06-23
1.8229224681854248,2004-06-24
1.8174227476119995,2004-06-25
1.814673662185669,2004-06-28
1.7789301872253418,2004-06-29
1.732188105583191,2004-06-30
1.7294394969940186,2004-07-01
1.7459361553192139,2004-07-02
1.7569342851638794,2004-07-06
1.7376878261566162,2004-07-07
1.7184404134750366,2004-07-08
1.732188105583191,2004-07-09
1.732188105583191,2004-07-12
1.732188105583191,2004-07-13
1.732188105583191,2004-07-14
1.7459361553192139,2004-07-15
1.7624332904815674,2004-07-16
1.7596827745437622,2004-07-19
1.7624332904815674,2004-07-20
1.732188105583191,2004-07-21
1.7514344453811646,2004-07-22
1.732188105583191,2004-07-23
1.732188105583191,2004-07-26
1.7294394969940186,2004-07-27
1.7129422426223755,2004-07-28
1.732188105583191,2004-07-29
1.732188105583191,2004-07-30
1.732188105583191,2004-08-02
1.7184404134750366,2004-08-03
1.7184404134750366,2004-08-04
1.732188105583191,2004-08-05
1.721191167831421,2004-08-06
1.721191167831421,2004-08-09
1.7184404134750366,2004-08-10
1.7046934366226196,2004-08-11
1.6662005186080933,2004-08-12
1.6222087144851685,2004-08-13
1.6222087144851685,2004-08-16
1.6222087144851685,2004-08-17
1.6497031450271606,2004-08-18
1.6497031450271606,2004-08-19
1.690946340560913,2004-08-20
1.677197813987732,2004-08-23
1.677197813987732,2004-08-24
1.677197813987732,2004-08-25
1.6634509563446045,2004-08-26
1.6716992855072021,2004-08-27
1.7184404134750366,2004-08-30
1.6964447498321533,2004-08-31
1.6964447498321533,2004-09-01
1.6634509563446045,2004-09-02
1.690946340560913,2004-09-03
1.677197813987732,2004-09-07
1.6634509563446045,2004-09-08
1.677197813987732,2004-09-09
1.668949007987976,2004-09-10
1.580965518951416,2004-09-13
1.5452214479446411,2004-09-14
1.5534703731536865,2004-09-15
1.5369733572006226,2004-09-16
1.5204764604568481,2004-09-17
1.53972327709198,2004-09-20
1.53972327709198,2004-09-21
1.5342239141464233,2004-09-22
1.5534703731536865,2004-09-23
1.6222087144851685,2004-09-24
1.6634509563446045,2004-09-27
1.6634509563446045,2004-09-28
1.855915904045105,2004-09-29
1.8971583843231201,2004-09-30
2.0346341133117676,2004-10-01
2.1583614349365234,2004-10-04
2.0896244049072266,2004-10-05
2.1666102409362793,2004-10-06
2.172109365463257,2004-10-07
2.1033711433410645,2004-10-08
2.1033711433410645,2004-10-11
2.08412504196167,2004-10-12
2.062129497528076,2004-10-13
2.075876474380493,2004-10-14
2.062129497528076,2004-10-15
1.9796439409255981,2004-10-18
1.814673662185669,2004-10-19
1.8421685695648193,2004-10-20
1.800925850868225,2004-10-21
1.800925850868225,2004-10-22
1.7734311819076538,2004-10-25
1.800925850868225,2004-10-26
1.800925850868225,2004-10-27
1.814673662185669,2004-10-28
1.869663953781128,2004-10-29
1.869663953781128,2004-11-01
1.855915904045105,2004-11-02
1.8779124021530151,2004-11-03
1.869663953781128,2004-11-04
1.8971583843231201,2004-11-05
1.8971583843231201,2004-11-08
1.9521491527557373,2004-11-09
1.957647681236267,2004-11-10
2.00713849067688,2004-11-11
2.0208864212036133,2004-11-12
2.062129497528076,2004-11-15
2.0676283836364746,2004-11-16
2.0896244049072266,2004-11-17
2.1033711433410645,2004-11-18
2.1033711433410645,2004-11-19
2.1226179599761963,2004-11-22
2.0208864212036133,2004-11-23
1.9109060764312744,2004-11-24
1.9246537685394287,2004-11-26
1.9301526546478271,2004-11-29
1.9246537685394287,2004-11-30
1.9246537685394287,2004-12-01
1.8834102153778076,2004-12-02
1.8971583843231201,2004-12-03
1.9164055585861206,2004-12-06
1.8421685695648193,2004-12-07
1.8421685695648193,2004-12-08
1.787178874015808,2004-12-09
1.8834102153778076,2004-12-10
1.869663953781128,2004-12-13
2.2930874824523926,2004-12-14
2.5157971382141113,2004-12-15
2.587284564971924,2004-12-16
2.5020501613616943,2004-12-17
2.653273344039917,2004-12-20
2.6835169792175293,2004-12-21
2.5185463428497314,2004-12-22
2.5845353603363037,2004-12-23
2.529545307159424,2004-12-27
2.5570404529571533,2004-12-28
2.5845353603363037,2004-12-29
2.7742502689361572,2004-12-30
2.804494857788086,2004-12-31
2.790748357772827,2005-01-03
2.7082619667053223,2005-01-04
2.680767297744751,2005-01-05
2.6945152282714844,2005-01-06
2.5075485706329346,2005-01-07
2.5845353603363037,2005-01-10
2.598283052444458,2005-01-11
2.5432932376861572,2005-01-12
2.3920695781707764,2005-01-13
2.287588357925415,2005-01-14
2.419564723968506,2005-01-18
2.309584617614746,2005-01-19
2.386570692062378,2005-01-20
2.3233325481414795,2005-01-21
2.2820897102355957,2005-01-24
2.2270989418029785,2005-01-25
2.2765908241271973,2005-01-26
2.3233325481414795,2005-01-27
2.378321647644043,2005-01-28
2.35357666015625,2005-01-31
2.2820897102355957,2005-02-01
2.309584617614746,2005-02-02
2.3920695781707764,2005-02-03
2.6422739028930664,2005-02-04
2.757753610610962,2005-02-07
2.7220101356506348,2005-02-08
2.6697700023651123,2005-02-09
2.9199745655059814,2005-02-10
2.88698148727417,2005-02-11
2.8759825229644775,2005-02-14
2.763253927230835,2005-02-15
2.790748357772827,2005-02-16
2.7082619667053223,2005-02-17
2.757753610610962,2005-02-18
2.675267219543457,2005-02-22
2.6615211963653564,2005-02-23
2.653273344039917,2005-02-24
2.88698148727417,2005-02-25
2.8979783058166504,2005-02-28
2.9199745655059814,2005-03-01
2.985962390899658,2005-03-02
2.9612174034118652,2005-03-03
2.9419713020324707,2005-03-04
3.005208969116211,2005-03-07
2.9419713020324707,2005-03-08
2.837488889694214,2005-03-09
2.7934982776641846,2005-03-10
2.829240322113037,2005-03-11
2.873232841491699,2005-03-14
2.9612174034118652,2005-03-15
3.0162079334259033,2005-03-16
3.0437023639678955,2005-03-17
3.1234383583068848,2005-03-18
3.156432867050171,2005-03-21
3.0382039546966553,2005-03-22
2.972214937210083,2005-03-23
3.051950693130493,2005-03-24
3.0656986236572266,2005-03-28
3.0079593658447266,2005-03-29
2.9529693126678467,2005-03-30
2.9419713020324707,2005-03-31
2.8759825229644775,2005-04-01
2.9557182788848877,2005-04-04
2.9502196311950684,2005-04-05
2.9639663696289062,2005-04-06
2.9887125492095947,2005-04-07
2.9942119121551514,2005-04-08
2.8952293395996094,2005-04-11
2.9502196311950684,2005-04-12
2.9199745655059814,2005-04-13
2.900728225708008,2005-04-14
2.8759825229644775,2005-04-15
2.925474166870117,2005-04-18
2.9777138233184814,2005-04-19
2.8594863414764404,2005-04-20
2.9282236099243164,2005-04-21
3.6925876140594482,2005-04-22
3.9812841415405273,2005-04-25
3.874053716659546,2005-04-26
3.9620361328125,2005-04-27
4.124258995056152,2005-04-28
4.121509075164795,2005-04-29
4.121509075164795,2005-05-02
4.113259315490723,2005-05-03
4.165500164031982,2005-05-04
4.206742286682129,2005-05-05
4.366212844848633,2005-05-06
4.335970878601074,2005-05-09
4.124258995056152,2005-05-10
4.102261543273926,2005-05-11
3.992281913757324,2005-05-12
3.997779607772827,2005-05-13
3.986783504486084,2005-05-16
4.066519260406494,2005-05-17
4.102261543273926,2005-05-18
4.206742286682129,2005-05-19
4.437702178955078,2005-05-20
4.423953533172607,2005-05-23
4.533935546875,2005-05-24
4.550430774688721,2005-05-25
4.764893531799316,2005-05-26
4.723650932312012,2005-05-27
4.718151092529297,2005-05-31
4.715401649475098,2005-06-01
4.773142337799072,2005-06-02
4.943611145019531,2005-06-03
4.990353584289551,2005-06-06
5.059089660644531,2005-06-07
5.094834327697754,2005-06-08
5.224062442779541,2005-06-09
5.287299156188965,2005-06-10
5.342288494110107,2005-06-13
5.2955474853515625,2005-06-14
5.224062442779541,2005-06-15
5.193816184997559,2005-06-16
5.075587272644043,2005-06-17
5.180068016052246,2005-06-20
5.108579635620117,2005-06-21
5.083834171295166,2005-06-22
4.910617351531982,2005-06-23
5.130577564239502,2005-06-24
5.369784355163574,2005-06-27
5.221310615539551,2005-06-28
5.369784355163574,2005-06-29
5.185567855834961,2005-06-30
5.306545734405518,2005-07-01
5.248805046081543,2005-07-05
5.438521862030029,2005-07-06
5.427523612976074,2005-07-07
5.383531093597412,2005-07-08
5.482513427734375,2005-07-11
5.59799337387085,2005-07-12
5.652982234954834,2005-07-13
5.732717990875244,2005-07-14
5.815204620361328,2005-07-15
5.52650785446167,2005-07-18
5.504508972167969,2005-07-19
5.479763984680176,2005-07-20
5.358785152435303,2005-07-21
5.237807273864746,2005-07-22
5.457769393920898,2005-07-25
5.567749500274658,2005-07-26
5.573248386383057,2005-07-27
5.760213375091553,2005-07-28
6.227630138397217,2005-07-29
6.241375923156738,2005-08-01
6.260622501373291,2005-08-02
6.337608814239502,2005-08-03
6.304615020751953,2005-08-04
6.134147644042969,2005-08-05
6.035163879394531,2005-08-08
6.0764079093933105,2005-08-09
6.131397247314453,2005-08-10
6.356855869293213,2005-08-11
6.414597034454346,2005-08-12
6.321111679077148,2005-08-15
6.117650032043457,2005-08-16
6.175390243530273,2005-08-17
6.035163879394531,2005-08-18
6.2138824462890625,2005-08-19
6.241375923156738,2005-08-22
6.235876560211182,2005-08-23
6.362354755401611,2005-08-24
6.329360485076904,2005-08-25
6.326613903045654,2005-08-26
6.290866851806641,2005-08-29
6.356855869293213,2005-08-30
6.461337566375732,2005-08-31
6.6098103523254395,2005-09-01
6.744536876678467,2005-09-02
7.044233322143555,2005-09-06
6.969996452331543,2005-09-07
6.887511253356934,2005-09-08
6.8792619705200195,2005-09-09
6.772031784057617,2005-09-12
6.730790615081787,2005-09-13
6.664802074432373,2005-09-14
6.692295074462891,2005-09-15
6.805025100708008,2005-09-16
6.824270248413086,2005-09-19
6.755532741546631,2005-09-20
6.739037036895752,2005-09-21
6.791276454925537,2005-09-22
6.873762130737305,2005-09-23
6.772031784057617,2005-09-26
6.750036239624023,2005-09-27
6.840767860412598,2005-09-28
6.980992794036865,2005-09-29
6.969996452331543,2005-09-30
7.137714385986328,2005-10-03
7.165212631225586,2005-10-04
7.3989176750183105,2005-10-05
7.214702129364014,2005-10-06
7.698616027832031,2005-10-07
7.987311840057373,2005-10-10
8.374993324279785,2005-10-11
7.566636562347412,2005-10-12
7.464907169342041,2005-10-13
7.5308966636657715,2005-10-14
7.624377250671387,2005-10-17
7.8168439865112305,2005-10-18
7.921322822570801,2005-10-19
7.935070991516113,2005-10-20
7.9983110427856445,2005-10-21
8.36674690246582,2005-10-24
8.27601146697998,2005-10-25
8.245767593383789,2005-10-26
8.410738945007324,2005-10-27
8.29250717163086,2005-10-28
8.493223190307617,2005-10-31
8.869902610778809,2005-11-01
9.282331466674805,2005-11-02
9.216341972351074,2005-11-03
9.27682876586914,2005-11-04
9.62326717376709,2005-11-07
9.818486213684082,2005-11-08
9.977954864501953,2005-11-09
10.002701759338379,2005-11-10
9.920214653015137,2005-11-11
10.269403457641602,2005-11-14
10.093433380126953,2005-11-15
9.804737091064453,2005-11-16
10.173172950744629,2005-11-17
10.723069190979004,2005-11-18
11.264723777770996,2005-11-21
11.910855293273926,2005-11-22
11.605661392211914,2005-11-23
12.287541389465332,2005-11-25
11.7101411819458,2005-11-28
11.044759750366211,2005-11-29
10.758810997009277,2005-11-30
11.036517143249512,2005-12-01
11.624908447265625,2005-12-02
11.558920860290527,2005-12-05
11.069509506225586,2005-12-06
10.65433406829834,2005-12-07
10.871545791625977,2005-12-08
10.695577621459961,2005-12-09
10.668082237243652,2005-12-12
10.192416191101074,2005-12-13
9.947710037231445,2005-12-14
9.972457885742188,2005-12-15
10.12368106842041,2005-12-16
10.192416191101074,2005-12-19
10.162172317504883,2005-12-20
10.247406005859375,2005-12-21
10.192416191101074,2005-12-22
10.373883247375488,2005-12-23
10.241908073425293,2005-12-27
9.804737091064453,2005-12-28
9.832232475280762,2005-12-29
9.672759056091309,2005-12-30
9.969704627990723,2006-01-03
10.156672477722168,2006-01-04
10.159421920776367,2006-01-05
10.954029083251953,2006-01-06
10.841302871704102,2006-01-09
10.522355079650879,2006-01-10
10.692825317382812,2006-01-11
10.53060531616211,2006-01-12
10.725818634033203,2006-01-13
10.514111518859863,2006-01-17
10.145676612854004,2006-01-18
10.580096244812012,2006-01-19
10.401378631591797,2006-01-20
10.296896934509277,2006-01-23
10.395879745483398,2006-01-24
10.659832954406738,2006-01-25
11.877863883972168,2006-01-26
11.974095344543457,2006-01-27
12.840189933776855,2006-01-30
11.52318000793457,2006-01-31
