SPGI,Date
0.334940105676651,1973-02-21
0.3316880762577057,1973-02-22
0.334940105676651,1973-02-23
0.3381918668746948,1973-02-26
0.34144386649131775,1973-02-27
0.3381918668746948,1973-02-28
0.334940105676651,1973-03-01
0.3316880762577057,1973-03-02
0.3316880762577057,1973-03-05
0.3381918668746948,1973-03-06
0.3446952998638153,1973-03-07
0.3316880762577057,1973-03-08
0.3316880762577057,1973-03-09
0.3316880762577057,1973-03-12
0.32518449425697327,1973-03-13
0.31868067383766174,1973-03-14
0.31542932987213135,1973-03-15
0.3089255094528198,1973-03-16
0.2894142270088196,1973-03-19
0.2894142270088196,1973-03-20
0.28616228699684143,1973-03-21
0.28616228699684143,1973-03-22
0.29266589879989624,1973-03-23
0.2894142270088196,1973-03-26
0.2991696894168854,1973-03-27
0.30567339062690735,1973-03-28
0.3121768832206726,1973-03-29
0.3089255094528198,1973-03-30
0.30567339062690735,1973-04-02
0.29591813683509827,1973-04-03
0.2991696894168854,1973-04-04
0.3024216890335083,1973-04-05
0.29591813683509827,1973-04-06
0.29591813683509827,1973-04-09
0.2764069139957428,1973-04-10
0.26339954137802124,1973-04-11
0.27315476536750793,1973-04-12
0.2666511535644531,1973-04-13
0.27965858578681946,1973-04-16
0.27965858578681946,1973-04-17
0.2764069139957428,1973-04-18
0.2894142270088196,1973-04-19
0.2764069139957428,1973-04-23
0.26339954137802124,1973-04-24
0.26339954137802124,1973-04-25
0.2601475715637207,1973-04-26
0.25689584016799927,1973-04-27
0.2601475715637207,1973-04-30
0.24063640832901,1973-05-01
0.25689584016799927,1973-05-02
0.26339954137802124,1973-05-03
0.2699032425880432,1973-05-04
0.2666511535644531,1973-05-07
0.2601475715637207,1973-05-08
0.25689584016799927,1973-05-09
0.24063640832901,1973-05-10
0.2438884973526001,1973-05-11
0.2438884973526001,1973-05-14
0.24063640832901,1973-05-15
0.23738481104373932,1973-05-16
0.22762906551361084,1973-05-17
0.21787387132644653,1973-05-18
0.21136993169784546,1973-05-21
0.23088127374649048,1973-05-22
0.23413260281085968,1973-05-23
0.2536437213420868,1973-05-24
0.25689584016799927,1973-05-25
0.2536437213420868,1973-05-29
0.2471402883529663,1973-05-30
0.23413260281085968,1973-05-31
0.22762906551361084,1973-06-01
0.23088127374649048,1973-06-04
0.23413260281085968,1973-06-05
0.23088127374649048,1973-06-06
0.23088127374649048,1973-06-07
0.23738481104373932,1973-06-08
0.22437739372253418,1973-06-11
0.22437739372253418,1973-06-12
0.22437739372253418,1973-06-13
0.22762906551361084,1973-06-14
0.22437739372253418,1973-06-15
0.22437739372253418,1973-06-18
0.22437739372253418,1973-06-19
0.21136993169784546,1973-06-20
0.21136993169784546,1973-06-21
0.21136993169784546,1973-06-22
0.2081180363893509,1973-06-25
0.21136993169784546,1973-06-26
0.21136993169784546,1973-06-27
0.21136993169784546,1973-06-28
0.21136993169784546,1973-06-29
0.22762906551361084,1973-07-02
0.22437739372253418,1973-07-03
0.21462170779705048,1973-07-05
0.21136993169784546,1973-07-06
0.204866424202919,1973-07-09
0.2081180363893509,1973-07-10
0.21462170779705048,1973-07-11
0.20161443948745728,1973-07-12
0.204866424202919,1973-07-13
0.21136993169784546,1973-07-16
0.21136993169784546,1973-07-17
0.21462170779705048,1973-07-18
0.23088127374649048,1973-07-19
0.22437739372253418,1973-07-20
0.23088127374649048,1973-07-23
0.24063640832901,1973-07-24
0.2471402883529663,1973-07-25
0.26339954137802124,1973-07-26
0.2438884973526001,1973-07-27
0.2438884973526001,1973-07-30
0.2438884973526001,1973-07-31
0.23738481104373932,1973-08-01
0.2438884973526001,1973-08-02
0.2471402883529663,1973-08-03
0.24063640832901,1973-08-06
0.23738481104373932,1973-08-07
0.23738481104373932,1973-08-08
0.2503921389579773,1973-08-09
0.24063640832901,1973-08-10
0.24063640832901,1973-08-13
0.24063640832901,1973-08-14
0.24063640832901,1973-08-15
0.24063640832901,1973-08-16
0.2438884973526001,1973-08-17
0.24063640832901,1973-08-20
0.2438884973526001,1973-08-21
0.24063640832901,1973-08-22
0.23413260281085968,1973-08-23
0.23413260281085968,1973-08-24
0.23413260281085968,1973-08-27
0.22762906551361084,1973-08-28
0.22437739372253418,1973-08-29
0.22437739372253418,1973-08-30
0.22762906551361084,1973-08-31
0.24063640832901,1973-09-04
0.23738481104373932,1973-09-05
0.23413260281085968,1973-09-06
0.23413260281085968,1973-09-07
0.23738481104373932,1973-09-10
0.23088127374649048,1973-09-11
0.23738481104373932,1973-09-12
0.23738481104373932,1973-09-13
0.24063640832901,1973-09-14
0.24063640832901,1973-09-17
0.23413260281085968,1973-09-18
0.23413260281085968,1973-09-19
0.22437739372253418,1973-09-20
0.23413260281085968,1973-09-21
0.22437739372253418,1973-09-24
0.23088127374649048,1973-09-25
0.23413260281085968,1973-09-26
0.23738481104373932,1973-09-27
0.22762906551361084,1973-09-28
0.2471402883529663,1973-10-01
0.2536437213420868,1973-10-02
0.25689584016799927,1973-10-03
0.2601475715637207,1973-10-04
0.27315476536750793,1973-10-05
0.2699032425880432,1973-10-08
0.28291055560112,1973-10-09
0.28291055560112,1973-10-10
0.27315476536750793,1973-10-11
0.26339954137802124,1973-10-12
0.2536437213420868,1973-10-15
0.2536437213420868,1973-10-16
0.2438884973526001,1973-10-17
0.2471402883529663,1973-10-18
0.2471402883529663,1973-10-19
0.24063640832901,1973-10-22
0.2438884973526001,1973-10-23
0.23413260281085968,1973-10-24
0.23413260281085968,1973-10-25
0.23413260281085968,1973-10-26
0.23088127374649048,1973-10-29
0.23088127374649048,1973-10-30
0.22762906551361084,1973-10-31
0.221125528216362,1973-11-01
0.21787387132644653,1973-11-02
0.21787387132644653,1973-11-05
0.221125528216362,1973-11-06
0.22762906551361084,1973-11-07
0.22762906551361084,1973-11-08
0.22437739372253418,1973-11-09
0.21787387132644653,1973-11-12
0.21462170779705048,1973-11-13
0.2081180363893509,1973-11-14
0.21136993169784546,1973-11-15
0.2081180363893509,1973-11-16
0.204866424202919,1973-11-19
0.18535539507865906,1973-11-20
0.19836276769638062,1973-11-21
0.20161443948745728,1973-11-23
0.19836276769638062,1973-11-26
0.19836276769638062,1973-11-27
0.20161443948745728,1973-11-28
0.20161443948745728,1973-11-29
0.2081180363893509,1973-11-30
0.2081180363893509,1973-12-03
0.20161443948745728,1973-12-04
0.19836276769638062,1973-12-05
0.18535539507865906,1973-12-06
0.18210335075855255,1973-12-07
0.17885169386863708,1973-12-10
0.17234794795513153,1973-12-11
0.16584424674510956,1973-12-12
0.15283691883087158,1973-12-13
0.16259224712848663,1973-12-14
0.17559969425201416,1973-12-17
0.17885169386863708,1973-12-18
0.17885169386863708,1973-12-19
0.17234794795513153,1973-12-20
0.1690959334373474,1973-12-21
0.1690959334373474,1973-12-24
0.1690959334373474,1973-12-26
0.1690959334373474,1973-12-27
0.1690959334373474,1973-12-28
0.18210335075855255,1973-12-31
0.19185896217823029,1974-01-02
0.20161443948745728,1974-01-03
0.204866424202919,1974-01-04
0.20161443948745728,1974-01-07
0.1951107531785965,1974-01-08
0.19185896217823029,1974-01-09
0.19185896217823029,1974-01-10
0.1690959334373474,1974-01-11
0.17559969425201416,1974-01-14
0.17885169386863708,1974-01-15
0.17885169386863708,1974-01-16
0.18535539507865906,1974-01-17
0.19185896217823029,1974-01-18
0.18535539507865906,1974-01-21
0.18210335075855255,1974-01-22
0.18860690295696259,1974-01-23
0.18860690295696259,1974-01-24
0.18860690295696259,1974-01-25
0.18210335075855255,1974-01-28
0.18860690295696259,1974-01-29
0.18535539507865906,1974-01-30
0.18210335075855255,1974-01-31
0.17885169386863708,1974-02-01
0.19185896217823029,1974-02-04
0.18860690295696259,1974-02-05
0.18860690295696259,1974-02-06
0.19185896217823029,1974-02-07
0.19185896217823029,1974-02-08
0.19185896217823029,1974-02-11
0.18535539507865906,1974-02-12
0.17885169386863708,1974-02-13
0.18210335075855255,1974-02-14
0.18535539507865906,1974-02-15
0.17559969425201416,1974-02-19
0.17559969425201416,1974-02-20
0.17885169386863708,1974-02-21
0.18210335075855255,1974-02-22
0.18535539507865906,1974-02-25
0.19185896217823029,1974-02-26
0.18860690295696259,1974-02-27
0.18860690295696259,1974-02-28
0.18860690295696259,1974-03-01
0.18860690295696259,1974-03-04
0.19185896217823029,1974-03-05
0.204866424202919,1974-03-06
0.204866424202919,1974-03-07
0.2081180363893509,1974-03-08
0.204866424202919,1974-03-11
0.204866424202919,1974-03-12
0.21136993169784546,1974-03-13
0.221125528216362,1974-03-14
0.19836276769638062,1974-03-15
0.221125528216362,1974-03-18
0.221125528216362,1974-03-19
0.221125528216362,1974-03-20
0.221125528216362,1974-03-21
0.22437739372253418,1974-03-22
0.22437739372253418,1974-03-25
0.23088127374649048,1974-03-26
0.23088127374649048,1974-03-27
0.23088127374649048,1974-03-28
0.23413260281085968,1974-03-29
0.23088127374649048,1974-04-01
0.221125528216362,1974-04-02
0.221125528216362,1974-04-03
0.221125528216362,1974-04-04
0.22437739372253418,1974-04-05
0.221125528216362,1974-04-08
0.221125528216362,1974-04-09
0.221125528216362,1974-04-10
0.221125528216362,1974-04-11
0.221125528216362,1974-04-15
0.22762906551361084,1974-04-16
0.22762906551361084,1974-04-17
0.22762906551361084,1974-04-18
0.22762906551361084,1974-04-19
0.221125528216362,1974-04-22
0.22437739372253418,1974-04-23
0.22762906551361084,1974-04-24
0.221125528216362,1974-04-25
0.221125528216362,1974-04-26
0.21787387132644653,1974-04-29
0.21787387132644653,1974-04-30
0.22437739372253418,1974-05-01
0.22762906551361084,1974-05-02
0.22762906551361084,1974-05-03
0.23088127374649048,1974-05-06
0.23088127374649048,1974-05-07
0.221125528216362,1974-05-08
0.22437739372253418,1974-05-09
0.221125528216362,1974-05-10
0.22437739372253418,1974-05-13
0.22762906551361084,1974-05-14
0.22437739372253418,1974-05-15
