BKNG,Date
24.95613670349121,2005-05-24
24.56713104248047,2005-05-25
24.337718963623047,2005-05-26
24.12825584411621,2005-05-27
23.88886833190918,2005-05-31
24.12825584411621,2005-06-01
24.018535614013672,2005-06-02
23.819046020507812,2005-06-03
23.88886833190918,2005-06-06
23.78912353515625,2005-06-07
23.88886833190918,2005-06-08
24.21802520751953,2005-06-09
24.02851104736328,2005-06-10
23.799097061157227,2005-06-13
23.44999122619629,2005-06-14
23.110858917236328,2005-06-15
23.10088348388672,2005-06-16
22.961240768432617,2005-06-17
22.821598052978516,2005-06-20
22.452543258666992,2005-06-21
22.71187973022461,2005-06-22
23.599607467651367,2005-06-23
22.8415470123291,2005-06-24
22.532339096069336,2005-06-27
22.931318283081055,2005-06-28
22.662006378173828,2005-06-29
23.270450592041016,2005-06-30
23.190654754638672,2005-07-01
23.20062828063965,2005-07-05
22.94129180908203,2005-07-06
22.821598052978516,2005-07-07
22.592185974121094,2005-07-08
22.143335342407227,2005-07-11
21.953819274902344,2005-07-12
23.021087646484375,2005-07-13
23.430042266845703,2005-07-14
23.609582901000977,2005-07-15
23.469940185546875,2005-07-18
24.27787208557129,2005-07-19
24.098331451416016,2005-07-20
23.87889289855957,2005-07-21
24.188100814819336,2005-07-22
23.868919372558594,2005-07-25
24.02851104736328,2005-07-26
24.397563934326172,2005-07-27
24.72672462463379,2005-07-28
24.776596069335938,2005-07-29
24.796545028686523,2005-08-01
24.6668758392334,2005-08-02
24.6668758392334,2005-08-03
24.038484573364258,2005-08-04
24.198076248168945,2005-08-05
24.26789665222168,2005-08-08
22.582210540771484,2005-08-09
22.881446838378906,2005-08-10
22.911367416381836,2005-08-11
22.542314529418945,2005-08-12
22.572235107421875,2005-08-15
22.15330696105957,2005-08-16
21.88399887084961,2005-08-17
21.465070724487305,2005-08-18
21.54486656188965,2005-08-19
21.345375061035156,2005-08-22
21.514942169189453,2005-08-23
21.155860900878906,2005-08-24
20.79677963256836,2005-08-25
20.976322174072266,2005-08-26
21.295503616333008,2005-08-29
21.255605697631836,2005-08-30
21.43514633178711,2005-08-31
21.006242752075195,2005-09-01
21.105989456176758,2005-09-02
21.05611801147461,2005-09-06
21.076065063476562,2005-09-07
21.026193618774414,2005-09-08
20.786806106567383,2005-09-09
20.886550903320312,2005-09-12
20.856626510620117,2005-09-13
20.397802352905273,2005-09-14
20.427724838256836,2005-09-15
20.347929000854492,2005-09-16
20.128490447998047,2005-09-19
20.028745651245117,2005-09-20
19.290634155273438,2005-09-21
18.93155288696289,2005-09-22
18.9415283203125,2005-09-23
18.9415283203125,2005-09-26
18.821834564208984,2005-09-27
18.6323184967041,2005-09-28
18.99140167236328,2005-09-29
19.27068519592285,2005-09-30
19.549970626831055,2005-10-03
19.47017478942871,2005-10-04
19.42030143737793,2005-10-05
19.260709762573242,2005-10-06
19.27068519592285,2005-10-07
19.101119995117188,2005-10-10
19.08116912841797,2005-10-11
18.722089767456055,2005-10-12
18.69216537475586,2005-10-13
18.771961212158203,2005-10-14
18.821834564208984,2005-10-17
18.532573699951172,2005-10-18
19.799333572387695,2005-10-19
19.71953773498535,2005-10-20
20.26813316345215,2005-10-21
20.19831085205078,2005-10-24
19.709562301635742,2005-10-25
18.79191017150879,2005-10-26
18.512624740600586,2005-10-27
18.58244514465332,2005-10-28
18.92157745361328,2005-10-31
19.49012565612793,2005-11-01
19.450225830078125,2005-11-02
24.537208557128906,2005-11-03
24.41751480102539,2005-11-04
24.447437286376953,2005-11-07
23.968664169311523,2005-11-08
23.489887237548828,2005-11-09
23.420066833496094,2005-11-10
23.559711456298828,2005-11-11
23.54973602294922,2005-11-14
22.931318283081055,2005-11-15
23.120832443237305,2005-11-16
23.39014434814453,2005-11-17
23.090909957885742,2005-11-18
23.8389949798584,2005-11-21
23.998586654663086,2005-11-22
23.948715209960938,2005-11-23
23.92876434326172,2005-11-25
23.699352264404297,2005-11-28
23.479915618896484,2005-11-29
23.958688735961914,2005-11-30
24.50728416442871,2005-12-01
24.357667922973633,2005-12-02
24.1182804107666,2005-12-05
24.537208557128906,2005-12-06
24.098331451416016,2005-12-07
23.948715209960938,2005-12-08
23.88886833190918,2005-12-09
24.307796478271484,2005-12-12
23.759199142456055,2005-12-13
23.63950538635254,2005-12-14
23.519811630249023,2005-12-15
23.479915618896484,2005-12-16
23.33029556274414,2005-12-19
23.031063079833984,2005-12-20
23.04103660583496,2005-12-21
23.080934524536133,2005-12-22
22.90139389038086,2005-12-23
22.662006378173828,2005-12-27
22.75177764892578,2005-12-28
22.691930770874023,2005-12-29
22.26302719116211,2005-12-30
22.622108459472656,2006-01-03
22.701904296875,2006-01-04
22.95126724243164,2006-01-05
23.080934524536133,2006-01-06
23.070959091186523,2006-01-09
22.911367416381836,2006-01-10
22.522363662719727,2006-01-11
22.133359909057617,2006-01-12
22.253053665161133,2006-01-13
22.342823028564453,2006-01-17
21.864049911499023,2006-01-18
21.77427864074707,2006-01-19
21.245630264282227,2006-01-20
21.33540153503418,2006-01-23
21.78425407409668,2006-01-24
21.564815521240234,2006-01-25
21.903945922851562,2006-01-26
21.67453384399414,2006-01-27
21.694482803344727,2006-01-30
21.993717193603516,2006-01-31
21.844099044799805,2006-02-01
21.644611358642578,2006-02-02
21.654584884643555,2006-02-03
21.43514633178711,2006-02-06
21.006242752075195,2006-02-07
21.644611358642578,2006-02-08
21.4251708984375,2006-02-09
21.913921356201172,2006-02-10
21.73438262939453,2006-02-13
22.701904296875,2006-02-14
22.971216201782227,2006-02-15
22.292951583862305,2006-02-16
23.35024642944336,2006-02-17
22.90139389038086,2006-02-21
22.961240768432617,2006-02-22
23.300373077392578,2006-02-23
23.8389949798584,2006-02-24
24.706775665283203,2006-02-27
24.487335205078125,2006-02-28
24.776596069335938,2006-03-01
24.806520462036133,2006-03-02
24.587080001831055,2006-03-03
23.898841857910156,2006-03-06
23.44999122619629,2006-03-07
23.320322036743164,2006-03-08
23.24052619934082,2006-03-09
23.898841857910156,2006-03-10
23.410091400146484,2006-03-13
23.858943939208984,2006-03-14
23.948715209960938,2006-03-15
23.68937873840332,2006-03-16
23.908815383911133,2006-03-17
23.948715209960938,2006-03-20
23.10088348388672,2006-03-21
23.360219955444336,2006-03-22
23.44001579284668,2006-03-23
23.499862670898438,2006-03-24
23.609582901000977,2006-03-27
23.469940185546875,2006-03-28
24.327743530273438,2006-03-29
24.437463760375977,2006-03-30
24.776596069335938,2006-03-31
24.65690040588379,2006-04-03
25.185548782348633,2006-04-04
25.035932540893555,2006-04-05
25.085803985595703,2006-04-06
24.437463760375977,2006-04-07
24.148202896118164,2006-04-10
23.92876434326172,2006-04-11
23.948715209960938,2006-04-12
24.16815185546875,2006-04-13
23.749223709106445,2006-04-17
24.437463760375977,2006-04-18
24.806520462036133,2006-04-19
24.796545028686523,2006-04-20
24.786569595336914,2006-04-21
24.527233123779297,2006-04-24
24.337718963623047,2006-04-25
24.307796478271484,2006-04-26
24.537208557128906,2006-04-27
24.37761688232422,2006-04-28
24.367643356323242,2006-05-01
24.367643356323242,2006-05-02
25.23542022705078,2006-05-03
29.135440826416016,2006-05-04
29.085569381713867,2006-05-05
29.634164810180664,2006-05-08
28.596818923950195,2006-05-09
29.394777297973633,2006-05-10
28.80628204345703,2006-05-11
28.42725372314453,2006-05-12
28.766386032104492,2006-05-15
29.03569793701172,2006-05-16
28.92597770690918,2006-05-17
29.394777297973633,2006-05-18
29.295034408569336,2006-05-19
29.215238571166992,2006-05-22
28.48710060119629,2006-05-23
29.245161056518555,2006-05-24
30.59171485900879,2006-05-25
31.31985092163086,2006-05-26
30.93084716796875,2006-05-30
31.02061653137207,2006-05-31
31.918319702148438,2006-06-01
32.137760162353516,2006-06-02
31.230079650878906,2006-06-05
31.449520111083984,2006-06-06
32.097862243652344,2006-06-07
31.060514450073242,2006-06-08
31.4295711517334,2006-06-09
29.235185623168945,2006-06-12
29.524446487426758,2006-06-13
29.564342498779297,2006-06-14
30.511919021606445,2006-06-15
30.023170471191406,2006-06-16
29.464599609375,2006-06-19
29.803730010986328,2006-06-20
30.13288688659668,2006-06-21
30.05309295654297,2006-06-22
29.913450241088867,2006-06-23
30.53186798095703,2006-06-26
29.484546661376953,2006-06-27
29.175338745117188,2006-06-28
29.913450241088867,2006-06-29
29.783782958984375,2006-06-30
30.39222526550293,2006-07-03
29.434675216674805,2006-07-05
29.195287704467773,2006-07-06
28.746437072753906,2006-07-07
28.57686996459961,2006-07-10
28.746437072753906,2006-07-11
28.247713088989258,2006-07-12
27.040802001953125,2006-07-13
26.232868194580078,2006-07-14
26.18299674987793,2006-07-17
26.312664031982422,2006-07-18
27.44975471496582,2006-07-19
26.57200050354004,2006-07-20
26.113176345825195,2006-07-21
27.02085304260254,2006-07-24
26.781465530395508,2006-07-25
26.52212905883789,2006-07-26
26.32263946533203,2006-07-27
27.030826568603516,2006-07-28
26.81138801574707,2006-07-31
25.9436092376709,2006-08-01
25.84386444091797,2006-08-02
26.502180099487305,2006-08-03
26.342588424682617,2006-08-04
26.342588424682617,2006-08-07
30.771255493164062,2006-08-08
31.349775314331055,2006-08-09
30.88097381591797,2006-08-10
30.841075897216797,2006-08-11
31.55923843383789,2006-08-14
32.35719680786133,2006-08-15
31.918319702148438,2006-08-16
32.86589431762695,2006-08-17
32.75617599487305,2006-08-18
32.845947265625,2006-08-21
33.0554084777832,2006-08-22
32.955665588378906,2006-08-23
32.48686599731445,2006-08-24
32.87586975097656,2006-08-25
32.82599639892578,2006-08-28
33.66385269165039,2006-08-29
32.5666618347168,2006-08-30
33.31474685668945,2006-08-31
33.06538772583008,2006-09-01
34.07280731201172,2006-09-05
30.79120445251465,2006-09-06
30.781230926513672,2006-09-07
30.92087173461914,2006-09-08
31.160259246826172,2006-09-11
31.35974884033203,2006-09-12
31.639034271240234,2006-09-13
31.908344268798828,2006-09-14
31.399646759033203,2006-09-15
30.83110237121582,2006-09-18
30.97074317932129,2006-09-19
31.499391555786133,2006-09-20
33.564109802246094,2006-09-21
35.249794006347656,2006-09-22
36.03778076171875,2006-09-25
36.456703186035156,2006-09-26
36.56642532348633,2006-09-27
36.46668243408203,2006-09-28
36.69609451293945,2006-09-29
36.65619659423828,2006-10-02
37.30453872680664,2006-10-03
38.212215423583984,2006-10-04
38.80070877075195,2006-10-05
38.30198669433594,2006-10-06
39.020145416259766,2006-10-09
39.32935333251953,2006-10-10
39.169761657714844,2006-10-11
40.22705841064453,2006-10-12
40.72578430175781,2006-10-13
40.9851188659668,2006-10-16
40.6459846496582,2006-10-17
39.89789962768555,2006-10-18
40.9851188659668,2006-10-19
40.546241760253906,2006-10-20
40.78562545776367,2006-10-23
40.8853759765625,2006-10-24
40.90531921386719,2006-10-25
40.546241760253906,2006-10-26
40.12731170654297,2006-10-27
39.92782211303711,2006-10-30
40.18716049194336,2006-10-31
40.426544189453125,2006-11-01
39.608638763427734,2006-11-02
39.59866714477539,2006-11-03
39.87794876098633,2006-11-06
40.037540435791016,2006-11-07
40.296878814697266,2006-11-08
39.728336334228516,2006-11-09
40.506343841552734,2006-11-10
41.24445343017578,2006-11-13
40.80557632446289,2006-11-14
40.07744216918945,2006-11-15
39.7482795715332,2006-11-16
39.658512115478516,2006-11-17
39.419124603271484,2006-11-20
39.78818130493164,2006-11-21
39.848026275634766,2006-11-22
38.65108871459961,2006-11-24
38.830631256103516,2006-11-27
38.850582122802734,2006-11-28
39.94777297973633,2006-11-29
39.38920211791992,2006-11-30
39.030120849609375,2006-12-01
40.20711135864258,2006-12-04
39.11989212036133,2006-12-05
39.79815673828125,2006-12-06
40.06746292114258,2006-12-07
40.695858001708984,2006-12-08
41.16465759277344,2006-12-11
41.753150939941406,2006-12-12
41.47386932373047,2006-12-13
41.89279556274414,2006-12-14
41.773101806640625,2006-12-15
41.73320388793945,2006-12-18
41.513763427734375,2006-12-19
42.7505989074707,2006-12-20
42.471317291259766,2006-12-21
42.660831451416016,2006-12-22
42.96006393432617,2006-12-26
43.85776901245117,2006-12-27
43.68819808959961,2006-12-28
43.49868392944336,2006-12-29
43.85776901245117,2007-01-03
44.32656478881836,2007-01-04
43.758018493652344,2007-01-05
43.64830017089844,2007-01-08
43.94753646850586,2007-01-09
44.72554397583008,2007-01-10
44.536033630371094,2007-01-11
44.38641357421875,2007-01-12
44.436283111572266,2007-01-16
43.91761016845703,2007-01-17
43.039859771728516,2007-01-18
42.88026809692383,2007-01-19
42.63090896606445,2007-01-22
42.610958099365234,2007-01-23
42.980010986328125,2007-01-24
42.27182388305664,2007-01-25
42.18205642700195,2007-01-26
42.46133804321289,2007-01-29
42.591007232666016,2007-01-30
42.51121139526367,2007-01-31
43.05980682373047,2007-02-01
43.89766311645508,2007-02-02
44.44626235961914,2007-02-05
44.466209411621094,2007-02-06
45.523502349853516,2007-02-07
44.885135650634766,2007-02-08
45.4736328125,2007-02-09
45.81276321411133,2007-02-12
50.67033004760742,2007-02-13
50.87979507446289,2007-02-14
50.69028091430664,2007-02-15
51.73759841918945,2007-02-16
53.363441467285156,2007-02-20
54.02175521850586,2007-02-21
53.48313522338867,2007-02-22
53.86216354370117,2007-02-23
53.62277603149414,2007-02-26
52.14655303955078,2007-02-27
52.276222229003906,2007-02-28
53.02430725097656,2007-03-01
51.797447204589844,2007-03-02
51.18900680541992,2007-03-05
51.8872184753418,2007-03-06
52.01688766479492,2007-03-07
52.67520523071289,2007-03-08
52.13658142089844,2007-03-09
52.75499725341797,2007-03-12
51.208953857421875,2007-03-13
51.637855529785156,2007-03-14
51.52813720703125,2007-03-15
51.57801055908203,2007-03-16
52.19643020629883,2007-03-19
53.21382141113281,2007-03-20
53.84221649169922,2007-03-21
55.11894607543945,2007-03-22
54.06165313720703,2007-03-23
53.47315979003906,2007-03-26
52.80487060546875,2007-03-27
52.28619384765625,2007-03-28
52.45576477050781,2007-03-29
53.12405014038086,2007-03-30
54.400787353515625,2007-04-02
54.21126937866211,2007-04-03
54.2711181640625,2007-04-04
54.400787353515625,2007-04-05
54.07162857055664,2007-04-09
54.74989318847656,2007-04-10
55.12892150878906,2007-04-11
54.9294319152832,2007-04-12
55.428157806396484,2007-04-13
56.15629196166992,2007-04-16
56.59517288208008,2007-04-17
56.0266227722168,2007-04-18
54.30104064941406,2007-04-19
54.25116729736328,2007-04-20
54.1713752746582,2007-04-23
54.580326080322266,2007-04-24
55.24861526489258,2007-04-25
56.95425033569336,2007-04-26
56.85450744628906,2007-04-27
55.49797821044922,2007-04-30
56.4754753112793,2007-05-01
56.31588363647461,2007-05-02
57.35322952270508,2007-05-03
62.20082473754883,2007-05-04
62.380367279052734,2007-05-07
63.88651657104492,2007-05-08
58.1312370300293,2007-05-09
56.375732421875,2007-05-10
56.60514450073242,2007-05-11
55.617671966552734,2007-05-14
54.47060775756836,2007-05-15
55.07905197143555,2007-05-16
57.19363784790039,2007-05-17
60.73457717895508,2007-05-18
60.12613296508789,2007-05-21
60.914119720458984,2007-05-22
61.343021392822266,2007-05-23
59.53763961791992,2007-05-24
60.2059326171875,2007-05-25
60.78445053100586,2007-05-29
60.26577377319336,2007-05-30
61.682151794433594,2007-05-31
61.412841796875,2007-06-01
62.0711555480957,2007-06-04
61.542510986328125,2007-06-05
60.88419723510742,2007-06-06
59.17856216430664,2007-06-07
59.15861129760742,2007-06-08
60.12613296508789,2007-06-11
61.24327850341797,2007-06-12
61.532535552978516,2007-06-13
62.86911392211914,2007-06-14
64.78421020507812,2007-06-15
64.02615356445312,2007-06-18
66.25045776367188,2007-06-19
65.53229522705078,2007-06-20
65.68191528320312,2007-06-21
64.6844711303711,2007-06-22
64.33536529541016,2007-06-25
63.99623489379883,2007-06-26
64.69444274902344,2007-06-27
64.10594940185547,2007-06-28
68.56453704833984,2007-06-29
68.13563537597656,2007-07-02
67.88627624511719,2007-07-03
69.14305877685547,2007-07-05
70.64920806884766,2007-07-06
70.07068634033203,2007-07-09
67.28780364990234,2007-07-10
68.33512878417969,2007-07-11
68.52464294433594,2007-07-12
69.1131362915039,2007-07-13
67.7965087890625,2007-07-16
67.60698699951172,2007-07-17
68.33512878417969,2007-07-18
69.831298828125,2007-07-19
70.49958801269531,2007-07-20
68.35507202148438,2007-07-23
66.90878295898438,2007-07-24
66.67935943603516,2007-07-25
64.71439361572266,2007-07-26
62.77934265136719,2007-07-27
64.65454864501953,2007-07-30
63.637149810791016,2007-07-31
62.11105728149414,2007-08-01
63.93638229370117,2007-08-02
61.402870178222656,2007-08-03
61.562461853027344,2007-08-06
64.9238510131836,2007-08-07
79.35691833496094,2007-08-08
75.78606414794922,2007-08-09
76.62391662597656,2007-08-10
77.45179748535156,2007-08-13
73.34231567382812,2007-08-14
75.17761993408203,2007-08-15
72.21520233154297,2007-08-16
73.12287139892578,2007-08-17
75.63644409179688,2007-08-20
77.00294494628906,2007-08-21
78.9679183959961,2007-08-22
80.77330017089844,2007-08-23
81.19223022460938,2007-08-24
80.68352508544922,2007-08-27
76.42443084716797,2007-08-28
78.39936828613281,2007-08-29
79.05769348144531,2007-08-30
82.76819610595703,2007-08-31
81.95028686523438,2007-09-04
80.97278594970703,2007-09-05
82.22957611083984,2007-09-06
77.71113586425781,2007-09-07
76.26483154296875,2007-09-10
81.22215270996094,2007-09-11
83.13724517822266,2007-09-12
85.9500503540039,2007-09-13
86.43880462646484,2007-09-14
86.74800872802734,2007-09-17
89.72039794921875,2007-09-18
89.64060974121094,2007-09-19
86.5584945678711,2007-09-20
89.09201049804688,2007-09-21
87.35645294189453,2007-09-24
89.24163055419922,2007-09-25
87.85517883300781,2007-09-26
89.62065887451172,2007-09-27
88.52346801757812,2007-09-28
89.08203125,2007-10-01
88.45364379882812,2007-10-02
90.947265625,2007-10-03
90.55825805664062,2007-10-04
93.69024658203125,2007-10-05
93.92962646484375,2007-10-08
92.58307647705078,2007-10-09
94.37848663330078,2007-10-10
91.11682891845703,2007-10-11
93.14164733886719,2007-10-12
92.8723373413086,2007-10-15
90.12935638427734,2007-10-16
88.76284790039062,2007-10-17
91.78511810302734,2007-10-18
88.40377044677734,2007-10-19
88.27410125732422,2007-10-22
91.31632232666016,2007-10-23
88.7030029296875,2007-10-24
86.92755126953125,2007-10-25
86.01986694335938,2007-10-26
90.947265625,2007-10-29
88.47358703613281,2007-10-30
92.86235809326172,2007-10-31
91.41606140136719,2007-11-01
90.57820129394531,2007-11-02
88.82270050048828,2007-11-05
88.73292541503906,2007-11-06
90.07948303222656,2007-11-07
84.05489349365234,2007-11-08
103.41535949707031,2007-11-09
99.84449005126953,2007-11-12
108.42253875732422,2007-11-13
106.6171646118164,2007-11-14
106.29798126220703,2007-11-15
109.4798355102539,2007-11-16
102.38798522949219,2007-11-19
102.00894927978516,2007-11-20
103.17597198486328,2007-11-21
107.41512298583984,2007-11-23
103.98390197753906,2007-11-26
106.8465805053711,2007-11-27
112.70159149169922,2007-11-28
109.88878631591797,2007-11-29
113.50952911376953,2007-11-30
114.29750061035156,2007-12-03
115.07552337646484,2007-12-04
119.42439270019531,2007-12-05
118.33717346191406,2007-12-06
117.61900329589844,2007-12-07
115.22512817382812,2007-12-10
109.95861053466797,2007-12-11
111.62435150146484,2007-12-12
115.48446655273438,2007-12-13
116.87091827392578,2007-12-14
109.0309829711914,2007-12-17
113.56937408447266,2007-12-18
114.07807159423828,2007-12-19
115.9333267211914,2007-12-20
114.8560791015625,2007-12-21
117.50928497314453,2007-12-24
117.92822265625,2007-12-26
116.32232666015625,2007-12-27
117.71875,2007-12-28
114.56681823730469,2007-12-31
114.94584655761719,2008-01-02
111.11565399169922,2008-01-03
107.2655029296875,2008-01-04
104.91152954101562,2008-01-07
102.01892852783203,2008-01-08
102.58747100830078,2008-01-09
102.51765441894531,2008-01-10
95.99434661865234,2008-01-11
100.26342010498047,2008-01-14
103.01637268066406,2008-01-15
95.18641662597656,2008-01-16
89.13190460205078,2008-01-17
92.74266815185547,2008-01-18
96.2935791015625,2008-01-22
100.01405334472656,2008-01-23
108.30284881591797,2008-01-24
104.31305694580078,2008-01-25
106.08851623535156,2008-01-28
105.26063537597656,2008-01-29
106.2580795288086,2008-01-30
108.24299621582031,2008-01-31
107.62458801269531,2008-02-01
105.41024780273438,2008-02-04
98.02913665771484,2008-02-05
93.12169647216797,2008-02-06
100.87186431884766,2008-02-07
101.53018188476562,2008-02-08
102.53760528564453,2008-02-11
102.73709106445312,2008-02-12
104.69208526611328,2008-02-13
101.96906280517578,2008-02-14
123.5438461303711,2008-02-15
122.29703521728516,2008-02-19
127.18453216552734,2008-02-20
123.39422607421875,2008-02-21
126.9251937866211,2008-02-22
123.19474029541016,2008-02-25
126.20703125,2008-02-26
122.9354019165039,2008-02-27
122.99524688720703,2008-02-28
113.72895812988281,2008-02-29
113.39981079101562,2008-03-03
115.0356216430664,2008-03-04
118.06786346435547,2008-03-05
115.58421325683594,2008-03-06
116.6215591430664,2008-03-07
109.48980712890625,2008-03-10
114.89598083496094,2008-03-11
120.63130187988281,2008-03-12
122.17733764648438,2008-03-13
117.32974243164062,2008-03-14
110.79647064208984,2008-03-17
122.74588775634766,2008-03-18
114.64661407470703,2008-03-19
118.32719421386719,2008-03-20
124.41162872314453,2008-03-24
122.18731689453125,2008-03-25
120.64127349853516,2008-03-26
118.57655334472656,2008-03-27
121.67861938476562,2008-03-28
120.55150604248047,2008-03-31
127.66329956054688,2008-04-01
127.17455291748047,2008-04-02
127.67327880859375,2008-04-03
125.18963623046875,2008-04-04
122.97530364990234,2008-04-07
125.42902374267578,2008-04-08
125.37914276123047,2008-04-09
125.4190444946289,2008-04-10
119.81339263916016,2008-04-11
119.79344177246094,2008-04-14
117.69880676269531,2008-04-15
120.6512451171875,2008-04-16
119.65380096435547,2008-04-17
129.09962463378906,2008-04-18
129.2991180419922,2008-04-21
125.51879119873047,2008-04-22
125.46891784667969,2008-04-23
124.71086120605469,2008-04-24
128.05230712890625,2008-04-25
122.61621856689453,2008-04-28
124.16226959228516,2008-04-29
127.31419372558594,2008-04-30
127.9026870727539,2008-05-01
126.04743957519531,2008-05-02
126.04743957519531,2008-05-05
126.37659454345703,2008-05-06
121.71851348876953,2008-05-07
123.46405029296875,2008-05-08
138.27615356445312,2008-05-09
138.50555419921875,2008-05-12
139.30352783203125,2008-05-13
137.93701171875,2008-05-14
138.19635009765625,2008-05-15
135.1441650390625,2008-05-16
129.23927307128906,2008-05-19
131.93238830566406,2008-05-20
128.3814697265625,2008-05-21
130.0571746826172,2008-05-22
131.31394958496094,2008-05-23
130.97482299804688,2008-05-27
133.7876434326172,2008-05-28
131.6032257080078,2008-05-29
134.18661499023438,2008-05-30
132.42112731933594,2008-06-02
132.4311065673828,2008-06-03
134.48583984375,2008-06-04
136.98944091796875,2008-06-05
132.141845703125,2008-06-06
126.22698211669922,2008-06-09
127.05485534667969,2008-06-10
120.57144927978516,2008-06-11
121.94792938232422,2008-06-12
126.57608795166016,2008-06-13
127.3042221069336,2008-06-16
125.26942443847656,2008-06-17
128.969970703125,2008-06-18
130.5658721923828,2008-06-19
130.31651306152344,2008-06-20
131.7029571533203,2008-06-23
130.0372314453125,2008-06-24
131.22418212890625,2008-06-25
126.67583465576172,2008-06-26
124.81060028076172,2008-06-27
115.165283203125,2008-06-30
115.07552337646484,2008-07-01
107.05603790283203,2008-07-02
106.46754455566406,2008-07-03
105.32048034667969,2008-07-07
107.56473541259766,2008-07-08
108.8514404296875,2008-07-09
110.35758972167969,2008-07-10
107.1358413696289,2008-07-11
107.4649887084961,2008-07-14
103.435302734375,2008-07-15
111.853759765625,2008-07-16
110.94609069824219,2008-07-17
104.3729019165039,2008-07-18
100.74219512939453,2008-07-21
105.11101531982422,2008-07-22
101.11125183105469,2008-07-23
100.25344848632812,2008-07-24
100.27339172363281,2008-07-25
106.22815704345703,2008-07-28
107.47496795654297,2008-07-29
108.55221557617188,2008-07-30
114.65658569335938,2008-07-31
116.36222839355469,2008-08-01
111.4348373413086,2008-08-04
116.90084075927734,2008-08-05
96.9219741821289,2008-08-06
95.75495910644531,2008-08-07
95.3360366821289,2008-08-08
102.37801361083984,2008-08-11
100.56265258789062,2008-08-12
100.65242767333984,2008-08-13
101.65984344482422,2008-08-14
102.93657684326172,2008-08-15
100.40306854248047,2008-08-18
98.99666595458984,2008-08-19
100.123779296875,2008-08-20
98.9567642211914,2008-08-21
101.86930847167969,2008-08-22
96.8521499633789,2008-08-25
94.44830322265625,2008-08-26
94.69766998291016,2008-08-27
95.74497985839844,2008-08-28
92.74266815185547,2008-08-29
97.35087585449219,2008-09-02
92.71273803710938,2008-09-03
92.79254150390625,2008-09-04
93.40098571777344,2008-09-05
92.01453399658203,2008-09-08
84.22447204589844,2008-09-09
82.77816772460938,2008-09-10
84.8329086303711,2008-09-11
86.01986694335938,2008-09-12
78.46919250488281,2008-09-15
83.14722442626953,2008-09-16
78.74847412109375,2008-09-17
85.02242279052734,2008-09-18
86.81783294677734,2008-09-19
81.94031524658203,2008-09-22
79.30705261230469,2008-09-23
78.60883331298828,2008-09-24
77.22238159179688,2008-09-25
74.80856323242188,2008-09-26
66.66938781738281,2008-09-29
68.25533294677734,2008-09-30
64.55480194091797,2008-10-01
60.8642463684082,2008-10-02
58.00157165527344,2008-10-03
58.30080795288086,2008-10-06
57.20361328125,2008-10-07
63.3478889465332,2008-10-08
58.80950164794922,2008-10-09
59.14863586425781,2008-10-10
64.9737319946289,2008-10-13
65.76171112060547,2008-10-14
58.07139587402344,2008-10-15
59.437896728515625,2008-10-16
57.94172668457031,2008-10-17
60.55503463745117,2008-10-20
57.333282470703125,2008-10-21
54.320987701416016,2008-10-22
51.797447204589844,2008-10-23
51.81739807128906,2008-10-24
49.13426208496094,2008-10-27
52.70512390136719,2008-10-28
55.52790069580078,2008-10-29
56.15629196166992,2008-10-30
52.495662689208984,2008-10-31
52.15652847290039,2008-11-03
53.79234313964844,2008-11-04
52.465736389160156,2008-11-05
46.949851989746094,2008-11-06
54.43070983886719,2008-11-07
54.151424407958984,2008-11-10
54.43070983886719,2008-11-11
50.30127716064453,2008-11-12
54.849639892578125,2008-11-13
53.66267395019531,2008-11-14
54.590301513671875,2008-11-17
56.66499328613281,2008-11-18
55.10897445678711,2008-11-19
52.81484603881836,2008-11-20
57.712310791015625,2008-11-21
61.45273971557617,2008-11-24
62.65965270996094,2008-11-25
67.4873046875,2008-11-26
68.8238754272461,2008-11-28
62.569881439208984,2008-12-01
61.83177185058594,2008-12-02
60.016414642333984,2008-12-03
58.08136749267578,2008-12-04
60.3056755065918,2008-12-05
64.28548431396484,2008-12-08
61.44276428222656,2008-12-09
61.92154312133789,2008-12-10
60.80439758300781,2008-12-11
64.5248794555664,2008-12-12
62.769371032714844,2008-12-15
67.22795867919922,2008-12-16
70.13053131103516,2008-12-17
69.92106628417969,2008-12-18
69.0732421875,2008-12-19
65.79163360595703,2008-12-22
70.1006088256836,2008-12-23
69.32260131835938,2008-12-24
68.27527618408203,2008-12-26
68.96351623535156,2008-12-29
70.63922882080078,2008-12-30
73.46200561523438,2008-12-31
76.69373321533203,2009-01-02
74.80856323242188,2009-01-05
78.41932678222656,2009-01-06
74.88835906982422,2009-01-07
76.8633041381836,2009-01-08
75.00804901123047,2009-01-09
71.97581481933594,2009-01-12
70.7688980102539,2009-01-13
68.87374877929688,2009-01-14
70.71903228759766,2009-01-15
70.94844055175781,2009-01-16
65.87142944335938,2009-01-20
67.82643127441406,2009-01-21
67.19804382324219,2009-01-22
68.74407958984375,2009-01-23
66.81900787353516,2009-01-26
67.0783462524414,2009-01-27
69.09318542480469,2009-01-28
67.47732543945312,2009-01-29
66.91874694824219,2009-01-30
68.32514953613281,2009-02-02
69.65176391601562,2009-02-03
70.57938385009766,2009-02-04
72.48450469970703,2009-02-05
74.27991485595703,2009-02-06
