BKNG,Date
16.64490509033203,2001-01-19
16.270862579345703,2001-01-22
15.709797859191895,2001-01-23
16.08384132385254,2001-01-24
15.52277660369873,2001-01-25
15.709797859191895,2001-01-26
15.709797859191895,2001-01-29
17.767032623291016,2001-01-30
15.896819114685059,2001-01-31
17.01894760131836,2001-02-01
15.709797859191895,2001-02-02
16.457883834838867,2001-02-05
17.767032623291016,2001-02-06
16.08384132385254,2001-02-07
18.32809829711914,2001-02-08
16.457883834838867,2001-02-09
16.64490509033203,2001-02-12
15.896819114685059,2001-02-13
15.335755348205566,2001-02-14
17.954055786132812,2001-02-15
15.709797859191895,2001-02-16
16.270862579345703,2001-02-20
14.40064811706543,2001-02-21
12.156391143798828,2001-02-22
15.335755348205566,2001-02-23
17.205968856811523,2001-02-26
16.457883834838867,2001-02-27
16.08384132385254,2001-02-28
15.335755348205566,2001-03-01
15.335755348205566,2001-03-02
15.52277660369873,2001-03-05
16.457883834838867,2001-03-06
15.709797859191895,2001-03-07
15.52277660369873,2001-03-08
14.40064811706543,2001-03-09
13.278519630432129,2001-03-12
14.213626861572266,2001-03-13
13.091498374938965,2001-03-14
13.839584350585938,2001-03-15
12.717455863952637,2001-03-16
12.9044771194458,2001-03-19
12.717455863952637,2001-03-20
13.091498374938965,2001-03-21
12.717455863952637,2001-03-22
13.839584350585938,2001-03-23
13.278519630432129,2001-03-26
12.9044771194458,2001-03-27
12.717455863952637,2001-03-28
13.278519630432129,2001-03-29
15.148734092712402,2001-03-30
18.32809829711914,2001-04-02
15.148734092712402,2001-04-03
15.709797859191895,2001-04-04
17.01894760131836,2001-04-05
16.08384132385254,2001-04-06
17.47528076171875,2001-04-09
17.954055786132812,2001-04-10
18.372982025146484,2001-04-11
18.55252456665039,2001-04-12
18.31313705444336,2001-04-16
18.732065200805664,2001-04-17
19.749460220336914,2001-04-18
21.963794708251953,2001-04-19
22.861495971679688,2001-04-20
19.86915397644043,2001-04-23
20.587316513061523,2001-04-24
21.54486656188965,2001-04-25
23.160730361938477,2001-04-26
25.135677337646484,2001-04-27
29.02572250366211,2001-04-30
39.4390754699707,2001-05-01
41.653404235839844,2001-05-02
34.771018981933594,2001-05-03
36.38688278198242,2001-05-04
31.718830108642578,2001-05-07
31.060514450073242,2001-05-08
28.48710060119629,2001-05-09
28.96587562561035,2001-05-10
28.786334991455078,2001-05-11
25.73414421081543,2001-05-14
26.332612991333008,2001-05-15
29.74388313293457,2001-05-16
29.86357879638672,2001-05-17
29.564342498779297,2001-05-18
34.771018981933594,2001-05-21
33.155155181884766,2001-05-22
31.41959571838379,2001-05-23
30.58173942565918,2001-05-24
31.120363235473633,2001-05-25
30.043119430541992,2001-05-29
29.145414352416992,2001-05-30
32.317298889160156,2001-05-31
31.65898323059082,2001-06-01
31.778676986694336,2001-06-04
32.61653518676758,2001-06-05
42.25187683105469,2001-06-06
46.08207321166992,2001-06-07
46.14191818237305,2001-06-08
44.885135650634766,2001-06-11
43.26927185058594,2001-06-12
46.560848236083984,2001-06-13
47.3388557434082,2001-06-14
48.35625457763672,2001-06-15
47.51839828491211,2001-06-18
45.722991943359375,2001-06-19
44.047279357910156,2001-06-20
44.52605438232422,2001-06-21
45.96238327026367,2001-06-22
45.782840728759766,2001-06-25
45.24421691894531,2001-06-26
46.74039077758789,2001-06-27
48.35625457763672,2001-06-28
54.161399841308594,2001-06-29
59.3082275390625,2001-07-02
56.555274963378906,2001-07-03
50.15165710449219,2001-07-05
46.860084533691406,2001-07-06
46.6805419921875,2001-07-09
46.91992950439453,2001-07-10
46.74039077758789,2001-07-11
47.877479553222656,2001-07-12
52.0667610168457,2001-07-13
52.30614471435547,2001-07-16
53.92201232910156,2001-07-17
52.84476852416992,2001-07-18
50.391048431396484,2001-07-19
50.15165710449219,2001-07-20
50.570587158203125,2001-07-23
47.458553314208984,2001-07-24
49.493343353271484,2001-07-25
50.15165710449219,2001-07-26
48.17671203613281,2001-07-27
50.809974670410156,2001-07-30
53.08415603637695,2001-07-31
56.97420120239258,2001-08-01
53.4432373046875,2001-08-02
51.827369689941406,2001-08-03
51.94706726074219,2001-08-06
53.86216354370117,2001-08-07
50.69028091430664,2001-08-08
48.475948333740234,2001-08-09
46.08207321166992,2001-08-10
49.613040924072266,2001-08-13
48.2365608215332,2001-08-14
45.06467819213867,2001-08-15
41.95264434814453,2001-08-16
39.079994201660156,2001-08-17
39.49892044067383,2001-08-20
38.00274658203125,2001-08-21
34.7111701965332,2001-08-22
31.41959571838379,2001-08-23
34.651329040527344,2001-08-24
34.47178649902344,2001-08-27
34.29224395751953,2001-08-28
33.753623962402344,2001-08-29
32.67637634277344,2001-08-30
33.03546142578125,2001-08-31
32.915767669677734,2001-09-04
32.317298889160156,2001-09-05
29.624191284179688,2001-09-06
29.923423767089844,2001-09-07
29.923423767089844,2001-09-10
18.013900756835938,2001-09-17
14.064009666442871,2001-09-18
12.148910522460938,2001-09-19
13.704928398132324,2001-09-20
13.82462215423584,2001-09-21
15.081405639648438,2001-09-24
15.739721298217773,2001-09-25
18.25328826904297,2001-09-26
20.228235244750977,2001-09-27
22.681955337524414,2001-09-28
21.4251708984375,2001-10-01
21.963794708251953,2001-10-02
23.998586654663086,2001-10-03
23.87889289855957,2001-10-04
22.801651000976562,2001-10-05
21.006242752075195,2001-10-08
20.467622756958008,2001-10-09
22.681955337524414,2001-10-10
23.63950538635254,2001-10-11
23.160730361938477,2001-10-12
23.459964752197266,2001-10-15
25.434911727905273,2001-10-16
23.34027099609375,2001-10-17
22.143335342407227,2001-10-18
22.741802215576172,2001-10-19
23.63950538635254,2001-10-22
23.87889289855957,2001-10-23
23.759199142456055,2001-10-24
23.519811630249023,2001-10-25
25.973533630371094,2001-10-26
28.786334991455078,2001-10-29
27.11062240600586,2001-10-30
28.786334991455078,2001-10-31
26.332612991333008,2001-11-01
26.931081771850586,2001-11-02
25.913684844970703,2001-11-05
26.51215362548828,2001-11-06
26.931081771850586,2001-11-07
26.57200050354004,2001-11-08
26.931081771850586,2001-11-09
25.614452362060547,2001-11-12
26.51215362548828,2001-11-13
26.51215362548828,2001-11-14
26.990928649902344,2001-11-15
25.434911727905273,2001-11-16
24.41751480102539,2001-11-19
23.938739776611328,2001-11-20
23.938739776611328,2001-11-21
23.938739776611328,2001-11-23
24.776596069335938,2001-11-26
24.65690040588379,2001-11-27
23.998586654663086,2001-11-28
24.537208557128906,2001-11-29
25.135677337646484,2001-11-30
24.836442947387695,2001-12-03
24.71674919128418,2001-12-04
25.434911727905273,2001-12-05
25.4947566986084,2001-12-06
27.230316162109375,2001-12-07
28.42725372314453,2001-12-10
33.334693908691406,2001-12-11
34.29224395751953,2001-12-12
33.3945426940918,2001-12-13
32.137760162353516,2001-12-14
33.334693908691406,2001-12-17
37.46413040161133,2001-12-18
36.027801513671875,2001-12-19
32.61653518676758,2001-12-20
32.37714385986328,2001-12-21
31.479442596435547,2001-12-24
32.49684143066406,2001-12-26
34.53163146972656,2001-12-27
35.13010025024414,2001-12-28
34.83086395263672,2001-12-31
35.010406494140625,2002-01-02
35.42933654785156,2002-01-03
35.189945220947266,2002-01-04
35.189945220947266,2002-01-07
33.334693908691406,2002-01-08
33.63393020629883,2002-01-09
34.47178649902344,2002-01-10
34.172550201416016,2002-01-11
34.172550201416016,2002-01-14
35.42933654785156,2002-01-15
33.69377517700195,2002-01-16
33.753623962402344,2002-01-17
33.03546142578125,2002-01-18
34.53163146972656,2002-01-22
35.189945220947266,2002-01-23
34.59148025512695,2002-01-24
34.7111701965332,2002-01-25
37.82320785522461,2002-01-28
35.78841781616211,2002-01-29
35.96795654296875,2002-01-30
37.703514099121094,2002-01-31
37.82320785522461,2002-02-01
28.906028747558594,2002-02-04
24.41751480102539,2002-02-05
23.938739776611328,2002-02-06
24.17812728881836,2002-02-07
24.89628791809082,2002-02-08
25.135677337646484,2002-02-11
24.65690040588379,2002-02-12
23.938739776611328,2002-02-13
23.699352264404297,2002-02-14
23.459964752197266,2002-02-15
21.963794708251953,2002-02-19
23.220579147338867,2002-02-20
24.1182804107666,2002-02-21
25.55460548400879,2002-02-22
25.73414421081543,2002-02-25
26.332612991333008,2002-02-26
26.332612991333008,2002-02-27
23.938739776611328,2002-02-28
25.315216064453125,2002-03-01
26.392459869384766,2002-03-04
27.529550552368164,2002-03-05
29.923423767089844,2002-03-06
28.726486206054688,2002-03-07
29.684038162231445,2002-03-08
32.018062591552734,2002-03-11
31.060514450073242,2002-03-12
31.41959571838379,2002-03-13
31.180208206176758,2002-03-14
30.222658157348633,2002-03-15
31.120363235473633,2002-03-18
31.718830108642578,2002-03-19
31.778676986694336,2002-03-20
32.915767669677734,2002-03-21
32.55668640136719,2002-03-22
32.317298889160156,2002-03-25
31.599136352539062,2002-03-26
31.89837074279785,2002-03-27
31.299901962280273,2002-03-28
31.539291381835938,2002-04-01
30.88097381591797,2002-04-02
28.128019332885742,2002-04-03
27.40985679626465,2002-04-04
27.40985679626465,2002-04-05
27.529550552368164,2002-04-08
26.87123680114746,2002-04-09
24.237974166870117,2002-04-10
23.04103660583496,2002-04-11
23.759199142456055,2002-04-12
26.153072357177734,2002-04-15
28.247713088989258,2002-04-16
28.247713088989258,2002-04-17
27.94847869873047,2002-04-18
28.786334991455078,2002-04-19
29.74388313293457,2002-04-22
28.666641235351562,2002-04-23
28.906028747558594,2002-04-24
30.402198791503906,2002-04-25
31.060514450073242,2002-04-26
29.205263137817383,2002-04-29
30.162811279296875,2002-04-30
31.41959571838379,2002-05-01
24.47736167907715,2002-05-02
25.01598358154297,2002-05-03
23.04103660583496,2002-05-06
20.94639778137207,2002-05-07
24.537208557128906,2002-05-08
23.938739776611328,2002-05-09
23.63950538635254,2002-05-10
25.375064849853516,2002-05-13
26.212921142578125,2002-05-14
24.89628791809082,2002-05-15
24.537208557128906,2002-05-16
25.853839874267578,2002-05-17
24.71674919128418,2002-05-20
24.17812728881836,2002-05-21
23.519811630249023,2002-05-22
25.913684844970703,2002-05-23
25.195524215698242,2002-05-24
24.237974166870117,2002-05-28
24.537208557128906,2002-05-29
24.357667922973633,2002-05-30
24.1182804107666,2002-05-31
23.998586654663086,2002-06-03
24.1182804107666,2002-06-04
23.280424118041992,2002-06-05
22.56226348876953,2002-06-06
22.921342849731445,2002-06-07
26.51215362548828,2002-06-10
24.776596069335938,2002-06-11
24.537208557128906,2002-06-12
24.47736167907715,2002-06-13
23.998586654663086,2002-06-14
25.973533630371094,2002-06-17
25.73414421081543,2002-06-18
24.297821044921875,2002-06-19
24.47736167907715,2002-06-20
23.34027099609375,2002-06-21
21.54486656188965,2002-06-24
22.741802215576172,2002-06-25
16.93665885925293,2002-06-26
17.116199493408203,2002-06-27
16.6972713470459,2002-06-28
15.380640029907227,2002-07-01
13.82462215423584,2002-07-02
13.82462215423584,2002-07-03
14.842019081115723,2002-07-05
13.704928398132324,2002-07-08
14.303397178649902,2002-07-09
14.482937812805176,2002-07-10
13.82462215423584,2002-07-11
14.183703422546387,2002-07-12
14.423090934753418,2002-07-15
15.260947227478027,2002-07-16
16.457883834838867,2002-07-17
15.260947227478027,2002-07-18
15.201099395751953,2002-07-19
14.662477493286133,2002-07-22
12.687532424926758,2002-07-23
12.926919937133789,2002-07-24
11.25120735168457,2002-07-25
10.293658256530762,2002-07-26
11.25120735168457,2002-07-29
11.011819839477539,2002-07-30
11.071667671203613,2002-07-31
11.969369888305664,2002-08-01
12.08906364440918,2002-08-02
11.670135498046875,2002-08-05
12.148910522460938,2002-08-06
12.148910522460938,2002-08-07
12.208757400512695,2002-08-08
12.148910522460938,2002-08-09
13.345847129821777,2002-08-12
12.867072105407715,2002-08-13
13.345847129821777,2002-08-14
13.046612739562988,2002-08-15
13.226154327392578,2002-08-16
13.764775276184082,2002-08-19
13.82462215423584,2002-08-20
14.482937812805176,2002-08-21
15.560181617736816,2002-08-22
15.620027542114258,2002-08-23
15.260947227478027,2002-08-26
14.243550300598145,2002-08-27
13.944315910339355,2002-08-28
14.303397178649902,2002-08-29
14.064009666442871,2002-08-30
13.465540885925293,2002-09-03
13.704928398132324,2002-09-04
12.986766815185547,2002-09-05
13.405694007873535,2002-09-06
14.064009666442871,2002-09-09
14.123856544494629,2002-09-10
14.004162788391113,2002-09-11
13.764775276184082,2002-09-12
13.645081520080566,2002-09-13
12.926919937133789,2002-09-16
12.807226181030273,2002-09-17
11.969369888305664,2002-09-18
10.951972961425781,2002-09-19
11.25120735168457,2002-09-20
10.89212703704834,2002-09-23
10.114117622375488,2002-09-24
8.917180061340332,2002-09-25
9.15656852722168,2002-09-26
9.395955085754395,2002-09-27
8.737640380859375,2002-09-30
9.216414451599121,2002-10-01
8.917180061340332,2002-10-02
8.797486305236816,2002-10-03
8.498252868652344,2002-10-04
7.660396575927734,2002-10-07
7.3611626625061035,2002-10-08
6.583153247833252,2002-10-09
7.0619282722473145,2002-10-10
7.899784088134766,2002-10-11
8.977027893066406,2002-10-14
9.455801963806152,2002-10-15
9.036874771118164,2002-10-16
9.755036354064941,2002-10-17
9.8148832321167,2002-10-18
10.59289264678955,2002-10-21
10.772433280944824,2002-10-22
11.071667671203613,2002-10-23
12.507991790771484,2002-10-24
13.884469032287598,2002-10-25
13.585234642028809,2002-10-28
12.807226181030273,2002-10-29
13.645081520080566,2002-10-30
13.226154327392578,2002-10-31
13.046612739562988,2002-11-01
12.567838668823242,2002-11-04
13.82462215423584,2002-11-05
10.114117622375488,2002-11-06
9.336108207702637,2002-11-07
8.85733413696289,2002-11-08
8.199018478393555,2002-11-11
8.977027893066406,2002-11-12
8.977027893066406,2002-11-13
9.395955085754395,2002-11-14
9.15656852722168,2002-11-15
9.216414451599121,2002-11-18
9.15656852722168,2002-11-19
9.874730110168457,2002-11-20
10.473198890686035,2002-11-21
10.71258544921875,2002-11-22
11.430747985839844,2002-11-25
11.25120735168457,2002-11-26
10.89212703704834,2002-11-27
10.473198890686035,2002-11-29
10.293658256530762,2002-12-02
9.8148832321167,2002-12-03
9.874730110168457,2002-12-04
9.874730110168457,2002-12-05
9.755036354064941,2002-12-06
9.8148832321167,2002-12-09
9.874730110168457,2002-12-10
9.755036354064941,2002-12-11
9.635342597961426,2002-12-12
10.05427074432373,2002-12-13
9.755036354064941,2002-12-16
9.395955085754395,2002-12-17
