F,Date
0.2337998002767563,1973-03-21
0.23098298907279968,1973-03-22
0.23286089301109314,1973-03-23
0.23286089301109314,1973-03-26
0.23520837724208832,1973-03-27
0.2356777787208557,1973-03-28
0.24131149053573608,1973-03-29
0.2380252182483673,1973-03-30
0.23708635568618774,1973-04-02
0.2342694103717804,1973-04-03
0.2333303987979889,1973-04-04
0.23098298907279968,1973-04-05
0.2319219559431076,1973-04-06
0.23943361639976501,1973-04-09
0.24037250876426697,1973-04-10
0.24882319569587708,1973-04-11
0.24506741762161255,1973-04-12
0.24318945407867432,1973-04-13
0.2375556230545044,1973-04-16
0.24131149053573608,1973-04-17
0.24131149053573608,1973-04-18
0.24647583067417145,1973-04-19
0.24318945407867432,1973-04-23
0.2368297278881073,1973-04-24
0.23303280770778656,1973-04-25
0.2344565987586975,1973-04-26
0.22876130044460297,1973-04-27
0.23303280770778656,1973-04-30
0.23160897195339203,1973-05-01
0.23493126034736633,1973-05-02
0.24299950897693634,1973-05-03
0.24347420036792755,1973-05-04
0.24205034971237183,1973-05-07
0.24157562851905823,1973-05-08
0.23208355903625488,1973-05-09
0.23018509149551392,1973-05-10
0.22259142994880676,1973-05-11
0.21499766409397125,1973-05-14
0.22259142994880676,1973-05-15
0.2221168875694275,1973-05-16
0.2197437286376953,1973-05-17
0.21499766409397125,1973-05-18
0.21499766409397125,1973-05-21
0.21879450976848602,1973-05-22
0.2206929624080658,1973-05-23
0.2368297278881073,1973-05-24
0.2297106385231018,1973-05-25
0.22401516139507294,1973-05-29
0.2206929624080658,1973-05-30
0.21737077832221985,1973-05-31
0.2159470170736313,1973-06-01
0.21262462437152863,1973-06-04
0.2159470170736313,1973-06-05
0.21689607203006744,1973-06-06
0.21879450976848602,1973-06-07
0.22021843492984772,1973-06-08
0.2206929624080658,1973-06-11
0.22306601703166962,1973-06-12
0.21784533560276031,1973-06-13
0.2183198630809784,1973-06-14
0.21689607203006744,1973-06-15
0.21215002238750458,1973-06-18
0.21025145053863525,1973-06-19
0.20787851512432098,1973-06-20
0.20218326151371002,1973-06-21
0.20645472407341003,1973-06-22
0.20360714197158813,1973-06-25
0.20787851512432098,1973-06-26
0.20787851512432098,1973-06-27
0.20882771909236908,1973-06-28
0.20740394294261932,1973-06-29
0.20455636084079742,1973-07-02
0.20360714197158813,1973-07-03
0.20313237607479095,1973-07-05
0.20123390853405,1973-07-06
0.20313237607479095,1973-07-09
0.20455636084079742,1973-07-10
0.21309924125671387,1973-07-11
0.21025145053863525,1973-07-12
0.20645472407341003,1973-07-13
0.20835313200950623,1973-07-16
0.20550552010536194,1973-07-17
0.20787851512432098,1973-07-18
0.20787851512432098,1973-07-19
0.2107263207435608,1973-07-20
0.2140485644340515,1973-07-23
0.21598121523857117,1973-07-24
0.21743080019950867,1973-07-25
0.2193635255098343,1973-07-26
0.22032973170280457,1973-07-27
0.2208128571510315,1973-07-30
0.21743080019950867,1973-07-31
0.21549776196479797,1973-08-01
0.21453171968460083,1973-08-02
0.21453171968460083,1973-08-03
0.2150147259235382,1973-08-06
0.2087334543466568,1973-08-07
0.204867884516716,1973-08-08
0.20631757378578186,1973-08-09
0.20728398859500885,1973-08-10
0.20825037360191345,1973-08-13
0.2087334543466568,1973-08-14
0.2092166692018509,1973-08-15
0.2077670842409134,1973-08-16
0.20825037360191345,1973-08-17
0.20631757378578186,1973-08-20
0.20535114407539368,1973-08-21
0.20535114407539368,1973-08-22
0.2077670842409134,1973-08-23
0.20583441853523254,1973-08-24
0.20583441853523254,1973-08-27
0.20728398859500885,1973-08-28
0.2092166692018509,1973-08-29
0.21163250505924225,1973-08-30
0.2135651856660843,1973-08-31
0.21453171968460083,1973-09-04
0.21453171968460083,1973-09-05
0.21308211982250214,1973-09-06
0.2135651856660843,1973-09-07
0.21163250505924225,1973-09-10
0.2135651856660843,1973-09-11
0.21453171968460083,1973-09-12
0.21308211982250214,1973-09-13
0.21453171968460083,1973-09-14
0.2135651856660843,1973-09-17
0.21259881556034088,1973-09-18
0.21211571991443634,1973-09-19
0.2140483409166336,1973-09-20
0.22032973170280457,1973-09-21
0.22757741808891296,1973-09-24
0.23240910470485687,1973-09-25
0.23820741474628448,1973-09-26
0.23240910470485687,1973-09-27
0.23144274950027466,1973-09-28
0.2309596836566925,1973-10-01
0.23144274950027466,1973-10-02
0.23192621767520905,1973-10-03
0.23144274950027466,1973-10-04
0.2367577999830246,1973-10-05
0.23965689539909363,1973-10-08
0.23772412538528442,1973-10-09
0.233375683426857,1973-10-10
0.23965689539909363,1973-10-11
0.2353084534406662,1973-10-12
0.2309596836566925,1973-10-15
0.2270943522453308,1973-10-16
0.22032973170280457,1973-10-17
0.21888019144535065,1973-10-18
0.2208128571510315,1973-10-19
0.21791397035121918,1973-10-22
0.21859988570213318,1973-10-23
0.21859988570213318,1973-10-24
0.21173812448978424,1973-10-25
0.2181098908185959,1973-10-26
0.21320854127407074,1973-10-29
0.21124807000160217,1973-10-30
0.2053663432598114,1973-10-31
0.19899459183216095,1973-11-01
0.2009551227092743,1973-11-02
0.19801434874534607,1973-11-05
0.19360306859016418,1973-11-06
0.19605381786823273,1973-11-07
0.19115246832370758,1973-11-08
0.1882116198539734,1973-11-09
0.18380039930343628,1973-11-12
0.18085964024066925,1973-11-13
0.17497815191745758,1973-11-14
0.17203734815120697,1973-11-15
0.17889919877052307,1973-11-16
0.16958655416965485,1973-11-19
0.17056681215763092,1973-11-20
0.1744878739118576,1973-11-21
0.17693859338760376,1973-11-23
0.1725272238254547,1973-11-26
0.1725272238254547,1973-11-27
0.17350752651691437,1973-11-28
0.1710570752620697,1973-11-29
0.1656653732061386,1973-11-30
0.15978394448757172,1973-12-03
0.16027401387691498,1973-12-04
0.15292197465896606,1973-12-05
0.1641949713230133,1973-12-06
0.16762612760066986,1973-12-07
0.16811618208885193,1973-12-10
0.16713595390319824,1973-12-11
0.16027401387691498,1973-12-12
0.15929366648197174,1973-12-13
0.1646851748228073,1973-12-14
0.16174434125423431,1973-12-17
0.16125425696372986,1973-12-18
0.16174434125423431,1973-12-19
0.16223447024822235,1973-12-20
0.15978394448757172,1973-12-21
0.1563529223203659,1973-12-24
0.16223447024822235,1973-12-26
0.1661556363105774,1973-12-27
0.16076412796974182,1973-12-28
0.15880358219146729,1973-12-31
0.15880358219146729,1974-01-02
0.16076412796974182,1974-01-03
0.15929366648197174,1974-01-04
0.15782344341278076,1974-01-07
0.15733319520950317,1974-01-08
0.15537267923355103,1974-01-09
0.15586280822753906,1974-01-10
0.16174434125423431,1974-01-11
0.16370493173599243,1974-01-14
0.1651754230260849,1974-01-15
0.1710570752620697,1974-01-16
0.17693859338760376,1974-01-17
0.1710570752620697,1974-01-18
0.17595821619033813,1974-01-21
0.1803695410490036,1974-01-22
0.18233005702495575,1974-01-23
0.1803695410490036,1974-01-24
0.17807507514953613,1974-01-25
0.1770772933959961,1974-01-28
0.17857372760772705,1974-01-29
0.18156671524047852,1974-01-30
0.18156671524047852,1974-01-31
0.18056906759738922,1974-02-01
0.17308706045150757,1974-02-04
0.1750822216272354,1974-02-05
0.17607979476451874,1974-02-06
0.17757615447044373,1974-02-07
0.17807507514953613,1974-02-08
0.1750822216272354,1974-02-11
0.17657846212387085,1974-02-12
0.1750822216272354,1974-02-13
0.1770772933959961,1974-02-14
0.17757615447044373,1974-02-15
0.1745832860469818,1974-02-19
0.17757615447044373,1974-02-20
0.17957141995429993,1974-02-21
0.18256425857543945,1974-02-22
0.18206554651260376,1974-02-25
0.18505822122097015,1974-02-26
0.18705351650714874,1974-02-27
0.18705351650714874,1974-02-28
0.18705351650714874,1974-03-01
0.1880512237548828,1974-03-04
0.19303937256336212,1974-03-05
0.20102012157440186,1974-03-06
0.19852620363235474,1974-03-07
0.20201784372329712,1974-03-08
0.2055094689130783,1974-03-11
0.20501068234443665,1974-03-12
0.20700602233409882,1974-03-13
0.2095000296831131,1974-03-14
0.20700602233409882,1974-03-15
0.20401304960250854,1974-03-18
0.20401304960250854,1974-03-19
0.20501068234443665,1974-03-20
0.20451179146766663,1974-03-21
0.20351411402225494,1974-03-22
0.20501068234443665,1974-03-25
0.20600834488868713,1974-03-26
0.20301538705825806,1974-03-27
0.19603215157985687,1974-03-28
0.19603215157985687,1974-03-29
0.19353815913200378,1974-04-01
0.19453565776348114,1974-04-02
0.19852620363235474,1974-04-03
0.20002256333827972,1974-04-04
0.19603215157985687,1974-04-05
0.19653098285198212,1974-04-08
0.199024960398674,1974-04-09
0.19952376186847687,1974-04-10
0.20102012157440186,1974-04-11
0.20351411402225494,1974-04-15
0.20850235223770142,1974-04-16
0.20999887585639954,1974-04-17
0.20900112390518188,1974-04-18
0.20800356566905975,1974-04-19
0.20850235223770142,1974-04-22
0.20501068234443665,1974-04-23
0.201666459441185,1974-04-24
0.19862642884254456,1974-04-25
0.20065300166606903,1974-04-26
0.20014634728431702,1974-04-29
0.20014634728431702,1974-04-30
0.20673330128192902,1974-05-01
0.20673330128192902,1974-05-02
0.20724013447761536,1974-05-03
0.2097736895084381,1974-05-06
0.2112937569618225,1974-05-07
0.20876024663448334,1974-05-08
0.21230709552764893,1974-05-09
0.20926696062088013,1974-05-10
0.20572000741958618,1974-05-13
0.2026798278093338,1974-05-14
0.2041998952627182,1974-05-15
0.1991329938173294,1974-05-16
0.19710616767406464,1974-05-17
0.20065300166606903,1974-05-20
0.20065300166606903,1974-05-21
0.19761280715465546,1974-05-22
0.2026798278093338,1974-05-23
0.20521336793899536,1974-05-24
0.20825354754924774,1974-05-28
0.20926696062088013,1974-05-29
0.2097736895084381,1974-05-30
0.2097736895084381,1974-05-31
0.21230709552764893,1974-06-03
0.21332065761089325,1974-06-04
0.21585409343242645,1974-06-05
0.2168673574924469,1974-06-06
0.21585409343242645,1974-06-07
0.21889425814151764,1974-06-10
0.21889425814151764,1974-06-11
0.21788081526756287,1974-06-12
0.21788081526756287,1974-06-13
0.21737414598464966,1974-06-14
0.2148406058549881,1974-06-17
0.21433396637439728,1974-06-18
0.21230709552764893,1974-06-19
0.21332065761089325,1974-06-20
0.2112937569618225,1974-06-21
0.2112937569618225,1974-06-24
0.2138271927833557,1974-06-25
0.2118004411458969,1974-06-26
0.20673330128192902,1974-06-27
0.19862642884254456,1974-06-28
0.1991329938173294,1974-07-01
0.19761280715465546,1974-07-02
0.19811949133872986,1974-07-03
0.19811949133872986,1974-07-05
0.19406606256961823,1974-07-08
0.19406606256961823,1974-07-09
0.18798545002937317,1974-07-10
0.18747875094413757,1974-07-11
0.19406606256961823,1974-07-12
0.19710616767406464,1974-07-15
0.19609282910823822,1974-07-16
0.1996397078037262,1974-07-17
0.19710616767406464,1974-07-18
0.19609282910823822,1974-07-19
0.19558605551719666,1974-07-22
0.19710616767406464,1974-07-23
0.196599543094635,1974-07-24
0.1926838904619217,1974-07-25
0.18753200769424438,1974-07-26
0.18650154769420624,1974-07-29
0.1818648725748062,1974-07-30
0.1803191900253296,1974-07-31
0.18341030180454254,1974-08-01
0.1818648725748062,1974-08-02
0.18289516866207123,1974-08-05
0.18547123670578003,1974-08-06
0.18856237828731537,1974-08-07
0.1849559247493744,1974-08-08
0.18289516866207123,1974-08-09
0.17774339020252228,1974-08-12
0.17568250000476837,1974-08-13
0.16795451939105988,1974-08-14
0.16640883684158325,1974-08-15
0.16589371860027313,1974-08-16
0.16383293271064758,1974-08-19
0.1653784066438675,1974-08-20
0.16383293271064758,1974-08-21
0.16280248761177063,1974-08-22
0.16228726506233215,1974-08-23
0.1607416421175003,1974-08-26
0.15713533759117126,1974-08-27
0.15301372110843658,1974-08-28
0.15352889895439148,1974-08-29
0.16383293271064758,1974-08-30
0.16177213191986084,1974-09-03
0.15765047073364258,1974-09-04
0.16486328840255737,1974-09-05
0.16640883684158325,1974-09-06
0.16280248761177063,1974-09-09
0.1633177101612091,1974-09-10
0.16383293271064758,1974-09-11
0.16280248761177063,1974-09-12
0.15507440268993378,1974-09-13
0.15765047073364258,1974-09-16
0.1607416421175003,1974-09-17
0.16177213191986084,1974-09-18
0.16486328840255737,1974-09-19
0.16486328840255737,1974-09-20
0.1633177101612091,1974-09-23
0.16177213191986084,1974-09-24
0.15610484778881073,1974-09-25
0.15352889895439148,1974-09-26
0.15146809816360474,1974-09-27
0.1519833505153656,1974-09-30
0.15352889895439148,1974-10-01
0.15352889895439148,1974-10-02
0.14734669029712677,1974-10-03
0.14477059245109558,1974-10-04
0.1478617638349533,1974-10-07
0.1391034722328186,1974-10-08
0.14270977675914764,1974-10-09
0.14477059245109558,1974-10-10
0.14837691187858582,1974-10-11
0.15146809816360474,1974-10-14
0.14940737187862396,1974-10-15
0.14683136343955994,1974-10-16
0.14631620049476624,1974-10-17
0.14580099284648895,1974-10-18
0.13858826458454132,1974-10-21
0.13549697399139404,1974-10-22
0.12982980906963348,1974-10-23
0.12931466102600098,1974-10-24
0.12741142511367798,1974-10-25
0.12371072918176651,1974-10-28
0.13322678208351135,1974-10-29
0.13587020337581635,1974-10-30
0.13639891147613525,1974-10-31
0.13481289148330688,1974-11-01
0.1321694701910019,1974-11-04
0.13481289148330688,1974-11-05
0.14062823355197906,1974-11-06
0.14644376933574677,1974-11-07
0.14591510593891144,1974-11-08
0.14380048215389252,1974-11-11
0.1411568969488144,1974-11-12
0.1400996446609497,1974-11-13
0.13904224336147308,1974-11-14
0.13269822299480438,1974-11-15
0.12846875190734863,1974-11-18
0.13005468249320984,1974-11-19
0.1295260339975357,1974-11-20
0.13005468249320984,1974-11-21
0.13111211359500885,1974-11-22
0.1295260339975357,1974-11-25
0.13111211359500885,1974-11-26
0.1321694701910019,1974-11-27
0.13058340549468994,1974-11-29
0.12899741530418396,1974-12-02
0.12794014811515808,1974-12-03
0.12899741530418396,1974-12-04
0.12899741530418396,1974-12-05
0.12741142511367798,1974-12-06
0.1295260339975357,1974-12-09
0.13534148037433624,1974-12-10
0.13798488676548004,1974-12-11
0.14062823355197906,1974-12-12
0.13957089185714722,1974-12-13
0.14168572425842285,1974-12-16
0.14274315536022186,1974-12-17
0.14432908594608307,1974-12-18
0.14432908594608307,1974-12-19
0.14221444725990295,1974-12-20
0.14062823355197906,1974-12-23
0.14221444725990295,1974-12-24
0.1448577642440796,1974-12-26
0.14168572425842285,1974-12-27
0.14062823355197906,1974-12-30
0.1411568969488144,1974-12-31
0.14327166974544525,1975-01-02
0.14538642764091492,1975-01-03
0.14908716082572937,1975-01-06
0.14750120043754578,1975-01-07
0.14697246253490448,1975-01-08
0.15437394380569458,1975-01-09
0.15543124079704285,1975-01-10
0.15437394380569458,1975-01-13
0.15331657230854034,1975-01-14
0.15437394380569458,1975-01-15
0.15437394380569458,1975-01-16
0.15173053741455078,1975-01-17
0.15120191872119904,1975-01-20
0.15067316591739655,1975-01-21
0.1522592306137085,1975-01-22
0.15120191872119904,1975-01-23
0.15574434399604797,1975-01-24
0.16115210950374603,1975-01-27
0.16007056832313538,1975-01-28
0.16169294714927673,1975-01-29
0.15952980518341064,1975-01-30
0.1589890718460083,1975-01-31
0.16115210950374603,1975-02-03
0.148173525929451,1975-02-04
0.15195895731449127,1975-02-05
0.148173525929451,1975-02-06
0.148173525929451,1975-02-07
0.148173525929451,1975-02-10
0.14925500750541687,1975-02-11
0.15574434399604797,1975-02-12
0.15358133614063263,1975-02-13
0.1546628177165985,1975-02-14
0.15195895731449127,1975-02-18
0.15141822397708893,1975-02-19
0.14763271808624268,1975-02-20
0.15087737143039703,1975-02-21
0.14763271808624268,1975-02-24
0.14222484827041626,1975-02-25
0.14438794553279877,1975-02-26
0.1406024843454361,1975-02-27
0.142765611410141,1975-02-28
0.14438794553279877,1975-03-03
0.14871419966220856,1975-03-04
0.14871419966220856,1975-03-05
0.15195895731449127,1975-03-06
0.15574434399604797,1975-03-07
0.16115210950374603,1975-03-10
0.1622336357831955,1975-03-11
0.16115210950374603,1975-03-12
0.16007056832313538,1975-03-13
0.1589890718460083,1975-03-14
0.16169294714927673,1975-03-17
0.16169294714927673,1975-03-18
0.15952980518341064,1975-03-19
0.1627744734287262,1975-03-20
0.16331520676612854,1975-03-21
0.1589890718460083,1975-03-24
0.16007056832313538,1975-03-25
0.16115210950374603,1975-03-26
0.16169294714927673,1975-03-27
0.16061140596866608,1975-03-31
0.16007056832313538,1975-04-01
0.15844829380512238,1975-04-02
0.15412192046642303,1975-04-03
0.15195895731449127,1975-04-04
0.14979583024978638,1975-04-07
0.15195895731449127,1975-04-08
0.15358133614063263,1975-04-09
0.16007056832313538,1975-04-10
0.15952980518341064,1975-04-11
0.16169294714927673,1975-04-14
0.16061140596866608,1975-04-15
0.16007056832313538,1975-04-16
0.16007056832313538,1975-04-17
0.1589890718460083,1975-04-18
0.16115210950374603,1975-04-21
0.16331520676612854,1975-04-22
0.16169294714927673,1975-04-23
0.16158290207386017,1975-04-24
0.16048386693000793,1975-04-25
0.15828533470630646,1975-04-28
0.15718628466129303,1975-04-29
0.15828533470630646,1975-04-30
0.15993420779705048,1975-05-01
0.15938453376293182,1975-05-02
0.16158290207386017,1975-05-05
0.15938453376293182,1975-05-06
0.15773576498031616,1975-05-07
0.15773576498031616,1975-05-08
0.16048386693000793,1975-05-09
0.16158290207386017,1975-05-12
0.16817830502986908,1975-05-13
0.174223855137825,1975-05-14
0.17092624306678772,1975-05-15
0.16872791945934296,1975-05-16
0.16927756369113922,1975-05-19
0.16433092951774597,1975-05-20
0.1626822054386139,1975-05-21
0.16323181986808777,1975-05-22
0.16433092951774597,1975-05-23
0.1626822054386139,1975-05-27
0.16048386693000793,1975-05-28
0.1621326059103012,1975-05-29
0.1626822054386139,1975-05-30
0.15993420779705048,1975-06-02
0.16103336215019226,1975-06-03
0.1621326059103012,1975-06-04
0.16158290207386017,1975-06-05
0.16158290207386017,1975-06-06
0.16048386693000793,1975-06-09
0.15608704090118408,1975-06-10
0.15608704090118408,1975-06-11
0.15608704090118408,1975-06-12
0.15718628466129303,1975-06-13
0.16158290207386017,1975-06-16
0.15828533470630646,1975-06-17
0.15938453376293182,1975-06-18
0.16433092951774597,1975-06-19
0.16323181986808777,1975-06-20
0.16433092951774597,1975-06-23
0.1665293574333191,1975-06-24
0.16762873530387878,1975-06-25
0.17587265372276306,1975-06-26
0.1802694946527481,1975-06-27
0.1808190494775772,1975-06-30
0.17587265372276306,1975-07-01
0.17477349936962128,1975-07-02
0.1780710071325302,1975-07-03
0.1780710071325302,1975-07-07
0.17862075567245483,1975-07-08
0.18411670625209808,1975-07-09
0.18576541543006897,1975-07-10
0.18356703221797943,1975-07-11
0.18356703221797943,1975-07-14
0.1846662312746048,1975-07-15
0.18136875331401825,1975-07-16
0.179170161485672,1975-07-17
0.17642223834991455,1975-07-18
0.17587265372276306,1975-07-21
0.17532305419445038,1975-07-22
0.17312468588352203,1975-07-23
0.1736743301153183,1975-07-24
0.17188850045204163,1975-07-25
0.1707722693681717,1975-07-28
0.17133040726184845,1975-07-29
0.17356263101100922,1975-07-30
0.1741207093000412,1975-07-31
0.1707722693681717,1975-08-01
0.1707722693681717,1975-08-04
0.16965623199939728,1975-08-05
0.17244653403759003,1975-08-06
0.17300452291965485,1975-08-07
0.17300452291965485,1975-08-08
0.17523691058158875,1975-08-11
0.17579498887062073,1975-08-12
0.1741207093000412,1975-08-13
0.17523691058158875,1975-08-14
0.17467889189720154,1975-08-15
0.1741207093000412,1975-08-18
0.17133040726184845,1975-08-19
0.16965623199939728,1975-08-20
0.1702142208814621,1975-08-21
0.17300452291965485,1975-08-22
0.17356263101100922,1975-08-25
0.1741207093000412,1975-08-26
0.17188850045204163,1975-08-27
0.17523691058158875,1975-08-28
0.1763530671596527,1975-08-29
0.1741207093000412,1975-09-02
0.17356263101100922,1975-09-03
0.17188850045204163,1975-09-04
0.1707722693681717,1975-09-05
0.1707722693681717,1975-09-08
0.16463333368301392,1975-09-09
0.1590525209903717,1975-09-10
0.16184291243553162,1975-09-11
0.16184291243553162,1975-09-12
0.16072671115398407,1975-09-15
0.1590525209903717,1975-09-16
0.15626218914985657,1975-09-17
0.15961074829101562,1975-09-18
0.162401020526886,1975-09-19
0.162401020526886,1975-09-22
0.16295918822288513,1975-09-23
0.16463333368301392,1975-09-24
0.1657494753599167,1975-09-25
0.16798178851604462,1975-09-26
0.16463333368301392,1975-09-29
0.16184291243553162,1975-09-30
0.16016870737075806,1975-10-01
0.16016870737075806,1975-10-02
0.16407518088817596,1975-10-03
0.1657494753599167,1975-10-06
0.1690979152917862,1975-10-07
0.17244653403759003,1975-10-08
0.17300452291965485,1975-10-09
0.16965623199939728,1975-10-10
0.17356263101100922,1975-10-13
0.17300452291965485,1975-10-14
0.1707722693681717,1975-10-15
0.1707722693681717,1975-10-16
0.17133040726184845,1975-10-17
0.17356263101100922,1975-10-20
0.1802596002817154,1975-10-21
0.18249186873435974,1975-10-22
0.18528221547603607,1975-10-23
0.18007265031337738,1975-10-24
0.18290399014949799,1975-10-27
0.18460270762443542,1975-10-28
0.181205153465271,1975-10-29
0.1817714124917984,1975-10-30
0.1823377013206482,1975-10-31
0.18290399014949799,1975-11-03
0.18516899645328522,1975-11-04
0.18969911336898804,1975-11-05
0.19083157181739807,1975-11-06
0.19253060221672058,1975-11-07
0.19253060221672058,1975-11-10
0.1942293494939804,1975-11-11
0.19989201426506042,1975-11-12
0.1987593024969101,1975-11-13
0.19819319248199463,1975-11-14
0.193663090467453,1975-11-17
0.193663090467453,1975-11-18
