AM,Date
7.7112884521484375,2021-05-25
7.671539306640625,2021-05-26
7.830535411834717,2021-05-27
7.631790637969971,2021-05-28
8.053129196166992,2021-06-01
8.005430221557617,2021-06-02
7.910032749176025,2021-06-03
7.902081489562988,2021-06-04
8.148526191711426,2021-06-07
8.347270965576172,2021-06-08
8.188276290893555,2021-06-09
8.235974311828613,2021-06-10
8.363170623779297,2021-06-11
8.148526191711426,2021-06-14
8.1962251663208,2021-06-15
8.339320182800293,2021-06-16
8.021330833435059,2021-06-17
7.925932884216309,2021-06-18
8.188276290893555,2021-06-21
8.084928512573242,2021-06-22
8.132625579833984,2021-06-23
8.228023529052734,2021-06-24
8.379071235656738,2021-06-25
8.069028854370117,2021-06-28
8.212125778198242,2021-06-29
8.2598237991333,2021-06-30
8.410871505737305,2021-07-01
8.307520866394043,2021-07-02
8.17237663269043,2021-07-06
8.100828170776367,2021-07-07
8.1962251663208,2021-07-08
8.40291976928711,2021-07-09
8.243924140930176,2021-07-12
8.029279708862305,2021-07-13
7.973630905151367,2021-07-14
7.925932884216309,2021-07-15
7.695389270782471,2021-07-16
7.480743885040283,2021-07-19
7.798736095428467,2021-07-20
7.9815802574157715,2021-07-21
8.037229537963867,2021-07-22
7.933882236480713,2021-07-23
8.20417308807373,2021-07-26
7.826271057128906,2021-07-27
7.891286373138428,2021-07-28
7.883159637451172,2021-07-29
7.720620155334473,2021-07-30
7.517446041107178,2021-08-02
7.606841564178467,2021-08-03
7.476810932159424,2021-08-04
7.460557460784912,2021-08-05
7.476810932159424,2021-08-06
7.460557460784912,2021-08-09
7.541826248168945,2021-08-10
7.598715782165527,2021-08-11
7.590587615966797,2021-08-12
7.460557460784912,2021-08-13
7.354905605316162,2021-08-16
7.395541191101074,2021-08-17
7.070461750030518,2021-08-18
7.078589916229248,2021-08-19
7.233002185821533,2021-08-20
7.354905605316162,2021-08-23
7.395541191101074,2021-08-24
7.655604362487793,2021-08-25
7.5093183517456055,2021-08-26
7.899412631988525,2021-08-27
7.785635471343994,2021-08-30
7.8100152015686035,2021-08-31
7.899412631988525,2021-09-01
8.151349067687988,2021-09-02
8.216365814208984,2021-09-03
8.216365814208984,2021-09-07
8.240745544433594,2021-09-08
8.126968383789062,2021-09-09
8.167603492736816,2021-09-10
8.338271141052246,2021-09-13
8.216365814208984,2021-09-14
8.525189399719238,2021-09-15
8.468299865722656,2021-09-16
8.216365814208984,2021-09-17
8.086332321166992,2021-09-20
7.996936321258545,2021-09-21
8.102587699890137,2021-09-22
8.3301420211792,2021-09-23
8.322013854980469,2021-09-24
8.606459617614746,2021-09-27
8.533317565917969,2021-09-28
8.655220031738281,2021-09-29
8.468299865722656,2021-09-30
8.703983306884766,2021-10-01
8.81775951385498,2021-10-04
8.882777214050293,2021-10-05
8.736490249633789,2021-10-06
8.866522789001465,2021-10-07
8.915284156799316,2021-10-08
8.92341136932373,2021-10-11
8.939665794372559,2021-10-12
8.85839557647705,2021-10-13
8.996554374694824,2021-10-14
9.224108695983887,2021-10-15
9.224108695983887,2021-10-18
9.248490333557129,2021-10-19
9.411028861999512,2021-10-20
9.240363121032715,2021-10-21
9.305377960205078,2021-10-22
9.49229907989502,2021-10-25
9.156693458557129,2021-10-26
8.966099739074707,2021-10-27
8.999246597290039,2021-10-28
8.816941261291504,2021-10-29
8.874947547912598,2021-11-01
8.866660118103027,2021-11-02
8.916379928588867,2021-11-03
8.775508880615234,2021-11-04
8.932952880859375,2021-11-05
9.015820503234863,2021-11-08
8.966099739074707,2021-11-09
8.76722240447998,2021-11-10
8.949525833129883,2021-11-11
8.792081832885742,2021-11-12
8.725788116455078,2021-11-15
