INVH,Date
40.93562698364258,2022-01-18
40.54765701293945,2022-01-19
39.59192657470703,2022-01-20
39.62977981567383,2022-01-21
39.449989318847656,2022-01-24
38.891693115234375,2022-01-25
38.46586608886719,2022-01-26
37.95488357543945,2022-01-27
39.35536193847656,2022-01-28
39.72441101074219,2022-01-31
39.57300567626953,2022-02-01
40.31109619140625,2022-02-02
40.12184143066406,2022-02-03
40.15023422241211,2022-02-04
39.43106460571289,2022-02-07
39.544620513916016,2022-02-08
40.51927947998047,2022-02-09
39.951515197753906,2022-02-10
39.78981018066406,2022-02-11
39.380775451660156,2022-02-14
39.333213806152344,2022-02-15
38.47711181640625,2022-02-16
37.36417770385742,2022-02-17
36.73637008666992,2022-02-18
36.907588958740234,2022-02-22
35.59489440917969,2022-02-23
35.44270324707031,2022-02-24
37.13588333129883,2022-02-25
35.956363677978516,2022-02-28
35.623435974121094,2022-03-01
37.00271224975586,2022-03-02
36.7649040222168,2022-03-03
37.288082122802734,2022-03-04
36.39392852783203,2022-03-07
36.73637008666992,2022-03-08
37.44978332519531,2022-03-09
37.48783493041992,2022-03-10
37.5258903503418,2022-03-11
37.19295883178711,2022-03-14
37.57344436645508,2022-03-15
37.85881805419922,2022-03-16
38.71492385864258,2022-03-17
38.705406188964844,2022-03-18
