TDG,Date
9.086857795715332,2006-09-01
9.451642990112305,2006-09-05
9.463939666748047,2006-09-06
9.8615140914917,2006-09-07
9.816431045532227,2006-09-08
9.8615140914917,2006-09-11
9.779541015625,2006-09-12
9.75904655456543,2006-09-13
9.631986618041992,2006-09-14
9.656579971313477,2006-09-15
9.590999603271484,2006-09-18
9.586902618408203,2006-09-19
10.02136516571045,2006-09-20
9.968083381652832,2006-09-21
9.902502059936523,2006-09-22
9.767245292663574,2006-09-25
9.750850677490234,2006-09-26
9.931194305419922,2006-09-27
10.164820671081543,2006-09-28
10.009069442749023,2006-09-29
9.709863662719727,2006-10-02
9.681172370910645,2006-10-03
9.836923599243164,2006-10-04
10.214004516601562,2006-10-05
10.074647903442383,2006-10-06
10.197609901428223,2006-10-09
10.164820671081543,2006-10-10
10.160721778869629,2006-10-11
10.234498977661133,2006-10-12
10.164820671081543,2006-10-13
10.062350273132324,2006-10-16
10.004969596862793,2006-10-17
10.009069442749023,2006-10-18
10.033660888671875,2006-10-19
10.164820671081543,2006-10-20
9.939391136169434,2006-10-23
9.586902618408203,2006-10-24
9.631986618041992,2006-10-25
9.869711875915527,2006-10-26
9.76314640045166,2006-10-27
10.054155349731445,2006-10-30
9.84511947631836,2006-10-31
9.77544116973877,2006-11-01
9.841021537780762,2006-11-02
9.66887378692627,2006-11-03
9.832822799682617,2006-11-06
9.841021537780762,2006-11-07
9.88200855255127,2006-11-08
9.6729736328125,2006-11-09
9.906599998474121,2006-11-10
10.037760734558105,2006-11-13
10.246795654296875,2006-11-14
10.41894245147705,2006-11-15
10.28778076171875,2006-11-16
9.996773719787598,2006-11-17
9.939391136169434,2006-11-20
10.02546215057373,2006-11-21
9.841021537780762,2006-11-22
9.88200855255127,2006-11-24
9.906599998474121,2006-11-27
9.902502059936523,2006-11-28
10.119735717773438,2006-11-29
10.009069442749023,2006-11-30
10.492716789245605,2006-12-01
10.341063499450684,2006-12-04
10.56649398803711,2006-12-05
10.574692726135254,2006-12-06
10.599283218383789,2006-12-07
10.718145370483398,2006-12-08
10.718145370483398,2006-12-11
10.886195182800293,2006-12-12
11.119820594787598,2006-12-13
11.193598747253418,2006-12-14
11.283771514892578,2006-12-15
11.39853286743164,2006-12-18
11.279672622680664,2006-12-19
11.074737548828125,2006-12-20
11.0091552734375,2006-12-21
10.611580848693848,2006-12-22
10.947675704956055,2006-12-26
10.984563827514648,2006-12-27
10.984563827514648,2006-12-28
10.865702629089355,2006-12-29
10.414841651916504,2007-01-03
10.898489952087402,2007-01-04
10.578790664672852,2007-01-05
10.648469924926758,2007-01-08
10.513211250305176,2007-01-09
10.390249252319336,2007-01-10
10.828812599182129,2007-01-11
10.984563827514648,2007-01-12
10.984563827514648,2007-01-16
10.927181243896484,2007-01-17
10.951773643493652,2007-01-18
11.06653881072998,2007-01-19
10.882096290588379,2007-01-22
10.93947696685791,2007-01-23
12.296154975891113,2007-01-24
12.460102081298828,2007-01-25
12.419113159179688,2007-01-26
13.173277854919434,2007-01-29
13.115896224975586,2007-01-30
13.05441665649414,2007-01-31
12.902762413024902,2007-02-01
12.906862258911133,2007-02-02
12.906862258911133,2007-02-05
12.869972229003906,2007-02-06
12.816691398620605,2007-02-07
12.943751335144043,2007-02-08
13.095402717590332,2007-02-09
13.36591911315918,2007-02-12
13.820877075195312,2007-02-13
13.743002891540527,2007-02-14
13.632332801818848,2007-02-15
13.624137878417969,2007-02-16
13.636433601379395,2007-02-20
13.451993942260742,2007-02-21
13.30034065246582,2007-02-22
13.640533447265625,2007-02-23
13.886456489562988,2007-02-26
13.267548561096191,2007-02-27
13.074910163879395,2007-02-28
13.144588470458984,2007-03-01
13.275747299194336,2007-03-02
12.783902168273926,2007-03-05
12.837182998657227,2007-03-06
12.730615615844727,2007-03-07
12.869972229003906,2007-03-08
13.218367576599121,2007-03-09
13.115896224975586,2007-03-12
13.14048957824707,2007-03-13
13.21016788482666,2007-03-14
13.320831298828125,2007-03-15
13.390510559082031,2007-03-16
13.775790214538574,2007-03-19
13.730706214904785,2007-03-20
14.124181747436523,2007-03-21
14.484869003295898,2007-03-22
14.960322380065918,2007-03-23
15.124269485473633,2007-03-26
14.75538444519043,2007-03-27
14.747186660766602,2007-03-28
14.693902969360352,2007-03-29
14.911137580871582,2007-03-30
15.234933853149414,2007-04-02
15.890727996826172,2007-04-03
15.538241386413574,2007-04-04
15.767765045166016,2007-04-05
15.657102584838867,2007-04-09
15.620213508605957,2007-04-10
15.730880737304688,2007-04-11
15.780065536499023,2007-04-12
15.960407257080078,2007-04-13
16.321096420288086,2007-04-16
16.066974639892578,2007-04-17
15.60382080078125,2007-04-18
15.595622062683105,2007-04-19
15.755470275878906,2007-04-20
15.538241386413574,2007-04-23
15.423476219177246,2007-04-24
15.431673049926758,2007-04-25
15.607917785644531,2007-04-26
15.878432273864746,2007-04-27
15.521843910217285,2007-04-30
15.435771942138672,2007-05-01
15.493151664733887,2007-05-02
15.079185485839844,2007-05-03
15.39478588104248,2007-05-04
15.32101058959961,2007-05-07
15.349699020385742,2007-05-08
15.329206466674805,2007-05-09
14.89474105834961,2007-05-10
14.980812072753906,2007-05-11
15.271822929382324,2007-05-14
15.452165603637695,2007-05-15
15.288216590881348,2007-05-16
14.714398384094238,2007-05-17
14.77587890625,2007-05-18
14.550450325012207,2007-05-21
14.509462356567383,2007-05-22
14.591438293457031,2007-05-23
14.263535499572754,2007-05-24
14.361906051635742,2007-05-25
14.620126724243164,2007-05-29
14.70620059967041,2007-05-30
15.144762992858887,2007-05-31
15.411178588867188,2007-06-01
15.452165603637695,2007-06-04
15.833345413208008,2007-06-05
15.657102584838867,2007-06-06
15.550532341003418,2007-06-07
15.698090553283691,2007-06-08
15.63661003112793,2007-06-11
15.677596092224121,2007-06-12
16.17763900756836,2007-06-13
16.210430145263672,2007-06-14
16.624401092529297,2007-06-15
16.677682876586914,2007-06-18
17.382659912109375,2007-06-19
16.980989456176758,2007-06-20
17.108051300048828,2007-06-21
16.93589973449707,2007-06-22
16.517833709716797,2007-06-25
16.71047019958496,2007-06-26
16.722766876220703,2007-06-27
16.19813346862793,2007-06-28
16.583412170410156,2007-06-29
17.07525634765625,2007-07-02
16.968692779541016,2007-07-03
17.431846618652344,2007-07-05
17.62448501586914,2007-07-06
17.616289138793945,2007-07-09
17.45234489440918,2007-07-10
17.60808753967285,2007-07-11
17.661375045776367,2007-07-12
17.825321197509766,2007-07-13
17.825321197509766,2007-07-16
17.907299041748047,2007-07-17
17.62038803100586,2007-07-18
17.46053695678711,2007-07-19
17.32118034362793,2007-07-20
17.34577178955078,2007-07-23
16.767854690551758,2007-07-24
16.83343505859375,2007-07-25
16.5957088470459,2007-07-26
16.558820724487305,2007-07-27
16.915407180786133,2007-07-30
16.886716842651367,2007-07-31
17.087553024291992,2007-08-01
17.317081451416016,2007-08-02
16.84572982788086,2007-08-03
15.898926734924316,2007-08-06
15.88663101196289,2007-08-07
16.374380111694336,2007-08-08
15.763668060302734,2007-08-09
15.575130462646484,2007-08-10
15.780065536499023,2007-08-13
15.763668060302734,2007-08-14
15.34150218963623,2007-08-15
15.124269485473633,2007-08-16
15.505449295043945,2007-08-17
15.923518180847168,2007-08-20
15.74317455291748,2007-08-21
16.31699562072754,2007-08-22
16.10386085510254,2007-08-23
16.1899356842041,2007-08-24
16.20223045349121,2007-08-27
15.841544151306152,2007-08-28
16.0054931640625,2007-08-29
16.062877655029297,2007-08-30
16.661287307739258,2007-08-31
16.730966567993164,2007-09-04
16.82933807373047,2007-09-05
16.825237274169922,2007-09-06
16.14484977722168,2007-09-07
16.239120483398438,2007-09-10
16.39487075805664,2007-09-11
16.17763900756836,2007-09-12
16.071073532104492,2007-09-13
16.161243438720703,2007-09-14
15.93171501159668,2007-09-17
16.390771865844727,2007-09-18
16.7514591217041,2007-09-19
16.94000244140625,2007-09-20
17.16952896118164,2007-09-21
17.907299041748047,2007-09-24
18.8131160736084,2007-09-25
19.263973236083984,2007-09-26
19.22298812866211,2007-09-27
18.735239028930664,2007-09-28
18.923782348632812,2007-10-01
18.96476936340332,2007-10-02
18.657363891601562,2007-10-03
18.337665557861328,2007-10-04
18.93607521057129,2007-10-05
19.018051147460938,2007-10-08
18.96476936340332,2007-10-09
19.104124069213867,2007-10-10
18.276182174682617,2007-10-11
18.743436813354492,2007-10-12
18.395048141479492,2007-10-15
18.313072204589844,2007-10-16
18.546701431274414,2007-10-17
18.41963768005371,2007-10-18
17.66547393798828,2007-10-19
17.755645751953125,2007-10-22
17.587596893310547,2007-10-23
17.94418716430664,2007-10-24
17.636781692504883,2007-10-25
17.60808753967285,2007-10-26
18.85820198059082,2007-10-29
18.53849983215332,2007-10-30
18.657363891601562,2007-10-31
18.37865447998047,2007-11-01
18.40734100341797,2007-11-02
18.177814483642578,2007-11-05
18.722944259643555,2007-11-06
18.03026008605957,2007-11-07
18.32126808166504,2007-11-08
17.440044403076172,2007-11-09
18.251588821411133,2007-11-12
18.608179092407227,2007-11-13
18.56719398498535,2007-11-14
18.14092445373535,2007-11-15
18.97296714782715,2007-11-16
19.878782272338867,2007-11-19
19.22298812866211,2007-11-20
19.694339752197266,2007-11-21
20.305049896240234,2007-11-23
20.57146453857422,2007-11-26
19.673847198486328,2007-11-27
20.091915130615234,2007-11-28
20.145200729370117,2007-11-29
19.542686462402344,2007-11-30
19.813199996948242,2007-12-03
19.76811408996582,2007-12-04
19.7230281829834,2007-12-05
19.7230281829834,2007-12-06
19.436119079589844,2007-12-07
20.046825408935547,2007-12-10
19.403331756591797,2007-12-11
19.48530387878418,2007-12-12
19.231182098388672,2007-12-13
18.657363891601562,2007-12-14
18.505714416503906,2007-12-17
18.423736572265625,2007-12-18
18.382747650146484,2007-12-19
18.341764450073242,2007-12-20
18.669660568237305,2007-12-21
18.886892318725586,2007-12-24
18.804916381835938,2007-12-26
18.5999813079834,2007-12-27
18.546701431274414,2007-12-28
18.513906478881836,2007-12-31
18.501611709594727,2008-01-02
18.661460876464844,2008-01-03
18.67375946044922,2008-01-04
18.481121063232422,2008-01-07
17.47283363342285,2008-01-08
17.312984466552734,2008-01-09
17.312984466552734,2008-01-10
17.112146377563477,2008-01-11
17.120344161987305,2008-01-14
17.099851608276367,2008-01-15
17.067060470581055,2008-01-16
16.53013038635254,2008-01-17
16.341588973999023,2008-01-18
15.792359352111816,2008-01-22
16.37027931213379,2008-01-23
16.83343505859375,2008-01-24
16.3251953125,2008-01-25
16.333391189575195,2008-01-28
16.83343505859375,2008-01-29
16.68587875366211,2008-01-30
16.960494995117188,2008-01-31
17.72695541381836,2008-02-01
18.169618606567383,2008-02-04
18.40734100341797,2008-02-05
18.063051223754883,2008-02-06
18.095842361450195,2008-02-07
16.43585968017578,2008-02-08
16.107961654663086,2008-02-11
16.40716552734375,2008-02-12
16.91130828857422,2008-02-13
16.33749008178711,2008-02-14
16.24321937561035,2008-02-15
16.14484977722168,2008-02-19
15.935815811157227,2008-02-20
15.841544151306152,2008-02-21
15.837444305419922,2008-02-22
16.1899356842041,2008-02-25
16.333391189575195,2008-02-26
16.39487075805664,2008-02-27
16.214529037475586,2008-02-28
15.92761516571045,2008-02-29
16.030086517333984,2008-03-03
15.882532119750977,2008-03-04
16.11615753173828,2008-03-05
16.050579071044922,2008-03-06
16.0054931640625,2008-03-07
15.534139633178711,2008-03-10
15.88663101196289,2008-03-11
15.595622062683105,2008-03-12
15.624312400817871,2008-03-13
15.415278434753418,2008-03-14
14.956222534179688,2008-03-17
15.378389358520508,2008-03-18
15.185750007629395,2008-03-19
14.599634170532227,2008-03-20
15.034095764160156,2008-03-24
15.484952926635742,2008-03-25
15.329206466674805,2008-03-26
15.402982711791992,2008-03-27
15.296416282653809,2008-03-28
15.185750007629395,2008-03-31
15.698090553283691,2008-04-01
15.780065536499023,2008-04-02
15.890727996826172,2008-04-03
16.24321937561035,2008-04-04
16.066974639892578,2008-04-07
16.14894676208496,2008-04-08
15.653003692626953,2008-04-09
15.685792922973633,2008-04-10
15.103775024414062,2008-04-11
14.657015800476074,2008-04-14
14.206154823303223,2008-04-15
14.345514297485352,2008-04-16
14.68570613861084,2008-04-17
14.75538444519043,2008-04-18
15.103775024414062,2008-04-21
14.907035827636719,2008-04-22
15.050493240356445,2008-04-23
15.390685081481934,2008-04-24
15.56283187866211,2008-04-25
15.595622062683105,2008-04-28
15.88663101196289,2008-04-29
15.56283187866211,2008-04-30
15.501350402832031,2008-05-01
15.88663101196289,2008-05-02
16.132553100585938,2008-05-05
17.37446403503418,2008-05-06
17.530216217041016,2008-05-07
17.636781692504883,2008-05-08
17.440044403076172,2008-05-09
17.927793502807617,2008-05-12
17.649078369140625,2008-05-13
17.144941329956055,2008-05-14
17.644977569580078,2008-05-15
17.378564834594727,2008-05-16
17.128541946411133,2008-05-19
17.464637756347656,2008-05-20
17.239206314086914,2008-05-21
17.23101043701172,2008-05-22
17.017879486083984,2008-05-23
17.09165382385254,2008-05-27
17.403154373168945,2008-05-28
17.41545295715332,2008-05-29
17.870410919189453,2008-05-30
17.91959571838379,2008-06-02
17.829423904418945,2008-06-03
17.64088249206543,2008-06-04
17.563007354736328,2008-06-05
15.259525299072266,2008-06-06
15.964508056640625,2008-06-09
15.841544151306152,2008-06-10
15.152959823608398,2008-06-11
14.98491382598877,2008-06-12
15.054590225219727,2008-06-13
14.796369552612305,2008-06-16
14.849651336669922,2008-06-17
14.825061798095703,2008-06-18
14.878345489501953,2008-06-19
14.771778106689453,2008-06-20
15.075082778930664,2008-06-23
14.747186660766602,2008-06-24
14.550450325012207,2008-06-25
14.238944053649902,2008-06-26
14.284031867980957,2008-06-27
13.767593383789062,2008-06-30
14.01761531829834,2008-07-01
13.607743263244629,2008-07-02
13.550359725952148,2008-07-03
13.218367576599121,2008-07-07
14.357810020446777,2008-07-08
14.001219749450684,2008-07-09
13.767593383789062,2008-07-10
13.17737865447998,2008-07-11
13.038021087646484,2008-07-14
13.107698440551758,2008-07-15
13.706111907958984,2008-07-16
13.952035903930664,2008-07-17
13.714309692382812,2008-07-18
13.710212707519531,2008-07-21
13.976629257202148,2008-07-22
14.575043678283691,2008-07-23
14.05040454864502,2008-07-24
14.501266479492188,2008-07-25
14.202058792114258,2008-07-28
14.886542320251465,2008-07-29
14.980812072753906,2008-07-30
15.087384223937988,2008-07-31
15.378389358520508,2008-08-01
15.5259428024292,2008-08-04
15.808755874633789,2008-08-05
14.751287460327148,2008-08-06
14.447981834411621,2008-08-07
15.189846992492676,2008-08-08
14.911137580871582,2008-08-11
15.025896072387695,2008-08-12
14.8578519821167,2008-08-13
14.98901081085205,2008-08-14
15.025896072387695,2008-08-15
14.84145450592041,2008-08-18
14.525856018066406,2008-08-19
14.464374542236328,2008-08-20
14.333215713500977,2008-08-21
14.46027660369873,2008-08-22
14.357810020446777,2008-08-25
14.661114692687988,2008-08-26
14.870147705078125,2008-08-27
15.521843910217285,2008-08-28
15.39478588104248,2008-08-29
15.247231483459473,2008-09-02
15.206243515014648,2008-09-03
14.550450325012207,2008-09-04
14.243042945861816,2008-09-05
14.4315824508667,2008-09-08
14.341414451599121,2008-09-09
14.120083808898926,2008-09-10
13.935639381408691,2008-09-11
14.181563377380371,2008-09-12
13.935639381408691,2008-09-15
14.669313430786133,2008-09-16
14.43978214263916,2008-09-17
15.566929817199707,2008-09-18
15.780065536499023,2008-09-19
15.009503364562988,2008-09-22
14.497163772583008,2008-09-23
14.005317687988281,2008-09-24
14.349611282348633,2008-09-25
14.288130760192871,2008-09-26
13.439695358276367,2008-09-29
14.02991008758545,2008-09-30
13.697915077209473,2008-10-01
13.083106994628906,2008-10-02
12.369930267333984,2008-10-03
11.890379905700684,2008-10-06
11.746923446655273,2008-10-07
11.771515846252441,2008-10-08
11.472311019897461,2008-10-09
12.124007225036621,2008-10-10
12.76750659942627,2008-10-13
12.341240882873535,2008-10-14
11.45181941986084,2008-10-15
12.283857345581055,2008-10-16
11.955958366394043,2008-10-17
12.501089096069336,2008-10-20
12.513387680053711,2008-10-21
11.86988639831543,2008-10-22
11.603470802307129,2008-10-23
11.308362007141113,2008-10-24
10.50091552734375,2008-10-27
11.496904373168945,2008-10-28
11.931367874145508,2008-10-29
12.136302947998047,2008-10-30
12.353536605834961,2008-10-31
12.230573654174805,2008-11-03
13.218367576599121,2008-11-04
13.042119979858398,2008-11-05
12.054328918457031,2008-11-06
11.88628101348877,2008-11-07
11.455916404724121,2008-11-10
11.423126220703125,2008-11-11
11.136216163635254,2008-11-12
11.92726993560791,2008-11-13
11.160807609558105,2008-11-14
11.099328994750977,2008-11-17
11.025548934936523,2008-11-18
10.193512916564941,2008-11-19
9.93529224395752,2008-11-20
11.349349021911621,2008-11-21
12.427310943603516,2008-11-24
12.537978172302246,2008-11-25
13.993022918701172,2008-11-26
14.550450325012207,2008-11-28
12.927355766296387,2008-12-01
13.628236770629883,2008-12-02
13.17737865447998,2008-12-03
12.701925277709961,2008-12-04
13.14048957824707,2008-12-05
13.886456489562988,2008-12-08
13.656928062438965,2008-12-09
13.763494491577148,2008-12-10
12.992937088012695,2008-12-11
13.083106994628906,2008-12-12
12.496989250183105,2008-12-15
13.443794250488281,2008-12-16
13.501175880432129,2008-12-17
13.406905174255371,2008-12-18
13.066712379455566,2008-12-19
12.845382690429688,2008-12-22
12.230573654174805,2008-12-23
12.451904296875,2008-12-24
12.505188941955566,2008-12-26
12.226475715637207,2008-12-29
12.742915153503418,2008-12-30
13.759394645690918,2008-12-31
13.710212707519531,2009-01-02
14.345514297485352,2009-01-05
14.447981834411621,2009-01-06
13.993022918701172,2009-01-07
14.210253715515137,2009-01-08
13.542163848876953,2009-01-09
13.30034065246582,2009-01-12
13.738903045654297,2009-01-13
13.337226867675781,2009-01-14
13.288043975830078,2009-01-15
13.513473510742188,2009-01-16
12.61585521697998,2009-01-20
13.136390686035156,2009-01-21
13.230661392211914,2009-01-22
13.50527572631836,2009-01-23
13.80448055267334,2009-01-26
14.14057731628418,2009-01-27
14.378302574157715,2009-01-28
14.042205810546875,2009-01-29
13.968430519104004,2009-01-30
14.148775100708008,2009-02-02
15.075082778930664,2009-02-03
15.575130462646484,2009-02-04
15.689891815185547,2009-02-05
16.206329345703125,2009-02-06
16.13665199279785,2009-02-09
15.665301322937012,2009-02-10
15.74317455291748,2009-02-11
16.062877655029297,2009-02-12
16.292402267456055,2009-02-13
15.628412246704102,2009-02-17
15.575130462646484,2009-02-18
15.558732986450195,2009-02-19
14.82916259765625,2009-02-20
14.509462356567383,2009-02-23
14.927532196044922,2009-02-24
14.521758079528809,2009-02-25
14.288130760192871,2009-02-26
14.484869003295898,2009-02-27
13.734803199768066,2009-03-02
13.50527572631836,2009-03-03
14.177465438842773,2009-03-04
13.308536529541016,2009-03-05
12.681434631347656,2009-03-06
12.55437183380127,2009-03-09
12.607656478881836,2009-03-10
12.833086967468262,2009-03-11
12.738815307617188,2009-03-12
13.165081024169922,2009-03-13
13.324931144714355,2009-03-16
13.648730278015137,2009-03-17
13.87415885925293,2009-03-18
14.222552299499512,2009-03-19
13.697915077209473,2009-03-20
13.853665351867676,2009-03-23
13.550359725952148,2009-03-24
13.525769233703613,2009-03-25
14.02991008758545,2009-03-26
13.521672248840332,2009-03-27
13.275747299194336,2009-03-30
13.460189819335938,2009-03-31
13.661027908325195,2009-04-01
13.607743263244629,2009-04-02
13.788084983825684,2009-04-03
13.853665351867676,2009-04-06
13.206070899963379,2009-04-07
13.124096870422363,2009-04-08
13.751197814941406,2009-04-09
13.214266777038574,2009-04-13
13.320831298828125,2009-04-14
13.267548561096191,2009-04-15
13.935639381408691,2009-04-16
13.767593383789062,2009-04-17
13.394609451293945,2009-04-20
13.386412620544434,2009-04-21
14.189760208129883,2009-04-22
14.534052848815918,2009-04-23
14.779975891113281,2009-04-24
14.681607246398926,2009-04-27
14.345514297485352,2009-04-28
15.017701148986816,2009-04-29
14.402894020080566,2009-04-30
14.730791091918945,2009-05-01
15.09557819366455,2009-05-04
15.63661003112793,2009-05-05
15.648903846740723,2009-05-06
15.02180290222168,2009-05-07
15.517746925354004,2009-05-08
15.144762992858887,2009-05-11
14.948022842407227,2009-05-12
14.771778106689453,2009-05-13
14.861950874328613,2009-05-14
14.616025924682617,2009-05-15
14.980812072753906,2009-05-18
14.804569244384766,2009-05-19
14.77587890625,2009-05-20
14.784077644348145,2009-05-21
14.644718170166016,2009-05-22
15.001306533813477,2009-05-26
15.329206466674805,2009-05-27
15.767765045166016,2009-05-28
16.075172424316406,2009-05-29
16.357982635498047,2009-06-01
16.5957088470459,2009-06-02
15.980901718139648,2009-06-03
16.173542022705078,2009-06-04
16.444053649902344,2009-06-05
16.28420639038086,2009-06-08
15.997296333312988,2009-06-09
16.222726821899414,2009-06-10
15.591523170471191,2009-06-11
15.472661018371582,2009-06-12
14.837359428405762,2009-06-15
14.476670265197754,2009-06-16
14.611929893493652,2009-06-17
14.763581275939941,2009-06-18
15.144762992858887,2009-06-19
14.91523265838623,2009-06-22
14.911137580871582,2009-06-23
15.16115665435791,2009-06-24
15.202146530151367,2009-06-25
14.50536060333252,2009-06-26
14.8578519821167,2009-06-29
14.837359428405762,2009-06-30
15.370194435119629,2009-07-01
15.349699020385742,2009-07-02
15.152959823608398,2009-07-06
14.837359428405762,2009-07-07
15.091479301452637,2009-07-08
15.091479301452637,2009-07-09
15.087384223937988,2009-07-10
15.247231483459473,2009-07-13
15.206243515014648,2009-07-14
15.333305358886719,2009-07-15
15.587423324584961,2009-07-16
15.398882865905762,2009-07-17
15.460363388061523,2009-07-20
15.722683906555176,2009-07-21
15.653003692626953,2009-07-22
15.747273445129395,2009-07-23
15.63661003112793,2009-07-24
15.538241386413574,2009-07-27
15.263627052307129,2009-07-28
15.45626449584961,2009-07-29
15.50954818725586,2009-07-30
15.693987846374512,2009-07-31
16.390771865844727,2009-08-03
18.362258911132812,2009-08-04
18.399145126342773,2009-08-05
18.284378051757812,2009-08-06
17.895002365112305,2009-08-07
17.80483055114746,2009-08-10
17.62858772277832,2009-08-11
17.71466064453125,2009-08-12
17.66547393798828,2009-08-13
17.75154685974121,2009-08-14
17.534313201904297,2009-08-17
17.706462860107422,2009-08-18
17.845815658569336,2009-08-19
18.177814483642578,2009-08-20
17.935991287231445,2009-08-21
18.153223037719727,2009-08-24
18.292577743530273,2009-08-25
18.14092445373535,2009-08-26
18.1163330078125,2009-08-27
18.1450252532959,2009-08-28
18.24749183654785,2009-08-31
17.911399841308594,2009-09-01
17.62448501586914,2009-09-02
17.550708770751953,2009-09-03
18.136825561523438,2009-09-04
18.276182174682617,2009-09-08
18.546701431274414,2009-09-09
18.71474266052246,2009-09-10
18.768030166625977,2009-09-11
18.882795333862305,2009-09-14
18.94427490234375,2009-09-15
19.25577735900879,2009-09-16
19.673847198486328,2009-09-17
19.77631187438965,2009-09-18
19.698436737060547,2009-09-21
19.88287925720215,2009-09-22
19.952558517456055,2009-09-23
19.837797164916992,2009-09-24
19.641054153442383,2009-09-25
19.837797164916992,2009-09-28
19.7230281829834,2009-09-29
20.415714263916016,2009-09-30
19.932065963745117,2009-10-01
19.522193908691406,2009-10-02
19.50579833984375,2009-10-05
19.567279815673828,2009-10-06
19.677942276000977,2009-10-07
20.30914878845215,2009-10-08
20.522279739379883,2009-10-09
20.452600479125977,2009-10-12
20.35832977294922,2009-10-13
21.53564453125,2009-10-14
21.351537704467773,2009-10-15
21.036619186401367,2009-10-16
20.98332405090332,2009-10-19
20.387401580810547,2009-10-20
20.150001525878906,2009-10-21
20.49883460998535,2009-10-22
19.99496078491211,2009-10-23
19.54922866821289,2009-10-26
19.41357421875,2009-10-27
18.99690818786621,2009-10-28
19.316675186157227,2009-10-29
18.98237419128418,2009-10-30
19.190706253051758,2009-11-02
19.239152908325195,2009-11-03
19.437795639038086,2009-11-04
20.00465202331543,2009-11-05
19.612215042114258,2009-11-06
19.7721004486084,2009-11-09
19.66066551208496,2009-11-10
19.442646026611328,2009-11-11
19.447486877441406,2009-11-12
19.7091121673584,2009-11-13
20.246898651123047,2009-11-16
20.300193786621094,2009-11-17
20.353485107421875,2009-11-18
20.24205207824707,2009-11-19
20.66356086730957,2009-11-20
20.954256057739258,2009-11-23
