MU,Date
23.166702270507812,1995-06-02
22.922199249267578,1995-06-05
22.066436767578125,1995-06-06
22.861072540283203,1995-06-07
23.350082397460938,1995-06-08
23.59458351135254,1995-06-09
23.350082397460938,1995-06-12
23.533458709716797,1995-06-13
23.7779598236084,1995-06-14
24.205846786499023,1995-06-15
24.450345993041992,1995-06-16
25.917367935180664,1995-06-19
28.24014663696289,1995-06-20
26.77312469482422,1995-06-21
27.87339210510254,1995-06-22
28.17902183532715,1995-06-23
27.87339210510254,1995-06-26
26.83425521850586,1995-06-27
26.161865234375,1995-06-28
26.95650291442871,1995-06-29
26.895376205444336,1995-06-30
26.467496871948242,1995-07-03
25.73398780822754,1995-07-05
26.895376205444336,1995-07-06
27.690017700195312,1995-07-07
27.628889083862305,1995-07-10
27.262134552001953,1995-07-11
29.707170486450195,1995-07-12
30.012800216674805,1995-07-13
30.807435989379883,1995-07-14
30.990812301635742,1995-07-17
29.340412139892578,1995-07-18
28.05677032470703,1995-07-19
27.751142501831055,1995-07-20
27.01763153076172,1995-07-21
29.340412139892578,1995-07-24
29.646041870117188,1995-07-25
29.890546798706055,1995-07-26
30.807435989379883,1995-07-27
31.11306381225586,1995-07-28
30.501808166503906,1995-07-31
29.46266746520996,1995-08-01
28.24014663696289,1995-08-02
28.606901168823242,1995-08-03
28.17902183532715,1995-08-04
28.17902183532715,1995-08-07
28.912534713745117,1995-08-08
30.894691467285156,1995-08-09
30.34408950805664,1995-08-10
30.7723331451416,1995-08-11
32.057064056396484,1995-08-14
34.075931549072266,1995-08-15
35.360652923583984,1995-08-16
34.68769836425781,1995-08-17
34.81005096435547,1995-08-18
33.280609130859375,1995-08-21
35.42182922363281,1995-08-22
36.217140197753906,1995-08-23
36.15596008300781,1995-08-24
35.60536575317383,1995-08-25
35.054771423339844,1995-08-28
35.1771240234375,1995-08-29
35.850067138671875,1995-08-30
37.62422180175781,1995-08-31
37.3795166015625,1995-09-01
39.82661056518555,1995-09-05
42.70196533203125,1995-09-06
42.885494232177734,1995-09-07
43.9866943359375,1995-09-08
46.1890869140625,1995-09-11
45.087886810302734,1995-09-12
45.57730484008789,1995-09-13
43.86433410644531,1995-09-14
42.090187072753906,1995-09-15
43.313743591308594,1995-09-18
44.047874450683594,1995-09-19
42.885494232177734,1995-09-20
41.906654357910156,1995-09-21
41.96782684326172,1995-09-22
40.132503509521484,1995-09-25
38.54188919067383,1995-09-26
38.41952896118164,1995-09-27
40.438392639160156,1995-09-28
38.84777069091797,1995-09-29
37.74657440185547,1995-10-02
36.95126724243164,1995-10-03
34.81005096435547,1995-10-04
36.46184539794922,1995-10-05
34.565345764160156,1995-10-06
31.812347412109375,1995-10-09
33.097076416015625,1995-10-10
33.15826416015625,1995-10-11
34.075931549072266,1995-10-12
32.36296081542969,1995-10-13
32.79118347167969,1995-10-16
35.483009338378906,1995-10-17
35.60536575317383,1995-10-18
35.666534423828125,1995-10-19
33.95356750488281,1995-10-20
36.033599853515625,1995-10-23
34.87123489379883,1995-10-24
33.46414566040039,1995-10-25
34.381813049316406,1995-10-26
34.075931549072266,1995-10-27
35.483009338378906,1995-10-30
34.5041618347168,1995-10-31
33.280609130859375,1995-11-01
33.0359001159668,1995-11-02
33.40296173095703,1995-11-03
31.56764030456543,1995-11-06
29.91584587097168,1995-11-07
30.368928909301758,1995-11-08
31.838388442993164,1995-11-09
31.654712677001953,1995-11-10
30.18524932861328,1995-11-13
27.85859489440918,1995-11-14
27.85859489440918,1995-11-15
27.062633514404297,1995-11-16
27.00140953063965,1995-11-17
24.429845809936523,1995-11-20
24.797208786010742,1995-11-21
23.388975143432617,1995-11-22
24.184934616088867,1995-11-24
23.817567825317383,1995-11-27
26.87895393371582,1995-11-28
26.87895393371582,1995-11-29
26.57281494140625,1995-11-30
25.409486770629883,1995-12-01
25.287033081054688,1995-12-04
25.348264694213867,1995-12-05
25.348264694213867,1995-12-06
25.409486770629883,1995-12-07
26.817724227905273,1995-12-08
26.817724227905273,1995-12-11
26.021764755249023,1995-12-12
26.266677856445312,1995-12-13
24.491073608398438,1995-12-14
21.980737686157227,1995-12-15
21.184778213500977,1995-12-18
22.348102569580078,1995-12-19
21.184778213500977,1995-12-20
21.062326431274414,1995-12-21
21.246004104614258,1995-12-22
21.086633682250977,1995-12-26
20.473648071289062,1995-12-27
19.738067626953125,1995-12-28
19.431575775146484,1995-12-29
20.35105323791504,1996-01-02
19.308977127075195,1996-01-03
19.370275497436523,1996-01-04
19.18638038635254,1996-01-05
18.941190719604492,1996-01-08
17.89911651611328,1996-01-09
17.837820053100586,1996-01-10
17.59262466430664,1996-01-11
16.182764053344727,1996-01-12
15.140691757202148,1996-01-15
15.998867988586426,1996-01-16
15.814973831176758,1996-01-17
15.692376136779785,1996-01-18
15.263287544250488,1996-01-19
15.569779396057129,1996-01-22
15.692376136779785,1996-01-23
18.144311904907227,1996-01-24
17.65392303466797,1996-01-25
16.918344497680664,1996-01-26
16.489255905151367,1996-01-29
16.550552368164062,1996-01-30
16.795747756958008,1996-01-31
17.347431182861328,1996-02-01
17.65392303466797,1996-02-02
18.450803756713867,1996-02-05
20.534948348999023,1996-02-06
20.289751052856445,1996-02-07
19.554168701171875,1996-02-08
19.002490997314453,1996-02-09
18.144311904907227,1996-02-12
18.512100219726562,1996-02-13
18.144311904907227,1996-02-14
17.2861328125,1996-02-15
17.715221405029297,1996-02-16
18.083009719848633,1996-02-20
18.20560646057129,1996-02-21
19.002490997314453,1996-02-22
18.450803756713867,1996-02-23
18.021713256835938,1996-02-26
16.489255905151367,1996-02-27
16.30535888671875,1996-02-28
15.692376136779785,1996-02-29
15.5084810256958,1996-03-01
15.5084810256958,1996-03-04
15.263287544250488,1996-03-05
14.282516479492188,1996-03-06
13.97602367401123,1996-03-07
14.65030574798584,1996-03-08
14.711605072021484,1996-03-11
14.589006423950195,1996-03-12
14.3438138961792,1996-03-13
14.282516479492188,1996-03-14
15.998867988586426,1996-03-15
16.97964096069336,1996-03-18
16.30535888671875,1996-03-19
15.876275062561035,1996-03-20
15.998867988586426,1996-03-21
15.569779396057129,1996-03-22
15.20198917388916,1996-03-25
15.20198917388916,1996-03-26
15.385885238647461,1996-03-27
15.569779396057129,1996-03-28
15.5084810256958,1996-03-29
15.07939338684082,1996-04-01
14.895499229431152,1996-04-02
15.5084810256958,1996-04-03
15.20198917388916,1996-04-04
16.550552368164062,1996-04-08
16.1214656829834,1996-04-09
16.060165405273438,1996-04-10
16.182764053344727,1996-04-11
15.937566757202148,1996-04-12
15.998867988586426,1996-04-15
16.611852645874023,1996-04-16
16.550552368164062,1996-04-17
16.795747756958008,1996-04-18
16.24405860900879,1996-04-19
16.182764053344727,1996-04-22
16.30535888671875,1996-04-23
17.776521682739258,1996-04-24
18.757293701171875,1996-04-25
18.818592071533203,1996-04-26
17.89911651611328,1996-04-29
17.837820053100586,1996-04-30
17.960411071777344,1996-05-01
18.266908645629883,1996-05-02
18.144311904907227,1996-05-03
17.776521682739258,1996-05-06
17.187244415283203,1996-05-07
17.248626708984375,1996-05-08
16.634798049926758,1996-05-09
16.266496658325195,1996-05-10
16.818944931030273,1996-05-13
16.51203155517578,1996-05-14
16.634798049926758,1996-05-15
16.634798049926758,1996-05-16
16.266496658325195,1996-05-17
16.205116271972656,1996-05-20
15.898201942443848,1996-05-21
15.284370422363281,1996-05-22
15.161603927612305,1996-05-23
14.916072845458984,1996-05-24
15.222986221313477,1996-05-28
14.85468864440918,1996-05-29
15.959579467773438,1996-05-30
15.775434494018555,1996-05-31
15.222986221313477,1996-06-03
15.161603927612305,1996-06-04
14.97745418548584,1996-06-05
14.4863920211792,1996-06-06
15.161603927612305,1996-06-07
14.670539855957031,1996-06-10
14.85468864440918,1996-06-11
14.670539855957031,1996-06-12
14.85468864440918,1996-06-13
14.609158515930176,1996-06-14
14.4863920211792,1996-06-17
13.442879676818848,1996-06-18
13.749794006347656,1996-06-19
13.811176300048828,1996-06-20
13.565645217895508,1996-06-21
13.135963439941406,1996-06-24
12.951814651489258,1996-06-25
12.644901275634766,1996-06-26
12.460752487182617,1996-06-27
12.706284523010254,1996-06-28
12.951814651489258,1996-07-01
12.583517074584961,1996-07-02
12.460752487182617,1996-07-03
12.33798599243164,1996-07-05
11.84692096710205,1996-07-08
11.662771224975586,1996-07-09
12.092453002929688,1996-07-10
10.066812515258789,1996-07-11
10.496496200561523,1996-07-12
9.330217361450195,1996-07-15
9.330217361450195,1996-07-16
8.77777099609375,1996-07-17
9.514368057250977,1996-07-18
9.207450866699219,1996-07-19
8.961919784545898,1996-07-22
8.470855712890625,1996-07-23
8.65500259399414,1996-07-24
8.900537490844727,1996-07-25
9.575749397277832,1996-07-26
9.207450866699219,1996-07-29
9.268835067749023,1996-07-30
9.268835067749023,1996-07-31
9.452983856201172,1996-08-01
11.233092308044434,1996-08-02
10.128195762634277,1996-08-05
10.926175117492676,1996-08-06
12.706284523010254,1996-08-07
12.522134780883789,1996-08-08
12.092453002929688,1996-08-09
12.031070709228516,1996-08-12
11.540005683898926,1996-08-13
11.785537719726562,1996-08-14
11.908303260803223,1996-08-15
11.785537719726562,1996-08-16
11.417240142822266,1996-08-19
11.355857849121094,1996-08-20
11.540005683898926,1996-08-21
11.785537719726562,1996-08-22
11.601388931274414,1996-08-23
10.926175117492676,1996-08-26
11.048941612243652,1996-08-27
11.110323905944824,1996-08-28
11.171709060668945,1996-08-29
11.171709060668945,1996-08-30
10.926175117492676,1996-09-03
10.680644989013672,1996-09-04
10.066812515258789,1996-09-05
10.373729705810547,1996-09-06
10.128195762634277,1996-09-09
10.312346458435059,1996-09-10
10.557878494262695,1996-09-11
11.540005683898926,1996-09-12
11.662771224975586,1996-09-13
13.013197898864746,1996-09-16
13.135963439941406,1996-09-17
12.460752487182617,1996-09-18
13.442879676818848,1996-09-19
13.442879676818848,1996-09-20
13.749794006347656,1996-09-23
15.468518257141113,1996-09-24
15.898201942443848,1996-09-25
15.71405029296875,1996-09-26
15.284370422363281,1996-09-27
14.97745418548584,1996-09-30
14.302242279052734,1996-10-01
14.609158515930176,1996-10-02
14.056709289550781,1996-10-03
14.609158515930176,1996-10-04
15.345751762390137,1996-10-07
15.898201942443848,1996-10-08
16.08234977722168,1996-10-09
15.468518257141113,1996-10-10
15.345751762390137,1996-10-11
16.205116271972656,1996-10-14
15.038837432861328,1996-10-15
15.407135009765625,1996-10-16
15.71405029296875,1996-10-17
15.836819648742676,1996-10-18
15.100221633911133,1996-10-21
14.609158515930176,1996-10-22
14.916072845458984,1996-10-23
14.302242279052734,1996-10-24
13.872560501098633,1996-10-25
13.381497383117676,1996-10-28
13.074583053588867,1996-10-29
13.135963439941406,1996-10-30
12.276602745056152,1996-10-31
12.33798599243164,1996-11-01
13.749794006347656,1996-11-04
13.99532699584961,1996-11-05
14.793305397033691,1996-11-06
14.670539855957031,1996-11-07
14.73192310333252,1996-11-08
16.08234977722168,1996-11-11
15.100221633911133,1996-11-12
15.345751762390137,1996-11-13
15.775434494018555,1996-11-14
15.345751762390137,1996-11-15
15.345751762390137,1996-11-18
15.038837432861328,1996-11-19
15.407135009765625,1996-11-20
15.100221633911133,1996-11-21
15.959579467773438,1996-11-22
15.898201942443848,1996-11-25
15.836819648742676,1996-11-26
16.327878952026367,1996-11-27
16.266496658325195,1996-11-29
17.616924285888672,1996-12-02
16.818944931030273,1996-12-03
17.31000518798828,1996-12-04
16.634798049926758,1996-12-05
16.696178436279297,1996-12-06
17.248626708984375,1996-12-09
16.634798049926758,1996-12-10
17.678302764892578,1996-12-11
17.862457275390625,1996-12-12
17.432777404785156,1996-12-13
17.064477920532227,1996-12-16
15.836819648742676,1996-12-17
15.898201942443848,1996-12-18
15.591283798217773,1996-12-19
15.222986221313477,1996-12-20
14.85468864440918,1996-12-23
14.793305397033691,1996-12-24
15.284370422363281,1996-12-26
15.038837432861328,1996-12-27
14.609158515930176,1996-12-30
14.302242279052734,1996-12-31
14.609158515930176,1997-01-02
15.71405029296875,1997-01-03
15.222986221313477,1997-01-06
15.468518257141113,1997-01-07
15.591283798217773,1997-01-08
15.591283798217773,1997-01-09
15.652667045593262,1997-01-10
15.71405029296875,1997-01-13
16.205116271972656,1997-01-14
15.836819648742676,1997-01-15
15.775434494018555,1997-01-16
15.161603927612305,1997-01-17
15.161603927612305,1997-01-20
14.670539855957031,1997-01-21
14.793305397033691,1997-01-22
15.652667045593262,1997-01-23
15.959579467773438,1997-01-24
16.45064926147461,1997-01-27
16.08234977722168,1997-01-28
16.205116271972656,1997-01-29
17.37139129638672,1997-01-30
17.064477920532227,1997-01-31
16.94171142578125,1997-02-03
16.818944931030273,1997-02-04
15.836819648742676,1997-02-05
16.08234977722168,1997-02-06
16.634798049926758,1997-02-07
16.02096939086914,1997-02-10
15.836819648742676,1997-02-11
16.266496658325195,1997-02-12
16.327878952026367,1997-02-13
16.75756072998047,1997-02-14
17.494157791137695,1997-02-18
17.003093719482422,1997-02-19
17.1258602142334,1997-02-20
16.880327224731445,1997-02-21
18.107990264892578,1997-02-24
18.66043472290039,1997-02-25
18.783203125,1997-02-26
18.107990264892578,1997-02-27
18.537670135498047,1997-02-28
18.905967712402344,1997-03-03
19.581178665161133,1997-03-04
20.747459411621094,1997-03-05
20.010860443115234,1997-03-06
19.51979637145996,1997-03-07
19.949478149414062,1997-03-10
20.010860443115234,1997-03-11
20.44054412841797,1997-03-12
20.624692916870117,1997-03-13
22.22064781188965,1997-03-14
21.66819953918457,1997-03-17
19.642562866210938,1997-03-18
18.844585418701172,1997-03-19
19.028736114501953,1997-03-20
18.599050521850586,1997-03-21
19.397031784057617,1997-03-24
19.028736114501953,1997-03-25
20.072246551513672,1997-03-26
19.703948974609375,1997-03-27
19.82671356201172,1997-03-31
19.090120315551758,1997-04-01
18.96735191345215,1997-04-02
19.949478149414062,1997-04-03
19.949478149414062,1997-04-04
20.563308715820312,1997-04-07
21.29990577697754,1997-04-08
20.317773818969727,1997-04-09
19.51979637145996,1997-04-10
19.335649490356445,1997-04-11
18.96735191345215,1997-04-14
19.27426528930664,1997-04-15
18.905967712402344,1997-04-16
18.66043472290039,1997-04-17
17.616924285888672,1997-04-18
17.616924285888672,1997-04-21
17.187244415283203,1997-04-22
17.678302764892578,1997-04-23
17.31000518798828,1997-04-24
16.696178436279297,1997-04-25
16.51203155517578,1997-04-28
17.37139129638672,1997-04-29
17.31000518798828,1997-04-30
18.721818923950195,1997-05-01
19.028736114501953,1997-05-02
19.212879180908203,1997-05-05
18.905967712402344,1997-05-06
18.35352325439453,1997-05-07
18.35352325439453,1997-05-08
18.599050521850586,1997-05-09
17.923839569091797,1997-05-12
17.003093719482422,1997-05-13
17.739688873291016,1997-05-14
17.739688873291016,1997-05-15
17.494157791137695,1997-05-16
17.187244415283203,1997-05-19
18.046606063842773,1997-05-20
17.862457275390625,1997-05-21
17.9852237701416,1997-05-22
18.783203125,1997-05-23
20.931608200073242,1997-05-27
21.17713737487793,1997-05-28
20.931608200073242,1997-05-29
20.747459411621094,1997-05-30
21.54543685913086,1997-06-02
19.888093948364258,1997-06-03
19.76532745361328,1997-06-04
20.195011138916016,1997-06-05
20.44054412841797,1997-06-06
20.992992401123047,1997-06-09
20.133625030517578,1997-06-10
19.642562866210938,1997-06-11
19.51979637145996,1997-06-12
20.010860443115234,1997-06-13
20.87022590637207,1997-06-16
20.44054412841797,1997-06-17
19.888093948364258,1997-06-18
19.76532745361328,1997-06-19
19.949478149414062,1997-06-20
19.581178665161133,1997-06-23
20.102937698364258,1997-06-24
20.931608200073242,1997-06-25
20.379159927368164,1997-06-26
19.642562866210938,1997-06-27
19.642562866210938,1997-06-30
19.82671356201172,1997-07-01
19.888093948364258,1997-07-02
19.673254013061523,1997-07-03
20.471233367919922,1997-07-07
21.14645004272461,1997-07-08
20.962297439575195,1997-07-09
20.992992401123047,1997-07-10
22.159265518188477,1997-07-11
22.83448028564453,1997-07-14
23.877994537353516,1997-07-15
23.816606521606445,1997-07-16
23.141395568847656,1997-07-17
23.049320220947266,1997-07-18
22.159265518188477,1997-07-21
22.83448028564453,1997-07-22
22.742406845092773,1997-07-23
22.404800415039062,1997-07-24
22.036500930786133,1997-07-25
22.189960479736328,1997-07-28
22.097883224487305,1997-07-29
22.49687385559082,1997-07-30
23.816606521606445,1997-07-31
24.860118865966797,1997-08-01
25.32048988342285,1997-08-04
27.622352600097656,1997-08-05
28.174800872802734,1997-08-06
28.66586685180664,1997-08-07
27.86788558959961,1997-08-08
27.069910049438477,1997-08-11
24.61458969116211,1997-08-12
20.931608200073242,1997-08-13
22.036500930786133,1997-08-14
20.931608200073242,1997-08-15
21.85235023498535,1997-08-18
22.711715698242188,1997-08-19
23.141395568847656,1997-08-20
22.527563095092773,1997-08-21
22.159265518188477,1997-08-22
22.49687385559082,1997-08-25
22.466184616088867,1997-08-26
22.588945388793945,1997-08-27
22.2513427734375,1997-08-28
21.85235023498535,1997-08-29
22.2513427734375,1997-09-02
21.944425582885742,1997-09-03
21.484054565429688,1997-09-04
20.409849166870117,1997-09-05
21.11575698852539,1997-09-08
20.992992401123047,1997-09-09
20.501924514770508,1997-09-10
20.133625030517578,1997-09-11
20.409849166870117,1997-09-12
19.857402801513672,1997-09-15
20.072246551513672,1997-09-16
19.212879180908203,1997-09-17
19.151498794555664,1997-09-18
18.35352325439453,1997-09-19
19.888093948364258,1997-09-22
18.20006561279297,1997-09-23
17.033781051635742,1997-09-24
17.217933654785156,1997-09-25
16.94171142578125,1997-09-26
17.1258602142334,1997-09-29
17.033781051635742,1997-09-30
16.696178436279297,1997-10-01
16.66548728942871,1997-10-02
16.66548728942871,1997-10-03
17.187244415283203,1997-10-06
17.923839569091797,1997-10-07
18.26144790649414,1997-10-08
18.476287841796875,1997-10-09
18.599050521850586,1997-10-10
18.93665885925293,1997-10-13
18.414901733398438,1997-10-14
17.9852237701416,1997-10-15
17.248626708984375,1997-10-16
16.45064926147461,1997-10-17
16.297189712524414,1997-10-20
16.327878952026367,1997-10-21
16.02096939086914,1997-10-22
15.591283798217773,1997-10-23
14.793305397033691,1997-10-24
13.074583053588867,1997-10-27
14.179475784301758,1997-10-28
13.381497383117676,1997-10-29
12.399369239807129,1997-10-30
13.197347640991211,1997-10-31
13.688410758972168,1997-11-03
13.749794006347656,1997-11-04
13.811176300048828,1997-11-05
13.320114135742188,1997-11-06
13.074583053588867,1997-11-07
12.583517074584961,1997-11-10
12.184528350830078,1997-11-11
11.724156379699707,1997-11-12
11.417240142822266,1997-11-13
11.355857849121094,1997-11-14
12.460752487182617,1997-11-17
11.908303260803223,1997-11-18
11.570697784423828,1997-11-19
12.76766586303711,1997-11-20
12.8597412109375,1997-11-21
12.36867618560791,1997-11-24
12.644901275634766,1997-11-25
12.36867618560791,1997-11-26
12.215219497680664,1997-11-28
13.350805282592773,1997-12-01
12.798357009887695,1997-12-02
12.583517074584961,1997-12-03
12.24591064453125,1997-12-04
12.644901275634766,1997-12-05
12.951814651489258,1997-12-08
12.583517074584961,1997-12-09
11.84692096710205,1997-12-10
11.294472694396973,1997-12-11
11.048941612243652,1997-12-12
11.048941612243652,1997-12-15
11.570697784423828,1997-12-16
12.153838157653809,1997-12-17
11.785537719726562,1997-12-18
13.350805282592773,1997-12-19
12.89043140411377,1997-12-22
12.614209175109863,1997-12-23
12.430059432983398,1997-12-24
12.307294845581055,1997-12-26
12.399369239807129,1997-12-29
12.552824974060059,1997-12-30
12.73697280883789,1997-12-31
13.688410758972168,1998-01-02
13.688410758972168,1998-01-05
13.197347640991211,1998-01-06
13.013197898864746,1998-01-07
13.933942794799805,1998-01-08
13.50426197052002,1998-01-09
14.056709289550781,1998-01-12
15.71405029296875,1998-01-13
15.284370422363281,1998-01-14
15.499211311340332,1998-01-15
14.056709289550781,1998-01-16
14.762615203857422,1998-01-20
15.775434494018555,1998-01-21
16.051658630371094,1998-01-22
15.744742393493652,1998-01-23
15.284370422363281,1998-01-26
15.898201942443848,1998-01-27
17.003093719482422,1998-01-28
16.604101181030273,1998-01-29
16.972402572631836,1998-01-30
17.31000518798828,1998-02-02
18.568361282348633,1998-02-03
18.66043472290039,1998-02-04
17.1258602142334,1998-02-05
17.70899772644043,1998-02-06
17.616924285888672,1998-02-09
18.16937255859375,1998-02-10
18.35352325439453,1998-02-11
17.52484893798828,1998-02-12
17.217933654785156,1998-02-13
16.542720794677734,1998-02-17
17.187244415283203,1998-02-18
16.66548728942871,1998-02-19
16.696178436279297,1998-02-20
16.573410034179688,1998-02-23
15.898201942443848,1998-02-24
17.064477920532227,1998-02-25
17.217933654785156,1998-02-26
16.297189712524414,1998-02-27
16.880327224731445,1998-03-02
16.51203155517578,1998-03-03
16.205116271972656,1998-03-04
16.972402572631836,1998-03-05
17.156551361083984,1998-03-06
16.634798049926758,1998-03-09
16.696178436279297,1998-03-10
16.696178436279297,1998-03-11
16.849637985229492,1998-03-12
16.205116271972656,1998-03-13
16.573410034179688,1998-03-16
15.71405029296875,1998-03-17
15.560592651367188,1998-03-18
15.71405029296875,1998-03-19
14.97745418548584,1998-03-20
14.762615203857422,1998-03-23
14.087400436401367,1998-03-24
14.455699920654297,1998-03-25
14.302242279052734,1998-03-26
14.24085807800293,1998-03-27
13.99532699584961,1998-03-30
14.2715482711792,1998-03-31
15.71405029296875,1998-04-01
15.376443862915039,1998-04-02
15.468518257141113,1998-04-03
14.885379791259766,1998-04-06
13.964634895324707,1998-04-07
13.749794006347656,1998-04-08
13.627029418945312,1998-04-09
13.811176300048828,1998-04-13
14.670539855957031,1998-04-14
14.916072845458984,1998-04-15
14.026017189025879,1998-04-16
13.872560501098633,1998-04-17
14.4863920211792,1998-04-20
14.4863920211792,1998-04-21
15.591283798217773,1998-04-22
15.038837432861328,1998-04-23
15.437827110290527,1998-04-24
14.639847755432129,1998-04-27
14.85468864440918,1998-04-28
14.916072845458984,1998-04-29
15.253678321838379,1998-04-30
15.345751762390137,1998-05-01
15.621975898742676,1998-05-04
15.71405029296875,1998-05-05
15.468518257141113,1998-05-06
15.222986221313477,1998-05-07
15.71405029296875,1998-05-08
15.161603927612305,1998-05-11
14.762615203857422,1998-05-12
14.4863920211792,1998-05-13
14.026017189025879,1998-05-14
12.951814651489258,1998-05-15
13.2587308883667,1998-05-18
13.013197898864746,1998-05-19
13.043889045715332,1998-05-20
12.644901275634766,1998-05-21
12.552824974060059,1998-05-22
12.552824974060059,1998-05-26
12.153838157653809,1998-05-27
11.693465232849121,1998-05-28
11.570697784423828,1998-05-29
11.048941612243652,1998-06-01
10.98755931854248,1998-06-02
11.048941612243652,1998-06-03
11.662771224975586,1998-06-04
11.816229820251465,1998-06-05
12.153838157653809,1998-06-08
12.706284523010254,1998-06-09
11.570697784423828,1998-06-10
11.079632759094238,1998-06-11
10.40442180633545,1998-06-12
9.88266372680664,1998-06-15
11.048941612243652,1998-06-16
10.557878494262695,1998-06-17
10.895484924316406,1998-06-18
11.47862434387207,1998-06-19
11.724156379699707,1998-06-22
12.000378608703613,1998-06-23
12.644901275634766,1998-06-24
12.276602745056152,1998-06-25
12.706284523010254,1998-06-26
12.583517074584961,1998-06-29
12.184528350830078,1998-06-30
12.76766586303711,1998-07-01
12.73697280883789,1998-07-02
12.829049110412598,1998-07-06
13.135963439941406,1998-07-07
13.381497383117676,1998-07-08
13.99532699584961,1998-07-09
14.33293342590332,1998-07-10
14.4863920211792,1998-07-13
13.964634895324707,1998-07-14
15.100221633911133,1998-07-15
14.547774314880371,1998-07-16
14.609158515930176,1998-07-17
13.872560501098633,1998-07-20
13.688410758972168,1998-07-21
13.2587308883667,1998-07-22
13.320114135742188,1998-07-23
13.289422035217285,1998-07-24
14.394314765930176,1998-07-27
14.639847755432129,1998-07-28
14.85468864440918,1998-07-29
15.315061569213867,1998-07-30
16.35857391357422,1998-07-31
16.818944931030273,1998-08-03
15.959579467773438,1998-08-04
16.91101837158203,1998-08-05
17.187244415283203,1998-08-06
16.818944931030273,1998-08-07
16.266496658325195,1998-08-10
15.069530487060547,1998-08-11
16.297189712524414,1998-08-12
15.775434494018555,1998-08-13
16.297189712524414,1998-08-14
17.31000518798828,1998-08-17
17.064477920532227,1998-08-18
16.849637985229492,1998-08-19
15.836819648742676,1998-08-20
14.701231002807617,1998-08-21
14.762615203857422,1998-08-24
14.762615203857422,1998-08-25
14.425007820129395,1998-08-26
12.8597412109375,1998-08-27
11.969686508178711,1998-08-28
11.171709060668945,1998-08-31
11.601388931274414,1998-09-01
11.754846572875977,1998-09-02
12.215219497680664,1998-09-03
12.307294845581055,1998-09-04
13.197347640991211,1998-09-08
13.320114135742188,1998-09-09
13.381497383117676,1998-09-10
13.657720565795898,1998-09-11
13.2587308883667,1998-09-14
13.473570823669434,1998-09-15
13.50426197052002,1998-09-16
13.933942794799805,1998-09-17
14.670539855957031,1998-09-18
15.71405029296875,1998-09-21
14.578465461730957,1998-09-22
15.652667045593262,1998-09-23
15.222986221313477,1998-09-24
16.696178436279297,1998-09-25
16.634798049926758,1998-09-28
15.529901504516602,1998-09-29
14.946763038635254,1998-09-30
13.228039741516113,1998-10-01
13.749794006347656,1998-10-02
13.59633731842041,1998-10-05
13.657720565795898,1998-10-06
12.33798599243164,1998-10-07
13.074583053588867,1998-10-08
13.903252601623535,1998-10-09
14.2715482711792,1998-10-12
14.24085807800293,1998-10-13
15.345751762390137,1998-10-14
15.591283798217773,1998-10-15
15.71405029296875,1998-10-16
16.327878952026367,1998-10-19
16.389265060424805,1998-10-20
16.696178436279297,1998-10-21
17.033781051635742,1998-10-22
17.095170974731445,1998-10-23
16.94171142578125,1998-10-26
16.389265060424805,1998-10-27
17.52484893798828,1998-10-28
19.61186981201172,1998-10-29
18.66043472290039,1998-10-30
19.61186981201172,1998-11-02
19.73464012145996,1998-11-03
21.484054565429688,1998-11-04
21.054372787475586,1998-11-05
21.11575698852539,1998-11-06
21.729585647583008,1998-11-09
21.729585647583008,1998-11-10
23.386930465698242,1998-11-11
23.23346519470215,1998-11-12
21.85235023498535,1998-11-13
20.962297439575195,1998-11-16
21.085065841674805,1998-11-17
21.422670364379883,1998-11-18
21.17713737487793,1998-11-19
21.11575698852539,1998-11-20
23.264162063598633,1998-11-23
21.54543685913086,1998-11-24
22.00581169128418,1998-11-25
21.760278701782227,1998-11-27
20.287084579467773,1998-11-30
21.821659088134766,1998-12-01
22.466184616088867,1998-12-02
22.77309799194336,1998-12-03
24.61458969116211,1998-12-04
25.167034149169922,1998-12-07
25.965011596679688,1998-12-08
24.95219612121582,1998-12-09
23.571075439453125,1998-12-10
23.571075439453125,1998-12-11
23.448312759399414,1998-12-14
23.23346519470215,1998-12-15
23.018627166748047,1998-12-16
25.965011596679688,1998-12-17
25.965011596679688,1998-12-18
26.885759353637695,1998-12-21
25.78086280822754,1998-12-22
26.5174617767334,1998-12-23
25.658098220825195,1998-12-24
25.658098220825195,1998-12-28
25.167034149169922,1998-12-29
25.167034149169922,1998-12-30
24.82942771911621,1998-12-31
24.522512435913086,1999-01-04
26.5174617767334,1999-01-05
29.279695510864258,1999-01-06
30.937036514282227,1999-01-07
31.24395179748535,1999-01-08
33.02406311035156,1999-01-11
34.49725341796875,1999-01-12
35.04969787597656,1999-01-13
34.067562103271484,1999-01-14
35.01900863647461,1999-01-15
35.847679138183594,1999-01-19
35.847679138183594,1999-01-20
34.28240966796875,1999-01-21
34.62001037597656,1999-01-22
33.8834228515625,1999-01-25
35.295230865478516,1999-01-26
35.111083984375,1999-01-27
36.95257568359375,1999-01-28
38.30299758911133,1999-01-29
37.013954162597656,1999-02-01
35.66353225708008,1999-02-02
39.03959274291992,1999-02-03
37.136722564697266,1999-02-04
34.49725341796875,1999-02-05
35.78630447387695,1999-02-08
32.318153381347656,1999-02-09
32.41023254394531,1999-02-10
