URBN,Date
3.192500114440918,2002-08-29
3.2362499237060547,2002-08-30
3.023750066757202,2002-09-03
3.148750066757202,2002-09-04
3.1312499046325684,2002-09-05
3.2950000762939453,2002-09-06
3.546250104904175,2002-09-09
3.4700000286102295,2002-09-10
3.461250066757202,2002-09-11
3.362499952316284,2002-09-12
3.422499895095825,2002-09-13
3.4625000953674316,2002-09-16
3.2637500762939453,2002-09-17
3.3125,2002-09-18
3.148750066757202,2002-09-19
3.1212499141693115,2002-09-20
2.9487500190734863,2002-09-23
2.747499942779541,2002-09-24
3.1862499713897705,2002-09-25
3.2512500286102295,2002-09-26
3.088749885559082,2002-09-27
3.036250114440918,2002-09-30
2.737499952316284,2002-10-01
2.6475000381469727,2002-10-02
2.4549999237060547,2002-10-03
2.401249885559082,2002-10-04
2.358750104904175,2002-10-07
2.516249895095825,2002-10-08
2.4075000286102295,2002-10-09
2.731250047683716,2002-10-10
2.6762499809265137,2002-10-11
2.65625,2002-10-14
2.869999885559082,2002-10-15
2.8375000953674316,2002-10-16
2.8662500381469727,2002-10-17
2.9437499046325684,2002-10-18
3.0625,2002-10-21
3.012500047683716,2002-10-22
3.0612499713897705,2002-10-23
3.09375,2002-10-24
3.273750066757202,2002-10-25
3.098750114440918,2002-10-28
3.081249952316284,2002-10-29
3.0062499046325684,2002-10-30
3.002500057220459,2002-10-31
3.200000047683716,2002-11-01
3.1312499046325684,2002-11-04
3.146250009536743,2002-11-05
3.2462499141693115,2002-11-06
3.0137500762939453,2002-11-07
2.9825000762939453,2002-11-08
2.783750057220459,2002-11-11
2.799999952316284,2002-11-12
2.9000000953674316,2002-11-13
3.026249885559082,2002-11-14
3.1875,2002-11-15
3.166249990463257,2002-11-18
3.018749952316284,2002-11-19
3.1075000762939453,2002-11-20
3.1262500286102295,2002-11-21
3.119999885559082,2002-11-22
3.166249990463257,2002-11-25
3.0,2002-11-26
3.208750009536743,2002-11-27
3.3012499809265137,2002-11-29
3.3499999046325684,2002-12-02
3.325000047683716,2002-12-03
3.34375,2002-12-04
3.1937499046325684,2002-12-05
3.283750057220459,2002-12-06
3.2637500762939453,2002-12-09
3.375,2002-12-10
3.581249952316284,2002-12-11
3.2637500762939453,2002-12-12
3.1887500286102295,2002-12-13
3.262500047683716,2002-12-16
3.351249933242798,2002-12-17
3.2149999141693115,2002-12-18
3.1837499141693115,2002-12-19
2.947499990463257,2002-12-20
2.8112499713897705,2002-12-23
2.848750114440918,2002-12-24
2.901249885559082,2002-12-26
2.833750009536743,2002-12-27
2.8375000953674316,2002-12-30
2.9462499618530273,2002-12-31
3.0112500190734863,2003-01-02
2.9200000762939453,2003-01-03
2.867500066757202,2003-01-06
2.84375,2003-01-07
2.809999942779541,2003-01-08
3.0299999713897705,2003-01-09
2.9774999618530273,2003-01-10
2.752500057220459,2003-01-13
2.744999885559082,2003-01-14
2.7487499713897705,2003-01-15
2.682499885559082,2003-01-16
2.672499895095825,2003-01-17
2.632499933242798,2003-01-21
2.5899999141693115,2003-01-22
2.721250057220459,2003-01-23
2.6112499237060547,2003-01-24
2.5425000190734863,2003-01-27
2.5612499713897705,2003-01-28
2.5625,2003-01-29
2.549999952316284,2003-01-30
2.559999942779541,2003-01-31
2.4937500953674316,2003-02-03
2.4375,2003-02-04
2.4937500953674316,2003-02-05
2.559999942779541,2003-02-06
2.490000009536743,2003-02-07
2.456249952316284,2003-02-10
2.4549999237060547,2003-02-11
2.411250114440918,2003-02-12
2.2925000190734863,2003-02-13
2.3399999141693115,2003-02-14
2.3524999618530273,2003-02-18
2.286250114440918,2003-02-19
2.206249952316284,2003-02-20
2.2174999713897705,2003-02-21
2.146250009536743,2003-02-24
2.125,2003-02-25
2.325000047683716,2003-02-26
2.291249990463257,2003-02-27
2.3662500381469727,2003-02-28
2.382499933242798,2003-03-03
2.348750114440918,2003-03-04
2.3524999618530273,2003-03-05
2.422499895095825,2003-03-06
2.476249933242798,2003-03-07
2.362499952316284,2003-03-10
2.353749990463257,2003-03-11
2.299999952316284,2003-03-12
2.7774999141693115,2003-03-13
2.865000009536743,2003-03-14
3.021250009536743,2003-03-17
3.115000009536743,2003-03-18
2.9725000858306885,2003-03-19
3.0975000858306885,2003-03-20
3.1075000762939453,2003-03-21
3.018749952316284,2003-03-24
3.0299999713897705,2003-03-25
2.8575000762939453,2003-03-26
2.90625,2003-03-27
2.848750114440918,2003-03-28
2.8137500286102295,2003-03-31
2.875,2003-04-01
3.012500047683716,2003-04-02
3.049999952316284,2003-04-03
3.0250000953674316,2003-04-04
3.1162500381469727,2003-04-07
3.106250047683716,2003-04-08
3.09375,2003-04-09
3.28125,2003-04-10
3.1762499809265137,2003-04-11
3.1887500286102295,2003-04-14
3.228749990463257,2003-04-15
3.146250009536743,2003-04-16
3.213749885559082,2003-04-17
3.172499895095825,2003-04-21
3.4312500953674316,2003-04-22
3.447499990463257,2003-04-23
3.4774999618530273,2003-04-24
3.5612499713897705,2003-04-25
3.71875,2003-04-28
3.723750114440918,2003-04-29
3.733750104904175,2003-04-30
3.6875,2003-05-01
3.713749885559082,2003-05-02
3.875,2003-05-05
3.8375000953674316,2003-05-06
3.9175000190734863,2003-05-07
3.836250066757202,2003-05-08
3.84375,2003-05-09
3.9024999141693115,2003-05-12
3.9749999046325684,2003-05-13
4.037499904632568,2003-05-14
4.158750057220459,2003-05-15
3.9987499713897705,2003-05-16
3.7612500190734863,2003-05-19
3.8162500858306885,2003-05-20
3.9175000190734863,2003-05-21
4.033750057220459,2003-05-22
3.9887499809265137,2003-05-23
4.037499904632568,2003-05-27
4.122499942779541,2003-05-28
4.130000114440918,2003-05-29
4.164999961853027,2003-05-30
4.21999979019165,2003-06-02
4.243750095367432,2003-06-03
4.386250019073486,2003-06-04
4.611249923706055,2003-06-05
4.586249828338623,2003-06-06
4.3125,2003-06-09
4.452499866485596,2003-06-10
4.448750019073486,2003-06-11
4.497499942779541,2003-06-12
4.356249809265137,2003-06-13
4.487500190734863,2003-06-16
4.493750095367432,2003-06-17
4.417500019073486,2003-06-18
4.5,2003-06-19
4.550000190734863,2003-06-20
4.485000133514404,2003-06-23
4.554999828338623,2003-06-24
4.622499942779541,2003-06-25
4.553750038146973,2003-06-26
4.53249979019165,2003-06-27
4.493750095367432,2003-06-30
4.518750190734863,2003-07-01
4.65500020980835,2003-07-02
4.618750095367432,2003-07-03
4.800000190734863,2003-07-07
5.036250114440918,2003-07-08
4.875,2003-07-09
4.78000020980835,2003-07-10
4.75,2003-07-11
4.797500133514404,2003-07-14
4.768750190734863,2003-07-15
4.741250038146973,2003-07-16
4.621250152587891,2003-07-17
4.762499809265137,2003-07-18
4.71875,2003-07-21
4.836249828338623,2003-07-22
4.851250171661377,2003-07-23
4.961249828338623,2003-07-24
4.9375,2003-07-25
5.010000228881836,2003-07-28
4.908750057220459,2003-07-29
4.954999923706055,2003-07-30
4.965000152587891,2003-07-31
5.037499904632568,2003-08-01
5.212500095367432,2003-08-04
5.018750190734863,2003-08-05
5.096250057220459,2003-08-06
5.158750057220459,2003-08-07
5.429999828338623,2003-08-08
5.557499885559082,2003-08-11
5.706250190734863,2003-08-12
5.8125,2003-08-13
5.605000019073486,2003-08-14
5.796249866485596,2003-08-15
5.922500133514404,2003-08-18
5.920000076293945,2003-08-19
5.946249961853027,2003-08-20
5.933750152587891,2003-08-21
5.662499904632568,2003-08-22
5.763750076293945,2003-08-25
5.804999828338623,2003-08-26
5.90625,2003-08-27
5.972499847412109,2003-08-28
6.150000095367432,2003-08-29
6.273749828338623,2003-09-02
6.212500095367432,2003-09-03
6.0625,2003-09-04
5.829999923706055,2003-09-05
5.881249904632568,2003-09-08
5.65625,2003-09-09
5.5625,2003-09-10
5.697500228881836,2003-09-11
5.758749961853027,2003-09-12
5.84499979019165,2003-09-15
6.1875,2003-09-16
6.403749942779541,2003-09-17
6.401249885559082,2003-09-18
6.333749771118164,2003-09-19
6.215000152587891,2003-09-22
6.357500076293945,2003-09-23
6.272500038146973,2003-09-24
6.5625,2003-09-25
6.462500095367432,2003-09-26
6.612500190734863,2003-09-29
6.514999866485596,2003-09-30
6.880000114440918,2003-10-01
6.837500095367432,2003-10-02
7.139999866485596,2003-10-03
7.507500171661377,2003-10-06
7.367499828338623,2003-10-07
7.264999866485596,2003-10-08
7.5,2003-10-09
7.829999923706055,2003-10-10
8.107500076293945,2003-10-13
8.307499885559082,2003-10-14
8.09000015258789,2003-10-15
8.095000267028809,2003-10-16
8.125,2003-10-17
8.27750015258789,2003-10-20
8.199999809265137,2003-10-21
7.764999866485596,2003-10-22
7.670000076293945,2003-10-23
7.587500095367432,2003-10-24
7.952499866485596,2003-10-27
8.28499984741211,2003-10-28
8.260000228881836,2003-10-29
8.227499961853027,2003-10-30
8.34000015258789,2003-10-31
8.782500267028809,2003-11-03
8.532500267028809,2003-11-04
8.297499656677246,2003-11-05
8.7475004196167,2003-11-06
8.767499923706055,2003-11-07
8.587499618530273,2003-11-10
9.005000114440918,2003-11-11
9.0,2003-11-12
9.414999961853027,2003-11-13
9.010000228881836,2003-11-14
8.857500076293945,2003-11-17
8.829999923706055,2003-11-18
8.770000457763672,2003-11-19
8.952500343322754,2003-11-20
9.0024995803833,2003-11-21
9.3725004196167,2003-11-24
9.670000076293945,2003-11-25
9.600000381469727,2003-11-26
9.760000228881836,2003-11-28
10.087499618530273,2003-12-01
9.890000343322754,2003-12-02
9.552499771118164,2003-12-03
8.922499656677246,2003-12-04
9.005000114440918,2003-12-05
9.15250015258789,2003-12-08
9.1225004196167,2003-12-09
8.805000305175781,2003-12-10
9.020000457763672,2003-12-11
9.09749984741211,2003-12-12
8.869999885559082,2003-12-15
8.732500076293945,2003-12-16
9.1274995803833,2003-12-17
9.375,2003-12-18
9.3100004196167,2003-12-19
9.232500076293945,2003-12-22
9.237500190734863,2003-12-23
9.157500267028809,2003-12-24
9.2475004196167,2003-12-26
9.449999809265137,2003-12-29
9.484999656677246,2003-12-30
9.262499809265137,2003-12-31
9.180000305175781,2004-01-02
9.380000114440918,2004-01-05
9.895000457763672,2004-01-06
10.0,2004-01-07
10.005000114440918,2004-01-08
10.057499885559082,2004-01-09
10.142499923706055,2004-01-12
9.522500038146973,2004-01-13
9.817500114440918,2004-01-14
9.850000381469727,2004-01-15
10.020000457763672,2004-01-16
9.6875,2004-01-20
9.922499656677246,2004-01-21
9.862500190734863,2004-01-22
10.112500190734863,2004-01-23
10.175000190734863,2004-01-26
10.192500114440918,2004-01-27
9.960000038146973,2004-01-28
10.032500267028809,2004-01-29
10.1225004196167,2004-01-30
10.074999809265137,2004-02-02
10.234999656677246,2004-02-03
10.149999618530273,2004-02-04
10.427499771118164,2004-02-05
10.625,2004-02-06
10.7524995803833,2004-02-09
10.857500076293945,2004-02-10
11.172499656677246,2004-02-11
11.042499542236328,2004-02-12
10.647500038146973,2004-02-13
10.947500228881836,2004-02-17
10.850000381469727,2004-02-18
10.452500343322754,2004-02-19
10.475000381469727,2004-02-20
10.345000267028809,2004-02-23
10.850000381469727,2004-02-24
10.869999885559082,2004-02-25
10.930000305175781,2004-02-26
10.90250015258789,2004-02-27
10.9399995803833,2004-03-01
10.887499809265137,2004-03-02
10.867500305175781,2004-03-03
11.0,2004-03-04
11.024999618530273,2004-03-05
10.887499809265137,2004-03-08
10.835000038146973,2004-03-09
10.635000228881836,2004-03-10
10.864999771118164,2004-03-11
11.449999809265137,2004-03-12
11.072500228881836,2004-03-15
11.229999542236328,2004-03-16
11.125,2004-03-17
10.962499618530273,2004-03-18
10.930000305175781,2004-03-19
10.670000076293945,2004-03-22
11.0,2004-03-23
11.02750015258789,2004-03-24
11.367500305175781,2004-03-25
11.117500305175781,2004-03-26
11.595000267028809,2004-03-29
12.072500228881836,2004-03-30
12.015000343322754,2004-03-31
11.807499885559082,2004-04-01
11.824999809265137,2004-04-02
12.274999618530273,2004-04-05
12.390000343322754,2004-04-06
12.484999656677246,2004-04-07
11.912500381469727,2004-04-08
12.15250015258789,2004-04-12
11.702500343322754,2004-04-13
11.53499984741211,2004-04-14
11.385000228881836,2004-04-15
11.952500343322754,2004-04-16
11.72249984741211,2004-04-19
11.5625,2004-04-20
11.782500267028809,2004-04-21
12.024999618530273,2004-04-22
12.042499542236328,2004-04-23
12.387499809265137,2004-04-26
12.324999809265137,2004-04-27
11.947500228881836,2004-04-28
11.649999618530273,2004-04-29
11.542499542236328,2004-04-30
11.587499618530273,2004-05-03
11.982500076293945,2004-05-04
12.154999732971191,2004-05-05
11.90999984741211,2004-05-06
11.577500343322754,2004-05-07
11.425000190734863,2004-05-10
11.5649995803833,2004-05-11
11.4975004196167,2004-05-12
11.510000228881836,2004-05-13
11.642499923706055,2004-05-14
11.364999771118164,2004-05-17
11.460000038146973,2004-05-18
11.6899995803833,2004-05-19
11.507499694824219,2004-05-20
11.827500343322754,2004-05-21
11.944999694824219,2004-05-24
12.350000381469727,2004-05-25
12.3774995803833,2004-05-26
13.172499656677246,2004-05-27
13.727499961853027,2004-05-28
13.635000228881836,2004-06-01
13.772500038146973,2004-06-02
13.757499694824219,2004-06-03
13.885000228881836,2004-06-04
14.037500381469727,2004-06-07
14.007499694824219,2004-06-08
14.072500228881836,2004-06-09
14.430000305175781,2004-06-10
14.442500114440918,2004-06-14
14.6274995803833,2004-06-15
14.260000228881836,2004-06-16
14.375,2004-06-17
14.289999961853027,2004-06-18
14.412500381469727,2004-06-21
14.607500076293945,2004-06-22
14.630000114440918,2004-06-23
14.977499961853027,2004-06-24
15.199999809265137,2004-06-25
15.550000190734863,2004-06-28
15.137499809265137,2004-06-29
15.227499961853027,2004-06-30
15.550000190734863,2004-07-01
15.40999984741211,2004-07-02
15.182499885559082,2004-07-06
15.1875,2004-07-07
14.484999656677246,2004-07-08
14.5024995803833,2004-07-09
14.539999961853027,2004-07-12
14.710000038146973,2004-07-13
14.3100004196167,2004-07-14
13.859999656677246,2004-07-15
13.395000457763672,2004-07-16
13.449999809265137,2004-07-19
13.920000076293945,2004-07-20
13.6850004196167,2004-07-21
13.925000190734863,2004-07-22
13.789999961853027,2004-07-23
13.78499984741211,2004-07-26
14.600000381469727,2004-07-27
14.604999542236328,2004-07-28
14.984999656677246,2004-07-29
14.869999885559082,2004-07-30
14.875,2004-08-02
14.6899995803833,2004-08-03
14.319999694824219,2004-08-04
13.835000038146973,2004-08-05
13.78499984741211,2004-08-06
14.145000457763672,2004-08-09
14.25,2004-08-10
14.050000190734863,2004-08-11
13.800000190734863,2004-08-12
13.71500015258789,2004-08-13
14.364999771118164,2004-08-16
14.595000267028809,2004-08-17
14.625,2004-08-18
14.710000038146973,2004-08-19
14.850000381469727,2004-08-20
14.545000076293945,2004-08-23
14.59000015258789,2004-08-24
14.619999885559082,2004-08-25
15.029999732971191,2004-08-26
15.449999809265137,2004-08-27
15.0600004196167,2004-08-30
15.130000114440918,2004-08-31
15.244999885559082,2004-09-01
15.744999885559082,2004-09-02
15.800000190734863,2004-09-03
16.200000762939453,2004-09-07
15.984999656677246,2004-09-08
15.3149995803833,2004-09-09
16.799999237060547,2004-09-10
17.315000534057617,2004-09-13
17.43000030517578,2004-09-14
17.53499984741211,2004-09-15
17.614999771118164,2004-09-16
17.264999389648438,2004-09-17
16.889999389648438,2004-09-20
16.889999389648438,2004-09-21
16.65999984741211,2004-09-22
16.454999923706055,2004-09-23
16.81999969482422,2004-09-24
16.479999542236328,2004-09-27
17.09000015258789,2004-09-28
17.21500015258789,2004-09-29
17.200000762939453,2004-09-30
17.30500030517578,2004-10-01
17.7549991607666,2004-10-04
17.549999237060547,2004-10-05
17.760000228881836,2004-10-06
17.764999389648438,2004-10-07
17.604999542236328,2004-10-08
17.860000610351562,2004-10-11
17.844999313354492,2004-10-12
17.600000381469727,2004-10-13
17.600000381469727,2004-10-14
17.924999237060547,2004-10-15
18.475000381469727,2004-10-18
18.920000076293945,2004-10-19
18.774999618530273,2004-10-20
19.184999465942383,2004-10-21
18.959999084472656,2004-10-22
19.155000686645508,2004-10-25
19.424999237060547,2004-10-26
20.0049991607666,2004-10-27
20.549999237060547,2004-10-28
20.5,2004-10-29
20.825000762939453,2004-11-01
20.684999465942383,2004-11-02
20.665000915527344,2004-11-03
21.770000457763672,2004-11-04
21.825000762939453,2004-11-05
22.405000686645508,2004-11-08
22.170000076293945,2004-11-09
22.604999542236328,2004-11-10
22.25,2004-11-11
23.545000076293945,2004-11-12
23.514999389648438,2004-11-15
22.885000228881836,2004-11-16
22.010000228881836,2004-11-17
22.829999923706055,2004-11-18
21.725000381469727,2004-11-19
21.565000534057617,2004-11-22
22.15999984741211,2004-11-23
22.290000915527344,2004-11-24
22.30500030517578,2004-11-26
21.75,2004-11-29
21.25,2004-11-30
21.934999465942383,2004-12-01
21.239999771118164,2004-12-02
20.950000762939453,2004-12-03
21.020000457763672,2004-12-06
21.19499969482422,2004-12-07
21.420000076293945,2004-12-08
21.610000610351562,2004-12-09
21.440000534057617,2004-12-10
21.530000686645508,2004-12-13
22.06999969482422,2004-12-14
22.049999237060547,2004-12-15
21.665000915527344,2004-12-16
21.639999389648438,2004-12-17
21.0,2004-12-20
21.450000762939453,2004-12-21
21.81999969482422,2004-12-22
21.729999542236328,2004-12-23
21.815000534057617,2004-12-27
22.489999771118164,2004-12-28
22.420000076293945,2004-12-29
22.59000015258789,2004-12-30
22.200000762939453,2004-12-31
21.924999237060547,2005-01-03
21.655000686645508,2005-01-04
21.389999389648438,2005-01-05
20.80500030517578,2005-01-06
20.510000228881836,2005-01-07
20.399999618530273,2005-01-10
20.15999984741211,2005-01-11
20.09000015258789,2005-01-12
20.010000228881836,2005-01-13
20.899999618530273,2005-01-14
20.7549991607666,2005-01-18
20.725000381469727,2005-01-19
20.200000762939453,2005-01-20
19.684999465942383,2005-01-21
19.325000762939453,2005-01-24
19.934999465942383,2005-01-25
19.96500015258789,2005-01-26
20.3700008392334,2005-01-27
20.094999313354492,2005-01-28
21.03499984741211,2005-01-31
20.69499969482422,2005-02-01
20.709999084472656,2005-02-02
20.950000762939453,2005-02-03
21.670000076293945,2005-02-04
22.290000915527344,2005-02-07
22.110000610351562,2005-02-08
21.649999618530273,2005-02-09
21.53499984741211,2005-02-10
21.690000534057617,2005-02-11
21.71500015258789,2005-02-14
21.614999771118164,2005-02-15
21.809999465942383,2005-02-16
21.84000015258789,2005-02-17
21.46500015258789,2005-02-18
20.549999237060547,2005-02-22
21.219999313354492,2005-02-23
21.174999237060547,2005-02-24
20.924999237060547,2005-02-25
20.795000076293945,2005-02-28
21.915000915527344,2005-03-01
22.770000457763672,2005-03-02
22.434999465942383,2005-03-03
22.584999084472656,2005-03-04
23.899999618530273,2005-03-07
23.959999084472656,2005-03-08
23.760000228881836,2005-03-09
23.6200008392334,2005-03-10
24.014999389648438,2005-03-11
23.729999542236328,2005-03-14
24.450000762939453,2005-03-15
24.18000030517578,2005-03-16
24.059999465942383,2005-03-17
23.954999923706055,2005-03-18
23.389999389648438,2005-03-21
23.31999969482422,2005-03-22
22.979999542236328,2005-03-23
22.719999313354492,2005-03-24
23.75,2005-03-28
23.145000457763672,2005-03-29
23.84000015258789,2005-03-30
23.985000610351562,2005-03-31
23.5,2005-04-01
23.600000381469727,2005-04-04
24.405000686645508,2005-04-05
24.44499969482422,2005-04-06
24.100000381469727,2005-04-07
23.5,2005-04-08
23.280000686645508,2005-04-11
23.559999465942383,2005-04-12
23.040000915527344,2005-04-13
22.764999389648438,2005-04-14
21.770000457763672,2005-04-15
22.03499984741211,2005-04-18
23.165000915527344,2005-04-19
22.489999771118164,2005-04-20
23.235000610351562,2005-04-21
22.575000762939453,2005-04-22
22.985000610351562,2005-04-25
22.825000762939453,2005-04-26
22.764999389648438,2005-04-27
22.350000381469727,2005-04-28
22.209999084472656,2005-04-29
22.5,2005-05-02
22.385000228881836,2005-05-03
22.575000762939453,2005-05-04
23.06999969482422,2005-05-05
23.05500030517578,2005-05-06
23.854999542236328,2005-05-09
24.020000457763672,2005-05-10
23.889999389648438,2005-05-11
24.8700008392334,2005-05-12
25.354999542236328,2005-05-13
25.790000915527344,2005-05-16
26.05500030517578,2005-05-17
25.934999465942383,2005-05-18
26.65999984741211,2005-05-19
26.46500015258789,2005-05-20
26.975000381469727,2005-05-23
26.94499969482422,2005-05-24
26.55500030517578,2005-05-25
26.325000762939453,2005-05-26
27.079999923706055,2005-05-27
26.670000076293945,2005-05-31
26.844999313354492,2005-06-01
28.200000762939453,2005-06-02
27.4950008392334,2005-06-03
28.020000457763672,2005-06-06
28.174999237060547,2005-06-07
27.434999465942383,2005-06-08
27.690000534057617,2005-06-09
27.28499984741211,2005-06-10
27.600000381469727,2005-06-13
29.2450008392334,2005-06-14
29.395000457763672,2005-06-15
29.725000381469727,2005-06-16
29.459999084472656,2005-06-17
29.524999618530273,2005-06-20
29.545000076293945,2005-06-21
29.415000915527344,2005-06-22
28.594999313354492,2005-06-23
28.375,2005-06-24
28.0,2005-06-27
29.290000915527344,2005-06-28
29.174999237060547,2005-06-29
28.344999313354492,2005-06-30
28.75,2005-07-01
29.100000381469727,2005-07-05
28.885000228881836,2005-07-06
28.954999923706055,2005-07-07
29.145000457763672,2005-07-08
30.21500015258789,2005-07-11
30.2549991607666,2005-07-12
29.350000381469727,2005-07-13
28.719999313354492,2005-07-14
29.28499984741211,2005-07-15
29.809999465942383,2005-07-18
30.899999618530273,2005-07-19
30.770000457763672,2005-07-20
30.295000076293945,2005-07-21
31.299999237060547,2005-07-22
30.5,2005-07-25
29.760000228881836,2005-07-26
30.059999465942383,2005-07-27
30.729999542236328,2005-07-28
30.354999542236328,2005-07-29
30.674999237060547,2005-08-01
30.53499984741211,2005-08-02
30.40999984741211,2005-08-03
29.315000534057617,2005-08-04
28.100000381469727,2005-08-05
28.020000457763672,2005-08-08
28.514999389648438,2005-08-09
28.545000076293945,2005-08-10
28.895000457763672,2005-08-11
29.350000381469727,2005-08-12
29.299999237060547,2005-08-15
28.375,2005-08-16
28.799999237060547,2005-08-17
28.610000610351562,2005-08-18
28.364999771118164,2005-08-19
28.34000015258789,2005-08-22
28.2549991607666,2005-08-23
28.264999389648438,2005-08-24
28.75,2005-08-25
28.309999465942383,2005-08-26
28.104999542236328,2005-08-29
27.524999618530273,2005-08-30
27.829999923706055,2005-08-31
26.299999237060547,2005-09-01
27.0,2005-09-02
27.780000686645508,2005-09-06
28.264999389648438,2005-09-07
28.59000015258789,2005-09-08
28.459999084472656,2005-09-09
28.2549991607666,2005-09-12
27.3700008392334,2005-09-13
27.530000686645508,2005-09-14
27.774999618530273,2005-09-15
27.395000457763672,2005-09-16
27.0049991607666,2005-09-19
25.649999618530273,2005-09-20
26.235000610351562,2005-09-21
26.924999237060547,2005-09-22
27.424999237060547,2005-09-23
28.56999969482422,2005-09-26
28.549999237060547,2005-09-27
28.25,2005-09-28
28.729999542236328,2005-09-29
29.399999618530273,2005-09-30
29.389999389648438,2005-10-03
29.479999542236328,2005-10-04
30.0,2005-10-05
30.6299991607666,2005-10-06
30.950000762939453,2005-10-07
30.280000686645508,2005-10-10
29.829999923706055,2005-10-11
28.600000381469727,2005-10-12
29.040000915527344,2005-10-13
29.520000457763672,2005-10-14
29.81999969482422,2005-10-17
29.3799991607666,2005-10-18
29.670000076293945,2005-10-19
30.309999465942383,2005-10-20
31.440000534057617,2005-10-21
30.030000686645508,2005-10-24
28.540000915527344,2005-10-25
28.030000686645508,2005-10-26
26.709999084472656,2005-10-27
27.520000457763672,2005-10-28
28.329999923706055,2005-10-31
28.420000076293945,2005-11-01
29.459999084472656,2005-11-02
30.780000686645508,2005-11-03
31.3700008392334,2005-11-04
30.700000762939453,2005-11-07
30.59000015258789,2005-11-08
30.149999618530273,2005-11-09
31.479999542236328,2005-11-10
31.43000030517578,2005-11-11
31.309999465942383,2005-11-14
29.809999465942383,2005-11-15
30.639999389648438,2005-11-16
31.3700008392334,2005-11-17
30.799999237060547,2005-11-18
31.420000076293945,2005-11-21
32.83000183105469,2005-11-22
33.43000030517578,2005-11-23
32.790000915527344,2005-11-25
31.75,2005-11-28
31.290000915527344,2005-11-29
30.90999984741211,2005-11-30
31.06999969482422,2005-12-01
31.559999465942383,2005-12-02
31.459999084472656,2005-12-05
30.579999923706055,2005-12-06
30.280000686645508,2005-12-07
30.790000915527344,2005-12-08
30.280000686645508,2005-12-09
29.540000915527344,2005-12-12
28.5,2005-12-13
28.149999618530273,2005-12-14
26.510000228881836,2005-12-15
26.270000457763672,2005-12-16
26.540000915527344,2005-12-19
26.559999465942383,2005-12-20
26.149999618530273,2005-12-21
25.56999969482422,2005-12-22
26.040000915527344,2005-12-23
25.8700008392334,2005-12-27
25.889999389648438,2005-12-28
25.6200008392334,2005-12-29
25.309999465942383,2005-12-30
24.959999084472656,2006-01-03
24.479999542236328,2006-01-04
25.270000457763672,2006-01-05
25.350000381469727,2006-01-06
29.06999969482422,2006-01-09
28.450000762939453,2006-01-10
29.0,2006-01-11
28.440000534057617,2006-01-12
28.68000030517578,2006-01-13
27.940000534057617,2006-01-17
27.729999542236328,2006-01-18
27.110000610351562,2006-01-19
26.579999923706055,2006-01-20
26.110000610351562,2006-01-23
26.309999465942383,2006-01-24
26.709999084472656,2006-01-25
26.719999313354492,2006-01-26
28.100000381469727,2006-01-27
27.520000457763672,2006-01-30
27.309999465942383,2006-01-31
27.450000762939453,2006-02-01
26.399999618530273,2006-02-02
25.940000534057617,2006-02-03
25.799999237060547,2006-02-06
26.809999465942383,2006-02-07
26.700000762939453,2006-02-08
26.8799991607666,2006-02-09
26.510000228881836,2006-02-10
26.510000228881836,2006-02-13
26.809999465942383,2006-02-14
26.950000762939453,2006-02-15
27.5,2006-02-16
27.010000228881836,2006-02-17
26.799999237060547,2006-02-21
27.56999969482422,2006-02-22
28.510000228881836,2006-02-23
27.739999771118164,2006-02-24
28.920000076293945,2006-02-27
28.100000381469727,2006-02-28
28.260000228881836,2006-03-01
27.639999389648438,2006-03-02
27.100000381469727,2006-03-03
26.030000686645508,2006-03-06
24.790000915527344,2006-03-07
25.40999984741211,2006-03-08
24.850000381469727,2006-03-09
25.149999618530273,2006-03-10
24.65999984741211,2006-03-13
24.65999984741211,2006-03-14
24.649999618530273,2006-03-15
23.739999771118164,2006-03-16
23.799999237060547,2006-03-17
23.68000030517578,2006-03-20
23.270000457763672,2006-03-21
23.989999771118164,2006-03-22
24.190000534057617,2006-03-23
24.639999389648438,2006-03-24
23.989999771118164,2006-03-27
24.229999542236328,2006-03-28
24.149999618530273,2006-03-29
24.600000381469727,2006-03-30
24.540000915527344,2006-03-31
23.649999618530273,2006-04-03
23.020000457763672,2006-04-04
23.09000015258789,2006-04-05
23.43000030517578,2006-04-06
23.299999237060547,2006-04-07
22.780000686645508,2006-04-10
22.0,2006-04-11
22.5,2006-04-12
22.170000076293945,2006-04-13
22.579999923706055,2006-04-17
23.799999237060547,2006-04-18
23.6200008392334,2006-04-19
23.399999618530273,2006-04-20
23.239999771118164,2006-04-21
23.260000228881836,2006-04-24
23.139999389648438,2006-04-25
23.170000076293945,2006-04-26
23.15999984741211,2006-04-27
23.200000762939453,2006-04-28
22.8799991607666,2006-05-01
22.450000762939453,2006-05-02
22.18000030517578,2006-05-03
22.93000030517578,2006-05-04
22.6200008392334,2006-05-05
22.540000915527344,2006-05-08
21.649999618530273,2006-05-09
21.440000534057617,2006-05-10
22.1299991607666,2006-05-11
21.280000686645508,2006-05-12
20.81999969482422,2006-05-15
20.459999084472656,2006-05-16
20.200000762939453,2006-05-17
19.809999465942383,2006-05-18
19.959999084472656,2006-05-19
19.559999465942383,2006-05-22
19.420000076293945,2006-05-23
19.34000015258789,2006-05-24
19.149999618530273,2006-05-25
18.940000534057617,2006-05-26
18.43000030517578,2006-05-30
18.56999969482422,2006-05-31
