HSIC,Date
5.735293865203857,1996-03-04
5.882352828979492,1996-03-05
5.980391979217529,1996-03-06
5.882352828979492,1996-03-07
5.8333330154418945,1996-03-08
5.931373119354248,1996-03-11
5.882352828979492,1996-03-12
5.882352828979492,1996-03-13
5.931373119354248,1996-03-14
5.931373119354248,1996-03-15
5.784314155578613,1996-03-18
5.686275005340576,1996-03-19
5.710783958435059,1996-03-20
5.784314155578613,1996-03-21
5.686275005340576,1996-03-22
5.808824062347412,1996-03-25
5.8333330154418945,1996-03-26
5.784314155578613,1996-03-27
5.735293865203857,1996-03-28
5.735293865203857,1996-03-29
6.029411792755127,1996-04-01
5.980391979217529,1996-04-02
5.931373119354248,1996-04-03
5.784314155578613,1996-04-04
5.882352828979492,1996-04-08
5.784314155578613,1996-04-09
5.686275005340576,1996-04-10
5.784314155578613,1996-04-11
5.539216041564941,1996-04-12
5.735293865203857,1996-04-15
6.127450942993164,1996-04-16
6.029411792755127,1996-04-17
6.029411792755127,1996-04-18
6.078431129455566,1996-04-19
6.078431129455566,1996-04-22
6.470588207244873,1996-04-23
6.274509906768799,1996-04-24
6.568626880645752,1996-04-25
6.8627448081970215,1996-04-26
7.2058820724487305,1996-04-29
7.058824062347412,1996-04-30
7.254901885986328,1996-05-01
7.254901885986328,1996-05-02
7.107842922210693,1996-05-03
7.156863212585449,1996-05-06
7.303922176361084,1996-05-07
7.181373119354248,1996-05-08
7.156863212585449,1996-05-09
7.156863212585449,1996-05-10
7.107842922210693,1996-05-13
7.279411792755127,1996-05-14
7.107842922210693,1996-05-15
7.279411792755127,1996-05-16
7.107842922210693,1996-05-17
7.107842922210693,1996-05-20
7.303922176361084,1996-05-21
7.132352828979492,1996-05-22
7.120098114013672,1996-05-23
7.107842922210693,1996-05-24
7.254901885986328,1996-05-28
7.107842922210693,1996-05-29
7.303922176361084,1996-05-30
7.254901885986328,1996-05-31
7.107842922210693,1996-06-03
7.450980186462402,1996-06-04
7.720588207244873,1996-06-05
7.990196228027344,1996-06-06
8.026961326599121,1996-06-07
7.941175937652588,1996-06-10
8.529412269592285,1996-06-11
8.43137264251709,1996-06-12
8.088234901428223,1996-06-13
8.284314155578613,1996-06-14
7.769608020782471,1996-06-17
7.5,1996-06-18
7.303922176361084,1996-06-19
6.911765098571777,1996-06-20
6.911765098571777,1996-06-21
6.8627448081970215,1996-06-24
6.8872551918029785,1996-06-25
6.764706134796143,1996-06-26
6.985293865203857,1996-06-27
7.5,1996-06-28
7.892157077789307,1996-07-01
7.598039150238037,1996-07-02
7.549019813537598,1996-07-03
7.598039150238037,1996-07-05
7.2058820724487305,1996-07-08
6.838234901428223,1996-07-09
6.960783958435059,1996-07-10
6.764706134796143,1996-07-11
6.32352876663208,1996-07-12
6.200980186462402,1996-07-15
6.274509906768799,1996-07-16
6.642157077789307,1996-07-17
7.058824062347412,1996-07-18
7.156863212585449,1996-07-19
7.107842922210693,1996-07-22
7.156863212585449,1996-07-23
6.960783958435059,1996-07-24
6.911765098571777,1996-07-25
7.107842922210693,1996-07-26
6.960783958435059,1996-07-29
7.254901885986328,1996-07-30
7.181373119354248,1996-07-31
7.107842922210693,1996-08-01
6.764706134796143,1996-08-02
6.568626880645752,1996-08-05
6.5441179275512695,1996-08-06
6.715685844421387,1996-08-07
6.568626880645752,1996-08-08
6.568626880645752,1996-08-09
6.8627448081970215,1996-08-12
6.8627448081970215,1996-08-13
6.911765098571777,1996-08-14
6.5441179275512695,1996-08-15
6.617647171020508,1996-08-16
6.495098114013672,1996-08-19
6.519608020782471,1996-08-20
6.519608020782471,1996-08-21
6.421568870544434,1996-08-22
6.519608020782471,1996-08-23
6.6666669845581055,1996-08-26
6.813724994659424,1996-08-27
6.813724994659424,1996-08-28
6.6666669845581055,1996-08-29
6.519608020782471,1996-08-30
6.372549057006836,1996-09-03
6.470588207244873,1996-09-04
6.568626880645752,1996-09-05
6.764706134796143,1996-09-06
7.156863212585449,1996-09-09
6.8627448081970215,1996-09-10
6.8627448081970215,1996-09-11
6.8627448081970215,1996-09-12
6.617647171020508,1996-09-13
6.8627448081970215,1996-09-16
6.813724994659424,1996-09-17
7.156863212585449,1996-09-18
7.769608020782471,1996-09-19
7.598039150238037,1996-09-20
7.549019813537598,1996-09-23
7.401960849761963,1996-09-24
7.2058820724487305,1996-09-25
7.2058820724487305,1996-09-26
7.401960849761963,1996-09-27
7.549019813537598,1996-09-30
7.5,1996-10-01
7.696077823638916,1996-10-02
7.745098114013672,1996-10-03
7.7941179275512695,1996-10-04
7.892157077789307,1996-10-07
7.647058963775635,1996-10-08
7.696077823638916,1996-10-09
7.7941179275512695,1996-10-10
7.598039150238037,1996-10-11
7.647058963775635,1996-10-14
7.377450942993164,1996-10-15
7.316175937652588,1996-10-16
7.401960849761963,1996-10-17
7.401960849761963,1996-10-18
7.254901885986328,1996-10-21
7.2058820724487305,1996-10-22
7.156863212585449,1996-10-23
7.303922176361084,1996-10-24
7.058824062347412,1996-10-25
7.058824062347412,1996-10-28
7.352941036224365,1996-10-29
7.303922176361084,1996-10-30
7.7941179275512695,1996-10-31
7.549019813537598,1996-11-01
7.107842922210693,1996-11-04
7.352941036224365,1996-11-05
7.2058820724487305,1996-11-06
7.401960849761963,1996-11-07
7.303922176361084,1996-11-08
7.647058963775635,1996-11-11
7.5122551918029785,1996-11-12
7.450980186462402,1996-11-13
7.2058820724487305,1996-11-14
7.058824062347412,1996-11-15
7.107842922210693,1996-11-18
6.813724994659424,1996-11-19
6.8627448081970215,1996-11-20
6.6666669845581055,1996-11-21
6.936275005340576,1996-11-22
7.598039150238037,1996-11-25
8.039216041564941,1996-11-26
7.843136787414551,1996-11-27
7.990196228027344,1996-11-29
7.941175937652588,1996-12-02
7.7941179275512695,1996-12-03
7.7941179275512695,1996-12-04
7.769608020782471,1996-12-05
7.818626880645752,1996-12-06
7.769608020782471,1996-12-09
7.720588207244873,1996-12-10
7.549019813537598,1996-12-11
7.401960849761963,1996-12-12
6.911765098571777,1996-12-13
6.838234901428223,1996-12-16
6.838234901428223,1996-12-17
6.813724994659424,1996-12-18
6.715685844421387,1996-12-19
6.715685844421387,1996-12-20
6.911765098571777,1996-12-23
6.8627448081970215,1996-12-24
6.764706134796143,1996-12-26
6.764706134796143,1996-12-27
6.789216041564941,1996-12-30
6.740196228027344,1996-12-31
6.691175937652588,1997-01-02
6.568626880645752,1997-01-03
6.691175937652588,1997-01-06
6.691175937652588,1997-01-07
6.715685844421387,1997-01-08
6.740196228027344,1997-01-09
7.034314155578613,1997-01-10
7.156863212585449,1997-01-13
7.254901885986328,1997-01-14
7.549019813537598,1997-01-15
7.401960849761963,1997-01-16
7.328431129455566,1997-01-17
7.328431129455566,1997-01-20
7.156863212585449,1997-01-21
6.960783958435059,1997-01-22
6.715685844421387,1997-01-23
6.813724994659424,1997-01-24
6.715685844421387,1997-01-27
6.519608020782471,1997-01-28
6.372549057006836,1997-01-29
6.495098114013672,1997-01-30
6.617647171020508,1997-01-31
6.740196228027344,1997-02-03
6.691175937652588,1997-02-04
6.813724994659424,1997-02-05
6.6666669845581055,1997-02-06
6.691175937652588,1997-02-07
6.715685844421387,1997-02-10
6.593136787414551,1997-02-11
6.740196228027344,1997-02-12
6.5441179275512695,1997-02-13
6.200980186462402,1997-02-14
6.053922176361084,1997-02-18
6.225490093231201,1997-02-19
6.078431129455566,1997-02-20
6.090685844421387,1997-02-21
6.053922176361084,1997-02-24
5.857842922210693,1997-02-25
5.196077823638916,1997-02-26
5.392157077789307,1997-02-27
5.2941179275512695,1997-02-28
5.343136787414551,1997-03-03
5.490196228027344,1997-03-04
5.539216041564941,1997-03-05
5.588234901428223,1997-03-06
5.6127448081970215,1997-03-07
5.392157077789307,1997-03-10
5.343136787414551,1997-03-11
4.950980186462402,1997-03-12
4.816175937652588,1997-03-13
5.049019813537598,1997-03-14
5.049019813537598,1997-03-17
5.049019813537598,1997-03-18
5.024509906768799,1997-03-19
5.098039150238037,1997-03-20
5.220588207244873,1997-03-21
5.269608020782471,1997-03-24
5.490196228027344,1997-03-25
5.6372551918029785,1997-03-26
5.710783958435059,1997-03-27
5.686275005340576,1997-03-31
5.784314155578613,1997-04-01
5.686275005340576,1997-04-02
5.6127448081970215,1997-04-03
5.686275005340576,1997-04-04
5.686275005340576,1997-04-07
5.686275005340576,1997-04-08
5.686275005340576,1997-04-09
5.686275005340576,1997-04-10
5.686275005340576,1997-04-11
5.6372551918029785,1997-04-14
5.441175937652588,1997-04-15
5.343136787414551,1997-04-16
5.343136787414551,1997-04-17
5.343136787414551,1997-04-18
5.2941179275512695,1997-04-21
5.269608020782471,1997-04-22
5.2941179275512695,1997-04-23
5.490196228027344,1997-04-24
5.735293865203857,1997-04-25
5.735293865203857,1997-04-28
5.588234901428223,1997-04-29
5.441175937652588,1997-04-30
5.563724994659424,1997-05-01
6.151960849761963,1997-05-02
6.617647171020508,1997-05-05
6.078431129455566,1997-05-06
6.127450942993164,1997-05-07
6.102941036224365,1997-05-08
6.372549057006836,1997-05-09
6.421568870544434,1997-05-12
6.593136787414551,1997-05-13
6.568626880645752,1997-05-14
6.446077823638916,1997-05-15
6.568626880645752,1997-05-16
6.470588207244873,1997-05-19
6.421568870544434,1997-05-20
6.568626880645752,1997-05-21
6.556373119354248,1997-05-22
6.617647171020508,1997-05-23
6.715685844421387,1997-05-27
6.617647171020508,1997-05-28
6.6666669845581055,1997-05-29
6.5441179275512695,1997-05-30
6.6666669845581055,1997-06-02
6.6666669845581055,1997-06-03
6.789216041564941,1997-06-04
6.825980186462402,1997-06-05
6.789216041564941,1997-06-06
6.776960849761963,1997-06-09
6.813724994659424,1997-06-10
6.960783958435059,1997-06-11
6.960783958435059,1997-06-12
6.94852876663208,1997-06-13
6.960783958435059,1997-06-16
6.6666669845581055,1997-06-17
6.32352876663208,1997-06-18
6.299019813537598,1997-06-19
6.151960849761963,1997-06-20
6.127450942993164,1997-06-23
5.980391979217529,1997-06-24
6.225490093231201,1997-06-25
6.029411792755127,1997-06-26
5.992647171020508,1997-06-27
6.127450942993164,1997-06-30
6.360293865203857,1997-07-01
6.813724994659424,1997-07-02
6.911765098571777,1997-07-03
7.107842922210693,1997-07-07
7.034314155578613,1997-07-08
7.034314155578613,1997-07-09
7.034314155578613,1997-07-10
7.046568870544434,1997-07-11
7.071077823638916,1997-07-14
7.156863212585449,1997-07-15
7.230391979217529,1997-07-16
7.42647123336792,1997-07-17
7.549019813537598,1997-07-18
7.377450942993164,1997-07-21
7.365196228027344,1997-07-22
7.328431129455566,1997-07-23
7.2916669845581055,1997-07-24
7.267157077789307,1997-07-25
7.242647171020508,1997-07-28
7.279411792755127,1997-07-29
7.254901885986328,1997-07-30
7.254901885986328,1997-07-31
7.647058963775635,1997-08-01
7.904411792755127,1997-08-04
7.843136787414551,1997-08-05
7.598039150238037,1997-08-06
7.598039150238037,1997-08-07
7.42647123336792,1997-08-08
7.0833330154418945,1997-08-11
7.058824062347412,1997-08-12
7.034314155578613,1997-08-13
6.936275005340576,1997-08-14
6.813724994659424,1997-08-15
6.911765098571777,1997-08-18
6.8872551918029785,1997-08-19
7.009803771972656,1997-08-20
6.911765098571777,1997-08-21
7.009803771972656,1997-08-22
7.058824062347412,1997-08-25
7.034314155578613,1997-08-26
7.058824062347412,1997-08-27
6.997549057006836,1997-08-28
6.985293865203857,1997-08-29
7.034314155578613,1997-09-02
6.985293865203857,1997-09-03
7.009803771972656,1997-09-04
6.936275005340576,1997-09-05
6.911765098571777,1997-09-08
6.960783958435059,1997-09-09
6.617647171020508,1997-09-10
6.727941036224365,1997-09-11
6.703431129455566,1997-09-12
6.8872551918029785,1997-09-15
7.107842922210693,1997-09-16
7.2058820724487305,1997-09-17
7.058824062347412,1997-09-18
6.936275005340576,1997-09-19
7.034314155578613,1997-09-22
6.960783958435059,1997-09-23
6.911765098571777,1997-09-24
6.94852876663208,1997-09-25
6.960783958435059,1997-09-26
6.997549057006836,1997-09-29
7.009803771972656,1997-09-30
7.009803771972656,1997-10-01
6.960783958435059,1997-10-02
6.936275005340576,1997-10-03
6.936275005340576,1997-10-06
6.936275005340576,1997-10-07
6.936275005340576,1997-10-08
7.034314155578613,1997-10-09
7.058824062347412,1997-10-10
7.009803771972656,1997-10-13
7.156863212585449,1997-10-14
7.156863212585449,1997-10-15
7.0833330154418945,1997-10-16
7.058824062347412,1997-10-17
7.107842922210693,1997-10-20
7.279411792755127,1997-10-21
7.303922176361084,1997-10-22
7.107842922210693,1997-10-23
7.058824062347412,1997-10-24
6.936275005340576,1997-10-27
6.568626880645752,1997-10-28
6.5441179275512695,1997-10-29
6.384803771972656,1997-10-30
6.446077823638916,1997-10-31
6.727941036224365,1997-11-03
6.936275005340576,1997-11-04
6.960783958435059,1997-11-05
7.009803771972656,1997-11-06
6.960783958435059,1997-11-07
6.973039150238037,1997-11-10
6.960783958435059,1997-11-11
6.8872551918029785,1997-11-12
6.850490093231201,1997-11-13
6.776960849761963,1997-11-14
6.568626880645752,1997-11-17
6.629901885986328,1997-11-18
6.519608020782471,1997-11-19
6.593136787414551,1997-11-20
6.960783958435059,1997-11-21
7.144608020782471,1997-11-24
6.911765098571777,1997-11-25
6.911765098571777,1997-11-26
6.911765098571777,1997-11-28
6.8627448081970215,1997-12-01
6.813724994659424,1997-12-02
6.911765098571777,1997-12-03
6.8627448081970215,1997-12-04
6.764706134796143,1997-12-05
6.911765098571777,1997-12-08
6.850490093231201,1997-12-09
6.844363212585449,1997-12-10
6.911765098571777,1997-12-11
6.899509906768799,1997-12-12
6.911765098571777,1997-12-15
6.838234901428223,1997-12-16
6.703431129455566,1997-12-17
6.593136787414551,1997-12-18
6.568626880645752,1997-12-19
6.446077823638916,1997-12-22
6.372549057006836,1997-12-23
6.568626880645752,1997-12-24
6.593136787414551,1997-12-26
6.605391979217529,1997-12-29
6.825980186462402,1997-12-30
6.8627448081970215,1997-12-31
6.911765098571777,1998-01-02
6.6666669845581055,1998-01-05
6.740196228027344,1998-01-06
6.764706134796143,1998-01-07
6.715685844421387,1998-01-08
6.372549057006836,1998-01-09
5.906863212585449,1998-01-12
6.053922176361084,1998-01-13
6.029411792755127,1998-01-14
6.078431129455566,1998-01-15
6.421568870544434,1998-01-16
6.740196228027344,1998-01-20
6.6666669845581055,1998-01-21
6.740196228027344,1998-01-22
6.789216041564941,1998-01-23
6.654411792755127,1998-01-26
6.495098114013672,1998-01-27
6.5441179275512695,1998-01-28
6.6666669845581055,1998-01-29
6.470588207244873,1998-01-30
6.25,1998-02-02
6.519608020782471,1998-02-03
6.568626880645752,1998-02-04
6.715685844421387,1998-02-05
6.617647171020508,1998-02-06
6.789216041564941,1998-02-09
6.8627448081970215,1998-02-10
7.071077823638916,1998-02-11
7.071077823638916,1998-02-12
7.0833330154418945,1998-02-13
7.107842922210693,1998-02-17
7.279411792755127,1998-02-18
7.5,1998-02-19
7.598039150238037,1998-02-20
7.585783958435059,1998-02-23
7.622549057006836,1998-02-24
7.647058963775635,1998-02-25
7.696077823638916,1998-02-26
7.990196228027344,1998-02-27
7.892157077789307,1998-03-02
7.953431129455566,1998-03-03
7.928922176361084,1998-03-04
7.806373119354248,1998-03-05
7.806373119354248,1998-03-06
7.745098114013672,1998-03-09
7.7941179275512695,1998-03-10
7.818626880645752,1998-03-11
7.720588207244873,1998-03-12
7.720588207244873,1998-03-13
7.818626880645752,1998-03-16
7.818626880645752,1998-03-17
7.843136787414551,1998-03-18
7.818626880645752,1998-03-19
7.647058963775635,1998-03-20
7.647058963775635,1998-03-23
7.696077823638916,1998-03-24
7.647058963775635,1998-03-25
7.57352876663208,1998-03-26
7.57352876663208,1998-03-27
7.671568870544434,1998-03-30
8.13725471496582,1998-03-31
8.259803771972656,1998-04-01
8.627450942993164,1998-04-02
8.40686321258545,1998-04-03
8.480392456054688,1998-04-06
8.578431129455566,1998-04-07
8.44362735748291,1998-04-08
8.235294342041016,1998-04-09
8.13725471496582,1998-04-13
8.039216041564941,1998-04-14
8.13725471496582,1998-04-15
8.235294342041016,1998-04-16
8.235294342041016,1998-04-17
8.186274528503418,1998-04-20
7.867647171020508,1998-04-21
7.928922176361084,1998-04-22
7.622549057006836,1998-04-23
7.561275005340576,1998-04-24
7.401960849761963,1998-04-27
7.401960849761963,1998-04-28
7.647058963775635,1998-04-29
7.647058963775635,1998-04-30
7.7941179275512695,1998-05-01
7.892157077789307,1998-05-04
7.867647171020508,1998-05-05
7.843136787414551,1998-05-06
7.659314155578613,1998-05-07
7.867647171020508,1998-05-08
7.7941179275512695,1998-05-11
7.867647171020508,1998-05-12
7.867647171020508,1998-05-13
7.9166669845581055,1998-05-14
7.990196228027344,1998-05-15
8.088234901428223,1998-05-18
8.382352828979492,1998-05-19
8.40686321258545,1998-05-20
8.192401885986328,1998-05-21
8.088234901428223,1998-05-22
7.867647171020508,1998-05-26
7.598039150238037,1998-05-27
7.524509906768799,1998-05-28
7.549019813537598,1998-05-29
7.377450942993164,1998-06-01
7.598039150238037,1998-06-02
7.598039150238037,1998-06-03
7.7941179275512695,1998-06-04
7.941175937652588,1998-06-05
7.818626880645752,1998-06-08
7.9166669845581055,1998-06-09
7.941175937652588,1998-06-10
7.977941036224365,1998-06-11
8.088234901428223,1998-06-12
7.892157077789307,1998-06-15
7.892157077789307,1998-06-16
8.002450942993164,1998-06-17
7.892157077789307,1998-06-18
7.990196228027344,1998-06-19
8.13725471496582,1998-06-22
8.45588207244873,1998-06-23
8.799019813537598,1998-06-24
8.651961326599121,1998-06-25
9.019607543945312,1998-06-26
9.019607543945312,1998-06-29
9.04411792755127,1998-06-30
8.725489616394043,1998-07-01
8.651961326599121,1998-07-02
8.639705657958984,1998-07-06
8.897059440612793,1998-07-07
8.823529243469238,1998-07-08
8.823529243469238,1998-07-09
8.982843399047852,1998-07-10
9.215685844421387,1998-07-13
9.166666984558105,1998-07-14
9.436274528503418,1998-07-15
9.509803771972656,1998-07-16
9.65686321258545,1998-07-17
9.852940559387207,1998-07-20
9.70588207244873,1998-07-21
9.558823585510254,1998-07-22
9.399510383605957,1998-07-23
9.117647171020508,1998-07-24
8.995098114013672,1998-07-27
9.019607543945312,1998-07-28
9.215685844421387,1998-07-29
9.534314155578613,1998-07-30
9.436274528503418,1998-07-31
9.497549057006836,1998-08-03
8.627450942993164,1998-08-04
8.602940559387207,1998-08-05
8.517156600952148,1998-08-06
8.823529243469238,1998-08-07
8.627450942993164,1998-08-10
8.480392456054688,1998-08-11
8.725489616394043,1998-08-12
8.75,1998-08-13
8.823529243469238,1998-08-14
8.872549057006836,1998-08-17
9.08088207244873,1998-08-18
9.117647171020508,1998-08-19
9.05637264251709,1998-08-20
9.019607543945312,1998-08-21
9.06862735748291,1998-08-24
8.823529243469238,1998-08-25
8.41911792755127,1998-08-26
8.186274528503418,1998-08-27
7.990196228027344,1998-08-28
7.549019813537598,1998-08-31
7.990196228027344,1998-09-01
7.843136787414551,1998-09-02
7.450980186462402,1998-09-03
7.352941036224365,1998-09-04
7.414216041564941,1998-09-08
7.450980186462402,1998-09-09
7.401960849761963,1998-09-10
7.671568870544434,1998-09-11
7.095588207244873,1998-09-14
7.2058820724487305,1998-09-15
7.107842922210693,1998-09-16
6.813724994659424,1998-09-17
6.482842922210693,1998-09-18
6.274509906768799,1998-09-21
6.519608020782471,1998-09-22
6.911765098571777,1998-09-23
6.8627448081970215,1998-09-24
6.825980186462402,1998-09-25
6.8627448081970215,1998-09-28
6.6666669845581055,1998-09-29
6.813724994659424,1998-09-30
6.617647171020508,1998-10-01
6.6666669845581055,1998-10-02
6.397058963775635,1998-10-05
6.286765098571777,1998-10-06
6.17647123336792,1998-10-07
5.931373119354248,1998-10-08
5.723039150238037,1998-10-09
5.882352828979492,1998-10-12
5.759803771972656,1998-10-13
5.490196228027344,1998-10-14
5.649509906768799,1998-10-15
6.004901885986328,1998-10-16
6.127450942993164,1998-10-19
6.446077823638916,1998-10-20
6.6666669845581055,1998-10-21
6.764706134796143,1998-10-22
6.911765098571777,1998-10-23
6.936275005340576,1998-10-26
6.6666669845581055,1998-10-27
6.936275005340576,1998-10-28
7.352941036224365,1998-10-29
7.585783958435059,1998-10-30
7.42647123336792,1998-11-02
7.316175937652588,1998-11-03
7.352941036224365,1998-11-04
7.181373119354248,1998-11-05
7.156863212585449,1998-11-06
7.034314155578613,1998-11-09
6.960783958435059,1998-11-10
7.009803771972656,1998-11-11
7.1691179275512695,1998-11-12
6.911765098571777,1998-11-13
6.985293865203857,1998-11-16
7.009803771972656,1998-11-17
7.279411792755127,1998-11-18
7.42647123336792,1998-11-19
7.475490093231201,1998-11-20
7.254901885986328,1998-11-23
7.181373119354248,1998-11-24
7.156863212585449,1998-11-25
7.009803771972656,1998-11-27
6.960783958435059,1998-11-30
7.034314155578613,1998-12-01
7.058824062347412,1998-12-02
7.046568870544434,1998-12-03
7.009803771972656,1998-12-04
7.132352828979492,1998-12-07
7.034314155578613,1998-12-08
7.046568870544434,1998-12-09
7.058824062347412,1998-12-10
7.156863212585449,1998-12-11
7.230391979217529,1998-12-14
7.450980186462402,1998-12-15
7.438724994659424,1998-12-16
7.549019813537598,1998-12-17
7.598039150238037,1998-12-18
7.818626880645752,1998-12-21
7.671568870544434,1998-12-22
7.769608020782471,1998-12-23
7.867647171020508,1998-12-24
7.965685844421387,1998-12-28
8.799019813537598,1998-12-29
8.799019813537598,1998-12-30
8.774510383605957,1998-12-31
8.799019813537598,1999-01-04
8.480392456054688,1999-01-05
8.958333015441895,1999-01-06
8.823529243469238,1999-01-07
9.117647171020508,1999-01-08
9.08088207244873,1999-01-11
8.43137264251709,1999-01-12
8.627450942993164,1999-01-13
7.965685844421387,1999-01-14
8.259803771972656,1999-01-15
8.186274528503418,1999-01-19
8.235294342041016,1999-01-20
8.247549057006836,1999-01-21
8.088234901428223,1999-01-22
8.088234901428223,1999-01-25
8.43137264251709,1999-01-26
8.11274528503418,1999-01-27
8.149510383605957,1999-01-28
8.247549057006836,1999-01-29
8.210783958435059,1999-02-01
8.259803771972656,1999-02-02
8.235294342041016,1999-02-03
8.11274528503418,1999-02-04
7.034314155578613,1999-02-05
6.936275005340576,1999-02-08
7.058824062347412,1999-02-09
6.740196228027344,1999-02-10
6.568626880645752,1999-02-11
6.593136787414551,1999-02-12
6.531863212585449,1999-02-16
6.348039150238037,1999-02-17
5.943626880645752,1999-02-18
4.877450942993164,1999-02-19
5.661765098571777,1999-02-22
5.441175937652588,1999-02-23
5.392157077789307,1999-02-24
5.122549057006836,1999-02-25
5.024509906768799,1999-02-26
5.147058963775635,1999-03-01
5.490196228027344,1999-03-02
5.686275005340576,1999-03-03
5.514706134796143,1999-03-04
5.2941179275512695,1999-03-05
5.563724994659424,1999-03-08
5.575980186462402,1999-03-09
5.245098114013672,1999-03-10
5.171568870544434,1999-03-11
5.061275005340576,1999-03-12
5.085783958435059,1999-03-15
5.147058963775635,1999-03-16
5.147058963775635,1999-03-17
5.257352828979492,1999-03-18
5.2941179275512695,1999-03-19
5.343136787414551,1999-03-22
5.257352828979492,1999-03-23
5.171568870544434,1999-03-24
5.0,1999-03-25
4.914216041564941,1999-03-26
5.0,1999-03-29
4.938724994659424,1999-03-30
4.950980186462402,1999-03-31
4.767157077789307,1999-04-01
4.828431129455566,1999-04-05
4.215685844421387,1999-04-06
3.946078062057495,1999-04-07
4.0808820724487305,1999-04-08
4.203431129455566,1999-04-09
4.117647171020508,1999-04-12
4.007352828979492,1999-04-13
4.142157077789307,1999-04-14
4.852941036224365,1999-04-15
4.767157077789307,1999-04-16
4.76102876663208,1999-04-19
4.803922176361084,1999-04-20
4.865196228027344,1999-04-21
4.436275005340576,1999-04-22
4.460783958435059,1999-04-23
4.681373119354248,1999-04-26
5.122549057006836,1999-04-27
5.110293865203857,1999-04-28
5.07352876663208,1999-04-29
5.134803771972656,1999-04-30
4.950980186462402,1999-05-03
5.649509906768799,1999-05-04
5.404411792755127,1999-05-05
5.147058963775635,1999-05-06
5.220588207244873,1999-05-07
5.098039150238037,1999-05-10
5.269608020782471,1999-05-11
5.931373119354248,1999-05-12
6.32352876663208,1999-05-13
6.115196228027344,1999-05-14
6.139706134796143,1999-05-17
6.17647123336792,1999-05-18
6.32352876663208,1999-05-19
6.519608020782471,1999-05-20
6.164216041564941,1999-05-21
6.213234901428223,1999-05-24
6.029411792755127,1999-05-25
5.943626880645752,1999-05-26
5.808824062347412,1999-05-27
5.9191179275512695,1999-05-28
5.882352828979492,1999-06-01
5.870098114013672,1999-06-02
5.8333330154418945,1999-06-03
5.735293865203857,1999-06-04
5.931373119354248,1999-06-07
5.8333330154418945,1999-06-08
5.882352828979492,1999-06-09
5.857842922210693,1999-06-10
5.9191179275512695,1999-06-11
5.870098114013672,1999-06-14
5.870098114013672,1999-06-15
5.931373119354248,1999-06-16
5.870098114013672,1999-06-17
6.225490093231201,1999-06-18
6.372549057006836,1999-06-21
6.446077823638916,1999-06-22
6.2622551918029785,1999-06-23
6.102941036224365,1999-06-24
5.980391979217529,1999-06-25
6.151960849761963,1999-06-28
6.17647123336792,1999-06-29
6.213234901428223,1999-06-30
6.200980186462402,1999-07-01
6.200980186462402,1999-07-02
6.017157077789307,1999-07-06
5.906863212585449,1999-07-07
5.943626880645752,1999-07-08
5.772058963775635,1999-07-09
