SRE,Date
1.6598811149597168,1999-04-06
1.6056373119354248,1999-04-07
1.6436083316802979,1999-04-08
1.63818359375,1999-04-09
1.6544573307037354,1999-04-12
1.649032711982727,1999-04-13
1.6273350715637207,1999-04-14
1.649032711982727,1999-04-15
1.6924282312393188,1999-04-16
1.7087023258209229,1999-04-19
1.757522463798523,1999-04-20
1.752097487449646,1999-04-21
1.768370270729065,1999-04-22
1.768370270729065,1999-04-23
1.822615385055542,1999-04-26
1.8443130254745483,1999-04-27
1.8443130254745483,1999-04-28
1.8334635496139526,1999-04-29
1.8009159564971924,1999-04-30
1.811766505241394,1999-05-03
1.822615385055542,1999-05-04
1.8063421249389648,1999-05-05
1.7900676727294922,1999-05-06
1.7954925298690796,1999-05-07
1.8334635496139526,1999-05-10
1.8605849742889404,1999-05-11
1.8660107851028442,1999-05-12
1.8985579013824463,1999-05-13
1.8768596649169922,1999-05-14
1.8768596649169922,1999-05-17
1.8605849742889404,1999-05-18
1.8660107851028442,1999-05-19
1.8551610708236694,1999-05-20
1.8768596649169922,1999-05-21
1.882284164428711,1999-05-24
1.8877086639404297,1999-05-25
1.914831280708313,1999-05-26
1.8985579013824463,1999-05-27
1.8660107851028442,1999-05-28
1.8985579013824463,1999-06-01
1.8605849742889404,1999-06-02
1.8768596649169922,1999-06-03
1.914831280708313,1999-06-04
1.9311041831970215,1999-06-07
1.9419537782669067,1999-06-08
1.9311041831970215,1999-06-09
1.8714344501495361,1999-06-10
1.882284164428711,1999-06-11
1.936528205871582,1999-06-14
1.979923963546753,1999-06-15
1.9744987487792969,1999-06-16
2.0108981132507324,1999-06-17
2.1513235569000244,1999-06-18
2.0502171516418457,1999-06-21
2.0558342933654785,1999-06-22
2.02774977684021,1999-06-23
2.0165157318115234,1999-06-24
2.022132158279419,1999-06-25
2.0502171516418457,1999-06-28
2.044600009918213,1999-06-29
2.0333669185638428,1999-06-30
2.02774977684021,1999-07-01
2.02774977684021,1999-07-02
2.0389840602874756,1999-07-06
2.0333669185638428,1999-07-07
2.02774977684021,1999-07-08
2.072685956954956,1999-07-09
2.067068338394165,1999-07-12
2.044600009918213,1999-07-13
2.0389840602874756,1999-07-14
2.072685956954956,1999-07-15
2.0783026218414307,1999-07-16
2.072685956954956,1999-07-19
2.0558342933654785,1999-07-20
2.0783026218414307,1999-07-21
2.072685956954956,1999-07-22
2.0389840602874756,1999-07-23
2.0614511966705322,1999-07-26
2.0614511966705322,1999-07-27
2.022132158279419,1999-07-28
1.988430380821228,1999-07-29
1.9940475225448608,1999-07-30
2.0108981132507324,1999-08-02
2.0165157318115234,1999-08-03
1.9996644258499146,1999-08-04
1.988430380821228,1999-08-05
1.9996644258499146,1999-08-06
1.988430380821228,1999-08-09
1.9547277688980103,1999-08-10
1.9996644258499146,1999-08-11
1.9940475225448608,1999-08-12
1.9659624099731445,1999-08-13
1.9491108655929565,1999-08-16
1.988430380821228,1999-08-17
1.9715789556503296,1999-08-18
1.9828137159347534,1999-08-19
1.9996644258499146,1999-08-20
2.0165157318115234,1999-08-23
2.0108981132507324,1999-08-24
2.0558342933654785,1999-08-25
2.0614511966705322,1999-08-26
2.067068338394165,1999-08-27
2.022132158279419,1999-08-30
2.005281448364258,1999-08-31
2.005281448364258,1999-09-01
2.005281448364258,1999-09-02
2.02774977684021,1999-09-03
1.9828137159347534,1999-09-07
1.9715789556503296,1999-09-08
1.9996644258499146,1999-09-09
2.0108981132507324,1999-09-10
2.0108981132507324,1999-09-13
1.988430380821228,1999-09-14
2.005281448364258,1999-09-15
2.0429978370666504,1999-09-16
2.0429978370666504,1999-09-17
2.0022549629211426,1999-09-20
1.9615106582641602,1999-09-21
1.9556903839111328,1999-09-22
1.9207675457000732,1999-09-23
1.9149467945098877,1999-09-24
1.9091260433197021,1999-09-27
1.9207675457000732,1999-09-28
1.9033057689666748,1999-09-29
1.9382290840148926,1999-09-30
1.9731525182724,1999-10-01
1.9906139373779297,1999-10-04
1.9615106582641602,1999-10-05
1.9673303365707397,1999-10-06
1.9265882968902588,1999-10-07
1.944049596786499,1999-10-08
1.9324085712432861,1999-10-11
1.9033057689666748,1999-10-12
1.9149467945098877,1999-10-13
1.9382290840148926,1999-10-14
1.9207675457000732,1999-10-15
1.9382290840148926,1999-10-18
1.9033057689666748,1999-10-19
1.8683828115463257,1999-10-20
1.8683828115463257,1999-10-21
1.9033057689666748,1999-10-22
1.9033057689666748,1999-10-25
1.8683828115463257,1999-10-26
1.880022644996643,1999-10-27
1.9033057689666748,1999-10-28
1.9033057689666748,1999-10-29
1.9033057689666748,1999-11-01
1.9091260433197021,1999-11-02
1.8742034435272217,1999-11-03
1.8858444690704346,1999-11-04
1.8742034435272217,1999-11-05
1.880022644996643,1999-11-08
1.8451005220413208,1999-11-09
1.8159984350204468,1999-11-10
1.8334605693817139,1999-11-11
1.8334605693817139,1999-11-12
1.8334605693817139,1999-11-15
1.8567419052124023,1999-11-16
1.8159984350204468,1999-11-17
1.7752549648284912,1999-11-18
1.7577928304672241,1999-11-19
1.7112298011779785,1999-11-22
1.6879466772079468,1999-11-23
1.682126760482788,1999-11-24
1.6646648645401,1999-11-26
1.6122804880142212,1999-11-29
1.7228704690933228,1999-11-30
1.6937671899795532,1999-12-01
1.699588418006897,1999-12-02
1.699588418006897,1999-12-03
1.7228704690933228,1999-12-06
1.7170498371124268,1999-12-07
1.7286906242370605,1999-12-08
1.699588418006897,1999-12-09
1.6763066053390503,1999-12-10
1.6530243158340454,1999-12-13
1.6646648645401,1999-12-14
1.7054082155227661,1999-12-15
1.7403309345245361,1999-12-16
1.7493213415145874,1999-12-17
1.7128764390945435,1999-12-20
1.7310996055603027,1999-12-21
1.7371731996536255,1999-12-22
1.7614688873291016,1999-12-23
1.7432470321655273,1999-12-27
1.7432470321655273,1999-12-28
1.7128764390945435,1999-12-29
1.6946543455123901,1999-12-30
1.6885807514190674,1999-12-31
1.6825069189071655,2000-01-03
1.7007291316986084,2000-01-04
1.7371731996536255,2000-01-05
1.7857657670974731,2000-01-06
1.7493213415145874,2000-01-07
1.7310996055603027,2000-01-10
1.6399892568588257,2000-01-11
1.7128764390945435,2000-01-12
1.7007291316986084,2000-01-13
1.6946543455123901,2000-01-14
1.6825069189071655,2000-01-18
1.6764330863952637,2000-01-19
1.6703590154647827,2000-01-20
1.6946543455123901,2000-01-21
1.6703590154647827,2000-01-24
1.6764330863952637,2000-01-25
1.8100613355636597,2000-01-26
1.779691457748413,2000-01-27
1.7614688873291016,2000-01-28
1.8039871454238892,2000-01-31
1.8161349296569824,2000-02-01
1.822209119796753,2000-02-02
1.846505045890808,2000-02-03
1.846505045890808,2000-02-04
1.8525809049606323,2000-02-07
1.8525809049606323,2000-02-08
1.822209119796753,2000-02-09
1.822209119796753,2000-02-10
1.8282833099365234,2000-02-11
1.8282833099365234,2000-02-14
1.8343578577041626,2000-02-15
1.8404321670532227,2000-02-16
1.822209119796753,2000-02-17
1.8206921815872192,2000-02-18
1.8039871454238892,2000-02-22
1.7857657670974731,2000-02-23
1.7736176252365112,2000-02-24
1.822209119796753,2000-02-25
1.7614688873291016,2000-02-28
1.7493213415145874,2000-02-29
1.7493213415145874,2000-03-01
1.7068028450012207,2000-03-02
1.7128764390945435,2000-03-03
1.6885807514190674,2000-03-06
1.6764330863952637,2000-03-07
1.6521363258361816,2000-03-08
1.6582105159759521,2000-03-09
1.6946543455123901,2000-03-10
1.6764330863952637,2000-03-13
1.6521363258361816,2000-03-14
1.7310996055603027,2000-03-15
1.8435899019241333,2000-03-16
1.7623459100723267,2000-03-17
1.7373483180999756,2000-03-20
1.7373483180999756,2000-03-21
1.6998515129089355,2000-03-22
1.7170377969741821,2000-03-23
1.7373483180999756,2000-03-24
1.743597388267517,2000-03-27
1.7123507261276245,2000-03-28
1.7498475313186646,2000-03-29
1.7310991287231445,2000-03-30
1.6748542785644531,2000-03-31
1.6623550653457642,2000-04-03
1.6623550653457642,2000-04-04
1.6998515129089355,2000-04-05
1.6998515129089355,2000-04-06
1.7123507261276245,2000-04-07
1.7310991287231445,2000-04-10
1.7685959339141846,2000-04-11
1.8310904502868652,2000-04-12
1.8685864210128784,2000-04-13
1.8435899019241333,2000-04-14
1.8873355388641357,2000-04-17
1.8560878038406372,2000-04-18
1.8560878038406372,2000-04-19
1.8435899019241333,2000-04-20
1.8435899019241333,2000-04-24
1.8748360872268677,2000-04-25
1.8873355388641357,2000-04-26
1.812341570854187,2000-04-27
1.8560878038406372,2000-04-28
1.812341570854187,2000-05-01
1.6998515129089355,2000-05-02
1.812341570854187,2000-05-03
1.8873355388641357,2000-05-04
1.8935855627059937,2000-05-05
1.8498387336730957,2000-05-08
1.8685864210128784,2000-05-09
1.8310904502868652,2000-05-10
1.8623374700546265,2000-05-11
1.8185904026031494,2000-05-12
1.8935855627059937,2000-05-15
1.8310904502868652,2000-05-16
1.8435899019241333,2000-05-17
1.8373401165008545,2000-05-18
1.8310904502868652,2000-05-19
1.8748360872268677,2000-05-22
1.8810856342315674,2000-05-23
1.9060850143432617,2000-05-24
1.8560878038406372,2000-05-25
1.8810856342315674,2000-05-26
1.8810856342315674,2000-05-30
1.8935855627059937,2000-05-31
1.9123343229293823,2000-06-01
1.8873355388641357,2000-06-02
1.8373401165008545,2000-06-05
1.8560878038406372,2000-06-06
1.8560878038406372,2000-06-07
1.8310904502868652,2000-06-08
1.8685864210128784,2000-06-09
1.8873355388641357,2000-06-12
1.8998336791992188,2000-06-13
1.8560878038406372,2000-06-14
1.8873355388641357,2000-06-15
1.8967093229293823,2000-06-16
1.9320122003555298,2000-06-19
1.8999189138412476,2000-06-20
1.8999189138412476,2000-06-21
1.8678247928619385,2000-06-22
1.880663275718689,2000-06-23
1.8678247928619385,2000-06-26
1.7972208261489868,2000-06-27
1.8164764642715454,2000-06-28
1.7843831777572632,2000-06-29
1.7458713054656982,2000-06-30
1.810057282447815,2000-07-03
1.7843831777572632,2000-07-05
1.842151165008545,2000-07-06
1.842151165008545,2000-07-07
1.8870822191238403,2000-07-10
1.8999189138412476,2000-07-11
1.906337022781372,2000-07-12
1.8999189138412476,2000-07-13
1.9320122003555298,2000-07-14
1.9255932569503784,2000-07-17
1.8999189138412476,2000-07-18
1.8678247928619385,2000-07-19
1.880663275718689,2000-07-20
1.8614065647125244,2000-07-21
1.8742445707321167,2000-07-24
1.8935010433197021,2000-07-25
1.830918312072754,2000-07-26
1.8742445707321167,2000-07-27
1.906337022781372,2000-07-28
1.9255932569503784,2000-07-31
1.9576882123947144,2000-08-01
1.919174075126648,2000-08-02
1.9785469770431519,2000-08-03
1.983362078666687,2000-08-04
1.9849661588668823,2000-08-07
1.9897793531417847,2000-08-08
1.962500810623169,2000-08-09
1.9271979331970215,2000-08-10
1.9143606424331665,2000-08-11
1.9255932569503784,2000-08-14
1.976943016052246,2000-08-15
2.010640859603882,2000-08-16
2.0154547691345215,2000-08-17
2.002617597579956,2000-08-18
2.002617597579956,2000-08-21
1.9897793531417847,2000-08-22
1.9705238342285156,2000-08-23
1.9255932569503784,2000-08-24
1.919174075126648,2000-08-25
1.9448498487472534,2000-08-28
1.8999189138412476,2000-08-29
1.9255932569503784,2000-08-30
2.0042226314544678,2000-08-31
2.010640859603882,2000-09-01
2.002617597579956,2000-09-05
2.0090365409851074,2000-09-06
2.002617597579956,2000-09-07
2.025083541870117,2000-09-08
2.081246852874756,2000-09-11
2.060385227203369,2000-09-12
2.0539660453796387,2000-09-13
2.0539660453796387,2000-09-14
2.0684080123901367,2000-09-15
2.1111912727355957,2000-09-18
2.053598403930664,2000-09-19
2.040433883666992,2000-09-20
1.9943605661392212,2000-09-21
1.9877783060073853,2000-09-22
2.0009424686431885,2000-09-25
2.0799264907836914,2000-09-26
2.0947370529174805,2000-09-27
2.099672317504883,2000-09-28
2.193467855453491,2000-09-29
2.1852400302886963,2000-10-02
2.1523289680480957,2000-10-03
2.12600040435791,2000-10-04
2.0865094661712646,2000-10-05
2.1325836181640625,2000-10-06
2.1194188594818115,2000-10-09
2.0930910110473633,2000-10-10
2.106255054473877,2000-10-11
2.106255054473877,2000-10-12
2.112837076187134,2000-10-13
2.165493965148926,2000-10-16
2.198404312133789,2000-10-17
2.12600040435791,2000-10-18
2.1457479000091553,2000-10-19
2.158912181854248,2000-10-20
2.1194188594818115,2000-10-23
2.0930910110473633,2000-10-24
2.053598403930664,2000-10-25
2.1194188594818115,2000-10-26
2.12600040435791,2000-10-27
2.158912181854248,2000-10-30
2.1786582469940186,2000-10-31
2.231314182281494,2000-11-01
2.2444779872894287,2000-11-02
2.2115678787231445,2000-11-03
2.270805835723877,2000-11-06
2.2576406002044678,2000-11-07
2.264224052429199,2000-11-08
2.316880702972412,2000-11-09
2.3300445079803467,2000-11-10
2.3102986812591553,2000-11-13
2.290553092956543,2000-11-14
2.316880702972412,2000-11-15
2.3497915267944336,2000-11-16
2.4090287685394287,2000-11-17
2.4682672023773193,2000-11-20
2.540670871734619,2000-11-21
2.5275070667266846,2000-11-22
2.507758855819702,2000-11-24
2.5604159832000732,2000-11-27
2.573580503463745,2000-11-28
2.5801632404327393,2000-11-29
2.573580503463745,2000-11-30
2.5604159832000732,2000-12-01
2.573580503463745,2000-12-04
2.573580503463745,2000-12-05
2.514341354370117,2000-12-06
2.5472521781921387,2000-12-07
2.4156107902526855,2000-12-08
2.2049856185913086,2000-12-11
2.343207836151123,2000-12-12
2.323462724685669,2000-12-13
2.3037171363830566,2000-12-14
2.3300445079803467,2000-12-15
2.428776741027832,2000-12-18
2.4085910320281982,2000-12-19
2.4355037212371826,2000-12-20
2.502781629562378,2000-12-21
2.4422309398651123,2000-12-22
2.475870370864868,2000-12-26
2.502781629562378,2000-12-27
2.4825987815856934,2000-12-28
2.502781629562378,2000-12-29
2.422048568725586,2001-01-02
2.368225336074829,2001-01-03
2.0923798084259033,2001-01-04
2.105837106704712,2001-01-05
2.1192924976348877,2001-01-08
2.139474630355835,2001-01-09
2.126019239425659,2001-01-10
1.9578206539154053,2001-01-11
1.9780054092407227,2001-01-12
1.9780054092407227,2001-01-16
2.0183725357055664,2001-01-17
2.0452847480773926,2001-01-18
2.038557291030884,2001-01-19
2.0520129203796387,2001-01-22
2.038557291030884,2001-01-23
2.1529312133789062,2001-01-24
2.200026035308838,2001-01-25
2.1798431873321533,2001-01-26
2.2293598651885986,2001-01-29
2.2196733951568604,2001-01-30
2.1927599906921387,2001-01-31
2.166924238204956,2001-02-01
2.2444307804107666,2001-02-02
2.291795015335083,2001-02-05
2.2810306549072266,2001-02-06
2.363917827606201,2001-02-07
2.3423891067504883,2001-02-08
2.422048568725586,2001-02-09
2.4005186557769775,2001-02-12
2.3779137134552,2001-02-13
2.3370065689086914,2001-02-14
2.3391594886779785,2001-02-15
2.364994764328003,2001-02-16
2.346693992614746,2001-02-20
2.3617641925811768,2001-02-21
2.3596115112304688,2001-02-22
2.378988265991211,2001-02-23
2.3919076919555664,2001-02-26
2.401594877243042,2001-02-27
2.405900478363037,2001-02-28
2.388676881790161,2001-03-01
2.4392707347869873,2001-03-02
2.437116861343384,2001-03-05
2.438194513320923,2001-03-06
2.540458917617798,2001-03-07
2.5555293560028076,2001-03-08
2.492016553878784,2001-03-09
2.48555850982666,2001-03-12
2.479099750518799,2001-03-13
2.4586477279663086,2001-03-14
2.4877114295959473,2001-03-15
2.449202299118042,2001-03-16
2.5295209884643555,2001-03-19
2.4657068252563477,2001-03-20
2.4481027126312256,2001-03-21
2.3897879123687744,2001-03-22
2.3182690143585205,2001-03-23
2.530620574951172,2001-03-26
2.5196197032928467,2001-03-27
2.5361239910125732,2001-03-28
2.551527261734009,2001-03-29
2.5614304542541504,2001-03-30
2.5636308193206787,2001-04-02
2.557027578353882,2001-04-03
2.557027578353882,2001-04-04
2.6571528911590576,2001-04-05
2.453601598739624,2001-04-06
2.5493276119232178,2001-04-09
2.6582539081573486,2001-04-10
2.624145030975342,2001-04-11
2.6131436824798584,2001-04-12
2.756178140640259,2001-04-16
2.87060546875,2001-04-17
2.853003740310669,2001-04-18
2.7616798877716064,2001-04-19
2.6901605129241943,2001-04-20
2.828794479370117,2001-04-23
2.9564268589019775,2001-04-24
2.9058148860931396,2001-04-25
2.987234592437744,2001-04-26
3.1049630641937256,2001-04-27
3.044447183609009,2001-04-30
3.0411481857299805,2001-05-01
3.0389466285705566,2001-05-02
2.985034704208374,2001-05-03
3.003739356994629,2001-05-04
3.04885196685791,2001-05-07
3.084059238433838,2001-05-08
3.107163667678833,2001-05-09
3.1016621589660645,2001-05-10
3.1236674785614014,2001-05-11
3.0917603969573975,2001-05-14
3.052151918411255,2001-05-15
3.0477516651153564,2001-05-16
3.025745391845703,2001-05-17
3.011441230773926,2001-05-18
3.110466480255127,2001-05-21
3.115967273712158,2001-05-22
3.079657793045044,2001-05-23
3.04885196685791,2001-05-24
2.9564268589019775,2001-05-25
2.9179184436798096,2001-05-29
2.9707300662994385,2001-05-30
3.003739356994629,2001-05-31
2.986133337020874,2001-06-01
3.0081400871276855,2001-06-04
2.9608278274536133,2001-06-05
2.9388227462768555,2001-06-06
2.924520254135132,2001-06-07
2.9157183170318604,2001-06-08
2.939922332763672,2001-06-11
2.99273681640625,2001-06-12
2.9003119468688965,2001-06-13
2.7979884147644043,2001-06-14
2.8386988639831543,2001-06-15
2.8948123455047607,2001-06-18
3.0585625171661377,2001-06-19
3.0843608379364014,2001-06-20
2.9991183280944824,2001-06-21
3.0002403259277344,2001-06-22
3.0215511322021484,2001-06-25
3.0585625171661377,2001-06-26
3.0372538566589355,2001-06-27
3.0821163654327393,2001-06-28
3.0664148330688477,2001-06-29
3.0955755710601807,2001-07-02
3.1056699752807617,2001-07-03
3.13146710395813,2001-07-05
3.1101572513580322,2001-07-06
3.0866026878356934,2001-07-09
3.1034255027770996,2001-07-10
3.083237409591675,2001-07-11
3.083237409591675,2001-07-12
3.0843608379364014,2001-07-13
3.0966975688934326,2001-07-16
3.0686583518981934,2001-07-17
2.9688374996185303,2001-07-18
3.0417404174804688,2001-07-19
2.948648691177368,2001-07-20
2.8263959884643555,2001-07-23
2.720966339111328,2001-07-24
2.8398537635803223,2001-07-25
2.858921527862549,2001-07-26
2.881352424621582,2001-07-27
2.8544344902038574,2001-07-30
2.8465850353240967,2001-07-31
2.885838747024536,2001-08-01
2.927339553833008,2001-08-02
2.955378293991089,2001-08-03
2.9329466819763184,2001-08-06
3.0024852752685547,2001-08-07
2.959865093231201,2001-08-08
2.9834179878234863,2001-08-09
2.9856603145599365,2001-08-10
2.9957544803619385,2001-08-13
2.997997760772705,2001-08-14
2.9587419033050537,2001-08-15
2.96659255027771,2001-08-16
2.957620859146118,2001-08-17
2.9699583053588867,2001-08-20
2.9542553424835205,2001-08-21
2.981175184249878,2001-08-22
3.0002403259277344,2001-08-23
3.0585625171661377,2001-08-24
3.083237409591675,2001-08-27
3.073143720626831,2001-08-28
3.077629804611206,2001-08-29
3.069779872894287,2001-08-30
3.038374900817871,2001-08-31
3.0484695434570312,2001-09-04
3.0742669105529785,2001-09-05
3.0843608379364014,2001-09-06
3.0619289875030518,2001-09-07
3.01818585395813,2001-09-10
2.9508912563323975,2001-09-17
2.948606014251709,2001-09-18
2.883435010910034,2001-09-19
2.8365590572357178,2001-09-20
2.7782516479492188,2001-09-21
2.7405221462249756,2001-09-24
2.755384922027588,2001-09-25
2.72222900390625,2001-09-26
2.7359490394592285,2001-09-27
2.8296992778778076,2001-09-28
2.8479931354522705,2001-10-01
2.944031000137329,2001-10-02
2.993194580078125,2001-10-03
2.987476348876953,2001-10-04
3.004627227783203,2001-10-05
3.0000534057617188,2001-10-08
2.8720028400421143,2001-10-09
2.9406015872955322,2001-10-10
2.873145341873169,2001-10-11
2.8034048080444336,2001-10-12
2.766818046569824,2001-10-15
2.8525655269622803,2001-10-16
2.819411039352417,2001-10-17
2.7256577014923096,2001-10-18
2.7782516479492188,2001-10-19
2.828555107116699,2001-10-22
2.758814573287964,2001-10-23
2.644482374191284,2001-10-24
2.6421968936920166,2001-10-25
2.5461580753326416,2001-10-26
2.563308000564575,2001-10-29
2.5781712532043457,2001-10-30
2.675353527069092,2001-10-31
2.686786651611328,2001-11-01
2.6376230716705322,2001-11-02
2.7096526622772217,2001-11-05
2.7279460430145264,2001-11-06
2.689072847366333,2001-11-07
2.7382349967956543,2001-11-08
2.743950128555298,2001-11-09
2.7496681213378906,2001-11-12
2.7176554203033447,2001-11-13
2.64677095413208,2001-11-14
2.6433396339416504,2001-11-15
2.662776231765747,2001-11-16
2.684500217437744,2001-11-19
2.6936452388763428,2001-11-20
2.6421968936920166,2001-11-21
2.684500217437744,2001-11-23
2.644482374191284,2001-11-26
2.6353366374969482,2001-11-27
2.595322608947754,2001-11-28
2.6067538261413574,2001-11-29
2.6479127407073975,2001-11-30
2.657060146331787,2001-12-03
2.6982200145721436,2001-12-04
2.7176554203033447,2001-12-05
2.685643196105957,2001-12-06
2.789684295654297,2001-12-07
2.7233712673187256,2001-12-10
2.6387674808502197,2001-12-11
2.675353527069092,2001-12-12
2.689072847366333,2001-12-13
2.7119386196136475,2001-12-14
2.7233712673187256,2001-12-17
2.7565290927886963,2001-12-18
2.8896262645721436,2001-12-19
2.9071385860443115,2001-12-20
2.8114025592803955,2001-12-21
2.820741891860962,2001-12-24
2.8499298095703125,2001-12-26
2.884955406188965,2001-12-27
2.873279571533203,2001-12-28
2.8662753105163574,2001-12-31
2.8919618129730225,2002-01-02
2.890793561935425,2002-01-03
2.911808967590332,2002-01-04
2.9176464080810547,2002-01-07
2.935159206390381,2002-01-08
2.925819158554077,2002-01-09
2.9234859943389893,2002-01-10
2.9164793491363525,2002-01-11
2.9503369331359863,2002-01-14
2.9947032928466797,2002-01-15
2.971353054046631,2002-01-16
