IEX,Date
1.8630388975143433,1989-11-06
1.8630388975143433,1989-11-07
1.8946170806884766,1989-11-08
1.8946170806884766,1989-11-09
1.910404920578003,1989-11-10
1.8946170806884766,1989-11-13
1.8946170806884766,1989-11-14
1.9261945486068726,1989-11-15
1.8946170806884766,1989-11-16
1.8946170806884766,1989-11-17
1.910404920578003,1989-11-20
1.8946170806884766,1989-11-21
1.9577692747116089,1989-11-22
1.9577692747116089,1989-11-24
1.9577692747116089,1989-11-27
2.005136489868164,1989-11-28
2.005136489868164,1989-11-29
1.9893478155136108,1989-11-30
1.9419831037521362,1989-12-01
1.9735585451126099,1989-12-04
1.9419831037521362,1989-12-05
1.910404920578003,1989-12-06
1.910404920578003,1989-12-07
1.9577692747116089,1989-12-08
1.910404920578003,1989-12-11
1.9261945486068726,1989-12-12
1.8630388975143433,1989-12-13
1.910404920578003,1989-12-14
1.9419831037521362,1989-12-15
1.9577692747116089,1989-12-18
1.9577692747116089,1989-12-19
1.9261945486068726,1989-12-20
1.9261945486068726,1989-12-21
1.9577692747116089,1989-12-22
1.9735585451126099,1989-12-26
1.9893478155136108,1989-12-27
1.9735585451126099,1989-12-28
2.131443977355957,1989-12-29
2.1472322940826416,1990-01-02
2.1472322940826416,1990-01-03
2.084078550338745,1990-01-04
2.068289279937744,1990-01-05
2.0998668670654297,1990-01-08
2.068289279937744,1990-01-09
2.052501916885376,1990-01-10
1.9893478155136108,1990-01-11
1.9735585451126099,1990-01-12
1.9735585451126099,1990-01-15
1.9893478155136108,1990-01-16
1.9735585451126099,1990-01-17
1.9419831037521362,1990-01-18
1.9419831037521362,1990-01-19
1.9419831037521362,1990-01-22
1.7367323637008667,1990-01-23
1.7051551342010498,1990-01-24
1.6735777854919434,1990-01-25
1.578848123550415,1990-01-26
1.5156930685043335,1990-01-29
1.342020034790039,1990-01-30
1.3893860578536987,1990-01-31
1.3735970258712769,1990-02-01
1.3893860578536987,1990-02-02
1.3893860578536987,1990-02-05
1.4683281183242798,1990-02-06
1.5946365594863892,1990-02-07
1.6262128353118896,1990-02-08
1.6104247570037842,1990-02-09
1.578848123550415,1990-02-12
1.5314819812774658,1990-02-13
1.4841161966323853,1990-02-14
1.436751365661621,1990-02-15
1.4209630489349365,1990-02-16
1.436751365661621,1990-02-20
1.405173659324646,1990-02-21
1.4683281183242798,1990-02-22
1.4683281183242798,1990-02-23
1.436751365661621,1990-02-26
1.436751365661621,1990-02-27
1.499904751777649,1990-02-28
1.499904751777649,1990-03-01
1.5156930685043335,1990-03-02
1.5156930685043335,1990-03-05
1.5156930685043335,1990-03-06
1.5156930685043335,1990-03-07
1.5472697019577026,1990-03-08
1.5946365594863892,1990-03-09
1.6262128353118896,1990-03-12
1.6420009136199951,1990-03-13
1.5946365594863892,1990-03-14
1.5946365594863892,1990-03-15
1.6104247570037842,1990-03-16
1.6577887535095215,1990-03-19
1.6420009136199951,1990-03-20
1.6104247570037842,1990-03-21
1.5946365594863892,1990-03-22
1.5946365594863892,1990-03-23
1.5946365594863892,1990-03-26
1.5946365594863892,1990-03-27
1.5630584955215454,1990-03-28
1.578848123550415,1990-03-29
1.578848123550415,1990-03-30
1.578848123550415,1990-04-02
1.578848123550415,1990-04-03
1.578848123550415,1990-04-04
1.578848123550415,1990-04-05
1.578848123550415,1990-04-06
1.5946365594863892,1990-04-09
1.6420009136199951,1990-04-10
1.6420009136199951,1990-04-11
1.6735777854919434,1990-04-12
1.6420009136199951,1990-04-16
1.6420009136199951,1990-04-17
1.6577887535095215,1990-04-18
1.6420009136199951,1990-04-19
1.6420009136199951,1990-04-20
1.6420009136199951,1990-04-23
1.6420009136199951,1990-04-24
1.7051551342010498,1990-04-25
1.689366102218628,1990-04-26
1.7051551342010498,1990-04-27
1.7367323637008667,1990-04-30
1.7525206804275513,1990-05-01
1.7998865842819214,1990-05-02
1.847251534461975,1990-05-03
1.847251534461975,1990-05-04
1.83146333694458,1990-05-07
1.83146333694458,1990-05-08
1.847251534461975,1990-05-09
1.83146333694458,1990-05-10
1.8630388975143433,1990-05-11
1.8630388975143433,1990-05-14
1.847251534461975,1990-05-15
1.8156750202178955,1990-05-16
1.83146333694458,1990-05-17
1.8156750202178955,1990-05-18
1.8156750202178955,1990-05-21
1.8156750202178955,1990-05-22
1.83146333694458,1990-05-23
1.8630388975143433,1990-05-24
1.8946170806884766,1990-05-25
1.8946170806884766,1990-05-29
1.9261945486068726,1990-05-30
1.8946170806884766,1990-05-31
1.8946170806884766,1990-06-01
1.8946170806884766,1990-06-04
1.8630388975143433,1990-06-05
1.8788280487060547,1990-06-06
1.8946170806884766,1990-06-07
1.8946170806884766,1990-06-08
1.8946170806884766,1990-06-11
1.9577692747116089,1990-06-12
1.9419831037521362,1990-06-13
1.9577692747116089,1990-06-14
1.9419831037521362,1990-06-15
1.9261945486068726,1990-06-18
1.910404920578003,1990-06-19
1.8630388975143433,1990-06-20
1.8630388975143433,1990-06-21
1.8946170806884766,1990-06-22
1.8946170806884766,1990-06-25
1.910404920578003,1990-06-26
1.8946170806884766,1990-06-27
1.8946170806884766,1990-06-28
1.9893478155136108,1990-06-29
2.0209248065948486,1990-07-02
1.9735585451126099,1990-07-03
1.9735585451126099,1990-07-05
1.9261945486068726,1990-07-06
1.9419831037521362,1990-07-09
1.9419831037521362,1990-07-10
1.9577692747116089,1990-07-11
1.9893478155136108,1990-07-12
1.9893478155136108,1990-07-13
2.0209248065948486,1990-07-16
2.0209248065948486,1990-07-17
1.9893478155136108,1990-07-18
1.9893478155136108,1990-07-19
1.9893478155136108,1990-07-20
1.9893478155136108,1990-07-23
1.9893478155136108,1990-07-24
1.9735585451126099,1990-07-25
1.9893478155136108,1990-07-26
1.9893478155136108,1990-07-27
1.9735585451126099,1990-07-30
1.9893478155136108,1990-07-31
1.9735585451126099,1990-08-01
1.9419831037521362,1990-08-02
1.9261945486068726,1990-08-03
1.847251534461975,1990-08-06
1.7683091163635254,1990-08-07
1.7209432125091553,1990-08-08
1.7525206804275513,1990-08-09
1.7367323637008667,1990-08-10
1.7209432125091553,1990-08-13
1.7209432125091553,1990-08-14
1.7525206804275513,1990-08-15
1.7683091163635254,1990-08-16
1.7683091163635254,1990-08-17
1.7683091163635254,1990-08-20
1.7525206804275513,1990-08-21
1.7209432125091553,1990-08-22
1.5946365594863892,1990-08-23
1.436751365661621,1990-08-24
1.452539324760437,1990-08-27
1.4209630489349365,1990-08-28
1.452539324760437,1990-08-29
1.405173659324646,1990-08-30
1.452539324760437,1990-08-31
1.452539324760437,1990-09-04
1.436751365661621,1990-09-05
1.4209630489349365,1990-09-06
1.436751365661621,1990-09-07
1.4683281183242798,1990-09-10
1.452539324760437,1990-09-11
1.4841161966323853,1990-09-12
1.452539324760437,1990-09-13
1.4841161966323853,1990-09-14
1.4841161966323853,1990-09-17
1.4841161966323853,1990-09-18
1.4683281183242798,1990-09-19
1.4209630489349365,1990-09-20
1.452539324760437,1990-09-21
1.452539324760437,1990-09-24
1.405173659324646,1990-09-25
1.3893860578536987,1990-09-26
1.3578087091445923,1990-09-27
1.3893860578536987,1990-09-28
1.4841161966323853,1990-10-01
1.5156930685043335,1990-10-02
1.5314819812774658,1990-10-03
1.4683281183242798,1990-10-04
1.4683281183242798,1990-10-05
1.4841161966323853,1990-10-08
1.4683281183242798,1990-10-09
1.3893860578536987,1990-10-10
1.326231837272644,1990-10-11
1.3735970258712769,1990-10-12
1.3735970258712769,1990-10-15
1.3893860578536987,1990-10-16
1.405173659324646,1990-10-17
1.3893860578536987,1990-10-18
1.3735970258712769,1990-10-19
1.3735970258712769,1990-10-22
1.4209630489349365,1990-10-23
1.405173659324646,1990-10-24
1.405173659324646,1990-10-25
1.405173659324646,1990-10-26
1.405173659324646,1990-10-29
1.405173659324646,1990-10-30
1.4683281183242798,1990-10-31
1.499904751777649,1990-11-01
1.5472697019577026,1990-11-02
1.5156930685043335,1990-11-05
1.5156930685043335,1990-11-06
1.4841161966323853,1990-11-07
1.4683281183242798,1990-11-08
1.452539324760437,1990-11-09
1.452539324760437,1990-11-12
1.4841161966323853,1990-11-13
1.5156930685043335,1990-11-14
1.4841161966323853,1990-11-15
1.499904751777649,1990-11-16
1.452539324760437,1990-11-19
1.4841161966323853,1990-11-20
1.436751365661621,1990-11-21
1.452539324760437,1990-11-23
1.4683281183242798,1990-11-26
1.4841161966323853,1990-11-27
1.452539324760437,1990-11-28
1.452539324760437,1990-11-29
1.5156930685043335,1990-11-30
1.5630584955215454,1990-12-03
1.5630584955215454,1990-12-04
1.5472697019577026,1990-12-05
1.499904751777649,1990-12-06
1.5156930685043335,1990-12-07
1.5314819812774658,1990-12-10
1.5156930685043335,1990-12-11
1.4841161966323853,1990-12-12
1.436751365661621,1990-12-13
1.405173659324646,1990-12-14
1.3893860578536987,1990-12-17
1.3735970258712769,1990-12-18
1.3893860578536987,1990-12-19
1.342020034790039,1990-12-20
1.3578087091445923,1990-12-21
1.3735970258712769,1990-12-24
1.3735970258712769,1990-12-26
1.3578087091445923,1990-12-27
1.3578087091445923,1990-12-28
1.342020034790039,1990-12-31
1.342020034790039,1991-01-02
1.342020034790039,1991-01-03
1.326231837272644,1991-01-04
1.326231837272644,1991-01-07
1.326231837272644,1991-01-08
1.215712308883667,1991-01-09
1.2788662910461426,1991-01-10
1.2946548461914062,1991-01-11
1.3104438781738281,1991-01-14
1.326231837272644,1991-01-15
1.3578087091445923,1991-01-16
1.3578087091445923,1991-01-17
1.3893860578536987,1991-01-18
1.3893860578536987,1991-01-21
1.4683281183242798,1991-01-22
1.4841161966323853,1991-01-23
1.4841161966323853,1991-01-24
1.4841161966323853,1991-01-25
1.5630584955215454,1991-01-28
1.5630584955215454,1991-01-29
1.6420009136199951,1991-01-30
1.6420009136199951,1991-01-31
1.6420009136199951,1991-02-01
1.689366102218628,1991-02-04
1.689366102218628,1991-02-05
1.8788280487060547,1991-02-06
1.8788280487060547,1991-02-07
1.8630388975143433,1991-02-08
1.83146333694458,1991-02-11
1.7683091163635254,1991-02-12
1.7367323637008667,1991-02-13
1.7367323637008667,1991-02-14
1.8156750202178955,1991-02-15
1.8630388975143433,1991-02-19
1.847251534461975,1991-02-20
1.8788280487060547,1991-02-21
1.8946170806884766,1991-02-22
1.910404920578003,1991-02-25
1.910404920578003,1991-02-26
1.910404920578003,1991-02-27
1.9261945486068726,1991-02-28
1.9419831037521362,1991-03-01
2.036712646484375,1991-03-04
2.131443977355957,1991-03-05
2.178809404373169,1991-03-06
2.1630210876464844,1991-03-07
2.1630210876464844,1991-03-08
2.0998668670654297,1991-03-11
1.9577692747116089,1991-03-12
2.052501916885376,1991-03-13
2.0209248065948486,1991-03-14
1.9577692747116089,1991-03-15
1.9577692747116089,1991-03-18
1.910404920578003,1991-03-19
1.8630388975143433,1991-03-20
1.8630388975143433,1991-03-21
1.8630388975143433,1991-03-22
1.8788280487060547,1991-03-25
1.8788280487060547,1991-03-26
1.8788280487060547,1991-03-27
1.8946170806884766,1991-03-28
1.8788280487060547,1991-04-01
1.8788280487060547,1991-04-02
1.8946170806884766,1991-04-03
1.8788280487060547,1991-04-04
1.8630388975143433,1991-04-05
1.8788280487060547,1991-04-08
1.8630388975143433,1991-04-09
1.910404920578003,1991-04-10
1.8946170806884766,1991-04-11
1.8788280487060547,1991-04-12
1.8946170806884766,1991-04-15
1.9577692747116089,1991-04-16
2.052501916885376,1991-04-17
2.1156558990478516,1991-04-18
2.131443977355957,1991-04-19
2.1630210876464844,1991-04-22
2.131443977355957,1991-04-23
2.084078550338745,1991-04-24
2.131443977355957,1991-04-25
2.1156558990478516,1991-04-26
2.1156558990478516,1991-04-29
2.131443977355957,1991-04-30
2.131443977355957,1991-05-01
2.0998668670654297,1991-05-02
2.131443977355957,1991-05-03
2.1156558990478516,1991-05-06
2.1156558990478516,1991-05-07
2.1472322940826416,1991-05-08
2.1472322940826416,1991-05-09
2.1630210876464844,1991-05-10
2.1156558990478516,1991-05-13
2.0998668670654297,1991-05-14
2.1156558990478516,1991-05-15
2.131443977355957,1991-05-16
2.1472322940826416,1991-05-17
2.1630210876464844,1991-05-20
2.1472322940826416,1991-05-21
2.1472322940826416,1991-05-22
2.131443977355957,1991-05-23
2.131443977355957,1991-05-24
2.1472322940826416,1991-05-28
2.1472322940826416,1991-05-29
2.131443977355957,1991-05-30
2.178809404373169,1991-05-31
2.178809404373169,1991-06-03
2.2261743545532227,1991-06-04
2.2735395431518555,1991-06-05
2.2893269062042236,1991-06-06
2.3051178455352783,1991-06-07
2.3051178455352783,1991-06-10
2.3051178455352783,1991-06-11
2.2893269062042236,1991-06-12
2.3209068775177,1991-06-13
2.336693048477173,1991-06-14
2.3209068775177,1991-06-17
2.3998475074768066,1991-06-18
2.4472129344940186,1991-06-19
2.4945788383483887,1991-06-20
2.541944742202759,1991-06-21
2.4787917137145996,1991-06-24
2.4787917137145996,1991-06-25
2.3998475074768066,1991-06-26
2.368271589279175,1991-06-27
2.368271589279175,1991-06-28
2.336693048477173,1991-07-01
2.3209068775177,1991-07-02
2.3051178455352783,1991-07-03
2.3051178455352783,1991-07-05
2.3051178455352783,1991-07-08
2.3051178455352783,1991-07-09
2.3998475074768066,1991-07-10
2.5261552333831787,1991-07-11
2.4630019664764404,1991-07-12
2.4630019664764404,1991-07-15
2.4630019664764404,1991-07-16
2.4156365394592285,1991-07-17
2.368271589279175,1991-07-18
2.3209068775177,1991-07-19
2.3840603828430176,1991-07-22
2.3998475074768066,1991-07-23
2.3524813652038574,1991-07-24
2.2735395431518555,1991-07-25
2.2261743545532227,1991-07-26
2.2419626712799072,1991-07-29
2.2419626712799072,1991-07-30
2.2419626712799072,1991-07-31
2.210386037826538,1991-08-01
2.1472322940826416,1991-08-02
2.131443977355957,1991-08-05
2.1472322940826416,1991-08-06
2.131443977355957,1991-08-07
2.131443977355957,1991-08-08
2.131443977355957,1991-08-09
2.131443977355957,1991-08-12
2.084078550338745,1991-08-13
2.084078550338745,1991-08-14
2.084078550338745,1991-08-15
2.084078550338745,1991-08-16
2.0209248065948486,1991-08-19
2.0209248065948486,1991-08-20
2.084078550338745,1991-08-21
2.068289279937744,1991-08-22
2.084078550338745,1991-08-23
2.052501916885376,1991-08-26
1.9735585451126099,1991-08-27
2.052501916885376,1991-08-28
2.036712646484375,1991-08-29
2.005136489868164,1991-08-30
2.005136489868164,1991-09-03
2.0209248065948486,1991-09-04
2.036712646484375,1991-09-05
2.036712646484375,1991-09-06
2.0209248065948486,1991-09-09
1.9893478155136108,1991-09-10
1.9735585451126099,1991-09-11
1.9577692747116089,1991-09-12
1.9577692747116089,1991-09-13
1.9261945486068726,1991-09-16
1.9419831037521362,1991-09-17
1.9419831037521362,1991-09-18
1.9419831037521362,1991-09-19
1.9735585451126099,1991-09-20
1.9735585451126099,1991-09-23
1.9577692747116089,1991-09-24
1.9419831037521362,1991-09-25
1.9577692747116089,1991-09-26
1.9735585451126099,1991-09-27
1.9735585451126099,1991-09-30
1.9735585451126099,1991-10-01
1.9893478155136108,1991-10-02
1.9419831037521362,1991-10-03
1.9261945486068726,1991-10-04
1.9419831037521362,1991-10-07
1.9577692747116089,1991-10-08
1.9261945486068726,1991-10-09
1.9261945486068726,1991-10-10
1.9261945486068726,1991-10-11
1.9261945486068726,1991-10-14
1.9261945486068726,1991-10-15
1.9735585451126099,1991-10-16
2.036712646484375,1991-10-17
2.052501916885376,1991-10-18
2.052501916885376,1991-10-21
2.036712646484375,1991-10-22
2.068289279937744,1991-10-23
2.068289279937744,1991-10-24
2.0209248065948486,1991-10-25
2.0209248065948486,1991-10-28
2.0209248065948486,1991-10-29
2.005136489868164,1991-10-30
2.005136489868164,1991-10-31
2.0209248065948486,1991-11-01
2.0209248065948486,1991-11-04
1.9893478155136108,1991-11-05
2.005136489868164,1991-11-06
1.9577692747116089,1991-11-07
1.9419831037521362,1991-11-08
1.9735585451126099,1991-11-11
1.9893478155136108,1991-11-12
2.005136489868164,1991-11-13
2.005136489868164,1991-11-14
2.036712646484375,1991-11-15
2.052501916885376,1991-11-18
1.9735585451126099,1991-11-19
1.9577692747116089,1991-11-20
1.910404920578003,1991-11-21
1.910404920578003,1991-11-22
1.8946170806884766,1991-11-25
1.9261945486068726,1991-11-26
1.9261945486068726,1991-11-27
1.9735585451126099,1991-11-29
1.9893478155136108,1991-12-02
2.068289279937744,1991-12-03
2.0209248065948486,1991-12-04
2.005136489868164,1991-12-05
2.005136489868164,1991-12-06
2.0209248065948486,1991-12-09
2.036712646484375,1991-12-10
2.005136489868164,1991-12-11
2.005136489868164,1991-12-12
2.005136489868164,1991-12-13
2.036712646484375,1991-12-16
2.036712646484375,1991-12-17
2.052501916885376,1991-12-18
2.068289279937744,1991-12-19
2.084078550338745,1991-12-20
2.052501916885376,1991-12-23
2.084078550338745,1991-12-24
2.052501916885376,1991-12-26
2.0209248065948486,1991-12-27
2.036712646484375,1991-12-30
2.1156558990478516,1991-12-31
2.131443977355957,1992-01-02
2.1472322940826416,1992-01-03
2.3051178455352783,1992-01-06
2.3209068775177,1992-01-07
2.3051178455352783,1992-01-08
2.2577507495880127,1992-01-09
2.2261743545532227,1992-01-10
2.2419626712799072,1992-01-13
2.2577507495880127,1992-01-14
2.368271589279175,1992-01-15
2.368271589279175,1992-01-16
2.4314239025115967,1992-01-17
2.3840603828430176,1992-01-20
2.368271589279175,1992-01-21
2.3209068775177,1992-01-22
2.3840603828430176,1992-01-23
2.3840603828430176,1992-01-24
2.4314239025115967,1992-01-27
2.4630019664764404,1992-01-28
2.5103673934936523,1992-01-29
2.5103673934936523,1992-01-30
2.4787917137145996,1992-01-31
2.4630019664764404,1992-02-03
2.4945788383483887,1992-02-04
2.5103673934936523,1992-02-05
2.5261552333831787,1992-02-06
2.541944742202759,1992-02-07
2.4945788383483887,1992-02-10
2.4630019664764404,1992-02-11
2.4945788383483887,1992-02-12
2.5103673934936523,1992-02-13
2.4945788383483887,1992-02-14
2.4945788383483887,1992-02-18
2.4787917137145996,1992-02-19
2.4630019664764404,1992-02-20
2.4787917137145996,1992-02-21
2.4787917137145996,1992-02-24
2.4630019664764404,1992-02-25
2.4945788383483887,1992-02-26
2.5735206604003906,1992-02-27
2.5893101692199707,1992-02-28
2.620887041091919,1992-03-02
2.620887041091919,1992-03-03
2.620887041091919,1992-03-04
2.5893101692199707,1992-03-05
2.5261552333831787,1992-03-06
2.4945788383483887,1992-03-09
2.4630019664764404,1992-03-10
2.3840603828430176,1992-03-11
2.368271589279175,1992-03-12
2.3998475074768066,1992-03-13
2.4156365394592285,1992-03-16
2.4156365394592285,1992-03-17
2.4472129344940186,1992-03-18
2.4314239025115967,1992-03-19
2.4472129344940186,1992-03-20
2.4314239025115967,1992-03-23
2.4630019664764404,1992-03-24
2.5103673934936523,1992-03-25
2.5261552333831787,1992-03-26
2.5261552333831787,1992-03-27
2.5261552333831787,1992-03-30
2.541944742202759,1992-03-31
2.5261552333831787,1992-04-01
2.5261552333831787,1992-04-02
2.4945788383483887,1992-04-03
2.5103673934936523,1992-04-06
2.5261552333831787,1992-04-07
2.5261552333831787,1992-04-08
2.541944742202759,1992-04-09
2.4945788383483887,1992-04-10
2.5103673934936523,1992-04-13
2.5103673934936523,1992-04-14
2.557732582092285,1992-04-15
2.5103673934936523,1992-04-16
2.4945788383483887,1992-04-20
2.5261552333831787,1992-04-21
2.5261552333831787,1992-04-22
2.557732582092285,1992-04-23
2.5893101692199707,1992-04-24
2.636674165725708,1992-04-27
2.605097770690918,1992-04-28
2.652463674545288,1992-04-29
2.620887041091919,1992-04-30
2.636674165725708,1992-05-01
2.6840415000915527,1992-05-04
2.6840415000915527,1992-05-05
2.6998283863067627,1992-05-06
2.6998283863067627,1992-05-07
2.652463674545288,1992-05-08
2.6840415000915527,1992-05-11
2.6998283863067627,1992-05-12
2.7156174182891846,1992-05-13
2.7156174182891846,1992-05-14
2.7156174182891846,1992-05-15
2.731405735015869,1992-05-18
2.6840415000915527,1992-05-19
2.6840415000915527,1992-05-20
2.6840415000915527,1992-05-21
2.6840415000915527,1992-05-22
2.731405735015869,1992-05-26
2.731405735015869,1992-05-27
2.652463674545288,1992-05-28
2.652463674545288,1992-05-29
2.636674165725708,1992-06-01
2.652463674545288,1992-06-02
2.652463674545288,1992-06-03
2.605097770690918,1992-06-04
2.5893101692199707,1992-06-05
2.557732582092285,1992-06-08
2.4472129344940186,1992-06-09
2.4314239025115967,1992-06-10
2.4314239025115967,1992-06-11
2.4630019664764404,1992-06-12
2.4945788383483887,1992-06-15
2.4787917137145996,1992-06-16
2.4787917137145996,1992-06-17
2.4630019664764404,1992-06-18
2.4787917137145996,1992-06-19
2.4630019664764404,1992-06-22
2.4630019664764404,1992-06-23
2.4787917137145996,1992-06-24
2.4787917137145996,1992-06-25
2.4630019664764404,1992-06-26
2.5103673934936523,1992-06-29
2.5261552333831787,1992-06-30
2.4945788383483887,1992-07-01
2.5261552333831787,1992-07-02
2.4945788383483887,1992-07-06
2.4630019664764404,1992-07-07
2.4472129344940186,1992-07-08
2.3840603828430176,1992-07-09
2.368271589279175,1992-07-10
2.3840603828430176,1992-07-13
2.3998475074768066,1992-07-14
2.4630019664764404,1992-07-15
2.5103673934936523,1992-07-16
2.5103673934936523,1992-07-17
2.4630019664764404,1992-07-20
2.4630019664764404,1992-07-21
2.4472129344940186,1992-07-22
2.3998475074768066,1992-07-23
2.4314239025115967,1992-07-24
2.4472129344940186,1992-07-27
2.4472129344940186,1992-07-28
2.5261552333831787,1992-07-29
2.4945788383483887,1992-07-30
2.541944742202759,1992-07-31
2.5103673934936523,1992-08-03
2.4787917137145996,1992-08-04
2.4630019664764404,1992-08-05
2.4630019664764404,1992-08-06
2.4314239025115967,1992-08-07
2.4156365394592285,1992-08-10
2.4156365394592285,1992-08-11
2.368271589279175,1992-08-12
2.3524813652038574,1992-08-13
2.368271589279175,1992-08-14
2.368271589279175,1992-08-17
2.3524813652038574,1992-08-18
2.336693048477173,1992-08-19
2.336693048477173,1992-08-20
2.3051178455352783,1992-08-21
2.2419626712799072,1992-08-24
2.2261743545532227,1992-08-25
2.194598436355591,1992-08-26
2.2261743545532227,1992-08-27
2.2419626712799072,1992-08-28
2.178809404373169,1992-08-31
2.131443977355957,1992-09-01
2.194598436355591,1992-09-02
2.2893269062042236,1992-09-03
2.3209068775177,1992-09-04
2.2893269062042236,1992-09-08
2.3051178455352783,1992-09-09
2.3209068775177,1992-09-10
2.3209068775177,1992-09-11
2.3524813652038574,1992-09-14
2.3524813652038574,1992-09-15
2.336693048477173,1992-09-16
2.2893269062042236,1992-09-17
2.210386037826538,1992-09-18
2.2419626712799072,1992-09-21
2.2735395431518555,1992-09-22
2.2735395431518555,1992-09-23
2.2735395431518555,1992-09-24
2.2735395431518555,1992-09-25
2.2735395431518555,1992-09-28
2.2893269062042236,1992-09-29
2.3051178455352783,1992-09-30
2.3051178455352783,1992-10-01
2.3051178455352783,1992-10-02
2.2419626712799072,1992-10-05
2.2261743545532227,1992-10-06
2.210386037826538,1992-10-07
2.194598436355591,1992-10-08
2.178809404373169,1992-10-09
2.194598436355591,1992-10-12
2.2261743545532227,1992-10-13
2.2261743545532227,1992-10-14
2.194598436355591,1992-10-15
2.194598436355591,1992-10-16
2.2735395431518555,1992-10-19
2.3998475074768066,1992-10-20
2.4630019664764404,1992-10-21
2.4945788383483887,1992-10-22
2.5261552333831787,1992-10-23
2.5103673934936523,1992-10-26
2.4630019664764404,1992-10-27
2.4472129344940186,1992-10-28
2.4630019664764404,1992-10-29
2.5103673934936523,1992-10-30
2.4630019664764404,1992-11-02
2.4787917137145996,1992-11-03
2.4945788383483887,1992-11-04
2.4945788383483887,1992-11-05
2.5103673934936523,1992-11-06
2.557732582092285,1992-11-09
2.557732582092285,1992-11-10
2.5261552333831787,1992-11-11
2.557732582092285,1992-11-12
2.541944742202759,1992-11-13
2.5735206604003906,1992-11-16
2.5735206604003906,1992-11-17
2.557732582092285,1992-11-18
2.557732582092285,1992-11-19
2.557732582092285,1992-11-20
2.5893101692199707,1992-11-23
2.6682522296905518,1992-11-24
2.6682522296905518,1992-11-25
2.6682522296905518,1992-11-27
2.652463674545288,1992-11-30
2.7156174182891846,1992-12-01
2.6998283863067627,1992-12-02
2.7156174182891846,1992-12-03
2.731405735015869,1992-12-04
2.7629826068878174,1992-12-07
2.810347318649292,1992-12-08
