PRGO,Date
11.13476276397705,1992-05-21
11.233732223510742,1992-05-22
11.085268020629883,1992-05-26
11.085268020629883,1992-05-27
11.184247970581055,1992-05-28
11.085268020629883,1992-05-29
10.788346290588379,1992-06-01
10.8378324508667,1992-06-02
10.8378324508667,1992-06-03
11.184247970581055,1992-06-04
10.887316703796387,1992-06-05
11.283224105834961,1992-06-08
10.986296653747559,1992-06-09
10.639883995056152,1992-06-10
10.194489479064941,1992-06-11
10.293471336364746,1992-06-12
10.095512390136719,1992-06-15
9.996539115905762,1992-06-16
9.699617385864258,1992-06-17
9.452169418334961,1992-06-18
10.293471336364746,1992-06-19
10.194489479064941,1992-06-22
10.689367294311523,1992-06-23
11.085268020629883,1992-06-24
10.887316703796387,1992-06-25
11.085268020629883,1992-06-26
11.679122924804688,1992-06-29
12.66888427734375,1992-06-30
12.767857551574707,1992-07-01
11.976053237915039,1992-07-02
11.679122924804688,1992-07-06
11.48117446899414,1992-07-07
11.679122924804688,1992-07-08
12.371956825256348,1992-07-09
12.470934867858887,1992-07-10
12.66888427734375,1992-07-13
12.767857551574707,1992-07-14
12.66888427734375,1992-07-15
12.66888427734375,1992-07-16
12.272978782653809,1992-07-17
12.272978782653809,1992-07-20
13.015294075012207,1992-07-21
12.9163236618042,1992-07-22
13.064788818359375,1992-07-23
13.163756370544434,1992-07-24
13.064788818359375,1992-07-27
13.015294075012207,1992-07-28
12.965808868408203,1992-07-29
12.272978782653809,1992-07-30
12.569906234741211,1992-07-31
12.371956825256348,1992-08-03
12.4214448928833,1992-08-04
12.569906234741211,1992-08-05
12.272978782653809,1992-08-06
12.4214448928833,1992-08-07
12.470934867858887,1992-08-10
11.976053237915039,1992-08-11
11.87707805633545,1992-08-12
12.075030326843262,1992-08-13
12.075030326843262,1992-08-14
12.025546073913574,1992-08-17
12.470934867858887,1992-08-18
12.81734561920166,1992-08-19
12.767857551574707,1992-08-20
13.064788818359375,1992-08-21
13.411201477050781,1992-08-24
13.6586332321167,1992-08-25
13.460687637329102,1992-08-26
13.163756370544434,1992-08-27
13.163756370544434,1992-08-28
12.569906234741211,1992-08-31
12.371956825256348,1992-09-01
12.767857551574707,1992-09-02
13.064788818359375,1992-09-03
13.510171890258789,1992-09-04
13.757613182067871,1992-09-08
13.757613182067871,1992-09-09
13.460687637329102,1992-09-10
14.252498626708984,1992-09-11
14.549422264099121,1992-09-14
14.846349716186523,1992-09-15
14.7473726272583,1992-09-16
14.153519630432129,1992-09-17
14.203004837036133,1992-09-18
13.856592178344727,1992-09-21
13.460687637329102,1992-09-22
13.460687637329102,1992-09-23
13.262737274169922,1992-09-24
13.064788818359375,1992-09-25
13.11427116394043,1992-09-28
12.767857551574707,1992-09-29
12.66888427734375,1992-09-30
12.66888427734375,1992-10-01
12.767857551574707,1992-10-02
12.371956825256348,1992-10-05
12.569906234741211,1992-10-06
12.767857551574707,1992-10-07
12.866835594177246,1992-10-08
13.163756370544434,1992-10-09
13.757613182067871,1992-10-12
14.104028701782227,1992-10-13
14.252498626708984,1992-10-14
14.40095329284668,1992-10-15
14.450447082519531,1992-10-16
14.450447082519531,1992-10-19
14.64840030670166,1992-10-20
14.64840030670166,1992-10-21
14.64840030670166,1992-10-22
14.549422264099121,1992-10-23
15.143280982971191,1992-10-26
15.440203666687012,1992-10-27
15.341230392456055,1992-10-28
15.440203666687012,1992-10-29
15.341230392456055,1992-10-30
15.638153076171875,1992-11-02
15.539175033569336,1992-11-03
15.489686965942383,1992-11-04
15.836101531982422,1992-11-05
15.836101531982422,1992-11-06
16.429954528808594,1992-11-09
16.825857162475586,1992-11-10
17.320735931396484,1992-11-11
16.528926849365234,1992-11-12
16.528926849365234,1992-11-13
16.133031845092773,1992-11-16
16.034055709838867,1992-11-17
15.836101531982422,1992-11-18
16.330978393554688,1992-11-19
17.023815155029297,1992-11-20
16.974323272705078,1992-11-23
16.924833297729492,1992-11-24
16.330978393554688,1992-11-25
16.330978393554688,1992-11-27
16.528926849365234,1992-11-30
16.726892471313477,1992-12-01
17.12279510498047,1992-12-02
17.41971778869629,1992-12-03
17.221769332885742,1992-12-04
17.37022590637207,1992-12-07
17.41971778869629,1992-12-08
17.81561279296875,1992-12-09
17.716644287109375,1992-12-10
17.81561279296875,1992-12-11
17.023815155029297,1992-12-14
16.825857162475586,1992-12-15
16.924833297729492,1992-12-16
16.825857162475586,1992-12-17
16.62790870666504,1992-12-18
17.023815155029297,1992-12-21
17.41971778869629,1992-12-22
17.716644287109375,1992-12-23
17.41971778869629,1992-12-24
17.766128540039062,1992-12-28
17.766128540039062,1992-12-29
17.81561279296875,1992-12-30
17.81561279296875,1992-12-31
17.518688201904297,1993-01-04
17.617660522460938,1993-01-05
17.320735931396484,1993-01-06
16.924833297729492,1993-01-07
16.825857162475586,1993-01-08
16.825857162475586,1993-01-11
16.825857162475586,1993-01-12
16.62790870666504,1993-01-13
16.62790870666504,1993-01-14
17.023815155029297,1993-01-15
17.320735931396484,1993-01-18
17.023815155029297,1993-01-19
17.221769332885742,1993-01-20
17.320735931396484,1993-01-21
17.221769332885742,1993-01-22
17.320735931396484,1993-01-25
18.211517333984375,1993-01-26
18.409467697143555,1993-01-27
18.31049156188965,1993-01-28
17.81561279296875,1993-01-29
18.409467697143555,1993-02-01
19.003320693969727,1993-02-02
19.89410400390625,1993-02-03
19.1023006439209,1993-02-04
18.953842163085938,1993-02-05
18.65691375732422,1993-02-08
17.914594650268555,1993-02-09
17.320735931396484,1993-02-10
17.320735931396484,1993-02-11
17.023815155029297,1993-02-12
16.62790870666504,1993-02-16
16.528926849365234,1993-02-17
16.825857162475586,1993-02-18
16.825857162475586,1993-02-19
15.638153076171875,1993-02-22
15.341230392456055,1993-02-23
15.638153076171875,1993-02-24
16.133031845092773,1993-02-25
16.23200798034668,1993-02-26
16.528926849365234,1993-03-01
17.41971778869629,1993-03-02
17.617660522460938,1993-03-03
17.12279510498047,1993-03-04
17.320735931396484,1993-03-05
17.617660522460938,1993-03-08
17.41971778869629,1993-03-09
17.221769332885742,1993-03-10
17.617660522460938,1993-03-11
18.31049156188965,1993-03-12
18.607419967651367,1993-03-15
18.70639991760254,1993-03-16
18.904338836669922,1993-03-17
18.8548583984375,1993-03-18
18.904338836669922,1993-03-19
19.003320693969727,1993-03-22
19.1023006439209,1993-03-23
18.904338836669922,1993-03-24
18.70639991760254,1993-03-25
18.607419967651367,1993-03-26
18.211517333984375,1993-03-29
17.716644287109375,1993-03-30
17.716644287109375,1993-03-31
17.617660522460938,1993-04-01
17.172271728515625,1993-04-02
17.320735931396484,1993-04-05
17.716644287109375,1993-04-06
19.300249099731445,1993-04-07
19.597183227539062,1993-04-08
19.597183227539062,1993-04-12
19.993078231811523,1993-04-13
20.290010452270508,1993-04-14
20.191024780273438,1993-04-15
18.409467697143555,1993-04-16
18.359975814819336,1993-04-19
18.211517333984375,1993-04-20
17.518688201904297,1993-04-21
17.518688201904297,1993-04-22
17.320735931396484,1993-04-23
16.726892471313477,1993-04-26
16.528926849365234,1993-04-27
16.62790870666504,1993-04-28
17.320735931396484,1993-04-29
17.518688201904297,1993-04-30
17.27124786376953,1993-05-03
17.81561279296875,1993-05-04
17.41971778869629,1993-05-05
17.221769332885742,1993-05-06
17.023815155029297,1993-05-07
17.518688201904297,1993-05-10
16.330978393554688,1993-05-11
16.133031845092773,1993-05-12
16.133031845092773,1993-05-13
16.330978393554688,1993-05-14
16.924833297729492,1993-05-17
17.023815155029297,1993-05-18
17.716644287109375,1993-05-19
18.112550735473633,1993-05-20
17.221769332885742,1993-05-21
17.41971778869629,1993-05-24
17.617660522460938,1993-05-25
17.518688201904297,1993-05-26
17.667152404785156,1993-05-27
17.716644287109375,1993-05-28
17.41971778869629,1993-06-01
17.518688201904297,1993-06-02
17.320735931396484,1993-06-03
17.56818199157715,1993-06-04
17.41971778869629,1993-06-07
16.62790870666504,1993-06-08
16.479448318481445,1993-06-09
16.380460739135742,1993-06-10
16.133031845092773,1993-06-11
15.93508243560791,1993-06-14
16.23200798034668,1993-06-15
16.528926849365234,1993-06-16
16.726892471313477,1993-06-17
16.825857162475586,1993-06-18
16.479448318481445,1993-06-21
16.726892471313477,1993-06-22
16.578420639038086,1993-06-23
16.825857162475586,1993-06-24
17.023815155029297,1993-06-25
17.172271728515625,1993-06-28
17.221769332885742,1993-06-29
17.27124786376953,1993-06-30
17.172271728515625,1993-07-01
17.221769332885742,1993-07-02
17.617660522460938,1993-07-06
17.41971778869629,1993-07-07
17.221769332885742,1993-07-08
17.221769332885742,1993-07-09
17.12279510498047,1993-07-12
16.62790870666504,1993-07-13
16.62790870666504,1993-07-14
17.8651065826416,1993-07-15
17.914594650268555,1993-07-16
17.617660522460938,1993-07-19
17.41971778869629,1993-07-20
17.617660522460938,1993-07-21
17.617660522460938,1993-07-22
17.56818199157715,1993-07-23
17.716644287109375,1993-07-26
17.716644287109375,1993-07-27
17.81561279296875,1993-07-28
17.914594650268555,1993-07-29
18.31049156188965,1993-07-30
18.805377960205078,1993-08-02
19.250764846801758,1993-08-03
19.844619750976562,1993-08-04
19.79513168334961,1993-08-05
19.89410400390625,1993-08-06
19.69615364074707,1993-08-09
19.79513168334961,1993-08-10
19.79513168334961,1993-08-11
19.498197555541992,1993-08-12
19.1023006439209,1993-08-13
18.50844383239746,1993-08-16
19.79513168334961,1993-08-17
20.586942672729492,1993-08-18
20.982845306396484,1993-08-19
20.883859634399414,1993-08-20
21.477712631225586,1993-08-23
20.982845306396484,1993-08-24
21.180788040161133,1993-08-25
22.36849594116211,1993-08-26
22.36849594116211,1993-08-27
22.36849594116211,1993-08-30
22.96234893798828,1993-08-31
23.160306930541992,1993-09-01
24.348011016845703,1993-09-02
23.7541561126709,1993-09-03
23.358245849609375,1993-09-07
23.457223892211914,1993-09-08
23.358245849609375,1993-09-09
23.160306930541992,1993-09-10
23.55620002746582,1993-09-13
22.764394760131836,1993-09-14
22.764394760131836,1993-09-15
23.160306930541992,1993-09-16
23.7541561126709,1993-09-17
24.545957565307617,1993-09-20
25.04084014892578,1993-09-21
26.327512741088867,1993-09-22
26.723426818847656,1993-09-23
23.160306930541992,1993-09-24
23.160306930541992,1993-09-27
23.65517234802246,1993-09-28
24.545957565307617,1993-09-29
24.545957565307617,1993-09-30
24.05109214782715,1993-10-01
23.55620002746582,1993-10-04
24.150060653686523,1993-10-05
24.249032974243164,1993-10-06
24.743913650512695,1993-10-07
24.743913650512695,1993-10-08
24.8428897857666,1993-10-11
24.743913650512695,1993-10-12
24.545957565307617,1993-10-13
25.535715103149414,1993-10-14
25.733671188354492,1993-10-15
25.733671188354492,1993-10-18
24.743913650512695,1993-10-19
25.3377685546875,1993-10-20
24.644929885864258,1993-10-21
24.545957565307617,1993-10-22
24.545957565307617,1993-10-25
24.545957565307617,1993-10-26
24.545957565307617,1993-10-27
24.743913650512695,1993-10-28
24.941869735717773,1993-10-29
25.139812469482422,1993-11-01
24.743913650512695,1993-11-02
24.545957565307617,1993-11-03
24.545957565307617,1993-11-04
24.644929885864258,1993-11-05
24.743913650512695,1993-11-08
24.941869735717773,1993-11-09
24.545957565307617,1993-11-10
24.941869735717773,1993-11-11
25.931617736816406,1993-11-12
25.3377685546875,1993-11-15
24.743913650512695,1993-11-16
24.743913650512695,1993-11-17
25.733671188354492,1993-11-18
25.535715103149414,1993-11-19
23.358245849609375,1993-11-22
23.160306930541992,1993-11-23
23.358245849609375,1993-11-24
23.7541561126709,1993-11-26
23.65517234802246,1993-11-29
23.55620002746582,1993-11-30
24.150060653686523,1993-12-01
23.952106475830078,1993-12-02
24.05109214782715,1993-12-03
24.348011016845703,1993-12-06
24.941869735717773,1993-12-07
25.3377685546875,1993-12-08
25.535715103149414,1993-12-09
24.941869735717773,1993-12-10
25.535715103149414,1993-12-13
25.535715103149414,1993-12-14
25.535715103149414,1993-12-15
25.733671188354492,1993-12-16
25.733671188354492,1993-12-17
25.931617736816406,1993-12-20
25.733671188354492,1993-12-21
26.327512741088867,1993-12-22
26.723426818847656,1993-12-23
26.921375274658203,1993-12-27
26.723426818847656,1993-12-28
26.921375274658203,1993-12-29
26.723426818847656,1993-12-30
27.11933135986328,1993-12-31
27.11933135986328,1994-01-03
26.525474548339844,1994-01-04
26.822402954101562,1994-01-05
26.525474548339844,1994-01-06
26.723426818847656,1994-01-07
26.525474548339844,1994-01-10
25.733671188354492,1994-01-11
25.139812469482422,1994-01-12
24.348011016845703,1994-01-13
25.139812469482422,1994-01-14
25.436748504638672,1994-01-17
25.733671188354492,1994-01-18
24.941869735717773,1994-01-19
25.04084014892578,1994-01-20
24.150060653686523,1994-01-21
24.348011016845703,1994-01-24
24.150060653686523,1994-01-25
24.150060653686523,1994-01-26
24.743913650512695,1994-01-27
25.3377685546875,1994-01-28
24.150060653686523,1994-01-31
24.150060653686523,1994-02-01
23.952106475830078,1994-02-02
25.139812469482422,1994-02-03
23.952106475830078,1994-02-04
23.358245849609375,1994-02-07
23.7541561126709,1994-02-08
23.457223892211914,1994-02-09
23.55620002746582,1994-02-10
23.160306930541992,1994-02-11
23.160306930541992,1994-02-14
22.96234893798828,1994-02-15
23.7541561126709,1994-02-16
24.150060653686523,1994-02-17
24.348011016845703,1994-02-18
24.545957565307617,1994-02-22
24.150060653686523,1994-02-23
23.457223892211914,1994-02-24
23.55620002746582,1994-02-25
22.96234893798828,1994-02-28
22.566448211669922,1994-03-01
22.170536041259766,1994-03-02
22.566448211669922,1994-03-03
22.566448211669922,1994-03-04
22.170536041259766,1994-03-07
22.2695255279541,1994-03-08
22.071569442749023,1994-03-09
21.972593307495117,1994-03-10
22.170536041259766,1994-03-11
21.6756649017334,1994-03-14
17.716644287109375,1994-03-15
18.805377960205078,1994-03-16
19.399234771728516,1994-03-17
19.300249099731445,1994-03-18
19.201278686523438,1994-03-21
18.904338836669922,1994-03-22
18.607419967651367,1994-03-23
18.805377960205078,1994-03-24
18.409467697143555,1994-03-25
18.409467697143555,1994-03-28
17.221769332885742,1994-03-29
16.528926849365234,1994-03-30
17.81561279296875,1994-03-31
17.221769332885742,1994-04-04
17.221769332885742,1994-04-05
17.023815155029297,1994-04-06
16.429954528808594,1994-04-07
16.62790870666504,1994-04-08
16.825857162475586,1994-04-11
16.62790870666504,1994-04-12
16.034055709838867,1994-04-13
16.429954528808594,1994-04-14
16.034055709838867,1994-04-15
15.836101531982422,1994-04-18
15.044301986694336,1994-04-19
15.2422513961792,1994-04-20
15.440203666687012,1994-04-21
15.440203666687012,1994-04-22
15.440203666687012,1994-04-25
15.341230392456055,1994-04-26
15.638153076171875,1994-04-28
15.093783378601074,1994-04-29
15.539175033569336,1994-05-02
15.638153076171875,1994-05-03
15.440203666687012,1994-05-04
15.638153076171875,1994-05-05
15.440203666687012,1994-05-06
14.94531536102295,1994-05-09
10.39244556427002,1994-05-10
10.590394020080566,1994-05-11
11.283224105834961,1994-05-12
10.887316703796387,1994-05-13
10.639883995056152,1994-05-16
11.184247970581055,1994-05-17
11.580153465270996,1994-05-18
11.87707805633545,1994-05-19
11.87707805633545,1994-05-20
12.075030326843262,1994-05-23
11.87707805633545,1994-05-24
11.728611946105957,1994-05-25
12.272978782653809,1994-05-26
12.075030326843262,1994-05-27
12.272978782653809,1994-05-31
11.87707805633545,1994-06-01
12.075030326843262,1994-06-02
12.272978782653809,1994-06-03
12.470934867858887,1994-06-06
12.66888427734375,1994-06-07
12.470934867858887,1994-06-08
12.866835594177246,1994-06-09
12.866835594177246,1994-06-10
12.272978782653809,1994-06-13
12.470934867858887,1994-06-14
11.87707805633545,1994-06-15
11.679122924804688,1994-06-16
11.629640579223633,1994-06-17
11.283224105834961,1994-06-20
11.085268020629883,1994-06-21
10.986296653747559,1994-06-22
10.194489479064941,1994-06-23
10.689367294311523,1994-06-24
11.283224105834961,1994-06-27
11.085268020629883,1994-06-28
10.689367294311523,1994-06-29
10.887316703796387,1994-06-30
11.085268020629883,1994-07-01
11.085268020629883,1994-07-05
10.689367294311523,1994-07-06
10.689367294311523,1994-07-07
10.689367294311523,1994-07-08
10.887316703796387,1994-07-11
10.887316703796387,1994-07-12
10.887316703796387,1994-07-13
10.788346290588379,1994-07-14
10.689367294311523,1994-07-15
10.689367294311523,1994-07-18
10.293471336364746,1994-07-19
10.293471336364746,1994-07-20
10.887316703796387,1994-07-21
11.035784721374512,1994-07-22
11.085268020629883,1994-07-25
10.887316703796387,1994-07-26
10.986296653747559,1994-07-27
11.085268020629883,1994-07-28
11.085268020629883,1994-07-29
10.887316703796387,1994-08-01
10.293471336364746,1994-08-02
10.491422653198242,1994-08-03
10.194489479064941,1994-08-04
9.699617385864258,1994-08-05
9.897565841674805,1994-08-08
9.798591613769531,1994-08-09
10.095512390136719,1994-08-10
9.699617385864258,1994-08-11
10.293471336364746,1994-08-12
10.34295654296875,1994-08-15
10.590394020080566,1994-08-16
10.8378324508667,1994-08-17
10.788346290588379,1994-08-18
11.085268020629883,1994-08-19
11.085268020629883,1994-08-22
11.679122924804688,1994-08-23
11.77810001373291,1994-08-24
11.679122924804688,1994-08-25
11.87707805633545,1994-08-26
11.679122924804688,1994-08-29
11.87707805633545,1994-08-30
12.075030326843262,1994-08-31
11.679122924804688,1994-09-01
12.075030326843262,1994-09-02
11.87707805633545,1994-09-06
11.679122924804688,1994-09-07
12.075030326843262,1994-09-08
11.87707805633545,1994-09-09
11.679122924804688,1994-09-12
12.075030326843262,1994-09-13
11.48117446899414,1994-09-14
12.075030326843262,1994-09-15
12.075030326843262,1994-09-16
11.679122924804688,1994-09-19
11.679122924804688,1994-09-20
11.48117446899414,1994-09-21
11.283224105834961,1994-09-22
11.283224105834961,1994-09-23
11.184247970581055,1994-09-26
10.788346290588379,1994-09-27
11.085268020629883,1994-09-28
11.085268020629883,1994-09-29
10.689367294311523,1994-09-30
10.887316703796387,1994-10-03
10.986296653747559,1994-10-04
10.986296653747559,1994-10-05
11.085268020629883,1994-10-06
11.085268020629883,1994-10-07
11.48117446899414,1994-10-10
11.679122924804688,1994-10-11
11.48117446899414,1994-10-12
11.283224105834961,1994-10-13
11.48117446899414,1994-10-14
11.48117446899414,1994-10-17
12.075030326843262,1994-10-18
12.66888427734375,1994-10-19
12.470934867858887,1994-10-20
12.075030326843262,1994-10-21
12.371956825256348,1994-10-24
12.371956825256348,1994-10-25
12.470934867858887,1994-10-26
12.272978782653809,1994-10-27
10.639883995056152,1994-10-28
10.689367294311523,1994-10-31
10.689367294311523,1994-11-01
10.590394020080566,1994-11-02
10.491422653198242,1994-11-03
10.095512390136719,1994-11-04
10.39244556427002,1994-11-07
10.689367294311523,1994-11-08
10.689367294311523,1994-11-09
10.54090690612793,1994-11-10
10.293471336364746,1994-11-11
10.491422653198242,1994-11-14
10.293471336364746,1994-11-15
10.194489479064941,1994-11-16
10.095512390136719,1994-11-17
10.293471336364746,1994-11-18
9.996539115905762,1994-11-21
9.501660346984863,1994-11-22
9.600639343261719,1994-11-23
9.798591613769531,1994-11-25
9.600639343261719,1994-11-28
9.600639343261719,1994-11-29
9.501660346984863,1994-11-30
9.303709983825684,1994-12-01
9.600639343261719,1994-12-02
9.402688980102539,1994-12-05
9.501660346984863,1994-12-06
9.006782531738281,1994-12-07
9.204733848571777,1994-12-08
9.105758666992188,1994-12-09
8.907806396484375,1994-12-12
8.808830261230469,1994-12-13
8.709858894348145,1994-12-14
9.105758666992188,1994-12-15
8.907806396484375,1994-12-16
9.501660346984863,1994-12-19
9.897565841674805,1994-12-20
9.897565841674805,1994-12-21
9.501660346984863,1994-12-22
9.303709983825684,1994-12-23
9.303709983825684,1994-12-27
9.105758666992188,1994-12-28
9.600639343261719,1994-12-29
9.897565841674805,1994-12-30
9.501660346984863,1995-01-03
9.600639343261719,1995-01-04
9.402688980102539,1995-01-05
9.303709983825684,1995-01-06
9.204733848571777,1995-01-09
9.303709983825684,1995-01-10
9.155245780944824,1995-01-11
9.501660346984863,1995-01-12
9.600639343261719,1995-01-13
9.402688980102539,1995-01-16
9.501660346984863,1995-01-17
9.600639343261719,1995-01-18
9.600639343261719,1995-01-19
9.35319995880127,1995-01-20
9.600639343261719,1995-01-23
9.798591613769531,1995-01-24
10.54090690612793,1995-01-25
10.788346290588379,1995-01-26
10.293471336364746,1995-01-27
10.194489479064941,1995-01-30
10.39244556427002,1995-01-31
10.243978500366211,1995-02-01
10.39244556427002,1995-02-02
10.590394020080566,1995-02-03
10.788346290588379,1995-02-06
10.986296653747559,1995-02-07
10.887316703796387,1995-02-08
10.491422653198242,1995-02-09
10.689367294311523,1995-02-10
10.689367294311523,1995-02-13
10.887316703796387,1995-02-14
10.986296653747559,1995-02-15
10.788346290588379,1995-02-16
10.689367294311523,1995-02-17
10.590394020080566,1995-02-21
10.689367294311523,1995-02-22
10.887316703796387,1995-02-23
10.689367294311523,1995-02-24
10.689367294311523,1995-02-27
10.986296653747559,1995-02-28
10.590394020080566,1995-03-01
10.986296653747559,1995-03-02
10.986296653747559,1995-03-03
10.986296653747559,1995-03-06
10.689367294311523,1995-03-07
10.788346290588379,1995-03-08
10.788346290588379,1995-03-09
10.887316703796387,1995-03-10
10.689367294311523,1995-03-13
10.788346290588379,1995-03-14
10.491422653198242,1995-03-15
10.491422653198242,1995-03-16
10.689367294311523,1995-03-17
10.689367294311523,1995-03-20
10.194489479064941,1995-03-21
9.699617385864258,1995-03-22
9.600639343261719,1995-03-23
9.897565841674805,1995-03-24
9.600639343261719,1995-03-27
9.600639343261719,1995-03-28
9.303709983825684,1995-03-29
9.204733848571777,1995-03-30
9.204733848571777,1995-03-31
9.204733848571777,1995-04-03
9.105758666992188,1995-04-04
9.105758666992188,1995-04-05
8.907806396484375,1995-04-06
9.105758666992188,1995-04-07
8.907806396484375,1995-04-10
8.907806396484375,1995-04-11
9.105758666992188,1995-04-12
9.006782531738281,1995-04-13
9.006782531738281,1995-04-17
8.808830261230469,1995-04-18
8.808830261230469,1995-04-19
8.808830261230469,1995-04-20
8.808830261230469,1995-04-21
8.907806396484375,1995-04-24
9.006782531738281,1995-04-25
9.105758666992188,1995-04-26
9.006782531738281,1995-04-27
8.808830261230469,1995-04-28
8.709858894348145,1995-05-01
8.808830261230469,1995-05-02
8.808830261230469,1995-05-03
8.610884666442871,1995-05-04
8.412928581237793,1995-05-05
8.907806396484375,1995-05-08
8.660367965698242,1995-05-09
8.610884666442871,1995-05-10
8.412928581237793,1995-05-11
8.412928581237793,1995-05-12
8.709858894348145,1995-05-15
8.808830261230469,1995-05-16
8.808830261230469,1995-05-17
8.610884666442871,1995-05-18
8.610884666442871,1995-05-19
8.511907577514648,1995-05-22
8.610884666442871,1995-05-23
8.660367965698242,1995-05-24
8.610884666442871,1995-05-25
8.610884666442871,1995-05-26
8.610884666442871,1995-05-30
8.709858894348145,1995-05-31
8.907806396484375,1995-06-01
9.204733848571777,1995-06-02
9.501660346984863,1995-06-05
9.600639343261719,1995-06-06
9.798591613769531,1995-06-07
9.897565841674805,1995-06-08
9.402688980102539,1995-06-09
9.501660346984863,1995-06-12
9.402688980102539,1995-06-13
9.204733848571777,1995-06-14
9.699617385864258,1995-06-15
9.798591613769531,1995-06-16
9.650124549865723,1995-06-19
9.699617385864258,1995-06-20
9.006782531738281,1995-06-21
8.907806396484375,1995-06-22
8.907806396484375,1995-06-23
8.660367965698242,1995-06-26
8.610884666442871,1995-06-27
8.808830261230469,1995-06-28
8.709858894348145,1995-06-29
8.759344100952148,1995-06-30
8.907806396484375,1995-07-03
8.907806396484375,1995-07-05
8.858322143554688,1995-07-06
9.006782531738281,1995-07-07
9.006782531738281,1995-07-10
8.808830261230469,1995-07-11
9.006782531738281,1995-07-12
9.006782531738281,1995-07-13
8.907806396484375,1995-07-14
8.907806396484375,1995-07-17
8.709858894348145,1995-07-18
8.709858894348145,1995-07-19
9.006782531738281,1995-07-20
9.105758666992188,1995-07-21
9.600639343261719,1995-07-24
9.996539115905762,1995-07-25
9.996539115905762,1995-07-26
10.095512390136719,1995-07-27
9.798591613769531,1995-07-28
9.798591613769531,1995-07-31
9.897565841674805,1995-08-01
9.55115032196045,1995-08-02
9.501660346984863,1995-08-03
9.402688980102539,1995-08-04
9.600639343261719,1995-08-07
9.600639343261719,1995-08-08
9.699617385864258,1995-08-09
9.55115032196045,1995-08-10
9.798591613769531,1995-08-11
9.798591613769531,1995-08-14
9.798591613769531,1995-08-15
10.590394020080566,1995-08-16
10.194489479064941,1995-08-17
10.095512390136719,1995-08-18
10.293471336364746,1995-08-21
10.590394020080566,1995-08-22
10.788346290588379,1995-08-23
