ALB,Date
6.065159320831299,1997-01-28
5.984828472137451,1997-01-29
6.105326175689697,1997-01-30
6.024993419647217,1997-01-31
6.145495414733887,1997-02-03
6.065159320831299,1997-02-04
6.105326175689697,1997-02-05
6.024993419647217,1997-02-06
6.225827693939209,1997-02-07
6.1856608390808105,1997-02-10
5.944660663604736,1997-02-11
6.1856608390808105,1997-02-12
6.1856608390808105,1997-02-13
6.225827693939209,1997-02-14
6.1856608390808105,1997-02-18
6.225827693939209,1997-02-19
6.225827693939209,1997-02-20
6.265993118286133,1997-02-21
6.386492729187012,1997-02-24
6.386492729187012,1997-02-25
6.145495414733887,1997-02-26
6.145495414733887,1997-02-27
6.306158065795898,1997-02-28
6.306158065795898,1997-03-03
6.34632682800293,1997-03-04
6.306158065795898,1997-03-05
6.288422107696533,1997-03-06
6.288422107696533,1997-03-07
6.288422107696533,1997-03-10
6.369043827056885,1997-03-11
6.288422107696533,1997-03-12
6.449665069580078,1997-03-13
6.207803726196289,1997-03-14
6.167494297027588,1997-03-17
6.167494297027588,1997-03-18
6.0868706703186035,1997-03-19
5.965939044952393,1997-03-20
6.127182483673096,1997-03-21
6.046562671661377,1997-03-24
6.046562671661377,1997-03-25
6.127182483673096,1997-03-26
6.046562671661377,1997-03-27
5.764387130737305,1997-03-31
5.92563009262085,1997-04-01
5.764387130737305,1997-04-02
5.804697036743164,1997-04-03
5.804697036743164,1997-04-04
5.885320663452148,1997-04-07
5.965939044952393,1997-04-08
5.965939044952393,1997-04-09
5.965939044952393,1997-04-10
5.965939044952393,1997-04-11
6.127182483673096,1997-04-14
5.965939044952393,1997-04-15
6.046562671661377,1997-04-16
5.804697036743164,1997-04-17
5.804697036743164,1997-04-18
5.643458843231201,1997-04-21
5.885320663452148,1997-04-22
5.72407865524292,1997-04-23
5.804697036743164,1997-04-24
5.72407865524292,1997-04-25
5.764387130737305,1997-04-28
5.764387130737305,1997-04-29
5.683767318725586,1997-04-30
5.72407865524292,1997-05-01
6.006252765655518,1997-05-02
6.006252765655518,1997-05-05
5.965939044952393,1997-05-06
5.885320663452148,1997-05-07
5.885320663452148,1997-05-08
5.965939044952393,1997-05-09
6.006252765655518,1997-05-12
6.006252765655518,1997-05-13
5.965939044952393,1997-05-14
5.845008373260498,1997-05-15
5.92563009262085,1997-05-16
5.92563009262085,1997-05-19
6.046562671661377,1997-05-20
6.046562671661377,1997-05-21
6.006252765655518,1997-05-22
5.965939044952393,1997-05-23
5.965939044952393,1997-05-27
5.965939044952393,1997-05-28
6.046562671661377,1997-05-29
6.046562671661377,1997-05-30
5.885320663452148,1997-06-02
5.92563009262085,1997-06-03
5.885320663452148,1997-06-04
6.006252765655518,1997-06-05
6.006252765655518,1997-06-06
6.006252765655518,1997-06-09
6.006252765655518,1997-06-10
6.0868706703186035,1997-06-11
6.352294921875,1997-06-12
6.433209419250488,1997-06-13
6.433209419250488,1997-06-16
6.595056533813477,1997-06-17
6.554595947265625,1997-06-18
6.392750263214111,1997-06-19
6.554595947265625,1997-06-20
6.51413631439209,1997-06-23
6.554595947265625,1997-06-24
6.2309112548828125,1997-06-25
6.473673343658447,1997-06-26
6.67597770690918,1997-06-27
6.817590236663818,1997-06-30
7.121042728424072,1997-07-01
7.3638014793396,1997-07-02
7.404266357421875,1997-07-03
7.080577850341797,1997-07-07
7.2828826904296875,1997-07-08
7.080577850341797,1997-07-09
7.161499977111816,1997-07-10
7.161499977111816,1997-07-11
7.141268730163574,1997-07-14
7.121042728424072,1997-07-15
7.424497127532959,1997-07-16
7.303114891052246,1997-07-17
7.181731700897217,1997-07-18
7.2626495361328125,1997-07-21
7.222192764282227,1997-07-22
7.34357213973999,1997-07-23
7.3638014793396,1997-07-24
7.201967239379883,1997-07-25
7.2626495361328125,1997-07-28
7.444722652435303,1997-07-29
7.566107273101807,1997-07-30
7.768406867980957,1997-07-31
7.788637161254883,1997-08-01
7.849324703216553,1997-08-04
7.707716464996338,1997-08-05
7.748175621032715,1997-08-06
7.727945804595947,1997-08-07
7.687486171722412,1997-08-08
7.707716464996338,1997-08-11
7.626794338226318,1997-08-12
7.707716464996338,1997-08-13
7.727945804595947,1997-08-14
7.586334705352783,1997-08-15
7.464953422546387,1997-08-18
7.5054144859313965,1997-08-19
7.566107273101807,1997-08-20
7.5054144859313965,1997-08-21
7.545876502990723,1997-08-22
7.5054144859313965,1997-08-25
7.566107273101807,1997-08-26
7.606566905975342,1997-08-27
7.4851837158203125,1997-08-28
7.950481414794922,1997-08-29
7.970709800720215,1997-09-02
8.415778160095215,1997-09-03
8.233702659606934,1997-09-04
8.233702659606934,1997-09-05
8.355083465576172,1997-09-08
8.456233024597168,1997-09-09
8.597844123840332,1997-09-10
8.545881271362305,1997-09-11
8.769168853759766,1997-09-12
8.708273887634277,1997-09-15
8.789469718933105,1997-09-16
8.789469718933105,1997-09-17
8.769168853759766,1997-09-18
8.728569030761719,1997-09-19
8.748873710632324,1997-09-22
8.667675971984863,1997-09-23
8.566181182861328,1997-09-24
8.64737606048584,1997-09-25
8.545881271362305,1997-09-26
8.586483001708984,1997-09-29
8.180499076843262,1997-09-30
8.403788566589355,1997-10-01
8.545881271362305,1997-10-02
8.444389343261719,1997-10-03
8.48498249053955,1997-10-06
8.444389343261719,1997-10-07
8.383491516113281,1997-10-08
8.342887878417969,1997-10-09
8.281996726989746,1997-10-10
8.464688301086426,1997-10-13
8.424086570739746,1997-10-14
8.505285263061523,1997-10-15
8.322593688964844,1997-10-16
8.139904975891113,1997-10-17
