BIIB,Date
47.58333206176758,2000-08-07
45.375,2000-08-08
45.0,2000-08-09
46.79166793823242,2000-08-10
45.33333206176758,2000-08-11
44.27083206176758,2000-08-14
43.05729293823242,2000-08-15
41.91666793823242,2000-08-16
43.85416793823242,2000-08-17
43.97916793823242,2000-08-18
43.41666793823242,2000-08-21
42.45833206176758,2000-08-22
42.52083206176758,2000-08-23
45.45833206176758,2000-08-24
46.45833206176758,2000-08-25
46.58333206176758,2000-08-28
45.95833206176758,2000-08-29
45.3125,2000-08-30
46.54166793823242,2000-08-31
50.3125,2000-09-01
46.52083206176758,2000-09-05
44.58333206176758,2000-09-06
47.0,2000-09-07
48.97916793823242,2000-09-08
45.83333206176758,2000-09-11
45.33333206176758,2000-09-12
45.91666793823242,2000-09-13
47.25,2000-09-14
48.79166793823242,2000-09-15
46.4375,2000-09-18
48.89583206176758,2000-09-19
51.0625,2000-09-20
55.75,2000-09-21
56.8125,2000-09-22
56.08333206176758,2000-09-25
56.75,2000-09-26
57.3125,2000-09-27
58.52083206176758,2000-09-28
58.453125,2000-09-29
52.33333206176758,2000-10-02
53.02083206176758,2000-10-03
53.6875,2000-10-04
53.75,2000-10-05
53.70833206176758,2000-10-06
54.91666793823242,2000-10-09
56.33333206176758,2000-10-10
54.75520706176758,2000-10-11
53.29166793823242,2000-10-12
54.16666793823242,2000-10-13
55.875,2000-10-16
60.6875,2000-10-17
62.625,2000-10-18
62.875,2000-10-19
63.41666793823242,2000-10-20
65.63021087646484,2000-10-23
66.91666412353516,2000-10-24
62.33333206176758,2000-10-25
63.39583206176758,2000-10-26
61.625,2000-10-27
61.58333206176758,2000-10-30
65.375,2000-10-31
68.70833587646484,2000-11-01
72.6875,2000-11-02
71.25,2000-11-03
69.6875,2000-11-06
70.04166412353516,2000-11-07
73.41666412353516,2000-11-08
69.8125,2000-11-09
66.5625,2000-11-10
56.5,2000-11-13
56.95833206176758,2000-11-14
60.60416793823242,2000-11-15
58.47916793823242,2000-11-16
56.83333206176758,2000-11-17
50.8125,2000-11-20
53.8125,2000-11-21
56.0625,2000-11-22
56.5,2000-11-24
64.85416412353516,2000-11-27
62.875,2000-11-28
61.91666793823242,2000-11-29
58.02083206176758,2000-11-30
59.66666793823242,2000-12-01
57.79166793823242,2000-12-04
62.95833206176758,2000-12-05
66.16666412353516,2000-12-06
67.6875,2000-12-07
71.10416412353516,2000-12-08
72.66666412353516,2000-12-11
69.16666412353516,2000-12-12
67.79166412353516,2000-12-13
69.39583587646484,2000-12-14
69.8125,2000-12-15
75.08333587646484,2000-12-18
66.79166412353516,2000-12-19
61.35416793823242,2000-12-20
62.39583206176758,2000-12-21
65.3125,2000-12-22
67.45833587646484,2000-12-26
66.64583587646484,2000-12-27
65.58333587646484,2000-12-28
63.1875,2000-12-29
59.25,2001-01-02
62.10416793823242,2001-01-03
55.33333206176758,2001-01-04
51.6875,2001-01-05
49.72916793823242,2001-01-08
47.83333206176758,2001-01-09
52.70833206176758,2001-01-10
55.0,2001-01-11
56.20833206176758,2001-01-12
57.33333206176758,2001-01-16
54.4375,2001-01-17
56.875,2001-01-18
56.890625,2001-01-19
60.125,2001-01-22
63.125,2001-01-23
64.0625,2001-01-24
61.765625,2001-01-25
63.3125,2001-01-26
66.8125,2001-01-29
62.625,2001-01-30
58.8125,2001-01-31
57.0625,2001-02-01
57.234375,2001-02-02
57.5,2001-02-05
59.0,2001-02-06
58.125,2001-02-07
59.5,2001-02-08
59.3125,2001-02-09
61.75,2001-02-12
59.625,2001-02-13
60.4375,2001-02-14
59.5,2001-02-15
55.0,2001-02-16
55.5,2001-02-20
53.25,2001-02-21
52.5625,2001-02-22
54.0,2001-02-23
58.0,2001-02-26
54.4375,2001-02-27
56.375,2001-02-28
54.546875,2001-03-01
54.3125,2001-03-02
54.9375,2001-03-05
57.0,2001-03-06
56.0625,2001-03-07
55.625,2001-03-08
51.125,2001-03-09
45.6875,2001-03-12
48.0,2001-03-13
51.125,2001-03-14
50.9375,2001-03-15
48.125,2001-03-16
52.5,2001-03-19
49.125,2001-03-20
42.0625,2001-03-21
38.5625,2001-03-22
39.6875,2001-03-23
39.0625,2001-03-26
38.4375,2001-03-27
39.375,2001-03-28
41.0,2001-03-29
40.0,2001-03-30
38.6875,2001-04-02
35.6875,2001-04-03
35.75,2001-04-04
42.125,2001-04-05
41.375,2001-04-06
43.38999938964844,2001-04-09
47.310001373291016,2001-04-10
45.369998931884766,2001-04-11
49.22999954223633,2001-04-12
48.779998779296875,2001-04-16
50.5099983215332,2001-04-17
54.650001525878906,2001-04-18
52.13999938964844,2001-04-19
48.27000045776367,2001-04-20
44.880001068115234,2001-04-23
43.09000015258789,2001-04-24
46.060001373291016,2001-04-25
45.099998474121094,2001-04-26
48.029998779296875,2001-04-27
49.20000076293945,2001-04-30
47.5099983215332,2001-05-01
46.540000915527344,2001-05-02
45.099998474121094,2001-05-03
51.939998626708984,2001-05-04
52.959999084472656,2001-05-07
55.02000045776367,2001-05-08
54.189998626708984,2001-05-09
52.810001373291016,2001-05-10
52.0,2001-05-11
50.63999938964844,2001-05-14
49.810001373291016,2001-05-15
53.18000030517578,2001-05-16
55.099998474121094,2001-05-17
57.04999923706055,2001-05-18
62.45000076293945,2001-05-21
60.20000076293945,2001-05-22
57.16999816894531,2001-05-23
60.41999816894531,2001-05-24
60.529998779296875,2001-05-25
60.41999816894531,2001-05-29
59.849998474121094,2001-05-30
61.599998474121094,2001-05-31
65.38999938964844,2001-06-01
68.95999908447266,2001-06-04
74.56999969482422,2001-06-05
70.95999908447266,2001-06-06
72.95999908447266,2001-06-07
71.66000366210938,2001-06-08
68.94000244140625,2001-06-11
67.97000122070312,2001-06-12
68.5,2001-06-13
70.3499984741211,2001-06-14
73.0,2001-06-15
71.47000122070312,2001-06-18
70.0,2001-06-19
70.83999633789062,2001-06-20
68.61000061035156,2001-06-21
66.7300033569336,2001-06-22
65.08999633789062,2001-06-25
62.84000015258789,2001-06-26
64.37999725341797,2001-06-27
64.9800033569336,2001-06-28
67.69000244140625,2001-06-29
65.75,2001-07-02
68.02999877929688,2001-07-03
63.599998474121094,2001-07-05
61.77000045776367,2001-07-06
63.779998779296875,2001-07-09
61.29999923706055,2001-07-10
61.47999954223633,2001-07-11
52.15999984741211,2001-07-12
54.77000045776367,2001-07-13
49.9900016784668,2001-07-16
52.150001525878906,2001-07-17
52.77000045776367,2001-07-18
51.599998474121094,2001-07-19
52.97999954223633,2001-07-20
55.040000915527344,2001-07-23
53.959999084472656,2001-07-24
52.93000030517578,2001-07-25
55.119998931884766,2001-07-26
56.900001525878906,2001-07-27
55.790000915527344,2001-07-30
53.97999954223633,2001-07-31
51.04999923706055,2001-08-01
49.689998626708984,2001-08-02
50.40999984741211,2001-08-03
49.34000015258789,2001-08-06
47.959999084472656,2001-08-07
47.13999938964844,2001-08-08
48.290000915527344,2001-08-09
48.619998931884766,2001-08-10
50.77000045776367,2001-08-13
52.2400016784668,2001-08-14
50.81999969482422,2001-08-15
51.529998779296875,2001-08-16
50.310001373291016,2001-08-17
49.93000030517578,2001-08-20
50.11000061035156,2001-08-21
52.88999938964844,2001-08-22
57.369998931884766,2001-08-23
60.91999816894531,2001-08-24
60.34000015258789,2001-08-27
59.90999984741211,2001-08-28
60.040000915527344,2001-08-29
60.41999816894531,2001-08-30
59.27000045776367,2001-08-31
59.27000045776367,2001-09-04
58.560001373291016,2001-09-05
56.70000076293945,2001-09-06
57.61000061035156,2001-09-07
56.150001525878906,2001-09-10
53.939998626708984,2001-09-17
50.310001373291016,2001-09-18
49.810001373291016,2001-09-19
50.09000015258789,2001-09-20
46.58000183105469,2001-09-21
45.34000015258789,2001-09-24
46.060001373291016,2001-09-25
46.36000061035156,2001-09-26
51.27000045776367,2001-09-27
49.56999969482422,2001-09-28
51.599998474121094,2001-10-01
51.619998931884766,2001-10-02
53.7400016784668,2001-10-03
51.470001220703125,2001-10-04
50.619998931884766,2001-10-05
48.81999969482422,2001-10-08
50.33000183105469,2001-10-09
50.06999969482422,2001-10-10
52.970001220703125,2001-10-11
52.93000030517578,2001-10-12
53.4900016784668,2001-10-15
53.939998626708984,2001-10-16
51.90999984741211,2001-10-17
53.38999938964844,2001-10-18
55.0,2001-10-19
57.22999954223633,2001-10-22
57.119998931884766,2001-10-23
57.04999923706055,2001-10-24
59.86000061035156,2001-10-25
60.54999923706055,2001-10-26
56.88999938964844,2001-10-29
59.209999084472656,2001-10-30
59.97999954223633,2001-10-31
61.20000076293945,2001-11-01
61.20000076293945,2001-11-02
63.91999816894531,2001-11-05
65.51000213623047,2001-11-06
64.83000183105469,2001-11-07
63.11000061035156,2001-11-08
62.709999084472656,2001-11-09
64.25,2001-11-12
67.5999984741211,2001-11-13
67.18000030517578,2001-11-14
67.33000183105469,2001-11-15
67.61000061035156,2001-11-16
70.54000091552734,2001-11-19
67.47000122070312,2001-11-20
66.97000122070312,2001-11-21
67.0,2001-11-23
70.30999755859375,2001-11-26
69.66999816894531,2001-11-27
67.2300033569336,2001-11-28
69.20999908447266,2001-11-29
70.30000305175781,2001-11-30
69.26000213623047,2001-12-03
69.43000030517578,2001-12-04
70.76000213623047,2001-12-05
71.1500015258789,2001-12-06
68.75,2001-12-07
64.80999755859375,2001-12-10
67.75,2001-12-11
67.29000091552734,2001-12-12
67.41000366210938,2001-12-13
67.69999694824219,2001-12-14
70.98999786376953,2001-12-17
71.16000366210938,2001-12-18
69.94000244140625,2001-12-19
67.5999984741211,2001-12-20
68.27999877929688,2001-12-21
69.56999969482422,2001-12-24
70.43000030517578,2001-12-26
70.25,2001-12-27
72.2300033569336,2001-12-28
68.93000030517578,2001-12-31
68.1500015258789,2002-01-02
63.939998626708984,2002-01-03
64.7699966430664,2002-01-04
62.310001373291016,2002-01-07
64.26000213623047,2002-01-08
63.209999084472656,2002-01-09
64.91999816894531,2002-01-10
65.88999938964844,2002-01-11
64.05000305175781,2002-01-14
63.599998474121094,2002-01-15
62.40999984741211,2002-01-16
62.06999969482422,2002-01-17
60.630001068115234,2002-01-18
61.7400016784668,2002-01-22
65.05999755859375,2002-01-23
64.2300033569336,2002-01-24
63.4900016784668,2002-01-25
61.560001373291016,2002-01-28
59.5099983215332,2002-01-29
57.849998474121094,2002-01-30
59.459999084472656,2002-01-31
58.939998626708984,2002-02-01
55.4900016784668,2002-02-04
55.400001525878906,2002-02-05
53.29999923706055,2002-02-06
51.95000076293945,2002-02-07
57.38999938964844,2002-02-08
56.58000183105469,2002-02-11
59.79999923706055,2002-02-12
59.380001068115234,2002-02-13
57.83000183105469,2002-02-14
58.9900016784668,2002-02-15
56.0099983215332,2002-02-19
62.099998474121094,2002-02-20
60.91999816894531,2002-02-21
62.060001373291016,2002-02-22
63.060001373291016,2002-02-25
64.12000274658203,2002-02-26
63.41999816894531,2002-02-27
62.81999969482422,2002-02-28
65.23999786376953,2002-03-01
67.55999755859375,2002-03-04
65.7300033569336,2002-03-05
68.97000122070312,2002-03-06
67.44000244140625,2002-03-07
67.58999633789062,2002-03-08
66.16000366210938,2002-03-11
66.37999725341797,2002-03-12
69.30999755859375,2002-03-13
68.22000122070312,2002-03-14
69.93000030517578,2002-03-15
70.95999908447266,2002-03-18
70.33999633789062,2002-03-19
67.62000274658203,2002-03-20
70.18000030517578,2002-03-21
69.19999694824219,2002-03-22
67.1500015258789,2002-03-25
67.98999786376953,2002-03-26
67.7300033569336,2002-03-27
64.30000305175781,2002-03-28
65.55000305175781,2002-04-01
64.77999877929688,2002-04-02
63.189998626708984,2002-04-03
60.93000030517578,2002-04-04
60.040000915527344,2002-04-05
59.779998779296875,2002-04-08
57.939998626708984,2002-04-09
61.70000076293945,2002-04-10
59.369998931884766,2002-04-11
60.18000030517578,2002-04-12
61.650001525878906,2002-04-15
61.52000045776367,2002-04-16
61.0,2002-04-17
64.0,2002-04-18
62.72999954223633,2002-04-19
62.83000183105469,2002-04-22
61.150001525878906,2002-04-23
58.33000183105469,2002-04-24
56.72999954223633,2002-04-25
54.650001525878906,2002-04-26
52.52000045776367,2002-04-29
54.95000076293945,2002-04-30
54.25,2002-05-01
52.5099983215332,2002-05-02
50.869998931884766,2002-05-03
47.5,2002-05-06
47.56999969482422,2002-05-07
52.04999923706055,2002-05-08
49.11000061035156,2002-05-09
45.9900016784668,2002-05-10
44.599998474121094,2002-05-13
45.95000076293945,2002-05-14
47.619998931884766,2002-05-15
45.61000061035156,2002-05-16
47.93000030517578,2002-05-17
45.209999084472656,2002-05-20
42.209999084472656,2002-05-21
43.689998626708984,2002-05-22
47.29999923706055,2002-05-23
44.439998626708984,2002-05-24
45.25,2002-05-28
43.650001525878906,2002-05-29
44.400001525878906,2002-05-30
42.88999938964844,2002-05-31
39.7599983215332,2002-06-03
38.099998474121094,2002-06-04
38.900001525878906,2002-06-05
37.5,2002-06-06
38.2400016784668,2002-06-07
38.369998931884766,2002-06-10
32.029998779296875,2002-06-11
31.84000015258789,2002-06-12
33.0,2002-06-13
35.130001068115234,2002-06-14
37.66999816894531,2002-06-17
36.27000045776367,2002-06-18
35.95000076293945,2002-06-19
33.97999954223633,2002-06-20
32.61000061035156,2002-06-21
34.459999084472656,2002-06-24
33.86000061035156,2002-06-25
35.90999984741211,2002-06-26
36.29999923706055,2002-06-27
35.45000076293945,2002-06-28
32.599998474121094,2002-07-01
31.600000381469727,2002-07-02
33.45000076293945,2002-07-03
34.970001220703125,2002-07-05
34.56999969482422,2002-07-08
32.810001373291016,2002-07-09
30.149999618530273,2002-07-10
33.93000030517578,2002-07-11
36.2599983215332,2002-07-12
36.959999084472656,2002-07-15
38.90999984741211,2002-07-16
41.560001373291016,2002-07-17
40.72999954223633,2002-07-18
38.779998779296875,2002-07-19
38.20000076293945,2002-07-22
37.59000015258789,2002-07-23
39.9900016784668,2002-07-24
40.560001373291016,2002-07-25
39.5,2002-07-26
42.290000915527344,2002-07-29
44.0,2002-07-30
44.59000015258789,2002-07-31
42.66999816894531,2002-08-01
41.75,2002-08-02
40.349998474121094,2002-08-05
41.630001068115234,2002-08-06
42.61000061035156,2002-08-07
44.849998474121094,2002-08-08
45.869998931884766,2002-08-09
46.279998779296875,2002-08-12
43.88999938964844,2002-08-13
45.7599983215332,2002-08-14
45.84000015258789,2002-08-15
45.29999923706055,2002-08-16
44.33000183105469,2002-08-19
43.709999084472656,2002-08-20
45.130001068115234,2002-08-21
46.77000045776367,2002-08-22
43.27000045776367,2002-08-23
42.08000183105469,2002-08-26
41.29999923706055,2002-08-27
41.40999984741211,2002-08-28
41.83000183105469,2002-08-29
40.18000030517578,2002-08-30
38.9900016784668,2002-09-03
40.869998931884766,2002-09-04
39.099998474121094,2002-09-05
40.709999084472656,2002-09-06
42.099998474121094,2002-09-09
43.33000183105469,2002-09-10
43.63999938964844,2002-09-11
41.790000915527344,2002-09-12
43.630001068115234,2002-09-13
43.70000076293945,2002-09-16
44.029998779296875,2002-09-17
44.2400016784668,2002-09-18
41.29999923706055,2002-09-19
40.029998779296875,2002-09-20
38.400001525878906,2002-09-23
39.650001525878906,2002-09-24
42.34000015258789,2002-09-25
42.4900016784668,2002-09-26
42.220001220703125,2002-09-27
41.52000045776367,2002-09-30
41.65999984741211,2002-10-01
40.709999084472656,2002-10-02
39.29999923706055,2002-10-03
36.400001525878906,2002-10-04
37.54999923706055,2002-10-07
37.599998474121094,2002-10-08
36.41999816894531,2002-10-09
38.599998474121094,2002-10-10
38.66999816894531,2002-10-11
39.209999084472656,2002-10-14
41.459999084472656,2002-10-15
40.41999816894531,2002-10-16
43.72999954223633,2002-10-17
43.41999816894531,2002-10-18
46.130001068115234,2002-10-21
44.2400016784668,2002-10-22
44.400001525878906,2002-10-23
42.4900016784668,2002-10-24
44.2599983215332,2002-10-25
43.95000076293945,2002-10-28
43.209999084472656,2002-10-29
44.65999984741211,2002-10-30
46.02000045776367,2002-10-31
46.56999969482422,2002-11-01
46.34000015258789,2002-11-04
46.29999923706055,2002-11-05
45.59000015258789,2002-11-06
43.68000030517578,2002-11-07
42.189998626708984,2002-11-08
42.13999938964844,2002-11-11
42.36000061035156,2002-11-12
42.18000030517578,2002-11-13
42.20000076293945,2002-11-14
40.36000061035156,2002-11-15
39.34000015258789,2002-11-18
38.2400016784668,2002-11-19
38.540000915527344,2002-11-20
40.36000061035156,2002-11-21
39.369998931884766,2002-11-22
36.2400016784668,2002-11-25
32.84000015258789,2002-11-26
33.13999938964844,2002-11-27
32.810001373291016,2002-11-29
33.45000076293945,2002-12-02
32.290000915527344,2002-12-03
32.290000915527344,2002-12-04
32.81999969482422,2002-12-05
32.61000061035156,2002-12-06
33.31999969482422,2002-12-09
34.130001068115234,2002-12-10
34.209999084472656,2002-12-11
34.84000015258789,2002-12-12
33.43000030517578,2002-12-13
33.93000030517578,2002-12-16
34.38999938964844,2002-12-17
34.0,2002-12-18
34.02000045776367,2002-12-19
34.349998474121094,2002-12-20
35.68000030517578,2002-12-23
35.040000915527344,2002-12-24
35.02000045776367,2002-12-26
33.619998931884766,2002-12-27
33.16999816894531,2002-12-30
33.16999816894531,2002-12-31
34.34000015258789,2003-01-02
33.689998626708984,2003-01-03
34.22999954223633,2003-01-06
34.2400016784668,2003-01-07
33.029998779296875,2003-01-08
33.150001525878906,2003-01-09
33.869998931884766,2003-01-10
34.040000915527344,2003-01-13
34.04999923706055,2003-01-14
33.41999816894531,2003-01-15
36.04999923706055,2003-01-16
35.04999923706055,2003-01-17
35.369998931884766,2003-01-21
34.58000183105469,2003-01-22
34.150001525878906,2003-01-23
32.47999954223633,2003-01-24
31.889999389648438,2003-01-27
32.220001220703125,2003-01-28
31.5,2003-01-29
31.56999969482422,2003-01-30
32.08000183105469,2003-01-31
32.40999984741211,2003-02-03
30.709999084472656,2003-02-04
30.979999542236328,2003-02-05
30.709999084472656,2003-02-06
30.860000610351562,2003-02-07
30.75,2003-02-10
30.899999618530273,2003-02-11
30.270000457763672,2003-02-12
29.459999084472656,2003-02-13
29.899999618530273,2003-02-14
30.649999618530273,2003-02-18
30.3700008392334,2003-02-19
29.5,2003-02-20
29.989999771118164,2003-02-21
29.100000381469727,2003-02-24
29.510000228881836,2003-02-25
28.56999969482422,2003-02-26
29.15999984741211,2003-02-27
28.75,2003-02-28
29.100000381469727,2003-03-03
28.719999313354492,2003-03-04
28.670000076293945,2003-03-05
28.719999313354492,2003-03-06
28.600000381469727,2003-03-07
28.690000534057617,2003-03-10
28.09000015258789,2003-03-11
28.3799991607666,2003-03-12
30.489999771118164,2003-03-13
30.34000015258789,2003-03-14
32.619998931884766,2003-03-17
34.08000183105469,2003-03-18
33.83000183105469,2003-03-19
34.5,2003-03-20
34.369998931884766,2003-03-21
32.880001068115234,2003-03-24
34.29999923706055,2003-03-25
34.369998931884766,2003-03-26
35.540000915527344,2003-03-27
35.36000061035156,2003-03-28
34.220001220703125,2003-03-31
34.099998474121094,2003-04-01
35.13999938964844,2003-04-02
37.2599983215332,2003-04-03
36.95000076293945,2003-04-04
34.84000015258789,2003-04-07
34.58000183105469,2003-04-08
33.939998626708984,2003-04-09
31.59000015258789,2003-04-10
31.6299991607666,2003-04-11
31.389999389648438,2003-04-14
31.350000381469727,2003-04-15
30.06999969482422,2003-04-16
31.8799991607666,2003-04-17
31.850000381469727,2003-04-21
32.95000076293945,2003-04-22
33.86000061035156,2003-04-23
33.849998474121094,2003-04-24
32.220001220703125,2003-04-25
33.0,2003-04-28
33.150001525878906,2003-04-29
32.75,2003-04-30
33.060001373291016,2003-05-01
34.18000030517578,2003-05-02
34.150001525878906,2003-05-05
32.54999923706055,2003-05-06
32.79999923706055,2003-05-07
32.349998474121094,2003-05-08
33.029998779296875,2003-05-09
33.70000076293945,2003-05-12
33.459999084472656,2003-05-13
33.380001068115234,2003-05-14
34.439998626708984,2003-05-15
34.18000030517578,2003-05-16
34.130001068115234,2003-05-19
33.529998779296875,2003-05-20
33.29999923706055,2003-05-21
35.0,2003-05-22
37.7599983215332,2003-05-23
39.650001525878906,2003-05-27
38.77000045776367,2003-05-28
37.189998626708984,2003-05-29
38.220001220703125,2003-05-30
38.56999969482422,2003-06-02
38.310001373291016,2003-06-03
38.560001373291016,2003-06-04
40.939998626708984,2003-06-05
39.5,2003-06-06
38.36000061035156,2003-06-09
39.13999938964844,2003-06-10
40.290000915527344,2003-06-11
41.220001220703125,2003-06-12
40.13999938964844,2003-06-13
41.45000076293945,2003-06-16
41.56999969482422,2003-06-17
40.34000015258789,2003-06-18
39.0,2003-06-19
38.970001220703125,2003-06-20
36.959999084472656,2003-06-23
36.52000045776367,2003-06-24
37.02000045776367,2003-06-25
36.54999923706055,2003-06-26
35.290000915527344,2003-06-27
33.959999084472656,2003-06-30
35.31999969482422,2003-07-01
35.97999954223633,2003-07-02
35.83000183105469,2003-07-03
36.900001525878906,2003-07-07
37.959999084472656,2003-07-08
38.54999923706055,2003-07-09
37.290000915527344,2003-07-10
37.81999969482422,2003-07-11
36.709999084472656,2003-07-14
36.54999923706055,2003-07-15
36.349998474121094,2003-07-16
35.79999923706055,2003-07-17
35.0,2003-07-18
35.470001220703125,2003-07-21
35.5,2003-07-22
36.04999923706055,2003-07-23
34.11000061035156,2003-07-24
34.59000015258789,2003-07-25
33.869998931884766,2003-07-28
33.290000915527344,2003-07-29
33.27000045776367,2003-07-30
33.7599983215332,2003-07-31
33.25,2003-08-01
33.459999084472656,2003-08-04
32.5099983215332,2003-08-05
31.889999389648438,2003-08-06
32.459999084472656,2003-08-07
32.220001220703125,2003-08-08
32.279998779296875,2003-08-11
33.099998474121094,2003-08-12
33.02000045776367,2003-08-13
32.70000076293945,2003-08-14
33.15999984741211,2003-08-15
33.86000061035156,2003-08-18
33.220001220703125,2003-08-19
33.43000030517578,2003-08-20
33.7400016784668,2003-08-21
32.84000015258789,2003-08-22
33.4900016784668,2003-08-25
33.439998626708984,2003-08-26
33.40999984741211,2003-08-27
33.709999084472656,2003-08-28
34.720001220703125,2003-08-29
34.880001068115234,2003-09-02
34.15999984741211,2003-09-03
34.529998779296875,2003-09-04
34.40999984741211,2003-09-05
35.900001525878906,2003-09-08
35.779998779296875,2003-09-09
34.59000015258789,2003-09-10
35.68000030517578,2003-09-11
35.9900016784668,2003-09-12
35.54999923706055,2003-09-15
35.540000915527344,2003-09-16
36.790000915527344,2003-09-17
37.5,2003-09-18
37.77000045776367,2003-09-19
36.77000045776367,2003-09-22
37.0,2003-09-23
35.33000183105469,2003-09-24
34.84000015258789,2003-09-25
34.25,2003-09-26
33.880001068115234,2003-09-29
33.290000915527344,2003-09-30
33.68000030517578,2003-10-01
34.36000061035156,2003-10-02
34.779998779296875,2003-10-03
33.939998626708984,2003-10-06
34.45000076293945,2003-10-07
33.869998931884766,2003-10-08
33.310001373291016,2003-10-09
33.16999816894531,2003-10-10
34.029998779296875,2003-10-13
34.130001068115234,2003-10-14
33.650001525878906,2003-10-15
33.7400016784668,2003-10-16
32.599998474121094,2003-10-17
32.599998474121094,2003-10-20
33.43000030517578,2003-10-21
32.2400016784668,2003-10-22
32.45000076293945,2003-10-23
32.72999954223633,2003-10-24
32.41999816894531,2003-10-27
34.27000045776367,2003-10-28
34.849998474121094,2003-10-29
34.72999954223633,2003-10-30
35.13999938964844,2003-10-31
35.20000076293945,2003-11-03
33.2599983215332,2003-11-04
34.0099983215332,2003-11-05
34.47999954223633,2003-11-06
34.04999923706055,2003-11-07
33.06999969482422,2003-11-10
33.400001525878906,2003-11-11
33.41999816894531,2003-11-12
35.25,2003-11-13
35.75,2003-11-14
35.2599983215332,2003-11-17
34.43000030517578,2003-11-18
35.189998626708984,2003-11-19
35.939998626708984,2003-11-20
36.25,2003-11-21
37.529998779296875,2003-11-24
38.18000030517578,2003-11-25
38.099998474121094,2003-11-26
38.18000030517578,2003-11-28
39.2400016784668,2003-12-01
38.79999923706055,2003-12-02
38.56999969482422,2003-12-03
38.5,2003-12-04
38.27000045776367,2003-12-05
37.34000015258789,2003-12-08
36.75,2003-12-09
35.970001220703125,2003-12-10
36.900001525878906,2003-12-11
36.939998626708984,2003-12-12
36.63999938964844,2003-12-15
36.77000045776367,2003-12-16
37.0,2003-12-17
37.33000183105469,2003-12-18
37.47999954223633,2003-12-19
36.81999969482422,2003-12-22
36.95000076293945,2003-12-23
37.220001220703125,2003-12-24
37.0,2003-12-26
37.4900016784668,2003-12-29
36.88999938964844,2003-12-30
36.70000076293945,2003-12-31
36.939998626708984,2004-01-02
37.099998474121094,2004-01-05
38.59000015258789,2004-01-06
40.790000915527344,2004-01-07
41.25,2004-01-08
42.380001068115234,2004-01-09
41.4900016784668,2004-01-12
40.79999923706055,2004-01-13
40.41999816894531,2004-01-14
41.849998474121094,2004-01-15
43.189998626708984,2004-01-16
43.52000045776367,2004-01-20
44.779998779296875,2004-01-21
44.47999954223633,2004-01-22
44.31999969482422,2004-01-23
45.61000061035156,2004-01-26
44.470001220703125,2004-01-27
42.83000183105469,2004-01-28
43.400001525878906,2004-01-29
42.97999954223633,2004-01-30
44.279998779296875,2004-02-02
44.90999984741211,2004-02-03
43.18000030517578,2004-02-04
42.18000030517578,2004-02-05
43.5,2004-02-06
44.060001373291016,2004-02-09
43.40999984741211,2004-02-10
44.13999938964844,2004-02-11
44.40999984741211,2004-02-12
43.529998779296875,2004-02-13
44.2599983215332,2004-02-17
53.22999954223633,2004-02-18
58.880001068115234,2004-02-19
56.869998931884766,2004-02-20
55.70000076293945,2004-02-23
55.029998779296875,2004-02-24
54.7599983215332,2004-02-25
55.650001525878906,2004-02-26
55.45000076293945,2004-02-27
56.11000061035156,2004-03-01
57.63999938964844,2004-03-02
58.279998779296875,2004-03-03
59.02000045776367,2004-03-04
59.209999084472656,2004-03-05
57.5,2004-03-08
56.189998626708984,2004-03-09
55.0,2004-03-10
53.9900016784668,2004-03-11
54.70000076293945,2004-03-12
52.90999984741211,2004-03-15
51.779998779296875,2004-03-16
54.16999816894531,2004-03-17
53.5099983215332,2004-03-18
52.880001068115234,2004-03-19
52.31999969482422,2004-03-22
52.72999954223633,2004-03-23
54.630001068115234,2004-03-24
54.630001068115234,2004-03-25
53.18000030517578,2004-03-26
55.93000030517578,2004-03-29
56.029998779296875,2004-03-30
55.599998474121094,2004-03-31
56.5,2004-04-01
57.970001220703125,2004-04-02
57.630001068115234,2004-04-05
56.939998626708984,2004-04-06
55.25,2004-04-07
55.029998779296875,2004-04-08
56.599998474121094,2004-04-12
55.83000183105469,2004-04-13
56.90999984741211,2004-04-14
57.689998626708984,2004-04-15
59.459999084472656,2004-04-16
60.619998931884766,2004-04-19
57.900001525878906,2004-04-20
58.72999954223633,2004-04-21
60.77000045776367,2004-04-22
60.68000030517578,2004-04-23
60.09000015258789,2004-04-26
59.9900016784668,2004-04-27
57.79999923706055,2004-04-28
57.0099983215332,2004-04-29
59.0,2004-04-30
59.5099983215332,2004-05-03
57.75,2004-05-04
58.93000030517578,2004-05-05
57.4900016784668,2004-05-06
56.84000015258789,2004-05-07
56.369998931884766,2004-05-10
57.56999969482422,2004-05-11
58.02000045776367,2004-05-12
58.47999954223633,2004-05-13
58.5,2004-05-14
58.150001525878906,2004-05-17
59.209999084472656,2004-05-18
59.220001220703125,2004-05-19
60.650001525878906,2004-05-20
61.400001525878906,2004-05-21
62.650001525878906,2004-05-24
63.540000915527344,2004-05-25
63.09000015258789,2004-05-26
63.08000183105469,2004-05-27
62.150001525878906,2004-05-28
62.849998474121094,2004-06-01
62.72999954223633,2004-06-02
61.150001525878906,2004-06-03
61.45000076293945,2004-06-04
63.13999938964844,2004-06-07
62.099998474121094,2004-06-08
60.33000183105469,2004-06-09
59.54999923706055,2004-06-10
59.279998779296875,2004-06-14
59.38999938964844,2004-06-15
59.77000045776367,2004-06-16
58.470001220703125,2004-06-17
