AMT,Date
0.6309349536895752,2002-10-16
0.6230483055114746,2002-10-17
0.5993881225585938,2002-10-18
0.5915015935897827,2002-10-21
0.5757281184196472,2002-10-22
0.7334617972373962,2002-10-23
0.9069689512252808,2002-10-24
0.946402370929718,2002-10-25
0.946402370929718,2002-10-28
0.9542887806892395,2002-10-29
1.017382264137268,2002-10-30
1.112022876739502,2002-10-31
1.190889596939087,2002-11-01
1.3801705837249756,2002-11-04
1.2224360704421997,2002-11-05
1.317076325416565,2002-11-06
1.317076325416565,2002-11-07
1.190889596939087,2002-11-08
1.1830031871795654,2002-11-11
1.0647026300430298,2002-11-12
1.001609206199646,2002-11-13
1.2224360704421997,2002-11-14
1.1830031871795654,2002-11-15
1.5931105613708496,2002-11-18
1.8139379024505615,2002-11-19
1.8297119140625,2002-11-20
2.287139654159546,2002-11-21
2.799774646759033,2002-11-22
3.012714147567749,2002-11-25
2.918074369430542,2002-11-26
3.099468469619751,2002-11-27
3.0679216384887695,2002-11-29
3.2335422039031982,2002-12-02
3.012714147567749,2002-12-03
2.760341167449951,2002-12-04
2.476419687271118,2002-12-05
2.752453327178955,2002-12-06
2.397552490234375,2002-12-09
2.5710604190826416,2002-12-10
2.839207649230957,2002-12-11
3.0679216384887695,2002-12-12
3.1152420043945312,2002-12-13
3.1073544025421143,2002-12-16
3.154674530029297,2002-12-17
3.020601511001587,2002-12-18
2.957508087158203,2002-12-19
3.075807809829712,2002-12-20
2.918074369430542,2002-12-23
2.8628668785095215,2002-12-24
2.6893599033355713,2002-12-26
2.6183807849884033,2002-12-27
2.523739814758301,2002-12-30
2.784000873565674,2002-12-31
3.03637433052063,2003-01-02
2.9101881980895996,2003-01-03
3.0679216384887695,2003-01-06
3.03637433052063,2003-01-07
2.9811670780181885,2003-01-08
3.075807809829712,2003-01-09
3.217768430709839,2003-01-10
3.3360683917999268,2003-01-13
3.809270143508911,2003-01-14
3.943342447280884,2003-01-15
4.069529056549072,2003-01-16
3.5174624919891357,2003-01-17
3.549008846282959,2003-01-21
3.6436500549316406,2003-01-22
3.8250436782836914,2003-01-23
3.7382898330688477,2003-01-24
3.6042168140411377,2003-01-27
3.90390944480896,2003-01-28
4.116849899291992,2003-01-29
4.1405110359191895,2003-01-30
4.006436824798584,2003-01-31
3.8960227966308594,2003-02-03
3.8644769191741943,2003-02-04
3.769836902618408,2003-02-05
3.7619500160217285,2003-02-06
3.7540624141693115,2003-02-07
3.659423828125,2003-02-10
3.6436500549316406,2003-02-11
3.556896924972534,2003-02-12
3.635762929916382,2003-02-13
3.6988563537597656,2003-02-14
3.848703145980835,2003-02-18
3.722515344619751,2003-02-19
3.769836902618408,2003-02-20
3.8960227966308594,2003-02-21
3.667308807373047,2003-02-24
3.714630365371704,2003-02-25
3.70674204826355,2003-02-26
3.785609483718872,2003-02-27
3.6988563537597656,2003-02-28
3.809270143508911,2003-03-03
3.856588363647461,2003-03-04
4.006436824798584,2003-03-05
4.030097961425781,2003-03-06
3.9354567527770996,2003-03-07
3.888136625289917,2003-03-10
3.90390944480896,2003-03-11
3.8408169746398926,2003-03-12
4.014323711395264,2003-03-13
