MCO,Date
6.174332141876221,1995-05-12
6.026149272918701,1995-05-15
6.0755414962768555,1995-05-16
6.0755414962768555,1995-05-17
5.976754188537598,1995-05-18
5.976754188537598,1995-05-19
5.976754188537598,1995-05-22
6.0755414962768555,1995-05-23
6.026149272918701,1995-05-24
5.976754188537598,1995-05-25
5.9273600578308105,1995-05-26
5.9273600578308105,1995-05-30
5.9273600578308105,1995-05-31
5.9273600578308105,1995-06-01
5.877964496612549,1995-06-02
5.9273600578308105,1995-06-05
5.9273600578308105,1995-06-06
5.9273600578308105,1995-06-07
5.9273600578308105,1995-06-08
5.877964496612549,1995-06-09
5.976754188537598,1995-06-12
5.976754188537598,1995-06-13
5.976754188537598,1995-06-14
6.026149272918701,1995-06-15
5.976754188537598,1995-06-16
6.026149272918701,1995-06-19
6.026149272918701,1995-06-20
5.976754188537598,1995-06-21
6.0755414962768555,1995-06-22
6.0755414962768555,1995-06-23
6.026149272918701,1995-06-26
5.976754188537598,1995-06-27
5.877964496612549,1995-06-28
5.877964496612549,1995-06-29
5.877964496612549,1995-06-30
5.877964496612549,1995-07-03
5.8285722732543945,1995-07-05
5.877964496612549,1995-07-06
5.9273600578308105,1995-07-07
5.9273600578308105,1995-07-10
5.877964496612549,1995-07-11
5.976754188537598,1995-07-12
5.877964496612549,1995-07-13
5.9273600578308105,1995-07-14
5.877964496612549,1995-07-17
5.8285722732543945,1995-07-18
5.779175281524658,1995-07-19
5.9273600578308105,1995-07-20
5.976754188537598,1995-07-21
6.124937057495117,1995-07-24
6.223727703094482,1995-07-25
6.223727703094482,1995-07-26
6.3225178718566895,1995-07-27
6.273120403289795,1995-07-28
6.273120403289795,1995-07-31
6.273120403289795,1995-08-01
6.223727703094482,1995-08-02
6.371910095214844,1995-08-03
6.3225178718566895,1995-08-04
6.421307563781738,1995-08-07
6.470700263977051,1995-08-08
6.470700263977051,1995-08-09
6.470700263977051,1995-08-10
6.470700263977051,1995-08-11
6.520095348358154,1995-08-14
6.470700263977051,1995-08-15
6.520095348358154,1995-08-16
6.421307563781738,1995-08-17
6.421307563781738,1995-08-18
6.520095348358154,1995-08-21
6.470700263977051,1995-08-22
6.421307563781738,1995-08-23
6.470700263977051,1995-08-24
6.470700263977051,1995-08-25
6.470700263977051,1995-08-28
6.470700263977051,1995-08-29
6.470700263977051,1995-08-30
6.470700263977051,1995-08-31
6.470700263977051,1995-09-01
6.470700263977051,1995-09-05
6.520095348358154,1995-09-06
6.618884086608887,1995-09-07
6.5694899559021,1995-09-08
6.520095348358154,1995-09-11
6.520095348358154,1995-09-12
6.5694899559021,1995-09-13
6.5694899559021,1995-09-14
6.5694899559021,1995-09-15
6.5694899559021,1995-09-18
6.5694899559021,1995-09-19
6.520095348358154,1995-09-20
6.520095348358154,1995-09-21
6.520095348358154,1995-09-22
6.5694899559021,1995-09-25
6.5694899559021,1995-09-26
6.470700263977051,1995-09-27
6.421307563781738,1995-09-28
6.470700263977051,1995-09-29
6.5694899559021,1995-10-02
6.5694899559021,1995-10-03
6.5694899559021,1995-10-04
6.470700263977051,1995-10-05
6.520095348358154,1995-10-06
6.5694899559021,1995-10-09
6.5694899559021,1995-10-10
6.5694899559021,1995-10-11
6.618884086608887,1995-10-12
6.5694899559021,1995-10-13
6.668281078338623,1995-10-16
6.618884086608887,1995-10-17
6.520095348358154,1995-10-18
6.5694899559021,1995-10-19
6.618884086608887,1995-10-20
6.618884086608887,1995-10-23
6.618884086608887,1995-10-24
6.717671871185303,1995-10-25
6.717671871185303,1995-10-26
6.668281078338623,1995-10-27
6.717671871185303,1995-10-30
6.668281078338623,1995-10-31
6.717671871185303,1995-11-01
6.767069339752197,1995-11-02
6.915250301361084,1995-11-03
6.915250301361084,1995-11-06
7.014041423797607,1995-11-07
7.063434600830078,1995-11-08
7.063434600830078,1995-11-09
7.063434600830078,1995-11-10
6.96464729309082,1995-11-13
6.865858554840088,1995-11-14
7.014041423797607,1995-11-15
6.96464729309082,1995-11-16
6.96464729309082,1995-11-17
6.915250301361084,1995-11-20
6.865858554840088,1995-11-21
6.816464900970459,1995-11-22
6.816464900970459,1995-11-24
6.767069339752197,1995-11-27
6.96464729309082,1995-11-28
7.014041423797607,1995-11-29
6.96464729309082,1995-11-30
6.96464729309082,1995-12-01
6.96464729309082,1995-12-04
6.96464729309082,1995-12-05
6.915250301361084,1995-12-06
6.915250301361084,1995-12-07
6.96464729309082,1995-12-08
7.063434600830078,1995-12-11
7.162225246429443,1995-12-12
7.310410976409912,1995-12-13
7.261013984680176,1995-12-14
7.261013984680176,1995-12-15
7.112827301025391,1995-12-18
7.112827301025391,1995-12-19
7.014041423797607,1995-12-20
7.162225246429443,1995-12-21
7.063434600830078,1995-12-22
7.112827301025391,1995-12-26
7.162225246429443,1995-12-27
7.2116217613220215,1995-12-28
7.261013984680176,1995-12-29
7.2116217613220215,1996-01-02
7.2116217613220215,1996-01-03
7.112827301025391,1996-01-04
7.063434600830078,1996-01-05
7.063434600830078,1996-01-08
7.112827301025391,1996-01-09
7.261013984680176,1996-01-10
7.2116217613220215,1996-01-11
7.261013984680176,1996-01-12
7.359807014465332,1996-01-15
7.2116217613220215,1996-01-16
7.261013984680176,1996-01-17
7.261013984680176,1996-01-18
7.2116217613220215,1996-01-19
7.162225246429443,1996-01-22
7.162225246429443,1996-01-23
7.162225246429443,1996-01-24
7.162225246429443,1996-01-25
7.261013984680176,1996-01-26
7.310410976409912,1996-01-29
7.261013984680176,1996-01-30
7.261013984680176,1996-01-31
7.310410976409912,1996-02-01
7.261013984680176,1996-02-02
7.310410976409912,1996-02-05
7.458590507507324,1996-02-06
7.458590507507324,1996-02-07
7.409200668334961,1996-02-08
7.359807014465332,1996-02-09
7.261013984680176,1996-02-12
7.261013984680176,1996-02-13
7.261013984680176,1996-02-14
7.2116217613220215,1996-02-15
7.162225246429443,1996-02-16
7.014041423797607,1996-02-20
7.112827301025391,1996-02-21
7.112827301025391,1996-02-22
6.96464729309082,1996-02-23
6.915250301361084,1996-02-26
6.865858554840088,1996-02-27
7.014041423797607,1996-02-28
7.063434600830078,1996-02-29
7.014041423797607,1996-03-01
6.96464729309082,1996-03-04
6.96464729309082,1996-03-05
7.014041423797607,1996-03-06
7.063434600830078,1996-03-07
6.915250301361084,1996-03-08
6.96464729309082,1996-03-11
6.915250301361084,1996-03-12
6.816464900970459,1996-03-13
6.767069339752197,1996-03-14
6.668281078338623,1996-03-15
6.865858554840088,1996-03-18
6.865858554840088,1996-03-19
6.865858554840088,1996-03-20
6.816464900970459,1996-03-21
6.816464900970459,1996-03-22
6.767069339752197,1996-03-25
6.915250301361084,1996-03-26
6.767069339752197,1996-03-27
6.767069339752197,1996-03-28
6.767069339752197,1996-03-29
6.717671871185303,1996-04-01
6.767069339752197,1996-04-02
6.767069339752197,1996-04-03
6.717671871185303,1996-04-04
6.618884086608887,1996-04-08
6.618884086608887,1996-04-09
6.618884086608887,1996-04-10
6.5694899559021,1996-04-11
6.618884086608887,1996-04-12
6.668281078338623,1996-04-15
6.717671871185303,1996-04-16
6.668281078338623,1996-04-17
6.668281078338623,1996-04-18
6.717671871185303,1996-04-19
6.816464900970459,1996-04-22
6.767069339752197,1996-04-23
6.717671871185303,1996-04-24
6.717671871185303,1996-04-25
6.767069339752197,1996-04-26
6.816464900970459,1996-04-29
6.816464900970459,1996-04-30
6.816464900970459,1996-05-01
6.767069339752197,1996-05-02
6.717671871185303,1996-05-03
6.668281078338623,1996-05-06
6.618884086608887,1996-05-07
6.5694899559021,1996-05-08
6.470700263977051,1996-05-09
6.520095348358154,1996-05-10
6.5694899559021,1996-05-13
6.668281078338623,1996-05-14
6.668281078338623,1996-05-15
6.717671871185303,1996-05-16
6.767069339752197,1996-05-17
6.816464900970459,1996-05-20
6.915250301361084,1996-05-21
7.2116217613220215,1996-05-22
7.2116217613220215,1996-05-23
7.261013984680176,1996-05-24
7.261013984680176,1996-05-28
7.162225246429443,1996-05-29
7.2116217613220215,1996-05-30
7.162225246429443,1996-05-31
7.112827301025391,1996-06-03
7.2116217613220215,1996-06-04
7.162225246429443,1996-06-05
7.162225246429443,1996-06-06
7.112827301025391,1996-06-07
7.112827301025391,1996-06-10
7.112827301025391,1996-06-11
7.2116217613220215,1996-06-12
7.162225246429443,1996-06-13
7.112827301025391,1996-06-14
7.014041423797607,1996-06-17
6.96464729309082,1996-06-18
6.96464729309082,1996-06-19
6.96464729309082,1996-06-20
6.915250301361084,1996-06-21
6.96464729309082,1996-06-24
6.915250301361084,1996-06-25
6.915250301361084,1996-06-26
6.96464729309082,1996-06-27
6.96464729309082,1996-06-28
6.96464729309082,1996-07-01
6.96464729309082,1996-07-02
6.96464729309082,1996-07-03
6.767069339752197,1996-07-05
6.767069339752197,1996-07-08
6.865858554840088,1996-07-09
6.767069339752197,1996-07-10
6.717671871185303,1996-07-11
6.717671871185303,1996-07-12
6.371910095214844,1996-07-15
6.371910095214844,1996-07-16
6.421307563781738,1996-07-17
6.520095348358154,1996-07-18
6.618884086608887,1996-07-19
6.520095348358154,1996-07-22
6.470700263977051,1996-07-23
6.371910095214844,1996-07-24
6.421307563781738,1996-07-25
6.5694899559021,1996-07-26
6.421307563781738,1996-07-29
6.470700263977051,1996-07-30
6.421307563781738,1996-07-31
6.421307563781738,1996-08-01
6.421307563781738,1996-08-02
6.421307563781738,1996-08-05
6.371910095214844,1996-08-06
6.421307563781738,1996-08-07
6.421307563781738,1996-08-08
6.470700263977051,1996-08-09
6.421307563781738,1996-08-12
6.470700263977051,1996-08-13
6.5694899559021,1996-08-14
6.5694899559021,1996-08-15
6.668281078338623,1996-08-16
6.618884086608887,1996-08-19
6.5694899559021,1996-08-20
6.5694899559021,1996-08-21
6.618884086608887,1996-08-22
6.520095348358154,1996-08-23
6.5694899559021,1996-08-26
6.717671871185303,1996-08-27
6.618884086608887,1996-08-28
6.5694899559021,1996-08-29
6.421307563781738,1996-08-30
6.421307563781738,1996-09-03
6.371910095214844,1996-09-04
6.371910095214844,1996-09-05
6.470700263977051,1996-09-06
6.618884086608887,1996-09-09
6.470700263977051,1996-09-10
6.470700263977051,1996-09-11
6.520095348358154,1996-09-12
6.470700263977051,1996-09-13
6.5694899559021,1996-09-16
6.520095348358154,1996-09-17
6.5694899559021,1996-09-18
6.618884086608887,1996-09-19
6.5694899559021,1996-09-20
6.717671871185303,1996-09-23
6.717671871185303,1996-09-24
6.717671871185303,1996-09-25
6.668281078338623,1996-09-26
6.618884086608887,1996-09-27
6.668281078338623,1996-09-30
6.668281078338623,1996-10-01
6.717671871185303,1996-10-02
6.717671871185303,1996-10-03
6.717671871185303,1996-10-04
6.865858554840088,1996-10-07
6.96464729309082,1996-10-08
6.816464900970459,1996-10-09
6.668281078338623,1996-10-10
6.767069339752197,1996-10-11
6.816464900970459,1996-10-14
6.816464900970459,1996-10-15
6.865858554840088,1996-10-16
6.96464729309082,1996-10-17
6.915250301361084,1996-10-18
6.915250301361084,1996-10-21
6.915250301361084,1996-10-22
6.767069339752197,1996-10-23
6.5694899559021,1996-10-24
6.470700263977051,1996-10-25
6.520095348358154,1996-10-28
6.520095348358154,1996-10-29
6.421307563781738,1996-10-30
6.470700263977051,1996-10-31
6.618884086608887,1996-11-01
6.618884086608887,1996-11-04
6.618884086608887,1996-11-05
6.520095348358154,1996-11-06
6.3225178718566895,1996-11-07
6.5694899559021,1996-11-08
6.618884086608887,1996-11-11
6.767069339752197,1996-11-12
6.816464900970459,1996-11-13
6.767069339752197,1996-11-14
6.767069339752197,1996-11-15
6.767069339752197,1996-11-18
6.717671871185303,1996-11-19
6.816464900970459,1996-11-20
6.767069339752197,1996-11-21
6.915250301361084,1996-11-22
6.816464900970459,1996-11-25
6.767069339752197,1996-11-26
6.717671871185303,1996-11-27
6.717671871185303,1996-11-29
6.717671871185303,1996-12-02
6.668281078338623,1996-12-03
6.618884086608887,1996-12-04
6.618884086608887,1996-12-05
6.618884086608887,1996-12-06
6.668281078338623,1996-12-09
6.767069339752197,1996-12-10
6.717671871185303,1996-12-11
6.668281078338623,1996-12-12
6.668281078338623,1996-12-13
6.767069339752197,1996-12-16
6.717671871185303,1996-12-17
6.816464900970459,1996-12-18
7.063434600830078,1996-12-19
7.063434600830078,1996-12-20
7.063434600830078,1996-12-23
7.162225246429443,1996-12-24
7.2116217613220215,1996-12-26
7.310410976409912,1996-12-27
7.2116217613220215,1996-12-30
7.063434600830078,1996-12-31
6.915250301361084,1997-01-02
7.063434600830078,1997-01-03
7.112827301025391,1997-01-06
7.2116217613220215,1997-01-07
7.063434600830078,1997-01-08
7.063434600830078,1997-01-09
7.112827301025391,1997-01-10
6.96464729309082,1997-01-13
7.112827301025391,1997-01-14
7.2116217613220215,1997-01-15
7.162225246429443,1997-01-16
7.112827301025391,1997-01-17
7.2116217613220215,1997-01-20
7.409200668334961,1997-01-21
7.359807014465332,1997-01-22
7.359807014465332,1997-01-23
7.507991790771484,1997-01-24
7.359807014465332,1997-01-27
7.162225246429443,1997-01-28
7.359807014465332,1997-01-29
7.2116217613220215,1997-01-30
7.112827301025391,1997-01-31
7.162225246429443,1997-02-03
7.112827301025391,1997-02-04
7.063434600830078,1997-02-05
7.063434600830078,1997-02-06
7.2116217613220215,1997-02-07
7.359807014465332,1997-02-10
7.359807014465332,1997-02-11
7.507991790771484,1997-02-12
7.409200668334961,1997-02-13
7.359807014465332,1997-02-14
7.359807014465332,1997-02-18
7.310410976409912,1997-02-19
7.409200668334961,1997-02-20
7.409200668334961,1997-02-21
7.359807014465332,1997-02-24
7.359807014465332,1997-02-25
7.507991790771484,1997-02-26
7.359807014465332,1997-02-27
7.261013984680176,1997-02-28
7.261013984680176,1997-03-03
7.2116217613220215,1997-03-04
7.2116217613220215,1997-03-05
7.359807014465332,1997-03-06
7.557384014129639,1997-03-07
7.656174659729004,1997-03-10
7.804357051849365,1997-03-11
7.804357051849365,1997-03-12
7.853753089904785,1997-03-13
7.853753089904785,1997-03-14
7.853753089904785,1997-03-17
7.853753089904785,1997-03-18
7.903143405914307,1997-03-19
7.804357051849365,1997-03-20
7.952539443969727,1997-03-21
8.001932144165039,1997-03-24
7.952539443969727,1997-03-25
7.952539443969727,1997-03-26
7.656174659729004,1997-03-27
7.507991790771484,1997-03-31
7.507991790771484,1997-04-01
7.261013984680176,1997-04-02
7.162225246429443,1997-04-03
7.261013984680176,1997-04-04
7.359807014465332,1997-04-07
7.6067795753479,1997-04-08
7.507991790771484,1997-04-09
7.409200668334961,1997-04-10
7.409200668334961,1997-04-11
7.359807014465332,1997-04-14
7.409200668334961,1997-04-15
7.754964828491211,1997-04-16
7.458590507507324,1997-04-17
7.409200668334961,1997-04-18
7.359807014465332,1997-04-21
7.409200668334961,1997-04-22
7.359807014465332,1997-04-23
7.359807014465332,1997-04-24
7.112827301025391,1997-04-25
7.2116217613220215,1997-04-28
7.359807014465332,1997-04-29
7.310410976409912,1997-04-30
7.507991790771484,1997-05-01
7.804357051849365,1997-05-02
7.903143405914307,1997-05-05
7.804357051849365,1997-05-06
7.656174659729004,1997-05-07
7.853753089904785,1997-05-08
7.804357051849365,1997-05-09
7.754964828491211,1997-05-12
7.656174659729004,1997-05-13
7.557384014129639,1997-05-14
7.507991790771484,1997-05-15
7.507991790771484,1997-05-16
7.507991790771484,1997-05-19
7.507991790771484,1997-05-20
7.507991790771484,1997-05-21
7.507991790771484,1997-05-22
7.557384014129639,1997-05-23
7.557384014129639,1997-05-27
7.557384014129639,1997-05-28
7.656174659729004,1997-05-29
7.754964828491211,1997-05-30
7.656174659729004,1997-06-02
7.656174659729004,1997-06-03
7.6067795753479,1997-06-04
7.6067795753479,1997-06-05
7.656174659729004,1997-06-06
7.656174659729004,1997-06-09
7.6067795753479,1997-06-10
7.705568790435791,1997-06-11
7.705568790435791,1997-06-12
7.754964828491211,1997-06-13
7.853753089904785,1997-06-16
7.705568790435791,1997-06-17
7.903143405914307,1997-06-18
7.903143405914307,1997-06-19
7.952539443969727,1997-06-20
8.05133056640625,1997-06-23
8.001932144165039,1997-06-24
8.001932144165039,1997-06-25
7.903143405914307,1997-06-26
7.903143405914307,1997-06-27
7.804357051849365,1997-06-30
7.952539443969727,1997-07-01
7.903143405914307,1997-07-02
7.903143405914307,1997-07-03
8.001932144165039,1997-07-07
8.05133056640625,1997-07-08
7.804357051849365,1997-07-09
8.001932144165039,1997-07-10
8.001932144165039,1997-07-11
8.05133056640625,1997-07-14
8.150116920471191,1997-07-15
8.248908042907715,1997-07-16
8.150116920471191,1997-07-17
7.853753089904785,1997-07-18
7.754964828491211,1997-07-21
7.804357051849365,1997-07-22
7.754964828491211,1997-07-23
7.903143405914307,1997-07-24
7.903143405914307,1997-07-25
8.001932144165039,1997-07-28
7.952539443969727,1997-07-29
8.05133056640625,1997-07-30
8.001932144165039,1997-07-31
8.001932144165039,1997-08-01
8.05133056640625,1997-08-04
8.100725173950195,1997-08-05
8.150116920471191,1997-08-06
8.199514389038086,1997-08-07
8.150116920471191,1997-08-08
8.347698211669922,1997-08-11
8.446486473083496,1997-08-12
8.495884895324707,1997-08-13
8.54527759552002,1997-08-14
8.347698211669922,1997-08-15
8.100725173950195,1997-08-18
8.05133056640625,1997-08-19
8.248908042907715,1997-08-20
8.100725173950195,1997-08-21
8.05133056640625,1997-08-22
8.150116920471191,1997-08-25
8.248908042907715,1997-08-26
8.397090911865234,1997-08-27
8.347698211669922,1997-08-28
8.29830551147461,1997-08-29
8.397090911865234,1997-09-02
8.397090911865234,1997-09-03
8.495884895324707,1997-09-04
8.248908042907715,1997-09-05
8.347698211669922,1997-09-08
8.397090911865234,1997-09-09
8.150116920471191,1997-09-10
8.05133056640625,1997-09-11
8.199514389038086,1997-09-12
8.199514389038086,1997-09-15
8.347698211669922,1997-09-16
8.29830551147461,1997-09-17
8.347698211669922,1997-09-18
8.347698211669922,1997-09-19
8.347698211669922,1997-09-22
8.29830551147461,1997-09-23
8.248908042907715,1997-09-24
8.150116920471191,1997-09-25
8.347698211669922,1997-09-26
8.446486473083496,1997-09-29
8.397090911865234,1997-09-30
8.347698211669922,1997-10-01
8.347698211669922,1997-10-02
8.29830551147461,1997-10-03
8.199514389038086,1997-10-06
8.199514389038086,1997-10-07
8.150116920471191,1997-10-08
8.199514389038086,1997-10-09
8.150116920471191,1997-10-10
8.100725173950195,1997-10-13
8.594663619995117,1997-10-14
8.397090911865234,1997-10-15
8.397090911865234,1997-10-16
8.446486473083496,1997-10-17
8.54527759552002,1997-10-20
8.74285888671875,1997-10-21
8.64406681060791,1997-10-22
8.347698211669922,1997-10-23
8.446486473083496,1997-10-24
7.705568790435791,1997-10-27
8.397090911865234,1997-10-28
8.29830551147461,1997-10-29
8.199514389038086,1997-10-30
8.495884895324707,1997-10-31
8.594663619995117,1997-11-03
8.64406681060791,1997-11-04
8.841644287109375,1997-11-05
8.693460464477539,1997-11-06
8.54527759552002,1997-11-07
8.446486473083496,1997-11-10
8.495884895324707,1997-11-11
8.248908042907715,1997-11-12
8.397090911865234,1997-11-13
8.150116920471191,1997-11-14
8.446486473083496,1997-11-17
8.199514389038086,1997-11-18
8.495884895324707,1997-11-19
8.54527759552002,1997-11-20
8.495884895324707,1997-11-21
8.29830551147461,1997-11-24
8.397090911865234,1997-11-25
8.347698211669922,1997-11-26
8.29830551147461,1997-11-28
8.594663619995117,1997-12-01
8.594663619995117,1997-12-02
8.347698211669922,1997-12-03
8.199514389038086,1997-12-04
8.495884895324707,1997-12-05
8.594663619995117,1997-12-08
8.64406681060791,1997-12-09
8.74285888671875,1997-12-10
8.693460464477539,1997-12-11
8.693460464477539,1997-12-12
8.792248725891113,1997-12-15
8.841644287109375,1997-12-16
8.74285888671875,1997-12-17
8.841644287109375,1997-12-18
9.03922176361084,1997-12-19
9.03922176361084,1997-12-22
8.940434455871582,1997-12-23
8.940434455871582,1997-12-24
8.940434455871582,1997-12-26
9.03922176361084,1997-12-29
9.088618278503418,1997-12-30
9.187408447265625,1997-12-31
9.187408447265625,1998-01-02
9.138011932373047,1998-01-05
9.187408447265625,1998-01-06
9.681354522705078,1998-01-07
9.681354522705078,1998-01-08
9.533171653747559,1998-01-09
9.384981155395508,1998-01-12
9.236802101135254,1998-01-13
9.533171653747559,1998-01-14
9.483779907226562,1998-01-15
9.434379577636719,1998-01-16
9.483779907226562,1998-01-20
9.335589408874512,1998-01-21
9.28619384765625,1998-01-22
9.236802101135254,1998-01-23
9.384981155395508,1998-01-26
9.384981155395508,1998-01-27
9.483779907226562,1998-01-28
9.483779907226562,1998-01-29
9.483779907226562,1998-01-30
9.533171653747559,1998-02-02
9.631961822509766,1998-02-03
9.483779907226562,1998-02-04
9.483779907226562,1998-02-05
9.483779907226562,1998-02-06
9.483779907226562,1998-02-09
9.483779907226562,1998-02-10
9.533171653747559,1998-02-11
9.631961822509766,1998-02-12
9.533171653747559,1998-02-13
9.384981155395508,1998-02-17
9.582562446594238,1998-02-18
9.631961822509766,1998-02-19
9.780142784118652,1998-02-20
9.73075008392334,1998-02-23
9.631961822509766,1998-02-24
9.780142784118652,1998-02-25
9.878929138183594,1998-02-26
9.928330421447754,1998-02-27
9.928330421447754,1998-03-02
10.076512336730957,1998-03-03
10.027113914489746,1998-03-04
9.928330421447754,1998-03-05
10.224695205688477,1998-03-06
10.323486328125,1998-03-09
10.372878074645996,1998-03-10
10.422272682189941,1998-03-11
10.323486328125,1998-03-12
10.323486328125,1998-03-13
10.125903129577637,1998-03-16
10.125903129577637,1998-03-17
10.175302505493164,1998-03-18
10.323486328125,1998-03-19
10.224695205688477,1998-03-20
10.027113914489746,1998-03-23
9.977721214294434,1998-03-24
9.928330421447754,1998-03-25
9.928330421447754,1998-03-26
9.878929138183594,1998-03-27
9.829534530639648,1998-03-30
10.125903129577637,1998-03-31
10.71864128112793,1998-04-01
10.669248580932617,1998-04-02
10.669248580932617,1998-04-03
10.521066665649414,1998-04-06
10.372878074645996,1998-04-07
10.224695205688477,1998-04-08
10.274086952209473,1998-04-09
10.175302505493164,1998-04-13
9.928330421447754,1998-04-14
10.027113914489746,1998-04-15
10.027113914489746,1998-04-16
10.175302505493164,1998-04-17
10.422272682189941,1998-04-20
10.71864128112793,1998-04-21
10.619848251342773,1998-04-22
10.521066665649414,1998-04-23
10.372878074645996,1998-04-24
10.076512336730957,1998-04-27
10.125903129577637,1998-04-28
10.372878074645996,1998-04-29
10.521066665649414,1998-04-30
10.521066665649414,1998-05-01
10.71864128112793,1998-05-04
10.768036842346191,1998-05-05
10.372878074645996,1998-05-06
10.125903129577637,1998-05-07
10.076512336730957,1998-05-08
10.076512336730957,1998-05-11
10.076512336730957,1998-05-12
10.274086952209473,1998-05-13
10.224695205688477,1998-05-14
10.076512336730957,1998-05-15
9.829534530639648,1998-05-18
9.73075008392334,1998-05-19
9.928330421447754,1998-05-20
9.878929138183594,1998-05-21
9.73075008392334,1998-05-22
9.928330421447754,1998-05-26
9.977721214294434,1998-05-27
9.977721214294434,1998-05-28
10.027113914489746,1998-05-29
10.076512336730957,1998-06-01
10.027113914489746,1998-06-02
9.928330421447754,1998-06-03
10.076512336730957,1998-06-04
10.274086952209473,1998-06-05
10.274086952209473,1998-06-08
10.274086952209473,1998-06-09
10.274086952209473,1998-06-10
10.274086952209473,1998-06-11
10.224695205688477,1998-06-12
10.125903129577637,1998-06-15
10.372878074645996,1998-06-16
10.471668243408203,1998-06-17
10.323486328125,1998-06-18
10.323486328125,1998-06-19
10.372878074645996,1998-06-22
10.471668243408203,1998-06-23
10.669248580932617,1998-06-24
10.669248580932617,1998-06-25
10.521066665649414,1998-06-26
10.471668243408203,1998-06-29
10.669248580932617,1998-06-30
