DASH,Date
127.5,2021-04-07
128.13999938964844,2021-04-08
140.5,2021-04-09
147.8300018310547,2021-04-12
149.4600067138672,2021-04-13
143.64999389648438,2021-04-14
151.5,2021-04-15
149.49000549316406,2021-04-16
146.6699981689453,2021-04-19
144.35000610351562,2021-04-20
143.32000732421875,2021-04-21
143.9600067138672,2021-04-22
152.75,2021-04-23
153.8000030517578,2021-04-26
162.1300048828125,2021-04-27
162.4499969482422,2021-04-28
150.11000061035156,2021-04-29
143.1699981689453,2021-04-30
140.47000122070312,2021-05-03
135.22000122070312,2021-05-04
128.38999938964844,2021-05-05
122.7699966430664,2021-05-06
124.88999938964844,2021-05-07
120.44999694824219,2021-05-10
124.54000091552734,2021-05-11
112.98999786376953,2021-05-12
115.48999786376953,2021-05-13
141.07000732421875,2021-05-14
133.7899932861328,2021-05-17
138.55999755859375,2021-05-18
140.1999969482422,2021-05-19
137.0,2021-05-20
137.57000732421875,2021-05-21
140.4600067138672,2021-05-24
136.27000427246094,2021-05-25
141.86000061035156,2021-05-26
152.82000732421875,2021-05-27
150.27999877929688,2021-05-28
149.27000427246094,2021-06-01
149.8300018310547,2021-06-02
139.11000061035156,2021-06-03
143.8000030517578,2021-06-04
142.5,2021-06-07
136.75999450683594,2021-06-08
136.97999572753906,2021-06-09
144.85000610351562,2021-06-10
154.16000366210938,2021-06-11
158.8300018310547,2021-06-14
158.64999389648438,2021-06-15
161.4600067138672,2021-06-16
164.52000427246094,2021-06-17
167.3300018310547,2021-06-18
173.2100067138672,2021-06-21
178.97999572753906,2021-06-22
174.02999877929688,2021-06-23
175.3000030517578,2021-06-24
176.72000122070312,2021-06-25
175.60000610351562,2021-06-28
183.91000366210938,2021-06-29
178.3300018310547,2021-06-30
180.58999633789062,2021-07-01
182.91000366210938,2021-07-02
182.77000427246094,2021-07-06
185.14999389648438,2021-07-07
178.55999755859375,2021-07-08
180.22999572753906,2021-07-09
177.17999267578125,2021-07-12
176.49000549316406,2021-07-13
169.3300018310547,2021-07-14
167.3300018310547,2021-07-15
167.36000061035156,2021-07-16
175.5,2021-07-19
177.55999755859375,2021-07-20
179.02000427246094,2021-07-21
182.77999877929688,2021-07-22
188.60000610351562,2021-07-23
184.08999633789062,2021-07-26
179.99000549316406,2021-07-27
186.85000610351562,2021-07-28
178.05999755859375,2021-07-29
174.2899932861328,2021-07-30
177.6300048828125,2021-08-02
177.1300048828125,2021-08-03
178.52000427246094,2021-08-04
181.3300018310547,2021-08-05
181.55999755859375,2021-08-06
183.14999389648438,2021-08-09
190.16000366210938,2021-08-10
190.55999755859375,2021-08-11
188.2100067138672,2021-08-12
194.7899932861328,2021-08-13
187.6699981689453,2021-08-16
185.8800048828125,2021-08-17
191.6300048828125,2021-08-18
182.05999755859375,2021-08-19
184.0800018310547,2021-08-20
183.0800018310547,2021-08-23
187.4499969482422,2021-08-24
188.25,2021-08-25
191.0,2021-08-26
187.94000244140625,2021-08-27
192.6999969482422,2021-08-30
191.39999389648438,2021-08-31
191.8000030517578,2021-09-01
191.72000122070312,2021-09-02
193.4600067138672,2021-09-03
197.1199951171875,2021-09-07
200.9199981689453,2021-09-08
207.74000549316406,2021-09-09
210.3699951171875,2021-09-10
208.63999938964844,2021-09-13
203.3300018310547,2021-09-14
209.85000610351562,2021-09-15
221.5,2021-09-16
222.91000366210938,2021-09-17
220.32000732421875,2021-09-20
221.36000061035156,2021-09-21
217.66000366210938,2021-09-22
217.0,2021-09-23
220.52000427246094,2021-09-24
216.72999572753906,2021-09-27
206.32000732421875,2021-09-28
205.8300018310547,2021-09-29
205.97999572753906,2021-09-30
203.99000549316406,2021-10-01
197.67999267578125,2021-10-04
199.5,2021-10-05
205.25999450683594,2021-10-06
204.9199981689453,2021-10-07
204.4199981689453,2021-10-08
195.3000030517578,2021-10-11
199.0,2021-10-12
205.4199981689453,2021-10-13
212.42999267578125,2021-10-14
214.07000732421875,2021-10-15
215.3699951171875,2021-10-18
213.3300018310547,2021-10-19
215.67999267578125,2021-10-20
218.82000732421875,2021-10-21
213.8300018310547,2021-10-22
216.3300018310547,2021-10-25
212.92999267578125,2021-10-26
198.9499969482422,2021-10-27
196.0,2021-10-28
194.8000030517578,2021-10-29
197.94000244140625,2021-11-01
199.19000244140625,2021-11-02
206.02000427246094,2021-11-03
207.44000244140625,2021-11-04
198.67999267578125,2021-11-05
193.14999389648438,2021-11-08
192.00999450683594,2021-11-09
214.24000549316406,2021-11-10
227.4199981689453,2021-11-11
245.97000122070312,2021-11-12
242.72000122070312,2021-11-15
234.64999389648438,2021-11-16
229.4600067138672,2021-11-17
228.80999755859375,2021-11-18
215.25,2021-11-19
201.4600067138672,2021-11-22
184.30999755859375,2021-11-23
184.92999267578125,2021-11-24
187.9199981689453,2021-11-26
183.00999450683594,2021-11-29
178.77000427246094,2021-11-30
161.6199951171875,2021-12-01
166.1199951171875,2021-12-02
157.7100067138672,2021-12-03
161.5399932861328,2021-12-06
163.4600067138672,2021-12-07
168.92999267578125,2021-12-08
164.86000061035156,2021-12-09
158.0,2021-12-10
155.25,2021-12-13
156.42999267578125,2021-12-14
156.24000549316406,2021-12-15
144.44000244140625,2021-12-16
148.80999755859375,2021-12-17
148.07000732421875,2021-12-20
151.61000061035156,2021-12-21
149.24000549316406,2021-12-22
153.67999267578125,2021-12-23
156.0399932861328,2021-12-27
153.55999755859375,2021-12-28
150.11000061035156,2021-12-29
152.3800048828125,2021-12-30
148.89999389648438,2021-12-31
145.33999633789062,2022-01-03
135.91000366210938,2022-01-04
127.97000122070312,2022-01-05
137.27999877929688,2022-01-06
132.27000427246094,2022-01-07
133.4499969482422,2022-01-10
143.63999938964844,2022-01-11
140.66000366210938,2022-01-12
131.77999877929688,2022-01-13
131.52999877929688,2022-01-14
128.5800018310547,2022-01-18
131.75999450683594,2022-01-19
126.77999877929688,2022-01-20
116.94999694824219,2022-01-21
117.3499984741211,2022-01-24
109.38999938964844,2022-01-25
101.47000122070312,2022-01-26
96.08999633789062,2022-01-27
103.66999816894531,2022-01-28
113.48999786376953,2022-01-31
114.62000274658203,2022-02-01
104.16999816894531,2022-02-02
92.29000091552734,2022-02-03
98.48999786376953,2022-02-04
97.91000366210938,2022-02-07
100.51000213623047,2022-02-08
108.12999725341797,2022-02-09
97.80999755859375,2022-02-10
95.01000213623047,2022-02-11
97.11000061035156,2022-02-14
101.80999755859375,2022-02-15
94.88999938964844,2022-02-16
105.02999877929688,2022-02-17
96.20999908447266,2022-02-18
93.16999816894531,2022-02-22
90.55000305175781,2022-02-23
100.41999816894531,2022-02-24
100.33999633789062,2022-02-25
104.94999694824219,2022-02-28
102.43000030517578,2022-03-01
103.62000274658203,2022-03-02
101.68000030517578,2022-03-03
89.86000061035156,2022-03-04
79.86000061035156,2022-03-07
85.01000213623047,2022-03-08
91.83999633789062,2022-03-09
89.6500015258789,2022-03-10
86.97000122070312,2022-03-11
76.05999755859375,2022-03-14
79.7699966430664,2022-03-15
90.5,2022-03-16
96.08999633789062,2022-03-17
107.29000091552734,2022-03-18
107.0999984741211,2022-03-21
111.25,2022-03-22
114.33999633789062,2022-03-23
114.87999725341797,2022-03-24
105.29000091552734,2022-03-25
114.43000030517578,2022-03-28
123.55000305175781,2022-03-29
118.2300033569336,2022-03-30
117.19000244140625,2022-03-31
120.9000015258789,2022-04-01
127.20999908447266,2022-04-04
118.19999694824219,2022-04-05
113.5999984741211,2022-04-06
110.91000366210938,2022-04-07
106.41999816894531,2022-04-08
104.72000122070312,2022-04-11
104.41999816894531,2022-04-12
110.76000213623047,2022-04-13
109.30999755859375,2022-04-14
103.0999984741211,2022-04-18
106.51000213623047,2022-04-19
100.13999938964844,2022-04-20
91.94999694824219,2022-04-21
89.0,2022-04-22
91.25,2022-04-25
84.26000213623047,2022-04-26
82.22000122070312,2022-04-27
87.38999938964844,2022-04-28
81.43000030517578,2022-04-29
82.26000213623047,2022-05-02
79.18000030517578,2022-05-03
81.63999938964844,2022-05-04
73.1500015258789,2022-05-05
72.11000061035156,2022-05-06
64.18000030517578,2022-05-09
68.52999877929688,2022-05-10
59.5099983215332,2022-05-11
65.58999633789062,2022-05-12
73.70999908447266,2022-05-13
65.79000091552734,2022-05-16
69.37999725341797,2022-05-17
63.630001068115234,2022-05-18
66.94999694824219,2022-05-19
66.2300033569336,2022-05-20
67.80999755859375,2022-05-23
62.65999984741211,2022-05-24
68.4800033569336,2022-05-25
73.69000244140625,2022-05-26
78.08999633789062,2022-05-27
76.91000366210938,2022-05-31
71.94999694824219,2022-06-01
72.97000122070312,2022-06-02
68.04000091552734,2022-06-03
69.94999694824219,2022-06-06
69.93000030517578,2022-06-07
73.79000091552734,2022-06-08
68.6500015258789,2022-06-09
62.18000030517578,2022-06-10
58.380001068115234,2022-06-13
58.459999084472656,2022-06-14
63.619998931884766,2022-06-15
58.380001068115234,2022-06-16
61.689998626708984,2022-06-17
63.06999969482422,2022-06-21
65.1500015258789,2022-06-22
70.2699966430664,2022-06-23
74.11000061035156,2022-06-24
71.19999694824219,2022-06-27
67.44999694824219,2022-06-28
67.41999816894531,2022-06-29
64.16999816894531,2022-06-30
67.94999694824219,2022-07-01
74.9000015258789,2022-07-05
69.36000061035156,2022-07-06
76.0,2022-07-07
74.95999908447266,2022-07-08
71.31999969482422,2022-07-11
71.12999725341797,2022-07-12
71.73999786376953,2022-07-13
69.33000183105469,2022-07-14
70.0999984741211,2022-07-15
72.44000244140625,2022-07-18
73.73999786376953,2022-07-19
77.16999816894531,2022-07-20
77.61000061035156,2022-07-21
73.44999694824219,2022-07-22
71.76000213623047,2022-07-25
68.69999694824219,2022-07-26
71.41999816894531,2022-07-27
70.06999969482422,2022-07-28
69.75,2022-07-29
72.02999877929688,2022-08-01
75.73999786376953,2022-08-02
79.5,2022-08-03
81.36000061035156,2022-08-04
80.29000091552734,2022-08-05
75.54000091552734,2022-08-08
73.02999877929688,2022-08-09
80.5999984741211,2022-08-10
77.88999938964844,2022-08-11
77.37000274658203,2022-08-12
77.76000213623047,2022-08-15
73.56999969482422,2022-08-16
68.18000030517578,2022-08-17
66.69999694824219,2022-08-18
64.98999786376953,2022-08-19
63.33000183105469,2022-08-22
63.619998931884766,2022-08-23
64.12000274658203,2022-08-24
64.94999694824219,2022-08-25
61.65999984741211,2022-08-26
60.560001373291016,2022-08-29
61.41999816894531,2022-08-30
59.900001525878906,2022-08-31
58.880001068115234,2022-09-01
58.22999954223633,2022-09-02
58.22999954223633,2022-09-06
59.119998931884766,2022-09-07
59.33000183105469,2022-09-08
64.30999755859375,2022-09-09
65.87000274658203,2022-09-12
62.06999969482422,2022-09-13
64.52999877929688,2022-09-14
64.41000366210938,2022-09-15
59.130001068115234,2022-09-16
58.880001068115234,2022-09-19
57.65999984741211,2022-09-20
57.16999816894531,2022-09-21
54.0,2022-09-22
52.0099983215332,2022-09-23
50.72999954223633,2022-09-26
51.150001525878906,2022-09-27
52.70000076293945,2022-09-28
49.84000015258789,2022-09-29
49.45000076293945,2022-09-30
50.52000045776367,2022-10-03
54.15999984741211,2022-10-04
52.9900016784668,2022-10-05
52.9900016784668,2022-10-06
49.38999938964844,2022-10-07
47.709999084472656,2022-10-10
44.849998474121094,2022-10-11
46.720001220703125,2022-10-12
45.90999984741211,2022-10-13
43.060001373291016,2022-10-14
45.709999084472656,2022-10-17
46.900001525878906,2022-10-18
45.779998779296875,2022-10-19
45.529998779296875,2022-10-20
45.22999954223633,2022-10-21
44.43000030517578,2022-10-24
47.459999084472656,2022-10-25
47.22999954223633,2022-10-26
46.34000015258789,2022-10-27
47.060001373291016,2022-10-28
43.529998779296875,2022-10-31
45.099998474121094,2022-11-01
45.119998931884766,2022-11-02
47.61000061035156,2022-11-03
51.56999969482422,2022-11-04
52.099998474121094,2022-11-07
54.529998779296875,2022-11-08
53.25,2022-11-09
59.459999084472656,2022-11-10
62.9900016784668,2022-11-11
62.02000045776367,2022-11-14
63.380001068115234,2022-11-15
60.779998779296875,2022-11-16
58.70000076293945,2022-11-17
58.290000915527344,2022-11-18
55.27000045776367,2022-11-21
53.95000076293945,2022-11-22
56.58000183105469,2022-11-23
55.470001220703125,2022-11-25
54.650001525878906,2022-11-28
53.34000015258789,2022-11-29
58.25,2022-11-30
57.119998931884766,2022-12-01
55.189998626708984,2022-12-02
53.22999954223633,2022-12-05
52.709999084472656,2022-12-06
53.619998931884766,2022-12-07
54.0099983215332,2022-12-08
55.27000045776367,2022-12-09
58.02000045776367,2022-12-12
58.2400016784668,2022-12-13
58.5,2022-12-14
55.25,2022-12-15
52.52000045776367,2022-12-16
51.439998626708984,2022-12-19
51.33000183105469,2022-12-20
52.91999816894531,2022-12-21
51.36000061035156,2022-12-22
50.689998626708984,2022-12-23
48.43000030517578,2022-12-27
46.849998474121094,2022-12-28
49.58000183105469,2022-12-29
48.81999969482422,2022-12-30
48.36000061035156,2023-01-03
48.93000030517578,2023-01-04
47.130001068115234,2023-01-05
48.0,2023-01-06
48.04999923706055,2023-01-09
48.040000915527344,2023-01-10
51.79999923706055,2023-01-11
52.029998779296875,2023-01-12
52.34000015258789,2023-01-13
54.470001220703125,2023-01-17
55.310001373291016,2023-01-18
54.650001525878906,2023-01-19
58.02000045776367,2023-01-20
60.59000015258789,2023-01-23
59.529998779296875,2023-01-24
59.529998779296875,2023-01-25
56.95000076293945,2023-01-26
58.630001068115234,2023-01-27
56.560001373291016,2023-01-30
57.91999816894531,2023-01-31
58.90999984741211,2023-02-01
63.810001373291016,2023-02-02
59.040000915527344,2023-02-03
59.68000030517578,2023-02-06
60.02000045776367,2023-02-07
62.380001068115234,2023-02-08
61.849998474121094,2023-02-09
57.720001220703125,2023-02-10
59.290000915527344,2023-02-13
61.61000061035156,2023-02-14
68.18000030517578,2023-02-15
66.88999938964844,2023-02-16
61.810001373291016,2023-02-17
58.060001373291016,2023-02-21
57.88999938964844,2023-02-22
56.56999969482422,2023-02-23
55.09000015258789,2023-02-24
54.189998626708984,2023-02-27
54.65999984741211,2023-02-28
53.91999816894531,2023-03-01
55.279998779296875,2023-03-02
57.34000015258789,2023-03-03
55.95000076293945,2023-03-06
58.15999984741211,2023-03-07
58.20000076293945,2023-03-08
55.279998779296875,2023-03-09
53.22999954223633,2023-03-10
53.79999923706055,2023-03-13
56.9900016784668,2023-03-14
58.470001220703125,2023-03-15
60.72999954223633,2023-03-16
59.63999938964844,2023-03-17
59.31999969482422,2023-03-20
60.369998931884766,2023-03-21
59.119998931884766,2023-03-22
60.310001373291016,2023-03-23
60.66999816894531,2023-03-24
59.900001525878906,2023-03-27
59.040000915527344,2023-03-28
59.86000061035156,2023-03-29
61.779998779296875,2023-03-30
63.560001373291016,2023-03-31
63.939998626708984,2023-04-03
63.34000015258789,2023-04-04
60.86000061035156,2023-04-05
60.68000030517578,2023-04-06
61.58000183105469,2023-04-10
62.91999816894531,2023-04-11
60.099998474121094,2023-04-12
61.45000076293945,2023-04-13
61.720001220703125,2023-04-14
60.619998931884766,2023-04-17
62.38999938964844,2023-04-18
61.72999954223633,2023-04-19
59.560001373291016,2023-04-20
61.290000915527344,2023-04-21
59.880001068115234,2023-04-24
56.81999969482422,2023-04-25
57.5,2023-04-26
58.41999816894531,2023-04-27
61.189998626708984,2023-04-28
62.20000076293945,2023-05-01
61.619998931884766,2023-05-02
62.36000061035156,2023-05-03
62.83000183105469,2023-05-04
62.900001525878906,2023-05-05
66.7699966430664,2023-05-08
67.30000305175781,2023-05-09
68.76000213623047,2023-05-10
67.22000122070312,2023-05-11
65.87000274658203,2023-05-12
66.19999694824219,2023-05-15
64.18000030517578,2023-05-16
65.22000122070312,2023-05-17
66.97000122070312,2023-05-18
66.9800033569336,2023-05-19
65.62999725341797,2023-05-22
66.02999877929688,2023-05-23
66.0,2023-05-24
66.5,2023-05-25
67.44000244140625,2023-05-26
64.94000244140625,2023-05-30
65.29000091552734,2023-05-31
67.56999969482422,2023-06-01
67.87999725341797,2023-06-02
69.3499984741211,2023-06-05
71.19000244140625,2023-06-06
70.1500015258789,2023-06-07
69.97000122070312,2023-06-08
71.77999877929688,2023-06-09
72.37000274658203,2023-06-12
73.16000366210938,2023-06-13
71.5,2023-06-14
71.76000213623047,2023-06-15
73.26000213623047,2023-06-16
73.0,2023-06-20
72.91000366210938,2023-06-21
72.7699966430664,2023-06-22
72.63999938964844,2023-06-23
73.58000183105469,2023-06-26
74.76000213623047,2023-06-27
76.48999786376953,2023-06-28
75.44999694824219,2023-06-29
76.41999816894531,2023-06-30
78.70999908447266,2023-07-03
79.06999969482422,2023-07-05
76.98999786376953,2023-07-06
77.94999694824219,2023-07-07
77.61000061035156,2023-07-10
79.8499984741211,2023-07-11
80.58999633789062,2023-07-12
83.29000091552734,2023-07-13
83.95999908447266,2023-07-14
85.33999633789062,2023-07-17
85.06999969482422,2023-07-18
85.0999984741211,2023-07-19
83.63999938964844,2023-07-20
84.5,2023-07-21
84.30999755859375,2023-07-24
85.4000015258789,2023-07-25
86.11000061035156,2023-07-26
86.04000091552734,2023-07-27
89.6500015258789,2023-07-28
90.79000091552734,2023-07-31
86.58999633789062,2023-08-01
85.9800033569336,2023-08-02
85.45999908447266,2023-08-03
83.5999984741211,2023-08-04
84.36000061035156,2023-08-07
84.62999725341797,2023-08-08
82.37999725341797,2023-08-09
82.38999938964844,2023-08-10
79.19000244140625,2023-08-11
79.88999938964844,2023-08-14
78.83000183105469,2023-08-15
79.79000091552734,2023-08-16
77.87999725341797,2023-08-17
77.81999969482422,2023-08-18
76.5999984741211,2023-08-21
77.83999633789062,2023-08-22
77.33999633789062,2023-08-23
76.12999725341797,2023-08-24
78.0199966430664,2023-08-25
78.5,2023-08-28
81.95999908447266,2023-08-29
82.7300033569336,2023-08-30
84.12999725341797,2023-08-31
84.04000091552734,2023-09-01
83.68000030517578,2023-09-05
82.58999633789062,2023-09-06
82.0199966430664,2023-09-07
82.16999816894531,2023-09-08
83.29000091552734,2023-09-11
82.87000274658203,2023-09-12
82.2300033569336,2023-09-13
82.9800033569336,2023-09-14
80.93000030517578,2023-09-15
80.91999816894531,2023-09-18
79.19000244140625,2023-09-19
78.94999694824219,2023-09-20
75.61000061035156,2023-09-21
76.18000030517578,2023-09-22
75.47000122070312,2023-09-25
74.58000183105469,2023-09-26
78.1500015258789,2023-09-27
77.80000305175781,2023-09-28
79.47000122070312,2023-09-29
79.44000244140625,2023-10-02
77.25,2023-10-03
77.93000030517578,2023-10-04
73.80999755859375,2023-10-05
74.51000213623047,2023-10-06
76.08000183105469,2023-10-09
81.43000030517578,2023-10-10
80.80000305175781,2023-10-11
80.0999984741211,2023-10-12
75.37000274658203,2023-10-13
76.41999816894531,2023-10-16
75.87999725341797,2023-10-17
74.5,2023-10-18
73.37000274658203,2023-10-19
73.06999969482422,2023-10-20
74.80999755859375,2023-10-23
76.36000061035156,2023-10-24
72.27999877929688,2023-10-25
71.02999877929688,2023-10-26
70.6500015258789,2023-10-27
73.20999908447266,2023-10-30
74.94999694824219,2023-10-31
75.9000015258789,2023-11-01
87.79000091552734,2023-11-02
92.48999786376953,2023-11-03
89.04000091552734,2023-11-06
88.91000366210938,2023-11-07
87.30999755859375,2023-11-08
84.52999877929688,2023-11-09
87.47000122070312,2023-11-10
89.7699966430664,2023-11-13
93.69000244140625,2023-11-14
95.16000366210938,2023-11-15
95.08999633789062,2023-11-16
95.2300033569336,2023-11-17
95.75,2023-11-20
94.5999984741211,2023-11-21
95.3499984741211,2023-11-22
93.80999755859375,2023-11-24
93.94999694824219,2023-11-27
94.44000244140625,2023-11-28
94.95999908447266,2023-11-29
93.9800033569336,2023-11-30
96.58000183105469,2023-12-01
98.36000061035156,2023-12-04
96.23500061035156,2023-12-05
96.8499984741211,2023-12-06
98.97000122070312,2023-12-07
100.0,2023-12-08
101.5,2023-12-11
101.0,2023-12-12
100.43000030517578,2023-12-13
101.76000213623047,2023-12-14
101.56999969482422,2023-12-15
102.70999908447266,2023-12-18
101.45999908447266,2023-12-19
98.72000122070312,2023-12-20
100.55999755859375,2023-12-21
100.52999877929688,2023-12-22
99.86000061035156,2023-12-26
100.69000244140625,2023-12-27
100.20999908447266,2023-12-28
98.88999938964844,2023-12-29
96.45999908447266,2024-01-02
93.7699966430664,2024-01-03
93.9000015258789,2024-01-04
94.80999755859375,2024-01-05
98.5199966430664,2024-01-08
103.05000305175781,2024-01-09
105.58999633789062,2024-01-10
103.9800033569336,2024-01-11
104.12999725341797,2024-01-12
104.0199966430664,2024-01-16
102.88999938964844,2024-01-17
104.95999908447266,2024-01-18
106.33000183105469,2024-01-19
104.66000366210938,2024-01-22
105.69000244140625,2024-01-23
107.12000274658203,2024-01-24
107.5199966430664,2024-01-25
108.23999786376953,2024-01-26
110.44999694824219,2024-01-29
105.47000122070312,2024-01-30
104.19999694824219,2024-01-31
107.30000305175781,2024-02-01
109.5,2024-02-02
108.12000274658203,2024-02-05
112.33999633789062,2024-02-06
114.33000183105469,2024-02-07
118.30000305175781,2024-02-08
119.30999755859375,2024-02-09
118.44000244140625,2024-02-12
116.38999938964844,2024-02-13
120.01000213623047,2024-02-14
126.2699966430664,2024-02-15
116.01000213623047,2024-02-16
115.4800033569336,2024-02-20
114.69000244140625,2024-02-21
121.41000366210938,2024-02-22
121.76000213623047,2024-02-23
119.88999938964844,2024-02-26
123.69999694824219,2024-02-27
122.44000244140625,2024-02-28
124.56999969482422,2024-02-29
127.43000030517578,2024-03-01
132.39999389648438,2024-03-04
130.89999389648438,2024-03-05
132.1300048828125,2024-03-06
133.1999969482422,2024-03-07
131.8000030517578,2024-03-08
128.77000427246094,2024-03-11
130.4499969482422,2024-03-12
132.4199981689453,2024-03-13
132.5500030517578,2024-03-14
130.5500030517578,2024-03-15
129.5800018310547,2024-03-18
130.8300018310547,2024-03-19
137.91000366210938,2024-03-20
136.75999450683594,2024-03-21
137.24000549316406,2024-03-22
137.82000732421875,2024-03-25
140.25999450683594,2024-03-26
138.8800048828125,2024-03-27
137.72000122070312,2024-03-28
138.25,2024-04-01
137.5,2024-04-02
138.77999877929688,2024-04-03
134.61000061035156,2024-04-04
139.55999755859375,2024-04-05
137.42999267578125,2024-04-08
136.77000427246094,2024-04-09
