JPM,Date
1.4552048444747925,1981-01-05
1.4351609945297241,1981-01-06
1.3950718641281128,1981-01-07
1.4111074209213257,1981-01-08
1.4592128992080688,1981-01-09
1.4993020296096802,1981-01-12
1.5073195695877075,1981-01-13
1.5193454027175903,1981-01-14
1.5474072694778442,1981-01-15
1.5514165163040161,1981-01-16
1.5233536958694458,1981-01-19
1.5153363943099976,1981-01-20
1.4952917098999023,1981-01-21
1.4952917098999023,1981-01-22
1.4993020296096802,1981-01-23
1.4752485752105713,1981-01-26
1.4952917098999023,1981-01-27
1.4832664728164673,1981-01-28
1.4752485752105713,1981-01-29
1.471239447593689,1981-01-30
1.4592128992080688,1981-02-02
1.5233536958694458,1981-02-03
1.5113284587860107,1981-02-04
1.539389967918396,1981-02-05
1.4993020296096802,1981-02-06
1.5153363943099976,1981-02-09
1.5554254055023193,1981-02-10
1.5554254055023193,1981-02-11
1.5834875106811523,1981-02-12
1.5674519538879395,1981-02-13
1.5674519538879395,1981-02-17
1.5634435415267944,1981-02-18
1.5554254055023193,1981-02-19
1.5714612007141113,1981-02-20
1.58749520778656,1981-02-23
1.58749520778656,1981-02-24
1.6155579090118408,1981-02-25
1.6275845766067505,1981-02-26
1.6195671558380127,1981-02-27
1.6115487813949585,1981-03-02
1.603531002998352,1981-03-03
1.6155579090118408,1981-03-04
1.6155579090118408,1981-03-05
1.6115487813949585,1981-03-06
1.5995227098464966,1981-03-09
1.6275845766067505,1981-03-10
1.6235758066177368,1981-03-11
1.6275845766067505,1981-03-12
1.6516380310058594,1981-03-13
1.6756904125213623,1981-03-16
1.6917253732681274,1981-03-17
1.7237964868545532,1981-03-18
1.7278051376342773,1981-03-19
1.7157788276672363,1981-03-20
1.6917253732681274,1981-03-23
1.695733904838562,1981-03-24
1.699743390083313,1981-03-25
1.6917253732681274,1981-03-26
1.6716808080673218,1981-03-27
1.6917253732681274,1981-03-30
1.703751802444458,1981-03-31
1.7318130731582642,1981-04-01
1.7077608108520508,1981-04-02
1.699743390083313,1981-04-03
1.6917253732681274,1981-04-06
1.699743390083313,1981-04-07
1.703751802444458,1981-04-08
1.7237964868545532,1981-04-09
1.7318130731582642,1981-04-10
1.7157788276672363,1981-04-13
1.7237964868545532,1981-04-14
1.735822081565857,1981-04-15
1.755866289138794,1981-04-16
1.7638838291168213,1981-04-20
1.7678945064544678,1981-04-21
1.7638838291168213,1981-04-22
1.7678945064544678,1981-04-23
1.7959561347961426,1981-04-24
1.7879365682601929,1981-04-27
1.811989426612854,1981-04-28
1.779918909072876,1981-04-29
1.7478492259979248,1981-04-30
1.7237964868545532,1981-05-01
1.711769461631775,1981-05-04
1.6917253732681274,1981-05-05
1.659654974937439,1981-05-06
1.667672872543335,1981-05-07
1.6877163648605347,1981-05-08
1.6837078332901,1981-05-11
1.659654974937439,1981-05-12
1.6796988248825073,1981-05-13
1.6917253732681274,1981-05-14
1.6837078332901,1981-05-15
1.711769461631775,1981-05-18
1.779918909072876,1981-05-19
1.7638838291168213,1981-05-20
1.7598754167556763,1981-05-21
1.8200080394744873,1981-05-22
1.8280255794525146,1981-05-26
1.8200080394744873,1981-05-27
1.8320345878601074,1981-05-28
1.8440617322921753,1981-05-29
1.860095500946045,1981-06-01
1.8641046285629272,1981-06-02
1.836043357849121,1981-06-03
1.8200080394744873,1981-06-04
1.8320345878601074,1981-06-05
1.8320345878601074,1981-06-08
1.7999628782272339,1981-06-09
1.8400517702102661,1981-06-10
1.9242377281188965,1981-06-11
1.9482911825180054,1981-06-12
1.964324951171875,1981-06-15
1.9723438024520874,1981-06-16
1.9563074111938477,1981-06-17
1.908201813697815,1981-06-18
1.9001845121383667,1981-06-19
1.8681139945983887,1981-06-22
1.8721237182617188,1981-06-23
1.884149193763733,1981-06-24
1.8681139945983887,1981-06-25
1.8440617322921753,1981-06-26
1.8560872077941895,1981-06-29
1.8520796298980713,1981-06-30
1.8520796298980713,1981-07-01
1.8400517702102661,1981-07-02
1.7719014883041382,1981-07-06
1.735822081565857,1981-07-07
1.7638838291168213,1981-07-08
1.811989426612854,1981-07-09
1.791945457458496,1981-07-10
1.7518583536148071,1981-07-13
1.711769461631775,1981-07-14
1.7478492259979248,1981-07-15
1.7278051376342773,1981-07-16
1.7318130731582642,1981-07-17
1.6917253732681274,1981-07-20
1.6756904125213623,1981-07-21
1.6756904125213623,1981-07-22
1.6796988248825073,1981-07-23
1.7077608108520508,1981-07-24
1.7318130731582642,1981-07-27
1.7077608108520508,1981-07-28
1.7157788276672363,1981-07-29
1.7077608108520508,1981-07-30
1.7157788276672363,1981-07-31
1.6837078332901,1981-08-03
1.6315927505493164,1981-08-04
1.667672872543335,1981-08-05
1.6837078332901,1981-08-06
1.695733904838562,1981-08-07
1.699743390083313,1981-08-10
1.7398316860198975,1981-08-11
1.7638838291168213,1981-08-12
1.7719014883041382,1981-08-13
1.7879365682601929,1981-08-14
1.735822081565857,1981-08-17
1.7077608108520508,1981-08-18
1.695733904838562,1981-08-19
1.7157788276672363,1981-08-20
1.7077608108520508,1981-08-21
1.667672872543335,1981-08-24
1.6356019973754883,1981-08-25
1.6396101713180542,1981-08-26
1.6436192989349365,1981-08-27
1.667672872543335,1981-08-28
1.6556456089019775,1981-08-31
1.6436192989349365,1981-09-01
1.6436192989349365,1981-09-02
1.5714612007141113,1981-09-03
1.5594338178634644,1981-09-04
1.535380244255066,1981-09-08
1.5073195695877075,1981-09-09
1.5554254055023193,1981-09-10
1.6195671558380127,1981-09-11
1.603531002998352,1981-09-14
1.5955134630203247,1981-09-15
1.5995227098464966,1981-09-16
1.5714612007141113,1981-09-17
1.603531002998352,1981-09-18
1.6516380310058594,1981-09-21
1.6195671558380127,1981-09-22
1.6195671558380127,1981-09-23
1.5995227098464966,1981-09-24
1.5995227098464966,1981-09-25
1.575469970703125,1981-09-28
1.5834875106811523,1981-09-29
1.5834875106811523,1981-09-30
1.6195671558380127,1981-10-01
1.659654974937439,1981-10-02
1.6756904125213623,1981-10-05
1.6716808080673218,1981-10-06
1.699743390083313,1981-10-07
1.755866289138794,1981-10-08
1.7879365682601929,1981-10-09
1.783929467201233,1981-10-12
1.8079816102981567,1981-10-13
1.779918909072876,1981-10-14
1.7719014883041382,1981-10-15
1.755866289138794,1981-10-16
1.7478492259979248,1981-10-19
1.7398316860198975,1981-10-20
1.7197871208190918,1981-10-21
1.7077608108520508,1981-10-22
1.7157788276672363,1981-10-23
1.7318130731582642,1981-10-26
1.7478492259979248,1981-10-27
1.7638838291168213,1981-10-28
1.7638838291168213,1981-10-29
1.791945457458496,1981-10-30
1.7999628782272339,1981-11-02
1.7999628782272339,1981-11-03
1.791945457458496,1981-11-04
1.8159993886947632,1981-11-05
1.8440617322921753,1981-11-06
1.860095500946045,1981-11-09
1.8881586790084839,1981-11-10
1.8881586790084839,1981-11-11
1.8480701446533203,1981-11-12
1.7959561347961426,1981-11-13
1.7678945064544678,1981-11-16
1.7478492259979248,1981-11-17
1.735822081565857,1981-11-18
1.7237964868545532,1981-11-19
1.7478492259979248,1981-11-20
1.7478492259979248,1981-11-23
1.7638838291168213,1981-11-24
1.8039716482162476,1981-11-25
1.791945457458496,1981-11-27
1.783929467201233,1981-11-30
1.7759113311767578,1981-12-01
1.7318130731582642,1981-12-02
1.7318130731582642,1981-12-03
1.7638838291168213,1981-12-04
1.743840217590332,1981-12-07
1.7318130731582642,1981-12-08
1.7318130731582642,1981-12-09
1.7278051376342773,1981-12-10
1.7237964868545532,1981-12-11
1.695733904838562,1981-12-14
1.703751802444458,1981-12-15
1.6837078332901,1981-12-16
1.699743390083313,1981-12-17
1.7197871208190918,1981-12-18
1.711769461631775,1981-12-21
1.7077608108520508,1981-12-22
1.7077608108520508,1981-12-23
1.711769461631775,1981-12-24
1.7237964868545532,1981-12-28
1.7237964868545532,1981-12-29
1.7237964868545532,1981-12-30
1.7478492259979248,1981-12-31
1.7398316860198975,1982-01-04
1.7197871208190918,1982-01-05
1.6837078332901,1982-01-06
1.6556456089019775,1982-01-07
1.6636638641357422,1982-01-08
1.6195671558380127,1982-01-11
1.5955134630203247,1982-01-12
1.5554254055023193,1982-01-13
1.5474072694778442,1982-01-14
1.5794785022735596,1982-01-15
1.5955134630203247,1982-01-18
1.575469970703125,1982-01-19
1.5714612007141113,1982-01-20
1.5634435415267944,1982-01-21
1.535380244255066,1982-01-22
1.5233536958694458,1982-01-25
1.5073195695877075,1982-01-26
1.5193454027175903,1982-01-27
1.5714612007141113,1982-01-28
1.6075398921966553,1982-01-29
1.5714612007141113,1982-02-01
1.5714612007141113,1982-02-02
1.5594338178634644,1982-02-03
1.5714612007141113,1982-02-04
1.647628664970398,1982-02-05
1.6075398921966553,1982-02-08
1.6075398921966553,1982-02-09
1.647628664970398,1982-02-10
1.699743390083313,1982-02-11
1.703751802444458,1982-02-12
1.6716808080673218,1982-02-16
1.667672872543335,1982-02-17
1.6837078332901,1982-02-18
1.7077608108520508,1982-02-19
1.7197871208190918,1982-02-22
1.7318130731582642,1982-02-23
1.7518583536148071,1982-02-24
1.783929467201233,1982-02-25
1.7719014883041382,1982-02-26
1.7879365682601929,1982-03-01
1.7959561347961426,1982-03-02
1.779918909072876,1982-03-03
1.755866289138794,1982-03-04
1.7598754167556763,1982-03-05
1.7879365682601929,1982-03-08
1.7318130731582642,1982-03-09
1.7237964868545532,1982-03-10
1.711769461631775,1982-03-11
1.667672872543335,1982-03-12
1.6556456089019775,1982-03-15
1.6436192989349365,1982-03-16
1.6356019973754883,1982-03-17
1.6235758066177368,1982-03-18
1.6356019973754883,1982-03-19
1.6356019973754883,1982-03-22
1.6516380310058594,1982-03-23
1.6356019973754883,1982-03-24
1.6275845766067505,1982-03-25
1.6315927505493164,1982-03-26
1.5995227098464966,1982-03-29
1.5995227098464966,1982-03-30
1.6195671558380127,1982-03-31
1.6195671558380127,1982-04-01
1.6837078332901,1982-04-02
1.667672872543335,1982-04-05
1.6837078332901,1982-04-06
1.695733904838562,1982-04-07
1.7318130731582642,1982-04-08
1.7318130731582642,1982-04-12
1.7278051376342773,1982-04-13
1.695733904838562,1982-04-14
1.699743390083313,1982-04-15
1.6776946783065796,1982-04-16
1.6897211074829102,1982-04-19
1.6837078332901,1982-04-20
1.7137740850448608,1982-04-21
1.743840217590332,1982-04-22
1.7318130731582642,1982-04-23
1.7318130731582642,1982-04-26
1.7258002758026123,1982-04-27
1.7077608108520508,1982-04-28
1.665668249130249,1982-04-29
1.6536411046981812,1982-04-30
1.659654974937439,1982-05-03
1.6356019973754883,1982-05-04
1.6356019973754883,1982-05-05
1.6356019973754883,1982-05-06
1.6295884847640991,1982-05-07
1.6295884847640991,1982-05-10
1.5995227098464966,1982-05-11
1.5814833641052246,1982-05-12
1.5634435415267944,1982-05-13
1.5634435415267944,1982-05-14
1.5634435415267944,1982-05-17
1.5153363943099976,1982-05-18
1.4972975254058838,1982-05-19
1.5333759784698486,1982-05-20
1.539389967918396,1982-05-21
1.557429552078247,1982-05-24
1.593509316444397,1982-05-25
1.575469970703125,1982-05-26
1.5454031229019165,1982-05-27
1.539389967918396,1982-05-28
1.4672317504882812,1982-06-01
1.5153363943099976,1982-06-02
1.5213501453399658,1982-06-03
1.4792572259902954,1982-06-04
1.4792572259902954,1982-06-07
1.527363657951355,1982-06-08
1.5213501453399658,1982-06-09
1.503309726715088,1982-06-10
1.575469970703125,1982-06-11
1.539389967918396,1982-06-14
1.557429552078247,1982-06-15
1.5454031229019165,1982-06-16
1.5514165163040161,1982-06-17
1.539389967918396,1982-06-18
1.503309726715088,1982-06-21
1.5153363943099976,1982-06-22
1.503309726715088,1982-06-23
1.4672317504882812,1982-06-24
1.4431781768798828,1982-06-25
1.4371644258499146,1982-06-28
1.4371644258499146,1982-06-29
1.4792572259902954,1982-06-30
1.4311518669128418,1982-07-01
1.4431781768798828,1982-07-02
1.389057993888855,1982-07-06
1.3349400758743286,1982-07-07
1.3349400758743286,1982-07-08
1.358992576599121,1982-07-09
1.3289270401000977,1982-07-12
1.3349400758743286,1982-07-13
1.3229129314422607,1982-07-14
1.358992576599121,1982-07-15
1.3469651937484741,1982-07-16
1.3349400758743286,1982-07-19
1.3469651937484741,1982-07-20
1.3469651937484741,1982-07-21
1.3349400758743286,1982-07-22
1.3289270401000977,1982-07-23
1.3229129314422607,1982-07-26
1.3349400758743286,1982-07-27
1.34095299243927,1982-07-28
1.3289270401000977,1982-07-29
1.3349400758743286,1982-07-30
1.3710192441940308,1982-08-02
1.3529795408248901,1982-08-03
1.3469651937484741,1982-08-04
1.358992576599121,1982-08-05
1.3529795408248901,1982-08-06
1.4191261529922485,1982-08-09
1.3770325183868408,1982-08-10
1.4311518669128418,1982-08-11
1.3830454349517822,1982-08-12
1.3950718641281128,1982-08-13
1.4131114482879639,1982-08-16
1.4792572259902954,1982-08-17
1.4672317504882812,1982-08-18
1.4672317504882812,1982-08-19
1.539389967918396,1982-08-20
1.5694571733474731,1982-08-23
1.5514165163040161,1982-08-24
1.5634435415267944,1982-08-25
1.557429552078247,1982-08-26
1.527363657951355,1982-08-27
1.5153363943099976,1982-08-30
1.527363657951355,1982-08-31
1.4792572259902954,1982-09-01
1.4912837743759155,1982-09-02
1.4792572259902954,1982-09-03
1.4431781768798828,1982-09-07
1.4912837743759155,1982-09-08
1.4792572259902954,1982-09-09
1.4431781768798828,1982-09-10
1.4491908550262451,1982-09-13
1.5454031229019165,1982-09-14
1.6115487813949585,1982-09-15
1.659654974937439,1982-09-16
1.6416147947311401,1982-09-17
1.6175615787506104,1982-09-20
1.6837078332901,1982-09-21
1.6716808080673218,1982-09-22
1.6716808080673218,1982-09-23
1.647628664970398,1982-09-24
1.659654974937439,1982-09-27
1.7077608108520508,1982-09-28
1.7197871208190918,1982-09-29
1.7378273010253906,1982-09-30
1.7197871208190918,1982-10-01
1.7197871208190918,1982-10-04
1.779918909072876,1982-10-05
1.8220125436782837,1982-10-06
1.8881586790084839,1982-10-07
1.8881586790084839,1982-10-08
1.9723438024520874,1982-10-11
1.9482911825180054,1982-10-12
1.8941712379455566,1982-10-13
1.8340387344360352,1982-10-14
1.8881586790084839,1982-10-15
1.9001845121383667,1982-10-18
1.9001845121383667,1982-10-19
2.0024092197418213,1982-10-20
2.0024092197418213,1982-10-21
2.02044939994812,1982-10-22
1.9482911825180054,1982-10-25
1.9302513599395752,1982-10-26
2.032474994659424,1982-10-27
1.9723438024520874,1982-10-28
1.9663302898406982,1982-10-29
2.014436960220337,1982-11-01
2.0384891033172607,1982-11-02
2.0926082134246826,1982-11-03
2.128687620162964,1982-11-04
2.1226749420166016,1982-11-05
2.128687620162964,1982-11-08
2.128687620162964,1982-11-09
2.164766788482666,1982-11-10
2.1888210773468018,1982-11-11
2.2248992919921875,1982-11-12
2.2669923305511475,1982-11-15
2.1767945289611816,1982-11-16
2.1767945289611816,1982-11-17
2.1767945289611816,1982-11-18
2.164766788482666,1982-11-19
2.1166605949401855,1982-11-22
2.0926082134246826,1982-11-23
2.0745692253112793,1982-11-24
2.0445024967193604,1982-11-26
2.0445024967193604,1982-11-29
2.026463270187378,1982-11-30
2.0805821418762207,1982-12-01
2.0926082134246826,1982-12-02
2.0926082134246826,1982-12-03
2.1347010135650635,1982-12-06
2.1166605949401855,1982-12-07
2.068554401397705,1982-12-08
2.032474994659424,1982-12-09
1.9843699932098389,1982-12-10
1.990383505821228,1982-12-13
1.9603183269500732,1982-12-14
1.9182236194610596,1982-12-15
1.9242377281188965,1982-12-16
1.9843699932098389,1982-12-17
1.9963951110839844,1982-12-20
1.9603183269500732,1982-12-21
1.9603183269500732,1982-12-22
1.990383505821228,1982-12-23
1.990383505821228,1982-12-27
2.0084218978881836,1982-12-28
2.02044939994812,1982-12-29
2.02044939994812,1982-12-30
1.9482911825180054,1982-12-31
1.9182236194610596,1983-01-03
1.9362642765045166,1983-01-04
1.8941712379455566,1983-01-05
1.9723438024520874,1983-01-06
1.9302513599395752,1983-01-07
1.9723438024520874,1983-01-10
1.9843699932098389,1983-01-11
1.990383505821228,1983-01-12
2.0384891033172607,1983-01-13
2.026463270187378,1983-01-14
1.9963951110839844,1983-01-17
2.0024092197418213,1983-01-18
1.9603183269500732,1983-01-19
2.02044939994812,1983-01-20
2.014436960220337,1983-01-21
1.9783570766448975,1983-01-24
2.0024092197418213,1983-01-25
1.9723438024520874,1983-01-26
2.0384891033172607,1983-01-27
2.0024092197418213,1983-01-28
2.0926082134246826,1983-01-31
2.1166605949401855,1983-02-01
2.1828079223632812,1983-02-02
2.1828079223632812,1983-02-03
2.1767945289611816,1983-02-04
2.1828079223632812,1983-02-07
2.152740240097046,1983-02-08
2.1166605949401855,1983-02-09
2.0805821418762207,1983-02-10
2.1166605949401855,1983-02-11
2.1226749420166016,1983-02-14
2.1828079223632812,1983-02-15
2.164766788482666,1983-02-16
2.1467275619506836,1983-02-17
2.152740240097046,1983-02-18
2.0745692253112793,1983-02-22
2.0625433921813965,1983-02-23
2.128687620162964,1983-02-24
2.1226749420166016,1983-02-25
2.1467275619506836,1983-02-28
2.158754587173462,1983-03-01
2.1707818508148193,1983-03-02
2.2248992919921875,1983-03-03
2.369217872619629,1983-03-04
2.393270254135132,1983-03-07
2.327125072479248,1983-03-08
2.333139419555664,1983-03-09
2.2910451889038086,1983-03-10
2.2669923305511475,1983-03-11
2.285031318664551,1983-03-14
2.285031318664551,1983-03-15
2.3090851306915283,1983-03-16
2.3030714988708496,1983-03-17
2.25496506690979,1983-03-18
2.273005247116089,1983-03-21
2.273005247116089,1983-03-22
2.2790188789367676,1983-03-23
2.297057628631592,1983-03-24
2.3211123943328857,1983-03-25
2.3090851306915283,1983-03-28
2.2910451889038086,1983-03-29
2.3090851306915283,1983-03-30
2.315098524093628,1983-03-31
2.369217872619629,1983-04-04
2.3632025718688965,1983-04-05
2.3211123943328857,1983-04-06
2.3632025718688965,1983-04-07
2.4052977561950684,1983-04-08
2.489482879638672,1983-04-11
2.6097469329833984,1983-04-12
2.6518402099609375,1983-04-13
2.669879913330078,1983-04-14
2.6458258628845215,1983-04-15
2.603734254837036,1983-04-18
2.603734254837036,1983-04-19
2.6338002681732178,1983-04-20
2.6398134231567383,1983-04-21
2.663865804672241,1983-04-22
2.6097469329833984,1983-04-25
2.585693836212158,1983-04-26
2.6338002681732178,1983-04-27
2.6157596111297607,1983-04-28
2.6458258628845215,1983-04-29
2.6097469329833984,1983-05-02
2.585693836212158,1983-05-03
2.597720146179199,1983-05-04
2.5796806812286377,1983-05-05
2.6097469329833984,1983-05-06
2.5496129989624023,1983-05-09
2.507521867752075,1983-05-10
2.5556275844573975,1983-05-11
2.5496129989624023,1983-05-12
2.5616419315338135,1983-05-13
2.5255625247955322,1983-05-16
2.507521867752075,1983-05-17
2.5255625247955322,1983-05-18
2.513533115386963,1983-05-19
2.4594156742095947,1983-05-20
2.5496129989624023,1983-05-23
2.5375869274139404,1983-05-24
2.5556275844573975,1983-05-25
2.5375869274139404,1983-05-26
2.5255625247955322,1983-05-27
2.5255625247955322,1983-05-31
2.513533115386963,1983-06-01
2.543602228164673,1983-06-02
2.5616419315338135,1983-06-03
2.543602228164673,1983-06-06
2.4954946041107178,1983-06-07
2.4714419841766357,1983-06-08
2.4534027576446533,1983-06-09
2.447390079498291,1983-06-10
2.489482879638672,1983-06-13
2.483469009399414,1983-06-14
2.4534027576446533,1983-06-15
2.429349184036255,1983-06-16
2.4052977561950684,1983-06-17
2.4052977561950684,1983-06-20
2.4052977561950684,1983-06-21
2.333139419555664,1983-06-22
2.333139419555664,1983-06-23
2.315098524093628,1983-06-24
2.297057628631592,1983-06-27
2.206861734390259,1983-06-28
2.2910451889038086,1983-06-29
2.285031318664551,1983-06-30
2.260979175567627,1983-07-01
2.230912446975708,1983-07-05
2.260979175567627,1983-07-06
2.2369258403778076,1983-07-07
2.25496506690979,1983-07-08
2.2669923305511475,1983-07-11
2.285031318664551,1983-07-12
2.2369258403778076,1983-07-13
2.2790188789367676,1983-07-14
2.285031318664551,1983-07-15
2.3090851306915283,1983-07-18
2.429349184036255,1983-07-19
2.4594156742095947,1983-07-20
2.441376209259033,1983-07-21
2.4052977561950684,1983-07-22
2.417323350906372,1983-07-25
2.447390079498291,1983-07-26
2.4233357906341553,1983-07-27
2.3571908473968506,1983-07-28
2.2910451889038086,1983-07-29
2.3451645374298096,1983-08-01
2.315098524093628,1983-08-02
2.3451645374298096,1983-08-03
2.3451645374298096,1983-08-04
2.3391518592834473,1983-08-05
2.3451645374298096,1983-08-08
2.3571908473968506,1983-08-09
2.3391518592834473,1983-08-10
2.381243944168091,1983-08-11
2.393270254135132,1983-08-12
2.4113104343414307,1983-08-15
2.417323350906372,1983-08-16
2.399282932281494,1983-08-17
2.4113104343414307,1983-08-18
2.399282932281494,1983-08-19
2.369217872619629,1983-08-22
2.3391518592834473,1983-08-23
2.315098524093628,1983-08-24
2.297057628631592,1983-08-25
2.3211123943328857,1983-08-26
2.3030714988708496,1983-08-29
2.285031318664551,1983-08-30
2.2669923305511475,1983-08-31
2.2128727436065674,1983-09-01
2.2128727436065674,1983-09-02
2.260979175567627,1983-09-06
2.297057628631592,1983-09-07
2.248952627182007,1983-09-08
2.164766788482666,1983-09-09
2.152740240097046,1983-09-12
2.152740240097046,1983-09-13
2.140714645385742,1983-09-14
2.104635000228882,1983-09-15
2.1707818508148193,1983-09-16
2.1467275619506836,1983-09-19
