BXP,Date
10.318570137023926,1999-02-23
10.418940544128418,1999-02-24
10.499241828918457,1999-02-25
10.378792762756348,1999-02-26
10.318570137023926,1999-03-01
10.519317626953125,1999-03-02
10.559466361999512,1999-03-03
10.53939151763916,1999-03-04
10.639769554138184,1999-03-05
10.559466361999512,1999-03-08
10.519317626953125,1999-03-09
10.53939151763916,1999-03-10
10.398868560791016,1999-03-11
10.278417587280273,1999-03-12
10.258345603942871,1999-03-15
10.258345603942871,1999-03-16
10.378792762756348,1999-03-17
10.318570137023926,1999-03-18
10.218192100524902,1999-03-19
9.957219123840332,1999-03-22
9.93713665008545,1999-03-23
9.957219123840332,1999-03-24
9.876916885375977,1999-03-25
9.957219123840332,1999-03-26
10.177043914794922,1999-03-29
10.421289443969727,1999-03-30
10.299168586730957,1999-03-31
10.400938034057617,1999-04-01
10.380579948425293,1999-04-05
10.258462905883789,1999-04-06
10.177043914794922,1999-04-07
10.177043914794922,1999-04-08
10.177043914794922,1999-04-09
10.502705574035645,1999-04-12
10.462000846862793,1999-04-13
10.624829292297363,1999-04-14
10.9504976272583,1999-04-15
11.215099334716797,1999-04-16
11.540765762329102,1999-04-19
11.235451698303223,1999-04-20
11.62218189239502,1999-04-21
11.662883758544922,1999-04-22
11.459346771240234,1999-04-23
11.398286819458008,1999-04-26
11.357583045959473,1999-04-27
11.357583045959473,1999-04-28
11.52041244506836,1999-04-29
11.825733184814453,1999-04-30
11.723953247070312,1999-05-03
11.825733184814453,1999-05-04
11.886781692504883,1999-05-05
11.907137870788574,1999-05-06
11.846076965332031,1999-05-07
12.090323448181152,1999-05-10
11.988554000854492,1999-05-11
11.988554000854492,1999-05-12
11.947847366333008,1999-05-13
12.049619674682617,1999-05-14
12.02925968170166,1999-05-17
11.968199729919434,1999-05-18
12.049619674682617,1999-05-19
11.968199729919434,1999-05-20
11.968199729919434,1999-05-21
11.846076965332031,1999-05-24
11.846076965332031,1999-05-25
11.744306564331055,1999-05-26
11.723953247070312,1999-05-27
11.703597068786621,1999-05-28
11.68324089050293,1999-06-01
11.68324089050293,1999-06-02
11.703597068786621,1999-06-03
11.642529487609863,1999-06-04
11.68324089050293,1999-06-07
11.62218189239502,1999-06-08
11.500052452087402,1999-06-09
11.4186429977417,1999-06-10
11.398286819458008,1999-06-11
11.37793254852295,1999-06-14
11.47970199584961,1999-06-15
11.561118125915527,1999-06-16
11.62218189239502,1999-06-17
11.601824760437012,1999-06-18
11.601824760437012,1999-06-21
11.581473350524902,1999-06-22
11.500052452087402,1999-06-23
11.500052452087402,1999-06-24
11.561118125915527,1999-06-25
11.722140312194824,1999-06-28
11.763343811035156,1999-06-29
11.825141906738281,1999-06-30
11.680936813354492,1999-07-01
11.74273681640625,1999-07-02
11.45431900024414,1999-07-06
11.227707862854004,1999-07-07
11.083498001098633,1999-07-08
10.91869068145752,1999-07-09
11.124702453613281,1999-07-12
11.083498001098633,1999-07-13
11.289512634277344,1999-07-14
11.474920272827148,1999-07-15
11.33071231842041,1999-07-16
11.474920272827148,1999-07-19
11.45431900024414,1999-07-20
11.45431900024414,1999-07-21
11.474920272827148,1999-07-22
11.474920272827148,1999-07-23
11.45431900024414,1999-07-26
11.145305633544922,1999-07-27
11.10410213470459,1999-07-28
11.083498001098633,1999-07-29
11.289512634277344,1999-07-30
11.310111045837402,1999-08-02
11.248309135437012,1999-08-03
11.165900230407715,1999-08-04
11.021697044372559,1999-08-05
11.083498001098633,1999-08-06
10.91869068145752,1999-08-09
10.856884002685547,1999-08-10
10.91869068145752,1999-08-11
10.87748908996582,1999-08-12
11.021697044372559,1999-08-13
11.021697044372559,1999-08-16
11.021697044372559,1999-08-17
10.939291000366211,1999-08-18
11.021697044372559,1999-08-19
10.939291000366211,1999-08-20
11.001091003417969,1999-08-23
10.939291000366211,1999-08-24
10.87748908996582,1999-08-25
10.898085594177246,1999-08-26
10.898085594177246,1999-08-27
10.79508113861084,1999-08-30
10.98049545288086,1999-08-31
10.939291000366211,1999-09-01
10.898085594177246,1999-09-02
10.91869068145752,1999-09-03
11.042295455932617,1999-09-07
11.10410213470459,1999-09-08
11.083498001098633,1999-09-09
11.042295455932617,1999-09-10
10.959892272949219,1999-09-13
10.98049545288086,1999-09-14
10.87748908996582,1999-09-15
10.898085594177246,1999-09-16
10.836282730102539,1999-09-17
10.79508113861084,1999-09-20
10.671472549438477,1999-09-21
10.547865867614746,1999-09-22
10.197638511657715,1999-09-23
10.362456321716309,1999-09-24
10.13583755493164,1999-09-27
10.202743530273438,1999-09-28
10.140016555786133,1999-09-29
10.26546573638916,1999-09-30
10.140016555786133,1999-10-01
10.160928726196289,1999-10-04
10.223649024963379,1999-10-05
10.202743530273438,1999-10-06
10.202743530273438,1999-10-07
10.056392669677734,1999-10-08
10.01457691192627,1999-10-11
9.972760200500488,1999-10-12
9.910038948059082,1999-10-13
9.74278736114502,1999-10-14
9.78459644317627,1999-10-15
9.72187614440918,1999-10-18
9.763689041137695,1999-10-19
9.78459644317627,1999-10-20
9.680059432983398,1999-10-21
9.868228912353516,1999-10-22
9.889132499694824,1999-10-25
9.930952072143555,1999-10-26
9.910038948059082,1999-10-27
9.910038948059082,1999-10-28
9.972760200500488,1999-10-29
10.01457691192627,1999-11-01
10.181835174560547,1999-11-02
10.24455738067627,1999-11-03
10.223649024963379,1999-11-04
10.119115829467773,1999-11-05
9.868228912353516,1999-11-08
9.805502891540527,1999-11-09
9.61733627319336,1999-11-10
9.61733627319336,1999-11-11
9.57552433013916,1999-11-12
9.42917537689209,1999-11-15
9.491896629333496,1999-11-16
9.57552433013916,1999-11-17
9.533711433410645,1999-11-18
9.470986366271973,1999-11-19
9.366450309753418,1999-11-22
9.241008758544922,1999-11-23
9.450078964233398,1999-11-24
9.387358665466309,1999-11-26
9.450078964233398,1999-11-29
9.470986366271973,1999-11-30
9.700967788696289,1999-12-01
9.72187614440918,1999-12-02
9.951855659484863,1999-12-03
9.951855659484863,1999-12-06
9.868228912353516,1999-12-07
9.805502891540527,1999-12-08
9.826415061950684,1999-12-09
9.78459644317627,1999-12-10
9.61733627319336,1999-12-13
9.241008758544922,1999-12-14
9.199193954467773,1999-12-15
9.261916160583496,1999-12-16
9.826415061950684,1999-12-17
9.972760200500488,1999-12-20
9.993666648864746,1999-12-21
9.930952072143555,1999-12-22
10.140016555786133,1999-12-23
10.077298164367676,1999-12-27
10.44235610961914,1999-12-28
10.569696426391602,1999-12-29
10.569696426391602,1999-12-30
10.569696426391602,1999-12-31
10.421135902404785,2000-01-03
10.251334190368652,2000-01-04
10.336234092712402,2000-01-05
10.527254104614258,2000-01-06
10.909290313720703,2000-01-07
10.994186401367188,2000-01-10
10.888069152832031,2000-01-11
10.718273162841797,2000-01-12
10.78194522857666,2000-01-13
10.718273162841797,2000-01-14
10.612154960632324,2000-01-18
10.612154960632324,2000-01-19
10.4847993850708,2000-01-20
10.378683090209961,2000-01-21
10.336234092712402,2000-01-24
10.378683090209961,2000-01-25
10.421135902404785,2000-01-26
10.378683090209961,2000-01-27
10.336234092712402,2000-01-28
10.187666893005371,2000-01-31
10.12398910522461,2000-02-01
10.1664400100708,2000-02-02
10.251334190368652,2000-02-03
10.1664400100708,2000-02-04
10.187666893005371,2000-02-07
10.378683090209961,2000-02-08
10.378683090209961,2000-02-09
10.293782234191895,2000-02-10
10.20888900756836,2000-02-11
10.230114936828613,2000-02-14
10.187666893005371,2000-02-15
10.251334190368652,2000-02-16
10.357463836669922,2000-02-17
10.230114936828613,2000-02-18
10.20888900756836,2000-02-22
10.315010070800781,2000-02-23
10.336234092712402,2000-02-24
10.357463836669922,2000-02-25
10.315010070800781,2000-02-28
10.293782234191895,2000-02-29
10.315010070800781,2000-03-01
10.315010070800781,2000-03-02
10.315010070800781,2000-03-03
10.293782234191895,2000-03-06
10.14521598815918,2000-03-07
10.187666893005371,2000-03-08
10.336234092712402,2000-03-09
10.315010070800781,2000-03-10
10.187666893005371,2000-03-13
10.315010070800781,2000-03-14
10.399909019470215,2000-03-15
10.4847993850708,2000-03-16
10.527254104614258,2000-03-17
10.612154960632324,2000-03-20
10.612154960632324,2000-03-21
10.612154960632324,2000-03-22
10.612154960632324,2000-03-23
10.612154960632324,2000-03-24
10.633373260498047,2000-03-27
10.675826072692871,2000-03-28
10.76626205444336,2000-03-29
10.852387428283691,2000-03-30
10.960055351257324,2000-03-31
10.938518524169922,2000-04-03
11.024649620056152,2000-04-04
11.17538070678711,2000-04-05
11.756752967834473,2000-04-06
11.799821853637695,2000-04-07
11.86441707611084,2000-04-10
11.821354866027832,2000-04-11
11.885950088500977,2000-04-12
11.84288215637207,2000-04-13
11.713693618774414,2000-04-14
11.713693618774414,2000-04-17
11.756752967834473,2000-04-18
11.77829360961914,2000-04-19
11.77829360961914,2000-04-20
11.84288215637207,2000-04-24
11.821354866027832,2000-04-25
12.058213233947754,2000-04-26
12.058213233947754,2000-04-27
12.01515007019043,2000-04-28
12.187409400939941,2000-05-01
12.467326164245605,2000-05-02
12.402732849121094,2000-05-03
12.402732849121094,2000-05-04
12.445794105529785,2000-05-05
12.510397911071777,2000-05-08
12.531926155090332,2000-05-09
12.510397911071777,2000-05-10
12.553458213806152,2000-05-11
12.618060111999512,2000-05-12
12.488862037658691,2000-05-15
12.467326164245605,2000-05-16
12.553458213806152,2000-05-17
12.531926155090332,2000-05-18
12.59652328491211,2000-05-19
12.531926155090332,2000-05-22
12.467326164245605,2000-05-23
12.273537635803223,2000-05-24
12.208932876586914,2000-05-25
12.208932876586914,2000-05-26
12.058213233947754,2000-05-30
12.036681175231934,2000-05-31
12.01515007019043,2000-06-01
12.208932876586914,2000-06-02
12.144343376159668,2000-06-05
12.25200366973877,2000-06-06
12.445794105529785,2000-06-07
12.574990272521973,2000-06-08
12.510397911071777,2000-06-09
12.607292175292969,2000-06-12
12.639589309692383,2000-06-13
12.984107971191406,2000-06-14
12.790315628051758,2000-06-15
12.76878547668457,2000-06-16
12.76878547668457,2000-06-19
13.048701286315918,2000-06-20
12.919512748718262,2000-06-21
12.790315628051758,2000-06-22
12.8549222946167,2000-06-23
12.897980690002441,2000-06-26
13.156368255615234,2000-06-27
13.276033401489258,2000-06-28
13.614476203918457,2000-06-29
13.494383811950684,2000-06-30
13.527140617370605,2000-07-03
13.494383811950684,2000-07-05
13.341534614562988,2000-07-06
13.276033401489258,2000-07-07
13.276033401489258,2000-07-10
13.254195213317871,2000-07-11
13.254195213317871,2000-07-12
13.232355117797852,2000-07-13
13.18868637084961,2000-07-14
13.210519790649414,2000-07-17
13.18868637084961,2000-07-18
13.123184204101562,2000-07-19
13.232355117797852,2000-07-20
13.31969928741455,2000-07-21
13.559884071350098,2000-07-24
13.723660469055176,2000-07-25
14.051190376281738,2000-07-26
14.487900733947754,2000-07-27
14.553410530090332,2000-07-28
14.487900733947754,2000-07-31
14.618919372558594,2000-08-01
14.487900733947754,2000-08-02
14.640756607055664,2000-08-03
14.684427261352539,2000-08-04
14.662586212158203,2000-08-07
14.760845184326172,2000-08-08
14.848196029663086,2000-08-09
14.870023727416992,2000-08-10
14.826355934143066,2000-08-11
14.728094100952148,2000-08-14
14.760845184326172,2000-08-15
14.891864776611328,2000-08-16
14.968279838562012,2000-08-17
14.859106063842773,2000-08-18
14.81543254852295,2000-08-21
14.782679557800293,2000-08-22
14.389644622802734,2000-08-23
14.258634567260742,2000-08-24
14.193124771118164,2000-08-25
14.28046989440918,2000-08-28
14.127614974975586,2000-08-29
14.083941459655762,2000-08-30
14.127614974975586,2000-08-31
14.083941459655762,2000-09-01
13.996600151062012,2000-09-05
14.083941459655762,2000-09-06
14.149457931518555,2000-09-07
14.607996940612793,2000-09-08
14.717185974121094,2000-09-11
15.110219955444336,2000-09-12
14.848196029663086,2000-09-13
14.95736312866211,2000-09-14
14.870023727416992,2000-09-15
14.498821258544922,2000-09-18
14.760845184326172,2000-09-19
14.891864776611328,2000-09-20
14.935534477233887,2000-09-21
14.97920036315918,2000-09-22
14.870023727416992,2000-09-25
14.870023727416992,2000-09-26
15.145965576171875,2000-09-27
15.300749778747559,2000-09-28
15.190185546875,2000-09-29
14.814305305480957,2000-10-02
14.681641578674316,2000-10-03
14.372090339660645,2000-10-04
14.46053695678711,2000-10-05
14.46053695678711,2000-10-06
14.41631031036377,2000-10-09
14.504748344421387,2000-10-10
14.018317222595215,2000-10-11
14.06253433227539,2000-10-12
13.974088668823242,2000-10-13
14.217313766479492,2000-10-16
14.084644317626953,2000-10-17
14.06253433227539,2000-10-18
14.150979042053223,2000-10-19
14.173088073730469,2000-10-20
14.06253433227539,2000-10-23
13.752985000610352,2000-10-24
13.81932258605957,2000-10-25
14.173088073730469,2000-10-26
14.526864051818848,2000-10-27
14.504748344421387,2000-10-30
14.327872276306152,2000-10-31
14.504748344421387,2000-11-01
14.43842601776123,2000-11-02
14.43842601776123,2000-11-03
14.349983215332031,2000-11-06
14.261529922485352,2000-11-07
14.305754661560059,2000-11-08
14.349983215332031,2000-11-09
14.283644676208496,2000-11-10
14.349983215332031,2000-11-13
14.46053695678711,2000-11-14
14.526864051818848,2000-11-15
14.504748344421387,2000-11-16
14.526864051818848,2000-11-17
14.504748344421387,2000-11-20
14.659528732299805,2000-11-21
14.571087837219238,2000-11-22
14.615303993225098,2000-11-24
14.659528732299805,2000-11-27
14.659528732299805,2000-11-28
14.770086288452148,2000-11-29
15.013306617736816,2000-11-30
14.74797534942627,2000-12-01
14.770086288452148,2000-12-04
14.9248628616333,2000-12-05
14.858528137207031,2000-12-06
14.836419105529785,2000-12-07
14.991190910339355,2000-12-08
15.300749778747559,2000-12-11
15.168078422546387,2000-12-12
15.389191627502441,2000-12-13
15.344970703125,2000-12-14
15.521856307983398,2000-12-15
15.69874382019043,2000-12-18
15.787179946899414,2000-12-19
15.69874382019043,2000-12-20
15.787179946899414,2000-12-21
15.69874382019043,2000-12-22
15.676624298095703,2000-12-26
15.821642875671387,2000-12-27
16.023054122924805,2000-12-28
15.575480461120605,2000-12-29
15.508341789245605,2001-01-02
15.351691246032715,2001-01-03
15.239797592163086,2001-01-04
14.613208770751953,2001-01-05
14.411799430847168,2001-01-08
14.478931427001953,2001-01-09
14.523690223693848,2001-01-10
14.36703872680664,2001-01-11
14.523690223693848,2001-01-12
14.456551551818848,2001-01-16
14.478931427001953,2001-01-17
14.59082317352295,2001-01-18
14.613208770751953,2001-01-19
14.769853591918945,2001-01-22
14.859369277954102,2001-01-23
15.01601505279541,2001-01-24
15.172662734985352,2001-01-25
14.904121398925781,2001-01-26
14.640948295593262,2001-01-29
14.669601440429688,2001-01-30
14.537113189697266,2001-01-31
14.680330276489258,2001-02-01
15.0813627243042,2001-02-02
15.102845191955566,2001-02-05
14.777016639709473,2001-02-06
14.555025100708008,2001-02-07
14.501315116882324,2001-02-08
14.44044303894043,2001-02-09
14.519211769104004,2001-02-12
14.576501846313477,2001-02-13
14.537113189697266,2001-02-14
14.537113189697266,2001-02-15
14.45118236541748,2001-02-16
14.411799430847168,2001-02-20
14.250665664672852,2001-02-21
14.039416313171387,2001-02-22
14.39389705657959,2001-02-23
14.311540603637695,2001-02-26
14.429696083068848,2001-02-27
