AMLN,Date
21.709999084472656,2005-02-22
21.899999618530273,2005-02-23
21.760000228881836,2005-02-24
22.139999389648438,2005-02-25
21.420000076293945,2005-02-28
20.709999084472656,2005-03-01
21.079999923706055,2005-03-02
20.25,2005-03-03
19.299999237060547,2005-03-04
19.25,2005-03-07
19.549999237060547,2005-03-08
19.329999923706055,2005-03-09
19.459999084472656,2005-03-10
19.280000686645508,2005-03-11
19.780000686645508,2005-03-14
20.110000610351562,2005-03-15
19.530000686645508,2005-03-16
20.760000228881836,2005-03-17
21.059999465942383,2005-03-18
20.739999771118164,2005-03-21
20.389999389648438,2005-03-22
19.700000762939453,2005-03-23
19.459999084472656,2005-03-24
18.200000762939453,2005-03-28
18.3700008392334,2005-03-29
18.0,2005-03-30
17.489999771118164,2005-03-31
17.3700008392334,2005-04-01
17.350000381469727,2005-04-04
17.850000381469727,2005-04-05
18.309999465942383,2005-04-06
18.530000686645508,2005-04-07
18.459999084472656,2005-04-08
18.610000610351562,2005-04-11
18.799999237060547,2005-04-12
18.579999923706055,2005-04-13
18.040000915527344,2005-04-14
18.0,2005-04-15
17.639999389648438,2005-04-18
17.600000381469727,2005-04-19
17.799999237060547,2005-04-20
18.239999771118164,2005-04-21
18.309999465942383,2005-04-22
19.049999237060547,2005-04-25
19.030000686645508,2005-04-26
18.420000076293945,2005-04-27
18.18000030517578,2005-04-28
17.0,2005-04-29
16.760000228881836,2005-05-02
15.979999542236328,2005-05-03
16.25,2005-05-04
16.399999618530273,2005-05-05
16.6299991607666,2005-05-06
16.799999237060547,2005-05-09
17.770000457763672,2005-05-10
17.510000228881836,2005-05-11
17.700000762939453,2005-05-12
17.549999237060547,2005-05-13
17.540000915527344,2005-05-16
16.979999542236328,2005-05-17
16.979999542236328,2005-05-18
16.979999542236328,2005-05-19
16.729999542236328,2005-05-20
16.6200008392334,2005-05-23
16.540000915527344,2005-05-24
16.229999542236328,2005-05-25
16.200000762939453,2005-05-26
16.600000381469727,2005-05-27
15.979999542236328,2005-05-31
15.949999809265137,2005-06-01
15.960000038146973,2005-06-02
15.670000076293945,2005-06-03
15.350000381469727,2005-06-06
15.050000190734863,2005-06-07
14.649999618530273,2005-06-08
15.510000228881836,2005-06-09
15.9399995803833,2005-06-10
17.6299991607666,2005-06-13
18.65999984741211,2005-06-14
18.760000228881836,2005-06-15
19.860000610351562,2005-06-16
20.100000381469727,2005-06-17
20.0,2005-06-20
19.450000762939453,2005-06-21
19.579999923706055,2005-06-22
19.959999084472656,2005-06-23
19.729999542236328,2005-06-24
19.579999923706055,2005-06-27
20.510000228881836,2005-06-28
21.299999237060547,2005-06-29
20.93000030517578,2005-06-30
21.0,2005-07-01
21.31999969482422,2005-07-05
20.68000030517578,2005-07-06
20.93000030517578,2005-07-07
21.739999771118164,2005-07-08
22.639999389648438,2005-07-11
23.364999771118164,2005-07-12
23.469999313354492,2005-07-13
21.889999389648438,2005-07-14
21.780000686645508,2005-07-15
21.889999389648438,2005-07-18
21.600000381469727,2005-07-19
22.040000915527344,2005-07-20
21.940000534057617,2005-07-21
21.209999084472656,2005-07-22
19.770000457763672,2005-07-25
19.860000610351562,2005-07-26
18.979999542236328,2005-07-27
18.540000915527344,2005-07-28
18.65999984741211,2005-07-29
20.690000534057617,2005-08-01
21.709999084472656,2005-08-02
21.450000762939453,2005-08-03
20.030000686645508,2005-08-04
19.450000762939453,2005-08-05
19.3799991607666,2005-08-08
19.020000457763672,2005-08-09
19.68000030517578,2005-08-10
19.6200008392334,2005-08-11
19.889999389648438,2005-08-12
20.59000015258789,2005-08-15
20.860000610351562,2005-08-16
21.290000915527344,2005-08-17
21.719999313354492,2005-08-18
22.0,2005-08-19
21.93000030517578,2005-08-22
28.0,2005-08-23
28.860000610351562,2005-08-24
30.34000015258789,2005-08-25
30.770000457763672,2005-08-26
32.65999984741211,2005-08-29
31.700000762939453,2005-08-30
32.75,2005-08-31
32.15999984741211,2005-09-01
30.729999542236328,2005-09-02
31.489999771118164,2005-09-06
31.899999618530273,2005-09-07
31.6200008392334,2005-09-08
32.09000015258789,2005-09-09
31.309999465942383,2005-09-12
31.049999237060547,2005-09-13
30.440000534057617,2005-09-14
30.020000457763672,2005-09-15
30.139999389648438,2005-09-16
30.260000228881836,2005-09-19
30.719999313354492,2005-09-20
30.5,2005-09-21
30.149999618530273,2005-09-22
30.389999389648438,2005-09-23
31.770000457763672,2005-09-26
32.689998626708984,2005-09-27
33.97999954223633,2005-09-28
34.97999954223633,2005-09-29
34.790000915527344,2005-09-30
36.540000915527344,2005-10-03
36.7400016784668,2005-10-04
35.560001373291016,2005-10-05
35.130001068115234,2005-10-06
34.959999084472656,2005-10-07
34.0,2005-10-10
33.720001220703125,2005-10-11
33.83000183105469,2005-10-12
35.209999084472656,2005-10-13
36.650001525878906,2005-10-14
37.2400016784668,2005-10-17
36.22999954223633,2005-10-18
36.560001373291016,2005-10-19
35.959999084472656,2005-10-20
36.04999923706055,2005-10-21
36.47999954223633,2005-10-24
37.54999923706055,2005-10-25
37.9900016784668,2005-10-26
33.869998931884766,2005-10-27
33.52000045776367,2005-10-28
33.54999923706055,2005-10-31
33.27000045776367,2005-11-01
34.58000183105469,2005-11-02
34.79999923706055,2005-11-03
35.150001525878906,2005-11-04
34.66999816894531,2005-11-07
34.349998474121094,2005-11-08
34.16999816894531,2005-11-09
34.13999938964844,2005-11-10
34.0099983215332,2005-11-11
34.20000076293945,2005-11-14
34.209999084472656,2005-11-15
34.88999938964844,2005-11-16
35.81999969482422,2005-11-17
36.59000015258789,2005-11-18
37.970001220703125,2005-11-21
38.61000061035156,2005-11-22
38.61000061035156,2005-11-23
38.36000061035156,2005-11-25
38.59000015258789,2005-11-28
37.61000061035156,2005-11-29
37.400001525878906,2005-11-30
37.790000915527344,2005-12-01
37.5,2005-12-02
37.939998626708984,2005-12-05
37.52000045776367,2005-12-06
37.70000076293945,2005-12-07
37.86000061035156,2005-12-08
37.61000061035156,2005-12-09
38.13999938964844,2005-12-12
39.38999938964844,2005-12-13
39.380001068115234,2005-12-14
39.20000076293945,2005-12-15
39.0,2005-12-16
39.369998931884766,2005-12-19
40.33000183105469,2005-12-20
41.400001525878906,2005-12-21
41.43000030517578,2005-12-22
42.0,2005-12-23
40.43000030517578,2005-12-27
39.84000015258789,2005-12-28
40.16999816894531,2005-12-29
39.91999816894531,2005-12-30
40.0,2006-01-03
40.130001068115234,2006-01-04
40.33000183105469,2006-01-05
41.970001220703125,2006-01-06
43.099998474121094,2006-01-09
44.150001525878906,2006-01-10
44.220001220703125,2006-01-11
44.400001525878906,2006-01-12
43.279998779296875,2006-01-13
43.529998779296875,2006-01-17
43.689998626708984,2006-01-18
44.11000061035156,2006-01-19
44.7400016784668,2006-01-20
45.040000915527344,2006-01-23
43.54999923706055,2006-01-24
42.369998931884766,2006-01-25
44.33000183105469,2006-01-26
45.25,2006-01-27
44.83000183105469,2006-01-30
42.400001525878906,2006-01-31
41.459999084472656,2006-02-01
39.189998626708984,2006-02-02
39.369998931884766,2006-02-03
38.310001373291016,2006-02-06
37.7400016784668,2006-02-07
37.150001525878906,2006-02-08
38.099998474121094,2006-02-09
37.20000076293945,2006-02-10
37.72999954223633,2006-02-13
37.209999084472656,2006-02-14
38.11000061035156,2006-02-15
39.439998626708984,2006-02-16
39.9900016784668,2006-02-17
39.810001373291016,2006-02-21
40.90999984741211,2006-02-22
40.83000183105469,2006-02-23
41.7599983215332,2006-02-24
43.970001220703125,2006-02-27
43.380001068115234,2006-02-28
43.900001525878906,2006-03-01
43.790000915527344,2006-03-02
44.279998779296875,2006-03-03
43.95000076293945,2006-03-06
41.95000076293945,2006-03-07
41.900001525878906,2006-03-08
41.70000076293945,2006-03-09
41.75,2006-03-10
42.52000045776367,2006-03-13
43.54999923706055,2006-03-14
43.88999938964844,2006-03-15
46.13999938964844,2006-03-16
46.41999816894531,2006-03-17
46.68000030517578,2006-03-20
45.06999969482422,2006-03-21
45.72999954223633,2006-03-22
44.66999816894531,2006-03-23
46.779998779296875,2006-03-24
45.34000015258789,2006-03-27
45.279998779296875,2006-03-28
46.86000061035156,2006-03-29
48.349998474121094,2006-03-30
48.95000076293945,2006-03-31
46.97999954223633,2006-04-03
47.70000076293945,2006-04-04
46.349998474121094,2006-04-05
46.7400016784668,2006-04-06
47.099998474121094,2006-04-07
44.869998931884766,2006-04-10
44.63999938964844,2006-04-11
45.810001373291016,2006-04-12
48.83000183105469,2006-04-13
47.459999084472656,2006-04-17
48.95000076293945,2006-04-18
49.0,2006-04-19
47.63999938964844,2006-04-20
47.529998779296875,2006-04-21
46.84000015258789,2006-04-24
46.310001373291016,2006-04-25
45.290000915527344,2006-04-26
44.5099983215332,2006-04-27
43.54999923706055,2006-04-28
42.33000183105469,2006-05-01
41.709999084472656,2006-05-02
42.0,2006-05-03
42.619998931884766,2006-05-04
43.91999816894531,2006-05-05
43.849998474121094,2006-05-08
44.560001373291016,2006-05-09
43.290000915527344,2006-05-10
42.709999084472656,2006-05-11
41.36000061035156,2006-05-12
42.290000915527344,2006-05-15
41.34000015258789,2006-05-16
40.41999816894531,2006-05-17
39.63999938964844,2006-05-18
40.79999923706055,2006-05-19
40.029998779296875,2006-05-22
39.029998779296875,2006-05-23
39.959999084472656,2006-05-24
42.7400016784668,2006-05-25
45.02000045776367,2006-05-26
43.84000015258789,2006-05-30
45.45000076293945,2006-05-31
46.88999938964844,2006-06-01
47.93000030517578,2006-06-02
47.91999816894531,2006-06-05
44.86000061035156,2006-06-06
44.630001068115234,2006-06-07
45.79999923706055,2006-06-08
46.85200119018555,2006-06-09
45.619998931884766,2006-06-12
45.11000061035156,2006-06-13
42.06999969482422,2006-06-14
44.130001068115234,2006-06-15
43.900001525878906,2006-06-16
44.02000045776367,2006-06-19
43.400001525878906,2006-06-20
44.88999938964844,2006-06-21
45.65999984741211,2006-06-22
46.849998474121094,2006-06-23
47.400001525878906,2006-06-26
46.54999923706055,2006-06-27
47.11000061035156,2006-06-28
47.59000015258789,2006-06-29
49.369998931884766,2006-06-30
49.25,2006-07-03
49.04999923706055,2006-07-05
49.2599983215332,2006-07-06
49.0,2006-07-07
50.099998474121094,2006-07-10
51.209999084472656,2006-07-11
51.540000915527344,2006-07-12
50.09000015258789,2006-07-13
48.290000915527344,2006-07-14
47.810001373291016,2006-07-17
47.970001220703125,2006-07-18
49.70000076293945,2006-07-19
49.40999984741211,2006-07-20
45.709999084472656,2006-07-21
46.439998626708984,2006-07-24
49.720001220703125,2006-07-25
49.970001220703125,2006-07-26
48.439998626708984,2006-07-27
48.47999954223633,2006-07-28
48.79999923706055,2006-07-31
48.130001068115234,2006-08-01
48.529998779296875,2006-08-02
49.09000015258789,2006-08-03
47.619998931884766,2006-08-04
46.47999954223633,2006-08-07
45.400001525878906,2006-08-08
43.630001068115234,2006-08-09
42.22999954223633,2006-08-10
42.310001373291016,2006-08-11
41.02000045776367,2006-08-14
45.040000915527344,2006-08-15
46.0,2006-08-16
46.25,2006-08-17
46.83000183105469,2006-08-18
47.47999954223633,2006-08-21
45.31999969482422,2006-08-22
44.56999969482422,2006-08-23
44.88999938964844,2006-08-24
45.33000183105469,2006-08-25
46.209999084472656,2006-08-28
45.68000030517578,2006-08-29
44.54999923706055,2006-08-30
45.619998931884766,2006-08-31
46.720001220703125,2006-09-01
46.45000076293945,2006-09-05
45.2400016784668,2006-09-06
45.22999954223633,2006-09-07
45.45000076293945,2006-09-08
45.63999938964844,2006-09-11
46.36000061035156,2006-09-12
46.279998779296875,2006-09-13
45.54999923706055,2006-09-14
44.43000030517578,2006-09-15
44.75,2006-09-18
44.13999938964844,2006-09-19
45.220001220703125,2006-09-20
45.11000061035156,2006-09-21
44.18000030517578,2006-09-22
44.16999816894531,2006-09-25
44.20000076293945,2006-09-26
44.959999084472656,2006-09-27
45.18000030517578,2006-09-28
44.06999969482422,2006-09-29
42.52000045776367,2006-10-02
42.130001068115234,2006-10-03
43.47999954223633,2006-10-04
43.90999984741211,2006-10-05
44.38999938964844,2006-10-06
45.66999816894531,2006-10-09
47.130001068115234,2006-10-10
47.5,2006-10-11
47.45000076293945,2006-10-12
48.16999816894531,2006-10-13
47.810001373291016,2006-10-16
47.040000915527344,2006-10-17
47.45000076293945,2006-10-18
46.47999954223633,2006-10-19
46.650001525878906,2006-10-20
46.54999923706055,2006-10-23
45.83000183105469,2006-10-24
44.099998474121094,2006-10-25
45.15999984741211,2006-10-26
44.70000076293945,2006-10-27
43.939998626708984,2006-10-30
43.959999084472656,2006-10-31
43.619998931884766,2006-11-01
43.439998626708984,2006-11-02
43.5099983215332,2006-11-03
44.68000030517578,2006-11-06
44.150001525878906,2006-11-07
44.66999816894531,2006-11-08
43.939998626708984,2006-11-09
44.939998626708984,2006-11-10
44.709999084472656,2006-11-13
44.63999938964844,2006-11-14
44.459999084472656,2006-11-15
44.59000015258789,2006-11-16
43.45000076293945,2006-11-17
42.86000061035156,2006-11-20
42.25,2006-11-21
41.54999923706055,2006-11-22
41.040000915527344,2006-11-24
41.13999938964844,2006-11-27
41.25,2006-11-28
41.36000061035156,2006-11-29
40.0,2006-11-30
39.279998779296875,2006-12-01
39.900001525878906,2006-12-04
39.63999938964844,2006-12-05
39.5099983215332,2006-12-06
38.45000076293945,2006-12-07
38.970001220703125,2006-12-08
38.459999084472656,2006-12-11
37.599998474121094,2006-12-12
36.970001220703125,2006-12-13
38.099998474121094,2006-12-14
38.29999923706055,2006-12-15
37.75,2006-12-18
38.40999984741211,2006-12-19
37.93000030517578,2006-12-20
37.279998779296875,2006-12-21
37.310001373291016,2006-12-22
36.81999969482422,2006-12-26
36.93000030517578,2006-12-27
36.06999969482422,2006-12-28
36.06999969482422,2006-12-29
36.31999969482422,2007-01-03
36.4900016784668,2007-01-04
37.61000061035156,2007-01-05
38.08000183105469,2007-01-08
38.33000183105469,2007-01-09
39.619998931884766,2007-01-10
39.779998779296875,2007-01-11
42.04999923706055,2007-01-12
41.29999923706055,2007-01-16
40.90999984741211,2007-01-17
40.66999816894531,2007-01-18
40.349998474121094,2007-01-19
39.36000061035156,2007-01-22
39.099998474121094,2007-01-23
39.290000915527344,2007-01-24
39.290000915527344,2007-01-25
38.7599983215332,2007-01-26
38.5099983215332,2007-01-29
39.0099983215332,2007-01-30
38.83000183105469,2007-01-31
38.5,2007-02-01
38.56999969482422,2007-02-02
40.13999938964844,2007-02-05
40.380001068115234,2007-02-06
41.27000045776367,2007-02-07
41.65999984741211,2007-02-08
40.959999084472656,2007-02-09
40.63999938964844,2007-02-12
41.08000183105469,2007-02-13
40.52000045776367,2007-02-14
40.06999969482422,2007-02-15
40.02000045776367,2007-02-16
40.68000030517578,2007-02-20
40.63999938964844,2007-02-21
40.58000183105469,2007-02-22
40.150001525878906,2007-02-23
40.849998474121094,2007-02-26
39.20000076293945,2007-02-27
39.29999923706055,2007-02-28
37.369998931884766,2007-03-01
36.40999984741211,2007-03-02
36.79999923706055,2007-03-05
37.18000030517578,2007-03-06
36.900001525878906,2007-03-07
36.119998931884766,2007-03-08
37.130001068115234,2007-03-09
38.0099983215332,2007-03-12
37.9900016784668,2007-03-13
38.439998626708984,2007-03-14
38.20000076293945,2007-03-15
37.56999969482422,2007-03-16
37.63999938964844,2007-03-19
37.34000015258789,2007-03-20
37.90999984741211,2007-03-21
37.2400016784668,2007-03-22
36.97999954223633,2007-03-23
36.52000045776367,2007-03-26
38.27000045776367,2007-03-27
37.2400016784668,2007-03-28
37.20000076293945,2007-03-29
37.36000061035156,2007-03-30
37.18000030517578,2007-04-02
37.75,2007-04-03
38.209999084472656,2007-04-04
38.83000183105469,2007-04-05
39.2599983215332,2007-04-09
39.2400016784668,2007-04-10
38.09000015258789,2007-04-11
38.95000076293945,2007-04-12
40.0099983215332,2007-04-13
41.939998626708984,2007-04-16
42.099998474121094,2007-04-17
41.959999084472656,2007-04-18
42.2599983215332,2007-04-19
41.33000183105469,2007-04-20
41.88999938964844,2007-04-23
41.650001525878906,2007-04-24
42.2400016784668,2007-04-25
42.380001068115234,2007-04-26
43.0099983215332,2007-04-27
41.33000183105469,2007-04-30
41.54999923706055,2007-05-01
41.95000076293945,2007-05-02
42.040000915527344,2007-05-03
41.709999084472656,2007-05-04
41.59000015258789,2007-05-07
41.470001220703125,2007-05-08
42.0099983215332,2007-05-09
41.900001525878906,2007-05-10
41.59000015258789,2007-05-11
42.61000061035156,2007-05-14
42.11000061035156,2007-05-15
42.65999984741211,2007-05-16
42.459999084472656,2007-05-17
42.5,2007-05-18
45.189998626708984,2007-05-21
45.2599983215332,2007-05-22
44.63999938964844,2007-05-23
44.380001068115234,2007-05-24
44.90999984741211,2007-05-25
45.119998931884766,2007-05-29
45.81999969482422,2007-05-30
46.25,2007-05-31
46.7599983215332,2007-06-01
43.619998931884766,2007-06-04
43.025001525878906,2007-06-05
42.2400016784668,2007-06-06
40.83000183105469,2007-06-07
41.09000015258789,2007-06-08
41.619998931884766,2007-06-11
41.029998779296875,2007-06-12
41.310001373291016,2007-06-13
42.63999938964844,2007-06-14
42.970001220703125,2007-06-15
42.25,2007-06-18
41.9900016784668,2007-06-19
41.29999923706055,2007-06-20
41.77000045776367,2007-06-21
41.61000061035156,2007-06-22
40.83000183105469,2007-06-25
40.220001220703125,2007-06-26
41.16999816894531,2007-06-27
41.40999984741211,2007-06-28
41.79999923706055,2007-06-29
41.790000915527344,2007-07-02
41.900001525878906,2007-07-03
42.41999816894531,2007-07-05
42.279998779296875,2007-07-06
42.68000030517578,2007-07-09
41.91999816894531,2007-07-10
42.65999984741211,2007-07-11
43.95000076293945,2007-07-12
43.970001220703125,2007-07-13
43.18000030517578,2007-07-16
42.959999084472656,2007-07-17
43.22999954223633,2007-07-18
43.75,2007-07-19
43.56999969482422,2007-07-20
43.08000183105469,2007-07-23
44.93000030517578,2007-07-24
47.40999984741211,2007-07-25
47.599998474121094,2007-07-26
46.900001525878906,2007-07-27
47.150001525878906,2007-07-30
46.5099983215332,2007-07-31
46.720001220703125,2007-08-01
47.5,2007-08-02
47.869998931884766,2007-08-03
49.650001525878906,2007-08-06
50.63999938964844,2007-08-07
51.279998779296875,2007-08-08
52.209999084472656,2007-08-09
49.41999816894531,2007-08-10
48.5,2007-08-13
49.08000183105469,2007-08-14
49.2599983215332,2007-08-15
47.650001525878906,2007-08-16
49.20000076293945,2007-08-17
49.13999938964844,2007-08-20
49.93000030517578,2007-08-21
49.83000183105469,2007-08-22
50.06999969482422,2007-08-23
49.599998474121094,2007-08-24
49.4900016784668,2007-08-27
48.0099983215332,2007-08-28
48.45000076293945,2007-08-29
49.0,2007-08-30
49.029998779296875,2007-08-31
49.83000183105469,2007-09-04
49.79999923706055,2007-09-05
48.540000915527344,2007-09-06
48.040000915527344,2007-09-07
48.5099983215332,2007-09-10
48.720001220703125,2007-09-11
48.58000183105469,2007-09-12
48.15999984741211,2007-09-13
49.02000045776367,2007-09-14
47.65999984741211,2007-09-17
48.0,2007-09-18
48.86000061035156,2007-09-19
48.040000915527344,2007-09-20
49.599998474121094,2007-09-21
48.970001220703125,2007-09-24
49.29999923706055,2007-09-25
49.9900016784668,2007-09-26
49.970001220703125,2007-09-27
50.0,2007-09-28
49.54999923706055,2007-10-01
49.20000076293945,2007-10-02
50.18000030517578,2007-10-03
49.88999938964844,2007-10-04
50.810001373291016,2007-10-05
48.029998779296875,2007-10-08
47.95000076293945,2007-10-09
47.83000183105469,2007-10-10
47.11000061035156,2007-10-11
47.66999816894531,2007-10-12
47.86000061035156,2007-10-15
45.40999984741211,2007-10-16
46.459999084472656,2007-10-17
45.689998626708984,2007-10-18
45.619998931884766,2007-10-19
44.09000015258789,2007-10-22
46.970001220703125,2007-10-23
46.41999816894531,2007-10-24
47.25,2007-10-25
47.18000030517578,2007-10-26
46.58000183105469,2007-10-29
46.79999923706055,2007-10-30
45.02000045776367,2007-10-31
43.529998779296875,2007-11-01
43.150001525878906,2007-11-02
41.16999816894531,2007-11-05
41.0099983215332,2007-11-06
39.599998474121094,2007-11-07
40.18000030517578,2007-11-08
39.779998779296875,2007-11-09
40.209999084472656,2007-11-12
41.029998779296875,2007-11-13
41.02000045776367,2007-11-14
42.0,2007-11-15
40.63999938964844,2007-11-16
38.66999816894531,2007-11-19
39.060001373291016,2007-11-20
38.849998474121094,2007-11-21
38.83000183105469,2007-11-23
38.79999923706055,2007-11-26
38.849998474121094,2007-11-27
37.40999984741211,2007-11-28
37.150001525878906,2007-11-29
38.189998626708984,2007-11-30
37.060001373291016,2007-12-03
36.56999969482422,2007-12-04
37.58000183105469,2007-12-05
38.720001220703125,2007-12-06
38.15999984741211,2007-12-07
39.099998474121094,2007-12-10
37.95000076293945,2007-12-11
38.540000915527344,2007-12-12
38.869998931884766,2007-12-13
38.630001068115234,2007-12-14
37.650001525878906,2007-12-17
37.470001220703125,2007-12-18
37.0,2007-12-19
38.380001068115234,2007-12-20
38.279998779296875,2007-12-21
38.2400016784668,2007-12-24
38.689998626708984,2007-12-26
37.130001068115234,2007-12-27
36.86000061035156,2007-12-28
37.0,2007-12-31
36.95000076293945,2008-01-02
36.650001525878906,2008-01-03
36.02000045776367,2008-01-04
36.3489990234375,2008-01-07
35.439998626708984,2008-01-08
35.31999969482422,2008-01-09
35.220001220703125,2008-01-10
36.459999084472656,2008-01-11
35.90999984741211,2008-01-14
35.15999984741211,2008-01-15
35.11000061035156,2008-01-16
35.47999954223633,2008-01-17
33.54999923706055,2008-01-18
32.470001220703125,2008-01-22
34.58000183105469,2008-01-23
33.310001373291016,2008-01-24
32.459999084472656,2008-01-25
32.709999084472656,2008-01-28
30.09000015258789,2008-01-29
29.34000015258789,2008-01-30
29.649999618530273,2008-01-31
31.809999465942383,2008-02-01
32.040000915527344,2008-02-04
31.31999969482422,2008-02-05
30.5,2008-02-06
30.489999771118164,2008-02-07
30.049999237060547,2008-02-08
30.350000381469727,2008-02-11
28.920000076293945,2008-02-12
29.25,2008-02-13
28.920000076293945,2008-02-14
28.6200008392334,2008-02-15
28.299999237060547,2008-02-19
28.190000534057617,2008-02-20
27.549999237060547,2008-02-21
26.979999542236328,2008-02-22
27.940000534057617,2008-02-25
28.959999084472656,2008-02-26
29.089000701904297,2008-02-27
27.43000030517578,2008-02-28
26.469999313354492,2008-02-29
25.139999389648438,2008-03-03
24.8700008392334,2008-03-04
24.860000610351562,2008-03-05
24.440000534057617,2008-03-06
25.100000381469727,2008-03-07
24.639999389648438,2008-03-10
24.760000228881836,2008-03-11
25.579999923706055,2008-03-12
25.559999465942383,2008-03-13
25.670000076293945,2008-03-14
24.770000457763672,2008-03-17
25.90999984741211,2008-03-18
26.610000610351562,2008-03-19
27.579999923706055,2008-03-20
28.81999969482422,2008-03-24
28.700000762939453,2008-03-25
28.549999237060547,2008-03-26
28.540000915527344,2008-03-27
27.989999771118164,2008-03-28
29.209999084472656,2008-03-31
31.6299991607666,2008-04-01
31.350000381469727,2008-04-02
30.65999984741211,2008-04-03
32.31999969482422,2008-04-04
31.520000457763672,2008-04-07
31.030000686645508,2008-04-08
29.65999984741211,2008-04-09
30.270000457763672,2008-04-10
29.700000762939453,2008-04-11
29.56999969482422,2008-04-14
29.59000015258789,2008-04-15
30.81999969482422,2008-04-16
30.219999313354492,2008-04-17
31.40999984741211,2008-04-18
28.18000030517578,2008-04-21
27.559999465942383,2008-04-22
27.790000915527344,2008-04-23
28.290000915527344,2008-04-24
28.540000915527344,2008-04-25
29.18000030517578,2008-04-28
28.709999084472656,2008-04-29
27.579999923706055,2008-04-30
28.489999771118164,2008-05-01
28.479999542236328,2008-05-02
28.34000015258789,2008-05-05
28.18000030517578,2008-05-06
27.68000030517578,2008-05-07
28.049999237060547,2008-05-08
28.479999542236328,2008-05-09
29.5,2008-05-12
29.6200008392334,2008-05-13
29.530000686645508,2008-05-14
30.6299991607666,2008-05-15
32.150001525878906,2008-05-16
31.950000762939453,2008-05-19
31.600000381469727,2008-05-20
31.0,2008-05-21
30.959999084472656,2008-05-22
30.579999923706055,2008-05-23
30.59000015258789,2008-05-27
30.979999542236328,2008-05-28
32.380001068115234,2008-05-29
31.770000457763672,2008-05-30
31.329999923706055,2008-06-02
30.559999465942383,2008-06-03
31.280000686645508,2008-06-04
32.77000045776367,2008-06-05
29.93000030517578,2008-06-06
26.84000015258789,2008-06-09
27.739999771118164,2008-06-10
26.34000015258789,2008-06-11
25.959999084472656,2008-06-12
27.030000686645508,2008-06-13
26.790000915527344,2008-06-16
26.200000762939453,2008-06-17
26.09000015258789,2008-06-18
26.420000076293945,2008-06-19
25.989999771118164,2008-06-20
26.43000030517578,2008-06-23
25.899999618530273,2008-06-24
26.610000610351562,2008-06-25
25.6200008392334,2008-06-26
26.170000076293945,2008-06-27
25.389999389648438,2008-06-30
26.200000762939453,2008-07-01
25.510000228881836,2008-07-02
24.6200008392334,2008-07-03
24.8700008392334,2008-07-07
26.0,2008-07-08
25.959999084472656,2008-07-09
25.889999389648438,2008-07-10
25.6299991607666,2008-07-11
24.670000076293945,2008-07-14
25.329999923706055,2008-07-15
26.440000534057617,2008-07-16
26.31999969482422,2008-07-17
25.75,2008-07-18
26.600000381469727,2008-07-21
28.56999969482422,2008-07-22
29.3799991607666,2008-07-23
28.010000228881836,2008-07-24
29.489999771118164,2008-07-25
27.969999313354492,2008-07-28
28.530000686645508,2008-07-29
27.479999542236328,2008-07-30
31.549999237060547,2008-07-31
30.600000381469727,2008-08-01
30.25,2008-08-04
31.0,2008-08-05
31.239999771118164,2008-08-06
30.139999389648438,2008-08-07
32.59000015258789,2008-08-08
33.2400016784668,2008-08-11
33.22999954223633,2008-08-12
32.540000915527344,2008-08-13
34.599998474121094,2008-08-14
34.209999084472656,2008-08-15
29.760000228881836,2008-08-18
28.510000228881836,2008-08-19
26.90999984741211,2008-08-20
26.68000030517578,2008-08-21
26.579999923706055,2008-08-22
27.770000457763672,2008-08-25
27.239999771118164,2008-08-26
20.479999542236328,2008-08-27
21.8799991607666,2008-08-28
21.979999542236328,2008-08-29
21.56999969482422,2008-09-02
22.270000457763672,2008-09-03
21.479999542236328,2008-09-04
21.110000610351562,2008-09-05
20.155000686645508,2008-09-08
18.8799991607666,2008-09-09
19.520000457763672,2008-09-10
19.479999542236328,2008-09-11
20.18000030517578,2008-09-12
21.1299991607666,2008-09-15
21.229999542236328,2008-09-16
19.56999969482422,2008-09-17
21.459999084472656,2008-09-18
21.469999313354492,2008-09-19
20.43000030517578,2008-09-22
20.389999389648438,2008-09-23
21.100000381469727,2008-09-24
22.19700050354004,2008-09-25
20.770000457763672,2008-09-26
19.360000610351562,2008-09-29
20.219999313354492,2008-09-30
19.790000915527344,2008-10-01
18.690000534057617,2008-10-02
17.170000076293945,2008-10-03
15.850000381469727,2008-10-06
15.390000343322754,2008-10-07
15.319999694824219,2008-10-08
13.680000305175781,2008-10-09
12.300000190734863,2008-10-10
14.380000114440918,2008-10-13
13.8100004196167,2008-10-14
12.399999618530273,2008-10-15
13.270000457763672,2008-10-16
12.609999656677246,2008-10-17
13.319999694824219,2008-10-20
12.720000267028809,2008-10-21
11.960000038146973,2008-10-22
11.34000015258789,2008-10-23
9.8100004196167,2008-10-24
8.3100004196167,2008-10-27
8.430000305175781,2008-10-28
9.579999923706055,2008-10-29
10.34000015258789,2008-10-30
10.210000038146973,2008-10-31
10.699999809265137,2008-11-03
7.940000057220459,2008-11-04
8.970000267028809,2008-11-05
8.449999809265137,2008-11-06
8.75,2008-11-07
8.25,2008-11-10
8.34000015258789,2008-11-11
6.53000020980835,2008-11-12
7.260000228881836,2008-11-13
6.409999847412109,2008-11-14
6.909999847412109,2008-11-17
7.21999979019165,2008-11-18
6.139999866485596,2008-11-19
6.070000171661377,2008-11-20
6.050000190734863,2008-11-21
