FTV,Date
43.8057861328125,2016-12-13
44.13117599487305,2016-12-14
44.58671569824219,2016-12-15
44.60300064086914,2016-12-16
44.708736419677734,2016-12-19
44.781959533691406,2016-12-20
44.025421142578125,2016-12-21
44.00102233886719,2016-12-22
44.342681884765625,2016-12-23
44.301998138427734,2016-12-27
43.72443771362305,2016-12-28
43.93593215942383,2016-12-29
43.62682342529297,2016-12-30
43.708168029785156,2017-01-03
44.13117599487305,2017-01-04
43.87899398803711,2017-01-05
43.82206344604492,2017-01-06
43.708168029785156,2017-01-09
43.76510238647461,2017-01-10
43.65122604370117,2017-01-11
43.65935516357422,2017-01-12
44.54604721069336,2017-01-13
44.03355026245117,2017-01-17
44.04169464111328,2017-01-18
44.14744567871094,2017-01-19
44.35081100463867,2017-01-20
44.017269134521484,2017-01-23
44.497230529785156,2017-01-24
44.87957000732422,2017-01-25
45.30257797241211,2017-01-26
45.49781036376953,2017-01-27
45.09922409057617,2017-01-30
44.993465423583984,2017-01-31
44.84703826904297,2017-02-01
44.912113189697266,2017-02-02
45.57102966308594,2017-02-03
45.40019989013672,2017-02-06
45.26190948486328,2017-02-07
45.701171875,2017-02-08
46.384517669677734,2017-02-09
46.49026107788086,2017-02-10
46.79937744140625,2017-02-13
46.60414505004883,2017-02-14
46.840057373046875,2017-02-15
46.68549346923828,2017-02-16
46.929534912109375,2017-02-17
47.2874755859375,2017-02-21
46.986122131347656,2017-02-22
46.63589859008789,2017-02-23
47.067562103271484,2017-02-24
46.95354461669922,2017-02-27
46.95354461669922,2017-02-28
47.979759216308594,2017-03-01
47.751712799072266,2017-03-02
47.83314895629883,2017-03-03
47.50735855102539,2017-03-06
47.401485443115234,2017-03-07
47.37705993652344,2017-03-08
47.2548942565918,2017-03-09
47.49108123779297,2017-03-10
47.865726470947266,2017-03-13
47.68655014038086,2017-03-14
48.623191833496094,2017-03-15
48.46842956542969,2017-03-16
48.52544021606445,2017-03-17
48.05305480957031,2017-03-20
47.65397262573242,2017-03-21
47.63768768310547,2017-03-22
47.67025375366211,2017-03-23
48.3055419921875,2017-03-24
48.11822509765625,2017-03-27
48.53358840942383,2017-03-28
48.58245086669922,2017-03-29
48.558021545410156,2017-03-30
49.04669952392578,2017-03-31
48.9734001159668,2017-04-03
48.8838005065918,2017-04-04
49.071144104003906,2017-04-05
49.33175277709961,2017-04-06
49.25030517578125,2017-04-07
49.68198013305664,2017-04-10
49.494651794433594,2017-04-11
49.274742126464844,2017-04-12
49.13628387451172,2017-04-13
49.25845718383789,2017-04-17
49.08742904663086,2017-04-18
48.87565612792969,2017-04-19
49.36433410644531,2017-04-20
48.87565612792969,2017-04-21
50.03218460083008,2017-04-24
50.76520919799805,2017-04-25
50.70005416870117,2017-04-26
50.7570686340332,2017-04-27
51.52265930175781,2017-04-28
50.773345947265625,2017-05-01
50.64303970336914,2017-05-02
51.0421257019043,2017-05-03
51.16429138183594,2017-05-04
51.42490768432617,2017-05-05
51.221309661865234,2017-05-08
51.06655502319336,2017-05-09
50.96067428588867,2017-05-10
51.00139617919922,2017-05-11
50.64303970336914,2017-05-12
50.67561340332031,2017-05-15
50.76520919799805,2017-05-16
49.84486770629883,2017-05-17
49.81229019165039,2017-05-18
50.36612319946289,2017-05-19
50.82221984863281,2017-05-22
50.993255615234375,2017-05-23
51.43354797363281,2017-05-24
51.890167236328125,2017-05-25
51.78417205810547,2017-05-26
51.65370178222656,2017-05-30
50.91986846923828,2017-05-31
51.36017608642578,2017-06-01
51.70262908935547,2017-06-02
51.629241943359375,2017-06-05
51.531394958496094,2017-06-06
51.6618537902832,2017-06-07
51.93907165527344,2017-06-08
51.44171142578125,2017-06-09
50.92802047729492,2017-06-12
51.58848190307617,2017-06-13
51.327552795410156,2017-06-14
51.400936126708984,2017-06-15
52.22446823120117,2017-06-16
52.82783508300781,2017-06-19
52.56692123413086,2017-06-20
52.485382080078125,2017-06-21
52.26523208618164,2017-06-22
52.26523208618164,2017-06-23
52.27339172363281,2017-06-26
51.670013427734375,2017-06-27
52.51799774169922,2017-06-28
51.254173278808594,2017-06-29
51.65370178222656,2017-06-30
51.63740539550781,2017-07-03
51.865699768066406,2017-07-05
51.63740539550781,2017-07-06
52.0613899230957,2017-07-07
52.67292404174805,2017-07-10
52.15923309326172,2017-07-11
52.754451751708984,2017-07-12
52.501686096191406,2017-07-13
52.64030456542969,2017-07-14
52.2978401184082,2017-07-17
51.9798469543457,2017-07-18
52.15923309326172,2017-07-19
51.7760009765625,2017-07-20
51.57217025756836,2017-07-21
51.604774475097656,2017-07-24
51.42539978027344,2017-07-25
50.69972610473633,2017-07-26
51.025875091552734,2017-07-27
52.56692123413086,2017-07-28
52.78706359863281,2017-07-31
53.162139892578125,2017-08-01
54.04274368286133,2017-08-02
54.246578216552734,2017-08-03
54.7684211730957,2017-08-04
54.809181213378906,2017-08-07
54.5645751953125,2017-08-08
54.48305130004883,2017-08-09
53.43119430541992,2017-08-10
53.488285064697266,2017-08-11
54.01826858520508,2017-08-14
53.91227340698242,2017-08-15
53.936737060546875,2017-08-16
53.12952423095703,2017-08-17
53.023536682128906,2017-08-18
53.34152603149414,2017-08-21
53.700279235839844,2017-08-22
53.0799446105957,2017-08-23
52.95750427246094,2017-08-24
52.80242156982422,2017-08-25
52.63917541503906,2017-08-28
52.614681243896484,2017-08-29
52.8922004699707,2017-08-30
53.030967712402344,2017-08-31
53.137081146240234,2017-09-01
53.12892532348633,2017-09-05
52.83506393432617,2017-09-06
53.52070617675781,2017-09-07
54.26348876953125,2017-09-08
55.11238098144531,2017-09-11
55.39805221557617,2017-09-12
56.06737518310547,2017-09-13
56.475486755371094,2017-09-14
56.614261627197266,2017-09-15
57.389686584472656,2017-09-18
57.201942443847656,2017-09-19
57.27540588378906,2017-09-20
57.07950973510742,2017-09-21
57.1611328125,2017-09-22
57.1611328125,2017-09-25
57.01420211791992,2017-09-26
57.30805587768555,2017-09-27
57.07134246826172,2017-09-28
57.781463623046875,2017-09-29
58.40181350708008,2017-10-02
58.34467697143555,2017-10-03
58.69565963745117,2017-10-04
58.41813659667969,2017-10-05
58.40181350708008,2017-10-06
58.6874885559082,2017-10-09
58.703819274902344,2017-10-10
59.0547981262207,2017-10-11
59.49557113647461,2017-10-12
59.0547981262207,2017-10-13
58.78544235229492,2017-10-16
58.35283660888672,2017-10-17
58.458946228027344,2017-10-18
58.03450012207031,2017-10-19
58.777286529541016,2017-10-20
58.84257507324219,2017-10-23
59.83839797973633,2017-10-24
59.152748107910156,2017-10-25
59.968990325927734,2017-10-26
60.48322296142578,2017-10-27
59.14458465576172,2017-10-30
58.98134231567383,2017-10-31
59.4710807800293,2017-11-01
59.83839797973633,2017-11-02
60.10774612426758,2017-11-03
59.4710807800293,2017-11-06
59.968990325927734,2017-11-07
59.39760971069336,2017-11-08
59.283348083496094,2017-11-09
59.299678802490234,2017-11-10
59.25885772705078,2017-11-13
59.31599044799805,2017-11-14
58.64668273925781,2017-11-15
59.12826156616211,2017-11-16
58.973175048828125,2017-11-17
59.430267333984375,2017-11-20
59.13642501831055,2017-11-21
58.82596206665039,2017-11-22
58.93217086791992,2017-11-24
59.4468994140625,2017-11-27
59.87992477416992,2017-11-28
59.98613357543945,2017-11-29
60.991085052490234,2017-11-30
60.93388366699219,2017-12-01
60.64793395996094,2017-12-04
59.60212707519531,2017-12-05
59.87992477416992,2017-12-06
60.13320541381836,2017-12-07
60.20673370361328,2017-12-08
59.65114974975586,2017-12-11
59.250797271728516,2017-12-12
59.16093826293945,2017-12-13
58.33574295043945,2017-12-14
58.87498474121094,2017-12-15
59.422386169433594,2017-12-18
59.422386169433594,2017-12-19
59.63480758666992,2017-12-20
59.479576110839844,2017-12-21
59.2099609375,2017-12-22
59.332515716552734,2017-12-26
59.128257751464844,2017-12-27
59.23446273803711,2017-12-28
59.11190414428711,2017-12-29
59.13642501831055,2018-01-02
59.169105529785156,2018-01-03
60.664268493652344,2018-01-04
59.96978759765625,2018-01-05
59.84724426269531,2018-01-08
60.280269622802734,2018-01-09
59.659332275390625,2018-01-10
60.22307205200195,2018-01-11
60.84402084350586,2018-01-12
60.451839447021484,2018-01-16
61.064613342285156,2018-01-17
60.835845947265625,2018-01-18
60.91755676269531,2018-01-19
60.6234130859375,2018-01-22
61.32605743408203,2018-01-23
61.5711669921875,2018-01-24
61.121795654296875,2018-01-25
62.559783935546875,2018-01-26
62.40453338623047,2018-01-29
62.11856460571289,2018-01-30
62.11040496826172,2018-01-31
61.72640609741211,2018-02-01
61.56300354003906,2018-02-02
58.54816818237305,2018-02-05
58.91583251953125,2018-02-06
58.57267379760742,2018-02-07
56.48926544189453,2018-02-08
59.1936149597168,2018-02-09
60.70512008666992,2018-02-12
60.57439422607422,2018-02-13
60.61524963378906,2018-02-14
61.342403411865234,2018-02-15
61.808101654052734,2018-02-16
61.97150802612305,2018-02-20
62.10223388671875,2018-02-21
62.70738983154297,2018-02-22
63.08357238769531,2018-02-23
63.754146575927734,2018-02-26
63.59059524536133,2018-02-27
62.80551528930664,2018-02-28
61.08818817138672,2018-03-01
60.50756072998047,2018-03-02
60.728363037109375,2018-03-05
61.43165588378906,2018-03-06
63.754146575927734,2018-03-07
64.08125305175781,2018-03-08
65.64323425292969,2018-03-09
64.22029113769531,2018-03-12
63.77869415283203,2018-03-13
63.467952728271484,2018-03-14
63.868648529052734,2018-03-15
63.9749641418457,2018-03-16
63.60696792602539,2018-03-19
63.91769790649414,2018-03-20
64.07308197021484,2018-03-21
62.715576171875,2018-03-22
62.16766357421875,2018-03-23
63.860477447509766,2018-03-26
62.80551528930664,2018-03-27
62.68285369873047,2018-03-28
63.39433670043945,2018-03-29
61.69334411621094,2018-04-02
62.396629333496094,2018-04-03
62.66650390625,2018-04-04
63.31256866455078,2018-04-05
61.10454559326172,2018-04-06
60.60569763183594,2018-04-09
61.98773956298828,2018-04-10
60.88373565673828,2018-04-11
61.12907791137695,2018-04-12
61.08818817138672,2018-04-13
61.5461540222168,2018-04-16
62.748287200927734,2018-04-17
63.08357238769531,2018-04-18
62.7809944152832,2018-04-19
62.756465911865234,2018-04-20
62.396629333496094,2018-04-23
59.73885726928711,2018-04-24
59.043731689453125,2018-04-25
59.10097885131836,2018-04-26
58.31591796875,2018-04-27
57.498138427734375,2018-04-30
58.91289138793945,2018-05-01
58.487640380859375,2018-05-02
59.29724884033203,2018-05-03
59.93511199951172,2018-05-04
60.13955307006836,2018-05-07
60.72018814086914,2018-05-08
61.513427734375,2018-05-09
61.77513122558594,2018-05-10
61.84054183959961,2018-05-11
62.396629333496094,2018-05-14
62.35574722290039,2018-05-15
62.78916549682617,2018-05-16
63.25530242919922,2018-05-17
63.680545806884766,2018-05-18
63.467952728271484,2018-05-21
62.24126052856445,2018-05-22
62.29851150512695,2018-05-23
62.33942794799805,2018-05-24
61.80738067626953,2018-05-25
60.587772369384766,2018-05-29
60.72692108154297,2018-05-30
59.499122619628906,2018-05-31
60.41587448120117,2018-06-01
60.776031494140625,2018-06-04
60.81696701049805,2018-06-05
61.357181549072266,2018-06-06
63.829166412353516,2018-06-07
64.00923919677734,2018-06-08
64.14838409423828,2018-06-11
64.0829086303711,2018-06-12
63.91920852661133,2018-06-13
65.5890121459961,2018-06-14
66.3584213256836,2018-06-15
65.78545379638672,2018-06-18
64.6722640991211,2018-06-19
64.50035095214844,2018-06-20
63.927398681640625,2018-06-21
63.71458053588867,2018-06-22
63.54267883300781,2018-06-25
61.55363845825195,2018-06-26
61.21803283691406,2018-06-27
62.04475402832031,2018-06-28
63.117042541503906,2018-06-29
62.830543518066406,2018-07-02
62.650474548339844,2018-07-03
63.1416015625,2018-07-05
63.20708084106445,2018-07-06
63.76368713378906,2018-07-09
63.076107025146484,2018-07-10
62.4049072265625,2018-07-11
62.98607635498047,2018-07-12
63.20708084106445,2018-07-13
62.58499526977539,2018-07-16
63.49354934692383,2018-07-17
63.4526481628418,2018-07-18
63.53448486328125,2018-07-19
63.55087661743164,2018-07-20
62.355804443359375,2018-07-23
63.36259460449219,2018-07-24
64.68861389160156,2018-07-25
66.47303771972656,2018-07-26
65.32707977294922,2018-07-27
65.27796173095703,2018-07-30
67.18512725830078,2018-07-31
66.25200653076172,2018-08-01
66.24380493164062,2018-08-02
66.47303771972656,2018-08-03
66.26837921142578,2018-08-06
66.53030395507812,2018-08-07
66.12104797363281,2018-08-08
65.67906188964844,2018-08-09
65.23703002929688,2018-08-10
64.9178237915039,2018-08-13
65.12245178222656,2018-08-14
65.22883605957031,2018-08-15
65.76091003417969,2018-08-16
65.68721771240234,2018-08-17
65.9737319946289,2018-08-20
65.80181121826172,2018-08-21
65.41712188720703,2018-08-22
65.49897766113281,2018-08-23
65.5890121459961,2018-08-24
66.85772705078125,2018-08-27
67.17695617675781,2018-08-28
68.65849304199219,2018-08-29
68.60115051269531,2018-08-30
68.79777526855469,2018-08-31
68.37178039550781,2018-09-04
69.09266662597656,2018-09-05
68.94522857666016,2018-09-06
69.29747772216797,2018-09-07
69.3794174194336,2018-09-10
69.6497573852539,2018-09-11
69.88729858398438,2018-09-12
70.8621826171875,2018-09-13
71.25542449951172,2018-09-14
71.37008666992188,2018-09-17
71.58312225341797,2018-09-18
70.44438934326172,2018-09-19
71.57491302490234,2018-09-20
71.25542449951172,2018-09-21
70.72294616699219,2018-09-24
70.45256805419922,2018-09-25
69.65795135498047,2018-09-26
69.33845520019531,2018-09-27
68.97798156738281,2018-09-28
69.16641998291016,2018-10-01
68.50284576416016,2018-10-02
68.60115051269531,2018-10-03
68.77320861816406,2018-10-04
68.79777526855469,2018-10-05
68.52745056152344,2018-10-08
67.33955383300781,2018-10-09
65.7175064086914,2018-10-10
64.37400817871094,2018-10-11
64.88192749023438,2018-10-12
64.66891479492188,2018-10-15
65.35707092285156,2018-10-16
65.7175064086914,2018-10-17
65.56187438964844,2018-10-18
65.3652572631836,2018-10-19
63.6449089050293,2018-10-22
63.120601654052734,2018-10-23
60.68752670288086,2018-10-24
62.530765533447266,2018-10-25
59.851924896240234,2018-10-26
59.147396087646484,2018-10-29
58.72141647338867,2018-10-30
60.8267936706543,2018-10-31
61.285560607910156,2018-11-01
61.326515197753906,2018-11-02
61.52312088012695,2018-11-05
62.162113189697266,2018-11-06
62.36692810058594,2018-11-07
62.989524841308594,2018-11-08
61.62143325805664,2018-11-09
61.40843200683594,2018-11-12
61.613243103027344,2018-11-13
60.294307708740234,2018-11-14
62.03923416137695,2018-11-15
61.80985641479492,2018-11-16
60.425376892089844,2018-11-19
59.46689224243164,2018-11-20
60.507293701171875,2018-11-21
59.63893508911133,2018-11-23
59.96661376953125,2018-11-26
60.425376892089844,2018-11-27
61.43301773071289,2018-11-28
60.78522491455078,2018-11-29
62.3759880065918,2018-11-30
62.28579330444336,2018-12-03
59.73564910888672,2018-12-04
59.15347671508789,2018-12-06
57.34950256347656,2018-12-07
57.989097595214844,2018-12-10
57.447898864746094,2018-12-11
58.03009033203125,2018-12-12
57.35770797729492,2018-12-13
56.46392822265625,2018-12-14
55.717735290527344,2018-12-17
55.84074783325195,2018-12-18
54.59437561035156,2018-12-19
53.429988861083984,2018-12-20
53.70878601074219,2018-12-21
52.18362045288086,2018-12-24
53.872779846191406,2018-12-26
54.84856033325195,2018-12-27
54.69276809692383,2018-12-28
55.479949951171875,2018-12-31
55.22575378417969,2019-01-02
52.99540328979492,2019-01-03
55.315948486328125,2019-01-04
55.59474563598633,2019-01-07
55.84893798828125,2019-01-08
56.76731872558594,2019-01-09
57.3003044128418,2019-01-10
56.996910095214844,2019-01-11
57.09530258178711,2019-01-14
57.3905029296875,2019-01-15
57.41511154174805,2019-01-16
58.53028106689453,2019-01-17
59.88325881958008,2019-01-18
58.768070220947266,2019-01-22
58.3334846496582,2019-01-23
58.21049118041992,2019-01-24
59.24365997314453,2019-01-25
58.94847869873047,2019-01-28
60.424434661865234,2019-01-29
61.277217864990234,2019-01-30
61.490413665771484,2019-01-31
60.94922637939453,2019-02-01
60.92463302612305,2019-02-04
61.113224029541016,2019-02-05
61.457611083984375,2019-02-06
61.02301788330078,2019-02-07
62.9909782409668,2019-02-08
63.2697639465332,2019-02-11
64.6309585571289,2019-02-12
65.95931243896484,2019-02-13
65.96749877929688,2019-02-14
67.07449340820312,2019-02-15
65.99212646484375,2019-02-19
66.46770477294922,2019-02-20
66.15583801269531,2019-02-21
66.7795639038086,2019-02-22
66.96830749511719,2019-02-25
67.08321380615234,2019-02-26
67.05860900878906,2019-02-27
66.94371032714844,2019-02-28
67.75617980957031,2019-03-01
67.77259063720703,2019-03-04
67.50177001953125,2019-03-05
67.3294448852539,2019-03-06
66.525146484375,2019-03-07
65.98350524902344,2019-03-08
67.4443130493164,2019-03-11
67.39507293701172,2019-03-12
68.2650146484375,2019-03-13
67.82185363769531,2019-03-14
67.73977661132812,2019-03-15
68.45376586914062,2019-03-18
68.1583251953125,2019-03-19
68.10909271240234,2019-03-20
69.1185302734375,2019-03-21
67.48534393310547,2019-03-22
67.78900909423828,2019-03-25
68.59327697753906,2019-03-26
67.57562255859375,2019-03-27
68.06805419921875,2019-03-28
68.84771728515625,2019-03-29
69.81611633300781,2019-04-01
70.31671905517578,2019-04-02
71.00611114501953,2019-04-03
70.82556915283203,2019-04-04
71.178466796875,2019-04-05
71.34260559082031,2019-04-08
70.6778564453125,2019-04-09
70.60397338867188,2019-04-10
71.2769546508789,2019-04-11
71.94171142578125,2019-04-12
72.07301330566406,2019-04-15
71.92527770996094,2019-04-16
71.9006576538086,2019-04-17
72.6310806274414,2019-04-18
72.51618957519531,2019-04-22
73.00859069824219,2019-04-23
73.0906753540039,2019-04-24
72.04838562011719,2019-04-25
69.94744110107422,2019-04-26
70.45624542236328,2019-04-29
70.85839080810547,2019-04-30
70.0705337524414,2019-05-01
70.43982696533203,2019-05-02
71.04714965820312,2019-05-03
69.70942687988281,2019-05-06
68.51121520996094,2019-05-07
67.69052124023438,2019-05-08
67.50997161865234,2019-05-09
67.81362915039062,2019-05-10
66.06555938720703,2019-05-13
66.07377624511719,2019-05-14
66.77134704589844,2019-05-15
66.76313018798828,2019-05-16
66.08197784423828,2019-05-17
65.1135482788086,2019-05-20
65.5731430053711,2019-05-21
65.3187255859375,2019-05-22
64.4241943359375,2019-05-23
64.04666900634766,2019-05-24
63.028995513916016,2019-05-28
62.86486053466797,2019-05-29
63.119510650634766,2019-05-30
62.55271911621094,2019-05-31
62.232364654541016,2019-06-03
63.883453369140625,2019-06-04
64.75418853759766,2019-06-05
65.20597839355469,2019-06-06
64.86918640136719,2019-06-07
64.82810974121094,2019-06-10
65.02528381347656,2019-06-11
64.22026062011719,2019-06-12
64.49132537841797,2019-06-13
63.52203369140625,2019-06-14
62.96344757080078,2019-06-17
64.35167694091797,2019-06-18
64.76239776611328,2019-06-19
66.38885498046875,2019-06-20
66.06031036376953,2019-06-21
66.25741577148438,2019-06-24
66.2327880859375,2019-06-25
65.60025787353516,2019-06-26
66.03564453125,2019-06-27
66.96385955810547,2019-06-28
67.90850830078125,2019-07-01
67.3252944946289,2019-07-02
67.83457946777344,2019-07-03
66.5202865600586,2019-07-05
66.08491516113281,2019-07-08
65.93706512451172,2019-07-09
65.21418762207031,2019-07-10
65.46884155273438,2019-07-11
66.79136657714844,2019-07-12
66.33136749267578,2019-07-15
66.87351989746094,2019-07-16
65.46884155273438,2019-07-17
64.9759521484375,2019-07-18
64.49132537841797,2019-07-19
64.8856201171875,2019-07-22
66.88993835449219,2019-07-23
67.56350708007812,2019-07-24
67.19386291503906,2019-07-25
64.44204711914062,2019-07-26
63.11130142211914,2019-07-29
63.086647033691406,2019-07-30
62.470584869384766,2019-07-31
60.581260681152344,2019-08-01
60.49091339111328,2019-08-02
57.8376579284668,2019-08-05
58.66730499267578,2019-08-06
58.43730545043945,2019-08-07
59.01230239868164,2019-08-08
57.91158676147461,2019-08-09
56.71227264404297,2019-08-12
57.50907516479492,2019-08-13
55.3076171875,2019-08-14
55.3076171875,2019-08-15
56.62192153930664,2019-08-16
57.56657028198242,2019-08-19
57.50907516479492,2019-08-20
57.70622634887695,2019-08-21
57.295501708984375,2019-08-22
56.16191101074219,2019-08-23
56.7944221496582,2019-08-26
56.704063415527344,2019-08-27
57.20515060424805,2019-08-28
58.126075744628906,2019-08-29
58.298770904541016,2019-08-30
56.75288772583008,2019-09-03
55.059024810791016,2019-09-04
55.99641418457031,2019-09-05
56.30064392089844,2019-09-06
55.92240524291992,2019-09-09
56.415771484375,2019-09-10
58.04385757446289,2019-09-11
57.542266845703125,2019-09-12
57.57517623901367,2019-09-13
57.147586822509766,2019-09-16
56.785789489746094,2019-09-17
57.303810119628906,2019-09-18
56.56377029418945,2019-09-19
56.062191009521484,2019-09-20
55.873069763183594,2019-09-23
55.04258728027344,2019-09-24
55.78261184692383,2019-09-25
55.897743225097656,2019-09-26
56.407554626464844,2019-09-27
56.37464904785156,2019-09-30
54.4998893737793,2019-10-01
52.978694915771484,2019-10-02
54.00651931762695,2019-10-03
54.6807746887207,2019-10-04
53.973636627197266,2019-10-07
52.82246398925781,2019-10-08
53.340484619140625,2019-10-09
53.800960540771484,2019-10-10
55.873069763183594,2019-10-11
55.88129425048828,2019-10-14
57.15580368041992,2019-10-15
57.02424621582031,2019-10-16
58.30698776245117,2019-10-17
58.3316535949707,2019-10-18
59.137474060058594,2019-10-21
59.417049407958984,2019-10-22
59.48281478881836,2019-10-23
58.80034255981445,2019-10-24
56.210201263427734,2019-10-25
56.440433502197266,2019-10-28
56.31709289550781,2019-10-29
57.08180618286133,2019-10-30
56.7364501953125,2019-10-31
59.03880310058594,2019-11-01
60.62577819824219,2019-11-04
60.44487380981445,2019-11-05
60.1817512512207,2019-11-06
59.441707611083984,2019-11-07
59.92685317993164,2019-11-08
59.269039154052734,2019-11-11
59.28548049926758,2019-11-12
58.36454391479492,2019-11-13
58.487884521484375,2019-11-14
58.89901351928711,2019-11-15
58.50432586669922,2019-11-18
58.46321487426758,2019-11-19
57.64094161987305,2019-11-20
58.323421478271484,2019-11-21
58.13430404663086,2019-11-22
58.77568054199219,2019-11-25
59.326595306396484,2019-11-26
59.55706024169922,2019-11-27
59.40066909790039,2019-11-29
59.079673767089844,2019-12-02
58.52821731567383,2019-12-03
58.77513885498047,2019-12-04
59.507659912109375,2019-12-05
59.97681427001953,2019-12-06
61.0221061706543,2019-12-09
60.775184631347656,2019-12-10
61.705257415771484,2019-12-11
62.692928314208984,2019-12-12
61.886329650878906,2019-12-13
62.6847038269043,2019-12-16
63.16209030151367,2019-12-17
63.07976531982422,2019-12-18
63.088008880615234,2019-12-19
62.339012145996094,2019-12-20
63.25261306762695,2019-12-23
62.87400817871094,2019-12-24
62.79169464111328,2019-12-26
63.030391693115234,2019-12-27
62.78346633911133,2019-12-30
62.87400817871094,2019-12-31
63.82875442504883,2020-01-02
63.56538391113281,2020-01-03
63.23615264892578,2020-01-06
63.44190979003906,2020-01-07
63.38431167602539,2020-01-08
64.18270111083984,2020-01-09
64.19914245605469,2020-01-10
64.85758972167969,2020-01-13
64.47896575927734,2020-01-14
64.19914245605469,2020-01-15
64.41313934326172,2020-01-16
64.84114074707031,2020-01-17
64.34729766845703,2020-01-21
63.919315338134766,2020-01-22
63.8616828918457,2020-01-23
63.302005767822266,2020-01-24
61.41718673706055,2020-01-27
61.7546272277832,2020-01-28
61.98509979248047,2020-01-29
62.717620849609375,2020-01-30
61.67233657836914,2020-01-31
61.548866271972656,2020-02-03
62.95631790161133,2020-02-04
63.83697509765625,2020-02-05
64.0592269897461,2020-02-06
65.03868103027344,2020-02-07
65.30204772949219,2020-02-10
65.35143280029297,2020-02-11
65.02220153808594,2020-02-12
63.57361602783203,2020-02-13
64.04276275634766,2020-02-14
63.911075592041016,2020-02-18
63.26084899902344,2020-02-19
63.20323181152344,2020-02-20
62.39662170410156,2020-02-21
59.713436126708984,2020-02-24
57.845069885253906,2020-02-25
58.23191833496094,2020-02-26
57.91060256958008,2020-02-27
56.979618072509766,2020-02-28
58.207191467285156,2020-03-02
57.16087341308594,2020-03-03
59.377105712890625,2020-03-04
56.15572738647461,2020-03-05
55.04349899291992,2020-03-06
51.17124557495117,2020-03-09
51.4596061706543,2020-03-10
48.963253021240234,2020-03-11
45.91489791870117,2020-03-12
49.21042251586914,2020-03-13
42.70999526977539,2020-03-16
43.38557815551758,2020-03-17
37.124080657958984,2020-03-18
