RIG,Date
8.305917739868164,1994-05-23
8.586523056030273,1994-05-24
8.642643928527832,1994-05-25
8.530403137207031,1994-05-26
8.530403137207031,1994-05-27
8.418160438537598,1994-05-31
8.474281311035156,1994-06-01
8.642643928527832,1994-06-02
8.642643928527832,1994-06-03
8.586523056030273,1994-06-06
8.530403137207031,1994-06-07
8.586523056030273,1994-06-08
8.642643928527832,1994-06-09
8.642643928527832,1994-06-10
8.586523056030273,1994-06-13
8.418160438537598,1994-06-14
8.474281311035156,1994-06-15
8.586523056030273,1994-06-16
8.754886627197266,1994-06-17
8.9793701171875,1994-06-20
8.923251152038574,1994-06-21
8.9793701171875,1994-06-22
8.923251152038574,1994-06-23
8.81100845336914,1994-06-24
8.81100845336914,1994-06-27
8.642643928527832,1994-06-28
8.754886627197266,1994-06-29
8.754886627197266,1994-06-30
8.642643928527832,1994-07-01
8.69876480102539,1994-07-05
8.642643928527832,1994-07-06
8.642643928527832,1994-07-07
8.754886627197266,1994-07-08
8.9793701171875,1994-07-11
9.091611862182617,1994-07-12
9.20385456085205,1994-07-13
9.540583610534668,1994-07-14
9.596702575683594,1994-07-15
9.484461784362793,1994-07-18
9.25997543334961,1994-07-19
9.37221908569336,1994-07-20
9.428342819213867,1994-07-21
9.428342819213867,1994-07-22
9.316099166870117,1994-07-25
9.20385456085205,1994-07-26
8.9793701171875,1994-07-27
8.81100845336914,1994-07-28
8.754886627197266,1994-07-29
8.69876480102539,1994-08-01
8.69876480102539,1994-08-02
8.642643928527832,1994-08-03
8.530403137207031,1994-08-04
8.530403137207031,1994-08-05
8.557424545288086,1994-08-08
8.501127243041992,1994-08-09
8.332233428955078,1994-08-10
8.332233428955078,1994-08-11
8.332233428955078,1994-08-12
8.275934219360352,1994-08-15
8.163334846496582,1994-08-16
8.107033729553223,1994-08-17
8.275934219360352,1994-08-18
8.163334846496582,1994-08-19
8.107033729553223,1994-08-22
8.050735473632812,1994-08-23
8.050735473632812,1994-08-24
8.050735473632812,1994-08-25
8.050735473632812,1994-08-26
8.050735473632812,1994-08-29
8.107033729553223,1994-08-30
8.219635009765625,1994-08-31
8.332233428955078,1994-09-01
8.332233428955078,1994-09-02
8.163334846496582,1994-09-06
8.163334846496582,1994-09-07
8.219635009765625,1994-09-08
8.107033729553223,1994-09-09
8.107033729553223,1994-09-12
8.107033729553223,1994-09-13
8.107033729553223,1994-09-14
8.275934219360352,1994-09-15
8.163334846496582,1994-09-16
8.107033729553223,1994-09-19
8.107033729553223,1994-09-20
8.163334846496582,1994-09-21
8.219635009765625,1994-09-22
8.388528823852539,1994-09-23
8.444828033447266,1994-09-26
8.501127243041992,1994-09-27
8.557424545288086,1994-09-28
8.782621383666992,1994-09-29
8.951517105102539,1994-09-30
9.064117431640625,1994-10-03
8.951517105102539,1994-10-04
8.951517105102539,1994-10-05
8.782621383666992,1994-10-06
8.951517105102539,1994-10-07
8.951517105102539,1994-10-10
8.895221710205078,1994-10-11
8.895221710205078,1994-10-12
8.895221710205078,1994-10-13
8.838921546936035,1994-10-14
8.782621383666992,1994-10-17
8.726319313049316,1994-10-18
8.670023918151855,1994-10-19
8.726319313049316,1994-10-20
8.726319313049316,1994-10-21
8.670023918151855,1994-10-24
8.557424545288086,1994-10-25
8.557424545288086,1994-10-26
8.613726615905762,1994-10-27
9.007816314697266,1994-10-28
8.951517105102539,1994-10-31
8.895221710205078,1994-11-01
8.782621383666992,1994-11-02
8.726319313049316,1994-11-03
8.951517105102539,1994-11-04
8.809216499328613,1994-11-07
8.809216499328613,1994-11-08
8.75274658203125,1994-11-09
8.809216499328613,1994-11-10
8.696279525756836,1994-11-11
8.696279525756836,1994-11-14
8.470399856567383,1994-11-15
8.41392993927002,1994-11-16
8.470399856567383,1994-11-17
8.470399856567383,1994-11-18
8.583337783813477,1994-11-21
8.696279525756836,1994-11-22
8.75274658203125,1994-11-23
8.75274658203125,1994-11-25
8.52686882019043,1994-11-28
8.809216499328613,1994-11-29
8.809216499328613,1994-11-30
8.865687370300293,1994-12-01
8.922155380249023,1994-12-02
8.922155380249023,1994-12-05
8.809216499328613,1994-12-06
8.696279525756836,1994-12-07
8.470399856567383,1994-12-08
8.075114250183105,1994-12-09
8.075114250183105,1994-12-12
8.131583213806152,1994-12-13
8.018643379211426,1994-12-14
8.131583213806152,1994-12-15
8.244524955749512,1994-12-16
8.188053131103516,1994-12-19
8.131583213806152,1994-12-20
8.244524955749512,1994-12-21
8.131583213806152,1994-12-22
8.131583213806152,1994-12-23
8.018643379211426,1994-12-27
8.075114250183105,1994-12-28
8.131583213806152,1994-12-29
8.018643379211426,1994-12-30
8.075114250183105,1995-01-03
8.131583213806152,1995-01-04
8.300992965698242,1995-01-05
8.470399856567383,1995-01-06
8.41392993927002,1995-01-09
8.357461929321289,1995-01-10
8.357461929321289,1995-01-11
8.357461929321289,1995-01-12
8.470399856567383,1995-01-13
8.583337783813477,1995-01-16
8.75274658203125,1995-01-17
8.865687370300293,1995-01-18
8.978625297546387,1995-01-19
8.978625297546387,1995-01-20
8.75274658203125,1995-01-23
8.922155380249023,1995-01-24
9.148032188415527,1995-01-25
8.922155380249023,1995-01-26
8.922155380249023,1995-01-27
8.978625297546387,1995-01-30
9.148032188415527,1995-01-31
9.148032188415527,1995-02-01
9.373908996582031,1995-02-02
9.260971069335938,1995-02-03
9.317439079284668,1995-02-06
9.317439079284668,1995-02-07
9.23135757446289,1995-02-08
9.174721717834473,1995-02-09
9.174721717834473,1995-02-10
9.401260375976562,1995-02-13
9.401260375976562,1995-02-14
9.401260375976562,1995-02-15
9.23135757446289,1995-02-16
9.344624519348145,1995-02-17
9.457892417907715,1995-02-21
9.344624519348145,1995-02-22
9.514531135559082,1995-02-23
9.514531135559082,1995-02-24
9.514531135559082,1995-02-27
9.457892417907715,1995-02-28
9.457892417907715,1995-03-01
9.62779712677002,1995-03-02
9.571160316467285,1995-03-03
9.457892417907715,1995-03-06
9.174721717834473,1995-03-07
9.457892417907715,1995-03-08
9.401260375976562,1995-03-09
9.401260375976562,1995-03-10
9.28799057006836,1995-03-13
9.28799057006836,1995-03-14
9.514531135559082,1995-03-15
9.571160316467285,1995-03-16
9.344624519348145,1995-03-17
9.514531135559082,1995-03-20
9.344624519348145,1995-03-21
9.401260375976562,1995-03-22
9.514531135559082,1995-03-23
9.741064071655273,1995-03-24
10.194138526916504,1995-03-27
10.194138526916504,1995-03-28
10.080870628356934,1995-03-29
10.194138526916504,1995-03-30
10.533939361572266,1995-03-31
10.760477066040039,1995-04-03
10.647209167480469,1995-04-04
10.420672416687012,1995-04-05
10.364038467407227,1995-04-06
10.364038467407227,1995-04-07
10.420672416687012,1995-04-10
10.477307319641113,1995-04-11
10.533939361572266,1995-04-12
10.533939361572266,1995-04-13
10.533939361572266,1995-04-17
10.647209167480469,1995-04-18
10.647209167480469,1995-04-19
11.383454322814941,1995-04-20
11.326821327209473,1995-04-21
11.666624069213867,1995-04-24
11.666624069213867,1995-04-25
11.779889106750488,1995-04-26
12.006428718566895,1995-04-27
12.232966423034668,1995-04-28
12.176329612731934,1995-05-01
12.516134262084961,1995-05-02
12.119695663452148,1995-05-03
11.779889106750488,1995-05-04
11.723254203796387,1995-05-05
11.864041328430176,1995-05-08
12.034335136413574,1995-05-09
12.147865295410156,1995-05-10
12.204630851745605,1995-05-11
12.261398315429688,1995-05-12
12.261398315429688,1995-05-15
12.318160057067871,1995-05-16
12.261398315429688,1995-05-17
12.318160057067871,1995-05-18
12.374926567077637,1995-05-19
12.658753395080566,1995-05-22
13.396708488464355,1995-05-23
12.999347686767578,1995-05-24
12.715518951416016,1995-05-25
12.658753395080566,1995-05-26
12.885814666748047,1995-05-30
12.942580223083496,1995-05-31
13.169646263122559,1995-06-01
13.112881660461426,1995-06-02
12.999347686767578,1995-06-05
13.112881660461426,1995-06-06
13.056117057800293,1995-06-07
13.112881660461426,1995-06-08
13.112881660461426,1995-06-09
13.112881660461426,1995-06-12
13.056117057800293,1995-06-13
13.680541038513184,1995-06-14
14.191431999206543,1995-06-15
14.645559310913086,1995-06-16
14.87261962890625,1995-06-19
14.588789939880371,1995-06-20
13.623774528503418,1995-06-21
13.339942932128906,1995-06-22
13.169646263122559,1995-06-23
13.169646263122559,1995-06-26
13.226409912109375,1995-06-27
13.112881660461426,1995-06-28
13.112881660461426,1995-06-29
13.056117057800293,1995-06-30
13.226409912109375,1995-07-03
13.283178329467773,1995-07-05
13.056117057800293,1995-07-06
12.772283554077148,1995-07-07
12.885814666748047,1995-07-10
12.829052925109863,1995-07-11
12.772283554077148,1995-07-12
12.715518951416016,1995-07-13
12.829052925109863,1995-07-14
12.999347686767578,1995-07-17
13.169646263122559,1995-07-18
13.510241508483887,1995-07-19
13.964369773864746,1995-07-20
14.475260734558105,1995-07-21
14.532027244567871,1995-07-24
14.475260734558105,1995-07-25
15.0429105758667,1995-07-26
15.440279006958008,1995-07-27
15.553808212280273,1995-07-28
15.213215827941895,1995-07-31
15.326748847961426,1995-08-01
14.8158540725708,1995-08-02
14.87261962890625,1995-08-03
14.87261962890625,1995-08-04
15.326748847961426,1995-08-07
15.156445503234863,1995-08-08
15.18374252319336,1995-08-09
15.12687873840332,1995-08-10
15.12687873840332,1995-08-11
15.070003509521484,1995-08-14
14.842535972595215,1995-08-15
14.899405479431152,1995-08-16
15.297483444213867,1995-08-17
15.468086242675781,1995-08-18
14.899405479431152,1995-08-21
15.013141632080078,1995-08-22
15.070003509521484,1995-08-23
15.18374252319336,1995-08-24
15.468086242675781,1995-08-25
16.036762237548828,1995-08-28
15.923027992248535,1995-08-29
15.97989273071289,1995-08-30
15.581822395324707,1995-08-31
15.638683319091797,1995-09-01
15.638683319091797,1995-09-05
15.866161346435547,1995-09-06
15.809293746948242,1995-09-07
15.695554733276367,1995-09-08
15.638683319091797,1995-09-11
15.468086242675781,1995-09-12
15.240616798400879,1995-09-13
15.12687873840332,1995-09-14
14.501331329345703,1995-09-15
14.728800773620605,1995-09-18
15.070003509521484,1995-09-19
15.18374252319336,1995-09-20
15.354352951049805,1995-09-21
15.12687873840332,1995-09-22
15.240616798400879,1995-09-25
14.671936988830566,1995-09-26
14.615066528320312,1995-09-27
14.558199882507324,1995-09-28
14.842535972595215,1995-09-29
15.013141632080078,1995-10-02
15.18374252319336,1995-10-03
15.354352951049805,1995-10-04
15.695554733276367,1995-10-05
15.638683319091797,1995-10-06
15.411213874816895,1995-10-09
15.52495288848877,1995-10-10
15.866161346435547,1995-10-11
15.752427101135254,1995-10-12
15.866161346435547,1995-10-13
15.97989273071289,1995-10-16
16.036762237548828,1995-10-17
16.37796974182129,1995-10-18
16.37796974182129,1995-10-19
16.207365036010742,1995-10-20
15.97989273071289,1995-10-23
15.752427101135254,1995-10-24
15.240616798400879,1995-10-25
14.615066528320312,1995-10-26
14.387592315673828,1995-10-27
14.387592315673828,1995-10-30
14.444459915161133,1995-10-31
14.330724716186523,1995-11-01
14.501331329345703,1995-11-02
14.501331329345703,1995-11-03
14.558199882507324,1995-11-06
14.444459915161133,1995-11-07
14.501331329345703,1995-11-08
14.387592315673828,1995-11-09
14.699825286865234,1995-11-10
14.870749473571777,1995-11-13
14.357964515686035,1995-11-14
14.528895378112793,1995-11-15
14.927727699279785,1995-11-16
15.497488975524902,1995-11-17
15.497488975524902,1995-11-20
15.440510749816895,1995-11-21
15.440510749816895,1995-11-22
15.326560974121094,1995-11-24
15.725388526916504,1995-11-27
15.326560974121094,1995-11-28
15.497488975524902,1995-11-29
15.725388526916504,1995-11-30
16.693986892700195,1995-12-01
17.206769943237305,1995-12-04
17.434673309326172,1995-12-05
17.605600357055664,1995-12-06
17.37769317626953,1995-12-07
17.548625946044922,1995-12-08
18.118389129638672,1995-12-11
18.46023941040039,1995-12-12
19.428842544555664,1995-12-13
18.802095413208008,1995-12-14
18.688148498535156,1995-12-15
19.03000831604004,1995-12-18
19.941621780395508,1995-12-19
20.454408645629883,1995-12-20
20.853233337402344,1995-12-21
20.511384963989258,1995-12-22
20.226499557495117,1995-12-26
20.397432327270508,1995-12-27
20.682308197021484,1995-12-28
20.397432327270508,1995-12-29
20.682308197021484,1996-01-02
20.226499557495117,1996-01-03
19.77069091796875,1996-01-04
19.086977005004883,1996-01-05
19.59976577758789,1996-01-08
20.625335693359375,1996-01-09
21.13812255859375,1996-01-10
20.682308197021484,1996-01-11
20.511384963989258,1996-01-12
20.169523239135742,1996-01-15
19.884647369384766,1996-01-16
20.511384963989258,1996-01-17
20.340457916259766,1996-01-18
20.055574417114258,1996-01-19
19.77069091796875,1996-01-22
19.941621780395508,1996-01-23
20.454408645629883,1996-01-24
21.13812255859375,1996-01-25
21.53695297241211,1996-01-26
20.91020965576172,1996-01-29
20.682308197021484,1996-01-30
21.024168014526367,1996-01-31
21.422998428344727,1996-02-01
21.764860153198242,1996-02-02
21.4799747467041,1996-02-05
21.309045791625977,1996-02-06
20.568359375,1996-02-07
20.91020965576172,1996-02-08
21.252071380615234,1996-02-09
21.792905807495117,1996-02-12
21.621755599975586,1996-02-13
21.50765037536621,1996-02-14
22.078147888183594,1996-02-15
21.84995460510254,1996-02-16
21.678802490234375,1996-02-20
21.5647029876709,1996-02-21
21.45060157775879,1996-02-22
21.393550872802734,1996-02-23
20.823055267333984,1996-02-26
20.081417083740234,1996-02-27
19.62502098083496,1996-02-28
19.85321617126465,1996-02-29
19.85321617126465,1996-03-01
19.85321617126465,1996-03-04
19.85321617126465,1996-03-05
20.537813186645508,1996-03-06
20.138463973999023,1996-03-07
19.51091766357422,1996-03-08
20.02436637878418,1996-03-11
19.396821975708008,1996-03-12
19.682065963745117,1996-03-13
20.30961799621582,1996-03-14
20.366666793823242,1996-03-15
20.65191078186035,1996-03-18
21.45060157775879,1996-03-19
21.73585319519043,1996-03-20
21.84995460510254,1996-03-21
21.5647029876709,1996-03-22
22.13520050048828,1996-03-25
22.13520050048828,1996-03-26
22.990943908691406,1996-03-27
23.561433792114258,1996-03-28
23.276182174682617,1996-03-29
23.047988891601562,1996-04-01
23.333240509033203,1996-04-02
22.876842498779297,1996-04-03
23.219141006469727,1996-04-04
22.933895111083984,1996-04-08
24.64537811279297,1996-04-09
25.3299617767334,1996-04-10
25.843408584594727,1996-04-11
24.75946807861328,1996-04-12
24.017833709716797,1996-04-15
24.246028900146484,1996-04-16
23.39028549194336,1996-04-17
23.276182174682617,1996-04-18
23.618473052978516,1996-04-19
24.131933212280273,1996-04-22
24.87356948852539,1996-04-23
25.272920608520508,1996-04-24
26.1286563873291,1996-04-25
26.2998104095459,1996-04-26
26.07160758972168,1996-04-29
25.044715881347656,1996-04-30
24.131933212280273,1996-05-01
23.39028549194336,1996-05-02
23.73257827758789,1996-05-03
23.047988891601562,1996-05-06
22.192243576049805,1996-05-07
22.078147888183594,1996-05-08
23.333240509033203,1996-05-09
24.417177200317383,1996-05-10
23.789634704589844,1996-05-13
23.96078109741211,1996-05-14
23.588390350341797,1996-05-15
23.01724624633789,1996-05-16
23.245708465576172,1996-05-17
23.988189697265625,1996-05-20
24.616456985473633,1996-05-21
24.559341430664062,1996-05-22
24.959142684936523,1996-05-23
25.244722366333008,1996-05-24
24.959142684936523,1996-05-28
24.67357063293457,1996-05-29
24.33088493347168,1996-05-30
24.216659545898438,1996-05-31
23.645505905151367,1996-06-03
23.588390350341797,1996-06-04
23.35993766784668,1996-06-05
23.35993766784668,1996-06-06
23.074357986450195,1996-06-07
22.788785934448242,1996-06-10
22.788785934448242,1996-06-11
22.560325622558594,1996-06-12
22.103410720825195,1996-06-13
21.760717391967773,1996-06-14
21.646495819091797,1996-06-17
21.989181518554688,1996-06-18
21.932065963745117,1996-06-19
21.932065963745117,1996-06-20
22.21763801574707,1996-06-21
22.274747848510742,1996-06-24
23.131473541259766,1996-06-25
23.188583374023438,1996-06-26
23.01724624633789,1996-06-27
23.074357986450195,1996-06-28
23.759729385375977,1996-07-01
24.616456985473633,1996-07-02
24.445110321044922,1996-07-03
24.045316696166992,1996-07-05
24.045316696166992,1996-07-08
24.159543991088867,1996-07-09
24.27376937866211,1996-07-10
24.33088493347168,1996-07-11
24.387996673583984,1996-07-12
24.102418899536133,1996-07-15
23.873971939086914,1996-07-16
23.759729385375977,1996-07-17
23.988189697265625,1996-07-18
23.873971939086914,1996-07-19
24.27376937866211,1996-07-22
24.159543991088867,1996-07-23
23.645505905151367,1996-07-24
23.302812576293945,1996-07-25
23.53127670288086,1996-07-26
23.131473541259766,1996-07-29
22.788785934448242,1996-07-30
22.388980865478516,1996-07-31
22.67455291748047,1996-08-01
22.67455291748047,1996-08-02
22.560325622558594,1996-08-05
22.731672286987305,1996-08-06
22.90302085876465,1996-08-07
22.90302085876465,1996-08-08
23.074357986450195,1996-08-09
22.845901489257812,1996-08-12
22.845901489257812,1996-08-13
22.930530548095703,1996-08-14
22.873348236083984,1996-08-15
22.873348236083984,1996-08-16
22.98771858215332,1996-08-19
23.959827423095703,1996-08-20
24.07419776916504,1996-08-21
24.188562393188477,1996-08-22
24.07419776916504,1996-08-23
23.731096267700195,1996-08-26
23.616735458374023,1996-08-27
24.07419776916504,1996-08-28
23.902647018432617,1996-08-29
24.989131927490234,1996-08-30
25.78969955444336,1996-09-03
25.56096076965332,1996-09-04
25.503780364990234,1996-09-05
25.67533302307129,1996-09-06
25.33223533630371,1996-09-09
25.38941764831543,1996-09-10
26.0184326171875,1996-09-11
26.30434799194336,1996-09-12
26.18998146057129,1996-09-13
26.075618743896484,1996-09-16
25.904064178466797,1996-09-17
26.13279914855957,1996-09-18
26.075618743896484,1996-09-19
25.618148803710938,1996-09-20
25.38941764831543,1996-09-23
25.503780364990234,1996-09-24
26.418718338012695,1996-09-25
26.87618064880371,1996-09-26
27.333650588989258,1996-09-27
28.01984977722168,1996-09-30
27.6767520904541,1996-10-01
28.191408157348633,1996-10-02
28.362953186035156,1996-10-03
28.47731590270996,1996-10-04
28.362953186035156,1996-10-07
28.93479347229004,1996-10-08
28.763240814208984,1996-10-09
28.305776596069336,1996-10-10
28.763240814208984,1996-10-11
29.049150466918945,1996-10-14
29.163516998291016,1996-10-15
29.392250061035156,1996-10-16
30.764644622802734,1996-10-17
30.593101501464844,1996-10-18
30.993385314941406,1996-10-21
28.362953186035156,1996-10-22
29.449434280395508,1996-10-23
29.220703125,1996-10-24
29.96409034729004,1996-10-25
29.56380271911621,1996-10-28
29.049150466918945,1996-10-29
29.27788543701172,1996-10-30
28.93479347229004,1996-10-31
28.763240814208984,1996-11-01
28.01984977722168,1996-11-04
27.562387466430664,1996-11-05
28.191408157348633,1996-11-06
28.706056594848633,1996-11-07
28.706056594848633,1996-11-08
28.248586654663086,1996-11-11
28.01984977722168,1996-11-12
28.848678588867188,1996-11-13
30.165189743041992,1996-11-14
30.623109817504883,1996-11-15
31.36722183227539,1996-11-18
31.653411865234375,1996-11-19
32.05408477783203,1996-11-20
31.36722183227539,1996-11-21
30.852054595947266,1996-11-22
28.96316146850586,1996-11-25
27.932844161987305,1996-11-26
27.646650314331055,1996-11-27
27.58941650390625,1996-11-29
28.44800567626953,1996-12-02
27.990093231201172,1996-12-03
27.875606536865234,1996-12-04
28.047332763671875,1996-12-05
27.417694091796875,1996-12-06
27.53217315673828,1996-12-09
26.444623947143555,1996-12-10
26.215662002563477,1996-12-11
26.78805160522461,1996-12-12
27.13149070739746,1996-12-13
27.761133193969727,1996-12-16
28.16181182861328,1996-12-17
28.90591812133789,1996-12-18
29.6500301361084,1996-12-19
29.76451301574707,1996-12-20
30.10795021057129,1996-12-23
29.6500301361084,1996-12-24
29.30660057067871,1996-12-26
29.535564422607422,1996-12-27
28.791444778442383,1996-12-30
28.676958084106445,1996-12-31
28.90591812133789,1997-01-02
29.134872436523438,1997-01-03
30.680339813232422,1997-01-06
30.966535568237305,1997-01-07
30.10795021057129,1997-01-08
30.73758888244629,1997-01-09
30.909292221069336,1997-01-10
31.081022262573242,1997-01-13
31.081022262573242,1997-01-14
32.56924819946289,1997-01-15
32.45476150512695,1997-01-16
31.99686050415039,1997-01-17
31.424457550048828,1997-01-20
30.852054595947266,1997-01-21
30.165189743041992,1997-01-22
31.252748489379883,1997-01-23
31.424457550048828,1997-01-24
30.10795021057129,1997-01-27
29.6500301361084,1997-01-28
29.6500301361084,1997-01-29
28.390758514404297,1997-01-30
29.993465423583984,1997-01-31
27.474929809570312,1997-02-03
