MMM,Date
0.7028199434280396,1962-01-02
0.7081047296524048,1962-01-03
0.7081047296524048,1962-01-04
0.6896091103553772,1962-01-05
0.6856460571289062,1962-01-08
0.6856460571289062,1962-01-09
0.6777195930480957,1962-01-10
0.6750770807266235,1962-01-11
0.6618660688400269,1962-01-12
0.6684713959693909,1962-01-15
0.6803619861602783,1962-01-16
0.6750770807266235,1962-01-17
0.6803619861602783,1962-01-18
0.6724352240562439,1962-01-19
0.6763983368873596,1962-01-22
0.6737563014030457,1962-01-23
0.679040253162384,1962-01-24
0.6750770807266235,1962-01-25
0.6777195930480957,1962-01-26
0.6671503782272339,1962-01-29
0.6724352240562439,1962-01-30
0.6975358724594116,1962-01-31
0.7186729311943054,1962-02-01
0.7265990972518921,1962-02-02
0.7384897470474243,1962-02-05
0.7398101091384888,1962-02-06
0.7384897470474243,1962-02-07
0.7371687889099121,1962-02-08
0.7358470559120178,1962-02-09
0.7292414307594299,1962-02-12
0.7186729311943054,1962-02-13
0.6975358724594116,1962-02-14
0.7001779079437256,1962-02-15
0.7001779079437256,1962-02-16
0.6903718113899231,1962-02-19
0.7181986570358276,1962-02-20
0.7155486345291138,1962-02-21
0.7089232802391052,1962-02-23
0.706273078918457,1962-02-26
0.7009729743003845,1962-02-27
0.7075986862182617,1962-02-28
0.7049480676651001,1962-03-01
0.7009729743003845,1962-03-02
0.6943472027778625,1962-03-05
0.6943472027778625,1962-03-06
0.6996480822563171,1962-03-07
0.7036230564117432,1962-03-08
0.7049480676651001,1962-03-09
0.7155486345291138,1962-03-12
0.7367500066757202,1962-03-13
0.7394009232521057,1962-03-14
0.742050290107727,1962-03-15
0.7394009232521057,1962-03-16
0.7380752563476562,1962-03-19
0.7367500066757202,1962-03-20
0.7407258749008179,1962-03-21
0.7367500066757202,1962-03-22
0.7380752563476562,1962-03-23
0.7367500066757202,1962-03-26
0.7327749729156494,1962-03-27
0.7367500066757202,1962-03-28
0.7407258749008179,1962-03-29
0.7407258749008179,1962-03-30
0.7394009232521057,1962-04-02
0.7234997153282166,1962-04-03
0.7155486345291138,1962-04-04
0.7261499166488647,1962-04-05
0.7287992835044861,1962-04-06
0.7234997153282166,1962-04-09
0.7354253530502319,1962-04-10
0.7274743914604187,1962-04-11
0.7354253530502319,1962-04-12
0.7327749729156494,1962-04-13
0.7287992835044861,1962-04-16
0.7314496040344238,1962-04-17
0.7208490967750549,1962-04-18
0.7287992835044861,1962-04-19
0.7287992835044861,1962-04-23
0.7274743914604187,1962-04-24
0.7234997153282166,1962-04-25
0.7115731239318848,1962-04-26
0.7102488875389099,1962-04-27
0.6731460094451904,1962-04-30
0.6903718113899231,1962-05-01
0.7102488875389099,1962-05-02
0.7208490967750549,1962-05-03
0.7155486345291138,1962-05-04
0.7075986862182617,1962-05-07
0.7049480676651001,1962-05-08
0.6956723928451538,1962-05-09
0.6837464570999146,1962-05-10
0.6665204763412476,1962-05-11
0.6678454279899597,1962-05-14
0.6863968968391418,1962-05-15
0.6797716617584229,1962-05-16
0.6718206405639648,1962-05-17
0.6638702154159546,1962-05-18
0.6744713187217712,1962-05-21
0.6545949578285217,1962-05-22
0.6148419976234436,1962-05-23
0.6148419976234436,1962-05-24
0.609541654586792,1962-05-25
0.5340112447738647,1962-05-28
0.6121922731399536,1962-05-29
0.5830396413803101,1962-05-31
0.5631639361381531,1962-06-01
0.5353365540504456,1962-06-04
0.5605129599571228,1962-06-05
0.5565380454063416,1962-06-06
0.5552127361297607,1962-06-07
0.5565380454063416,1962-06-08
0.5419622659683228,1962-06-11
0.5260611772537231,1962-06-12
0.5154602527618408,1962-06-13
0.5022091865539551,1962-06-14
0.5128100514411926,1962-06-15
0.4876333475112915,1962-06-18
0.4876333475112915,1962-06-19
0.4651074707508087,1962-06-20
0.4571561813354492,1962-06-21
0.44788095355033875,1962-06-22
0.4664318859577179,1962-06-25
0.4571561813354492,1962-06-26
0.4677571952342987,1962-06-27
0.5008844137191772,1962-06-28
0.4969090521335602,1962-06-29
0.5101602077484131,1962-07-02
0.5273855924606323,1962-07-03
0.5287110805511475,1962-07-05
0.5075097680091858,1962-07-06
0.5260611772537231,1962-07-09
0.5234107971191406,1962-07-10
0.530036449432373,1962-07-11
0.53136146068573,1962-07-12
0.530036449432373,1962-07-13
0.5432871580123901,1962-07-16
0.5234107971191406,1962-07-17
0.5141350030899048,1962-07-18
0.5128100514411926,1962-07-19
0.5194351673126221,1962-07-20
0.5114851593971252,1962-07-23
0.5048591494560242,1962-07-24
0.5114851593971252,1962-07-25
0.5141350030899048,1962-07-26
0.5247361063957214,1962-07-27
0.5353365540504456,1962-07-30
0.539312481880188,1962-07-31
0.5273855924606323,1962-08-01
0.5379868745803833,1962-08-02
0.5273855924606323,1962-08-03
0.5234107971191406,1962-08-06
0.5167852640151978,1962-08-07
0.5273855924606323,1962-08-08
0.5247361063957214,1962-08-09
0.5234107971191406,1962-08-10
0.5207606554031372,1962-08-13
0.5287110805511475,1962-08-14
0.5379868745803833,1962-08-15
0.539312481880188,1962-08-16
0.5605129599571228,1962-08-17
0.5737640261650085,1962-08-20
0.5719022750854492,1962-08-21
0.5905222296714783,1962-08-22
0.5719022750854492,1962-08-23
0.5745620727539062,1962-08-24
0.5798821449279785,1962-08-27
0.5639221668243408,1962-08-28
0.5599321126937866,1962-08-29
0.5625917911529541,1962-08-30
0.5745620727539062,1962-08-31
0.5692423582077026,1962-09-04
0.5612619519233704,1962-09-05
0.5546122789382935,1962-09-06
0.5466318130493164,1962-09-07
0.5479620695114136,1962-09-10
0.5426417589187622,1962-09-11
0.5439721941947937,1962-09-12
0.5506222248077393,1962-09-13
0.5692423582077026,1962-09-14
0.5692423582077026,1962-09-17
0.5652523040771484,1962-09-18
0.5652523040771484,1962-09-19
0.5599321126937866,1962-09-20
0.5426417589187622,1962-09-21
0.5213618278503418,1962-09-24
0.5266825556755066,1962-09-25
0.5147117972373962,1962-09-26
0.5133821368217468,1962-09-27
0.5160418748855591,1962-09-28
0.5014116764068604,1962-10-01
0.5080621242523193,1962-10-02
0.5067317485809326,1962-10-03
0.5107215642929077,1962-10-04
0.5187017321586609,1962-10-05
0.5213618278503418,1962-10-08
0.5240222215652466,1962-10-09
0.5226919054985046,1962-10-10
0.5187017321586609,1962-10-11
0.5147117972373962,1962-10-12
0.5253519415855408,1962-10-15
0.5147117972373962,1962-10-16
0.5107215642929077,1962-10-17
0.5120523571968079,1962-10-18
0.5000816583633423,1962-10-19
0.48944199085235596,1962-10-22
0.4708217680454254,1962-10-23
0.5107215642929077,1962-10-24
0.4907717704772949,1962-10-25
0.4827917814254761,1962-10-26
0.5014116764068604,1962-10-29
0.5120523571968079,1962-10-30
0.5027419924736023,1962-10-31
0.5173719525337219,1962-11-01
0.5253519415855408,1962-11-02
0.5253519415855408,1962-11-05
0.5280123949050903,1962-11-07
0.5173719525337219,1962-11-08
0.5346618294715881,1962-11-09
0.5453020334243774,1962-11-12
0.5320022702217102,1962-11-13
0.5453020334243774,1962-11-14
0.551952064037323,1962-11-15
0.5559424757957458,1962-11-16
0.5540729761123657,1962-11-19
0.5687599182128906,1962-11-20
0.5834454894065857,1962-11-21
0.5767698287963867,1962-11-23
0.5740992426872253,1962-11-26
0.5874512791633606,1962-11-27
0.5861155390739441,1962-11-28
0.5767698287963867,1962-11-29
0.5821101665496826,1962-11-30
0.578105092048645,1962-12-03
0.6114824414253235,1962-12-04
0.6128180027008057,1962-12-05
0.6048071980476379,1962-12-06
0.6008020639419556,1962-12-07
0.5847810506820679,1962-12-10
0.5740992426872253,1962-12-11
0.580775260925293,1962-12-12
0.5714298486709595,1962-12-13
0.5901209712028503,1962-12-14
0.5767698287963867,1962-12-17
0.5674242973327637,1962-12-18
0.5687599182128906,1962-12-19
0.5660885572433472,1962-12-20
0.5674242973327637,1962-12-21
0.5634186267852783,1962-12-24
0.5660885572433472,1962-12-26
0.5660885572433472,1962-12-27
0.5594131946563721,1962-12-28
0.5660885572433472,1962-12-31
0.5634186267852783,1963-01-02
0.59145587682724,1963-01-03
0.6034724712371826,1963-01-04
0.6101476550102234,1963-01-07
0.6141532063484192,1963-01-08
0.6034724712371826,1963-01-09
0.6114824414253235,1963-01-10
0.6234989166259766,1963-01-11
0.6341801881790161,1963-01-14
0.6488656997680664,1963-01-15
0.6341801881790161,1963-01-16
0.666223406791687,1963-01-17
0.6622171998023987,1963-01-18
0.6648877859115601,1963-01-21
0.6542062163352966,1963-01-22
0.651536226272583,1963-01-23
0.6448608636856079,1963-01-24
0.651536226272583,1963-01-25
0.651536226272583,1963-01-28
0.651536226272583,1963-01-29
0.6408548951148987,1963-01-30
0.6421908140182495,1963-01-31
0.6421908140182495,1963-02-01
0.6341801881790161,1963-02-04
0.6435255408287048,1963-02-05
0.6408548951148987,1963-02-06
0.638185441493988,1963-02-07
0.6328442096710205,1963-02-08
0.6194935441017151,1963-02-11
