ED,Date
0.24948513507843018,1962-05-21
0.2449863851070404,1962-05-22
0.24212342500686646,1962-05-23
0.23803365230560303,1962-05-24
0.23394352197647095,1962-05-25
0.2204468697309494,1962-05-28
0.22821778059005737,1962-05-29
0.2372155338525772,1962-05-31
0.23966948688030243,1962-06-01
0.22903573513031006,1962-06-04
0.23148956894874573,1962-06-05
0.23517055809497833,1962-06-06
0.23271659016609192,1962-06-07
0.23394352197647095,1962-06-08
0.23230770230293274,1962-06-11
0.22617262601852417,1962-06-12
0.22903573513031006,1962-06-13
0.22576379776000977,1962-06-14
0.22903573513031006,1962-06-15
0.2347615361213684,1962-06-18
0.23394352197647095,1962-06-19
0.23067153990268707,1962-06-20
0.22617262601852417,1962-06-21
0.2208557426929474,1962-06-22
0.22167372703552246,1962-06-25
0.22167372703552246,1962-06-26
0.223309725522995,1962-06-27
0.2269906997680664,1962-06-28
0.22862666845321655,1962-06-29
0.23189866542816162,1962-07-02
0.23230770230293274,1962-07-03
0.23312565684318542,1962-07-05
0.23394352197647095,1962-07-06
0.23680657148361206,1962-07-09
0.23926056921482086,1962-07-10
0.2400783896446228,1962-07-11
0.24089652299880981,1962-07-12
0.2400783896446228,1962-07-13
0.24212342500686646,1962-07-16
0.23639754951000214,1962-07-17
0.23885151743888855,1962-07-18
0.237624391913414,1962-07-19
0.23885151743888855,1962-07-20
0.23803365230560303,1962-07-23
0.237624391913414,1962-07-24
0.2400783896446228,1962-07-25
0.24294137954711914,1962-07-26
0.2437593638896942,1962-07-27
0.2449863851070404,1962-07-30
0.2458125203847885,1962-07-31
0.24457316100597382,1962-08-01
0.2458125203847885,1962-08-02
0.24457316100597382,1962-08-03
0.24333395063877106,1962-08-06
0.24209438264369965,1962-08-07
0.24292074143886566,1962-08-08
0.24168144166469574,1962-08-09
0.24250762164592743,1962-08-10
0.24209438264369965,1962-08-13
0.24333395063877106,1962-08-14
0.24457316100597382,1962-08-15
0.24498644471168518,1962-08-16
0.24705202877521515,1962-08-17
0.2491176426410675,1962-08-20
0.25366225838661194,1962-08-21
0.25531458854675293,1962-08-22
0.25903284549713135,1962-08-23
0.25903284549713135,1962-08-24
0.25531458854675293,1962-08-27
0.25572770833969116,1962-08-28
0.25448834896087646,1962-08-29
0.25118333101272583,1962-08-30
0.2507700026035309,1962-08-31
0.24953073263168335,1962-09-04
0.24787820875644684,1962-09-05
0.25118333101272583,1962-09-06
0.25118333101272583,1962-09-07
0.25407540798187256,1962-09-10
0.25200942158699036,1962-09-11
0.2528359293937683,1962-09-12
0.2528359293937683,1962-09-13
0.25118333101272583,1962-09-14
0.2515963613986969,1962-09-17
0.25200942158699036,1962-09-18
0.2528359293937683,1962-09-19
0.2515963613986969,1962-09-20
0.2491176426410675,1962-09-21
0.24126821756362915,1962-09-24
0.24539951980113983,1962-09-25
0.24250762164592743,1962-09-26
0.24374672770500183,1962-09-27
0.2458125203847885,1962-09-28
0.24292074143886566,1962-10-01
0.24457316100597382,1962-10-02
0.24292074143886566,1962-10-03
0.24498644471168518,1962-10-04
0.24622568488121033,1962-10-05
0.24746520817279816,1962-10-08
0.24746520817279816,1962-10-09
0.24787820875644684,1962-10-10
0.24746520817279816,1962-10-11
0.2458125203847885,1962-10-12
0.24622568488121033,1962-10-15
0.24663864076137543,1962-10-16
0.2458125203847885,1962-10-17
0.24374672770500183,1962-10-18
0.2396157681941986,1962-10-19
0.23631055653095245,1962-10-22
0.22804805636405945,1962-10-23
0.2317662090063095,1962-10-24
0.23217922449111938,1962-10-25
0.23259222507476807,1962-10-26
0.23796330392360687,1962-10-29
0.24046799540519714,1962-10-30
0.2425554394721985,1962-10-31
0.2425554394721985,1962-11-01
0.2446427196264267,1962-11-02
0.24506039917469025,1962-11-05
0.24714773893356323,1962-11-07
0.24923497438430786,1962-11-08
0.2504873275756836,1962-11-09
0.2521573603153229,1962-11-12
0.2521573603153229,1962-11-13
0.2550797760486603,1962-11-14
0.25716710090637207,1962-11-15
0.25716710090637207,1962-11-16
0.25716710090637207,1962-11-19
0.2588370740413666,1962-11-20
0.26134198904037476,1962-11-21
0.26384687423706055,1962-11-23
0.26551687717437744,1962-11-26
0.266769140958786,1962-11-27
0.2650991678237915,1962-11-28
0.2671866714954376,1962-11-29
0.26551687717437744,1962-11-30
0.26551687717437744,1962-12-03
0.266769140958786,1962-12-04
0.2650991678237915,1962-12-05
0.266769140958786,1962-12-06
0.2663516700267792,1962-12-07
0.26593416929244995,1962-12-10
0.2671866714954376,1962-12-11
0.27136150002479553,1962-12-12
0.2721964120864868,1962-12-13
0.27470123767852783,1962-12-14
0.2738663852214813,1962-12-17
0.2738663852214813,1962-12-18
0.2742839455604553,1962-12-19
0.2759535014629364,1962-12-20
0.27720630168914795,1962-12-21
0.2763713002204895,1962-12-24
0.27845877408981323,1962-12-26
0.27845877408981323,1962-12-27
0.2788761854171753,1962-12-28
0.27971115708351135,1962-12-31
0.2734490931034088,1963-01-02
0.27804088592529297,1963-01-03
0.2788761854171753,1963-01-04
0.2788761854171753,1963-01-07
0.2813810706138611,1963-01-08
0.2822158634662628,1963-01-09
0.28388598561286926,1963-01-10
0.28305089473724365,1963-01-11
0.2843034267425537,1963-01-14
0.28472059965133667,1963-01-15
0.2822158634662628,1963-01-16
0.2843034267425537,1963-01-17
0.2851381003856659,1963-01-18
0.28555575013160706,1963-01-21
0.287643164396286,1963-01-22
0.28722554445266724,1963-01-23
0.29307031631469727,1963-01-24
0.2922355532646179,1963-01-25
0.29265284538269043,1963-01-28
0.2905474007129669,1963-01-29
0.291389524936676,1963-01-30
0.29096871614456177,1963-01-31
0.291810542345047,1963-02-01
0.291810542345047,1963-02-04
0.291810542345047,1963-02-05
0.2922317385673523,1963-02-06
0.29349514842033386,1963-02-07
0.2930741012096405,1963-02-08
0.2964427173137665,1963-02-11
0.2968636751174927,1963-02-12
0.2998112142086029,1963-02-13
0.29854804277420044,1963-02-14
0.3006534278392792,1963-02-15
0.29939010739326477,1963-02-18
0.2964427173137665,1963-02-19
0.29560035467147827,1963-02-20
0.29517948627471924,1963-02-21
0.29560035467147827,1963-02-25
0.2930741012096405,1963-02-26
0.29012635350227356,1963-02-27
0.2838102877140045,1963-02-28
0.28212592005729675,1963-03-01
0.2871786653995514,1963-03-04
0.2880209982395172,1963-03-05
0.28633660078048706,1963-03-06
0.2880209982395172,1963-03-07
0.28675782680511475,1963-03-08
0.28759968280792236,1963-03-11
0.28886309266090393,1963-03-12
0.29096871614456177,1963-03-13
0.291810542345047,1963-03-14
0.2922317385673523,1963-03-15
0.291389524936676,1963-03-18
0.28970521688461304,1963-03-19
0.2892841696739197,1963-03-20
0.28633660078048706,1963-03-21
0.28507328033447266,1963-03-22
0.28549450635910034,1963-03-25
0.28549450635910034,1963-03-26
0.2871786653995514,1963-03-27
0.28591546416282654,1963-03-28
0.28591546416282654,1963-03-29
0.28591546416282654,1963-04-01
0.2871786653995514,1963-04-02
0.28970521688461304,1963-04-03
0.28675782680511475,1963-04-04
0.2880209982395172,1963-04-05
0.2905474007129669,1963-04-08
0.2905474007129669,1963-04-09
0.2892841696739197,1963-04-10
0.28886309266090393,1963-04-11
0.29096871614456177,1963-04-15
0.29349514842033386,1963-04-16
0.29517948627471924,1963-04-17
0.29517948627471924,1963-04-18
0.2943371832370758,1963-04-19
0.29391616582870483,1963-04-22
0.2943371832370758,1963-04-23
0.2930741012096405,1963-04-24
0.29265278577804565,1963-04-25
0.2930741012096405,1963-04-26
0.29391616582870483,1963-04-29
0.29459622502326965,1963-04-30
0.29332107305526733,1963-05-01
0.2928958237171173,1963-05-02
0.29332107305526733,1963-05-03
0.2916206121444702,1963-05-06
0.29077038168907166,1963-05-07
0.2924708127975464,1963-05-08
0.2928958237171173,1963-05-09
0.29459622502326965,1963-05-10
0.2954464554786682,1963-05-13
0.29417121410369873,1963-05-14
0.2954464554786682,1963-05-15
0.29459622502326965,1963-05-16
0.29332107305526733,1963-05-17
0.29374632239341736,1963-05-20
0.29459622502326965,1963-05-21
0.29417121410369873,1963-05-22
0.2954464554786682,1963-05-23
0.2954464554786682,1963-05-24
0.29417121410369873,1963-05-27
0.29502129554748535,1963-05-28
0.29417121410369873,1963-05-29
0.29417121410369873,1963-05-31
0.29332107305526733,1963-06-03
0.2916206121444702,1963-06-04
0.2899200916290283,1963-06-05
0.2894950807094574,1963-06-06
0.2890699505805969,1963-06-07
0.2882198095321655,1963-06-10
0.28651943802833557,1963-06-11
0.2882198095321655,1963-06-12
0.2882198095321655,1963-06-13
0.2882198095321655,1963-06-14
0.28736934065818787,1963-06-17
0.2890699505805969,1963-06-18
0.2877945601940155,1963-06-19
0.28736934065818787,1963-06-20
0.28566914796829224,1963-06-21
0.28566914796829224,1963-06-24
0.28524404764175415,1963-06-25
0.28524404764175415,1963-06-26
0.28566914796829224,1963-06-27
0.28524404764175415,1963-06-28
0.2882198095321655,1963-07-01
0.2920456528663635,1963-07-02
0.29077038168907166,1963-07-03
0.2924708127975464,1963-07-05
0.2911955714225769,1963-07-08
0.2924708127975464,1963-07-09
0.2899200916290283,1963-07-10
0.29077038168907166,1963-07-11
0.2916206121444702,1963-07-12
0.2911955714225769,1963-07-15
0.2924708127975464,1963-07-16
0.29077038168907166,1963-07-17
0.29077038168907166,1963-07-18
0.2911955714225769,1963-07-19
0.29034510254859924,1963-07-22
0.2911955714225769,1963-07-23
0.2911955714225769,1963-07-24
0.2924708127975464,1963-07-25
0.29374632239341736,1963-07-26
0.2954464554786682,1963-07-29
0.2965625822544098,1963-07-30
0.2982789874076843,1963-07-31
0.2965625822544098,1963-08-01
0.29699158668518066,1963-08-02
0.29699158668518066,1963-08-05
0.2987082004547119,1963-08-06
0.2987082004547119,1963-08-07
0.299137681722641,1963-08-08
0.299137681722641,1963-08-09
0.299137681722641,1963-08-12
0.2987082004547119,1963-08-13
0.299137681722641,1963-08-14
0.30299994349479675,1963-08-15
0.30299994349479675,1963-08-16
0.30085426568984985,1963-08-19
0.30128321051597595,1963-08-20
0.30385828018188477,1963-08-21
0.3051459789276123,1963-08-22
0.30428755283355713,1963-08-23
0.30299994349479675,1963-08-26
0.30214178562164307,1963-08-27
0.30471670627593994,1963-08-28
0.30643343925476074,1963-08-29
0.30643343925476074,1963-08-30
0.3060043454170227,1963-09-03
0.30385828018188477,1963-09-04
0.30385828018188477,1963-09-05
0.30471670627593994,1963-09-06
0.30342942476272583,1963-09-09
0.30428755283355713,1963-09-10
0.30471670627593994,1963-09-11
0.30385828018188477,1963-09-12
0.30342942476272583,1963-09-13
0.30299994349479675,1963-09-16
0.30385828018188477,1963-09-17
0.30385828018188477,1963-09-18
0.3051459789276123,1963-09-19
0.30643343925476074,1963-09-20
0.30471670627593994,1963-09-23
0.30385828018188477,1963-09-24
0.3025708496570587,1963-09-25
0.2982789874076843,1963-09-26
0.2987082004547119,1963-09-27
0.2987082004547119,1963-09-30
0.2974206209182739,1963-10-01
0.2965625822544098,1963-10-02
0.29699158668518066,1963-10-03
0.3004249334335327,1963-10-04
0.29784977436065674,1963-10-07
0.2995666265487671,1963-10-08
0.29699158668518066,1963-10-09
0.29699158668518066,1963-10-10
0.2999958097934723,1963-10-11
0.2957039475440979,1963-10-14
0.2957039475440979,1963-10-15
0.29699158668518066,1963-10-16
0.2957039475440979,1963-10-17
0.2961333394050598,1963-10-18
0.2974206209182739,1963-10-21
0.29699158668518066,1963-10-22
0.2957039475440979,1963-10-23
0.29441651701927185,1963-10-24
0.29312869906425476,1963-10-25
0.2914120852947235,1963-10-28
0.29210567474365234,1963-10-29
0.2938394248485565,1963-10-30
0.29817309975624084,1963-10-31
0.2947061061859131,1963-11-01
0.29513949155807495,1963-11-04
0.2916724681854248,1963-11-06
0.2938394248485565,1963-11-07
0.29600605368614197,1963-11-08
0.2964395582675934,1963-11-11
0.2973064184188843,1963-11-12
0.29990682005882263,1963-11-13
0.30034008622169495,1963-11-14
0.29990682005882263,1963-11-15
0.30034008622169495,1963-11-18
0.30034008622169495,1963-11-19
0.29773974418640137,1963-11-20
0.2964395582675934,1963-11-21
0.29123884439468384,1963-11-22
0.2929723560810089,1963-11-26
0.2947061061859131,1963-11-27
0.29600605368614197,1963-11-29
0.2955726981163025,1963-12-02
0.2938394248485565,1963-12-03
0.29600605368614197,1963-12-04
0.2964395582675934,1963-12-05
0.29600605368614197,1963-12-06
0.2968730926513672,1963-12-09
0.2973064184188843,1963-12-10
0.2973064184188843,1963-12-11
0.29513949155807495,1963-12-12
0.29600605368614197,1963-12-13
0.2942725121974945,1963-12-16
0.2938394248485565,1963-12-17
0.2929723560810089,1963-12-18
0.2916724681854248,1963-12-19
0.2916724681854248,1963-12-20
0.29253917932510376,1963-12-23
0.29037222266197205,1963-12-24
0.29037222266197205,1963-12-26
0.29123884439468384,1963-12-27
0.29037222266197205,1963-12-30
0.29123884439468384,1963-12-31
0.29123884439468384,1964-01-02
0.29080554842948914,1964-01-03
0.29253917932510376,1964-01-06
0.2929723560810089,1964-01-07
0.2938394248485565,1964-01-08
0.29253917932510376,1964-01-09
0.29340556263923645,1964-01-10
0.29080554842948914,1964-01-13
0.2890720069408417,1964-01-14
0.29080554842948914,1964-01-15
0.2895052134990692,1964-01-16
0.2895052134990692,1964-01-17
0.2890720069408417,1964-01-20
0.2955726981163025,1964-01-21
0.2968730926513672,1964-01-22
0.2916724681854248,1964-01-23
0.29123884439468384,1964-01-24
0.29253917932510376,1964-01-27
0.29340556263923645,1964-01-28
0.2916724681854248,1964-01-29
0.29080554842948914,1964-01-30
0.2916724681854248,1964-01-31
0.2916724681854248,1964-02-03
0.29149720072746277,1964-02-04
0.29149720072746277,1964-02-05
0.2932479679584503,1964-02-06
0.29193493723869324,1964-02-07
0.29062187671661377,1964-02-10
0.2888711392879486,1964-02-11
0.2879956066608429,1964-02-12
0.2888711392879486,1964-02-13
0.288433313369751,1964-02-14
0.2879956066608429,1964-02-17
0.2875581681728363,1964-02-18
0.288433313369751,1964-02-19
0.2875581681728363,1964-02-20
0.2888711392879486,1964-02-24
0.2888711392879486,1964-02-25
0.2941233217716217,1964-02-26
0.29456108808517456,1964-02-27
0.29718706011772156,1964-02-28
0.29718706011772156,1964-03-02
0.2932479679584503,1964-03-03
0.29456108808517456,1964-03-04
0.29368555545806885,1964-03-05
0.2932479679584503,1964-03-06
0.29368555545806885,1964-03-09
0.2932479679584503,1964-03-10
0.2932479679584503,1964-03-11
0.29368555545806885,1964-03-12
0.2941233217716217,1964-03-13
0.2963116466999054,1964-03-16
0.295436292886734,1964-03-17
0.29718706011772156,1964-03-18
0.2976248562335968,1964-03-19
0.2989378571510315,1964-03-20
0.3015637993812561,1964-03-23
0.30375242233276367,1964-03-24
0.30287694931030273,1964-03-25
0.30331477522850037,1964-03-26
0.30331477522850037,1964-03-30
0.3015637993812561,1964-03-31
0.3041900396347046,1964-04-01
0.30287694931030273,1964-04-02
0.30375242233276367,1964-04-03
0.30375242233276367,1964-04-06
0.30287694931030273,1964-04-07
0.30287694931030273,1964-04-08
0.2989378571510315,1964-04-09
0.29981330037117004,1964-04-10
0.2989378571510315,1964-04-13
0.3020016849040985,1964-04-14
0.30287694931030273,1964-04-15
0.3041900396347046,1964-04-16
0.30331477522850037,1964-04-17
0.30375242233276367,1964-04-20
0.30375242233276367,1964-04-21
0.305503249168396,1964-04-22
0.30331477522850037,1964-04-23
0.3020016849040985,1964-04-24
0.3002508878707886,1964-04-27
0.3002508878707886,1964-04-28
0.2976248562335968,1964-04-29
0.2976248562335968,1964-04-30
0.3006884455680847,1964-05-01
0.3002508878707886,1964-05-04
0.3000740706920624,1964-05-05
0.3027259409427643,1964-05-06
0.30051594972610474,1964-05-07
0.30184197425842285,1964-05-08
0.30139994621276855,1964-05-11
0.30228370428085327,1964-05-12
0.30184197425842285,1964-05-13
0.2987484037876129,1964-05-14
0.2987484037876129,1964-05-15
0.29830649495124817,1964-05-18
0.2996320128440857,1964-05-19
0.2991902530193329,1964-05-20
0.2996320128440857,1964-05-21
0.2996320128440857,1964-05-22
0.30051594972610474,1964-05-25
0.30051594972610474,1964-05-26
0.3000740706920624,1964-05-27
0.29830649495124817,1964-05-28
0.2969805896282196,1964-06-01
0.29521262645721436,1964-06-02
0.2969805896282196,1964-06-03
0.29742249846458435,1964-06-04
0.2969805896282196,1964-06-05
0.3031674921512604,1964-06-08
0.3053773045539856,1964-06-09
0.3106805086135864,1964-06-10
0.3146580159664154,1964-06-11
0.313774049282074,1964-06-12
0.3173094689846039,1964-06-15
0.31642577052116394,1964-06-16
0.3177514672279358,1964-06-17
0.3173094689846039,1964-06-18
0.31554192304611206,1964-06-19
0.31907716393470764,1964-06-22
0.3181934058666229,1964-06-23
0.3181934058666229,1964-06-24
0.31863540410995483,1964-06-25
0.32040315866470337,1964-06-26
0.3168676197528839,1964-06-29
0.3150997757911682,1964-06-30
0.3181934058666229,1964-07-01
0.3199610114097595,1964-07-02
0.3199610114097595,1964-07-06
0.32217076420783997,1964-07-07
0.32172891497612,1964-07-08
0.3248225152492523,1964-07-09
0.3252643644809723,1964-07-10
0.3261480927467346,1964-07-13
0.3296835422515869,1964-07-14
0.3296835422515869,1964-07-15
0.32879990339279175,1964-07-16
0.3296835422515869,1964-07-17
0.3296835422515869,1964-07-20
0.3296835422515869,1964-07-21
0.32924196124076843,1964-07-22
0.32924196124076843,1964-07-23
0.32879990339279175,1964-07-24
0.32879990339279175,1964-07-27
0.3252643644809723,1964-07-28
0.3261480927467346,1964-07-29
0.3261480927467346,1964-07-30
0.3274739980697632,1964-07-31
0.32703205943107605,1964-08-03
0.325962096452713,1964-08-04
0.32373255491256714,1964-08-05
0.3228403627872467,1964-08-06
0.3228403627872467,1964-08-07
0.32373255491256714,1964-08-10
0.31704360246658325,1964-08-11
0.31659770011901855,1964-08-12
0.31748977303504944,1964-08-13
0.3161519765853882,1964-08-14
0.31704360246658325,1964-08-17
0.31659770011901855,1964-08-18
0.3161519765853882,1964-08-19
0.3157059848308563,1964-08-20
0.31704360246658325,1964-08-21
0.31704360246658325,1964-08-24
0.3188273012638092,1964-08-25
0.31927329301834106,1964-08-26
0.3197192847728729,1964-08-27
0.3188273012638092,1964-08-28
0.3183814585208893,1964-08-31
0.32061102986335754,1964-09-01
0.3232865631580353,1964-09-02
0.32194867730140686,1964-09-03
0.3232865631580353,1964-09-04
0.32373255491256714,1964-09-08
0.32462427020072937,1964-09-09
0.32551589608192444,1964-09-10
0.32997506856918335,1964-09-11
0.33175885677337646,1964-09-14
0.3304210603237152,1964-09-15
0.33086714148521423,1964-09-16
0.33175885677337646,1964-09-17
0.33086714148521423,1964-09-18
0.33309638500213623,1964-09-21
0.33354252576828003,1964-09-22
0.33354252576828003,1964-09-23
0.33398833870887756,1964-09-24
0.3344343900680542,1964-09-25
0.3357720375061035,1964-09-28
0.3362179696559906,1964-09-29
0.3411228656768799,1964-09-30
0.3415687680244446,1964-10-01
0.33978521823883057,1964-10-02
0.3406769633293152,1964-10-05
0.34246066212654114,1964-10-06
0.34424424171447754,1964-10-07
0.34424424171447754,1964-10-08
0.34379860758781433,1964-10-09
0.3429069221019745,1964-10-12
0.3415687680244446,1964-10-13
0.3411228656768799,1964-10-14
0.3344343900680542,1964-10-15
0.3375557065010071,1964-10-16
0.338893324136734,1964-10-19
0.338893324136734,1964-10-20
0.338893324136734,1964-10-21
0.33710959553718567,1964-10-22
0.33666372299194336,1964-10-23
0.33800163865089417,1964-10-26
0.33354252576828003,1964-10-27
0.3344343900680542,1964-10-28
0.33354252576828003,1964-10-29
0.3344343900680542,1964-10-30
0.3338046371936798,1964-11-02
0.3338046371936798,1964-11-04
0.3347042202949524,1964-11-05
0.33335456252098083,1964-11-06
0.3347042202949524,1964-11-09
0.33335456252098083,1964-11-10
0.3329046666622162,1964-11-11
0.33335456252098083,1964-11-12
0.3329046666622162,1964-11-13
0.3329046666622162,1964-11-16
0.3342543840408325,1964-11-17
0.3329046666622162,1964-11-18
0.3347042202949524,1964-11-19
0.3374035358428955,1964-11-20
0.3374035358428955,1964-11-23
0.3356039524078369,1964-11-24
0.3356039524078369,1964-11-25
0.3338046371936798,1964-11-27
0.33065536618232727,1964-11-30
0.3293057978153229,1964-12-01
0.330205500125885,1964-12-02
0.33245494961738586,1964-12-03
0.33155524730682373,1964-12-04
0.33920302987098694,1964-12-07
0.33965274691581726,1964-12-08
0.33965274691581726,1964-12-09
0.33920302987098694,1964-12-10
0.3410024642944336,1964-12-11
0.34370157122612,1964-12-14
0.3423520624637604,1964-12-15
0.3419020473957062,1964-12-16
0.3410024642944336,1964-12-17
0.33965274691581726,1964-12-18
0.33875298500061035,1964-12-21
0.3365037441253662,1964-12-22
0.3356039524078369,1964-12-23
0.3383032977581024,1964-12-24
0.3423520624637604,1964-12-28
0.34550100564956665,1964-12-29
0.34640079736709595,1964-12-30
0.3473004698753357,1964-12-31
0.34505119919776917,1965-01-04
0.3446013033390045,1965-01-05
0.34415143728256226,1965-01-06
0.34370157122612,1965-01-07
0.34325194358825684,1965-01-08
0.34280186891555786,1965-01-11
0.34415143728256226,1965-01-12
0.34505119919776917,1965-01-13
0.3446013033390045,1965-01-14
0.34415143728256226,1965-01-15
0.34550100564956665,1965-01-18
0.3468509316444397,1965-01-19
0.3473004698753357,1965-01-20
0.3491000533103943,1965-01-21
0.3491000533103943,1965-01-22
0.3491000533103943,1965-01-25
0.3477506935596466,1965-01-26
0.3540487289428711,1965-01-27
0.3526986837387085,1965-01-28
0.3522491753101349,1965-01-29
0.3526986837387085,1965-02-01
0.3516143560409546,1965-02-02
0.35297009348869324,1965-02-03
0.35251837968826294,1965-02-04
0.35342201590538025,1965-02-05
0.3507104516029358,1965-02-08
0.347998708486557,1965-02-09
0.3425753116607666,1965-02-10
0.34167158603668213,1965-02-11
0.34438326954841614,1965-02-12
0.34438326954841614,1965-02-15
0.34212353825569153,1965-02-16
0.3434794247150421,1965-02-17
0.34031569957733154,1965-02-18
0.33896002173423767,1965-02-19
0.34031569957733154,1965-02-23
0.3407677710056305,1965-02-24
0.34167158603668213,1965-02-25
0.3407677710056305,1965-02-26
0.34167158603668213,1965-03-01
0.3407677710056305,1965-03-02
0.33805593848228455,1965-03-03
0.33715224266052246,1965-03-04
0.3353443145751953,1965-03-05
0.33172866702079773,1965-03-08
0.3308248221874237,1965-03-09
0.3326326608657837,1965-03-10
0.3326326608657837,1965-03-11
0.33172866702079773,1965-03-12
0.3299206793308258,1965-03-15
0.3308248221874237,1965-03-16
0.3299206793308258,1965-03-17
0.3299206793308258,1965-03-18
0.3290170729160309,1965-03-19
0.3299206793308258,1965-03-22
0.3290170729160309,1965-03-23
0.3290170729160309,1965-03-24
0.3290170729160309,1965-03-25
0.32720911502838135,1965-03-26
0.33172866702079773,1965-03-29
0.333536297082901,1965-03-30
0.33715224266052246,1965-03-31
0.3344402611255646,1965-04-01
0.33715224266052246,1965-04-02
0.333536297082901,1965-04-05
0.3326326608657837,1965-04-06
0.3344402611255646,1965-04-07
0.333536297082901,1965-04-08
0.3353443145751953,1965-04-09
0.33624815940856934,1965-04-12
0.33624815940856934,1965-04-13
0.34167158603668213,1965-04-14
0.3407677710056305,1965-04-15
0.34167158603668213,1965-04-19
0.3407677710056305,1965-04-20
0.33896002173423767,1965-04-21
0.33805593848228455,1965-04-22
0.33624815940856934,1965-04-23
0.33624815940856934,1965-04-26
0.3353443145751953,1965-04-27
0.33624815940856934,1965-04-28
0.33715224266052246,1965-04-29
0.33715224266052246,1965-04-30
0.33896002173423767,1965-05-03
0.33676931262016296,1965-05-04
0.33950743079185486,1965-05-05
0.33950743079185486,1965-05-06
0.33859485387802124,1965-05-07
0.33950743079185486,1965-05-10
0.33859485387802124,1965-05-11
0.33768200874328613,1965-05-12
0.33768200874328613,1965-05-13
0.3349441885948181,1965-05-14
0.3358568847179413,1965-05-17
0.3349441885948181,1965-05-18
0.3349441885948181,1965-05-19
0.33403149247169495,1965-05-20
0.33403149247169495,1965-05-21
0.3312937319278717,1965-05-24
0.3312937319278717,1965-05-25
0.3312937319278717,1965-05-26
0.33038073778152466,1965-05-27
0.3312937319278717,1965-05-28
0.3312937319278717,1965-06-01
0.3312937319278717,1965-06-02
0.32855573296546936,1965-06-03
0.3294680416584015,1965-06-04
0.3349441885948181,1965-06-07
0.33038073778152466,1965-06-08
0.32855573296546936,1965-06-09
0.32764285802841187,1965-06-10
0.32764285802841187,1965-06-11
0.3249051570892334,1965-06-14
0.32216697931289673,1965-06-15
0.32855573296546936,1965-06-16
0.32855573296546936,1965-06-17
0.32673051953315735,1965-06-18
0.3239922821521759,1965-06-21
0.3239922821521759,1965-06-22
0.32307976484298706,1965-06-23
